"ID","NAMES","total_AsTheCowRolls_POT_0"
"91376","Marolles-en-Hurepoix",2403
"91377","Massy",22240
"91378","Mauchamps",131
"91386","Mennecy",6426
"91390","Mereville",1575
"91393","Merobert",306
"91399","Mespuits",100
"91405","Milly-la-Foret",2189
"91408","Moigny-sur-Ecole",632
"91411","Les Molieres",959
"91412","Mondeville",332
"91414","Monnerville",232
"91421","Montgeron",10756
"91425","Montlhery",3594
"91432","Morangis",6385
"91433","Morigny-Champigny",2016
"91434","Morsang-sur-Orge",10328
"91435","Morsang-sur-Seine",262
"91441","Nainville-les-Roches",212
"91457","La Norville",2080
"91458","Nozay",2450
"91461","Ollainville",2399
"91463","Oncy-sur-Ecole",481
"91468","Ormoy",939
"91469","Ormoy-la-Riviere",436
"91471","Orsay",7328
"91473","Orveau",108
"91477","Palaiseau",15087
"91479","Paray-Vieille-Poste",3316
"91482","Pecqueuse",316
"91494","Le Plessis-Pate",2238
"91495","Plessis-Saint-Benoist",128
"91507","Prunay-sur-Essonne",168
"91508","Puiselet-le-Marais",133
"91511","Pussay",933
"91514","Quincy-sous-Senart",3872
"91519","Richarville",208
"91521","Ris-Orangis",12819
"91525","Roinville",652
"91526","Roinvilliers",56
"91533","Saclas",860
"91534","Saclay",1665
"91538","Saint-Aubin",346
"91540","Saint-Cheron",2335
"91544","Saint-Cyr-la-Riviere",276
"91546","Saint-Cyr-sous-Dourdan",420
"91547","Saint-Escobille",244
"91549","Sainte-Genevieve-des-Bois",17246
"91552","Saint-Germain-les-Arpajon",4552
"91553","Saint-Germain-les-Corbeil",3448
"91556","Saint-Hilaire",208
"91560","Saint-Jean-de-Beauregard",136
"91568","Saint-Maurice-Montcouronne",916
"91570","Saint-Michel-sur-Orge",10379
"91573","Saint-Pierre-du-Perray",4400
"91577","Saintry-sur-Seine",2517
"91578","Saint-Sulpice-de-Favieres",152
"91579","Saint-Vrain",1414
"91581","Saint-Yon",492
"91587","Saulx-les-Chartreux",2714
"91589","Savigny-sur-Orge",18437
"91593","Sermaise",793
"91599","Soisy-sur-Ecole",688
"91600","Soisy-sur-Seine",3300
"91602","Souzy-la-Briche",157
"91613","Congerville-Thionville",114
"91617","Tigery",1542
"91619","Torfou",116
"91629","Valpuiseaux",264
"91630","Le Val-Saint-Germain",755
"91631","Varennes-Jarcy",1133
"91634","Vaugrigneuse",684
"91635","Vauhallan",959
"91639","Vayres-sur-Essonne",448
"91645","Verrieres-le-Buisson",6835
"91648","Vert-le-Grand",1342
"91649","Vert-le-Petit",1488
"91654","Videlles",317
"91657","Vigneux-sur-Seine",13223
"91659","Villabe",2685
"91661","Villebon-sur-Yvette",5115
"91662","Villeconin",340
"91665","La Ville-du-Bois",3828
"91666","Villejust",1347
"91667","Villemoisson-sur-Orge",3517
"91671","Villeneuve-sur-Auvers",304
"91679","Villiers-le-Bacle",668
"91685","Villiers-sur-Orge",2016
"91687","Viry-Chatillon",15987
"91689","Wissous",3222
"91691","Yerres",14444
"91692","Les Ulis",12220
"92002","Antony",30089
"92004","Asnieres-sur-Seine",44098
"92007","Bagneux",19033
"92009","Bois-Colombes",15197
"92012","Boulogne-Billancourt",61822
"92014","Bourg-la-Reine",9675
"92019","Chatenay-Malabry",15428
"92020","Chatillon",18734
"92022","Chaville",9591
"92023","Clamart",26192
"92024","Clichy",32894
"92025","Colombes",42143
"92026","Courbevoie",48329
"92032","Fontenay-aux-Roses",11603
"92033","Garches",8530
"92035","La Garenne-Colombes",15499
"92036","Gennevilliers",19138
"92040","Issy-les-Moulineaux",36665
"92044","Levallois-Perret",35561
"92046","Malakoff",16572
"92047","Marnes-la-Coquette",686
"92048","Meudon",22056
"92049","Montrouge",27445
"92050","Nanterre",43630
"92051","Neuilly-sur-Seine",27901
"92060","Le Plessis-Robinson",15373
"92062","Puteaux",24938
"92063","Rueil-Malmaison",40792
"92064","Saint-Cloud",13912
"92071","Sceaux",9104
"92072","Sevres",11802
"92073","Suresnes",25242
"92075","Vanves",14329
"92076","Vaucresson",3748
"92077","Ville-d'Avray",4800
"92078","Villeneuve-la-Garenne",11932
"93001","Aubervilliers",34252
"93005","Aulnay-sous-Bois",37016
"93006","Bagnolet",17032
"93007","Le Blanc-Mesnil",23541
"93008","Bobigny",20903
"93010","Bondy",24365
"93013","Le Bourget",7055
"93014","Clichy-sous-Bois",11835
"93015","Coubron",2475
"93027","La Courneuve",17149
"93029","Drancy",30877
"93030","Dugny",5510
"93031","Epinay-sur-Seine",23807
"93032","Gagny",18718
"93033","Gournay-sur-Marne",3284
"93039","L'Ile-Saint-Denis",3264
"93045","Les Lilas",11348
"93046","Livry-Gargan",20405
"93047","Montfermeil",11044
"93048","Montreuil",52677
"93049","Neuilly-Plaisance",10608
"93050","Neuilly-sur-Marne",17422
"93051","Noisy-le-Grand",33156
"93053","Noisy-le-Sec",19221
"93055","Pantin",26541
"93057","Les Pavillons-sous-Bois",10946
"93059","Pierrefitte-sur-Seine",12466
"93061","Le Pre-Saint-Gervais",9617
"93062","Le Raincy",7049
"93063","Romainville",11893
"93064","Rosny-sous-Bois",20689
"93066","Saint-Denis",51424
"93070","Saint-Ouen",24814
"93071","Sevran",22521
"93072","Stains",14489
"93073","Tremblay-en-France",16416
"93074","Vaujours",3522
"93077","Villemomble",14011
"93078","Villepinte",16821
"93079","Villetaneuse",5823
"94001","Ablon-sur-Seine",2608
"94002","Alfortville",23272
"94003","Arcueil",10259
"94004","Boissy-Saint-Leger",8237
"94011","Bonneuil-sur-Marne",7383
"94015","Bry-sur-Marne",8103
"94016","Cachan",13785
"94017","Champigny-sur-Marne",36778
"94018","Charenton-le-Pont",15661
"94019","Chennevieres-sur-Marne",8736
"94021","Chevilly-Larue",9380
"94022","Choisy-le-Roi",21238
"94028","Creteil",43867
"94033","Fontenay-sous-Bois",26722
"94034","Fresnes",12909
"94037","Gentilly",8710
"94038","L'Hay-les-Roses",14493
"94041","Ivry-sur-Seine",29450
"94042","Joinville-le-Pont",9096
"94043","Le Kremlin-Bicetre",14019
"94044","Limeil-Brevannes",10593
"94046","Maisons-Alfort",27993
"94047","Mandres-les-Roses",2207
"94048","Marolles-en-Brie",2463
"94052","Nogent-sur-Marne",16772
"94053","Noiseau",2409
"94054","Orly",9848
"94055","Ormesson-sur-Marne",4548
"94056","Perigny",1208
"94058","Le Perreux-sur-Marne",16949
"94059","Le Plessis-Trevise",9564
"94060","La Queue-en-Brie",5639
"94065","Rungis",3292
"94067","Saint-Mande",11649
"94068","Saint-Maur-des-Fosses",36677
"94069","Saint-Maurice",8083
"94070","Santeny",1617
"94071","Sucy-en-Brie",12333
"94073","Thiais",14673
"94074","Valenton",5571
"94075","Villecresnes",4700
"94076","Villejuif",27310
"94077","Villeneuve-le-Roi",8855
"94078","Villeneuve-Saint-Georges",16225
"94079","Villiers-sur-Marne",13178
"94080","Vincennes",27433
"94081","Vitry-sur-Seine",41420
"95002","Ableiges",475
"95008","Aincourt",548
"95011","Ambleville",206
"95012","Amenucourt",124
"95014","Andilly",1228
"95018","Argenteuil",49936
"95019","Arnouville",6441
"95023","Arronville",344
"95024","Arthies",158
"95026","Asnieres-sur-Oise",1326
"95028","Attainville",930
"95039","Auvers-sur-Oise",3342
"95040","Avernes",428
"95042","Baillet-en-France",1009
"95046","Banthelu",53
"95051","Beauchamp",4047
"95052","Beaumont-sur-Oise",4736
"95054","Le Bellay-en-Vexin",118
"95055","Bellefontaine",220
"95056","Belloy-en-France",1030
"95058","Bernes-sur-Oise",1133
"95059","Berville",193
"95060","Bessancourt",3547
"95061","Bethemont-la-Foret",222
"95063","Bezons",14095
"95074","Boisemont",396
"95078","Boissy-l'Aillerie",908
"95088","Bonneuil-en-France",344
"95091","Bouffemont",2902
"95094","Bouqueval",176
"95101","Bray-et-Lu",429
"95102","Breancon",188
"95110","Brignancourt",88
"95116","Bruyeres-sur-Oise",1962
"95119","Buhy",169
"95120","Butry-sur-Oise",1076
"95127","Cergy",30422
"95134","Champagne-sur-Oise",2472
"95139","La Chapelle-en-Vexin",202
"95141","Charmont",20
"95142","Chars",938
"95144","Chatenay-en-France",65
"95149","Chaumontel",1663
"95150","Chaussy",340
"95151","Chauvry",124
"95154","Chennevieres-les-Louvres",176
"95157","Cherence",52
"95166","Clery-en-Vexin",221
"95169","Commeny",197
"95170","Condecourt",298
"95176","Cormeilles-en-Parisis",11993
"95177","Cormeilles-en-Vexin",570
"95181","Courcelles-sur-Viosne",176
"95183","Courdimanche",3640
"95197","Deuil-la-Barre",11232
"95199","Domont",7602
"95203","Eaubonne",11750
"95205","Ecouen",3888
"95210","Enghien-les-Bains",5758
"95211","Ennery",1136
"95212","Epiais-les-Louvres",60
"95213","Epiais-Rhus",322
"95214","Epinay-Champlatreux",36
"95218","Eragny",8596
"95219","Ermont",13281
"95229","Ezanville",4862
"95241","Fontenay-en-Parisis",988
"95250","Fosses",4667
"95252","Franconville",16892
"95253","Fremainville",220
"95254","Fremecourt",342
"95256","Frepillon",1409
"95257","La Frette-sur-Seine",2316
"95258","Frouville",215
"95259","Gadancourt",30
"95268","Garges-les-Gonesse",16190
"95270","Genainville",316
"95271","Genicourt",300
"95277","Gonesse",12375
"95280","Goussainville",14102
"95282","Gouzangrez",120
"95287","Grisy-les-Platres",304
"95288","Groslay",4323
"95295","Guiry-en-Vexin",104
"95298","Haravilliers",248
"95301","Haute-Isle",134
"95303","Le Heaulme",112
"95304","Hedouville",107
"95306","Herblay",13292
"95308","Herouville",304
"95309","Hodent",108
"95313","L'Isle-Adam",5588
"95316","Jagny-sous-Bois",136
"95323","Jouy-le-Moutier",8726
"95328","Labbeville",320
"95331","Lassy",92
"95341","Livilliers",192
"95348","Longuesse",276
"95351","Louvres",4770
"95352","Luzarches",2135
"95353","Maffliers",915
"95355","Magny-en-Vexin",2765
"95365","Mareil-en-France",361
"95369","Margency",1451
"95370","Marines",1721
"95371","Marly-la-Ville",2783
"95379","Maudetour-en-Vexin",80
"95387","Menouville",40
"95388","Menucourt",2680
"95392","Meriel",2407
"95394","Mery-sur-Oise",4772
"95395","Le Mesnil-Aubry",469
"95409","Moisselles",700
"95422","Montgeroult",190
"95424","Montigny-les-Cormeilles",9600
"95426","Montlignon",1220
"95427","Montmagny",6677
"95428","Montmorency",9985
"95429","Montreuil-sur-Epte",188
"95430","Montsoult",1689
"95436","Mours",686
"95438","Moussy",81
"95445","Nerville-la-Foret",276
"95446","Nesles-la-Vallee",1002
"95447","Neuilly-en-Vexin",93
"95450","Neuville-sur-Oise",952
"95452","Nointel",458
"95456","Noisy-sur-Oise",376
"95459","Nucourt",352
"95462","Omerville",142
"95476","Osny",7630
"95480","Parmain",2768
"95483","Le Perchay",287
"95487","Persan",5178
"95488","Pierrelaye",4090
"95489","Piscop",397
"95491","Le Plessis-Bouchard",3968
"95492","Le Plessis-Gassot",44
"95493","Le Plessis-Luzarches",79
"95500","Pontoise",14932
"95504","Presles",1911
"95509","Puiseux-en-France",1723
"95510","Puiseux-Pontoise",219
"95523","La Roche-Guyon",243
"95527","Roissy-en-France",1852
"95529","Ronquerolles",392
"95535","Sagy",596
"95539","Saint-Brice-sous-Foret",7152
"95541","Saint-Clair-sur-Epte",428
"95543","Saint-Cyr-en-Arthies",119
"95554","Saint-Gervais",480
"95555","Saint-Gratien",10072
"95563","Saint-Leu-la-Foret",7209
"95566","Saint-Martin-du-Tertre",1329
"95572","Saint-Ouen-l'Aumone",12154
"95574","Saint-Prix",3401
"95580","Saint-Witz",1191
"95582","Sannois",13523
"95584","Santeuil",345
"95585","Sarcelles",25216
"95592","Seraincourt",653
"95594","Seugy",561
"95598","Soisy-sous-Montmorency",8378
"95604","Survilliers",2089
"95607","Taverny",13188
"95610","Themericourt",137
"95611","Theuville",25
"95612","Le Thillay",2041
"95625","Us",689
"95627","Vallangoujard",336
"95628","Valmondois",625
"95633","Vaudherland",40
"95637","Vaureal",8884
"95641","Vemars",1249
"95651","Vetheuil",424
"95652","Viarmes",2456
"95656","Vienne-en-Arthies",204
"95658","Vigny",524
"95660","Villaines-sous-Bois",393
"95675","Villeron",520
"95676","Villers-en-Arthies",232
"95678","Villiers-Adam",348
"95680","Villiers-le-Bel",12081
"95682","Villiers-le-Sec",87
"95690","Wy-dit-Joli-Village",168
