"ID","NAMES","intermediaires_AsTheCowRolls_ACC_0.005"
"77442","Samoreau",10.0834507147475
"77443","Sancy",11.4938357796526
"77444","Sancy-les-Provins",25.6923220882519
"77445","Savigny-le-Temple",5.3538067709568
"77446","Savins",23.9040363143685
"77447","Seine-Port",7.11026578839506
"77448","Sept-Sorts",13.2539139739972
"77449","Serris",6.5955113096555
"77450","Servon",5.82036306965563
"77451","Signy-Signets",14.0770655538481
"77452","Sigy",22.7996947402438
"77453","Sivry-Courtry",8.74662437808335
"77454","Sognolles-en-Montois",23.7938896494051
"77455","Soignolles-en-Brie",10.1046674399606
"77456","Soisy-Bouy",27.8643040124761
"77457","Solers",10.3553262162376
"77458","Souppes-sur-Loing",19.3450776744114
"77459","Sourdun",25.6640062555692
"77460","Tancrou",15.8954146358252
"77461","Thenisy",22.8927901579183
"77462","Thieux",10.0286536845786
"77463","Thomery",10.8441877583457
"77464","Thorigny-sur-Marne",5.65662219530406
"77465","Thoury-Ferottes",19.1815921400199
"77466","Tigeaux",11.181969936923
"77467","La Tombe",18.4740397041659
"77468","Torcy",2.39996537263301
"77469","Touquin",15.0918098549561
"77470","Tournan-en-Brie",9.12183486600058
"77471","Tousson",16.5059931229356
"77472","La Tretoire",21.3403719159135
"77473","Treuzy-Levelay",17.0771773235916
"77474","Trilbardou",8.15426799280503
"77475","Trilport",8.03271402638424
"77476","Trocy-en-Multien",13.6713941680186
"77477","Ury",12.0220155494018
"77478","Ussy-sur-Marne",12.0380247227628
"77479","Vaires-sur-Marne",5.07762184672926
"77480","Valence-en-Brie",13.7946769635829
"77481","Vanville",20.526267295589
"77482","Varennes-sur-Seine",12.9425196843556
"77483","Varreddes",8.99766269656509
"77484","Vaucourtois",11.2713614961995
"77485","Le Vaudoue",15.9535329100844
"77486","Vaudoy-en-Brie",16.0586297845973
"77487","Vaux-le-Penil",5.97856792936936
"77489","Vaux-sur-Lunain",23.0946084876813
"77490","Vendrest",20.2428594728285
"77491","Veneux-les-Sablons",11.3662036586533
"77492","Verdelot",25.6059887051565
"77493","Verneuil-l'Etang",12.9024877680794
"77494","Vernou-la-Celle-sur-Seine",13.2466019475377
"77495","Vert-Saint-Denis",4.98414785245101
"77496","Vieux-Champagne",22.9977746545195
"77498","Vignely",8.5415082164461
"77500","Villebeon",23.2256177536044
"77501","Villecerf",13.3096577550385
"77504","Villemarechal",18.5614124214292
"77505","Villemareuil",10.9257853731334
"77506","Villemer",14.4248972167871
"77507","Villenauxe-la-Petite",25.8689395295366
"77508","Villeneuve-le-Comte",7.96500654587567
"77509","Villeneuve-les-Bordes",19.209724329526
"77510","Villeneuve-Saint-Denis",7.47015515873203
"77511","Villeneuve-sous-Dammartin",10.6151465329374
"77512","Villeneuve-sur-Bellot",25.7147491348702
"77513","Villenoy",7.53905265134928
"77514","Villeparisis",5.21465206089344
"77515","Villeroy",10.0833235160976
"77516","Ville-Saint-Jacques",14.029919818425
"77517","Villevaude",6.05579030177649
"77518","Villiers-en-Biere",8.68541674113897
"77519","Villiers-Saint-Georges",28.2667671453211
"77520","Villiers-sous-Grez",14.7105125425255
"77521","Villiers-sur-Morin",8.15997974715003
"77522","Villiers-sur-Seine",27.4177190383707
"77523","Villuis",27.6551438192917
"77524","Vimpelles",23.6343634923406
"77525","Vinantes",12.2303716435938
"77526","Vincy-Manoeuvre",18.6943681033325
"77527","Voinsles",16.1448241227801
"77528","Voisenon",6.56769831998461
"77529","Voulangis",10.3409071301108
"77530","Voulton",28.44997604476
"77531","Voulx",20.5338328838957
"77532","Vulaines-les-Provins",22.571333933048
"77533","Vulaines-sur-Seine",10.344233943744
"77534","Yebles",11.3017802887291
"78003","Ablis",14.6043895126091
"78005","Acheres",5.57406185571938
"78006","Adainville",19.24549583831
"78007","Aigremont",5.95952570661574
"78009","Allainville",15.5627506915112
"78010","Les Alluets-le-Roi",10.0607127227387
"78013","Andelu",11.637394690157
"78015","Andresy",5.20858584685021
"78020","Arnouville-les-Mantes",11.6601002766758
"78029","Aubergenville",6.33493148736946
"78030","Auffargis",9.19445669119441
"78031","Auffreville-Brasseuil",6.92524082928278
"78033","Aulnay-sur-Mauldre",8.65203481663294
"78034","Auteuil",11.4090050212461
"78036","Autouillet",12.6061819437092
