"ID","NAMES","agriculteurs_AsTheCrowFlies_ACC_0.01"
"77067","Cesson",7468.93702182305
"77068","Cessoy-en-Montois",5484.35113436584
"77069","Chailly-en-Biere",6837.18121076666
"77070","Chailly-en-Brie",6813.13593830951
"77071","Chaintreaux",7476.9477338115
"77072","Chalautre-la-Grande",7989.14561996675
"77073","Chalautre-la-Petite",5586.3376071591
"77075","Chalifert",7407.6521189171
"77076","Chalmaison",6087.89611044191
"77077","Chambry",7621.03762876628
"77078","Chamigny",6478.44590844097
"77079","Champagne-sur-Seine",9269.83318284995
"77080","Champcenest",5111.10836241127
"77081","Champdeuil",6814.39723815595
"77082","Champeaux",8390.42890861914
"77083","Champs-sur-Marne",5836.65559889007
"77084","Changis-sur-Marne",6728.5099335367
"77085","Chanteloup-en-Brie",7682.47591872655
"77086","La Chapelle-Gauthier",9494.67073439369
"77087","La Chapelle-Iger",6127.16209778802
"77088","La Chapelle-la-Reine",6404.5634152239
"77089","La Chapelle-Rablais",8279.18975852603
"77090","La Chapelle-Saint-Sulpice",6114.75634677862
"77091","Les Chapelles-Bourbon",6367.83038297952
"77093","La Chapelle-Moutils",6600.23805982218
"77094","Charmentray",6830.7450438028
"77095","Charny",6730.19932454619
"77096","Chartrettes",8163.00286088799
"77097","Chartronges",5439.83850081701
"77098","Chateaubleau",6371.53035625277
"77099","Chateau-Landon",8242.29176888823
"77100","Le Chatelet-en-Brie",9742.07202986697
"77101","Chatenay-sur-Seine",7432.57391519995
"77102","Chatenoy",5610.06588855245
"77103","Chatillon-la-Borde",9414.52152932688
"77104","Chatres",6331.89585195138
"77106","Chauffry",6902.24703263244
"77107","Chaumes-en-Brie",6519.26321327435
"77108","Chelles",6245.72613241219
"77109","Chenoise",6378.56506299246
"77110","Chenou",6292.22839099193
"77111","Chessy",7502.30822801822
"77112","Chevrainvilliers",5574.2664495545
"77113","Chevru",5920.53600866515
"77114","Chevry-Cossigny",6674.57777590211
"77115","Chevry-en-Sereine",7314.04298141734
"77116","Choisy-en-Brie",6182.50577681105
"77117","Citry",8169.32160374473
"77118","Claye-Souilly",7758.81433215181
"77119","Clos-Fontaine",7046.28838323723
"77120","Cocherel",6027.80418366868
"77121","Collegien",7671.4672701836
"77122","Combs-la-Ville",6327.93772849922
"77123","Compans",7869.90073485168
"77124","Conches-sur-Gondoire",7712.44250939659
"77125","Conde-Sainte-Libiaire",6768.18896853985
"77126","Congis-sur-Therouanne",7330.41483448735
"77127","Coubert",5962.55047414346
"77128","Couilly-Pont-aux-Dames",6426.84115685498
"77129","Coulombs-en-Valois",7913.38855229292
"77130","Coulommes",5824.43092748095
"77131","Coulommiers",6438.56531304448
"77132","Coupvray",7240.78543037295
"77133","Courcelles-en-Bassee",7809.80058611596
"77134","Courchamp",5889.48662066825
"77135","Courpalay",6316.32992532241
"77136","Courquetaine",6288.20091392063
"77137","Courtacon",5103.6370176408
"77138","Courtomer",6258.84635872347
"77139","Courtry",7234.0292274676
"77140","Coutencon",7740.94500827359
"77141","Coutevroult",6954.45832943209
"77142","Crecy-la-Chapelle",5632.84344963304
"77143","Cregy-les-Meaux",7215.00155835647
"77144","Crevecoeur-en-Brie",5923.7605942172
"77145","Crisenoy",7448.32653917254
"77146","Croissy-Beaubourg",7500.63413638718
"77147","La Croix-en-Brie",6714.32820278886
"77148","Crouy-sur-Ourcq",8352.62956126821
"77149","Cucharmoy",6486.17090737153
"77150","Cuisy",7565.92603017392
"77151","Dagny",6110.1296756877
"77152","Dammarie-les-Lys",6934.11178125713
"77153","Dammartin-en-Goele",8567.56523356669
"77154","Dammartin-sur-Tigeaux",6704.63384865299
"77155","Dampmart",7609.74637866873
"77156","Darvault",7539.49748062147
"77157","Dhuisy",6850.83994903363
"77158","Diant",8224.54772480474
"77159","Donnemarie-Dontilly",5907.26990173907
"77161","Dormelles",6007.97144863675
"77162","Doue",5906.24494296925
"77163","Douy-la-Ramee",9945.65811493739
"77164","Echouboulains",8738.61434275218
"77165","Les Ecrennes",9560.2155650323
"77166","Ecuelles",7734.63946086086
"77167","Egligny",6455.1853261307
"77168","Egreville",7884.68772988227
"77169","Emerainville",6406.06724331548
"77170","Episy",7846.82370133642
"77171","Esbly",7000.91713165245
"77172","Esmans",6836.27300203992
"77173","Etrepilly",8694.30703229873
"77174","Everly",6786.46835438802
"77175","Evry-Gregy-sur-Yerre",6276.10697062223
"77176","Faremoutiers",5758.64368607865
"77177","Favieres",7728.49236882353
"77178","Fay-les-Nemours",6187.35421176111
"77179","Fericy",9840.1073098858
"77180","Ferolles-Attilly",6472.57506834203
"77181","Ferrieres-en-Brie",7920.69325691657
"77182","La Ferte-Gaucher",5607.57059122538
"77183","La Ferte-sous-Jouarre",6221.18838906813
"77184","Flagy",6009.96026255699
"77185","Fleury-en-Biere",6948.77986960348
"77186","Fontainebleau",9034.66978038548
"77187","Fontaine-Fourches",11009.6309259585
"77188","Fontaine-le-Port",9369.35619337107
"77190","Fontains",7423.87886777223
"77191","Fontenailles",8789.09064012872
"77192","Fontenay-Tresigny",5925.66474365752
"77193","Forfry",9431.53927118866
"77194","Forges",8021.4567430204
"77195","Fouju",7991.75920913745
"77196","Fresnes-sur-Marne",7206.5427709388
"77197","Fretoy",5395.8520946205
"77198","Fromont",6617.26979340537
"77199","Fublaines",6742.76838003055
"77200","Garentreville",5556.78735087015
"77201","Gastins",6800.98990729572
"77202","La Genevraye",8052.15391985205
"77203","Germigny-l'Eveque",7247.81068353088
"77204","Germigny-sous-Coulombs",7762.46396094247
"77205","Gesvres-le-Chapitre",8535.42361483777
"77206","Giremoutiers",6011.79710989767
"77207","Gironville",7138.88228517905
"77208","Gouaix",6753.8926799641
"77209","Gouvernes",7631.08116285665
"77210","La Grande-Paroisse",7469.5012829796
"77211","Grandpuits-Bailly-Carrois",7648.41941464502
"77212","Gravon",8400.32700183342
"77214","Gressy",7841.0666922756
"77215","Gretz-Armainvilliers",7602.26896131687
"77216","Grez-sur-Loing",7844.18418666759
"77217","Grisy-Suisnes",5965.20562402809
"77218","Grisy-sur-Seine",7983.85782099433
"77219","Guerard",6237.6592344874
"77220","Guercheville",5827.18120360219
"77221","Guermantes",7727.93334262071
"77222","Guignes",7302.59800117048
"77223","Gurcy-le-Chatel",6333.0747024776
"77224","Hautefeuille",5864.60680195842
"77225","La Haute-Maison",5986.7972482707
"77226","Hericy",9680.82414899944
"77227","Herme",6648.67422354534
"77228","Hondevilliers",7556.62223012235
"77229","La Houssaye-en-Brie",6344.55418141316
"77230","Ichy",5983.84843115155
"77231","Isles-les-Meldeuses",6773.21883577644
"77232","Isles-les-Villenoy",6805.63816459205
"77233","Iverny",6926.95299155214
"77234","Jablines",7418.73372996625
"77235","Jaignes",6316.38290516284
"77236","Jaulnes",8305.22180643145
"77237","Jossigny",7721.57930008296
"77238","Jouarre",5625.9449113328
"77239","Jouy-le-Chatel",6476.36232369826
"77240","Jouy-sur-Morin",5918.32080722938
"77241","Juilly",7437.03877455449
"77242","Jutigny",5816.08895112231
"77243","Lagny-sur-Marne",7677.36209612952
"77244","Larchant",6239.66229800836
"77245","Laval-en-Brie",8083.59094218681
"77246","Lechelle",6641.88297185636
"77247","Lescherolles",6086.14125264836
"77248","Lesches",7094.03873454004
"77249","Lesigny",6444.69183807337
"77250","Leudon-en-Brie",5305.68467666803
"77251","Lieusaint",6994.63984129488
"77252","Limoges-Fourches",6552.81430285668
"77253","Lissy",6719.63901290892
"77254","Liverdy-en-Brie",6493.60060429895
"77255","Livry-sur-Seine",7587.64621147271
"77256","Lizines",5676.33715654728
"77257","Lizy-sur-Ourcq",7062.5837878987
"77258","Lognes",6877.74758803766
"77259","Longperrier",8442.62655170986
"77260","Longueville",5792.02199681616
"77261","Lorrez-le-Bocage-Preaux",6160.64969754389
"77262","Louan-Villegruis-Fontaine",10272.8579202381
"77263","Luisetaines",5879.31021962153
"77264","Lumigny-Nesles-Ormeaux",5155.47453131473
"77265","Luzancy",7022.86970194962
"77266","Machault",9477.73476224381
"77267","La Madeleine-sur-Loing",6742.21615300625
"77268","Magny-le-Hongre",7145.85588341257
"77269","Maincy",7814.9548985419
"77270","Maisoncelles-en-Brie",5788.49097837431
"77271","Maisoncelles-en-Gatinais",5284.9377022899
"77272","Maison-Rouge",6021.90089130933
"77273","Marchemoret",8907.55053551832
"77274","Marcilly",8663.43727182429
"77275","Les Marets",5784.63270125686
"77276","Mareuil-les-Meaux",6525.21054498195
"77277","Marles-en-Brie",5334.62550283247
"77278","Marolles-en-Brie",6776.96550569461
"77279","Marolles-sur-Seine",8055.86598220983
"77280","Mary-sur-Marne",6573.43107936878
"77281","Mauperthuis",5530.46346691763
"77282","Mauregard",7755.35822102687
"77283","May-en-Multien",8101.14482282435
"77284","Meaux",7053.54963010482
"77285","Le Mee-sur-Seine",7236.01264532876
"77286","Meigneux",5859.98747222914
"77287","Meilleray",7608.5532017235
"77288","Melun",7488.68426753076
"77289","Melz-sur-Seine",7094.51901498717
"77290","Mery-sur-Marne",7557.10731007707
"77291","Le Mesnil-Amelot",7970.55253584455
"77292","Messy",7365.3914326154
"77293","Misy-sur-Yonne",9082.47964471366
"77294","Mitry-Mory",8121.94180318504
"77295","Moisenay",8028.84664685506
"77296","Moissy-Cramayel",6897.9463918472
"77297","Mondreville",6517.80663463051
"77298","Mons-en-Montois",5506.58660814877
"77299","Montarlot",6915.43722656117
"77300","Montceaux-les-Meaux",6833.86047363575
"77301","Montceaux-les-Provins",9202.56930769709
"77302","Montcourt-Fromonville",7904.56602124958
"77303","Montdauphin",8038.39313939317
"77304","Montenils",10789.1963302231
"77305","Montereau-Fault-Yonne",7396.88710096566
"77306","Montereau-sur-le-Jard",7187.11070612743
"77307","Montevrain",7623.86885930945
"77308","Montge-en-Goele",7718.57338476037
"77309","Monthyon",7556.04907488974
"77310","Montigny-le-Guesdier",9828.90875930051
"77311","Montigny-Lencoup",7050.44496346998
"77312","Montigny-sur-Loing",8653.49543297777
"77313","Montmachoux",7509.78415385932
"77314","Montolivet",8222.8482043198
"77315","Montry",6954.62032173577
"77316","Moret-sur-Loing",8293.91166993794
"77317","Mormant",8277.56051412957
"77318","Mortcerf",6500.2832314462
"77319","Mortery",6304.3273379611
"77320","Mouroux",6140.3716383888
"77321","Mousseaux-les-Bray",8661.65098843636
"77322","Moussy-le-Neuf",8749.82059477517
"77323","Moussy-le-Vieux",8291.63679307363
"77325","Mouy-sur-Seine",7233.29169765246
"77326","Nandy",7400.07680693991
"77327","Nangis",7203.49269304068
"77328","Nanteau-sur-Essonne",6909.03230908118
"77329","Nanteau-sur-Lunain",6412.10270362891
"77330","Nanteuil-les-Meaux",6483.70211645387
"77331","Nanteuil-sur-Marne",8058.517166941
"77332","Nantouillet",7206.10881301955
"77333","Nemours",7223.04721196844
"77335","Chauconin-Neufmontiers",6826.88244737968
"77336","Neufmoutiers-en-Brie",7258.98101638541
"77337","Noisiel",6509.24292940599
"77338","Noisy-Rudignon",6189.13652293851
"77339","Noisy-sur-Ecole",7193.00732748137
"77340","Nonville",7308.46616509408
"77341","Noyen-sur-Seine",7844.22998797639
"77342","Obsonville",5350.75443623481
"77343","Ocquerre",6423.2343088504
"77344","Oissery",10314.8917660271
"77345","Orly-sur-Morin",6440.61737866829
"77347","Les Ormes-sur-Voulzie",6280.97174288774
"77348","Ormesson",6159.28218900817
"77349","Othis",9905.26260476882
"77350","Ozoir-la-Ferriere",7656.24676266207
"77352","Ozouer-le-Voulgis",6536.42176112348
"77353","Paley",5987.5486193495
"77354","Pamfou",9561.76685280784
"77355","Paroy",5716.09275721981
"77356","Passy-sur-Seine",8829.57526899248
"77357","Pecy",6720.19462882872
"77358","Penchard",7293.08040622774
"77359","Perthes",6616.53206337723
"77360","Pezarches",5394.90801011022
"77361","Pierre-Levee",6082.35040974988
"77363","Le Pin",7536.41598318384
"77364","Le Plessis-aux-Bois",6936.36842125701
"77365","Le Plessis-Feu-Aussoux",5659.62558785098
"77366","Le Plessis-l'Eveque",7228.42067763967
"77367","Le Plessis-Placy",8272.99735431704
"77368","Poigny",5718.51861821828
"77369","Poincy",7310.44790458711
"77370","Poligny",7053.10144936835
"77371","Pommeuse",5924.20063353781
"77372","Pomponne",7571.19930141734
"77373","Pontault-Combault",6744.77772722007
"77374","Pontcarre",7970.16354600848
"77376","Precy-sur-Marne",7111.80121926333
"77377","Presles-en-Brie",6830.70798418106
"77378","Pringy",7031.83142390056
"77379","Provins",5953.64166107003
"77380","Puisieux",10035.6710682945
"77381","Quiers",7225.16099832511
"77382","Quincy-Voisins",6265.20189553233
"77383","Rampillon",6082.62967705744
"77384","Reau",7111.73667834224
"77385","Rebais",6610.2958901694
"77386","Recloses",8131.2552909089
"77387","Remauville",6426.59827499322
"77388","Reuil-en-Brie",6481.25132082403
"77389","La Rochette",7162.69848062999
"77390","Roissy-en-Brie",7663.16647917813
"77391","Rouilly",6241.00751662385
"77392","Rouvres",9257.08134249831
"77393","Rozay-en-Brie",5166.2953923454
"77394","Rubelles",7645.71349671821
"77395","Rumont",6704.38202350409
"77396","Rupereux",6343.43729374214
"77397","Saacy-sur-Marne",7285.59955005064
"77398","Sablonnieres",6633.05108902325
"77399","Saint-Ange-le-Viel",6061.54419192663
"77400","Saint-Augustin",5722.41665234805
"77401","Sainte-Aulde",7078.13239719663
"77402","Saint-Barthelemy",5912.61762654003
"77403","Saint-Brice",6105.2555999352
"77404","Sainte-Colombe",5723.41974786193
"77405","Saint-Cyr-sur-Morin",5833.31003058892
"77406","Saint-Denis-les-Rebais",6677.39445674925
"77407","Saint-Fargeau-Ponthierry",7173.10053660704
"77408","Saint-Fiacre",6471.34544363712
"77409","Saint-Germain-Laval",7827.52177154787
"77410","Saint-Germain-Laxis",7477.12330805588
"77411","Saint-Germain-sous-Doue",6277.56348676814
"77412","Saint-Germain-sur-Ecole",6757.48500848902
"77413","Saint-Germain-sur-Morin",6831.96375616344
"77414","Saint-Hilliers",6040.89256456819
"77415","Saint-Jean-les-Deux-Jumeaux",6616.1284699399
"77416","Saint-Just-en-Brie",6650.04969391351
"77417","Saint-Leger",6477.38612962447
"77418","Saint-Loup-de-Naud",5841.5232469081
"77419","Saint-Mammes",8696.26253101051
"77420","Saint-Mard",7946.82124678871
"77421","Saint-Mars-Vieux-Maisons",5828.30726640157
"77423","Saint-Martin-des-Champs",5695.82765081437
"77424","Saint-Martin-du-Boschet",8594.11109081761
"77425","Saint-Martin-en-Biere",7241.61557799315
"77426","Saint-Mery",8950.30482374587
"77427","Saint-Mesmes",7010.00931121222
"77428","Saint-Ouen-en-Brie",8623.17883366914
"77429","Saint-Ouen-sur-Morin",6162.34933091488
"77430","Saint-Pathus",10373.1717773625
"77431","Saint-Pierre-les-Nemours",6746.16297180357
"77432","Saint-Remy-la-Vanne",6558.52784587555
"77433","Saints",5750.52062369112
"77434","Saint-Sauveur-les-Bray",6473.80717553488
"77435","Saint-Sauveur-sur-Ecole",6847.90259791901
"77436","Saint-Simeon",6898.73710143853
"77437","Saint-Soupplets",8421.5367392113
"77438","Saint-Thibault-des-Vignes",7502.01119935315
"77439","Salins",7694.00718220822
"77440","Sammeron",6119.8839731415
"77441","Samois-sur-Seine",9342.60969529407
"77442","Samoreau",9610.89959532164
"77443","Sancy",5584.18438434394
"77444","Sancy-les-Provins",7588.11895195785
"77445","Savigny-le-Temple",7445.39546220581
"77446","Savins",5679.8068949422
"77447","Seine-Port",7337.67570212319
"77448","Sept-Sorts",5961.56726013787
"77449","Serris",7496.86166799812
"77450","Servon",5399.07719119557
"77451","Signy-Signets",6027.08038846489
"77452","Sigy",5578.48681917948
"77453","Sivry-Courtry",8627.7950332436
"77454","Sognolles-en-Montois",5532.08438244982
"77455","Soignolles-en-Brie",6227.68575174808
"77456","Soisy-Bouy",5908.84309282514
"77457","Solers",6140.45929579788
"77458","Souppes-sur-Loing",7554.14795485417
"77459","Sourdun",5924.55386878575
"77460","Tancrou",6182.04041556265
"77461","Thenisy",5441.55279390986
"77462","Thieux",7733.87062781798
"77463","Thomery",9482.92974809116
"77464","Thorigny-sur-Marne",7694.93990118469
"77465","Thoury-Ferottes",6232.08091142456
"77466","Tigeaux",6650.78427526266
"77467","La Tombe",8406.51219471773
"77468","Torcy",7150.56197150751
"77469","Touquin",5392.19100424549
"77470","Tournan-en-Brie",7119.46359248694
"77471","Tousson",6653.24579044494
"77472","La Tretoire",6596.76831008063
"77473","Treuzy-Levelay",6784.38931744366
"77474","Trilbardou",6787.60851366799
"77475","Trilport",7029.84864686068
"77476","Trocy-en-Multien",8307.51368966195
"77477","Ury",7635.00075283498
"77478","Ussy-sur-Marne",6358.87886329902
"77479","Vaires-sur-Marne",6947.76022125119
"77480","Valence-en-Brie",8920.1689151655
"77481","Vanville",5931.68295895644
"77482","Varennes-sur-Seine",6708.75477040336
"77483","Varreddes",7696.54226050942
"77484","Vaucourtois",5900.34085961632
"77485","Le Vaudoue",6620.71079225302
"77486","Vaudoy-en-Brie",6355.21673286279
"77487","Vaux-le-Penil",7764.39177716561
"77489","Vaux-sur-Lunain",8135.17211433122
"77490","Vendrest",6003.02248877874
"77491","Veneux-les-Sablons",8957.28865646418
"77492","Verdelot",7338.35216640956
"77493","Verneuil-l'Etang",7303.57058617017
"77494","Vernou-la-Celle-sur-Seine",8545.41314232652
"77495","Vert-Saint-Denis",7515.21426287587
"77496","Vieux-Champagne",6463.33648907598
"77498","Vignely",6851.43482454929
"77500","Villebeon",7740.69183369571
"77501","Villecerf",6625.11721377149
"77504","Villemarechal",6022.94318240138
"77505","Villemareuil",6468.73909494233
"77506","Villemer",6724.65043860378
"77507","Villenauxe-la-Petite",9669.30560286191
"77508","Villeneuve-le-Comte",7334.85433334709
"77509","Villeneuve-les-Bordes",7031.91599073778
"77510","Villeneuve-Saint-Denis",7624.74795635184
"77511","Villeneuve-sous-Dammartin",8007.79421173259
"77512","Villeneuve-sur-Bellot",6599.99935288979
"77513","Villenoy",6745.48978005904
"77514","Villeparisis",7822.30722424307
"77515","Villeroy",6715.01705716814
"77516","Ville-Saint-Jacques",6292.15954571634
"77517","Villevaude",7666.29389937158
"77518","Villiers-en-Biere",6691.0392836042
"77519","Villiers-Saint-Georges",7852.055377211
"77520","Villiers-sous-Grez",7519.53732076294
"77521","Villiers-sur-Morin",6724.79411109655
"77522","Villiers-sur-Seine",8331.99428523281
"77523","Villuis",10441.9536399658
"77524","Vimpelles",6112.90344142322
"77525","Vinantes",6879.50121318954
"77526","Vincy-Manoeuvre",10037.0993133757
"77527","Voinsles",5785.33997044307
"77528","Voisenon",7580.6493558002
"77529","Voulangis",6538.84329957094
"77530","Voulton",6698.64353945383
"77531","Voulx",6998.63979938418
"77532","Vulaines-les-Provins",6125.48834067503
"77533","Vulaines-sur-Seine",9612.90367352882
"77534","Yebles",6932.16595366605
"78003","Ablis",9155.14698273101
"78005","Acheres",5661.79140782794
"78006","Adainville",9687.04493857271
"78007","Aigremont",4640.1882119196
"78009","Allainville",9015.50136555672
"78010","Les Alluets-le-Roi",5261.67070920045
"78013","Andelu",5621.21443262271
"78015","Andresy",6031.60878617714
"78020","Arnouville-les-Mantes",6067.71274051788
"78029","Aubergenville",5648.09308756343
"78030","Auffargis",8592.61410628788
"78031","Auffreville-Brasseuil",6255.54990974455
"78033","Aulnay-sur-Mauldre",5038.48047306441
"78034","Auteuil",6751.56071373969
"78036","Autouillet",6613.65109535548
"78043","Bailly",3917.88793661154
"78048","Bazainville",7653.88416344396
"78049","Bazemont",5129.27427903151
"78050","Bazoches-sur-Guyonne",7487.33559276023
"78053","Behoust",6613.69445787617
"78057","Bennecourt",8925.60448317053
"78062","Beynes",6310.24260928292
"78068","Blaru",11176.7659549698
"78070","Boinville-en-Mantois",6051.23006482814
"78071","Boinville-le-Gaillard",8890.32366490501
"78072","Boinvilliers",5870.9812799307
"78073","Bois-d'Arcy",5679.9074341911
"78076","Boissets",7634.93305733163
"78077","La Boissiere-Ecole",10209.5646616864
"78082","Boissy-Mauvoisin",5905.56885678144
"78084","Boissy-sans-Avoir",7016.25017920076
"78087","Bonnelles",7959.55691884183
"78089","Bonnieres-sur-Seine",7281.34378769383
"78090","Bouafle",5739.3955198607
"78092","Bougival",2774.55474332891
"78096","Bourdonne",9280.62154423967
"78104","Breuil-Bois-Robert",6208.85591441873
"78107","Breval",6668.66623407175
"78108","Les Breviaires",7664.79832710214
"78113","Brueil-en-Vexin",7316.96764406611
"78117","Buc",5305.44427826685
"78118","Buchelay",6671.20506959655
"78120","Bullion",8823.96514963069
"78123","Carrieres-sous-Poissy",5725.61483105242
"78124","Carrieres-sur-Seine",2908.83886915626
"78125","La Celle-les-Bordes",9135.89197464401
"78126","La Celle-Saint-Cloud",2915.22858936188
"78128","Cernay-la-Ville",8579.64983458087
"78133","Chambourcy",4449.71643332186
"78138","Chanteloup-les-Vignes",6094.50834564413
"78140","Chapet",5975.85474901076
"78143","Chateaufort",6167.14923893272
"78146","Chatou",2983.29432875252
"78147","Chaufour-les-Bonnieres",9820.9590763155
"78152","Chavenay",4886.389898332
"78158","Le Chesnay",3247.91777980545
"78160","Chevreuse",6947.78292408336
"78162","Choisel",7606.6687570402
"78163","Civry-la-Foret",6669.35072483537
"78164","Clairefontaine-en-Yvelines",9600.0978854466
"78165","Les Clayes-sous-Bois",5768.17944362319
"78168","Coignieres",7600.84322402466
"78171","Conde-sur-Vesgre",9133.4884911443
"78172","Conflans-Sainte-Honorine",5703.11268758191
"78185","Courgent",5907.93508409239
"78188","Cravent",9150.57299233172
"78189","Crespieres",5498.85414437623
"78190","Croissy-sur-Seine",2976.77368185376
"78192","Dammartin-en-Serve",5799.07501396493
"78193","Dampierre-en-Yvelines",7932.59885598299
"78194","Dannemarie",10387.7739882075
"78196","Davron",5308.16760504039
"78202","Drocourt",8247.66030348882
"78206","Ecquevilly",5615.44539524536
"78208","Elancourt",7090.52219302734
"78209","Emance",11260.7075524657
"78217","Epone",5552.67796642795
"78220","Les Essarts-le-Roi",7941.11447610017
"78224","L'Etang-la-Ville",3779.8437786844
"78227","Evecquemont",6011.74011653413
"78230","La Falaise",5214.75546072069
"78231","Favrieux",5588.91805190207
"78233","Feucherolles",4572.49007183053
"78234","Flacourt",5649.44451661183
"78236","Flexanville",6333.58884743923
"78237","Flins-Neuve-Eglise",6745.13238765671
"78238","Flins-sur-Seine",5806.22718589503
"78239","Follainville-Dennemont",8102.35427970418
"78242","Fontenay-le-Fleury",5002.49504550538
"78245","Fontenay-Mauvoisin",5813.88600705832
"78246","Fontenay-Saint-Pere",8071.36417556965
"78251","Fourqueux",4071.6247711348
"78255","Freneuse",8880.5765268012
"78261","Gaillon-sur-Montcient",6022.8028302314
"78262","Galluis",7250.80804656455
"78263","Gambais",8256.2502698855
"78264","Gambaiseuil",7915.30762891345
"78265","Garancieres",6860.16907696247
"78267","Gargenville",6663.55835191977
"78269","Gazeran",9345.36017633949
"78276","Gommecourt",10253.763944594
"78278","Goupillieres",5974.98817439917
"78281","Goussonville",5856.46288423074
"78283","Grandchamp",11328.2477785985
"78285","Gressey",8115.20345803561
"78289","Grosrouvre",7433.97503769236
"78290","Guernes",7364.13324262785
"78291","Guerville",6298.00266473107
"78296","Guitrancourt",7515.97055167168
"78297","Guyancourt",5608.25613865978
"78299","Hardricourt",6239.55276005346
"78300","Hargeville",5972.87049928501
"78302","La Hauteville",11230.3620959459
"78305","Herbeville",5212.52138010558
"78307","Hermeray",10626.4627305519
"78310","Houdan",9637.52420817761
"78311","Houilles",3053.04220416067
"78314","Issou",6769.37642111874
"78317","Jambville",6630.6408968367
"78320","Jeufosse",8714.71618343769
"78321","Jouars-Pontchartrain",7428.49420752913
"78322","Jouy-en-Josas",5279.29395214176
"78324","Jouy-Mauvoisin",6117.45689826355
"78325","Jumeauville",5614.13693488249
"78327","Juziers",6523.21889685251
"78329","Lainville-en-Vexin",7401.33224023957
"78334","Levis-Saint-Nom",7823.99000343781
"78335","Limay",7492.80309124307
"78337","Limetz-Villez",10087.803415049
"78343","Les Loges-en-Josas",5488.7720042826
"78344","Lommoye",7870.34634048685
"78346","Longnes",5989.37170686241
