"ID","NAMES","total_AsTheCowRolls_POT_20"
"78413","Mondreville",62337.51724854
"78415","Montainville",226849.01637878
"78416","Montalet-le-Bois",189507.91595306
"78417","Montchauvet",70821.6481288
"78418","Montesson",1901021.44871066
"78420","Montfort-l'Amaury",303490.77443343
"78423","Montigny-le-Bretonneux",1119980.61342873
"78431","Morainvilliers",742873.6401032
"78437","Mousseaux-sur-Seine",53766.73061101
"78439","Mulcent",81141.79596664
"78440","Les Mureaux",630006.95711026
"78442","Neauphle-le-Chateau",574893.00187898
"78443","Neauphle-le-Vieux",404058.17362782
"78444","Neauphlette",40302.74985234
"78451","Nezel",394177.54820531
"78455","Noisy-le-Roi",1359774.47824054
"78460","Oinville-sur-Montcient",275884.66700617
"78464","Orcemont",65178.8775169
"78465","Orgerus",74585.49691895
"78466","Orgeval",915019.67181306
"78470","Orphin",59590.9884693
"78472","Orsonville",54445.22662568
"78474","Orvilliers",80095.80810546
"78475","Osmoy",74649.07230058
"78478","Paray-Douaville",62773.76979185
"78481","Le Pecq",1578322.04061736
"78484","Perdreauville",132306.30216481
"78486","Le Perray-en-Yvelines",298090.93783193
"78490","Plaisir",736861.08188091
"78497","Poigny-la-Foret",70134.19904517
"78498","Poissy",1220401.5085508
"78499","Ponthevrard",93014.65979204
"78501","Porcheville",311231.45045972
"78502","Le Port-Marly",1750248.72628484
"78503","Port-Villez",67089.89324996
"78505","Prunay-le-Temple",65372.19197692
"78506","Prunay-en-Yvelines",51123.80995705
"78513","La Queue-les-Yvelines",251143.09987541
"78516","Raizeux",23255.24877289
"78517","Rambouillet",164099.8699463
"78518","Rennemoulin",1134850.91285951
"78520","Richebourg",88234.11348205
"78522","Rochefort-en-Yvelines",239163.57501753
"78524","Rocquencourt",1465748.08022431
"78528","Rolleboise",106067.45513878
"78530","Rosay",125658.31839173
"78531","Rosny-sur-Seine",141050.4103959
"78536","Sailly",185617.96831866
"78537","Saint-Arnoult-en-Yvelines",165631.73267699
"78545","Saint-Cyr-l'Ecole",1457388.27670253
"78548","Saint-Forget",328850.51890907
"78550","Saint-Germain-de-la-Grange",448834.38874041
"78551","Saint-Germain-en-Laye",1568533.07037322
"78557","Saint-Hilarion",47448.04612326
"78558","Saint-Illiers-la-Ville",44369.15470991
"78559","Saint-Illiers-le-Bois",32404.30286703
"78561","Saint-Lambert",573903.90550859
"78562","Saint-Leger-en-Yvelines",98458.37764283
"78564","Saint-Martin-de-Brethencourt",60472.10763754
"78565","Saint-Martin-des-Champs",83113.14501404
"78567","Saint-Martin-la-Garenne",106643.33988305
"78569","Sainte-Mesme",99044.21476292
"78571","Saint-Nom-la-Breteche",905413.44854765
"78575","Saint-Remy-les-Chevreuse",583001.73477536
"78576","Saint-Remy-l'Honore",300439.64012914
"78586","Sartrouville",1903607.09429521
"78588","Saulx-Marchais",196222.46680811
"78590","Senlisse",248900.0163097
"78591","Septeuil",102932.83453607
"78597","Soindres",172585.72107516
"78601","Sonchamp",111704.22584169
"78605","Tacoignieres",65537.90158942
"78606","Le Tartre-Gaudran",16609.28885472
"78608","Le Tertre-Saint-Denis",84993.1297506
"78609","Tessancourt-sur-Aubette",414762.37883605
"78615","Thiverval-Grignon",391832.53947524
"78616","Thoiry",169830.24011129
"78618","Tilly",45925.76111251
"78620","Toussus-le-Noble",1070889.86427367
"78621","Trappes",1169847.88492176
"78623","Le Tremblay-sur-Mauldre",452067.77369827
"78624","Triel-sur-Seine",722064.97601567
"78638","Vaux-sur-Seine",511487.69243426
"78640","Velizy-Villacoublay",1975503.95431062
"78642","Verneuil-sur-Seine",492705.35855301
"78643","Vernouillet",608955.94339774
"78644","La Verriere",651512.06757984
"78646","Versailles",1884459.46593117
"78647","Vert",171595.41746446
"78650","Le Vesinet",1929550.77889233
"78653","Vicq",276913.91977664
"78655","Vieille-Eglise-en-Yvelines",141302.45065132
"78668","La Villeneuve-en-Chevrie",75400.13326212
"78672","Villennes-sur-Seine",1118038.71477505
"78674","Villepreux",881650.03258644
"78677","Villette",138441.63071357
"78681","Villiers-le-Mahieu",113359.93565953
"78683","Villiers-Saint-Frederic",554074.58813034
"78686","Viroflay",1952118.60245681
"78688","Voisins-le-Bretonneux",1008120.62064806
"91001","Abbeville-la-Riviere",42282.65719116
"91016","Angerville",29947.65238931
"91017","Angervilliers",227961.71557899
"91021","Arpajon",676279.37228247
"91022","Arrancourt",38879.68092872
"91027","Athis-Mons",1931912.42151912
"91035","Authon-la-Plaine",62937.00931356
"91037","Auvernaux",516851.07188262
"91038","Auvers-Saint-Georges",155208.88243364
"91041","Avrainville",464645.21182636
"91044","Ballainvilliers",1353827.07056848
"91045","Ballancourt-sur-Essonne",288312.25688928
"91047","Baulne",196240.6318982
"91064","Bievres",1952416.55900903
"91067","Blandy",16265.25509572
"91069","Boigneville",28832.71493746
"91075","Bois-Herpin",43882.91994394
"91079","Boissy-la-Riviere",56688.74279733
"91080","Boissy-le-Cutte",135921.82120782
"91081","Boissy-le-Sec",89532.33627621
"91085","Boissy-sous-Saint-Yon",442580.55620626
"91086","Bondoufle",820853.3819765
"91093","Boullay-les-Troux",368280.89963202
"91095","Bouray-sur-Juine",226462.46377734
"91097","Boussy-Saint-Antoine",773516.60273908
"91098","Boutervilliers",70617.9889407
"91099","Boutigny-sur-Essonne",118569.44207641
"91100","Bouville",85835.29376832
"91103","Bretigny-sur-Orge",737178.14995276
"91105","Breuillet",357749.35502699
"91106","Breux-Jouy",278936.4793589
"91109","Brieres-les-Scelles",111507.32433471
"91111","Briis-sous-Forges",545862.37635967
"91112","Brouy",18813.30545549
"91114","Brunoy",941671.44258131
"91115","Bruyeres-le-Chatel",429821.53022188
"91121","Buno-Bonnevaux",44325.95446152
"91122","Bures-sur-Yvette",1009035.99345315
"91129","Cerny",126876.67702571
"91130","Chalo-Saint-Mars",42203.77992852
"91131","Chalou-Moulineux",33021.83360373
"91132","Chamarande",247662.06605224
"91135","Champcueil",191942.99725729
"91136","Champlan",1690502.55286861
"91137","Champmotteux",31549.69173374
"91145","Chatignonville",59703.47425692
"91148","Chauffour-les-Etrechy",190382.68587867
"91156","Cheptainville",367979.97429795
"91159","Chevannes",301167.08711292
"91161","Chilly-Mazarin",1914967.25503666
"91174","Corbeil-Essonnes",809154.09559169
"91175","Corbreuse",84021.97273582
"91179","Le Coudray-Montceaux",697987.9889666
"91180","Courances",279174.18703045
"91182","Courcouronnes",1144474.92859748
"91184","Courdimanche-sur-Essonne",87046.29665767
"91186","Courson-Monteloup",330576.50357753
"91191","Crosne",1424618.05532102
"91195","Dannemois",240503.32098183
"91198","D'Huison-Longueville",115360.36084985
"91200","Dourdan",166736.12111963
"91201","Draveil",1163973.63551133
"91204","Echarcon",572475.08543505
"91207","Egly",489969.09247452
"91215","Epinay-sous-Senart",843475.92729009
"91216","Epinay-sur-Orge",1497418.45985834
"91222","Estouches",18837.16483621
"91223","Etampes",115363.94328205
"91225","Etiolles",694205.03949625
"91226","Etrechy",242306.84442567
"91228","Evry",1014610.90729123
"91232","La Ferte-Alais",169636.29599538
"91235","Fleury-Merogis",1052934.11583931
"91240","Fontaine-la-Riviere",51015.98653754
"91243","Fontenay-les-Briis",538732.35890129
"91244","Fontenay-le-Vicomte",372381.81416137
"91247","La Foret-le-Roi",83232.13854396
"91248","La Foret-Sainte-Croix",56985.28717287
"91249","Forges-les-Bains",320518.51127517
"91272","Gif-sur-Yvette",826525.06235664
"91273","Gironville-sur-Essonne",56005.36666612
"91274","Gometz-la-Ville",763220.30800582
"91275","Gometz-le-Chatel",770036.93046859
"91284","Les Granges-le-Roi",108808.57194299
"91286","Grigny",1203035.66283267
"91292","Guibeville",450249.11218003
"91293","Guigneville-sur-Essonne",144531.6616122
"91294","Guillerval",38138.60329753
"91312","Igny",1835165.84784734
"91315","Itteville",203960.32368937
"91318","Janville-sur-Juine",171837.06176571
"91319","Janvry",536612.84655947
"91326","Juvisy-sur-Orge",1639055.54993883
"91330","Lardy",232945.59882465
"91332","Leudeville",378237.90269839
"91333","Leuville-sur-Orge",874389.21593784
"91338","Limours",368338.67495475
"91339","Linas",727781.38244808
"91340","Lisses",803941.02194059
"91345","Longjumeau",1701626.25999225
"91347","Longpont-sur-Orge",1055200.71398748
"91359","Maisse",82204.18284719
"91363","Marcoussis",932631.95246647
"91374","Marolles-en-Beauce",47895.80292663
"91376","Marolles-en-Hurepoix",418291.14399783
"91377","Massy",2053479.8369984
"91378","Mauchamps",312177.09157405
"91386","Mennecy",498902.09038191
"91390","Mereville",24287.38186009
"91393","Merobert",38974.39659083
"91399","Mespuits",38527.85528154
"91405","Milly-la-Foret",163312.17267437
"91408","Moigny-sur-Ecole",146491.89257219
"91411","Les Molieres",449877.94517391
"91412","Mondeville",151250.23315905
"91414","Monnerville",39713.69698163
"91421","Montgeron",1333180.45351165
"91425","Montlhery",1218802.84569002
"91432","Morangis",1694026.7936647
"91433","Morigny-Champigny",130683.34923559
"91434","Morsang-sur-Orge",1558233.59956572
"91435","Morsang-sur-Seine",373290.55601976
"91441","Nainville-les-Roches",333473.62929022
"91457","La Norville",575771.49916585
"91458","Nozay",1038498.75427683
"91461","Ollainville",533901.74570409
"91463","Oncy-sur-Ecole",109184.94418137
"91468","Ormoy",545249.05217036
"91469","Ormoy-la-Riviere",68473.22844224
"91471","Orsay",1295879.07458562
"91473","Orveau",90161.08353144
"91477","Palaiseau",1440533.52718112
"91479","Paray-Vieille-Poste",2008184.70281168
"91482","Pecqueuse",342757.51094544
"91494","Le Plessis-Pate",725439.6546845
"91495","Plessis-Saint-Benoist",52914.97774232
"91507","Prunay-sur-Essonne",42635.30304191
"91508","Puiselet-le-Marais",55534.26411826
"91511","Pussay",34075.05716244
"91514","Quincy-sous-Senart",728062.61453618
"91519","Richarville",53326.61529819
"91521","Ris-Orangis",1089504.26415153
"91525","Roinville",126189.91578643
"91526","Roinvilliers",34358.66398965
"91533","Saclas",40268.13919431
"91534","Saclay",1545673.65661328
"91538","Saint-Aubin",1184903.50755157
"91540","Saint-Cheron",212355.4049117
"91544","Saint-Cyr-la-Riviere",46324.18410537
"91546","Saint-Cyr-sous-Dourdan",216569.00226147
"91547","Saint-Escobille",51260.24017387
"91549","Sainte-Genevieve-des-Bois",1253951.47079275
"91552","Saint-Germain-les-Arpajon",555152.85334899
"91553","Saint-Germain-les-Corbeil",827932.37519943
"91556","Saint-Hilaire",57525.14639886
"91560","Saint-Jean-de-Beauregard",853844.9088547
"91568","Saint-Maurice-Montcouronne",265712.2669782
"91570","Saint-Michel-sur-Orge",941354.24790852
"91573","Saint-Pierre-du-Perray",663606.31457257
"91577","Saintry-sur-Seine",549782.16532151
"91578","Saint-Sulpice-de-Favieres",243374.59942678
"91579","Saint-Vrain",294618.81289217
"91581","Saint-Yon",394505.37530428
"91587","Saulx-les-Chartreux",1579962.82213057
"91589","Savigny-sur-Orge",1741569.12140949
"91593","Sermaise",104915.18997586
"91599","Soisy-sur-Ecole",260460.26989846
"91600","Soisy-sur-Seine",844508.33240403
"91602","Souzy-la-Briche",208204.99888912
"91613","Congerville-Thionville",31036.40687353
"91617","Tigery",821925.5491138
"91619","Torfou",264925.5620295
"91629","Valpuiseaux",55022.38386967
"91630","Le Val-Saint-Germain",189059.35588038
"91631","Varennes-Jarcy",639444.69024047
"91634","Vaugrigneuse",360483.11756211
"91635","Vauhallan",1654946.1982412
"91639","Vayres-sur-Essonne",97314.30681268
"91645","Verrieres-le-Buisson",1970331.82897077
"91648","Vert-le-Grand",487987.21336314
"91649","Vert-le-Petit",352545.44408026
"91654","Videlles",189018.34693609
"91657","Vigneux-sur-Seine",1427973.61099439
"91659","Villabe",686019.48569583
"91661","Villebon-sur-Yvette",1197750.32413979
"91662","Villeconin",174415.03370759
"91665","La Ville-du-Bois",1449102.37661689
"91666","Villejust",1213320.33793031
"91667","Villemoisson-sur-Orge",1504346.19749784
"91671","Villeneuve-sur-Auvers",137668.17937058
"91679","Villiers-le-Bacle",1193489.43576477
"91685","Villiers-sur-Orge",1203975.93529381
"91687","Viry-Chatillon",1240568.95317745
"91689","Wissous",1912242.01872741
"91691","Yerres",1201653.58949912
"91692","Les Ulis",1020938.91409007
"92002","Antony",2088596.58107259
"92004","Asnieres-sur-Seine",3071265.81501836
"92007","Bagneux",2764101.74788672
"92009","Bois-Colombes",2609380.91556808
"92012","Boulogne-Billancourt",3033899.22388999
"92014","Bourg-la-Reine",2592904.14893906
"92019","Chatenay-Malabry",2282907.03240147
"92020","Chatillon",2824138.97916636
"92022","Chaville",2240703.65462911
"92023","Clamart",2611094.27749306
"92024","Clichy",3179275.0342045
"92025","Colombes",2712000.7690496
"92026","Courbevoie",2989310.57661998
"92032","Fontenay-aux-Roses",2617933.63200796
"92033","Garches",2142638.95382595
"92035","La Garenne-Colombes",2788770.81842376
"92036","Gennevilliers",2983676.10924625
"92040","Issy-les-Moulineaux",2985506.8795945
"92044","Levallois-Perret",3095101.3144719
"92046","Malakoff",3067336.96493204
"92047","Marnes-la-Coquette",2214156.13611839
"92048","Meudon",2624999.25100687
"92049","Montrouge",3128295.90272245
"92050","Nanterre",2542953.88435961
"92051","Neuilly-sur-Seine",3073607.48682439
"92060","Le Plessis-Robinson",2381653.86503857
"92062","Puteaux",2809550.76645245
"92063","Rueil-Malmaison",2207334.22854872
"92064","Saint-Cloud",2555804.17584498
"92071","Sceaux",2314502.83991981
"92072","Sevres",2677308.90883233
"92073","Suresnes",2797703.62479319
"92075","Vanves",3085307.12748213
"92076","Vaucresson",2191838.326052
"92077","Ville-d'Avray",2129943.56429207
"92078","Villeneuve-la-Garenne",3026430.48100208
"93001","Aubervilliers",3170653.12788166
"93005","Aulnay-sous-Bois",2276604.27612552
"93006","Bagnolet",3151024.91945895
"93007","Le Blanc-Mesnil",2531171.63249613
"93008","Bobigny",2991743.34135944
"93010","Bondy",2796804.57591958
"93013","Le Bourget",2855750.33988483
"93014","Clichy-sous-Bois",1961418.15152878
"93015","Coubron",1530826.09502564
"93027","La Courneuve",3052638.03779649
"93029","Drancy",2794227.06307667
"93030","Dugny",2524082.94167781
"93031","Epinay-sur-Seine",2673428.06075319
"93032","Gagny",2148604.24954367
"93033","Gournay-sur-Marne",1788644.4071925
"93039","L'Ile-Saint-Denis",3035962.21856384
"93045","Les Lilas",3220152.62603353
"93046","Livry-Gargan",2282740.24780999
"93047","Montfermeil",1806746.08730843
"93048","Montreuil",2998141.18988161
"93049","Neuilly-Plaisance",2453350.44158973
"93050","Neuilly-sur-Marne",2158337.28583612
"93051","Noisy-le-Grand",2176244.13219243
"93053","Noisy-le-Sec",2876368.99139674
"93055","Pantin",3277078.43071061
"93057","Les Pavillons-sous-Bois",2618745.47681337
"93059","Pierrefitte-sur-Seine",2466190.3070784
"93061","Le Pre-Saint-Gervais",3229249.56134982
"93062","Le Raincy",2454285.25904612
"93063","Romainville",3050200.58629278
"93064","Rosny-sous-Bois",2871505.14753392
"93066","Saint-Denis",2995334.50323511
"93070","Saint-Ouen",3244836.39139887
"93071","Sevran",1902746.86363729
"93072","Stains",2659152.55284505
"93073","Tremblay-en-France",1387953.25074182
"93074","Vaujours",1797929.14076318
"93077","Villemomble",2681243.82712965
"93078","Villepinte",1625183.88551022
"93079","Villetaneuse",2465000.81960915
"94001","Ablon-sur-Seine",1798214.69444585
"94002","Alfortville",2632186.63979411
"94003","Arcueil",2988180.50691203
"94004","Boissy-Saint-Leger",1800283.49745879
"94011","Bonneuil-sur-Marne",2101580.65946309
"94015","Bry-sur-Marne",2350948.64633092
"94016","Cachan",2891782.47838073
"94017","Champigny-sur-Marne",2437953.52608439
"94018","Charenton-le-Pont",3037416.25845311
"94019","Chennevieres-sur-Marne",1791057.47351951
"94021","Chevilly-Larue",2637150.10051338
"94022","Choisy-le-Roi",2521446.97521996
"94028","Creteil",2648539.6084601
"94033","Fontenay-sous-Bois",2768734.13394315
"94034","Fresnes",2513684.79442255
"94037","Gentilly",3209065.31893795
"94038","L'Hay-les-Roses",2593892.17671405
"94041","Ivry-sur-Seine",3070983.13505798
"94042","Joinville-le-Pont",2889794.89600426
"94043","Le Kremlin-Bicetre",3213348.87471533
"94044","Limeil-Brevannes",1826915.4743716
"94046","Maisons-Alfort",2956888.34057174
"94047","Mandres-les-Roses",933853.12229369
"94048","Marolles-en-Brie",998958.56639969
"94052","Nogent-sur-Marne",2763434.94359895
"94053","Noiseau",1419351.61661585
"94054","Orly",2102215.83105569
"94055","Ormesson-sur-Marne",1574621.82133986
"94056","Perigny",762180.9480153
"94058","Le Perreux-sur-Marne",2596881.44261583
"94059","Le Plessis-Trevise",1623138.6604159
"94060","La Queue-en-Brie",1425836.51973235
"94065","Rungis",2406813.65367925
"94067","Saint-Mande",3297433.06907314
"94068","Saint-Maur-des-Fosses",2415246.06517052
"94069","Saint-Maurice",2469760.15192027
"94070","Santeny",793148.05384902
"94071","Sucy-en-Brie",1644959.7230647
"94073","Thiais",2579856.90008709
"94074","Valenton",1919839.90054861
"94075","Villecresnes",1241005.13824203
"94076","Villejuif",2921762.45331616
"94077","Villeneuve-le-Roi",1982595.94381496
"94078","Villeneuve-Saint-Georges",1836652.58572773
"94079","Villiers-sur-Marne",2350342.55076301
"94080","Vincennes",3075301.76162894
"94081","Vitry-sur-Seine",2741526.72665329
"95002","Ableiges",450100.72531358
"95008","Aincourt",124301.23757996
"95011","Ambleville",51239.47207403
"95012","Amenucourt",37575.26478912
"95014","Andilly",1514941.72431279
"95018","Argenteuil",2497516.78255348
"95019","Arnouville",2043585.17485461
"95023","Arronville",184953.61080623
"95024","Arthies",136024.54850729
"95026","Asnieres-sur-Oise",306042.23994606
"95028","Attainville",1131553.54193195
"95039","Auvers-sur-Oise",972404.02076455
"95040","Avernes",269252.36308584
"95042","Baillet-en-France",1024185.24175077
"95046","Banthelu",155190.43556815
"95051","Beauchamp",1519297.03587621
"95052","Beaumont-sur-Oise",442872.08452608
"95054","Le Bellay-en-Vexin",154772.59219227
"95055","Bellefontaine",385929.21169767
"95056","Belloy-en-France",724413.48688985
"95058","Bernes-sur-Oise",288802.18631116
"95059","Berville",84208.85475052
"95060","Bessancourt",1387878.63839033
"95061","Bethemont-la-Foret",876853.61117904
"95063","Bezons",2457547.42627318
"95074","Boisemont",528368.36147296
"95078","Boissy-l'Aillerie",603403.59877149
"95088","Bonneuil-en-France",2113145.57489456
"95091","Bouffemont",1014103.48029039
"95094","Bouqueval",1171989.98340697
"95101","Bray-et-Lu",36878.80642913
"95102","Breancon",234471.38483957
"95110","Brignancourt",147505.32029841
"95116","Bruyeres-sur-Oise",161153.06267897
"95119","Buhy",52743.25337494
"95120","Butry-sur-Oise",774777.44248227
"95127","Cergy",886099.90324067
"95134","Champagne-sur-Oise",411109.11771904
"95139","La Chapelle-en-Vexin",98278.78298953
"95141","Charmont",156172.53386308
"95142","Chars",125129.90821093
"95144","Chatenay-en-France",452835.968636
"95149","Chaumontel",393248.59617064
"95150","Chaussy",50554.88791698
"95151","Chauvry",1060820.38920864
"95154","Chennevieres-les-Louvres",1531267.17759959
"95157","Cherence",54099.26183397
"95166","Clery-en-Vexin",206384.61499683
"95169","Commeny",241109.24616114
"95170","Condecourt",423767.28301588
"95176","Cormeilles-en-Parisis",1763390.8644984
"95177","Cormeilles-en-Vexin",415216.11995881
"95181","Courcelles-sur-Viosne",624679.41431978
"95183","Courdimanche",592204.91351048
"95197","Deuil-la-Barre",2168829.09887961
"95199","Domont",1166896.96254562
"95203","Eaubonne",1905830.00093115
"95205","Ecouen",1494958.90305106
"95210","Enghien-les-Bains",2383104.45017569
"95211","Ennery",694844.37317818
"95212","Epiais-les-Louvres",761321.1585027
"95213","Epiais-Rhus",331913.41622946
"95214","Epinay-Champlatreux",671026.40196021
"95218","Eragny",1191953.85573019
"95219","Ermont",1938168.92798287
"95229","Ezanville",1484522.75792616
"95241","Fontenay-en-Parisis",882973.55818109
"95250","Fosses",464163.34927309
"95252","Franconville",1983151.24579175
"95253","Fremainville",237779.35560064
"95254","Fremecourt",293442.99260581
"95256","Frepillon",1342201.62892496
"95257","La Frette-sur-Seine",1618242.61683033
"95258","Frouville",179554.43483853
"95259","Gadancourt",175806.79172908
"95268","Garges-les-Gonesse",2162580.31641807
"95270","Genainville",74283.7112748
"95271","Genicourt",717875.64405097
"95277","Gonesse",1948252.84829585
"95280","Goussainville",938976.6244132
"95282","Gouzangrez",248124.23709815
"95287","Grisy-les-Platres",327488.28289143
"95288","Groslay",1944740.24131962
"95295","Guiry-en-Vexin",197752.15483538
"95298","Haravilliers",122524.96547938
"95301","Haute-Isle",67024.03100388
"95303","Le Heaulme",85116.50721168
"95304","Hedouville",172569.28633397
"95306","Herblay",1526273.85220331
"95308","Herouville",596127.06572434
"95309","Hodent",136416.3960426
"95313","L'Isle-Adam",528670.68894484
"95316","Jagny-sous-Bois",491214.22518105
"95323","Jouy-le-Moutier",675004.00335742
"95328","Labbeville",270724.03961571
"95331","Lassy",396312.7990547
"95341","Livilliers",595851.85326416
"95348","Longuesse",349790.09491534
"95351","Louvres",1019041.3967908
"95352","Luzarches",511034.93041686
"95353","Maffliers",1011901.99712125
"95355","Magny-en-Vexin",163345.71910229
"95365","Mareil-en-France",680462.98279346
"95369","Margency",1709184.69261531
"95370","Marines",211008.19803242
"95371","Marly-la-Ville",444621.02944266
"95379","Maudetour-en-Vexin",90695.11038188
"95387","Menouville",291283.24983925
"95388","Menucourt",484638.26715487
"95392","Meriel",922566.88908344
"95394","Mery-sur-Oise",1128928.25926836
"95395","Le Mesnil-Aubry",1015064.2809279
"95409","Moisselles",1293039.72263104
"95422","Montgeroult",552297.75860023
"95424","Montigny-les-Cormeilles",1946986.18964315
"95426","Montlignon",1566500.32898074
"95427","Montmagny",2249790.70092348
"95428","Montmorency",1831643.00920079
"95429","Montreuil-sur-Epte",25336.66173514
"95430","Montsoult",1053576.93674537
"95436","Mours",560327.77116796
"95438","Moussy",176609.66427192
"95445","Nerville-la-Foret",686215.77637093
"95446","Nesles-la-Vallee",407373.90903303
"95447","Neuilly-en-Vexin",119647.94222965
"95450","Neuville-sur-Oise",835230.62278521
"95452","Nointel",361026.79072544
"95456","Noisy-sur-Oise",226196.63233905
"95459","Nucourt",121746.41639898
"95462","Omerville",63726.87108175
"95476","Osny",697836.11145305
"95480","Parmain",495586.849083
"95483","Le Perchay",253265.88700837
"95487","Persan",458778.3351049
"95488","Pierrelaye",1184955.00244363
"95489","Piscop",1602100.67005879
"95491","Le Plessis-Bouchard",1804265.15847835
"95492","Le Plessis-Gassot",1098931.33739123
"95493","Le Plessis-Luzarches",344124.46095281
"95500","Pontoise",1079185.23854615
"95504","Presles",538680.61483593
"95509","Puiseux-en-France",727609.40526673
"95510","Puiseux-Pontoise",786709.13853355
"95523","La Roche-Guyon",52585.38947162
"95527","Roissy-en-France",1490365.42958148
"95529","Ronquerolles",225868.85033505
"95535","Sagy",459716.9676004
"95539","Saint-Brice-sous-Foret",1880950.98605235
"95541","Saint-Clair-sur-Epte",45456.51621197
"95543","Saint-Cyr-en-Arthies",100579.3935481
"95554","Saint-Gervais",102149.03630697
"95555","Saint-Gratien",2381447.79527836
"95563","Saint-Leu-la-Foret",1610927.57373339
"95566","Saint-Martin-du-Tertre",422612.43932044
"95572","Saint-Ouen-l'Aumone",1118537.11867004
"95574","Saint-Prix",1245145.00167471
"95580","Saint-Witz",883627.55641909
"95582","Sannois",2186309.73403704
"95584","Santeuil",198903.29124582
"95585","Sarcelles",1984586.77145433
"95592","Seraincourt",308466.8015509
"95594","Seugy",355392.35892937
"95598","Soisy-sous-Montmorency",1952908.3868841
"95604","Survilliers",698932.52621027
"95607","Taverny",1376462.82555077
"95610","Themericourt",330985.79492064
"95611","Theuville",141863.85412548
"95612","Le Thillay",1527794.82225389
"95625","Us",331114.79486115
"95627","Vallangoujard",403137.3163079
"95628","Valmondois",602691.66265164
"95633","Vaudherland",1657694.83467441
"95637","Vaureal",619656.66451034
"95641","Vemars",696619.92284699
"95651","Vetheuil",90584.02950025
"95652","Viarmes",434135.88769896
"95656","Vienne-en-Arthies",83134.54077975
"95658","Vigny",419285.53237887
"95660","Villaines-sous-Bois",943832.21166833
"95675","Villeron",634369.04688582
"95676","Villers-en-Arthies",75793.74297957
"95678","Villiers-Adam",969857.21796534
"95680","Villiers-le-Bel",1619397.76360283
"95682","Villiers-le-Sec",882274.30210532
"95690","Wy-dit-Joli-Village",164050.97534049
