"ID","NAMES","population_AsTheCowRolls_POT_0"
"77260","Longueville",1760
"77261","Lorrez-le-Bocage-Preaux",1252
"77262","Louan-Villegruis-Fontaine",520
"77263","Luisetaines",238
"77264","Lumigny-Nesles-Ormeaux",1519
"77265","Luzancy",1073
"77266","Machault",739
"77267","La Madeleine-sur-Loing",332
"77268","Magny-le-Hongre",6580
"77269","Maincy",1691
"77270","Maisoncelles-en-Brie",855
"77271","Maisoncelles-en-Gatinais",134
"77272","Maison-Rouge",893
"77273","Marchemoret",548
"77274","Marcilly",446
"77275","Les Marets",154
"77276","Mareuil-les-Meaux",2241
"77277","Marles-en-Brie",1443
"77278","Marolles-en-Brie",395
"77279","Marolles-sur-Seine",1609
"77280","Mary-sur-Marne",1207
"77281","Mauperthuis",493
"77282","Mauregard",317
"77283","May-en-Multien",899
"77284","Meaux",52225
"77285","Le Mee-sur-Seine",20693
"77286","Meigneux",236
"77287","Meilleray",511
"77288","Melun",39497
"77289","Melz-sur-Seine",371
"77290","Mery-sur-Marne",627
"77291","Le Mesnil-Amelot",851
"77292","Messy",1097
"77293","Misy-sur-Yonne",983
"77294","Mitry-Mory",18828
"77295","Moisenay",1238
"77296","Moissy-Cramayel",17243
"77297","Mondreville",363
"77298","Mons-en-Montois",482
"77299","Montarlot",225
"77300","Montceaux-les-Meaux",607
"77301","Montceaux-les-Provins",333
"77302","Montcourt-Fromonville",2073
"77303","Montdauphin",234
"77304","Montenils",34
"77305","Montereau-Fault-Yonne",16573
"77306","Montereau-sur-le-Jard",556
"77307","Montevrain",8950
"77308","Montge-en-Goele",693
"77309","Monthyon",1644
"77310","Montigny-le-Guesdier",298
"77311","Montigny-Lencoup",1283
"77312","Montigny-sur-Loing",2791
"77313","Montmachoux",233
"77314","Montolivet",243
"77315","Montry",3343
"77316","Moret-sur-Loing",4318
"77317","Mormant",4433
"77318","Mortcerf",1455
"77319","Mortery",171
"77320","Mouroux",4997
"77321","Mousseaux-les-Bray",707
"77322","Moussy-le-Neuf",2935
"77323","Moussy-le-Vieux",987
"77325","Mouy-sur-Seine",360
"77326","Nandy",5851
"77327","Nangis",8165
"77328","Nanteau-sur-Essonne",434
"77329","Nanteau-sur-Lunain",679
"77330","Nanteuil-les-Meaux",5454
"77331","Nanteuil-sur-Marne",478
"77332","Nantouillet",267
"77333","Nemours",12822
"77335","Chauconin-Neufmontiers",2754
"77336","Neufmoutiers-en-Brie",972
"77337","Noisiel",15786
"77338","Noisy-Rudignon",599
"77339","Noisy-sur-Ecole",2020
"77340","Nonville",613
"77341","Noyen-sur-Seine",370
"77342","Obsonville",100
"77343","Ocquerre",426
"77344","Oissery",2124
"77345","Orly-sur-Morin",672
"77347","Les Ormes-sur-Voulzie",837
"77348","Ormesson",284
"77349","Othis",6458
"77350","Ozoir-la-Ferriere",20123
"77352","Ozouer-le-Voulgis",1815
"77353","Paley",443
"77354","Pamfou",936
"77355","Paroy",180
"77356","Passy-sur-Seine",47
"77357","Pecy",819
"77358","Penchard",1055
"77359","Perthes",2127
"77360","Pezarches",395
"77361","Pierre-Levee",473
"77363","Le Pin",1269
"77364","Le Plessis-aux-Bois",236
"77365","Le Plessis-Feu-Aussoux",545
"77366","Le Plessis-l'Eveque",257
"77367","Le Plessis-Placy",272
"77368","Poigny",496
"77369","Poincy",701
"77370","Poligny",823
"77371","Pommeuse",2844
"77372","Pomponne",3547
"77373","Pontault-Combault",36458
"77374","Pontcarre",2014
"77376","Precy-sur-Marne",788
"77377","Presles-en-Brie",2281
"77378","Pringy",2459
"77379","Provins",12206
"77380","Puisieux",315
"77381","Quiers",690
"77382","Quincy-Voisins",5092
"77383","Rampillon",799
"77384","Reau",1321
"77385","Rebais",2146
"77386","Recloses",699
"77387","Remauville",475
"77388","Reuil-en-Brie",837
"77389","La Rochette",3151
"77390","Roissy-en-Brie",22436
"77391","Rouilly",486
"77392","Rouvres",623
"77393","Rozay-en-Brie",2770
"77394","Rubelles",1903
"77395","Rumont",124
"77396","Rupereux",102
"77397","Saacy-sur-Marne",1760
"77398","Sablonnieres",699
"77399","Saint-Ange-le-Viel",229
"77400","Saint-Augustin",1724
"77401","Sainte-Aulde",660
"77402","Saint-Barthelemy",397
"77403","Saint-Brice",665
"77404","Sainte-Colombe",1786
"77405","Saint-Cyr-sur-Morin",1903
"77406","Saint-Denis-les-Rebais",946
"77407","Saint-Fargeau-Ponthierry",12909
"77408","Saint-Fiacre",395
"77409","Saint-Germain-Laval",2798
"77410","Saint-Germain-Laxis",506
"77411","Saint-Germain-sous-Doue",483
"77412","Saint-Germain-sur-Ecole",353
"77413","Saint-Germain-sur-Morin",3553
"77414","Saint-Hilliers",454
"77415","Saint-Jean-les-Deux-Jumeaux",1098
"77416","Saint-Just-en-Brie",237
"77417","Saint-Leger",205
"77418","Saint-Loup-de-Naud",887
"77419","Saint-Mammes",3180
"77420","Saint-Mard",3816
"77421","Saint-Mars-Vieux-Maisons",270
"77423","Saint-Martin-des-Champs",723
"77424","Saint-Martin-du-Boschet",298
"77425","Saint-Martin-en-Biere",797
"77426","Saint-Mery",380
"77427","Saint-Mesmes",574
"77428","Saint-Ouen-en-Brie",860
"77429","Saint-Ouen-sur-Morin",557
"77430","Saint-Pathus",5901
"77431","Saint-Pierre-les-Nemours",5575
"77432","Saint-Remy-la-Vanne",991
"77433","Saints",1293
"77434","Saint-Sauveur-les-Bray",339
"77435","Saint-Sauveur-sur-Ecole",1095
"77436","Saint-Simeon",874
"77437","Saint-Soupplets",3231
"77438","Saint-Thibault-des-Vignes",6259
"77439","Salins",1026
"77440","Sammeron",1051
"77441","Samois-sur-Seine",2100
"77442","Samoreau",2328
"77443","Sancy",382
"77444","Sancy-les-Provins",340
"77445","Savigny-le-Temple",29074
"77446","Savins",621
"77447","Seine-Port",1960
"77448","Sept-Sorts",425
"77449","Serris",7866
"77450","Servon",3104
"77451","Signy-Signets",607
"77452","Sigy",47
"77453","Sivry-Courtry",1027
"77454","Sognolles-en-Montois",420
"77455","Soignolles-en-Brie",2077
"77456","Soisy-Bouy",802
"77457","Solers",1246
"77458","Souppes-sur-Loing",5494
"77459","Sourdun",1457
"77460","Tancrou",385
"77461","Thenisy",275
"77462","Thieux",801
"77463","Thomery",3429
"77464","Thorigny-sur-Marne",9125
"77465","Thoury-Ferottes",680
"77466","Tigeaux",375
"77467","La Tombe",208
"77468","Torcy",22866
"77469","Touquin",1093
"77470","Tournan-en-Brie",8174
"77471","Tousson",362
"77472","La Tretoire",441
"77473","Treuzy-Levelay",457
"77474","Trilbardou",652
"77475","Trilport",4866
"77476","Trocy-en-Multien",265
"77477","Ury",790
"77478","Ussy-sur-Marne",997
"77479","Vaires-sur-Marne",12812
"77480","Valence-en-Brie",904
"77481","Vanville",167
"77482","Varennes-sur-Seine",3377
"77483","Varreddes",1856
"77484","Vaucourtois",213
"77485","Le Vaudoue",754
"77486","Vaudoy-en-Brie",849
"77487","Vaux-le-Penil",10803
"77489","Vaux-sur-Lunain",203
"77490","Vendrest",718
"77491","Veneux-les-Sablons",4820
"77492","Verdelot",709
"77493","Verneuil-l'Etang",3185
"77494","Vernou-la-Celle-sur-Seine",2669
"77495","Vert-Saint-Denis",6986
"77496","Vieux-Champagne",179
"77498","Vignely",260
"77500","Villebeon",457
"77501","Villecerf",704
"77504","Villemarechal",830
"77505","Villemareuil",397
"77506","Villemer",683
"77507","Villenauxe-la-Petite",495
"77508","Villeneuve-le-Comte",1791
"77509","Villeneuve-les-Bordes",609
"77510","Villeneuve-Saint-Denis",728
"77511","Villeneuve-sous-Dammartin",636
"77512","Villeneuve-sur-Bellot",1141
"77513","Villenoy",4161
"77514","Villeparisis",24525
"77515","Villeroy",700
"77516","Ville-Saint-Jacques",718
"77517","Villevaude",2027
"77518","Villiers-en-Biere",218
"77519","Villiers-Saint-Georges",1205
"77520","Villiers-sous-Grez",750
"77521","Villiers-sur-Morin",1882
"77522","Villiers-sur-Seine",303
"77523","Villuis",260
"77524","Vimpelles",503
"77525","Vinantes",355
"77526","Vincy-Manoeuvre",209
"77527","Voinsles",584
"77528","Voisenon",1027
"77529","Voulangis",1546
"77530","Voulton",301
"77531","Voulx",1745
"77532","Vulaines-les-Provins",67
"77533","Vulaines-sur-Seine",2640
"77534","Yebles",664
"78003","Ablis",3260
"78005","Acheres",19606
"78006","Adainville",753
"78007","Aigremont",1105
"78009","Allainville",298
"78010","Les Alluets-le-Roi",1211
"78013","Andelu",485
"78015","Andresy",11980
"78020","Arnouville-les-Mantes",864
"78029","Aubergenville",11867
"78030","Auffargis",1991
"78031","Auffreville-Brasseuil",595
"78033","Aulnay-sur-Mauldre",1156
"78034","Auteuil",869
"78036","Autouillet",475
"78043","Bailly",3902
"78048","Bazainville",1442
"78049","Bazemont",1517
"78050","Bazoches-sur-Guyonne",579
"78053","Behoust",482
"78057","Bennecourt",1812
"78062","Beynes",7676
"78068","Blaru",927
"78070","Boinville-en-Mantois",321
"78071","Boinville-le-Gaillard",616
"78072","Boinvilliers",264
"78073","Bois-d'Arcy",13788
"78076","Boissets",267
"78077","La Boissiere-Ecole",750
"78082","Boissy-Mauvoisin",624
"78084","Boissy-sans-Avoir",578
"78087","Bonnelles",1922
"78089","Bonnieres-sur-Seine",4427
"78090","Bouafle",2106
"78092","Bougival",8472
"78096","Bourdonne",502
"78104","Breuil-Bois-Robert",713
"78107","Breval",1942
"78108","Les Breviaires",1256
"78113","Brueil-en-Vexin",683
"78117","Buc",5245
"78118","Buchelay",2406
"78120","Bullion",1951
"78123","Carrieres-sous-Poissy",15453
"78124","Carrieres-sur-Seine",15441
"78125","La Celle-les-Bordes",909
"78126","La Celle-Saint-Cloud",21181
"78128","Cernay-la-Ville",1642
"78133","Chambourcy",5845
"78138","Chanteloup-les-Vignes",9614
"78140","Chapet",1195
"78143","Chateaufort",1415
"78146","Chatou",30281
"78147","Chaufour-les-Bonnieres",433
"78152","Chavenay",1892
"78158","Le Chesnay",29226
"78160","Chevreuse",5808
"78162","Choisel",535
"78163","Civry-la-Foret",370
"78164","Clairefontaine-en-Yvelines",808
"78165","Les Clayes-sous-Bois",17678
"78168","Coignieres",4476
"78171","Conde-sur-Vesgre",1149
"78172","Conflans-Sainte-Honorine",35582
"78185","Courgent",387
"78188","Cravent",423
"78189","Crespieres",1568
"78190","Croissy-sur-Seine",10060
"78192","Dammartin-en-Serve",1055
"78193","Dampierre-en-Yvelines",1110
"78194","Dannemarie",243
"78196","Davron",328
"78202","Drocourt",522
"78206","Ecquevilly",3937
"78208","Elancourt",26389
"78209","Emance",859
"78217","Epone",6473
"78220","Les Essarts-le-Roi",6298
"78224","L'Etang-la-Ville",4729
"78227","Evecquemont",788
"78230","La Falaise",607
"78231","Favrieux",149
"78233","Feucherolles",2847
"78234","Flacourt",137
"78236","Flexanville",581
"78237","Flins-Neuve-Eglise",163
"78238","Flins-sur-Seine",2389
"78239","Follainville-Dennemont",1851
"78242","Fontenay-le-Fleury",12981
"78245","Fontenay-Mauvoisin",412
"78246","Fontenay-Saint-Pere",988
"78251","Fourqueux",4095
"78255","Freneuse",3933
"78261","Gaillon-sur-Montcient",668
"78262","Galluis",1140
"78263","Gambais",2445
"78264","Gambaiseuil",72
"78265","Garancieres",2395
"78267","Gargenville",6811
"78269","Gazeran",1256
"78276","Gommecourt",666
"78278","Goupillieres",480
"78281","Goussonville",615
"78283","Grandchamp",313
"78285","Gressey",542
"78289","Grosrouvre",949
"78290","Guernes",1010
"78291","Guerville",2109
"78296","Guitrancourt",651
"78297","Guyancourt",28245
"78299","Hardricourt",2076
"78300","Hargeville",409
"78302","La Hauteville",175
"78305","Herbeville",265
"78307","Hermeray",956
"78310","Houdan",3337
"78311","Houilles",31952
"78314","Issou",4552
"78317","Jambville",826
"78320","Jeufosse",428
"78321","Jouars-Pontchartrain",5297
"78322","Jouy-en-Josas",8211
"78324","Jouy-Mauvoisin",553
"78325","Jumeauville",584
"78327","Juziers",3781
"78329","Lainville-en-Vexin",828
"78334","Levis-Saint-Nom",1708
"78335","Limay",16304
"78337","Limetz-Villez",1904
"78343","Les Loges-en-Josas",1546
"78344","Lommoye",647
"78346","Longnes",1455
"78349","Longvilliers",510
"78350","Louveciennes",7186
"78354","Magnanville",5904
"78356","Magny-les-Hameaux",9100
"78358","Maisons-Laffitte",23125
"78361","Mantes-la-Jolie",42727
"78362","Mantes-la-Ville",19839
"78364","Marcq",711
"78366","Mareil-le-Guyon",385
"78367","Mareil-Marly",3518
"78368","Mareil-sur-Mauldre",1734
"78372","Marly-le-Roi",16645
"78380","Maule",5764
"78381","Maulette",796
"78382","Maurecourt",4328
"78383","Maurepas",18928
"78384","Medan",1436
"78385","Menerville",205
"78389","Mere",1708
"78391","Mericourt",386
"78396","Le Mesnil-le-Roi",6408
"78397","Le Mesnil-Saint-Denis",6611
"78398","Les Mesnuls",863
"78401","Meulan-en-Yvelines",8921
"78402","Mezieres-sur-Seine",3556
"78403","Mezy-sur-Seine",1964
"78404","Millemont",248
"78406","Milon-la-Chapelle",295
"78407","Mittainville",603
"78410","Moisson",927
"78413","Mondreville",386
"78415","Montainville",549
"78416","Montalet-le-Bois",334
"78417","Montchauvet",281
"78418","Montesson",15270
"78420","Montfort-l'Amaury",3127
"78423","Montigny-le-Bretonneux",33567
"78431","Morainvilliers",2473
"78437","Mousseaux-sur-Seine",617
"78439","Mulcent",108
"78440","Les Mureaux",30739
"78442","Neauphle-le-Chateau",3028
"78443","Neauphle-le-Vieux",811
"78444","Neauphlette",881
"78451","Nezel",1070
"78455","Noisy-le-Roi",7765
"78460","Oinville-sur-Montcient",1111
"78464","Orcemont",843
"78465","Orgerus",2354
"78466","Orgeval",5919
"78470","Orphin",911
"78472","Orsonville",331
"78474","Orvilliers",702
"78475","Osmoy",378
"78478","Paray-Douaville",242
"78481","Le Pecq",16675
"78484","Perdreauville",630
"78486","Le Perray-en-Yvelines",6669
"78490","Plaisir",31074
"78497","Poigny-la-Foret",1017
"78498","Poissy",37662
"78499","Ponthevrard",602
"78501","Porcheville",3071
"78502","Le Port-Marly",4946
"78503","Port-Villez",244
"78505","Prunay-le-Temple",404
"78506","Prunay-en-Yvelines",816
"78513","La Queue-les-Yvelines",2164
"78516","Raizeux",864
"78517","Rambouillet",25860
"78518","Rennemoulin",112
"78520","Richebourg",1527
"78522","Rochefort-en-Yvelines",937
"78524","Rocquencourt",3217
"78528","Rolleboise",406
"78530","Rosay",382
"78531","Rosny-sur-Seine",5614
"78536","Sailly",380
"78537","Saint-Arnoult-en-Yvelines",6154
"78545","Saint-Cyr-l'Ecole",17655
"78548","Saint-Forget",463
"78550","Saint-Germain-de-la-Grange",1819
"78551","Saint-Germain-en-Laye",40653
"78557","Saint-Hilarion",897
"78558","Saint-Illiers-la-Ville",342
"78559","Saint-Illiers-le-Bois",462
"78561","Saint-Lambert",436
"78562","Saint-Leger-en-Yvelines",1491
"78564","Saint-Martin-de-Brethencourt",634
"78565","Saint-Martin-des-Champs",317
"78567","Saint-Martin-la-Garenne",931
"78569","Sainte-Mesme",929
"78571","Saint-Nom-la-Breteche",5164
"78575","Saint-Remy-les-Chevreuse",7826
"78576","Saint-Remy-l'Honore",1379
"78586","Sartrouville",51431
"78588","Saulx-Marchais",902
"78590","Senlisse",538
"78591","Septeuil",2225
"78597","Soindres",608
"78601","Sonchamp",1589
"78605","Tacoignieres",1058
"78606","Le Tartre-Gaudran",31
"78608","Le Tertre-Saint-Denis",114
"78609","Tessancourt-sur-Aubette",947
"78615","Thiverval-Grignon",1030
"78616","Thoiry",1156
"78618","Tilly",541
"78620","Toussus-le-Noble",1006
"78621","Trappes",29563
"78623","Le Tremblay-sur-Mauldre",979
"78624","Triel-sur-Seine",11549
"78638","Vaux-sur-Seine",4798
"78640","Velizy-Villacoublay",20711
"78642","Verneuil-sur-Seine",15466
"78643","Vernouillet",9401
"78644","La Verriere",5924
"78646","Versailles",86307
"78647","Vert",797
"78650","Le Vesinet",15929
"78653","Vicq",338
"78655","Vieille-Eglise-en-Yvelines",803
"78668","La Villeneuve-en-Chevrie",572
"78672","Villennes-sur-Seine",5103
"78674","Villepreux",9888
"78677","Villette",515
"78681","Villiers-le-Mahieu",700
"78683","Villiers-Saint-Frederic",2728
"78686","Viroflay",15723
"78688","Voisins-le-Bretonneux",11631
"91001","Abbeville-la-Riviere",279
"91016","Angerville",3934
"91017","Angervilliers",1644
"91021","Arpajon",10704
"91022","Arrancourt",124
"91027","Athis-Mons",29831
"91035","Authon-la-Plaine",365
"91037","Auvernaux",343
"91038","Auvers-Saint-Georges",1237
"91041","Avrainville",777
"91044","Ballainvilliers",3779
"91045","Ballancourt-sur-Essonne",7425
"91047","Baulne",1302
"91064","Bievres",4462
"91067","Blandy",118
"91069","Boigneville",408
"91075","Bois-Herpin",76
"91079","Boissy-la-Riviere",559
"91080","Boissy-le-Cutte",1319
"91081","Boissy-le-Sec",675
"91085","Boissy-sous-Saint-Yon",3713
"91086","Bondoufle",9222
"91093","Boullay-les-Troux",640
"91095","Bouray-sur-Juine",1990
"91097","Boussy-Saint-Antoine",6241
"91098","Boutervilliers",379
"91099","Boutigny-sur-Essonne",3061
"91100","Bouville",626
"91103","Bretigny-sur-Orge",24264
"91105","Breuillet",8361
"91106","Breux-Jouy",1224
"91109","Brieres-les-Scelles",1070
"91111","Briis-sous-Forges",3491
"91112","Brouy",128
"91114","Brunoy",25492
"91115","Bruyeres-le-Chatel",3389
"91121","Buno-Bonnevaux",479
"91122","Bures-sur-Yvette",9676
"91129","Cerny",3310
"91130","Chalo-Saint-Mars",1152
"91131","Chalou-Moulineux",417
"91132","Chamarande",1111
"91135","Champcueil",2804
"91136","Champlan",2596
"91137","Champmotteux",384
"91145","Chatignonville",53
"91148","Chauffour-les-Etrechy",138
"91156","Cheptainville",1901
"91159","Chevannes",1686
"91161","Chilly-Mazarin",18843
"91174","Corbeil-Essonnes",44223
"91175","Corbreuse",1720
"91179","Le Coudray-Montceaux",4725
"91180","Courances",350
"91182","Courcouronnes",13696
"91184","Courdimanche-sur-Essonne",268
"91186","Courson-Monteloup",601
"91191","Crosne",9190
"91195","Dannemois",846
"91198","D'Huison-Longueville",1406
"91200","Dourdan",10036
"91201","Draveil",28646
"91204","Echarcon",807
"91207","Egly",5314
"91215","Epinay-sous-Senart",12129
"91216","Epinay-sur-Orge",10349
"91222","Estouches",208
"91223","Etampes",24013
"91225","Etiolles",3101
"91226","Etrechy",6318
"91228","Evry",52184
"91232","La Ferte-Alais",3994
"91235","Fleury-Merogis",9110
"91240","Fontaine-la-Riviere",212
"91243","Fontenay-les-Briis",1881
"91244","Fontenay-le-Vicomte",1282
"91247","La Foret-le-Roi",485
"91248","La Foret-Sainte-Croix",157
"91249","Forges-les-Bains",3748
"91272","Gif-sur-Yvette",20622
"91273","Gironville-sur-Essonne",814
"91274","Gometz-la-Ville",1387
"91275","Gometz-le-Chatel",2622
"91284","Les Granges-le-Roi",1080
"91286","Grigny",27179
"91292","Guibeville",711
"91293","Guigneville-sur-Essonne",923
"91294","Guillerval",776
"91312","Igny",10522
"91315","Itteville",6568
"91318","Janville-sur-Juine",1902
"91319","Janvry",585
"91326","Juvisy-sur-Orge",14924
"91330","Lardy",5534
"91332","Leudeville",1393
"91333","Leuville-sur-Orge",4094
"91338","Limours",6478
"91339","Linas",6519
"91340","Lisses",7316
"91345","Longjumeau",21510
"91347","Longpont-sur-Orge",6476
"91359","Maisse",2698
