"ID","NAMES","population_AsTheCrowFlies_ACC_0.005"
"77201","Gastins",14136.1988102134
"77202","La Genevraye",9648.81972085822
"77203","Germigny-l'Eveque",6534.39043708616
"77204","Germigny-sous-Coulombs",17219.8694442604
"77205","Gesvres-le-Chapitre",8890.65538737705
"77206","Giremoutiers",9639.39788001695
"77207","Gironville",21448.7693327007
"77208","Gouaix",19251.7395836598
"77209","Gouvernes",3165.6318735887
"77210","La Grande-Paroisse",8935.74049574465
"77211","Grandpuits-Bailly-Carrois",13510.0258090687
"77212","Gravon",15835.3892099723
"77214","Gressy",5214.46642741924
"77215","Gretz-Armainvilliers",5813.17274041976
"77216","Grez-sur-Loing",10567.1172721287
"77217","Grisy-Suisnes",6544.95360450596
"77218","Grisy-sur-Seine",21051.8771776186
"77219","Guerard",9290.44769507559
"77220","Guercheville",15303.2600038695
"77221","Guermantes",3275.72774667387
"77222","Guignes",9900.94229151192
"77223","Gurcy-le-Chatel",13883.3313648022
"77224","Hautefeuille",10693.6532089884
"77225","La Haute-Maison",8774.38210788548
"77226","Hericy",7728.87313183929
"77227","Herme",21166.1533224186
"77228","Hondevilliers",17474.6001881627
"77229","La Houssaye-en-Brie",9435.55909537874
"77230","Ichy",18477.1808369899
"77231","Isles-les-Meldeuses",8897.93712640133
"77232","Isles-les-Villenoy",5499.03103276399
"77233","Iverny",7778.88483666914
"77234","Jablines",5443.70564770321
"77235","Jaignes",10519.6592326984
"77236","Jaulnes",20138.2403438035
"77237","Jossigny",4692.07236361995
"77238","Jouarre",10599.3231846703
"77239","Jouy-le-Chatel",15026.7837412502
"77240","Jouy-sur-Morin",15599.686519451
"77241","Juilly",7787.4023832421
"77242","Jutigny",16460.875920452
"77243","Lagny-sur-Marne",3284.96160235926
"77244","Larchant",13196.1321163004
"77245","Laval-en-Brie",11587.8659714568
"77246","Lechelle",21759.9108553208
"77247","Lescherolles",18999.2585998917
"77248","Lesches",5676.26519672262
"77249","Lesigny",3909.20229219818
"77250","Leudon-en-Brie",16380.1855073223
"77251","Lieusaint",3734.9027049728
"77252","Limoges-Fourches",6340.97086496291
"77253","Lissy",7150.51041798071
"77254","Liverdy-en-Brie",8565.11864737897
"77255","Livry-sur-Seine",4661.43518285249
"77256","Lizines",15164.3258580628
"77257","Lizy-sur-Ourcq",10982.0110198068
"77258","Lognes",2643.78565381041
"77259","Longperrier",7783.69818503535
"77260","Longueville",16683.8693221779
"77261","Lorrez-le-Bocage-Preaux",14789.7316101926
"77262","Louan-Villegruis-Fontaine",25792.2460007364
"77263","Luisetaines",15796.8227403845
"77264","Lumigny-Nesles-Ormeaux",11689.4748786213
"77265","Luzancy",13992.1758367774
"77266","Machault",8809.92573337158
"77267","La Madeleine-sur-Loing",15172.400632366
"77268","Magny-le-Hongre",5087.83796250403
"77269","Maincy",4985.11154190813
"77270","Maisoncelles-en-Brie",8974.6166187048
"77271","Maisoncelles-en-Gatinais",18038.3710208961
"77272","Maison-Rouge",15196.3149298368
"77273","Marchemoret",9565.65761209168
"77274","Marcilly",8870.87206523456
"77275","Les Marets",18225.0373884061
"77276","Mareuil-les-Meaux",4746.87396594522
"77277","Marles-en-Brie",10504.1875330058
"77278","Marolles-en-Brie",12868.7498602958
"77279","Marolles-sur-Seine",13144.9044770419
"77280","Mary-sur-Marne",10292.7539972675
"77281","Mauperthuis",11403.4478367739
"77282","Mauregard",5538.78519993662
"77283","May-en-Multien",13382.7887445384
"77284","Meaux",2948.86988602089
"77285","Le Mee-sur-Seine",2682.23802565733
"77286","Meigneux",14325.9090756081
"77287","Meilleray",21916.7757124483
"77288","Melun",2630.9486137702
"77289","Melz-sur-Seine",23159.4137967573
"77290","Mery-sur-Marne",14842.0766207105
"77291","Le Mesnil-Amelot",5408.72895170458
"77292","Messy",6231.15817287549
"77293","Misy-sur-Yonne",15617.3057014321
"77294","Mitry-Mory",3897.07349338604
"77295","Moisenay",6913.34134364411
"77296","Moissy-Cramayel",4252.64295129406
"77297","Mondreville",20851.8823340263
"77298","Mons-en-Montois",14694.813433258
"77299","Montarlot",9227.90341032303
"77300","Montceaux-les-Meaux",7465.81328484773
"77301","Montceaux-les-Provins",23155.8939280395
"77302","Montcourt-Fromonville",10377.5954371461
"77303","Montdauphin",22288.0826299908
"77304","Montenils",25099.2443426603
"77305","Montereau-Fault-Yonne",10796.8764665322
"77306","Montereau-sur-le-Jard",5697.79195848495
"77307","Montevrain",3798.68082178307
"77308","Montge-en-Goele",8492.41952758513
"77309","Monthyon",7643.86503612477
"77310","Montigny-le-Guesdier",20296.9560738511
"77311","Montigny-Lencoup",13225.0073280971
"77312","Montigny-sur-Loing",8832.77467882219
"77313","Montmachoux",13698.2001757589
"77314","Montolivet",22725.4811865835
"77315","Montry",5299.07896880502
"77316","Moret-sur-Loing",8415.39084310621
"77317","Mormant",11501.4525208518
"77318","Mortcerf",9539.24713786794
"77319","Mortery",16914.1971724707
"77320","Mouroux",10313.9116130123
"77321","Mousseaux-les-Bray",18975.7479337141
"77322","Moussy-le-Neuf",7646.75911781503
"77323","Moussy-le-Vieux",7018.2065766634
"77325","Mouy-sur-Seine",18365.5426921346
"77326","Nandy",3703.38938293652
"77327","Nangis",13865.393747628
"77328","Nanteau-sur-Essonne",15674.9654455807
"77329","Nanteau-sur-Lunain",12391.8749270259
"77330","Nanteuil-les-Meaux",4473.51055557751
"77331","Nanteuil-sur-Marne",15702.7976515516
"77332","Nantouillet",7255.02283108228
"77333","Nemours",11941.094828842
"77335","Chauconin-Neufmontiers",6048.42258016008
"77336","Neufmoutiers-en-Brie",8024.80459957515
"77337","Noisiel",2037.26168357879
"77338","Noisy-Rudignon",11142.4312400685
"77339","Noisy-sur-Ecole",12134.7604961579
"77340","Nonville",10627.6761980904
"77341","Noyen-sur-Seine",21819.2519860924
"77342","Obsonville",17183.541680143
"77343","Ocquerre",12037.9008612438
"77344","Oissery",10885.8085051906
"77345","Orly-sur-Morin",13664.0995531254
"77347","Les Ormes-sur-Voulzie",16948.4856781335
"77348","Ormesson",13559.8671917451
"77349","Othis",8987.80946278766
"77350","Ozoir-la-Ferriere",4200.05459938478
"77352","Ozouer-le-Voulgis",9063.3740456447
"77353","Paley",13744.5916950437
"77354","Pamfou",9864.33288540316
"77355","Paroy",15914.8931778169
"77356","Passy-sur-Seine",22685.3077780474
"77357","Pecy",14615.1435458351
"77358","Penchard",6082.85624192618
"77359","Perthes",7237.36703621252
"77360","Pezarches",11566.828407607
"77361","Pierre-Levee",9173.27323437053
"77363","Le Pin",3260.74170667484
"77364","Le Plessis-aux-Bois",8046.10576785578
"77365","Le Plessis-Feu-Aussoux",12975.753155843
"77366","Le Plessis-l'Eveque",8017.94753546869
"77367","Le Plessis-Placy",11340.526461628
"77368","Poigny",17824.4629107468
"77369","Poincy",4517.37294443547
"77370","Poligny",13044.2750849988
"77371","Pommeuse",10058.8527784218
"77372","Pomponne",3417.1900175634
"77373","Pontault-Combault",2697.98490983374
"77374","Pontcarre",4357.26710237979
"77376","Precy-sur-Marne",6120.76751164139
"77377","Presles-en-Brie",7393.20171611588
"77378","Pringy",5494.48189928105
"77379","Provins",18063.9953996456
"77380","Puisieux",11077.6550332651
"77381","Quiers",13229.4038138644
"77382","Quincy-Voisins",5633.4814766428
"77383","Rampillon",14425.1793282936
"77384","Reau",4815.01403863621
"77385","Rebais",13416.1367454268
"77386","Recloses",10437.0294168706
"77387","Remauville",14446.0494069137
"77388","Reuil-en-Brie",12847.1004924111
"77389","La Rochette",4073.99204231569
"77390","Roissy-en-Brie",3290.64451417781
"77391","Rouilly",17964.1273601673
"77392","Rouvres",9507.5454461576
"77393","Rozay-en-Brie",12625.2165138364
"77394","Rubelles",4328.07547629775
"77395","Rumont",16515.5114420583
"77396","Rupereux",18736.3540411631
"77397","Saacy-sur-Marne",14578.8279379303
"77398","Sablonnieres",16134.9376850889
"77399","Saint-Ange-le-Viel",13288.9915480589
"77400","Saint-Augustin",10814.7959771955
"77401","Sainte-Aulde",14701.9839103484
"77402","Saint-Barthelemy",19468.3753375683
"77403","Saint-Brice",19604.0935960714
"77404","Sainte-Colombe",17302.3371516215
"77405","Saint-Cyr-sur-Morin",12241.4832628567
"77406","Saint-Denis-les-Rebais",12360.0663528065
"77407","Saint-Fargeau-Ponthierry",5264.83238645078
"77408","Saint-Fiacre",6274.05882298682
"77409","Saint-Germain-Laval",11732.289763727
"77410","Saint-Germain-Laxis",6280.16999342113
"77411","Saint-Germain-sous-Doue",10993.7141074197
"77412","Saint-Germain-sur-Ecole",7991.30244102671
"77413","Saint-Germain-sur-Morin",5513.2141639521
"77414","Saint-Hilliers",16986.2635535169
"77415","Saint-Jean-les-Deux-Jumeaux",8583.79396101947
"77416","Saint-Just-en-Brie",15208.3944849178
"77417","Saint-Leger",15049.9155743992
"77418","Saint-Loup-de-Naud",16120.4812634356
"77419","Saint-Mammes",7960.09621895219
"77420","Saint-Mard",8062.66786526144
"77421","Saint-Mars-Vieux-Maisons",17960.9684474066
"77423","Saint-Martin-des-Champs",18203.8797923337
"77424","Saint-Martin-du-Boschet",22423.6922480853
"77425","Saint-Martin-en-Biere",8870.52090169157
"77426","Saint-Mery",10328.1910713893
"77427","Saint-Mesmes",7198.57271725851
"77428","Saint-Ouen-en-Brie",12422.0597513581
"77429","Saint-Ouen-sur-Morin",12949.7315709108
"77430","Saint-Pathus",10851.1358413941
"77431","Saint-Pierre-les-Nemours",12373.2899177434
"77432","Saint-Remy-la-Vanne",14143.243448537
"77433","Saints",11819.5061320277
"77434","Saint-Sauveur-les-Bray",16815.8972077457
"77435","Saint-Sauveur-sur-Ecole",6442.78229732156
"77436","Saint-Simeon",12788.0290319601
"77437","Saint-Soupplets",9075.86427199159
"77438","Saint-Thibault-des-Vignes",2987.07887595903
"77439","Salins",12441.084964952
"77440","Sammeron",10032.0354881473
"77441","Samois-sur-Seine",7288.36280659522
"77442","Samoreau",7137.48589354621
"77443","Sancy",8027.94487235823
"77444","Sancy-les-Provins",20862.7945000123
"77445","Savigny-le-Temple",3608.66215290752
"77446","Savins",15812.1264977465
"77447","Seine-Port",4373.31346692318
"77448","Sept-Sorts",10766.0363647399
"77449","Serris",4771.88411738902
"77450","Servon",4254.00982932928
"77451","Signy-Signets",9630.38303146204
"77452","Sigy",15173.2323498873
"77453","Sivry-Courtry",7116.46117971057
"77454","Sognolles-en-Montois",14952.488644239
"77455","Soignolles-en-Brie",7756.30061279292
"77456","Soisy-Bouy",18852.0814227947
"77457","Solers",8090.08743935001
"77458","Souppes-sur-Loing",16238.9114853959
"77459","Sourdun",21081.2589195507
"77460","Tancrou",11224.683649027
"77461","Thenisy",15320.8924814979
"77462","Thieux",6373.35227068063
"77463","Thomery",7199.54788093923
"77464","Thorigny-sur-Marne",3891.26676315916
"77465","Thoury-Ferottes",13027.2678429254
"77466","Tigeaux",8209.58697205736
"77467","La Tombe",14998.5835578491
"77468","Torcy",2617.40607119999
"77469","Touquin",12404.8707546
"77470","Tournan-en-Brie",7713.77081251785
"77471","Tousson",14236.1243993707
"77472","La Tretoire",14096.7306946199
"77473","Treuzy-Levelay",11343.9166525323
"77474","Trilbardou",6272.670784999
"77475","Trilport",6165.36758620363
"77476","Trocy-en-Multien",10114.6889685944
"77477","Ury",11413.327691916
"77478","Ussy-sur-Marne",10369.6148995791
"77479","Vaires-sur-Marne",2609.98410409943
"77480","Valence-en-Brie",9774.85036778686
"77481","Vanville",14906.7982895681
"77482","Varennes-sur-Seine",10089.8730787541
"77483","Varreddes",6924.25713857191
"77484","Vaucourtois",7314.72638336273
"77485","Le Vaudoue",13005.2686196783
"77486","Vaudoy-en-Brie",13861.9313868177
"77487","Vaux-le-Penil",4344.64351929648
"77489","Vaux-sur-Lunain",17810.0124039239
"77490","Vendrest",14022.3536531863
"77491","Veneux-les-Sablons",7785.28313531806
"77492","Verdelot",19770.9144037057
"77493","Verneuil-l'Etang",10480.7333990467
"77494","Vernou-la-Celle-sur-Seine",8272.78163338665
"77495","Vert-Saint-Denis",3761.79668960949
"77496","Vieux-Champagne",15285.591160017
"77498","Vignely",5811.04877367246
"77500","Villebeon",17780.7368870662
"77501","Villecerf",9973.80575808274
"77504","Villemarechal",12511.6453019048
"77505","Villemareuil",7565.11183031269
"77506","Villemer",10583.9759343485
"77507","Villenauxe-la-Petite",22180.2262114489
"77508","Villeneuve-le-Comte",7310.06565320601
"77509","Villeneuve-les-Bordes",13304.6130425137
"77510","Villeneuve-Saint-Denis",6007.92607819549
"77511","Villeneuve-sous-Dammartin",6468.23950702853
"77512","Villeneuve-sur-Bellot",18074.691161809
"77513","Villenoy",4774.58375154622
"77514","Villeparisis",3179.57910912258
"77515","Villeroy",7557.59039158153
"77516","Ville-Saint-Jacques",10030.7654833647
"77517","Villevaude",3891.95516450723
"77518","Villiers-en-Biere",5369.98776294536
"77519","Villiers-Saint-Georges",21753.7237011614
"77520","Villiers-sous-Grez",11142.161155322
"77521","Villiers-sur-Morin",6753.97523865797
"77522","Villiers-sur-Seine",23577.4361843542
"77523","Villuis",24020.1525314779
"77524","Vimpelles",15646.7834086537
"77525","Vinantes",7899.1355350095
"77526","Vincy-Manoeuvre",12452.8665766098
"77527","Voinsles",13358.5389404684
"77528","Voisenon",4142.72516430864
"77529","Voulangis",7649.57556609832
"77530","Voulton",19430.1529369809
"77531","Voulx",14540.9114350631
"77532","Vulaines-les-Provins",16242.0846127459
"77533","Vulaines-sur-Seine",7270.5570585254
"77534","Yebles",9004.50331883417
"78003","Ablis",14089.7162909325
"78005","Acheres",2894.30107304102
"78006","Adainville",13496.2037589401
"78007","Aigremont",3879.2297328742
"78009","Allainville",15203.6681085111
"78010","Les Alluets-le-Roi",5911.05641887312
"78013","Andelu",7801.32900399982
"78015","Andresy",2948.550444826
"78020","Arnouville-les-Mantes",7482.65524356834
"78029","Aubergenville",5098.19531001435
"78030","Auffargis",7513.43305571206
"78031","Auffreville-Brasseuil",4592.79018018828
"78033","Aulnay-sur-Mauldre",6148.51940454136
"78034","Auteuil",7789.32076680394
"78036","Autouillet",8294.42171212735
"78043","Bailly",2968.6035404936
"78048","Bazainville",12166.8763219225
"78049","Bazemont",5790.32192828846
"78050","Bazoches-sur-Guyonne",6156.34566186536
"78053","Behoust",10204.1065623915
"78057","Bennecourt",9855.94955390492
"78062","Beynes",6630.78541365699
"78068","Blaru",14367.6240575954
"78070","Boinville-en-Mantois",6344.06656231021
"78071","Boinville-le-Gaillard",15098.273817776
"78072","Boinvilliers",7674.92180080089
"78073","Bois-d'Arcy",2747.58553268468
"78076","Boissets",12706.4372571039
"78077","La Boissiere-Ecole",13889.4465272939
"78082","Boissy-Mauvoisin",8373.28759001836
"78084","Boissy-sans-Avoir",8211.95376459982
"78087","Bonnelles",8418.79203146613
"78089","Bonnieres-sur-Seine",8827.21275048503
"78090","Bouafle",4528.21004627775
"78092","Bougival",1818.84097303193
"78096","Bourdonne",13350.2331669992
"78104","Breuil-Bois-Robert",5439.36488830696
"78107","Breval",10676.7563997926
"78108","Les Breviaires",8031.29083202788
"78113","Brueil-en-Vexin",6271.58806994409
"78117","Buc",3056.56389450099
"78118","Buchelay",3528.661158017
"78120","Bullion",8944.54369781899
"78123","Carrieres-sous-Poissy",3002.48678923903
"78124","Carrieres-sur-Seine",1011.34231481063
"78125","La Celle-les-Bordes",8711.37720472981
"78126","La Celle-Saint-Cloud",1991.20042886644
"78128","Cernay-la-Ville",7857.00298630619
"78133","Chambourcy",3684.11745200546
"78138","Chanteloup-les-Vignes",3028.36176178152
"78140","Chapet",3856.1012511403
"78143","Chateaufort",4058.82380547814
"78146","Chatou",1259.59763735413
"78147","Chaufour-les-Bonnieres",13525.1578183523
"78152","Chavenay",4311.57429179754
"78158","Le Chesnay",1406.10900419572
"78160","Chevreuse",5493.52712881978
"78162","Choisel",7191.84865194492
"78163","Civry-la-Foret",11505.5861585934
"78164","Clairefontaine-en-Yvelines",9622.05470076804
"78165","Les Clayes-sous-Bois",3006.77149599718
"78168","Coignieres",4426.56803470842
"78171","Conde-sur-Vesgre",12891.5500183211
"78172","Conflans-Sainte-Honorine",2580.84729332017
"78185","Courgent",9036.91696248327
"78188","Cravent",13368.1973188614
"78189","Crespieres",6114.78660932678
"78190","Croissy-sur-Seine",1702.37567491875
"78192","Dammartin-en-Serve",9284.69463100479
"78193","Dampierre-en-Yvelines",6108.02928025989
"78194","Dannemarie",15068.8564378817
"78196","Davron",5423.27113841073
"78202","Drocourt",7335.60921254049
"78206","Ecquevilly",4932.99621791572
"78208","Elancourt",2637.82079210994
"78209","Emance",14799.4489503752
"78217","Epone",5669.90179009637
"78220","Les Essarts-le-Roi",6290.51053827546
"78224","L'Etang-la-Ville",3285.54896900094
"78227","Evecquemont",4176.09975742345
"78230","La Falaise",5958.46159294089
"78231","Favrieux",6760.85621023202
"78233","Feucherolles",5199.86390127841
"78234","Flacourt",7442.3134647292
"78236","Flexanville",9305.97309348519
"78237","Flins-Neuve-Eglise",11517.6217363451
"78238","Flins-sur-Seine",4602.47010089435
"78239","Follainville-Dennemont",4544.83476710628
"78242","Fontenay-le-Fleury",2842.99824254539
"78245","Fontenay-Mauvoisin",5691.37737387643
"78246","Fontenay-Saint-Pere",5627.81889631078
"78251","Fourqueux",3456.07417122974
"78255","Freneuse",8386.55528087397
"78261","Gaillon-sur-Montcient",5473.6836167582
"78262","Galluis",8378.58209459906
"78263","Gambais",12341.2606722057
"78264","Gambaiseuil",10714.2586739292
"78265","Garancieres",9377.0972554269
"78267","Gargenville",5295.17891461548
"78269","Gazeran",11385.8664759697
"78276","Gommecourt",10318.0831343609
"78278","Goupillieres",8313.55032764607
"78281","Goussonville",6588.72452601602
"78283","Grandchamp",15576.911188439
"78285","Gressey",13223.7984603752
"78289","Grosrouvre",9589.29576709705
"78290","Guernes",5464.63412177594
"78291","Guerville",4911.39152935734
"78296","Guitrancourt",5202.77252074797
"78297","Guyancourt",2799.46454135537
"78299","Hardricourt",4775.20690614625
"78300","Hargeville",8029.18653821738
"78302","La Hauteville",15351.7241013739
"78305","Herbeville",6457.07885718345
"78307","Hermeray",14066.6778088597
"78310","Houdan",14626.0067356371
"78311","Houilles",729.84010403707
"78314","Issou",4958.24458812229
"78317","Jambville",7327.70380648241
"78320","Jeufosse",11074.6213405433
"78321","Jouars-Pontchartrain",3842.9622191039
"78322","Jouy-en-Josas",3234.36397099881
"78324","Jouy-Mauvoisin",5062.09569937565
"78325","Jumeauville",7443.61869264836
"78327","Juziers",5244.02761052878
"78329","Lainville-en-Vexin",8109.26465527515
"78334","Levis-Saint-Nom",5266.79888069441
"78335","Limay",3701.29473391134
"78337","Limetz-Villez",11453.3867307116
"78343","Les Loges-en-Josas",3407.2476336528
"78344","Lommoye",11511.68292283
"78346","Longnes",10132.3547643713
"78349","Longvilliers",9982.09482970148
"78350","Louveciennes",2538.06545077313
"78354","Magnanville",3959.71697402432
"78356","Magny-les-Hameaux",3743.99519871969
"78358","Maisons-Laffitte",2195.99047252486
