"ID","NAMES","employe_AsTheCrowFlies_POT_10000"
"77098","Chateaubleau",3599.13131231
"77099","Chateau-Landon",2746.09145937
"77100","Le Chatelet-en-Brie",11700.50144318
"77101","Chatenay-sur-Seine",4199.73375522
"77102","Chatenoy",4817.75867634
"77103","Chatillon-la-Borde",9139.53616184
"77104","Chatres",11118.10832431
"77106","Chauffry",6877.49734655
"77107","Chaumes-en-Brie",7861.34836484
"77108","Chelles",190090.43458944
"77109","Chenoise",3167.36816693
"77110","Chenou",3061.91021145
"77111","Chessy",42438.86069387
"77112","Chevrainvilliers",4424.53800684
"77113","Chevru",3927.43743915
"77114","Chevry-Cossigny",40764.91982822
"77115","Chevry-en-Sereine",2200.30535421
"77116","Choisy-en-Brie",4815.67357005
"77117","Citry",3727.31214092
"77118","Claye-Souilly",67070.45596123
"77119","Clos-Fontaine",4151.27054315
"77120","Cocherel",5601.81217005
"77121","Collegien",91403.69596753
"77122","Combs-la-Ville",64500.46972393
"77123","Compans",47576.27582771
"77124","Conches-sur-Gondoire",65936.71670578
"77125","Conde-Sainte-Libiaire",29774.66868898
"77126","Congis-sur-Therouanne",13006.05279941
"77127","Coubert",22218.16727409
"77128","Couilly-Pont-aux-Dames",25906.52074844
"77129","Coulombs-en-Valois",2142.04219172
"77130","Coulommes",20406.06656365
"77131","Coulommiers",7731.88446361
"77132","Coupvray",36240.47875605
"77133","Courcelles-en-Bassee",5184.5156017
"77134","Courchamp",2811.79757498
"77135","Courpalay",5245.58935936
"77136","Courquetaine",15564.7658333
"77137","Courtacon",2198.44222423
"77138","Courtomer",6436.26790349
"77139","Courtry",158097.02850727
"77140","Coutencon",5348.53598035
"77141","Coutevroult",25162.40465154
"77142","Crecy-la-Chapelle",16285.97788035
"77143","Cregy-les-Meaux",20663.68478139
"77144","Crevecoeur-en-Brie",8177.62293648
"77145","Crisenoy",18077.07131996
"77146","Croissy-Beaubourg",105842.67613116
"77147","La Croix-en-Brie",3552.48186947
"77148","Crouy-sur-Ourcq",2253.8454545
"77149","Cucharmoy",3875.18971181
"77150","Cuisy",15092.53176371
"77151","Dagny",3511.23918167
"77152","Dammarie-les-Lys",29423.85745681
"77153","Dammartin-en-Goele",15324.00938848
"77154","Dammartin-sur-Tigeaux",12904.32513256
"77155","Dampmart",48950.41344109
"77156","Darvault",6987.25640564
"77157","Dhuisy",3432.80642207
"77158","Diant",3192.36351523
"77159","Donnemarie-Dontilly",3871.72203544
"77161","Dormelles",6687.26159991
"77162","Doue",7312.87498022
"77163","Douy-la-Ramee",8531.15584159
"77164","Echouboulains",6888.47107537
"77165","Les Ecrennes",6732.27523899
"77166","Ecuelles",10168.52110142
"77167","Egligny",3709.50902692
"77168","Egreville",1945.34906699
"77169","Emerainville",158311.5479291
"77170","Episy",9362.9205789
"77171","Esbly",32687.52056307
"77172","Esmans",6460.6454438
"77173","Etrepilly",10918.59713336
"77174","Everly",3722.34076639
"77175","Evry-Gregy-sur-Yerre",38872.15891787
"77176","Faremoutiers",7410.56170745
"77177","Favieres",31216.6317683
"77178","Fay-les-Nemours",5464.76784179
"77179","Fericy",11682.35684406
"77180","Ferolles-Attilly",64561.57189502
"77181","Ferrieres-en-Brie",68364.93856666
"77182","La Ferte-Gaucher",3225.25273462
"77183","La Ferte-sous-Jouarre",6911.06087097
"77184","Flagy",5907.7514724
"77185","Fleury-en-Biere",11161.61823431
"77186","Fontainebleau",11079.67200615
"77187","Fontaine-Fourches",974.36965352
"77188","Fontaine-le-Port",15374.30772279
"77190","Fontains",4235.55236416
"77191","Fontenailles",4916.5771806
"77192","Fontenay-Tresigny",7864.63435173
"77193","Forfry",9915.06981679
"77194","Forges",7785.39109215
"77195","Fouju",15696.75113763
"77196","Fresnes-sur-Marne",38797.2868677
"77197","Fretoy",2868.1088839
"77198","Fromont",1844.12678331
"77199","Fublaines",20215.04745392
"77200","Garentreville",2874.49582683
"77201","Gastins",3998.01240244
"77202","La Genevraye",8722.1401357
"77203","Germigny-l'Eveque",16897.95011185
"77204","Germigny-sous-Coulombs",2245.72510594
"77205","Gesvres-le-Chapitre",12784.0777317
"77206","Giremoutiers",9853.64465704
"77207","Gironville",962.50644224
"77208","Gouaix",3927.85100226
"77209","Gouvernes",82466.52908293
"77210","La Grande-Paroisse",9715.84288612
"77211","Grandpuits-Bailly-Carrois",4630.73969588
"77212","Gravon",3171.6452048
"77214","Gressy",59112.42698065
"77215","Gretz-Armainvilliers",33278.21086314
"77216","Grez-sur-Loing",7326.90461533
"77217","Grisy-Suisnes",30773.48527904
"77218","Grisy-sur-Seine",2559.77253337
"77219","Guerard",10782.87072615
"77220","Guercheville",3213.43357155
"77221","Guermantes",70056.49733407
"77222","Guignes",9543.6446214
"77223","Gurcy-le-Chatel",4080.21003411
"77224","Hautefeuille",7230.60676943
"77225","La Haute-Maison",13323.36451085
"77226","Hericy",12159.23819218
"77227","Herme",3390.39357853
"77228","Hondevilliers",2652.55555627
"77229","La Houssaye-en-Brie",10550.16456679
"77230","Ichy",1829.70908549
"77231","Isles-les-Meldeuses",12366.75469558
"77232","Isles-les-Villenoy",29741.33785081
"77233","Iverny",19310.91051747
"77234","Jablines",41780.75327779
"77235","Jaignes",8682.57897345
"77236","Jaulnes",2240.42009218
"77237","Jossigny",43490.16171517
"77238","Jouarre",8262.36285487
"77239","Jouy-le-Chatel",2579.96715915
"77240","Jouy-sur-Morin",4028.84501355
"77241","Juilly",19579.22623451
"77242","Jutigny",4585.87148656
"77243","Lagny-sur-Marne",70829.39350273
"77244","Larchant",4724.26604918
"77245","Laval-en-Brie",6241.94725038
"77246","Lechelle",2920.09452731
"77247","Lescherolles",2225.26314958
"77248","Lesches",34341.26448259
"77249","Lesigny",92094.30532968
"77250","Leudon-en-Brie",2803.63858872
"77251","Lieusaint",66925.93006825
"77252","Limoges-Fourches",31638.12096083
"77253","Lissy",25228.98765194
"77254","Liverdy-en-Brie",12904.75808899
"77255","Livry-sur-Seine",24473.98071791
"77256","Lizines",4432.26915579
"77257","Lizy-sur-Ourcq",7715.95593551
"77258","Lognes",135659.18547722
"77259","Longperrier",19523.24713391
"77260","Longueville",4848.57877805
"77261","Lorrez-le-Bocage-Preaux",2955.4860548
"77262","Louan-Villegruis-Fontaine",689.65298944
"77263","Luisetaines",3739.09815631
"77264","Lumigny-Nesles-Ormeaux",5655.78159091
"77265","Luzancy",5016.49070298
"77266","Machault",10204.19587912
"77267","La Madeleine-sur-Loing",5186.65178599
"77268","Magny-le-Hongre",31786.60559613
"77269","Maincy",25752.97695107
"77270","Maisoncelles-en-Brie",12088.78503353
"77271","Maisoncelles-en-Gatinais",3193.48298255
"77272","Maison-Rouge",4210.30526673
"77273","Marchemoret",10540.48361203
"77274","Marcilly",12699.18538604
"77275","Les Marets",2052.81709229
"77276","Mareuil-les-Meaux",25867.1882242
"77277","Marles-en-Brie",7516.66004954
"77278","Marolles-en-Brie",6213.4831577
"77279","Marolles-sur-Seine",5593.65840086
"77280","Mary-sur-Marne",9151.7362164
"77281","Mauperthuis",7012.37450001
"77282","Mauregard",56393.78801378
"77283","May-en-Multien",3962.51450816
"77284","Meaux",21372.42226631
"77285","Le Mee-sur-Seine",34046.4447425
"77286","Meigneux",3956.76537552
"77287","Meilleray",1454.71917216
"77288","Melun",31405.16443296
"77289","Melz-sur-Seine",2514.01703089
"77290","Mery-sur-Marne",4514.46276277
"77291","Le Mesnil-Amelot",56920.66626614
"77292","Messy",40655.41543127
"77293","Misy-sur-Yonne",3494.98938658
"77294","Mitry-Mory",82729.24500053
"77295","Moisenay",20428.23825909
"77296","Moissy-Cramayel",51697.68341502
"77297","Mondreville",1697.10053067
"77298","Mons-en-Montois",3976.95192355
"77299","Montarlot",9507.37682926
"77300","Montceaux-les-Meaux",16473.1293722
"77301","Montceaux-les-Provins",746.93256488
"77302","Montcourt-Fromonville",7669.73165792
"77303","Montdauphin",1218.75432748
"77304","Montenils",569.87093133
"77305","Montereau-Fault-Yonne",7558.2244084
"77306","Montereau-sur-le-Jard",32520.82286011
"77307","Montevrain",50151.21142967
"77308","Montge-en-Goele",14388.29996668
"77309","Monthyon",16893.45180463
"77310","Montigny-le-Guesdier",1591.48272712
"77311","Montigny-Lencoup",4797.72774966
"77312","Montigny-sur-Loing",9939.03844748
"77313","Montmachoux",4889.95557244
"77314","Montolivet",1187.14164164
"77315","Montry",31239.41419503
"77316","Moret-sur-Loing",10598.90227076
"77317","Mormant",6257.25137891
"77318","Mortcerf",10243.63890112
"77319","Mortery",4126.90416041
"77320","Mouroux",8434.16639203
"77321","Mousseaux-les-Bray",2019.70516476
"77322","Moussy-le-Neuf",20737.97465515
"77323","Moussy-le-Vieux",26965.4163517
"77325","Mouy-sur-Seine",2917.05889375
"77326","Nandy",54710.47152629
"77327","Nangis",4071.52550131
"77328","Nanteau-sur-Essonne",2107.84841847
"77329","Nanteau-sur-Lunain",5537.80857348
"77330","Nanteuil-les-Meaux",23328.02017907
"77331","Nanteuil-sur-Marne",3901.58109302
"77332","Nantouillet",26552.12378458
"77333","Nemours",6446.90941328
"77335","Chauconin-Neufmontiers",22736.30184581
"77336","Neufmoutiers-en-Brie",17683.36909298
"77337","Noisiel",156829.90061419
"77338","Noisy-Rudignon",7109.9018094
"77339","Noisy-sur-Ecole",4013.69000448
"77340","Nonville",7369.72815783
"77341","Noyen-sur-Seine",2551.73854452
"77342","Obsonville",2771.07755539
"77343","Ocquerre",6070.15701936
"77344","Oissery",7528.95771075
"77345","Orly-sur-Morin",5300.57136848
"77347","Les Ormes-sur-Voulzie",3780.65061802
"77348","Ormesson",5559.72418674
"77349","Othis",12056.75468946
"77350","Ozoir-la-Ferriere",58763.41405722
"77352","Ozouer-le-Voulgis",11612.71729344
"77353","Paley",4047.04773374
"77354","Pamfou",8389.04223645
"77355","Paroy",4225.75260025
"77356","Passy-sur-Seine",1902.5130277
"77357","Pecy",3085.93005813
"77358","Penchard",19553.57534696
"77359","Perthes",20218.30431744
"77360","Pezarches",6128.5593072
"77361","Pierre-Levee",11852.65689624
"77363","Le Pin",128870.74575655
"77364","Le Plessis-aux-Bois",18328.67668467
"77365","Le Plessis-Feu-Aussoux",4670.28662321
"77366","Le Plessis-l'Eveque",17242.81438459
"77367","Le Plessis-Placy",6997.89714871
"77368","Poigny",4694.78550271
"77369","Poincy",19266.37107931
"77370","Poligny",5898.60183058
"77371","Pommeuse",8867.59005307
"77372","Pomponne",95005.93608684
"77373","Pontault-Combault",126309.75544526
"77374","Pontcarre",60206.25644685
"77376","Precy-sur-Marne",35325.3596506
"77377","Presles-en-Brie",21112.74570508
"77378","Pringy",32645.86408592
"77379","Provins",4437.17481749
"77380","Puisieux",7533.39521487
"77381","Quiers",5094.10475312
"77382","Quincy-Voisins",25604.30519793
"77383","Rampillon",3857.78010517
"77384","Reau",43015.15498359
"77385","Rebais",5477.67685292
"77386","Recloses",7064.18529927
"77387","Remauville",4266.91619995
"77388","Reuil-en-Brie",5883.43886384
"77389","La Rochette",26505.01762566
"77390","Roissy-en-Brie",86284.87601878
"77391","Rouilly",4015.7489296
"77392","Rouvres",10534.79133038
"77393","Rozay-en-Brie",4960.71673225
"77394","Rubelles",30254.3218771
"77395","Rumont",1830.57513649
"77396","Rupereux",2523.11958446
"77397","Saacy-sur-Marne",4726.98696689
"77398","Sablonnieres",3469.1846339
"77399","Saint-Ange-le-Viel",3955.47889174
"77400","Saint-Augustin",7607.78343962
"77401","Sainte-Aulde",4462.76684928
"77402","Saint-Barthelemy",2325.59390331
"77403","Saint-Brice",3906.30266868
"77404","Sainte-Colombe",4840.66081667
"77405","Saint-Cyr-sur-Morin",6580.38233698
"77406","Saint-Denis-les-Rebais",6561.61768624
"77407","Saint-Fargeau-Ponthierry",40581.68553385
"77408","Saint-Fiacre",19528.90005015
"77409","Saint-Germain-Laval",6573.53695468
"77410","Saint-Germain-Laxis",26122.77429074
"77411","Saint-Germain-sous-Doue",7899.31528226
"77412","Saint-Germain-sur-Ecole",16276.83617707
"77413","Saint-Germain-sur-Morin",28377.58558831
"77414","Saint-Hilliers",3242.14442623
"77415","Saint-Jean-les-Deux-Jumeaux",13688.3725523
"77416","Saint-Just-en-Brie",3152.79909176
"77417","Saint-Leger",4329.77803649
"77418","Saint-Loup-de-Naud",4807.01990214
"77419","Saint-Mammes",11050.19570794
"77420","Saint-Mard",16605.53507056
"77421","Saint-Mars-Vieux-Maisons",2347.28031713
"77423","Saint-Martin-des-Champs",2702.6587709
"77424","Saint-Martin-du-Boschet",1033.75696069
"77425","Saint-Martin-en-Biere",10945.74769419
"77426","Saint-Mery",8047.64561153
"77427","Saint-Mesmes",29062.96806083
"77428","Saint-Ouen-en-Brie",5241.44087585
"77429","Saint-Ouen-sur-Morin",5967.34947504
"77430","Saint-Pathus",7479.60528141
"77431","Saint-Pierre-les-Nemours",6091.02512348
"77432","Saint-Remy-la-Vanne",5100.72089413
"77433","Saints",6774.80490108
"77434","Saint-Sauveur-les-Bray",3207.86637993
"77435","Saint-Sauveur-sur-Ecole",25744.24475934
"77436","Saint-Simeon",6330.65180939
"77437","Saint-Soupplets",12273.16031043
"77438","Saint-Thibault-des-Vignes",97772.95122902
"77439","Salins",5796.54890013
"77440","Sammeron",9609.78999213
"77441","Samois-sur-Seine",14776.31262076
"77442","Samoreau",12020.69185995
"77443","Sancy",16464.17852217
"77444","Sancy-les-Provins",1271.54674536
"77445","Savigny-le-Temple",51885.31330789
"77446","Savins",4685.64944481
"77447","Seine-Port",44235.82458025
"77448","Sept-Sorts",7976.55750623
"77449","Serris",36659.203065
"77450","Servon",82114.42481695
"77451","Signy-Signets",10476.97715036
"77452","Sigy",3872.05170319
"77453","Sivry-Courtry",18040.99543822
"77454","Sognolles-en-Montois",4278.61322169
"77455","Soignolles-en-Brie",21902.50551113
"77456","Soisy-Bouy",4524.0149174
"77457","Solers",18072.09849785
"77458","Souppes-sur-Loing",4397.8666775
"77459","Sourdun",3643.96317622
"77460","Tancrou",7469.82018583
"77461","Thenisy",4235.76543724
"77462","Thieux",33903.63303615
"77463","Thomery",11488.58679839
"77464","Thorigny-sur-Marne",65870.38733822
"77465","Thoury-Ferottes",4731.65054639
"77466","Tigeaux",15313.84876406
"77467","La Tombe",3963.14633987
"77468","Torcy",121241.65089012
"77469","Touquin",5572.94908877
"77470","Tournan-en-Brie",18956.5680972
"77471","Tousson",2857.90722577
"77472","La Tretoire",4876.54842804
"77473","Treuzy-Levelay",6503.66660709
"77474","Trilbardou",27925.11603365
"77475","Trilport",18074.13684414
"77476","Trocy-en-Multien",9606.7598912
"77477","Ury",5387.73000964
"77478","Ussy-sur-Marne",8912.75685756
"77479","Vaires-sur-Marne",139268.60965446
"77480","Valence-en-Brie",8667.588115
"77481","Vanville",3938.30039618
"77482","Varennes-sur-Seine",8348.79779325
"77483","Varreddes",16265.28242312
"77484","Vaucourtois",18432.70682975
"77485","Le Vaudoue",3418.43939419
"77486","Vaudoy-en-Brie",3730.88985331
"77487","Vaux-le-Penil",25110.12040128
"77489","Vaux-sur-Lunain",1596.98904997
"77490","Vendrest",4234.87409728
"77491","Veneux-les-Sablons",11061.63048737
"77492","Verdelot",1828.91139478
"77493","Verneuil-l'Etang",7839.86418635
"77494","Vernou-la-Celle-sur-Seine",10770.15720071
"77495","Vert-Saint-Denis",39492.05324173
"77496","Vieux-Champagne",3645.86742875
"77498","Vignely",29531.03381315
"77500","Villebeon",1719.51292036
"77501","Villecerf",8366.93004314
"77504","Villemarechal",4716.60975285
"77505","Villemareuil",17024.34762175
"77506","Villemer",7314.32293629
"77507","Villenauxe-la-Petite",1632.02961817
"77508","Villeneuve-le-Comte",21451.41341744
"77509","Villeneuve-les-Bordes",4434.31852679
"77510","Villeneuve-Saint-Denis",31367.42188525
"77511","Villeneuve-sous-Dammartin",32696.97732108
"77512","Villeneuve-sur-Bellot",2538.21021812
"77513","Villenoy",25742.40999267
"77514","Villeparisis",116110.97399506
"77515","Villeroy",22271.36882065
"77516","Ville-Saint-Jacques",8375.91976957
"77517","Villevaude",96148.50478007
"77518","Villiers-en-Biere",26270.94007791
"77519","Villiers-Saint-Georges",1297.20177847
"77520","Villiers-sous-Grez",6402.71324726
"77521","Villiers-sur-Morin",21883.73248712
"77522","Villiers-sur-Seine",1904.70706307
"77523","Villuis",1277.49235607
"77524","Vimpelles",3411.6316467
"77525","Vinantes",20061.27636965
"77526","Vincy-Manoeuvre",5083.69711355
"77527","Voinsles",4015.85934264
"77528","Voisenon",33306.41482929
"77529","Voulangis",18254.44659135
"77530","Voulton",3139.72488647
"77531","Voulx",3524.89269775
"77532","Vulaines-les-Provins",4568.32427827
"77533","Vulaines-sur-Seine",12516.79221509
"77534","Yebles",12446.25612407
"78003","Ablis",3411.01292534
"78005","Acheres",114347.78070347
"78006","Adainville",2717.73209605
"78007","Aigremont",64569.40302858
"78009","Allainville",2599.65306935
"78010","Les Alluets-le-Roi",31813.9212537
"78013","Andelu",15797.62544442
"78015","Andresy",86356.36518279
"78020","Arnouville-les-Mantes",15956.53229766
"78029","Aubergenville",27883.21798059
"78030","Auffargis",15746.8467444
"78031","Auffreville-Brasseuil",20956.42879982
"78033","Aulnay-sur-Mauldre",23549.86491613
"78034","Auteuil",14981.94483858
"78036","Autouillet",12083.62603128
"78043","Bailly",108270.45907597
"78048","Bazainville",4009.16332285
"78049","Bazemont",27070.34394623
"78050","Bazoches-sur-Guyonne",22911.04483194
"78053","Behoust",6427.07442533
"78057","Bennecourt",8681.53235345
"78062","Beynes",22920.54725074
"78068","Blaru",3215.22625603
"78070","Boinville-en-Mantois",19989.5004508
"78071","Boinville-le-Gaillard",2816.40660799
"78072","Boinvilliers",14376.44788852
"78073","Bois-d'Arcy",65713.80794099
"78076","Boissets",3583.8436317
"78077","La Boissiere-Ecole",2651.49800466
"78082","Boissy-Mauvoisin",11939.20885659
"78084","Boissy-sans-Avoir",12452.96918867
"78087","Bonnelles",10497.40727905
"78089","Bonnieres-sur-Seine",10658.74120981
"78090","Bouafle",33525.50083286
"78092","Bougival",192674.17022751
"78096","Bourdonne",2930.60313222
"78104","Breuil-Bois-Robert",20489.52651126
"78107","Breval",7120.49143117
"78108","Les Breviaires",12612.58123362
"78113","Brueil-en-Vexin",23310.75149864
"78117","Buc",103961.2749521
"78118","Buchelay",20346.90387618
"78120","Bullion",9042.19404581
"78123","Carrieres-sous-Poissy",75037.16072656
"78124","Carrieres-sur-Seine",264622.1512123
"78125","La Celle-les-Bordes",10151.959877
"78126","La Celle-Saint-Cloud",180636.16387682
"78128","Cernay-la-Ville",15806.25531191
"78133","Chambourcy",75393.66253288
"78138","Chanteloup-les-Vignes",77839.03230857
"78140","Chapet",43949.69533359
"78143","Chateaufort",63845.38674687
"78146","Chatou",224865.86507108
"78147","Chaufour-les-Bonnieres",3863.06100804
"78152","Chavenay",54395.63477518
"78158","Le Chesnay",159123.52461902
"78160","Chevreuse",35295.48181108
"78162","Choisel",19944.47306808
"78163","Civry-la-Foret",4797.74776922
"78164","Clairefontaine-en-Yvelines",7729.56196908
"78165","Les Clayes-sous-Bois",55777.76794006
"78168","Coignieres",32605.40904476
"78171","Conde-sur-Vesgre",3160.97593901
"78172","Conflans-Sainte-Honorine",105195.63329921
"78185","Courgent",10258.03277226
"78188","Cravent",3842.32355941
"78189","Crespieres",32443.85791862
"78190","Croissy-sur-Seine",192343.31032317
"78192","Dammartin-en-Serve",9717.19573045
"78193","Dampierre-en-Yvelines",27742.58212615
"78194","Dannemarie",2295.99824281
"78196","Davron",41027.24854449
"78202","Drocourt",17450.36246149
"78206","Ecquevilly",36442.51263811
"78208","Elancourt",46465.05051739
"78209","Emance",3190.2221309
"78217","Epone",24618.84784765
"78220","Les Essarts-le-Roi",22244.26153539
"78224","L'Etang-la-Ville",96510.34026046
"78227","Evecquemont",43907.47058111
"78230","La Falaise",23785.25500643
"78231","Favrieux",15988.89789201
"78233","Feucherolles",49992.37323294
"78234","Flacourt",14566.88820554
"78236","Flexanville",8599.04058394
"78237","Flins-Neuve-Eglise",5004.59902447
"78238","Flins-sur-Seine",30427.07437323
"78239","Follainville-Dennemont",20391.71850935
"78242","Fontenay-le-Fleury",79744.80717288
"78245","Fontenay-Mauvoisin",17875.37374189
"78246","Fontenay-Saint-Pere",21472.8263467
"78251","Fourqueux",92527.64453742
"78255","Freneuse",11653.32424431
"78261","Gaillon-sur-Montcient",31157.11917686
"78262","Galluis",11922.9950465
"78263","Gambais",3784.26744491
"78264","Gambaiseuil",5387.43925964
"78265","Garancieres",8218.78340926
"78267","Gargenville",26645.16177649
"78269","Gazeran",5827.1263352
"78276","Gommecourt",7818.17180183
"78278","Goupillieres",12545.13472716
"78281","Goussonville",19736.40203127
"78283","Grandchamp",1707.75253701
"78285","Gressey",3231.20749613
"78289","Grosrouvre",7886.79774029
"78290","Guernes",17523.32545007
"78291","Guerville",22585.8399154
"78296","Guitrancourt",24644.9517466
"78297","Guyancourt",76313.30329237
"78299","Hardricourt",31850.30699853
"78300","Hargeville",14061.05530571
"78302","La Hauteville",1728.42018242
"78305","Herbeville",26379.95594917
"78307","Hermeray",3114.11098822
"78310","Houdan",2569.95869384
"78311","Houilles",268283.58629736
"78314","Issou",26042.94349626
"78317","Jambville",20617.20074799
"78320","Jeufosse",6738.29447254
"78321","Jouars-Pontchartrain",35559.91166431
"78322","Jouy-en-Josas",133182.39389001
"78324","Jouy-Mauvoisin",18450.69870794
"78325","Jumeauville",17282.82503066
"78327","Juziers",27614.2710661
"78329","Lainville-en-Vexin",15766.0057369
"78334","Levis-Saint-Nom",30827.2174444
"78335","Limay",23632.1668879
"78337","Limetz-Villez",6095.66043545
"78343","Les Loges-en-Josas",107179.19559254
"78344","Lommoye",6065.18664479
"78346","Longnes",7929.78668103
"78349","Longvilliers",7127.21222029
"78350","Louveciennes",153576.9319344
"78354","Magnanville",20642.12717088
"78356","Magny-les-Hameaux",53671.49761343
"78358","Maisons-Laffitte",187766.68805037
"78361","Mantes-la-Jolie",21152.98852115
"78362","Mantes-la-Ville",22250.22702468
"78364","Marcq",15328.60654202
"78366","Mareil-le-Guyon",23069.80884436
"78367","Mareil-Marly",112163.95943639
"78368","Mareil-sur-Mauldre",23157.46502851
"78372","Marly-le-Roi",126572.29736792
"78380","Maule",20435.09601531
"78381","Maulette",2697.23222196
"78382","Maurecourt",83312.68745769
"78383","Maurepas",37661.26537067
"78384","Medan",57229.29339751
"78385","Menerville",12862.46749621
"78389","Mere",16701.2499236
"78391","Mericourt",14210.01535685
"78396","Le Mesnil-le-Roi",164533.07631781
"78397","Le Mesnil-Saint-Denis",39504.5688879
"78398","Les Mesnuls",18190.59170911
"78401","Meulan-en-Yvelines",37507.27790516
"78402","Mezieres-sur-Seine",24348.17422696
"78403","Mezy-sur-Seine",29893.90258095
"78404","Millemont",5884.67973608
"78406","Milon-la-Chapelle",46728.24829326
"78407","Mittainville",1489.05982568
"78410","Moisson",12146.79587095
"78413","Mondreville",4769.70928372
"78415","Montainville",19406.8059488
"78416","Montalet-le-Bois",19394.51225408
