"ID","NAMES","artisans_AsTheCowRolls_POT_10"
"78464","Orcemont",358.11393959
"78465","Orgerus",564.38065683
"78466","Orgeval",2941.12440905
"78470","Orphin",357.69159587
"78472","Orsonville",227.43792781
"78474","Orvilliers",630.45146826
"78475","Osmoy",499.21087271
"78478","Paray-Douaville",234.73933258
"78481","Le Pecq",9969.13709944
"78484","Perdreauville",1149.57083678
"78486","Le Perray-en-Yvelines",1441.33821668
"78490","Plaisir",2838.28183824
"78497","Poigny-la-Foret",446.82756889
"78498","Poissy",6280.96184638
"78499","Ponthevrard",581.85437936
"78501","Porcheville",2209.28471891
"78502","Le Port-Marly",12301.59103188
"78503","Port-Villez",275.50306267
"78505","Prunay-le-Temple",450.9641114
"78506","Prunay-en-Yvelines",177.94111595
"78513","La Queue-les-Yvelines",951.80184082
"78516","Raizeux",189.43888431
"78517","Rambouillet",1025.03817619
"78518","Rennemoulin",4661.20349001
"78520","Richebourg",636.04796839
"78522","Rochefort-en-Yvelines",1029.33326644
"78524","Rocquencourt",7316.48066863
"78528","Rolleboise",956.76059939
"78530","Rosay",1160.38094255
"78531","Rosny-sur-Seine",1383.097946
"78536","Sailly",1343.70539006
"78537","Saint-Arnoult-en-Yvelines",808.97884885
"78545","Saint-Cyr-l'Ecole",7757.72717823
"78548","Saint-Forget",1196.46350886
"78550","Saint-Germain-de-la-Grange",1792.1262653
"78551","Saint-Germain-en-Laye",10224.78639815
"78557","Saint-Hilarion",320.58524838
"78558","Saint-Illiers-la-Ville",239.47341738
"78559","Saint-Illiers-le-Bois",170.73606236
"78561","Saint-Lambert",1962.16434434
"78562","Saint-Leger-en-Yvelines",529.63017772
"78564","Saint-Martin-de-Brethencourt",329.05722307
"78565","Saint-Martin-des-Champs",425.1140207
"78567","Saint-Martin-la-Garenne",1072.78192881
"78569","Sainte-Mesme",564.20343623
"78571","Saint-Nom-la-Breteche",3483.73912394
"78575","Saint-Remy-les-Chevreuse",1965.55815536
"78576","Saint-Remy-l'Honore",1444.17281592
"78586","Sartrouville",15255.82982805
"78588","Saulx-Marchais",800.83884007
"78590","Senlisse",1117.06520014
"78591","Septeuil",777.73614889
"78597","Soindres",1612.68586697
"78601","Sonchamp",747.35453708
"78605","Tacoignieres",586.75036269
"78606","Le Tartre-Gaudran",203.00970081
"78608","Le Tertre-Saint-Denis",549.33004284
"78609","Tessancourt-sur-Aubette",2211.98665626
"78615","Thiverval-Grignon",1442.37545117
"78616","Thoiry",822.25462448
"78618","Tilly",235.95771275
"78620","Toussus-le-Noble",3586.55166412
"78621","Trappes",5170.78656659
"78623","Le Tremblay-sur-Mauldre",1746.02926439
"78624","Triel-sur-Seine",4595.05868682
"78638","Vaux-sur-Seine",3649.76725904
"78640","Velizy-Villacoublay",11976.62019127
"78642","Verneuil-sur-Seine",3143.76129413
"78643","Vernouillet",3546.934045
"78644","La Verriere",2388.00333519
"78646","Versailles",12097.33127754
"78647","Vert",1698.96127907
"78650","Le Vesinet",15072.06976702
"78653","Vicq",1114.52427767
"78655","Vieille-Eglise-en-Yvelines",884.88276104
"78668","La Villeneuve-en-Chevrie",393.41182513
"78672","Villennes-sur-Seine",4128.29703209
"78674","Villepreux",3840.35603214
"78677","Villette",1308.79310004
"78681","Villiers-le-Mahieu",571.41953616
"78683","Villiers-Saint-Frederic",2120.34232235
"78686","Viroflay",12509.40082086
"78688","Voisins-le-Bretonneux",4034.03054413
"91001","Abbeville-la-Riviere",372.22548374
"91016","Angerville",288.87244287
"91017","Angervilliers",1356.13573436
"91021","Arpajon",3571.40035355
"91022","Arrancourt",342.56964206
"91027","Athis-Mons",13177.50647285
"91035","Authon-la-Plaine",401.96361712
"91037","Auvernaux",2420.84264322
"91038","Auvers-Saint-Georges",980.70229372
"91041","Avrainville",2518.50806379
"91044","Ballainvilliers",6623.22574067
"91045","Ballancourt-sur-Essonne",1506.26953004
"91047","Baulne",1249.51840392
"91064","Bievres",10744.90983284
"91067","Blandy",24.99079443
"91069","Boigneville",213.02813685
"91075","Bois-Herpin",266.4142476
"91079","Boissy-la-Riviere",535.13779045
"91080","Boissy-le-Cutte",1060.42580584
"91081","Boissy-le-Sec",570.87610494
"91085","Boissy-sous-Saint-Yon",2130.44553494
"91086","Bondoufle",4396.77923456
"91093","Boullay-les-Troux",1323.28717177
"91095","Bouray-sur-Juine",1298.02424649
"91097","Boussy-Saint-Antoine",4410.18200201
"91098","Boutervilliers",533.90344836
"91099","Boutigny-sur-Essonne",927.89480905
"91100","Bouville",812.63926413
"91103","Bretigny-sur-Orge",4411.10565231
"91105","Breuillet",1831.88177895
"91106","Breux-Jouy",1528.59951153
"91109","Brieres-les-Scelles",805.92953532
"91111","Briis-sous-Forges",1816.79916423
"91112","Brouy",34.78956995
"91114","Brunoy",5600.13689751
"91115","Bruyeres-le-Chatel",2028.79695395
"91121","Buno-Bonnevaux",330.79195508
"91122","Bures-sur-Yvette",2987.15384389
"91129","Cerny",853.30365281
"91130","Chalo-Saint-Mars",257.90960691
"91131","Chalou-Moulineux",275.12378755
"91132","Chamarande",1246.88527284
"91135","Champcueil",751.25731371
"91136","Champlan",8140.96121485
"91137","Champmotteux",178.60643393
"91145","Chatignonville",325.8178523
"91148","Chauffour-les-Etrechy",1133.06757754
"91156","Cheptainville",1761.12530443
"91159","Chevannes",1490.2592012
"91161","Chilly-Mazarin",11709.26535723
"91174","Corbeil-Essonnes",5218.9988241
"91175","Corbreuse",494.15560922
"91179","Le Coudray-Montceaux",3847.71456514
"91180","Courances",1250.42068986
"91182","Courcouronnes",7513.96078766
"91184","Courdimanche-sur-Essonne",761.11944039
"91186","Courson-Monteloup",1478.4989983
"91191","Crosne",8615.47130033
"91195","Dannemois",1177.58461681
"91198","D'Huison-Longueville",873.40279236
"91200","Dourdan",927.28109666
"91201","Draveil",8001.32656465
"91204","Echarcon",2288.15857372
"91207","Egly",2529.78553959
"91215","Epinay-sous-Senart",4835.86018836
"91216","Epinay-sur-Orge",8074.76823576
"91222","Estouches",173.2025002
"91223","Etampes",883.33881929
"91225","Etiolles",4120.69809579
"91226","Etrechy",1353.49426185
"91228","Evry",6368.94676774
"91232","La Ferte-Alais",1196.67131689
"91235","Fleury-Merogis",6313.25649461
"91240","Fontaine-la-Riviere",518.31377506
"91243","Fontenay-les-Briis",2219.31339982
"91244","Fontenay-le-Vicomte",1794.51177894
"91247","La Foret-le-Roi",624.47640958
"91248","La Foret-Sainte-Croix",440.66928327
"91249","Forges-les-Bains",1150.67912625
"91272","Gif-sur-Yvette",2284.62194183
"91273","Gironville-sur-Essonne",450.93168632
"91274","Gometz-la-Ville",2578.06224174
"91275","Gometz-le-Chatel",2387.43776314
"91284","Les Granges-le-Roi",710.95218888
"91286","Grigny",6904.09978851
"91292","Guibeville",2381.38996564
"91293","Guigneville-sur-Essonne",1043.22320581
"91294","Guillerval",432.96790951
"91312","Igny",8556.78870284
"91315","Itteville",1230.37602415
"91318","Janville-sur-Juine",1009.92528681
"91319","Janvry",1885.92662857
"91326","Juvisy-sur-Orge",9929.37623142
"91330","Lardy",1101.69427438
"91332","Leudeville",1691.75673128
"91333","Leuville-sur-Orge",4349.41921952
"91338","Limours",1433.94868874
"91339","Linas",2701.36658191
"91340","Lisses",4394.14142532
"91345","Longjumeau",8917.93229726
"91347","Longpont-sur-Orge",5708.67599818
"91359","Maisse",656.07044575
"91363","Marcoussis",3733.70722187
"91374","Marolles-en-Beauce",391.63587119
"91376","Marolles-en-Hurepoix",2106.03199085
"91377","Massy",12359.37619066
"91378","Mauchamps",1554.06878086
"91386","Mennecy",2619.51798694
"91390","Mereville",302.18819222
"91393","Merobert",220.68311054
"91399","Mespuits",206.74484068
"91405","Milly-la-Foret",951.39667283
"91408","Moigny-sur-Ecole",838.47485439
"91411","Les Molieres",1626.2134539
"91412","Mondeville",853.5793503
"91414","Monnerville",453.53303958
"91421","Montgeron",8167.42626509
"91425","Montlhery",6191.37255843
"91432","Morangis",9456.66444898
"91433","Morigny-Champigny",889.95445509
"91434","Morsang-sur-Orge",9454.12442125
"91435","Morsang-sur-Seine",1781.96446487
"91441","Nainville-les-Roches",1316.72032492
"91457","La Norville",2918.17520992
"91458","Nozay",3851.70606803
"91461","Ollainville",2710.33243288
"91463","Oncy-sur-Ecole",705.01842407
"91468","Ormoy",2768.5655059
"91469","Ormoy-la-Riviere",614.49560216
"91471","Orsay",4497.36645355
"91473","Orveau",694.12410141
"91477","Palaiseau",4974.48514284
"91479","Paray-Vieille-Poste",12778.88071727
"91482","Pecqueuse",1297.639824
"91494","Le Plessis-Pate",4273.46155879
"91495","Plessis-Saint-Benoist",297.29206478
"91507","Prunay-sur-Essonne",329.61415597
"91508","Puiselet-le-Marais",370.48088947
"91511","Pussay",301.51640681
"91514","Quincy-sous-Senart",4368.40603083
"91519","Richarville",280.08063607
"91521","Ris-Orangis",7144.28916823
"91525","Roinville",884.79647755
"91526","Roinvilliers",173.74042158
"91533","Saclas",455.70309553
"91534","Saclay",5826.7497004
"91538","Saint-Aubin",3354.67001975
"91540","Saint-Cheron",1255.05790315
"91544","Saint-Cyr-la-Riviere",476.97230837
"91546","Saint-Cyr-sous-Dourdan",1145.88350087
"91547","Saint-Escobille",304.01028698
"91549","Sainte-Genevieve-des-Bois",7445.26287979
"91552","Saint-Germain-les-Arpajon",2921.53019818
"91553","Saint-Germain-les-Corbeil",5224.26613345
"91556","Saint-Hilaire",416.38897282
"91560","Saint-Jean-de-Beauregard",2297.07566664
"91568","Saint-Maurice-Montcouronne",1378.85107877
"91570","Saint-Michel-sur-Orge",6156.96560307
"91573","Saint-Pierre-du-Perray",3934.2838476
"91577","Saintry-sur-Seine",3150.07141205
"91578","Saint-Sulpice-de-Favieres",1297.69528712
"91579","Saint-Vrain",1486.13357214
"91581","Saint-Yon",2013.55988404
"91587","Saulx-les-Chartreux",7314.79134575
"91589","Savigny-sur-Orge",10927.69685381
"91593","Sermaise",624.42154088
"91599","Soisy-sur-Ecole",1239.14651092
"91600","Soisy-sur-Seine",5375.52911406
"91602","Souzy-la-Briche",1157.40517035
"91613","Congerville-Thionville",212.8033641
"91617","Tigery",5180.51147165
"91619","Torfou",1252.17786834
"91629","Valpuiseaux",382.0652969
"91630","Le Val-Saint-Germain",1190.58651746
"91631","Varennes-Jarcy",2930.39750835
"91634","Vaugrigneuse",1441.13725681
"91635","Vauhallan",6691.4712448
"91639","Vayres-sur-Essonne",881.3167134
"91645","Verrieres-le-Buisson",11351.79402173
"91648","Vert-le-Grand",2039.98275153
"91649","Vert-le-Petit",1480.89490818
"91654","Videlles",1039.3550274
"91657","Vigneux-sur-Seine",9297.4025491
"91659","Villabe",3272.27882648
"91661","Villebon-sur-Yvette",4021.46500225
"91662","Villeconin",1097.9673646
"91665","La Ville-du-Bois",6196.24887722
"91666","Villejust",4783.62089158
"91667","Villemoisson-sur-Orge",8354.03812829
"91671","Villeneuve-sur-Auvers",885.88620922
"91679","Villiers-le-Bacle",3772.00192337
"91685","Villiers-sur-Orge",5801.04104239
"91687","Viry-Chatillon",7170.12452033
"91689","Wissous",10990.29712758
"91691","Yerres",7183.57144135
"91692","Les Ulis",3097.5405297
"92002","Antony",13195.26862975
"92004","Asnieres-sur-Seine",56736.77422416
"92007","Bagneux",33777.41544015
"92009","Bois-Colombes",36295.22768924
"92012","Boulogne-Billancourt",47117.70810574
"92014","Bourg-la-Reine",26415.45321124
"92019","Chatenay-Malabry",16902.26968747
"92020","Chatillon",36692.39883598
"92022","Chaville",18396.45790622
"92023","Clamart",29769.14613968
"92024","Clichy",63682.18269087
"92025","Colombes",39194.36137565
"92026","Courbevoie",53387.41390719
"92032","Fontenay-aux-Roses",28440.06137425
"92033","Garches",18631.3881417
"92035","La Garenne-Colombes",45133.82230079
"92036","Gennevilliers",51428.21854258
"92040","Issy-les-Moulineaux",46782.283348
"92044","Levallois-Perret",59128.67661976
"92046","Malakoff",48476.43787075
"92047","Marnes-la-Coquette",19041.28117138
"92048","Meudon",31482.92703475
"92049","Montrouge",50505.8469269
"92050","Nanterre",32113.70330593
"92051","Neuilly-sur-Seine",57599.71494651
"92060","Le Plessis-Robinson",20768.02309633
"92062","Puteaux",43805.89623957
"92063","Rueil-Malmaison",21790.97990095
"92064","Saint-Cloud",29665.07610694
"92071","Sceaux",19282.40023936
"92072","Sevres",32180.59166501
"92073","Suresnes",41865.16319347
"92075","Vanves",49488.80281151
"92076","Vaucresson",18885.0757655
"92077","Ville-d'Avray",17525.54396112
"92078","Villeneuve-la-Garenne",50863.17145018
"93001","Aubervilliers",56609.11905339
"93005","Aulnay-sous-Bois",21500.6576082
"93006","Bagnolet",54689.82868465
"93007","Le Blanc-Mesnil",26318.8648604
"93008","Bobigny",45760.21438941
"93010","Bondy",37045.47770307
"93013","Le Bourget",38572.38421183
"93014","Clichy-sous-Bois",16668.75636513
"93015","Coubron",11014.52047461
"93027","La Courneuve",48956.9500582
"93029","Drancy",36666.00253962
"93030","Dugny",27269.40650273
"93031","Epinay-sur-Seine",34803.42788565
"93032","Gagny",20366.9401193
"93033","Gournay-sur-Marne",13822.8225058
"93039","L'Ile-Saint-Denis",51769.44235223
"93045","Les Lilas",59739.83659781
"93046","Livry-Gargan",22920.06759924
"93047","Montfermeil",15216.62820206
"93048","Montreuil",46991.85198884
"93049","Neuilly-Plaisance",26538.39074526
"93050","Neuilly-sur-Marne",20058.42007077
"93051","Noisy-le-Grand",19535.58703602
"93053","Noisy-le-Sec",41099.83606662
"93055","Pantin",64334.63054035
"93057","Les Pavillons-sous-Bois",31247.24802171
"93059","Pierrefitte-sur-Seine",26037.45652862
"93061","Le Pre-Saint-Gervais",61654.64750305
"93062","Le Raincy",27704.8485572
"93063","Romainville",51041.16841272
"93064","Rosny-sous-Bois",40164.064068
"93066","Saint-Denis",47502.02321789
"93070","Saint-Ouen",65705.99554943
"93071","Sevran",14529.76838244
"93072","Stains",31909.18232895
"93073","Tremblay-en-France",5852.38276664
"93074","Vaujours",13932.686101
"93077","Villemomble",34144.51842752
"93078","Villepinte",9611.55797018
"93079","Villetaneuse",26923.09274152
"94001","Ablon-sur-Seine",12511.42677402
"94002","Alfortville",26271.42277978
"94003","Arcueil",41713.58715414
"94004","Boissy-Saint-Leger",13164.38333797
"94011","Bonneuil-sur-Marne",17095.57160367
"94015","Bry-sur-Marne",22885.27200241
"94016","Cachan",37543.11257639
"94017","Champigny-sur-Marne",23150.51198354
"94018","Charenton-le-Pont",44665.45885027
"94019","Chennevieres-sur-Marne",12816.69318112
"94021","Chevilly-Larue",26712.45081298
"94022","Choisy-le-Roi",24285.83393011
"94028","Creteil",26348.80135892
"94033","Fontenay-sous-Bois",36319.55284876
"94034","Fresnes",21425.52115303
"94037","Gentilly",52246.27787818
"94038","L'Hay-les-Roses",26185.74392198
"94041","Ivry-sur-Seine",46033.89985113
"94042","Joinville-le-Pont",38600.59013729
"94043","Le Kremlin-Bicetre",52698.17801474
"94044","Limeil-Brevannes",12532.33914961
"94046","Maisons-Alfort",39023.78711415
"94047","Mandres-les-Roses",4581.94925471
"94048","Marolles-en-Brie",4379.58898261
"94052","Nogent-sur-Marne",35701.57015568
"94053","Noiseau",10141.58683548
"94054","Orly",14558.70093298
"94055","Ormesson-sur-Marne",10760.56756112
"94056","Perigny",3614.58805454
"94058","Le Perreux-sur-Marne",28674.30090423
"94059","Le Plessis-Trevise",11292.58925434
"94060","La Queue-en-Brie",9647.98867461
"94065","Rungis",18135.73344617
"94067","Saint-Mande",61942.90881804
"94068","Saint-Maur-des-Fosses",23076.34112129
"94069","Saint-Maurice",21108.89276539
"94070","Santeny",2965.43482343
"94071","Sucy-en-Brie",12195.14895545
"94073","Thiais",24823.23285486
"94074","Valenton",13428.7778238
"94075","Villecresnes",6702.89765018
"94076","Villejuif",38066.99795406
"94077","Villeneuve-le-Roi",14560.95504692
"94078","Villeneuve-Saint-Georges",13524.9037326
"94079","Villiers-sur-Marne",22512.06753243
"94080","Vincennes",49955.47030861
"94081","Vitry-sur-Seine",30999.6253622
"95002","Ableiges",1973.34879276
"95008","Aincourt",696.88628753
"95011","Ambleville",218.4410888
"95012","Amenucourt",199.88244259
"95014","Andilly",9453.80537985
"95018","Argenteuil",30240.19707783
"95019","Arnouville",15166.74528549
"95023","Arronville",359.34786421
"95024","Arthies",535.64957186
"95026","Asnieres-sur-Oise",1113.65815393
"95028","Attainville",4971.47243755
"95039","Auvers-sur-Oise",4679.13308738
"95040","Avernes",886.28058356
"95042","Baillet-en-France",4576.13769795
"95046","Banthelu",346.25365792
"95051","Beauchamp",8992.34521223
"95052","Beaumont-sur-Oise",1899.53108474
"95054","Le Bellay-en-Vexin",367.96355902
"95055","Bellefontaine",911.66936573
"95056","Belloy-en-France",2124.49658366
"95058","Bernes-sur-Oise",1171.74546885
"95059","Berville",130.88852501
"95060","Bessancourt",7537.39206904
"95061","Bethemont-la-Foret",3669.80641923
"95063","Bezons",28650.30344937
"95074","Boisemont",3385.07919297
"95078","Boissy-l'Aillerie",2822.78874627
"95088","Bonneuil-en-France",15907.43787456
"95091","Bouffemont",4357.67578231
"95094","Bouqueval",4632.17655107
"95101","Bray-et-Lu",196.35650673
"95102","Breancon",680.78193799
"95110","Brignancourt",424.39722318
"95116","Bruyeres-sur-Oise",614.90534013
"95119","Buhy",179.01240391
"95120","Butry-sur-Oise",3415.367192
"95127","Cergy",4627.25874839
"95134","Champagne-sur-Oise",1751.96462794
"95139","La Chapelle-en-Vexin",279.6384745
"95141","Charmont",416.73188252
"95142","Chars",353.58529502
"95144","Chatenay-en-France",1100.34096894
"95149","Chaumontel",819.99528354
"95150","Chaussy",199.06411053
"95151","Chauvry",4953.07860142
"95154","Chennevieres-les-Louvres",4038.7333043
"95157","Cherence",224.11388444
"95166","Clery-en-Vexin",552.17731452
"95169","Commeny",707.83159435
"95170","Condecourt",2118.06381794
"95176","Cormeilles-en-Parisis",14095.08842177
"95177","Cormeilles-en-Vexin",1565.65798106
"95181","Courcelles-sur-Viosne",2790.89353196
"95183","Courdimanche",3522.06935718
"95197","Deuil-la-Barre",19251.11949062
"95199","Domont",5969.22287775
"95203","Eaubonne",14884.9359869
"95205","Ecouen",7767.10783469
"95210","Enghien-les-Bains",26326.01749797
"95211","Ennery",3561.0401801
"95212","Epiais-les-Louvres",943.78087374
"95213","Epiais-Rhus",1164.06285512
"95214","Epinay-Champlatreux",1692.14624343
"95218","Eragny",6576.96203254
"95219","Ermont",15493.8541708
"95229","Ezanville",7993.65996226
"95241","Fontenay-en-Parisis",3037.27187425
"95250","Fosses",750.8819832
"95252","Franconville",15395.70710621
"95253","Fremainville",867.50142167
"95254","Fremecourt",910.50379621
"95256","Frepillon",7548.47588698
"95257","La Frette-sur-Seine",11621.0468501
"95258","Frouville",556.21564366
"95259","Gadancourt",372.37294592
"95268","Garges-les-Gonesse",17831.26220244
"95270","Genainville",230.65404105
"95271","Genicourt",3387.87796223
"95277","Gonesse",12834.68535791
"95280","Goussainville",2263.1827029
"95282","Gouzangrez",774.32538188
"95287","Grisy-les-Platres",1114.37490495
"95288","Groslay",14594.70643602
"95295","Guiry-en-Vexin",461.11734644
"95298","Haravilliers",237.28290538
"95301","Haute-Isle",364.30709911
"95303","Le Heaulme",261.5048241
"95304","Hedouville",496.49948882
"95306","Herblay",8776.66215572
"95308","Herouville",3177.03237873
"95309","Hodent",377.22173272
"95313","L'Isle-Adam",2308.8572341
"95316","Jagny-sous-Bois",1196.36682733
"95323","Jouy-le-Moutier",4064.88759534
"95328","Labbeville",1112.27472772
"95331","Lassy",996.05063432
"95341","Livilliers",2856.75674088
"95348","Longuesse",1484.99782356
"95351","Louvres",2126.71848843
"95352","Luzarches",1315.29394383
"95353","Maffliers",4414.70280324
"95355","Magny-en-Vexin",441.35957099
"95365","Mareil-en-France",1935.65016396
"95369","Margency",12757.32002751
"95370","Marines",613.20778417
"95371","Marly-la-Ville",819.13899789
"95379","Maudetour-en-Vexin",224.6733675
"95387","Menouville",967.0314126
"95388","Menucourt",2874.51863324
"95392","Meriel",4248.51690215
"95394","Mery-sur-Oise",5741.09530376
"95395","Le Mesnil-Aubry",3551.95739806
"95409","Moisselles",6591.44102314
"95422","Montgeroult",2380.72932684
"95424","Montigny-les-Cormeilles",14854.39273584
"95426","Montlignon",10220.08047134
"95427","Montmagny",21276.39310153
"95428","Montmorency",13420.20415941
"95429","Montreuil-sur-Epte",119.92423892
"95430","Montsoult",4683.8217454
"95436","Mours",2269.6616328
"95438","Moussy",457.72451247
"95445","Nerville-la-Foret",2341.49223275
"95446","Nesles-la-Vallee",2120.19529407
"95447","Neuilly-en-Vexin",322.86839496
"95450","Neuville-sur-Oise",4847.57346171
"95452","Nointel",1351.05531753
"95456","Noisy-sur-Oise",1018.01547029
"95459","Nucourt",282.51511774
"95462","Omerville",227.86974552
"95476","Osny",3230.9460311
"95480","Parmain",2292.1993023
"95483","Le Perchay",804.53372183
"95487","Persan",1819.63044581
"95488","Pierrelaye",5828.96062647
"95489","Piscop",9501.39661883
"95491","Le Plessis-Bouchard",12153.25537489
"95492","Le Plessis-Gassot",4134.91889149
"95493","Le Plessis-Luzarches",810.63236158
"95500","Pontoise",5972.42354087
"95504","Presles",1727.11125887
"95509","Puiseux-en-France",1052.23921454
"95510","Puiseux-Pontoise",4050.32877153
"95523","La Roche-Guyon",286.4067745
"95527","Roissy-en-France",4664.82216268
"95529","Ronquerolles",575.88382494
"95535","Sagy",2349.82795342
"95539","Saint-Brice-sous-Foret",13684.63449504
"95541","Saint-Clair-sur-Epte",162.15230474
"95543","Saint-Cyr-en-Arthies",648.28423032
"95554","Saint-Gervais",282.71503856
"95555","Saint-Gratien",26057.50806283
"95563","Saint-Leu-la-Foret",9631.99029559
"95566","Saint-Martin-du-Tertre",870.76105022
"95572","Saint-Ouen-l'Aumone",6073.80519202
"95574","Saint-Prix",6173.29009879
"95580","Saint-Witz",1018.15006267
"95582","Sannois",21047.43311264
"95584","Santeuil",612.26366442
"95585","Sarcelles",14964.34904412
"95592","Seraincourt",1660.9866993
"95594","Seugy",980.11084771
"95598","Soisy-sous-Montmorency",16284.91984814
"95604","Survilliers",755.38210855
"95607","Taverny",7369.33307396
"95610","Themericourt",1211.88852897
"95611","Theuville",280.4567548
"95612","Le Thillay",6162.84750118
"95625","Us",1161.81277003
"95627","Vallangoujard",1781.33627696
"95628","Valmondois",2541.32192195
"95633","Vaudherland",7017.15195665
"95637","Vaureal",3756.14470998
"95641","Vemars",739.59902628
"95651","Vetheuil",699.54434565
"95652","Viarmes",1206.49869917
"95656","Vienne-en-Arthies",407.85701694
"95658","Vigny",1806.4783154
"95660","Villaines-sous-Bois",3524.89508186
"95675","Villeron",929.05120489
"95676","Villers-en-Arthies",324.53222434
"95678","Villiers-Adam",4349.70160785
"95680","Villiers-le-Bel",8687.02519594
"95682","Villiers-le-Sec",3234.51036266
"95690","Wy-dit-Joli-Village",333.05622759
