"ID","NAMES","intermediaires_AsTheCrowFlies_ACC_0.005"
"77059","Bussy-Saint-Martin",2905.24919366114
"77060","Buthiers",16769.4676894463
"77061","Cannes-Ecluse",12799.9196531057
"77062","Carnetin",3928.24660735277
"77063","La Celle-sur-Morin",9621.16491517334
"77065","Cely",8264.49990672987
"77066","Cerneux",20429.8372667288
"77067","Cesson",3482.78948126479
"77068","Cessoy-en-Montois",15786.6044580463
"77069","Chailly-en-Biere",6667.05703024501
"77070","Chailly-en-Brie",12189.6472403012
"77071","Chaintreaux",17502.0535855083
"77072","Chalautre-la-Grande",26718.2084720515
"77073","Chalautre-la-Petite",21394.1426200713
"77075","Chalifert",4280.71087599137
"77076","Chalmaison",19497.0486100775
"77077","Chambry",6186.4534186753
"77078","Chamigny",12984.0777154815
"77079","Champagne-sur-Seine",7350.51410442364
"77080","Champcenest",18368.3009924436
"77081","Champdeuil",7832.50645396852
"77082","Champeaux",9384.37887048097
"77083","Champs-sur-Marne",1321.64819652505
"77084","Changis-sur-Marne",8579.04384940464
"77085","Chanteloup-en-Brie",3161.17101616962
"77086","La Chapelle-Gauthier",10412.2685415586
"77087","La Chapelle-Iger",13180.0589070155
"77088","La Chapelle-la-Reine",13218.9994954157
"77089","La Chapelle-Rablais",12394.9574507775
"77090","La Chapelle-Saint-Sulpice",16813.0970825281
"77091","Les Chapelles-Bourbon",8497.09980037605
"77093","La Chapelle-Moutils",21452.2165657189
"77094","Charmentray",6288.98031583766
"77095","Charny",6899.00856781674
"77096","Chartrettes",5874.29765336099
"77097","Chartronges",16871.9507362966
"77098","Chateaubleau",15574.5744895812
"77099","Chateau-Landon",20854.5890951647
"77100","Le Chatelet-en-Brie",8444.44465661092
"77101","Chatenay-sur-Seine",15237.7602701562
"77102","Chatenoy",15819.4407156717
"77103","Chatillon-la-Borde",9403.76473567224
"77104","Chatres",8598.66803140447
"77106","Chauffry",12667.5439886315
"77107","Chaumes-en-Brie",10136.6615675347
"77108","Chelles",219.419978288506
"77109","Chenoise",16832.0182306519
"77110","Chenou",20086.4781260367
"77111","Chessy",3626.75691038696
"77112","Chevrainvilliers",15505.8495574069
"77113","Chevru",15274.8073134497
"77114","Chevry-Cossigny",5446.77334028451
"77115","Chevry-en-Sereine",16746.710585316
"77116","Choisy-en-Brie",15041.8438701023
"77117","Citry",16322.4621345833
"77118","Claye-Souilly",4754.94483471567
"77119","Clos-Fontaine",14067.6291419835
"77120","Cocherel",12917.694887133
"77121","Collegien",3168.75603822977
"77122","Combs-la-Ville",3507.86878051125
"77123","Compans",5397.33102030317
"77124","Conches-sur-Gondoire",2909.13678335587
"77125","Conde-Sainte-Libiaire",5038.36963648544
"77126","Congis-sur-Therouanne",8649.39010564357
"77127","Coubert",7213.80389066383
"77128","Couilly-Pont-aux-Dames",5367.83139902339
"77129","Coulombs-en-Valois",16916.7548821583
"77130","Coulommes",6529.47282450255
"77131","Coulommiers",10887.590977621
"77132","Coupvray",4160.14499508295
"77133","Courcelles-en-Bassee",14066.5844884427
"77134","Courchamp",19112.5132637213
"77135","Courpalay",12616.6918730484
"77136","Courquetaine",7902.80558123489
"77137","Courtacon",18428.6326284755
"77138","Courtomer",11137.8423057947
"77139","Courtry",2781.39873293252
"77140","Coutencon",12689.6953360448
"77141","Coutevroult",5387.92165740308
"77142","Crecy-la-Chapelle",7658.37996105752
"77143","Cregy-les-Meaux",4877.35468345592
"77144","Crevecoeur-en-Brie",9716.20870749733
"77145","Crisenoy",7842.26723621654
"77146","Croissy-Beaubourg",3059.33579920928
"77147","La Croix-en-Brie",15095.5592458324
"77148","Crouy-sur-Ourcq",15939.9910336006
"77149","Cucharmoy",16757.8446252188
"77150","Cuisy",8043.96041876583
"77151","Dagny",15058.4165443099
"77152","Dammarie-les-Lys",3808.0308539625
"77153","Dammartin-en-Goele",7680.60319205249
"77154","Dammartin-sur-Tigeaux",8195.07650560215
"77155","Dampmart",3974.47965527629
"77156","Darvault",11710.1417340112
"77157","Dhuisy",15885.1405401658
"77158","Diant",16004.0627396099
"77159","Donnemarie-Dontilly",15358.8701505285
"77161","Dormelles",11406.8862865488
"77162","Doue",11895.2615759882
"77163","Douy-la-Ramee",10345.6803262889
"77164","Echouboulains",10897.3203310228
"77165","Les Ecrennes",10348.3859194705
"77166","Ecuelles",8755.61453426144
"77167","Egligny",15761.6544575432
"77168","Egreville",19220.0065673605
"77169","Emerainville",2615.36307815331
"77170","Episy",9353.75969595044
"77171","Esbly",4942.88412652741
"77172","Esmans",12606.4980180977
"77173","Etrepilly",9514.17538631675
"77174","Everly",20251.6355237511
"77175","Evry-Gregy-sur-Yerre",5294.92778278688
"77176","Faremoutiers",10386.7863066355
"77177","Favieres",5910.03893152549
"77178","Fay-les-Nemours",15357.3144503463
"77179","Fericy",8056.09111022803
"77180","Ferolles-Attilly",4645.65804033595
"77181","Ferrieres-en-Brie",3302.50485654436
"77182","La Ferte-Gaucher",17955.3165893121
"77183","La Ferte-sous-Jouarre",11669.7263441295
"77184","Flagy",12261.8952718368
"77185","Fleury-en-Biere",8758.25198000779
"77186","Fontainebleau",8182.00716330414
"77187","Fontaine-Fourches",27296.0373677717
"77188","Fontaine-le-Port",7386.57743020115
"77190","Fontains",13511.4739053937
"77191","Fontenailles",11954.4847567298
"77192","Fontenay-Tresigny",10069.4271948617
"77193","Forfry",9637.00077504983
"77194","Forges",10816.6227616335
"77195","Fouju",8066.27776458104
"77196","Fresnes-sur-Marne",5832.70024121285
"77197","Fretoy",15949.6657263054
"77198","Fromont",17433.1597144888
"77199","Fublaines",5147.3864653274
"77200","Garentreville",17234.0613465282
"77201","Gastins",14005.5178691087
"77202","La Genevraye",9884.98903062106
"77203","Germigny-l'Eveque",6628.59222830909
"77204","Germigny-sous-Coulombs",17342.3742241001
"77205","Gesvres-le-Chapitre",8598.32543485659
"77206","Giremoutiers",9376.38516581965
"77207","Gironville",22307.3787776529
"77208","Gouaix",21333.5770730232
"77209","Gouvernes",2908.38528506667
"77210","La Grande-Paroisse",9245.01993722858
"77211","Grandpuits-Bailly-Carrois",13324.1021864004
"77212","Gravon",16834.5919034469
"77214","Gressy",4957.30301774453
"77215","Gretz-Armainvilliers",5545.9221911177
"77216","Grez-sur-Loing",11025.6562114622
"77217","Grisy-Suisnes",6199.76876402251
"77218","Grisy-sur-Seine",23015.95294719
"77219","Guerard",8736.70175932709
"77220","Guercheville",15846.7161080918
"77221","Guermantes",2906.94629882682
"77222","Guignes",9410.83874035787
"77223","Gurcy-le-Chatel",14600.8084475605
"77224","Hautefeuille",10258.7593198082
"77225","La Haute-Maison",8597.88830807539
"77226","Hericy",7398.91414689028
"77227","Herme",23326.9097756425
"77228","Hondevilliers",18134.8386934771
"77229","La Houssaye-en-Brie",8883.48555862949
"77230","Ichy",19257.2459046287
"77231","Isles-les-Meldeuses",8962.85332847633
"77232","Isles-les-Villenoy",5171.04027293954
"77233","Iverny",7554.65392525302
"77234","Jablines",5073.86641957607
"77235","Jaignes",10598.2957067518
"77236","Jaulnes",21820.3525913498
"77237","Jossigny",4053.49723396305
"77238","Jouarre",10647.4705460851
"77239","Jouy-le-Chatel",15385.6372961273
"77240","Jouy-sur-Morin",16504.2583574343
"77241","Juilly",7310.88237699297
"77242","Jutigny",18311.2548408148
"77243","Lagny-sur-Marne",2941.65422705555
"77244","Larchant",13746.7712399894
"77245","Laval-en-Brie",11890.3909317283
"77246","Lechelle",23816.4799132043
"77247","Lescherolles",20179.0870968537
"77248","Lesches",5285.01289293151
"77249","Lesigny",3760.6183701184
"77250","Leudon-en-Brie",17401.2644669479
"77251","Lieusaint",3487.05146564452
"77252","Limoges-Fourches",6096.42823374368
"77253","Lissy",6882.09402441322
"77254","Liverdy-en-Brie",8158.40414239463
"77255","Livry-sur-Seine",4585.38056262034
"77256","Lizines",16410.212280794
"77257","Lizy-sur-Ourcq",11020.6909892518
"77258","Lognes",2555.43558111982
"77259","Longperrier",7150.85590046123
"77260","Longueville",18579.7950734547
"77261","Lorrez-le-Bocage-Preaux",15473.8260836234
"77262","Louan-Villegruis-Fontaine",27707.9043051387
"77263","Luisetaines",17313.6221445502
"77264","Lumigny-Nesles-Ormeaux",11193.013091565
"77265","Luzancy",14193.3241235871
"77266","Machault",8550.04563491681
"77267","La Madeleine-sur-Loing",16383.5581157893
"77268","Magny-le-Hongre",4304.22330669728
"77269","Maincy",4901.4719014809
"77270","Maisoncelles-en-Brie",8680.79263727275
"77271","Maisoncelles-en-Gatinais",19193.7593834649
"77272","Maison-Rouge",16191.4600640341
"77273","Marchemoret",8649.07697773251
"77274","Marcilly",8704.67778379426
"77275","Les Marets",19680.4882416224
"77276","Mareuil-les-Meaux",4629.93119557246
"77277","Marles-en-Brie",10105.106737491
"77278","Marolles-en-Brie",13266.3755870949
"77279","Marolles-sur-Seine",13819.4217676048
"77280","Mary-sur-Marne",10365.5863081557
"77281","Mauperthuis",11058.1898656861
"77282","Mauregard",5457.61592283612
"77283","May-en-Multien",13359.8007991661
"77284","Meaux",3562.60927412643
"77285","Le Mee-sur-Seine",2865.2211722458
"77286","Meigneux",15085.6239727048
"77287","Meilleray",23007.4907447307
"77288","Melun",2814.22213533823
"77289","Melz-sur-Seine",25326.0092772533
"77290","Mery-sur-Marne",15089.5424613021
"77291","Le Mesnil-Amelot",5323.41014633007
"77292","Messy",5870.75740636087
"77293","Misy-sur-Yonne",16457.7824126415
"77294","Mitry-Mory",3767.40682311017
"77295","Moisenay",6725.99833568513
"77296","Moissy-Cramayel",3882.00045687727
"77297","Mondreville",21944.2312901876
"77298","Mons-en-Montois",15792.5647891453
"77299","Montarlot",9329.37905952266
"77300","Montceaux-les-Meaux",7481.86027340623
"77301","Montceaux-les-Provins",24742.2179592566
"77302","Montcourt-Fromonville",10840.4987813421
"77303","Montdauphin",23173.1537218639
"77304","Montenils",26021.9287392501
"77305","Montereau-Fault-Yonne",11273.0177832945
"77306","Montereau-sur-le-Jard",5566.26499198121
"77307","Montevrain",3322.44711617793
"77308","Montge-en-Goele",7961.8836636052
"77309","Monthyon",7489.16194940407
"77310","Montigny-le-Guesdier",21701.9355627438
"77311","Montigny-Lencoup",13853.5900823325
"77312","Montigny-sur-Loing",8864.93632800975
"77313","Montmachoux",14272.4926872731
"77314","Montolivet",23678.0790357377
"77315","Montry",4628.15106475876
"77316","Moret-sur-Loing",8288.61561404101
"77317","Mormant",11105.4485684889
"77318","Mortcerf",8915.73642473877
"77319","Mortery",18423.8555395234
"77320","Mouroux",10101.4250366959
"77321","Mousseaux-les-Bray",20421.9217850529
"77322","Moussy-le-Neuf",6954.07577972526
"77323","Moussy-le-Vieux",6435.93125829883
"77325","Mouy-sur-Seine",20116.21968992
"77326","Nandy",3413.02249237879
"77327","Nangis",13880.8493911792
"77328","Nanteau-sur-Essonne",15536.6863762016
"77329","Nanteau-sur-Lunain",13071.2887571536
"77330","Nanteuil-les-Meaux",4502.00230657422
"77331","Nanteuil-sur-Marne",15954.5215089444
"77332","Nantouillet",6743.10532272452
"77333","Nemours",12806.6840516657
"77335","Chauconin-Neufmontiers",5935.27903567553
"77336","Neufmoutiers-en-Brie",7661.5539038358
"77337","Noisiel",1828.54122668867
"77338","Noisy-Rudignon",11592.9199344212
"77339","Noisy-sur-Ecole",12007.7352472606
"77340","Nonville",11044.2082565102
"77341","Noyen-sur-Seine",23828.5871700307
"77342","Obsonville",18023.7369204513
"77343","Ocquerre",12119.7229397698
"77344","Oissery",10394.8334976264
"77345","Orly-sur-Morin",14171.0865277775
"77347","Les Ormes-sur-Voulzie",18672.1585619382
"77348","Ormesson",14597.9606157399
"77349","Othis",8196.38472765326
"77350","Ozoir-la-Ferriere",3931.836732783
"77352","Ozouer-le-Voulgis",8636.11675397665
"77353","Paley",14471.1182261759
"77354","Pamfou",9593.7954818123
"77355","Paroy",17613.5123990238
"77356","Passy-sur-Seine",24581.0863793619
"77357","Pecy",14723.5932146241
"77358","Penchard",6088.2791669973
"77359","Perthes",7096.56321304419
"77360","Pezarches",11109.5131138878
"77361","Pierre-Levee",9073.75201094438
"77363","Le Pin",3161.6596986647
"77364","Le Plessis-aux-Bois",7743.56423411333
"77365","Le Plessis-Feu-Aussoux",12755.89079366
"77366","Le Plessis-l'Eveque",7753.43183817346
"77367","Le Plessis-Placy",11316.2943412613
"77368","Poigny",19814.432887487
"77369","Poincy",4723.55572620592
"77370","Poligny",14056.491504469
"77371","Pommeuse",9580.20596723519
"77372","Pomponne",3234.49495098467
"77373","Pontault-Combault",2571.57402802414
"77374","Pontcarre",4039.02784331943
"77376","Precy-sur-Marne",5739.15309468875
"77377","Presles-en-Brie",6934.19077339705
"77378","Pringy",5355.8558261867
"77379","Provins",20028.2851633354
"77380","Puisieux",10891.0724181422
"77381","Quiers",12958.7009532804
"77382","Quincy-Voisins",5323.50445786344
"77383","Rampillon",14926.3160690879
"77384","Reau",4499.5325095199
"77385","Rebais",14116.258817097
"77386","Recloses",10670.2845310126
"77387","Remauville",15402.3018977389
"77388","Reuil-en-Brie",12998.2352742953
"77389","La Rochette",4109.24626280967
"77390","Roissy-en-Brie",3108.8955414572
"77391","Rouilly",19732.0152802563
"77392","Rouvres",8450.36015993613
"77393","Rozay-en-Brie",12195.496533578
"77394","Rubelles",4296.92622096263
"77395","Rumont",16799.2271856496
"77396","Rupereux",20391.4626950079
"77397","Saacy-sur-Marne",14925.0038425554
"77398","Sablonnieres",16955.5192120386
"77399","Saint-Ange-le-Viel",13778.1572655252
"77400","Saint-Augustin",10478.090294875
"77401","Sainte-Aulde",14905.3705035655
"77402","Saint-Barthelemy",20464.2076461741
"77403","Saint-Brice",21577.849604794
"77404","Sainte-Colombe",19198.6854898979
"77405","Saint-Cyr-sur-Morin",12532.365198678
"77406","Saint-Denis-les-Rebais",12911.2238125062
"77407","Saint-Fargeau-Ponthierry",5066.03793618497
"77408","Saint-Fiacre",6228.78358378806
"77409","Saint-Germain-Laval",12311.3332971021
"77410","Saint-Germain-Laxis",6141.41099732598
"77411","Saint-Germain-sous-Doue",11175.3334489723
"77412","Saint-Germain-sur-Ecole",7818.49165140956
"77413","Saint-Germain-sur-Morin",4912.46514614588
"77414","Saint-Hilliers",18329.7740829224
"77415","Saint-Jean-les-Deux-Jumeaux",8566.54958095894
"77416","Saint-Just-en-Brie",15692.1961876836
"77417","Saint-Leger",15865.4096389386
"77418","Saint-Loup-de-Naud",17852.5489679202
"77419","Saint-Mammes",7778.37685573951
"77420","Saint-Mard",7559.23768487213
"77421","Saint-Mars-Vieux-Maisons",19093.2992264568
"77423","Saint-Martin-des-Champs",19240.3443513881
"77424","Saint-Martin-du-Boschet",23747.7041400876
"77425","Saint-Martin-en-Biere",8837.63223315824
"77426","Saint-Mery",10039.9947488679
"77427","Saint-Mesmes",6709.12161097638
"77428","Saint-Ouen-en-Brie",12040.2952626273
"77429","Saint-Ouen-sur-Morin",13307.3573719882
"77430","Saint-Pathus",10261.3933496076
"77431","Saint-Pierre-les-Nemours",13161.8918798415
"77432","Saint-Remy-la-Vanne",15017.7080762666
"77433","Saints",11552.2483048998
"77434","Saint-Sauveur-les-Bray",18330.4827282879
"77435","Saint-Sauveur-sur-Ecole",6240.8572194131
"77436","Saint-Simeon",13383.8578622709
"77437","Saint-Soupplets",8611.34623805553
"77438","Saint-Thibault-des-Vignes",2792.08431188591
"77439","Salins",12976.122237778
"77440","Sammeron",10050.7480195921
"77441","Samois-sur-Seine",6994.86007809036
"77442","Samoreau",6852.04213913606
"77443","Sancy",7771.58500270194
"77444","Sancy-les-Provins",22352.2161261022
"77445","Savigny-le-Temple",3238.23121910339
"77446","Savins",17560.5125063295
"77447","Seine-Port",4105.29177518053
"77448","Sept-Sorts",10812.566870689
"77449","Serris",4079.25399365442
"77450","Servon",4003.40419087301
"77451","Signy-Signets",9600.43562055183
"77452","Sigy",16480.4447327626
"77453","Sivry-Courtry",6842.83803242358
"77454","Sognolles-en-Montois",16092.2082961184
"77455","Soignolles-en-Brie",7539.15395826583
"77456","Soisy-Bouy",20999.1290970139
"77457","Solers",7829.79324753176
"77458","Souppes-sur-Loing",17575.790062806
"77459","Sourdun",23244.1132424652
"77460","Tancrou",11321.1341143587
"77461","Thenisy",16774.9076281648
"77462","Thieux",6040.42697308313
"77463","Thomery",6909.46161844922
"77464","Thorigny-sur-Marne",3486.92450127775
"77465","Thoury-Ferottes",13481.7724148185
"77466","Tigeaux",7684.28068577314
"77467","La Tombe",15827.9792895172
"77468","Torcy",2478.97785342613
"77469","Touquin",12037.7738144602
"77470","Tournan-en-Brie",7396.66743439796
"77471","Tousson",14057.6456253021
"77472","La Tretoire",14802.5934446615
"77473","Treuzy-Levelay",11886.0727985331
"77474","Trilbardou",6000.40629426676
"77475","Trilport",6245.40191003921
"77476","Trocy-en-Multien",10112.4733463524
"77477","Ury",11613.6140411738
"77478","Ussy-sur-Marne",10424.6893608098
"77479","Vaires-sur-Marne",2518.02227247152
"77480","Valence-en-Brie",9755.14074008608
"77481","Vanville",15593.4743064955
"77482","Varennes-sur-Seine",10523.9597831228
"77483","Varreddes",7001.27194030002
"77484","Vaucourtois",7120.46688251404
"77485","Le Vaudoue",13005.862172663
"77486","Vaudoy-en-Brie",13845.7201045715
"77487","Vaux-le-Penil",4260.71464148696
"77489","Vaux-sur-Lunain",18550.0403621845
"77490","Vendrest",14125.5546030246
"77491","Veneux-les-Sablons",7563.60755325349
"77492","Verdelot",20579.6448704661
"77493","Verneuil-l'Etang",10157.6286823435
"77494","Vernou-la-Celle-sur-Seine",8232.82809765012
"77495","Vert-Saint-Denis",3652.27225836061
"77496","Vieux-Champagne",16008.1279470223
"77498","Vignely",5523.93602899136
"77500","Villebeon",18592.071499063
"77501","Villecerf",10096.7463250208
"77504","Villemarechal",12990.3877954423
"77505","Villemareuil",7506.74048773222
"77506","Villemer",10811.4733040819
"77507","Villenauxe-la-Petite",23844.9294822126
"77508","Villeneuve-le-Comte",6616.27524433026
"77509","Villeneuve-les-Bordes",13652.5295634609
"77510","Villeneuve-Saint-Denis",5536.13900946266
"77511","Villeneuve-sous-Dammartin",6085.23929216633
"77512","Villeneuve-sur-Bellot",18904.8392162272
"77513","Villenoy",4714.86588894836
"77514","Villeparisis",3020.12420981727
"77515","Villeroy",7231.8028777652
"77516","Ville-Saint-Jacques",10330.3455392057
"77517","Villevaude",3684.83978531836
"77518","Villiers-en-Biere",5415.40993728354
"77519","Villiers-Saint-Georges",23502.4195019794
"77520","Villiers-sous-Grez",11557.5073562686
"77521","Villiers-sur-Morin",6035.86126940261
"77522","Villiers-sur-Seine",25621.8892017574
"77523","Villuis",25794.9545446014
"77524","Vimpelles",16960.6382988095
"77525","Vinantes",7586.78189489128
"77526","Vincy-Manoeuvre",12320.6163524859
"77527","Voinsles",13113.1519356558
"77528","Voisenon",4100.61649662503
"77529","Voulangis",6937.88188408941
"77530","Voulton",21243.4936363686
"77531","Voulx",15100.2118098555
"77532","Vulaines-les-Provins",17826.751569892
"77533","Vulaines-sur-Seine",6962.94580001643
"77534","Yebles",8666.81456705905
"78003","Ablis",13565.7006879415
"78005","Acheres",2805.53254674513
"78006","Adainville",13175.8736925835
"78007","Aigremont",3983.38431455927
"78009","Allainville",14806.3903232183
"78010","Les Alluets-le-Roi",5930.39106480645
"78013","Andelu",7589.68969433144
"78015","Andresy",2844.01998506993
"78020","Arnouville-les-Mantes",7317.25675691777
"78029","Aubergenville",4993.90995612523
"78030","Auffargis",7217.786140505
"78031","Auffreville-Brasseuil",4660.95012966503
"78033","Aulnay-sur-Mauldre",5985.74446559145
"78034","Auteuil",7515.732761864
"78036","Autouillet",7992.14921299223
"78043","Bailly",3019.16554668309
"78048","Bazainville",11735.9438251052
"78049","Bazemont",5731.52387738207
"78050","Bazoches-sur-Guyonne",5900.49087623133
"78053","Behoust",9901.29064741755
"78057","Bennecourt",9920.27830281868
"78062","Beynes",6294.09006846067
"78068","Blaru",14307.0080590795
"78070","Boinville-en-Mantois",6214.24543068372
"78071","Boinville-le-Gaillard",14598.7383614702
"78072","Boinvilliers",7602.59820769784
"78073","Bois-d'Arcy",2601.54444238272
"78076","Boissets",12489.401884813
"78077","La Boissiere-Ecole",13523.8727007776
"78082","Boissy-Mauvoisin",8373.09533071054
"78084","Boissy-sans-Avoir",7906.80597844252
"78087","Bonnelles",8209.92941042185
"78089","Bonnieres-sur-Seine",8881.59172094305
"78090","Bouafle",4585.58286094338
"78092","Bougival",1966.21054496481
"78096","Bourdonne",13046.7791693202
"78104","Breuil-Bois-Robert",5408.55763170037
"78107","Breval",10605.1480133441
"78108","Les Breviaires",7768.28421042974
"78113","Brueil-en-Vexin",6152.6052178279
"78117","Buc",3098.69545743699
"78118","Buchelay",3884.7886349231
"78120","Bullion",8737.25215967963
"78123","Carrieres-sous-Poissy",2945.51505378407
"78124","Carrieres-sur-Seine",997.341035443188
"78125","La Celle-les-Bordes",8517.93342061674
"78126","La Celle-Saint-Cloud",2336.61286340629
"78128","Cernay-la-Ville",7749.1508261693
"78133","Chambourcy",3775.65975940795
"78138","Chanteloup-les-Vignes",2929.70382077065
"78140","Chapet",3907.70447237854
"78143","Chateaufort",3928.63751338324
"78146","Chatou",1330.4064419838
"78147","Chaufour-les-Bonnieres",13461.1979004939
"78152","Chavenay",4216.0464646552
"78158","Le Chesnay",1743.26192650389
"78160","Chevreuse",5430.5785776776
"78162","Choisel",7086.85643720509
"78163","Civry-la-Foret",11255.105906675
"78164","Clairefontaine-en-Yvelines",9267.23156991144
"78165","Les Clayes-sous-Bois",2849.74842719196
"78168","Coignieres",4153.39479580627
"78171","Conde-sur-Vesgre",12612.9285964594
"78172","Conflans-Sainte-Honorine",2387.47974605604
"78185","Courgent",8868.63195860034
"78188","Cravent",13285.4783529081
"78189","Crespieres",6059.55113490171
"78190","Croissy-sur-Seine",1859.92524798369
"78192","Dammartin-en-Serve",9157.06065190374
"78193","Dampierre-en-Yvelines",6002.38305153162
"78194","Dannemarie",14681.2779215974
"78196","Davron",5360.76951048916
"78202","Drocourt",7295.34536935794
"78206","Ecquevilly",5028.64537970921
"78208","Elancourt",2546.6117881183
"78209","Emance",14218.3599611267
"78217","Epone",5486.91226394896
"78220","Les Essarts-le-Roi",6043.90664362153
"78224","L'Etang-la-Ville",3393.59854097961
"78227","Evecquemont",4012.47623117563
"78230","La Falaise",5778.35943934815
"78231","Favrieux",6777.97327303806
"78233","Feucherolles",5259.62754381589
"78234","Flacourt",7406.92714198838
"78236","Flexanville",8942.50742617563
"78237","Flins-Neuve-Eglise",11335.802992004
"78238","Flins-sur-Seine",4587.70583641393
"78239","Follainville-Dennemont",4866.04157398386
"78242","Fontenay-le-Fleury",2772.92283467925
"78245","Fontenay-Mauvoisin",5806.11889147029
"78246","Fontenay-Saint-Pere",5723.506744616
"78251","Fourqueux",3558.05742252682
"78255","Freneuse",8498.70923170595
"78261","Gaillon-sur-Montcient",5361.71658096477
"78262","Galluis",8086.21010956688
"78263","Gambais",11905.3242169783
"78264","Gambaiseuil",10442.1774181591
"78265","Garancieres",8968.2755958619
"78267","Gargenville",5170.91367736541
"78269","Gazeran",10858.3913392755
"78276","Gommecourt",10359.0466707442
"78278","Goupillieres",8066.55959382608
"78281","Goussonville",6415.55173836886
"78283","Grandchamp",15272.08764631
"78285","Gressey",12965.7314801978
"78289","Grosrouvre",9220.51438787839
"78290","Guernes",5752.35967780998
"78291","Guerville",4864.89091853507
"78296","Guitrancourt",5197.29865901333
"78297","Guyancourt",2595.16948539962
"78299","Hardricourt",4750.25261783598
"78300","Hargeville",7831.68285774279
"78302","La Hauteville",15051.9958589026
"78305","Herbeville",6383.48656718917
"78307","Hermeray",13637.8000207811
"78310","Houdan",14251.2224858148
"78311","Houilles",625.11732364196
"78314","Issou",4830.25030163346
"78317","Jambville",7065.129647315
"78320","Jeufosse",11073.4525864106
"78321","Jouars-Pontchartrain",3595.02517471039
"78322","Jouy-en-Josas",3287.61600334679
"78324","Jouy-Mauvoisin",5290.41753896256
"78325","Jumeauville",7135.27984729269
"78327","Juziers",5134.69333343183
"78329","Lainville-en-Vexin",7947.45275584084
"78334","Levis-Saint-Nom",5134.02719347613
"78335","Limay",3881.91613098793
"78337","Limetz-Villez",11457.9360256833
"78343","Les Loges-en-Josas",3460.78376156706
"78344","Lommoye",11463.3833329108
"78346","Longnes",10028.4581901713
"78349","Longvilliers",9451.07591608247
"78350","Louveciennes",2581.76860860489
"78354","Magnanville",4129.35469921826
"78356","Magny-les-Hameaux",3513.19076731151
