"ID","NAMES","cadres_AsTheCowRolls_POT_0"
"78681","Villiers-le-Mahieu",60
"78683","Villiers-Saint-Frederic",483
"78686","Viroflay",3905
"78688","Voisins-le-Bretonneux",2898
"91001","Abbeville-la-Riviere",20
"91016","Angerville",132
"91017","Angervilliers",196
"91021","Arpajon",850
"91022","Arrancourt",16
"91027","Athis-Mons",1987
"91035","Authon-la-Plaine",28
"91037","Auvernaux",36
"91038","Auvers-Saint-Georges",159
"91041","Avrainville",101
"91044","Ballainvilliers",520
"91045","Ballancourt-sur-Essonne",540
"91047","Baulne",120
"91064","Bievres",796
"91067","Blandy",0
"91069","Boigneville",20
"91075","Bois-Herpin",0
"91079","Boissy-la-Riviere",55
"91080","Boissy-le-Cutte",128
"91081","Boissy-le-Sec",44
"91085","Boissy-sous-Saint-Yon",342
"91086","Bondoufle",1032
"91093","Boullay-les-Troux",117
"91095","Bouray-sur-Juine",210
"91097","Boussy-Saint-Antoine",686
"91098","Boutervilliers",34
"91099","Boutigny-sur-Essonne",316
"91100","Bouville",97
"91103","Bretigny-sur-Orge",2341
"91105","Breuillet",894
"91106","Breux-Jouy",95
"91109","Brieres-les-Scelles",81
"91111","Briis-sous-Forges",452
"91112","Brouy",15
"91114","Brunoy",3048
"91115","Bruyeres-le-Chatel",500
"91121","Buno-Bonnevaux",60
"91122","Bures-sur-Yvette",2165
"91129","Cerny",292
"91130","Chalo-Saint-Mars",135
"91131","Chalou-Moulineux",28
"91132","Chamarande",134
"91135","Champcueil",200
"91136","Champlan",206
"91137","Champmotteux",12
"91145","Chatignonville",8
"91148","Chauffour-les-Etrechy",16
"91156","Cheptainville",217
"91159","Chevannes",226
"91161","Chilly-Mazarin",1711
"91174","Corbeil-Essonnes",2117
"91175","Corbreuse",137
"91179","Le Coudray-Montceaux",468
"91180","Courances",61
"91182","Courcouronnes",1041
"91184","Courdimanche-sur-Essonne",24
"91186","Courson-Monteloup",91
"91191","Crosne",896
"91195","Dannemois",84
"91198","D'Huison-Longueville",137
"91200","Dourdan",853
"91201","Draveil",2795
"91204","Echarcon",76
"91207","Egly",365
"91215","Epinay-sous-Senart",492
"91216","Epinay-sur-Orge",1288
"91222","Estouches",8
"91223","Etampes",1222
"91225","Etiolles",533
"91226","Etrechy",533
"91228","Evry",3180
"91232","La Ferte-Alais",344
"91235","Fleury-Merogis",173
"91240","Fontaine-la-Riviere",18
"91243","Fontenay-les-Briis",252
"91244","Fontenay-le-Vicomte",92
"91247","La Foret-le-Roi",44
"91248","La Foret-Sainte-Croix",0
"91249","Forges-les-Bains",654
"91272","Gif-sur-Yvette",4740
"91273","Gironville-sur-Essonne",86
"91274","Gometz-la-Ville",291
"91275","Gometz-le-Chatel",516
"91284","Les Granges-le-Roi",63
"91286","Grigny",536
"91292","Guibeville",88
"91293","Guigneville-sur-Essonne",75
"91294","Guillerval",72
"91312","Igny",1920
"91315","Itteville",560
"91318","Janville-sur-Juine",217
"91319","Janvry",75
"91326","Juvisy-sur-Orge",1996
"91330","Lardy",589
"91332","Leudeville",170
"91333","Leuville-sur-Orge",480
"91338","Limours",813
"91339","Linas",700
"91340","Lisses",691
"91345","Longjumeau",2114
"91347","Longpont-sur-Orge",820
"91359","Maisse",146
"91363","Marcoussis",1116
"91374","Marolles-en-Beauce",29
"91376","Marolles-en-Hurepoix",478
"91377","Massy",6237
"91378","Mauchamps",49
"91386","Mennecy",1769
"91390","Mereville",163
"91393","Merobert",49
"91399","Mespuits",16
"91405","Milly-la-Foret",418
"91408","Moigny-sur-Ecole",196
"91411","Les Molieres",362
"91412","Mondeville",36
"91414","Monnerville",28
"91421","Montgeron",2665
"91425","Montlhery",760
"91432","Morangis",1178
"91433","Morigny-Champigny",396
"91434","Morsang-sur-Orge",1785
"91435","Morsang-sur-Seine",90
"91441","Nainville-les-Roches",37
"91457","La Norville",584
"91458","Nozay",766
