"ID","NAMES","employe_AsTheCrowFlies_ACC_0.05"
"77251","Lieusaint",10955.4182408188
"77252","Limoges-Fourches",14548.257452808
"77253","Lissy",15826.0476037483
"77254","Liverdy-en-Brie",16626.0616666961
"77255","Livry-sur-Seine",19658.6988146791
"77256","Lizines",35322.0881775538
"77257","Lizy-sur-Ourcq",26823.7287655103
"77258","Lognes",7747.49054724927
"77259","Longperrier",14930.9396382031
"77260","Longueville",38716.8749932612
"77261","Lorrez-le-Bocage-Preaux",40309.3476260211
"77262","Louan-Villegruis-Fontaine",47294.7615228119
"77263","Luisetaines",38390.1257010637
"77264","Lumigny-Nesles-Ormeaux",22545.9725166193
"77265","Luzancy",32447.4548402741
"77266","Machault",26707.635439435
"77267","La Madeleine-sur-Loing",38934.8004754986
"77268","Magny-le-Hongre",14772.5478832213
"77269","Maincy",18141.0312454158
"77270","Maisoncelles-en-Brie",22356.363931393
"77271","Maisoncelles-en-Gatinais",39686.0510760358
"77272","Maison-Rouge",33901.8121543245
"77273","Marchemoret",17795.4365043106
"77274","Marcilly",21392.7033443993
"77275","Les Marets",38395.8329033967
"77276","Mareuil-les-Meaux",17539.2594965849
"77277","Marles-en-Brie",19998.7496971106
"77278","Marolles-en-Brie",30262.2428047615
"77279","Marolles-sur-Seine",35952.3823965398
"77280","Mary-sur-Marne",26752.3002571091
"77281","Mauperthuis",25030.817744094
"77282","Mauregard",11191.250238514
"77283","May-en-Multien",28370.7125164396
"77284","Meaux",19442.3861228326
"77285","Le Mee-sur-Seine",16528.2455506279
"77286","Meigneux",33036.8737244246
"77287","Meilleray",41981.0580529128
"77288","Melun",17145.4533067832
"77289","Melz-sur-Seine",45777.6307142788
"77290","Mery-sur-Marne",33354.5922159911
"77291","Le Mesnil-Amelot",11167.5217709971
"77292","Messy",12386.0466897772
"77293","Misy-sur-Yonne",39056.6760091083
"77294","Mitry-Mory",9952.31380074614
"77295","Moisenay",18843.489832411
"77296","Moissy-Cramayel",12213.49372962
"77297","Mondreville",41806.9870389944
"77298","Mons-en-Montois",35493.0507214468
"77299","Montarlot",32370.6575424959
"77300","Montceaux-les-Meaux",23147.0016239462
"77301","Montceaux-les-Provins",43939.1393773353
"77302","Montcourt-Fromonville",32497.298485571
"77303","Montdauphin",42151.9563141437
"77304","Montenils",44929.6258644308
"77305","Montereau-Fault-Yonne",33291.3239270485
"77306","Montereau-sur-le-Jard",15549.6194328163
"77307","Montevrain",12145.6840329808
"77308","Montge-en-Goele",16316.2427675593
"77309","Monthyon",18512.4820820182
"77310","Montigny-le-Guesdier",44085.7689558763
"77311","Montigny-Lencoup",33531.5942616669
"77312","Montigny-sur-Loing",30346.9712436001
"77313","Montmachoux",38048.0187680034
"77314","Montolivet",42676.0871261965
"77315","Montry",15169.8503842595
"77316","Moret-sur-Loing",30294.580456861
"77317","Mormant",22731.5445982246
"77318","Mortcerf",19361.0504743129
"77319","Mortery",37030.184460852
"77320","Mouroux",25023.0277280466
"77321","Mousseaux-les-Bray",42737.5351591797
"77322","Moussy-le-Neuf",14700.744281926
"77323","Moussy-le-Vieux",13730.8533860143
"77325","Mouy-sur-Seine",41912.1535129069
"77326","Nandy",12523.6834969536
"77327","Nangis",28371.8012069696
"77328","Nanteau-sur-Essonne",28871.1820325176
"77329","Nanteau-sur-Lunain",37505.3294248177
"77330","Nanteuil-les-Meaux",18737.006032952
"77331","Nanteuil-sur-Marne",34352.8888997888
"77332","Nantouillet",13685.4342140526
"77333","Nemours",35227.6701841879
"77335","Chauconin-Neufmontiers",17135.9569664852
"77336","Neufmoutiers-en-Brie",16410.1722007639
"77337","Noisiel",7198.41282983578
"77338","Noisy-Rudignon",35365.589023021
"77339","Noisy-sur-Ecole",24768.8563208123
"77340","Nonville",34313.5422551917
"77341","Noyen-sur-Seine",45161.4611460655
"77342","Obsonville",36758.4550363081
"77343","Ocquerre",28486.2997551551
"77344","Oissery",20748.0793626128
"77345","Orly-sur-Morin",33324.2757462861
"77347","Les Ormes-sur-Voulzie",40089.1874142649
"77348","Ormesson",35524.6019235047
"77349","Othis",16599.7538174622
"77350","Ozoir-la-Ferriere",11129.7509227429
"77352","Ozouer-le-Voulgis",17331.6544689982
"77353","Paley",39208.9571531535
"77354","Pamfou",26393.3813392643
"77355","Paroy",38308.3372853557
"77356","Passy-sur-Seine",46072.8217944246
"77357","Pecy",28551.0812316212
"77358","Penchard",18724.9265021827
"77359","Perthes",18251.0302246615
"77360","Pezarches",23384.6901206159
"77361","Pierre-Levee",24412.1203056829
"77363","Le Pin",8106.19310607207
"77364","Le Plessis-aux-Bois",15925.2937512689
"77365","Le Plessis-Feu-Aussoux",25854.3764893567
"77366","Le Plessis-l'Eveque",17092.892048256
"77367","Le Plessis-Placy",26108.3276998235
"77368","Poigny",39477.1788860401
"77369","Poincy",20834.1786753972
"77370","Poligny",37798.4435960065
"77371","Pommeuse",23041.3895006272
"77372","Pomponne",9295.44120747749
"77373","Pontault-Combault",8187.22262528565
"77374","Pontcarre",11213.0422793729
"77376","Precy-sur-Marne",13538.0586317548
"77377","Presles-en-Brie",14708.6893445769
"77378","Pringy",15930.633423739
"77379","Provins",39423.558606027
"77380","Puisieux",23921.0606473889
"77381","Quiers",25130.4224365361
"77382","Quincy-Voisins",17532.4584711911
"77383","Rampillon",31198.6302857954
"77384","Reau",13595.9372270089
"77385","Rebais",33325.5405277538
"77386","Recloses",28497.6624606879
"77387","Remauville",40033.7349464837
"77388","Reuil-en-Brie",31129.7029561122
"77389","La Rochette",18844.2827632903
"77390","Roissy-en-Brie",9740.73101260925
"77391","Rouilly",38752.3983476569
"77392","Rouvres",17412.1853337087
"77393","Rozay-en-Brie",23576.5163023646
"77394","Rubelles",16957.4913806907
"77395","Rumont",32523.2149922518
"77396","Rupereux",39383.0054723844
"77397","Saacy-sur-Marne",33534.0132569349
"77398","Sablonnieres",36263.8332181892
"77399","Saint-Ange-le-Viel",38389.0267442626
"77400","Saint-Augustin",24306.118698671
"77401","Sainte-Aulde",32724.4682537602
"77402","Saint-Barthelemy",39472.5061761171
"77403","Saint-Brice",41208.9729441088
"77404","Sainte-Colombe",38988.7666175537
"77405","Saint-Cyr-sur-Morin",30988.9732232392
"77406","Saint-Denis-les-Rebais",31721.8175930842
"77407","Saint-Fargeau-Ponthierry",14287.1337936682
"77408","Saint-Fiacre",20998.4103048523
"77409","Saint-Germain-Laval",33460.0893165074
"77410","Saint-Germain-Laxis",17019.3471404327
"77411","Saint-Germain-sous-Doue",28903.0899092515
"77412","Saint-Germain-sur-Ecole",18216.3586801926
"77413","Saint-Germain-sur-Morin",15762.3753640775
"77414","Saint-Hilliers",36592.2919848317
"77415","Saint-Jean-les-Deux-Jumeaux",24546.1276724196
"77416","Saint-Just-en-Brie",31198.603091049
"77417","Saint-Leger",35148.8274259271
"77418","Saint-Loup-de-Naud",37224.5966299392
"77419","Saint-Mammes",29174.6398345131
"77420","Saint-Mard",15416.1533446679
"77421","Saint-Mars-Vieux-Maisons",37768.9916645726
"77423","Saint-Martin-des-Champs",38096.415603985
"77424","Saint-Martin-du-Boschet",42881.4177840565
"77425","Saint-Martin-en-Biere",21385.0595377848
"77426","Saint-Mery",21933.3710271709
"77427","Saint-Mesmes",13443.7603003355
"77428","Saint-Ouen-en-Brie",24946.9809367469
"77429","Saint-Ouen-sur-Morin",32281.0643368631
"77430","Saint-Pathus",20044.1547380558
"77431","Saint-Pierre-les-Nemours",34172.7919491323
"77432","Saint-Remy-la-Vanne",33699.0863620973
"77433","Saints",25875.5981104859
"77434","Saint-Sauveur-les-Bray",40085.4842297456
"77435","Saint-Sauveur-sur-Ecole",16811.6295459652
"77436","Saint-Simeon",31518.4882073777
"77437","Saint-Soupplets",18591.0248204121
"77438","Saint-Thibault-des-Vignes",9126.03673916693
"77439","Salins",33287.7157629703
"77440","Sammeron",26873.9403380478
"77441","Samois-sur-Seine",23711.3357631199
"77442","Samoreau",25989.2674131886
"77443","Sancy",20854.5051590275
"77444","Sancy-les-Provins",41393.3893222135
"77445","Savigny-le-Temple",12851.7838959091
"77446","Savins",37510.6085804175
"77447","Seine-Port",14104.9450399472
"77448","Sept-Sorts",28194.9860097921
"77449","Serris",13706.705866019
"77450","Servon",9987.7697667138
"77451","Signy-Signets",25868.6305234353
"77452","Sigy",37110.0245644694
"77453","Sivry-Courtry",20548.4712834661
"77454","Sognolles-en-Montois",35110.0191348687
"77455","Soignolles-en-Brie",15366.8889442201
"77456","Soisy-Bouy",41484.1681668817
"77457","Solers",15631.9469127296
"77458","Souppes-sur-Loing",40909.6714453372
"77459","Sourdun",43373.0846358957
"77460","Tancrou",28428.5258672312
"77461","Thenisy",37015.7420336451
"77462","Thieux",12932.4848028027
"77463","Thomery",27187.3181107019
"77464","Thorigny-sur-Marne",10798.1478964643
"77465","Thoury-Ferottes",37824.8609111134
"77466","Tigeaux",18416.3311074824
"77467","La Tombe",38013.3687565279
"77468","Torcy",8195.92651139396
"77469","Touquin",25171.7927326346
"77470","Tournan-en-Brie",15471.4914270635
"77471","Tousson",27156.3280460739
"77472","La Tretoire",34077.4059847956
"77473","Treuzy-Levelay",35790.1683895347
"77474","Trilbardou",15371.3057544481
"77475","Trilport",22317.167105742
"77476","Trocy-en-Multien",24837.5703237234
"77477","Ury",27942.7745895017
"77478","Ussy-sur-Marne",27656.586661669
"77479","Vaires-sur-Marne",7744.78696912935
"77480","Valence-en-Brie",28324.8148894273
"77481","Vanville",32544.3273337468
"77482","Varennes-sur-Seine",33425.028985446
"77483","Varreddes",22087.7638473588
"77484","Vaucourtois",20806.9677932616
"77485","Le Vaudoue",26945.8894416585
"77486","Vaudoy-en-Brie",27893.7015160615
"77487","Vaux-le-Penil",19047.0474839355
"77489","Vaux-sur-Lunain",43196.3988316201
"77490","Vendrest",30829.7325925831
"77491","Veneux-les-Sablons",28865.2425435947
"77492","Verdelot",39729.4195174283
"77493","Verneuil-l'Etang",20023.4789369541
"77494","Vernou-la-Celle-sur-Seine",29083.3438711802
"77495","Vert-Saint-Denis",15134.0209061701
"77496","Vieux-Champagne",32562.7459715345
"77498","Vignely",15438.9936351959
"77500","Villebeon",43293.5071681642
"77501","Villecerf",33441.7597359967
"77504","Villemarechal",37596.8058471978
"77505","Villemareuil",22384.6918633915
"77506","Villemer",34479.2115254946
"77507","Villenauxe-la-Petite",45821.4908273395
"77508","Villeneuve-le-Comte",16166.5983791357
"77509","Villeneuve-les-Bordes",31155.7967251771
"77510","Villeneuve-Saint-Denis",14387.0760184443
"77511","Villeneuve-sous-Dammartin",13094.0395767337
"77512","Villeneuve-sur-Bellot",38147.8273988009
"77513","Villenoy",17092.865425662
"77514","Villeparisis",8502.25251918067
"77515","Villeroy",15629.4758388616
"77516","Ville-Saint-Jacques",33818.4892560206
"77517","Villevaude",9280.80734530001
"77518","Villiers-en-Biere",18131.2379904307
"77519","Villiers-Saint-Georges",42909.0441680115
"77520","Villiers-sous-Grez",30282.119059681
"77521","Villiers-sur-Morin",17023.3168311239
"77522","Villiers-sur-Seine",46668.8565871141
"77523","Villuis",47541.2256142382
"77524","Vimpelles",38326.8380248357
"77525","Vinantes",15085.1253275477
"77526","Vincy-Manoeuvre",25992.2486106148
"77527","Voinsles",25640.3777964811
"77528","Voisenon",16195.6887579898
"77529","Voulangis",17938.3079507939
"77530","Voulton",40572.848021249
"77531","Voulx",39395.0816604817
"77532","Vulaines-les-Provins",36488.0781639093
"77533","Vulaines-sur-Seine",25390.7538542852
"77534","Yebles",17723.1741814939
"78003","Ablis",27690.3593869528
"78005","Acheres",8491.99638797124
"78006","Adainville",27522.3563898098
"78007","Aigremont",10713.2357177404
"78009","Allainville",29044.6679082864
"78010","Les Alluets-le-Roi",13810.6387482029
"78013","Andelu",17626.5273326342
"78015","Andresy",9686.62690236592
"78020","Arnouville-les-Mantes",21358.4591239095
"78029","Aubergenville",16260.6768953742
"78030","Auffargis",18992.4864427841
"78031","Auffreville-Brasseuil",22391.8224035897
"78033","Aulnay-sur-Mauldre",16348.8174423541
"78034","Auteuil",17883.7284027305
"78036","Autouillet",18629.7765491868
"78043","Bailly",8797.32842545778
"78048","Bazainville",25034.7705336723
"78049","Bazemont",15232.5250170334
"78050","Bazoches-sur-Guyonne",18052.0867374385
"78053","Behoust",21934.247829506
"78057","Bennecourt",30515.7531586593
"78062","Beynes",15730.0301274745
"78068","Blaru",34769.546820884
"78070","Boinville-en-Mantois",20154.2959520688
"78071","Boinville-le-Gaillard",28558.9775867816
"78072","Boinvilliers",24117.9625140603
"78073","Bois-d'Arcy",11049.0659485809
"78076","Boissets",28022.0210225982
"78077","La Boissiere-Ecole",28165.4128895653
"78082","Boissy-Mauvoisin",28468.2603493513
"78084","Boissy-sans-Avoir",19042.4760606879
"78087","Bonnelles",17660.2255405723
"78089","Bonnieres-sur-Seine",30000.888005506
"78090","Bouafle",14594.64223753
"78092","Bougival",6932.26122050909
"78096","Bourdonne",26836.8800080837
"78104","Breuil-Bois-Robert",21778.7028212729
"78107","Breval",30383.2324427433
"78108","Les Breviaires",21026.943635112
"78113","Brueil-en-Vexin",18851.1607316746
"78117","Buc",9011.41027106461
"78118","Buchelay",24194.0638677616
"78120","Bullion",18686.1049657526
"78123","Carrieres-sous-Poissy",10296.9216804347
"78124","Carrieres-sur-Seine",5407.46032025608
"78125","La Celle-les-Bordes",19213.068584834
"78126","La Celle-Saint-Cloud",7207.01557921769
"78128","Cernay-la-Ville",17616.0546248025
"78133","Chambourcy",10235.4434288025
"78138","Chanteloup-les-Vignes",10218.0666616889
"78140","Chapet",13202.5101221561
"78143","Chateaufort",10823.6477510814
"78146","Chatou",6148.55441024805
"78147","Chaufour-les-Bonnieres",33979.8037417692
"78152","Chavenay",11800.4485701352
"78158","Le Chesnay",7655.12591902666
"78160","Chevreuse",13587.0229610087
"78162","Choisel",15616.1674496793
"78163","Civry-la-Foret",26525.1539526281
"78164","Clairefontaine-en-Yvelines",21626.9619542093
"78165","Les Clayes-sous-Bois",12148.3969623645
"78168","Coignieres",16325.0933856552
"78171","Conde-sur-Vesgre",26570.9402755168
"78172","Conflans-Sainte-Honorine",8681.28332508737
"78185","Courgent",24290.9401672214
"78188","Cravent",33583.9746620442
"78189","Crespieres",13679.4360454073
"78190","Croissy-sur-Seine",6909.13329487607
"78192","Dammartin-en-Serve",26300.9912386929
"78193","Dampierre-en-Yvelines",15726.0702712454
"78194","Dannemarie",28588.4934649328
"78196","Davron",12933.2451198839
"78202","Drocourt",21572.0674400011
"78206","Ecquevilly",13704.3251744143
"78208","Elancourt",13788.5057503783
"78209","Emance",29119.376805137
"78217","Epone",17587.2280626932
"78220","Les Essarts-le-Roi",18139.2195019263
"78224","L'Etang-la-Ville",9313.49513956703
"78227","Evecquemont",13945.4299674607
"78230","La Falaise",16988.3151017925
"78231","Favrieux",25333.2089208338
"78233","Feucherolles",11788.6071111904
"78234","Flacourt",25214.5291321905
"78236","Flexanville",20726.7714523119
"78237","Flins-Neuve-Eglise",28360.6486811395
"78238","Flins-sur-Seine",15477.7381231853
"78239","Follainville-Dennemont",23386.9374640784
"78242","Fontenay-le-Fleury",10095.2121611949
"78245","Fontenay-Mauvoisin",25212.5691699672
"78246","Fontenay-Saint-Pere",21418.891845916
"78251","Fourqueux",9495.231119506
"78255","Freneuse",28720.3055654568
"78261","Gaillon-sur-Montcient",15800.0547233188
"78262","Galluis",19922.5753652881
"78263","Gambais",25224.7187298226
"78264","Gambaiseuil",23656.674649747
"78265","Garancieres",20614.3066790696
"78267","Gargenville",18187.2301367521
"78269","Gazeran",25760.6536500442
"78276","Gommecourt",30173.9880823205
"78278","Goupillieres",19446.3773294771
"78281","Goussonville",19321.8471337882
"78283","Grandchamp",29563.9968364451
"78285","Gressey",27601.5227108261
"78289","Grosrouvre",21670.6491915021
"78290","Guernes",26337.085736605
"78291","Guerville",20650.6394914869
"78296","Guitrancourt",19895.1805101113
"78297","Guyancourt",10242.1240866117
"78299","Hardricourt",15659.1893169731
"78300","Hargeville",20277.312475211
"78302","La Hauteville",29418.9766345164
"78305","Herbeville",14687.8855622868
"78307","Hermeray",28522.9039443671
"78310","Houdan",28404.302779485
"78311","Houilles",5303.2804682728
"78314","Issou",18967.8492840166
"78317","Jambville",18208.7053863492
"78320","Jeufosse",31884.0103902778
"78321","Jouars-Pontchartrain",15525.6457392594
"78322","Jouy-en-Josas",8259.34209490145
"78324","Jouy-Mauvoisin",25420.2922689865
"78325","Jumeauville",18566.6488867805
"78327","Juziers",17179.5541563064
"78329","Lainville-en-Vexin",20035.4902032719
"78334","Levis-Saint-Nom",16232.9170029981
"78335","Limay",21293.4012811589
"78337","Limetz-Villez",31851.1524325855
"78343","Les Loges-en-Josas",8936.45930420879
"78344","Lommoye",32184.4149371863
"78346","Longnes",28248.1551841881
"78349","Longvilliers",20565.9136200752
"78350","Louveciennes",7781.29573350711
