"ID","NAMES","ouvrier_AsTheCrowFlies_ACC_0.05"
"77280","Mary-sur-Marne",25638.2264107566
"77281","Mauperthuis",23947.793265499
"77282","Mauregard",10321.9894097161
"77283","May-en-Multien",27368.9043520353
"77284","Meaux",18615.4880621839
"77285","Le Mee-sur-Seine",15473.74196709
"77286","Meigneux",31094.1469267752
"77287","Meilleray",40351.2075289383
"77288","Melun",16025.8619704319
"77289","Melz-sur-Seine",43769.7583438321
"77290","Mery-sur-Marne",32050.179590666
"77291","Le Mesnil-Amelot",10324.9816559114
"77292","Messy",11706.6236266159
"77293","Misy-sur-Yonne",36780.7003939491
"77294","Mitry-Mory",9000.9549871266
"77295","Moisenay",17869.9919610096
"77296","Moissy-Cramayel",11586.6347990248
"77297","Mondreville",40213.7327478198
"77298","Mons-en-Montois",33444.5914961739
"77299","Montarlot",30134.513447817
"77300","Montceaux-les-Meaux",22158.5992026834
"77301","Montceaux-les-Provins",42209.8218523641
"77302","Montcourt-Fromonville",30477.1769088462
"77303","Montdauphin",40558.6223375984
"77304","Montenils",43266.7418709571
"77305","Montereau-Fault-Yonne",31036.8021403575
"77306","Montereau-sur-le-Jard",14750.1284956373
"77307","Montevrain",11935.8166511707
"77308","Montge-en-Goele",15550.2869365122
"77309","Monthyon",17766.2237323453
"77310","Montigny-le-Guesdier",41915.0959884147
"77311","Montigny-Lencoup",31436.2016097962
"77312","Montigny-sur-Loing",28265.5481103577
"77313","Montmachoux",35714.4937132274
"77314","Montolivet",41010.4261580703
"77315","Montry",14776.8090417301
"77316","Moret-sur-Loing",28120.3944520223
"77317","Mormant",21708.0783966666
"77318","Mortcerf",18842.0009753599
"77319","Mortery",35202.7400870825
"77320","Mouroux",23843.7730106118
"77321","Mousseaux-les-Bray",40523.950376948
"77322","Moussy-le-Neuf",13703.3086540015
"77323","Moussy-le-Vieux",12894.0477926815
"77325","Mouy-sur-Seine",39809.8799176602
"77326","Nandy",11521.3691717098
"77327","Nangis",26819.4219248016
"77328","Nanteau-sur-Essonne",27649.5308102749
"77329","Nanteau-sur-Lunain",35356.1353407236
"77330","Nanteuil-les-Meaux",18054.9320642168
"77331","Nanteuil-sur-Marne",33013.9407647149
"77332","Nantouillet",13000.8734491216
"77333","Nemours",33252.250816034
"77335","Chauconin-Neufmontiers",16369.0417964566
"77336","Neufmoutiers-en-Brie",16155.5902030406
"77337","Noisiel",7054.63351838808
"77338","Noisy-Rudignon",33046.3174627026
"77339","Noisy-sur-Ecole",23457.2262254722
"77340","Nonville",32263.4478857815
"77341","Noyen-sur-Seine",43054.9376457788
"77342","Obsonville",35166.0438997106
"77343","Ocquerre",27437.3002954831
"77344","Oissery",19937.5258263138
"77345","Orly-sur-Morin",31923.6356511416
"77347","Les Ormes-sur-Voulzie",37949.5771539454
"77348","Ormesson",33699.4162450961
"77349","Othis",15732.0918551025
"77350","Ozoir-la-Ferriere",11043.7855468539
"77352","Ozouer-le-Voulgis",16809.2379709959
"77353","Paley",37095.9027073233
"77354","Pamfou",24628.9059552426
"77355","Paroy",36237.4766986182
"77356","Passy-sur-Seine",43982.8409960197
"77357","Pecy",27267.6034746745
"77358","Penchard",17973.7988818483
"77359","Perthes",17171.1677584884
"77360","Pezarches",22658.5014514176
"77361","Pierre-Levee",23274.0644615257
"77363","Le Pin",7660.76604165237
"77364","Le Plessis-aux-Bois",15244.4465927659
"77365","Le Plessis-Feu-Aussoux",24902.4866547461
"77366","Le Plessis-l'Eveque",16255.851271233
"77367","Le Plessis-Placy",25151.7638272678
"77368","Poigny",37569.5386864853
"77369","Poincy",20054.898108506
"77370","Poligny",35778.6250835307
"77371","Pommeuse",22174.0455721328
"77372","Pomponne",9020.23944166479
"77373","Pontault-Combault",8147.62286046171
"77374","Pontcarre",11130.805486391
"77376","Precy-sur-Marne",13104.7129152203
"77377","Presles-en-Brie",14464.3323282982
"77378","Pringy",14888.7490279841
"77379","Provins",37550.7114172758
"77380","Puisieux",22990.4829041032
"77381","Quiers",23969.6314242183
"77382","Quincy-Voisins",16877.1069280082
"77383","Rampillon",29456.6279582415
"77384","Reau",12873.8408602817
"77385","Rebais",31884.6566118906
"77386","Recloses",26755.4168747363
"77387","Remauville",37922.6079797905
"77388","Reuil-en-Brie",29893.7166667764
"77389","La Rochette",17721.5714110619
"77390","Roissy-en-Brie",9650.63579220845
"77391","Rouilly",36898.9362398064
"77392","Rouvres",16459.6792403568
"77393","Rozay-en-Brie",22825.5427030974
"77394","Rubelles",15928.5715889347
"77395","Rumont",30984.9260706099
"77396","Rupereux",37612.4478993937
"77397","Saacy-sur-Marne",32222.1836752183
"77398","Sablonnieres",34844.7066032316
"77399","Saint-Ange-le-Viel",36145.3916947084
"77400","Saint-Augustin",23334.2272738166
"77401","Sainte-Aulde",31367.4490498175
"77402","Saint-Barthelemy",37885.5267455838
"77403","Saint-Brice",39305.1472152499
"77404","Sainte-Colombe",37055.1694934837
"77405","Saint-Cyr-sur-Morin",29680.888863136
"77406","Saint-Denis-les-Rebais",30332.8516492347
"77407","Saint-Fargeau-Ponthierry",13234.2302782486
"77408","Saint-Fiacre",20194.0252544746
"77409","Saint-Germain-Laval",31243.5233108313
"77410","Saint-Germain-Laxis",16079.9599108554
"77411","Saint-Germain-sous-Doue",27658.9552785162
"77412","Saint-Germain-sur-Ecole",17187.4332516403
"77413","Saint-Germain-sur-Morin",15393.1447708018
"77414","Saint-Hilliers",34864.855788905
"77415","Saint-Jean-les-Deux-Jumeaux",23387.1138247669
"77416","Saint-Just-en-Brie",29640.7867011368
"77417","Saint-Leger",33566.9400834055
"77418","Saint-Loup-de-Naud",35276.7153214147
"77419","Saint-Mammes",27094.8379740567
"77420","Saint-Mard",14600.3266124446
"77421","Saint-Mars-Vieux-Maisons",36040.9771687113
"77423","Saint-Martin-des-Champs",36455.6062755485
"77424","Saint-Martin-du-Boschet",41113.7576117698
"77425","Saint-Martin-en-Biere",20181.9380619176
"77426","Saint-Mery",20826.3401918276
"77427","Saint-Mesmes",12828.2022076312
"77428","Saint-Ouen-en-Brie",23587.7688274602
"77429","Saint-Ouen-sur-Morin",30821.6505289723
"77430","Saint-Pathus",19058.5301095666
"77431","Saint-Pierre-les-Nemours",32374.472971634
"77432","Saint-Remy-la-Vanne",32259.8924932804
"77433","Saints",24892.9468933422
"77434","Saint-Sauveur-les-Bray",37906.8689717721
"77435","Saint-Sauveur-sur-Ecole",15725.2848052719
"77436","Saint-Simeon",30151.7700019395
"77437","Saint-Soupplets",17808.2578410185
"77438","Saint-Thibault-des-Vignes",8955.78410088051
"77439","Salins",31121.3569572941
"77440","Sammeron",25643.6591318152
"77441","Samois-sur-Seine",22088.1270850725
"77442","Samoreau",24109.3777811654
"77443","Sancy",20108.4805599223
"77444","Sancy-les-Provins",39688.983779625
"77445","Savigny-le-Temple",11916.3980774855
"77446","Savins",35463.0202392399
"77447","Seine-Port",13039.9586254219
"77448","Sept-Sorts",26943.6438720924
"77449","Serris",13502.0303603277
"77450","Servon",9854.66128013499
"77451","Signy-Signets",24742.6225992613
"77452","Sigy",35066.0558767877
"77453","Sivry-Courtry",19316.4547444407
"77454","Sognolles-en-Montois",33108.5652364091
"77455","Soignolles-en-Brie",14876.9979703509
"77456","Soisy-Bouy",39498.6625792126
"77457","Solers",15228.1813813234
"77458","Souppes-sur-Loing",39009.2395724487
"77459","Sourdun",41399.7693164501
"77460","Tancrou",27311.675131688
"77461","Thenisy",35027.7512026479
"77462","Thieux",12154.3673388727
"77463","Thomery",25208.8201380319
"77464","Thorigny-sur-Marne",10581.0958002152
"77465","Thoury-Ferottes",35513.8497395828
"77466","Tigeaux",17947.9748081402
"77467","La Tombe",35734.8198056241
"77468","Torcy",8059.28228803642
"77469","Touquin",24146.7622192434
"77470","Tournan-en-Brie",15304.9688149094
"77471","Tousson",25857.3912753876
"77472","La Tretoire",32684.3741206464
"77473","Treuzy-Levelay",33679.7140457097
"77474","Trilbardou",14827.9062424494
"77475","Trilport",21261.9569980338
"77476","Trocy-en-Multien",23738.3678560585
"77477","Ury",26292.4489875168
"77478","Ussy-sur-Marne",26351.7245956142
"77479","Vaires-sur-Marne",7561.14195877003
"77480","Valence-en-Brie",26342.831863566
"77481","Vanville",30685.6773231525
"77482","Varennes-sur-Seine",31151.8644543702
"77483","Varreddes",21096.0951236409
"77484","Vaucourtois",20050.7576806497
"77485","Le Vaudoue",25547.9862249175
"77486","Vaudoy-en-Brie",26632.1680833232
"77487","Vaux-le-Penil",17914.4866871105
"77489","Vaux-sur-Lunain",41001.5798597865
"77490","Vendrest",29689.3437996721
"77491","Veneux-les-Sablons",26803.0518899631
"77492","Verdelot",38166.748329513
"77493","Verneuil-l'Etang",19277.5815407947
"77494","Vernou-la-Celle-sur-Seine",27011.3466312117
"77495","Vert-Saint-Denis",14061.7318623554
"77496","Vieux-Champagne",30772.8459748221
"77498","Vignely",14977.9406741709
"77500","Villebeon",41142.6448540251
"77501","Villecerf",31219.3953329833
"77504","Villemarechal",35361.1711523068
"77505","Villemareuil",21305.6599100001
"77506","Villemer",32325.0137838967
"77507","Villenauxe-la-Petite",43680.1158262613
"77508","Villeneuve-le-Comte",15878.4269469808
"77509","Villeneuve-les-Bordes",29257.027397249
"77510","Villeneuve-Saint-Denis",14186.1666873495
"77511","Villeneuve-sous-Dammartin",12282.6787001286
"77512","Villeneuve-sur-Bellot",36617.9611642105
"77513","Villenoy",16406.0412238678
"77514","Villeparisis",7861.84838551626
"77515","Villeroy",15026.3180471707
"77516","Ville-Saint-Jacques",31553.8800222686
"77517","Villevaude",8841.97624661482
"77518","Villiers-en-Biere",16995.7642080185
"77519","Villiers-Saint-Georges",41047.3539432752
"77520","Villiers-sous-Grez",28465.0336084618
"77521","Villiers-sur-Morin",16542.431079817
"77522","Villiers-sur-Seine",44650.2657062819
"77523","Villuis",45404.0342945974
"77524","Vimpelles",36175.6725894739
"77525","Vinantes",14276.1528018738
"77526","Vincy-Manoeuvre",25075.9252758176
"77527","Voinsles",24656.7849692047
"77528","Voisenon",15282.3484529143
"77529","Voulangis",17508.7873315648
"77530","Voulton",38682.5929365516
"77531","Voulx",37117.8252294705
"77532","Vulaines-les-Provins",34642.2171720975
"77533","Vulaines-sur-Seine",23521.8355965703
"77534","Yebles",17096.1487214303
"78003","Ablis",27896.1935501029
"78005","Acheres",8571.45171258515
"78006","Adainville",27794.2389375511
"78007","Aigremont",11239.8080168865
"78009","Allainville",29009.9684306793
"78010","Les Alluets-le-Roi",13864.2141640223
"78013","Andelu",17290.3716137369
"78015","Andresy",9671.09349981801
"78020","Arnouville-les-Mantes",20508.2397501194
"78029","Aubergenville",15504.2850645431
"78030","Auffargis",20010.585621743
"78031","Auffreville-Brasseuil",21116.0256146469
"78033","Aulnay-sur-Mauldre",15822.6107992013
"78034","Auteuil",18047.9480581511
"78036","Autouillet",18660.9464876291
"78043","Bailly",10150.747769273
"78048","Bazainville",24896.3323259615
"78049","Bazemont",14893.6650412406
"78050","Bazoches-sur-Guyonne",18821.8939589705
"78053","Behoust",21750.1039899594
"78057","Bennecourt",29224.1287235322
"78062","Beynes",16055.4025488728
"78068","Blaru",33638.379633208
"78070","Boinville-en-Mantois",19145.2739769662
"78071","Boinville-le-Gaillard",28659.816587591
"78072","Boinvilliers",23134.005040967
"78073","Bois-d'Arcy",12603.1285532384
"78076","Boissets",27511.0070821656
"78077","La Boissiere-Ecole",28547.1308656475
"78082","Boissy-Mauvoisin",27413.870831767
"78084","Boissy-sans-Avoir",19288.0044958241
"78087","Bonnelles",17948.946053016
"78089","Bonnieres-sur-Seine",28662.4847270793
"78090","Bouafle",14112.2281547797
"78092","Bougival",8014.77955655297
"78096","Bourdonne",27015.6061715236
"78104","Breuil-Bois-Robert",20654.2739858549
"78107","Breval",29347.4686481486
"78108","Les Breviaires",21819.5538135877
"78113","Brueil-en-Vexin",17546.9361727137
"78117","Buc",10315.073540281
"78118","Buchelay",22891.2698250032
"78120","Bullion",19174.4692651966
"78123","Carrieres-sous-Poissy",10473.8001904582
"78124","Carrieres-sur-Seine",5849.54538175232
"78125","La Celle-les-Bordes",19943.0173254339
"78126","La Celle-Saint-Cloud",8340.94439894696
"78128","Cernay-la-Ville",18318.0498772572
"78133","Chambourcy",10800.1853888811
"78138","Chanteloup-les-Vignes",10203.9286745951
"78140","Chapet",12967.8514299901
"78143","Chateaufort",11957.8862618051
"78146","Chatou",6930.2973951659
"78147","Chaufour-les-Bonnieres",32955.3137408973
"78152","Chavenay",12809.2488986904
"78158","Le Chesnay",8842.73050377562
"78160","Chevreuse",14622.625348464
"78162","Choisel",16336.1936491883
"78163","Civry-la-Foret",25921.6683416437
"78164","Clairefontaine-en-Yvelines",22227.7981820074
"78165","Les Clayes-sous-Bois",13297.3604213051
"78168","Coignieres",17580.0004647261
"78171","Conde-sur-Vesgre",26894.3469359528
"78172","Conflans-Sainte-Honorine",8630.59722791276
"78185","Courgent",23453.7543874893
"78188","Cravent",32646.2141570563
"78189","Crespieres",14056.5355603322
"78190","Croissy-sur-Seine",7865.9336478356
"78192","Dammartin-en-Serve",25420.0955450322
"78193","Dampierre-en-Yvelines",16757.7624334053
"78194","Dannemarie",28620.3976317768
"78196","Davron",13560.0184267428
"78202","Drocourt",20109.7537969614
"78206","Ecquevilly",13524.0550069785
"78208","Elancourt",15193.220865106
"78209","Emance",29623.930394168
"78217","Epone",16661.286805475
"78220","Les Essarts-le-Roi",19124.6968476671
"78224","L'Etang-la-Ville",10315.0172128532
"78227","Evecquemont",13388.854300556
"78230","La Falaise",16257.7876998361
"78231","Favrieux",24174.9895343298
"78233","Feucherolles",12509.4443623398
"78234","Flacourt",24104.8671100571
"78236","Flexanville",20434.3470696227
"78237","Flins-Neuve-Eglise",27647.0247916368
"78238","Flins-sur-Seine",14844.2294439016
"78239","Follainville-Dennemont",21922.0651442431
"78242","Fontenay-le-Fleury",11312.8927304854
"78245","Fontenay-Mauvoisin",23945.5449605123
"78246","Fontenay-Saint-Pere",19991.799145518
"78251","Fourqueux",10302.335860951
"78255","Freneuse",27444.130875723
"78261","Gaillon-sur-Montcient",14986.1262683432
"78262","Galluis",20260.7343833279
"78263","Gambais",25293.3218696416
"78264","Gambaiseuil",24014.2775799893
"78265","Garancieres",20641.6356397675
"78267","Gargenville",16979.3294233109
"78269","Gazeran",26327.2793793282
"78276","Gommecourt",28783.4030827371
"78278","Goupillieres",18955.7952793691
"78281","Goussonville",18449.6360825684
"78283","Grandchamp",29811.3587627778
"78285","Gressey",27184.6273530245
"78289","Grosrouvre",22041.1347347582
"78290","Guernes",25039.8158487847
"78291","Guerville",19521.3543495105
"78296","Guitrancourt",18409.227610139
"78297","Guyancourt",11482.5944049816
"78299","Hardricourt",14831.8059643816
"78300","Hargeville",19591.0678827526
"78302","La Hauteville",29739.3129911906
"78305","Herbeville",14696.7462183411
"78307","Hermeray",28997.6885957868
"78310","Houdan",28234.2278994502
"78311","Houilles",5531.71742788974
"78314","Issou",17751.9199361587
"78317","Jambville",16997.5693622449
"78320","Jeufosse",30683.3334110489
"78321","Jouars-Pontchartrain",16505.2387174736
"78322","Jouy-en-Josas",9422.25309495442
"78324","Jouy-Mauvoisin",24129.6613562155
"78325","Jumeauville",17961.3240110131
"78327","Juziers",16007.3444211796
"78329","Lainville-en-Vexin",18567.4798811391
"78334","Levis-Saint-Nom",17512.4390331383
"78335","Limay",19986.7491961731
"78337","Limetz-Villez",30614.6243269701
"78343","Les Loges-en-Josas",10192.2569569721
"78344","Lommoye",31047.2208430543
"78346","Longnes",27367.0818239515
"78349","Longvilliers",20701.2116619602
