"ID","NAMES","cadres_AsTheCowRolls_POT_15"
"77250","Leudon-en-Brie",786.93686494
"77251","Lieusaint",48204.47858564
"77252","Limoges-Fourches",28893.71211927
"77253","Lissy",22200.08301092
"77254","Liverdy-en-Brie",10385.76929244
"77255","Livry-sur-Seine",16473.5362986
"77256","Lizines",1147.7304211
"77257","Lizy-sur-Ourcq",3652.88295488
"77258","Lognes",183944.18037051
"77259","Longperrier",11253.50619371
"77260","Longueville",1338.54412152
"77261","Lorrez-le-Bocage-Preaux",1621.99519929
"77262","Louan-Villegruis-Fontaine",208.65291823
"77263","Luisetaines",1033.44096345
"77264","Lumigny-Nesles-Ormeaux",5474.67219097
"77265","Luzancy",1876.44775838
"77266","Machault",7087.88850031
"77267","La Madeleine-sur-Loing",1997.84037029
"77268","Magny-le-Hongre",31981.02611719
"77269","Maincy",19162.51789316
"77270","Maisoncelles-en-Brie",6760.82027542
"77271","Maisoncelles-en-Gatinais",1123.01090413
"77272","Maison-Rouge",1520.04464004
"77273","Marchemoret",7331.85008535
"77274","Marcilly",6097.14050511
"77275","Les Marets",614.16954391
"77276","Mareuil-les-Meaux",15621.87901492
"77277","Marles-en-Brie",6996.52657484
"77278","Marolles-en-Brie",2097.44307693
"77279","Marolles-sur-Seine",2193.43634144
"77280","Mary-sur-Marne",3531.99318875
"77281","Mauperthuis",3584.31373061
"77282","Mauregard",24949.21765753
"77283","May-en-Multien",2412.59218098
"77284","Meaux",15616.98867376
"77285","Le Mee-sur-Seine",23311.33848832
"77286","Meigneux",975.64129612
"77287","Meilleray",254.42626214
"77288","Melun",25317.14321446
"77289","Melz-sur-Seine",711.86579878
"77290","Mery-sur-Marne",1634.84877757
"77291","Le Mesnil-Amelot",33434.45116862
"77292","Messy",37347.6091148
"77293","Misy-sur-Yonne",1263.30671787
"77294","Mitry-Mory",64588.82721132
"77295","Moisenay",12858.63036018
"77296","Moissy-Cramayel",36919.18652502
"77297","Mondreville",569.99321446
"77298","Mons-en-Montois",912.82993236
"77299","Montarlot",6193.09034613
"77300","Montceaux-les-Meaux",10975.85572556
"77301","Montceaux-les-Provins",402.88572545
"77302","Montcourt-Fromonville",5809.65559157
"77303","Montdauphin",242.1576754
"77304","Montenils",143.01050656
"77305","Montereau-Fault-Yonne",4288.27865135
"77306","Montereau-sur-le-Jard",25352.77495531
"77307","Montevrain",52331.71020888
"77308","Montge-en-Goele",6777.9172305
"77309","Monthyon",8832.50345929
"77310","Montigny-le-Guesdier",482.90722949
"77311","Montigny-Lencoup",1700.76686359
"77312","Montigny-sur-Loing",7149.876446
"77313","Montmachoux",1621.11372117
"77314","Montolivet",262.48154767
"77315","Montry",27750.57770464
"77316","Moret-sur-Loing",7792.67504627
"77317","Mormant",3661.396073
"77318","Mortcerf",8568.754619
"77319","Mortery",1042.65030542
"77320","Mouroux",4649.94461158
"77321","Mousseaux-les-Bray",842.752302
"77322","Moussy-le-Neuf",10513.51727369
"77323","Moussy-le-Vieux",7319.54019339
"77325","Mouy-sur-Seine",935.50703057
"77326","Nandy",33721.41336619
"77327","Nangis",1923.18920446
"77328","Nanteau-sur-Essonne",1545.11063674
"77329","Nanteau-sur-Lunain",2446.42127639
"77330","Nanteuil-les-Meaux",14126.20717831
"77331","Nanteuil-sur-Marne",1258.96711971
"77332","Nantouillet",12675.68836479
"77333","Nemours",5449.08967497
"77335","Chauconin-Neufmontiers",13986.01258273
"77336","Neufmoutiers-en-Brie",12746.54823861
"77337","Noisiel",174348.09257903
"77338","Noisy-Rudignon",3422.06306544
"77339","Noisy-sur-Ecole",4053.92993345
"77340","Nonville",3822.13923848
"77341","Noyen-sur-Seine",750.2999358
"77342","Obsonville",1172.48663161
"77343","Ocquerre",2168.93411922
"77344","Oissery",3711.92540306
"77345","Orly-sur-Morin",1087.27255769
"77347","Les Ormes-sur-Voulzie",1204.41670856
"77348","Ormesson",3340.14214564
"77349","Othis",5311.15294307
"77350","Ozoir-la-Ferriere",57860.8328633
"77352","Ozouer-le-Voulgis",8963.13950894
"77353","Paley",1812.38761133
"77354","Pamfou",5756.54717993
"77355","Paroy",1257.77145546
"77356","Passy-sur-Seine",420.30201194
"77357","Pecy",1558.96573842
"77358","Penchard",11966.66041222
"77359","Perthes",24407.53344444
"77360","Pezarches",4378.88979582
"77361","Pierre-Levee",8557.84766033
"77363","Le Pin",80693.56670103
"77364","Le Plessis-aux-Bois",8432.72836091
"77365","Le Plessis-Feu-Aussoux",2524.38647293
"77366","Le Plessis-l'Eveque",10171.16303017
"77367","Le Plessis-Placy",3093.09240084
"77368","Poigny",1251.25341113
"77369","Poincy",8666.96392523
"77370","Poligny",2238.62184812
"77371","Pommeuse",5382.94243685
"77372","Pomponne",70853.21085849
"77373","Pontault-Combault",130107.34326161
"77374","Pontcarre",89499.59615737
"77376","Precy-sur-Marne",17162.71263316
"77377","Presles-en-Brie",19707.4984108
"77378","Pringy",20015.86834679
"77379","Provins",1353.36530912
"77380","Puisieux",3226.51883232
"77381","Quiers",1986.72904364
"77382","Quincy-Voisins",22151.39216249
"77383","Rampillon",1296.58391237
"77384","Reau",35661.84627233
"77385","Rebais",2001.62252292
"77386","Recloses",6377.10043015
"77387","Remauville",1781.45743632
"77388","Reuil-en-Brie",3159.93078515
"77389","La Rochette",18628.56230635
"77390","Roissy-en-Brie",80154.10467619
"77391","Rouilly",1025.30980856
"77392","Rouvres",10037.5787072
"77393","Rozay-en-Brie",4709.6018531
"77394","Rubelles",21460.5682569
"77395","Rumont",1321.74066939
"77396","Rupereux",650.983454
"77397","Saacy-sur-Marne",1497.21895406
"77398","Sablonnieres",1072.55163598
"77399","Saint-Ange-le-Viel",1631.63731948
"77400","Saint-Augustin",3408.9400996
"77401","Sainte-Aulde",1805.92654214
"77402","Saint-Barthelemy",568.15346087
"77403","Saint-Brice",1171.60547271
"77404","Sainte-Colombe",1366.90554906
"77405","Saint-Cyr-sur-Morin",1726.78832629
"77406","Saint-Denis-les-Rebais",2067.10949909
"77407","Saint-Fargeau-Ponthierry",31168.23971782
"77408","Saint-Fiacre",9921.0534433
"77409","Saint-Germain-Laval",3032.71362112
"77410","Saint-Germain-Laxis",18878.27091006
"77411","Saint-Germain-sous-Doue",1843.44236583
"77412","Saint-Germain-sur-Ecole",13390.34663856
"77413","Saint-Germain-sur-Morin",27066.24232742
"77414","Saint-Hilliers",855.65691813
"77415","Saint-Jean-les-Deux-Jumeaux",8138.96174793
"77416","Saint-Just-en-Brie",716.73695153
"77417","Saint-Leger",1145.60944607
"77418","Saint-Loup-de-Naud",1281.25799758
"77419","Saint-Mammes",8587.48168098
"77420","Saint-Mard",17074.727164
"77421","Saint-Mars-Vieux-Maisons",680.84152314
"77423","Saint-Martin-des-Champs",720.14343047
"77424","Saint-Martin-du-Boschet",297.36090105
"77425","Saint-Martin-en-Biere",12270.87671389
"77426","Saint-Mery",4957.1742763
"77427","Saint-Mesmes",19416.78652797
"77428","Saint-Ouen-en-Brie",2985.10763372
"77429","Saint-Ouen-sur-Morin",1649.8906002
"77430","Saint-Pathus",4377.4299348
"77431","Saint-Pierre-les-Nemours",4977.86786625
"77432","Saint-Remy-la-Vanne",1754.08819274
"77433","Saints",3079.43034672
"77434","Saint-Sauveur-les-Bray",817.50691927
"77435","Saint-Sauveur-sur-Ecole",15907.87146508
"77436","Saint-Simeon",2058.12630124
"77437","Saint-Soupplets",7620.31465773
"77438","Saint-Thibault-des-Vignes",93849.03548264
"77439","Salins",2199.01866084
"77440","Sammeron",7724.25704667
"77441","Samois-sur-Seine",10161.11134255
"77442","Samoreau",12143.17608956
"77443","Sancy",9094.48278382
"77444","Sancy-les-Provins",472.40726788
"77445","Savigny-le-Temple",34935.37139801
"77446","Savins",1256.33396291
"77447","Seine-Port",24649.23830462
"77448","Sept-Sorts",4820.94753592
"77449","Serris",45019.04738073
"77450","Servon",83597.44524104
"77451","Signy-Signets",4278.88593379
"77452","Sigy",1173.64228121
"77453","Sivry-Courtry",13701.03873232
"77454","Sognolles-en-Montois",1049.21999375
"77455","Soignolles-en-Brie",20082.97881976
"77456","Soisy-Bouy",987.52124423
"77457","Solers",17069.31518639
"77458","Souppes-sur-Loing",2213.41425322
"77459","Sourdun",1234.87637225
"77460","Tancrou",2733.55052697
"77461","Thenisy",1150.88523373
"77462","Thieux",20573.17817283
"77463","Thomery",9061.15368534
"77464","Thorigny-sur-Marne",52810.42050093
"77465","Thoury-Ferottes",1824.11526248
"77466","Tigeaux",12312.85841464
"77467","La Tombe",1661.56376866
"77468","Torcy",136541.02556505
"77469","Touquin",3807.16764907
"77470","Tournan-en-Brie",26454.27057314
"77471","Tousson",2985.34328125
"77472","La Tretoire",1304.90408159
"77473","Treuzy-Levelay",2965.07075227
"77474","Trilbardou",21658.50337371
"77475","Trilport",9260.26142209
"77476","Trocy-en-Multien",4076.32163261
"77477","Ury",9199.09335938
"77478","Ussy-sur-Marne",6811.6459046
"77479","Vaires-sur-Marne",93557.63230513
"77480","Valence-en-Brie",4942.45717964
"77481","Vanville",1411.34863202
"77482","Varennes-sur-Seine",5355.08415045
"77483","Varreddes",7934.13882866
"77484","Vaucourtois",9856.24026042
"77485","Le Vaudoue",3946.6852619
"77486","Vaudoy-en-Brie",2651.98797341
"77487","Vaux-le-Penil",17132.56807518
"77489","Vaux-sur-Lunain",922.31405493
"77490","Vendrest",1115.14627601
"77491","Veneux-les-Sablons",8181.73472862
"77492","Verdelot",559.24353532
"77493","Verneuil-l'Etang",5542.40542043
"77494","Vernou-la-Celle-sur-Seine",6103.73756627
"77495","Vert-Saint-Denis",32269.03857274
"77496","Vieux-Champagne",991.13684454
"77498","Vignely",20204.27692601
"77500","Villebeon",956.05749958
"77501","Villecerf",5727.03362553
"77504","Villemarechal",2227.76877807
"77505","Villemareuil",9786.99292693
"77506","Villemer",4841.88106551
"77507","Villenauxe-la-Petite",545.2316385
"77508","Villeneuve-le-Comte",39658.93037821
"77509","Villeneuve-les-Bordes",1422.06083891
"77510","Villeneuve-Saint-Denis",43168.38457386
"77511","Villeneuve-sous-Dammartin",11927.00074273
"77512","Villeneuve-sur-Bellot",526.64112806
"77513","Villenoy",18900.13242652
"77514","Villeparisis",106663.90277913
"77515","Villeroy",13324.399086
"77516","Ville-Saint-Jacques",4765.65249548
"77517","Villevaude",69129.01728179
"77518","Villiers-en-Biere",17843.46483183
"77519","Villiers-Saint-Georges",547.61962007
"77520","Villiers-sous-Grez",5691.76261634
"77521","Villiers-sur-Morin",26238.45403846
"77522","Villiers-sur-Seine",641.70345249
"77523","Villuis",415.30344505
"77524","Vimpelles",848.14035546
"77525","Vinantes",6230.01481687
"77526","Vincy-Manoeuvre",1414.87323874
"77527","Voinsles",2550.4533679
"77528","Voisenon",25271.87854612
"77529","Voulangis",16432.90007661
"77530","Voulton",766.05928371
"77531","Voulx",1435.22468284
"77532","Vulaines-les-Provins",1412.91465513
"77533","Vulaines-sur-Seine",11377.92666028
"77534","Yebles",9748.04152072
"78003","Ablis",6714.11088323
"78005","Acheres",100183.08510177
"78006","Adainville",2622.47045994
"78007","Aigremont",164516.20217795
"78009","Allainville",4306.38562205
"78010","Les Alluets-le-Roi",42952.32487356
"78013","Andelu",12949.84168551
"78015","Andresy",83168.18719412
"78020","Arnouville-les-Mantes",8653.99435562
"78029","Aubergenville",45238.5567508
"78030","Auffargis",26717.68772144
"78031","Auffreville-Brasseuil",14706.03663853
"78033","Aulnay-sur-Mauldre",22992.88927564
"78034","Auteuil",17338.30532551
"78036","Autouillet",11484.16321061
"78043","Bailly",267149.27581035
"78048","Bazainville",10170.15865541
"78049","Bazemont",18330.92842502
"78050","Bazoches-sur-Guyonne",42064.37786782
"78053","Behoust",8125.5942494
"78057","Bennecourt",5966.62179303
"78062","Beynes",28552.90803095
"78068","Blaru",2575.39491643
"78070","Boinville-en-Mantois",10225.81564858
"78071","Boinville-le-Gaillard",4483.14819783
"78072","Boinvilliers",7549.66382045
"78073","Bois-d'Arcy",225123.50435158
"78076","Boissets",2420.91561628
"78077","La Boissiere-Ecole",2186.25127391
"78082","Boissy-Mauvoisin",5267.02476755
"78084","Boissy-sans-Avoir",20006.47272293
"78087","Bonnelles",22698.47322427
"78089","Bonnieres-sur-Seine",5368.66509325
"78090","Bouafle",58214.5278057
"78092","Bougival",353077.6308592
"78096","Bourdonne",5122.40637276
"78104","Breuil-Bois-Robert",12476.90265603
"78107","Breval",3452.82787697
"78108","Les Breviaires",13537.91237841
"78113","Brueil-en-Vexin",16904.25034925
"78117","Buc",184665.01319876
"78118","Buchelay",15481.25325977
"78120","Bullion",17927.9101319
"78123","Carrieres-sous-Poissy",131173.52102956
"78124","Carrieres-sur-Seine",355063.40020859
"78125","La Celle-les-Bordes",14532.92351009
"78126","La Celle-Saint-Cloud",402428.94310008
"78128","Cernay-la-Ville",25398.95247848
"78133","Chambourcy",170632.49231574
"78138","Chanteloup-les-Vignes",81439.83115802
"78140","Chapet",60524.51101376
"78143","Chateaufort",126812.1080356
"78146","Chatou",385549.48323614
"78147","Chaufour-les-Bonnieres",5418.64745227
"78152","Chavenay",97273.6325223
"78158","Le Chesnay",367675.57913761
"78160","Chevreuse",43788.13733634
"78162","Choisel",31508.02598594
"78163","Civry-la-Foret",3920.33174343
"78164","Clairefontaine-en-Yvelines",14510.51630014
"78165","Les Clayes-sous-Bois",108501.04422201
"78168","Coignieres",57261.15176127
"78171","Conde-sur-Vesgre",4051.4707128
"78172","Conflans-Sainte-Honorine",114812.57211101
"78185","Courgent",7521.44488285
"78188","Cravent",2924.59596414
"78189","Crespieres",54622.91830401
"78190","Croissy-sur-Seine",301715.65036232
"78192","Dammartin-en-Serve",4879.39636679
"78193","Dampierre-en-Yvelines",39424.95556025
"78194","Dannemarie",3625.51689782
"78196","Davron",64023.13681141
"78202","Drocourt",10482.57225162
"78206","Ecquevilly",61206.74270477
"78208","Elancourt",80796.61710054
"78209","Emance",3033.29544955
"78217","Epone",34525.05445485
"78220","Les Essarts-le-Roi",39676.41965439
"78224","L'Etang-la-Ville",190796.05294986
"78227","Evecquemont",43640.87712307
"78230","La Falaise",28396.65806278
"78231","Favrieux",10474.72061953
"78233","Feucherolles",100414.8555163
"78234","Flacourt",6723.51227672
"78236","Flexanville",6568.89514093
"78237","Flins-Neuve-Eglise",3438.06589988
"78238","Flins-sur-Seine",56162.1836767
"78239","Follainville-Dennemont",8528.56127135
"78242","Fontenay-le-Fleury",177184.85206472
"78245","Fontenay-Mauvoisin",10344.91081839
"78246","Fontenay-Saint-Pere",10266.93014011
"78251","Fourqueux",165497.5423929
"78255","Freneuse",5173.22988638
"78261","Gaillon-sur-Montcient",32866.33619053
"78262","Galluis",33363.81730842
"78263","Gambais",7441.69641848
"78264","Gambaiseuil",6531.94958562
"78265","Garancieres",12681.5638963
"78267","Gargenville",28015.3783895
"78269","Gazeran",7867.45622284
"78276","Gommecourt",2063.51140848
"78278","Goupillieres",8144.48315123
"78281","Goussonville",9839.40159831
"78283","Grandchamp",1633.26863954
"78285","Gressey",3126.71736628
"78289","Grosrouvre",9667.7994694
"78290","Guernes",4482.42799804
"78291","Guerville",9882.77046862
"78296","Guitrancourt",13604.62181188
"78297","Guyancourt",155759.62399649
"78299","Hardricourt",43048.26934318
"78300","Hargeville",8124.76837576
"78302","La Hauteville",1577.88616365
"78305","Herbeville",23486.02647225
"78307","Hermeray",2917.68229768
"78310","Houdan",6130.6568665
"78311","Houilles",369697.74310752
"78314","Issou",25669.64039744
"78317","Jambville",12705.5149412
"78320","Jeufosse",7253.37432345
"78321","Jouars-Pontchartrain",78368.73195071
"78322","Jouy-en-Josas",279819.10454229
"78324","Jouy-Mauvoisin",12320.59359535
"78325","Jumeauville",9748.99564571
"78327","Juziers",24901.799225
"78329","Lainville-en-Vexin",10930.44753335
"78334","Levis-Saint-Nom",29375.4225327
"78335","Limay",15491.13515822
"78337","Limetz-Villez",3021.24446576
"78343","Les Loges-en-Josas",198804.17896524
"78344","Lommoye",2165.98658959
"78346","Longnes",6118.56735457
"78349","Longvilliers",22060.64931473
"78350","Louveciennes",359586.60166215
"78354","Magnanville",17474.43778697
"78356","Magny-les-Hameaux",68202.37213399
"78358","Maisons-Laffitte",206002.78089602
"78361","Mantes-la-Jolie",19620.92269074
"78362","Mantes-la-Ville",19643.31788286
"78364","Marcq",15208.43738796
"78366","Mareil-le-Guyon",36674.75090522
"78367","Mareil-Marly",181104.61987977
"78368","Mareil-sur-Mauldre",33473.46099468
"78372","Marly-le-Roi",296089.94381922
"78380","Maule",26163.41407072
"78381","Maulette",7993.15495305
"78382","Maurecourt",82094.86641082
"78383","Maurepas",88701.4811542
"78384","Medan",87756.04397177
"78385","Menerville",7122.94555395
"78389","Mere",27708.53278038
"78391","Mericourt",5120.41343312
"78396","Le Mesnil-le-Roi",195875.05120142
"78397","Le Mesnil-Saint-Denis",56196.230622
"78398","Les Mesnuls",26885.08871167
"78401","Meulan-en-Yvelines",49147.16045756
"78402","Mezieres-sur-Seine",31660.07621086
"78403","Mezy-sur-Seine",30971.26570137
"78404","Millemont",15045.99126108
"78406","Milon-la-Chapelle",55243.30182008
"78407","Mittainville",2292.41965216
"78410","Moisson",1964.92318962
"78413","Mondreville",4008.41292004
"78415","Montainville",17742.26385507
"78416","Montalet-le-Bois",13547.56193318
"78417","Montchauvet",5218.29756113
"78418","Montesson",328710.4715464
"78420","Montfort-l'Amaury",27762.53885725
"78423","Montigny-le-Bretonneux",161968.75380497
