"ID","NAMES","total_AsTheCowRolls_ACC_0.05"
"75101","Paris 1er Arrondissement",3.84930887538141
"75102","Paris 2e  Arrondissement",3.72026847156675
"75103","Paris 3e  Arrondissement",2.89165931934881
"75104","Paris 4e  Arrondissement",3.1641064249181
"75105","Paris 5e  Arrondissement",3.40060936479703
"75106","Paris 6e  Arrondissement",3.74249253207702
"75107","Paris 7e  Arrondissement",4.64423188078375
"75108","Paris 8e  Arrondissement",3.45950880268477
"75109","Paris 9e  Arrondissement",2.79082874735396
"75110","Paris 10e  Arrondissement",2.17649746407561
"75111","Paris 11e  Arrondissement",2.60611752781768
"75112","Paris 12e  Arrondissement",3.72050692691572
"75113","Paris 13e  Arrondissement",3.04109386598465
"75114","Paris 14e  Arrondissement",3.42211039753421
"75115","Paris 15e  Arrondissement",4.32491479441435
"75116","Paris 16e  Arrondissement",5.45754813803228
"75117","Paris 17e  Arrondissement",3.0536001424553
"75118","Paris 18e  Arrondissement",3.06562179864552
"75119","Paris 19e  Arrondissement",3.53852095531151
"75120","Paris 20e  Arrondissement",2.91922171424494
"77001","Acheres-la-Foret",27.5322935016815
"77002","Amillis",33.059199123113
"77003","Amponville",30.385586798258
"77004","Andrezel",24.6434945767748
"77005","Annet-sur-Marne",15.5256863555115
"77006","Arbonne-la-Foret",24.2312760097074
"77007","Argentieres",25.9646014656522
"77008","Armentieres-en-Brie",27.5440296812959
"77009","Arville",39.4907012001388
"77010","Aubepierre-Ozouer-le-Repos",27.045001308447
"77011","Aufferville",35.6507540989168
"77012","Augers-en-Brie",38.5893954055622
"77013","Aulnoy",30.4640385671471
"77014","Avon",26.834466500525
"77015","Baby",48.0300672255037
"77016","Bagneaux-sur-Loing",32.4083422600648
"77018","Bailly-Romainvilliers",16.9734201216814
"77019","Balloy",40.3896588931297
"77020","Bannost-Villegagnon",32.484472662554
"77021","Barbey",36.7314664090237
"77022","Barbizon",21.7757489462343
"77023","Barcy",23.0393214148313
"77024","Bassevelle",35.0936976183575
"77025","Bazoches-les-Bray",41.3446675951586
"77026","Beauchery-Saint-Martin",46.3754709679336
"77027","Beaumont-du-Gatinais",42.6740684724744
"77028","Beautheil",32.0430531853034
"77029","Beauvoir",25.4395807982571
"77030","Bellot",40.7728855213482
"77031","Bernay-Vilbert",26.4810385739864
"77032","Beton-Bazoches",33.4027459041642
"77033","Bezalles",35.2292613910168
"77034","Blandy",24.0541474301189
"77035","Blennes",45.6877861158709
"77036","Boisdon",33.1688446095959
"77037","Bois-le-Roi",23.8095571948288
"77038","Boissettes",21.1140546246342
"77039","Boissise-la-Bertrand",20.9605074155643
"77040","Boissise-le-Roi",19.3376135986075
"77041","Boissy-aux-Cailles",31.3425783237101
"77042","Boissy-le-Chatel",31.2424038675111
"77043","Boitron",35.9144184026652
"77044","Bombon",28.7547383642157
"77045","Bougligny",36.6644252181936
"77046","Boulancourt",36.098623906156
"77047","Bouleurs",20.3232260255242
"77048","Bourron-Marlotte",31.9104749563784
"77049","Boutigny",21.4265529656533
"77050","Bransles",36.8587819013891
"77051","Bray-sur-Seine",44.3938821068897
"77052","Breau",27.0180304008677
"77053","Brie-Comte-Robert",15.0816461131387
"77054","La Brosse-Montceaux",38.6385670491119
"77055","Brou-sur-Chantereine",11.9982110729233
"77056","Burcy",35.2535571641421
"77057","Bussieres",31.7182597177757
"77058","Bussy-Saint-Georges",12.5104215558812
"77059","Bussy-Saint-Martin",12.9075283615796
"77060","Buthiers",32.913558141655
"77061","Cannes-Ecluse",36.9084234102899
"77062","Carnetin",15.9783897995137
"77063","La Celle-sur-Morin",25.68096692813
"77065","Cely",19.960019689334
"77066","Cerneux",37.5477239400978
"77067","Cesson",17.9968050144866
"77068","Cessoy-en-Montois",42.7150185375414
"77069","Chailly-en-Biere",20.7703684302062
"77070","Chailly-en-Brie",30.2324243410041
"77071","Chaintreaux",35.7221302393081
"77072","Chalautre-la-Grande",51.1663524156103
"77073","Chalautre-la-Petite",43.109175054416
"77075","Chalifert",16.5125190010315
"77076","Chalmaison",46.5180748366061
