"ID","NAMES","total_AsTheCowRolls_ACC_0.01"
"75101","Paris 1er Arrondissement",0.659019380873705
"75102","Paris 2e  Arrondissement",0.592555770731802
"75103","Paris 3e  Arrondissement",0.393328527519099
"75104","Paris 4e  Arrondissement",0.491796249727522
"75105","Paris 5e  Arrondissement",0.367348746671331
"75106","Paris 6e  Arrondissement",0.525485747011421
"75107","Paris 7e  Arrondissement",0.542995778710771
"75108","Paris 8e  Arrondissement",0.484540683223515
"75109","Paris 9e  Arrondissement",0.255874832780878
"75110","Paris 10e  Arrondissement",0.0326019994484671
"75111","Paris 11e  Arrondissement",0
"75112","Paris 12e  Arrondissement",0
"75113","Paris 13e  Arrondissement",0
"75114","Paris 14e  Arrondissement",0
"75115","Paris 15e  Arrondissement",0
"75116","Paris 16e  Arrondissement",0
"75117","Paris 17e  Arrondissement",0
"75118","Paris 18e  Arrondissement",0
"75119","Paris 19e  Arrondissement",0
"75120","Paris 20e  Arrondissement",0
"77001","Acheres-la-Foret",18.2633044877101
"77002","Amillis",22.9445167940009
"77003","Amponville",21.1265222204248
"77004","Andrezel",16.274421667778
"77005","Annet-sur-Marne",10.1716690334151
"77006","Arbonne-la-Foret",15.3399495778632
"77007","Argentieres",17.9983758266565
"77008","Armentieres-en-Brie",18.7796199325313
"77009","Arville",28.8781800179475
"77010","Aubepierre-Ozouer-le-Repos",19.01988877794
"77011","Aufferville",25.2757784958946
"77012","Augers-en-Brie",29.1781762619949
"77013","Aulnoy",20.5580818003656
"77014","Avon",15.0221262495474
"77015","Baby",34.7596928371394
"77016","Bagneaux-sur-Loing",22.061378773474
"77018","Bailly-Romainvilliers",10.5355742149342
"77019","Balloy",26.8440757685244
"77020","Bannost-Villegagnon",23.9052670661912
"77021","Barbey",24.4130589360297
"77022","Barbizon",13.2572315329027
"77023","Barcy",14.3741894958844
"77024","Bassevelle",25.8002896552087
"77025","Bazoches-les-Bray",27.8554855112525
"77026","Beauchery-Saint-Martin",35.4774828394213
"77027","Beaumont-du-Gatinais",32.1680958647247
"77028","Beautheil",22.6380389487253
"77029","Beauvoir",17.2834963073488
"77030","Bellot",29.9811820039096
"77031","Bernay-Vilbert",18.7909260453877
"77032","Beton-Bazoches",24.5453445648747
"77033","Bezalles",25.8797724238895
"77034","Blandy",14.5305178414828
"77035","Blennes",31.8471018525878
"77036","Boisdon",24.7259187627374
"77037","Bois-le-Roi",12.0585140067522
"77038","Boissettes",11.3036089508795
"77039","Boissise-la-Bertrand",11.2379573009993
"77040","Boissise-le-Roi",10.9598780742501
"77041","Boissy-aux-Cailles",22.0905253215125
"77042","Boissy-le-Chatel",21.6519618941167
"77043","Boitron",26.2446636508426
"77044","Bombon",19.2613811059273
"77045","Bougligny",26.2322890905869
"77046","Boulancourt",26.4670688927442
"77047","Bouleurs",12.3924360097882
"77048","Bourron-Marlotte",19.3507180768434
"77049","Boutigny",13.537388897619
"77050","Bransles",26.5655511821527
"77051","Bray-sur-Seine",30.5222797074335
"77052","Breau",17.360984884101
"77053","Brie-Comte-Robert",9.48831527974504
"77054","La Brosse-Montceaux",24.6507551452821
"77055","Brou-sur-Chantereine",6.23087494433609
"77056","Burcy",25.6121278004999
"77057","Bussieres",22.6302348272781
"77058","Bussy-Saint-Georges",6.49949338415452
"77059","Bussy-Saint-Martin",6.26561555269349
"77060","Buthiers",23.7755454449901
"77061","Cannes-Ecluse",22.6545346744457
"77062","Carnetin",9.76369728266482
"77063","La Celle-sur-Morin",17.2553652190344
"77065","Cely",12.3161276250991
"77066","Cerneux",28.0151383279128
"77067","Cesson",8.29107899623604
"77068","Cessoy-en-Montois",29.5658880651516
"77069","Chailly-en-Biere",11.4464043995221
"77070","Chailly-en-Brie",20.510976931436
"77071","Chaintreaux",25.3514562091793
"77072","Chalautre-la-Grande",39.3702117933783
"77073","Chalautre-la-Petite",31.7680476966648
"77075","Chalifert",9.51096137440385
"77076","Chalmaison",32.9853650271305
"77077","Chambry",13.3656356197852
"77078","Chamigny",20.8361441588258
"77079","Champagne-sur-Seine",17.0140882669163
"77080","Champcenest",28.2166166994777
"77081","Champdeuil",12.7148771866738
"77082","Champeaux",15.8010352253131
"77083","Champs-sur-Marne",4.60351861709808
"77084","Changis-sur-Marne",15.8062722047465
"77085","Chanteloup-en-Brie",7.93698961627726
"77086","La Chapelle-Gauthier",17.1926366906713
"77087","La Chapelle-Iger",20.7775809107882
"77088","La Chapelle-la-Reine",17.1895168417787
"77089","La Chapelle-Rablais",22.2170679061315
"77090","La Chapelle-Saint-Sulpice",27.4384438055554
"77091","Les Chapelles-Bourbon",15.1444037350649
"77093","La Chapelle-Moutils",32.7899770349368
"77094","Charmentray",11.9084044473861
"77095","Charny",12.2700775289254
"77096","Chartrettes",13.4623050390116
"77097","Chartronges",27.7249526944785
"77098","Chateaubleau",26.0419829011089
"77099","Chateau-Landon",28.235024213991
"77100","Le Chatelet-en-Brie",14.3181597791704
"77101","Chatenay-sur-Seine",26.8184739275913
"77102","Chatenoy",23.9240283661287
"77103","Chatillon-la-Borde",15.8214120476916
"77104","Chatres",13.8972866641238
"77106","Chauffry",25.4087783655829
"77107","Chaumes-en-Brie",15.7428925364774
"77108","Chelles",5.33397509497621
"77109","Chenoise",25.3797680397006
"77110","Chenou",30.0084563098457
"77111","Chessy",8.52642867048471
"77112","Chevrainvilliers",23.8187845864043
"77113","Chevru",24.7070975800022
"77114","Chevry-Cossigny",10.371806690428
"77115","Chevry-en-Sereine",28.8203583666864
"77116","Choisy-en-Brie",25.1921754859809
"77117","Citry",25.6752781962824
"77118","Claye-Souilly",7.94493358274865
"77119","Clos-Fontaine",23.0251377209288
"77120","Cocherel",20.9347527052039
"77121","Collegien",5.77725917618586
"77122","Combs-la-Ville",7.98214273543773
"77123","Compans",10.3433942272419
"77124","Conches-sur-Gondoire",7.36135410229986
"77125","Conde-Sainte-Libiaire",11.286615373156
"77126","Congis-sur-Therouanne",19.4503163938796
"77127","Coubert",11.2425290182743
"77128","Couilly-Pont-aux-Dames",10.089111609609
"77129","Coulombs-en-Valois",25.2764263043552
"77130","Coulommes",13.2238481291335
"77131","Coulommiers",18.5493722775595
"77132","Coupvray",10.1019354510449
"77133","Courcelles-en-Bassee",25.7407133735352
"77134","Courchamp",30.2646015553062
"77135","Courpalay",20.0095543042007
"77136","Courquetaine",15.0758832144987
"77137","Courtacon",25.7067628195561
"77138","Courtomer",20.2170332410264
"77139","Courtry",6.47434586384493
"77140","Coutencon",24.6358600370856
"77141","Coutevroult",10.7046670491859
"77142","Crecy-la-Chapelle",13.0585769260369
"77143","Cregy-les-Meaux",11.4843566320967
"77144","Crevecoeur-en-Brie",15.7894570976601
"77145","Crisenoy",12.2447837789244
"77146","Croissy-Beaubourg",6.16923544643085
"77147","La Croix-en-Brie",25.3185600856486
"77148","Crouy-sur-Ourcq",25.9605423050985
"77149","Cucharmoy",27.3586630401998
"77150","Cuisy",15.4055097128315
"77151","Dagny",22.4817142763002
"77152","Dammarie-les-Lys",9.98349529176144
"77153","Dammartin-en-Goele",12.6496020382521
"77154","Dammartin-sur-Tigeaux",15.4551805046349
"77155","Dampmart",9.65445297964335
"77156","Darvault",19.5645524657942
"77157","Dhuisy",21.0891216783056
"77158","Diant",29.0840702116125
"77159","Donnemarie-Dontilly",26.9179074576313
"77161","Dormelles",24.3054653484817
"77162","Doue",23.518507021221
"77163","Douy-la-Ramee",20.2475804016224
"77164","Echouboulains",22.0378405765018
"77165","Les Ecrennes",17.2480997354312
"77166","Ecuelles",18.652147498641
"77167","Egligny",28.9375038305373
"77168","Egreville",25.458178640927
"77169","Emerainville",5.90392868002133
"77170","Episy",17.7032248595315
"77171","Esbly",10.3025010057324
"77172","Esmans",22.6711920275865
"77173","Etrepilly",16.9004855806681
"77174","Everly",32.7122364345324
"77175","Evry-Gregy-sur-Yerre",10.4763319040444
"77176","Faremoutiers",17.3985537561435
"77177","Favieres",11.905138216936
"77178","Fay-les-Nemours",23.5022061656941
"77179","Fericy",17.0348318704486
"77180","Ferolles-Attilly",9.1982659694987
"77181","Ferrieres-en-Brie",6.54123479121492
"77182","La Ferte-Gaucher",27.5363870511772
"77183","La Ferte-sous-Jouarre",17.9863418869707
"77184","Flagy",25.3280632422414
"77185","Fleury-en-Biere",12.6506109880059
"77186","Fontainebleau",13.7371582905543
"77187","Fontaine-Fourches",35.458317887845
"77188","Fontaine-le-Port",15.2280252071054
"77190","Fontains",23.7165228374057
"77191","Fontenailles",19.8382268335749
"77192","Fontenay-Tresigny",15.5639213305121
"77193","Forfry",18.1553527227167
"77194","Forges",20.2669665590871
"77195","Fouju",14.8906032065549
"77196","Fresnes-sur-Marne",10.6028964448757
"77197","Fretoy",24.4685369864541
"77198","Fromont",23.4007616900045
"77199","Fublaines",15.0398412768525
"77200","Garentreville",26.3442508100256
"77201","Gastins",22.2161299865554
"77202","La Genevraye",19.7733854736528
"77203","Germigny-l'Eveque",16.6013675653222
"77204","Germigny-sous-Coulombs",25.3505847774044
"77205","Gesvres-le-Chapitre",17.0113970170362
"77206","Giremoutiers",17.3651951931915
"77207","Gironville",29.2407367686328
"77208","Gouaix",35.0806695973535
"77209","Gouvernes",6.39710135093599
"77210","La Grande-Paroisse",21.6560978494013
"77211","Grandpuits-Bailly-Carrois",20.801381943191
"77212","Gravon",27.1405112187085
"77214","Gressy",10.0757216860818
"77215","Gretz-Armainvilliers",10.3355544548236
"77216","Grez-sur-Loing",18.5134038121033
"77217","Grisy-Suisnes",10.849642561128
"77218","Grisy-sur-Seine",32.4662522576981
"77219","Guerard",15.6678138837277
"77220","Guercheville",23.0513916970433
"77221","Guermantes",6.64656160854042
"77222","Guignes",14.1638491459029
"77223","Gurcy-le-Chatel",26.2544028039323
"77224","Hautefeuille",18.633716097802
"77225","La Haute-Maison",16.1249577593273
"77226","Hericy",15.627346239472
"77227","Herme",32.8430573654675
"77228","Hondevilliers",26.0268673449252
"77229","La Houssaye-en-Brie",15.2278169051864
"77230","Ichy",28.8004656273181
"77231","Isles-les-Meldeuses",18.1371378032039
"77232","Isles-les-Villenoy",11.2088931968111
"77233","Iverny",13.0288346483421
"77234","Jablines",11.7217235755853
"77235","Jaignes",19.7843046830313
"77236","Jaulnes",30.6436574945748
"77237","Jossigny",7.81838498328836
"77238","Jouarre",19.3726145512112
"77239","Jouy-le-Chatel",21.2029050688582
"77240","Jouy-sur-Morin",27.2779187411786
"77241","Juilly",13.2875876844745
"77242","Jutigny",30.8408650143207
"77243","Lagny-sur-Marne",6.44774557723668
"77244","Larchant",20.5938382941088
"77245","Laval-en-Brie",21.6648966466269
"77246","Lechelle",35.5504176995669
"77247","Lescherolles",30.736284077997
"77248","Lesches",11.0240262683161
"77249","Lesigny",7.48335924324625
"77250","Leudon-en-Brie",27.2176580322867
"77251","Lieusaint",7.47450186442424
"77252","Limoges-Fourches",10.669851580318
"77253","Lissy",11.0919800024019
"77254","Liverdy-en-Brie",14.818049263091
"77255","Livry-sur-Seine",10.965088456302
"77256","Lizines",29.1329125162213
"77257","Lizy-sur-Ourcq",19.8545559680319
"77258","Lognes",5.57981549542168
"77259","Longperrier",12.9290485696167
"77260","Longueville",30.8865931554469
"77261","Lorrez-le-Bocage-Preaux",26.4406547251958
"77262","Louan-Villegruis-Fontaine",37.8423292052048
"77263","Luisetaines",30.7613036330524
"77264","Lumigny-Nesles-Ormeaux",16.527954713368
"77265","Luzancy",21.5862608440081
"77266","Machault",17.4022324337233
"77267","La Madeleine-sur-Loing",25.0258493175476
"77268","Magny-le-Hongre",10.355292182446
"77269","Maincy",10.1330482641152
"77270","Maisoncelles-en-Brie",16.0382283831643
"77271","Maisoncelles-en-Gatinais",28.1029659633533
"77272","Maison-Rouge",26.2676590394094
"77273","Marchemoret",15.0021686130722
"77274","Marcilly",15.8994734123947
"77275","Les Marets",29.8459979402612
"77276","Mareuil-les-Meaux",11.6909192596801
"77277","Marles-en-Brie",15.7316044876303
"77278","Marolles-en-Brie",23.5391213627144
"77279","Marolles-sur-Seine",22.7107012165608
"77280","Mary-sur-Marne",20.0810261675393
"77281","Mauperthuis",19.9914640763456
"77282","Mauregard",11.1307007392691
"77283","May-en-Multien",21.2729621849487
"77284","Meaux",10.8896136134839
"77285","Le Mee-sur-Seine",8.39899069115829
"77286","Meigneux",27.3491048423556
"77287","Meilleray",35.7355917003778
"77288","Melun",7.60934246819529
"77289","Melz-sur-Seine",35.4826587540512
"77290","Mery-sur-Marne",22.500476826694
"77291","Le Mesnil-Amelot",10.8039647373352
"77292","Messy",10.229875233838
"77293","Misy-sur-Yonne",25.7840193654649
"77294","Mitry-Mory",8.05083981559504
"77295","Moisenay",12.6731497037812
"77296","Moissy-Cramayel",9.37632623917128
"77297","Mondreville",31.8557573478987
"77298","Mons-en-Montois",29.6425807990413
"77299","Montarlot",19.9576963527068
"77300","Montceaux-les-Meaux",13.5275731811917
"77301","Montceaux-les-Provins",30.8225787278895
"77302","Montcourt-Fromonville",19.7795574312523
"77303","Montdauphin",35.6379292596672
"77304","Montenils",37.9391838088169
"77305","Montereau-Fault-Yonne",20.48296913256
"77306","Montereau-sur-le-Jard",10.5500644022986
"77307","Montevrain",7.95057823431376
"77308","Montge-en-Goele",15.1807435420365
"77309","Monthyon",14.1786507555684
"77310","Montigny-le-Guesdier",32.016968409938
"77311","Montigny-Lencoup",23.217222641546
"77312","Montigny-sur-Loing",18.5560918826812
"77313","Montmachoux",26.4321304888246
"77314","Montolivet",35.8609293157834
"77315","Montry",10.2789288575969
"77316","Moret-sur-Loing",18.1756064600783
"77317","Mormant",17.9368153831196
"77318","Mortcerf",15.4105043478103
"77319","Mortery",28.4156425123457
"77320","Mouroux",17.791294597709
"77321","Mousseaux-les-Bray",30.1280700323751
"77322","Moussy-le-Neuf",13.4733323274724
"77323","Moussy-le-Vieux",15.0357518069711
"77325","Mouy-sur-Seine",30.0475487599399
"77326","Nandy",8.15509745522714
"77327","Nangis",21.2125406647867
"77328","Nanteau-sur-Essonne",23.2239994440261
"77329","Nanteau-sur-Lunain",23.9140930975548
"77330","Nanteuil-les-Meaux",12.0513240782358
"77331","Nanteuil-sur-Marne",24.5634842168029
"77332","Nantouillet",12.7495732957267
"77333","Nemours",19.0002023974141
"77335","Chauconin-Neufmontiers",11.8521264318408
"77336","Neufmoutiers-en-Brie",14.3354169157289
"77337","Noisiel",5.10172989674977
"77338","Noisy-Rudignon",22.9053591171131
"77339","Noisy-sur-Ecole",18.5543447520643
"77340","Nonville",21.2292020870787
"77341","Noyen-sur-Seine",32.8638190244977
"77342","Obsonville",27.6128562786613
"77343","Ocquerre",21.999200910808
"77344","Oissery",17.5343802235148
"77345","Orly-sur-Morin",25.9767360781636
"77347","Les Ormes-sur-Voulzie",31.1828313328045
"77348","Ormesson",21.7444509124014
"77349","Othis",15.5527575603186
"77350","Ozoir-la-Ferriere",8.45971191965937
"77352","Ozouer-le-Voulgis",15.0824859757885
"77353","Paley",25.6204648609116
"77354","Pamfou",17.4859850427771
"77355","Paroy",30.1199023898596
"77356","Passy-sur-Seine",35.2247124057861
"77357","Pecy",21.9278197494978
"77358","Penchard",12.334030118319
"77359","Perthes",11.1502828786132
"77360","Pezarches",17.417997021853
"77361","Pierre-Levee",15.0906116187067
"77363","Le Pin",6.74127124869095
"77364","Le Plessis-aux-Bois",14.6709967284699
"77365","Le Plessis-Feu-Aussoux",20.2151079858186
"77366","Le Plessis-l'Eveque",13.6367830802824
"77367","Le Plessis-Placy",20.3440121996426
"77368","Poigny",30.8168193549043
"77369","Poincy",14.0375503195163
"77370","Poligny",24.3413107117365
"77371","Pommeuse",17.0605259138438
"77372","Pomponne",6.6730954178986
"77373","Pontault-Combault",6.25863220788961
"77374","Pontcarre",7.39119631392931
"77376","Precy-sur-Marne",12.0623009125512
"77377","Presles-en-Brie",12.2557868313285
"77378","Pringy",11.6259944450304
"77379","Provins",30.053398284364
"77380","Puisieux",19.4123701632033
"77381","Quiers",21.3912817985471
"77382","Quincy-Voisins",10.781757913452
"77383","Rampillon",24.9878555983278
"77384","Reau",9.19236297316266
"77385","Rebais",24.9682452486476
"77386","Recloses",18.0370851308469
"77387","Remauville",25.5594280021907
"77388","Reuil-en-Brie",19.1464096471412
"77389","La Rochette",10.3837930897552
