"ID","NAMES","cadres_AsTheCowRolls_ACC_0.05"
"75101","Paris 1er Arrondissement",2.20529894823117
"75102","Paris 2e  Arrondissement",2.18942955280996
"75103","Paris 3e  Arrondissement",1.74735875330021
"75104","Paris 4e  Arrondissement",1.87740882350629
"75105","Paris 5e  Arrondissement",1.82640453320048
"75106","Paris 6e  Arrondissement",2.01867810226924
"75107","Paris 7e  Arrondissement",2.39172730768091
"75108","Paris 8e  Arrondissement",2.02521318635141
"75109","Paris 9e  Arrondissement",1.60236311940834
"75110","Paris 10e  Arrondissement",1.296631536384
"75111","Paris 11e  Arrondissement",1.27345560110695
"75112","Paris 12e  Arrondissement",1.95221657558718
"75113","Paris 13e  Arrondissement",1.53725767512856
"75114","Paris 14e  Arrondissement",1.61152539555965
"75115","Paris 15e  Arrondissement",0.951742914557307
"75116","Paris 16e  Arrondissement",3.61112625615665
"75117","Paris 17e  Arrondissement",1.37519908833901
"75118","Paris 18e  Arrondissement",1.663310007075
"75119","Paris 19e  Arrondissement",2.62312025369247
"75120","Paris 20e  Arrondissement",1.86480665880688
"77001","Acheres-la-Foret",29.1272448936817
"77002","Amillis",35.2921790832921
"77003","Amponville",31.3480049279826
"77004","Andrezel",26.585279619513
"77005","Annet-sur-Marne",17.0567695309515
"77006","Arbonne-la-Foret",25.7927142915937
"77007","Argentieres",27.7514636050251
"77008","Armentieres-en-Brie",29.5612018706179
"77009","Arville",40.5792398607905
"77010","Aubepierre-Ozouer-le-Repos",29.3430417835749
"77011","Aufferville",36.6693268295628
"77012","Augers-en-Brie",40.484919740232
"77013","Aulnoy",31.7078363738516
"77014","Avon",29.0106053969868
"77015","Baby",50.7742699037523
"77016","Bagneaux-sur-Loing",33.7444597998789
"77018","Bailly-Romainvilliers",18.0395113401733
"77019","Balloy",42.8316301960171
"77020","Bannost-Villegagnon",34.4364886039851
"77021","Barbey",39.5992527116221
"77022","Barbizon",23.4304891816539
"77023","Barcy",25.4539737660909
"77024","Bassevelle",36.1528052856807
"77025","Bazoches-les-Bray",44.0894349536547
"77026","Beauchery-Saint-Martin",48.3064619126801
"77027","Beaumont-du-Gatinais",43.7490573028174
"77028","Beautheil",33.7480412991453
"77029","Beauvoir",27.1102247342407
"77030","Bellot",42.1970180742016
"77031","Bernay-Vilbert",28.1398091461593
"77032","Beton-Bazoches",35.3864250750417
"77033","Bezalles",36.691774233546
"77034","Blandy",26.490729000281
"77035","Blennes",47.4541519112037
"77036","Boisdon",35.1780121391597
"77037","Bois-le-Roi",26.1090714835669
"77038","Boissettes",22.8927657846317
"77039","Boissise-la-Bertrand",22.6675110045296
"77040","Boissise-le-Roi",20.8493375378966
"77041","Boissy-aux-Cailles",32.4037737357007
"77042","Boissy-le-Chatel",32.523256946197
"77043","Boitron",37.1378164196174
"77044","Bombon",31.2442003778013
"77045","Bougligny",37.7438805559864
"77046","Boulancourt",37.0817589294909
"77047","Bouleurs",21.3287797515192
"77048","Bourron-Marlotte",33.7759759931909
"77049","Boutigny",22.7132680907912
"77050","Bransles",37.9322551839042
"77051","Bray-sur-Seine",46.9380904252949
"77052","Breau",30.0227041202771
"77053","Brie-Comte-Robert",16.3324081557773
"77054","La Brosse-Montceaux",41.0555700528958
