"ID","NAMES","artisans_AsTheCrowFlies_ACC_0.005"
"77036","Boisdon",14856.8027639307
"77037","Bois-le-Roi",6425.62596520407
"77038","Boissettes",4029.95315084282
"77039","Boissise-la-Bertrand",4314.8681115958
"77040","Boissise-le-Roi",5133.05232450239
"77041","Boissy-aux-Cailles",13062.4613822363
"77042","Boissy-le-Chatel",10021.7085759832
"77043","Boitron",13650.7591730467
"77044","Bombon",10876.4366531353
"77045","Bougligny",14507.4504880912
"77046","Boulancourt",16109.5732398658
"77047","Bouleurs",6026.46370590326
"77048","Bourron-Marlotte",8975.64994510326
"77049","Boutigny",5867.86396393539
"77050","Bransles",18662.4493722055
"77051","Bray-sur-Seine",18849.2555211854
"77052","Breau",11167.7150938654
"77053","Brie-Comte-Robert",4814.78636194745
"77054","La Brosse-Montceaux",14449.2367743415
"77055","Brou-sur-Chantereine",3072.04289700594
"77056","Burcy",15575.2940739619
"77057","Bussieres",13709.798017432
"77058","Bussy-Saint-Georges",3621.55973382819
"77059","Bussy-Saint-Martin",3232.08122518608
"77060","Buthiers",15009.0722249525
"77061","Cannes-Ecluse",12820.762635137
"77062","Carnetin",4147.72215147305
"77063","La Celle-sur-Morin",8688.23449751342
"77065","Cely",7652.19248688585
"77066","Cerneux",17416.0794677156
"77067","Cesson",4346.27829292156
"77068","Cessoy-en-Montois",14931.6447139603
"77069","Chailly-en-Biere",6408.03058953448
"77070","Chailly-en-Brie",10321.5319919787
"77071","Chaintreaux",15321.2787350421
"77072","Chalautre-la-Grande",23236.2411160422
"77073","Chalautre-la-Petite",18333.9394441888
"77075","Chalifert",4601.9863201436
"77076","Chalmaison",17148.1828694034
"77077","Chambry",6813.30237293485
"77078","Chamigny",12845.0608990054
"77079","Champagne-sur-Seine",7872.77187907916
"77080","Champcenest",15815.1076877023
"77081","Champdeuil",7869.08753646901
"77082","Champeaux",9527.30550362189
"77083","Champs-sur-Marne",1807.13649109733
"77084","Changis-sur-Marne",8771.54899192865
"77085","Chanteloup-en-Brie",3557.6196722768
"77086","La Chapelle-Gauthier",10726.7937647258
"77087","La Chapelle-Iger",12382.3659816329
"77088","La Chapelle-la-Reine",11444.6226550877
"77089","La Chapelle-Rablais",12640.116347052
"77090","La Chapelle-Saint-Sulpice",15254.0426800491
"77091","Les Chapelles-Bourbon",8245.16298847109
"77093","La Chapelle-Moutils",18347.3168319296
"77094","Charmentray",6505.94877214144
"77095","Charny",7161.17654575527
"77096","Chartrettes",6242.12868862864
"77097","Chartronges",14123.1318477316
"77098","Chateaubleau",14622.9985292653
"77099","Chateau-Landon",18004.5544188834
"77100","Le Chatelet-en-Brie",8779.2461817911
"77101","Chatenay-sur-Seine",14942.7308622288
"77102","Chatenoy",13233.0854414551
"77103","Chatillon-la-Borde",9869.23256499069
"77104","Chatres",8185.80812809392
"77106","Chauffry",10707.928752531
"77107","Chaumes-en-Brie",9413.64126221783
"77108","Chelles",846.235691522126
"77109","Chenoise",15114.7313854721
"77110","Chenou",17123.4539940958
"77111","Chessy",3989.87452977937
"77112","Chevrainvilliers",13031.1224233779
"77113","Chevru",13012.8046722938
"77114","Chevry-Cossigny",5333.47804921981
"77115","Chevry-en-Sereine",15746.7500254524
"77116","Choisy-en-Brie",12505.7840309737
"77117","Citry",15362.5394456163
"77118","Claye-Souilly",5014.32158377368
"77119","Clos-Fontaine",13437.620447182
"77120","Cocherel",13083.0596330583
"77121","Collegien",3415.93273727725
"77122","Combs-la-Ville",4372.60629770836
"77123","Compans",5609.69096675817
"77124","Conches-sur-Gondoire",3275.08762120801
"77125","Conde-Sainte-Libiaire",5020.49045763992
"77126","Congis-sur-Therouanne",9135.03440624439
"77127","Coubert",6925.84610381565
"77128","Couilly-Pont-aux-Dames",5176.372590153
"77129","Coulombs-en-Valois",17238.1700468528
"77130","Coulommes",6314.54366658139
"77131","Coulommiers",9568.39400140899
"77132","Coupvray",4443.04201931648
"77133","Courcelles-en-Bassee",13992.9146287121
"77134","Courchamp",16425.7327270527
"77135","Courpalay",11808.7539033454
"77136","Courquetaine",7615.59582408957
"77137","Courtacon",15725.8934051283
"77138","Courtomer",10492.9690542385
"77139","Courtry",2795.38333353612
"77140","Coutencon",12868.8207470137
"77141","Coutevroult",5291.72649526441
"77142","Crecy-la-Chapelle",7097.46268520076
"77143","Cregy-les-Meaux",5669.9387642009
"77144","Crevecoeur-en-Brie",9061.71295844589
"77145","Crisenoy",7993.4228793822
"77146","Croissy-Beaubourg",3238.73325991354
"77147","La Croix-en-Brie",14216.3007261709
"77148","Crouy-sur-Ourcq",16416.2276210868
"77149","Cucharmoy",15183.64231614
"77150","Cuisy",8545.97100624322
"77151","Dagny",13109.9132590267
"77152","Dammarie-les-Lys",4239.28613299276
"77153","Dammartin-en-Goele",8536.46636675709
"77154","Dammartin-sur-Tigeaux",7810.63904153887
"77155","Dampmart",4321.31800281803
"77156","Darvault",10447.3388132577
"77157","Dhuisy",15879.853016987
"77158","Diant",15408.1980524469
"77159","Donnemarie-Dontilly",14793.662462052
"77161","Dormelles",11039.966213399
"77162","Doue",10572.3176897398
"77163","Douy-la-Ramee",11037.0939045137
"77164","Echouboulains",11280.8447800746
"77165","Les Ecrennes",10674.6923807782
"77166","Ecuelles",8898.54921317836
"77167","Egligny",15247.2008073099
"77168","Egreville",17413.6873105978
"77169","Emerainville",2701.15382174825
"77170","Episy",9134.6747939698
"77171","Esbly",5050.06808784556
"77172","Esmans",12513.0015959335
"77173","Etrepilly",10143.391768172
"77174","Everly",18056.3396550624
"77175","Evry-Gregy-sur-Yerre",5640.91186404783
"77176","Faremoutiers",9335.26763281726
"77177","Favieres",6070.63815056809
"77178","Fay-les-Nemours",12865.4789716861
"77179","Fericy",8346.97014307748
"77180","Ferolles-Attilly",4364.27775897141
"77181","Ferrieres-en-Brie",3674.51646464693
"77182","La Ferte-Gaucher",14973.4879213957
"77183","La Ferte-sous-Jouarre",11386.6587368049
"77184","Flagy",11826.5506352867
"77185","Fleury-en-Biere",7985.4229254217
"77186","Fontainebleau",7899.30116303998
"77187","Fontaine-Fourches",24936.4304790084
"77188","Fontaine-le-Port",7695.31775618869
"77190","Fontains",13505.2173889454
"77191","Fontenailles",12239.3711371037
"77192","Fontenay-Tresigny",9292.84570540804
"77193","Forfry",10363.8749507528
"77194","Forges",11215.5588869514
"77195","Fouju",8323.88835451555
"77196","Fresnes-sur-Marne",5991.85345110638
"77197","Fretoy",13856.8638015571
"77198","Fromont",15107.9142047163
"77199","Fublaines",5629.33889594058
"77200","Garentreville",14632.9211664995
"77201","Gastins",13201.5994188903
"77202","La Genevraye",9320.37971765501
"77203","Germigny-l'Eveque",7132.9632087759
"77204","Germigny-sous-Coulombs",17483.2278610068
"77205","Gesvres-le-Chapitre",9275.16225922647
"77206","Giremoutiers",8743.61773951948
"77207","Gironville",19650.9666338441
"77208","Gouaix",18733.5658291995
"77209","Gouvernes",3219.90781514782
"77210","La Grande-Paroisse",9674.70994608799
"77211","Grandpuits-Bailly-Carrois",13071.4152353297
"77212","Gravon",16274.0737023588
"77214","Gressy",5149.34097551636
"77215","Gretz-Armainvilliers",5608.97270179383
"77216","Grez-sur-Loing",9904.85880765211
"77217","Grisy-Suisnes",6090.57880022283
"77218","Grisy-sur-Seine",20666.5584107357
"77219","Guerard",8095.55912917582
"77220","Guercheville",13497.4399883038
"77221","Guermantes",3248.2163023592
"77222","Guignes",9039.95129333775
"77223","Gurcy-le-Chatel",14280.7118312037
"77224","Hautefeuille",9360.27057082841
"77225","La Haute-Maison",8314.93482155383
"77226","Hericy",7741.74106360176
"77227","Herme",20398.7518417243
"77228","Hondevilliers",15973.6792331208
"77229","La Houssaye-en-Brie",8543.92340042667
"77230","Ichy",16599.1212249125
"77231","Isles-les-Meldeuses",9331.73028547864
"77232","Isles-les-Villenoy",5255.67397792977
"77233","Iverny",7872.59978076452
"77234","Jablines",5257.39308951054
"77235","Jaignes",10749.1124143826
"77236","Jaulnes",20020.3067415521
"77237","Jossigny",4443.43486696694
"77238","Jouarre",10142.6184026796
"77239","Jouy-le-Chatel",13923.5678665665
"77240","Jouy-sur-Morin",13609.5020993758
"77241","Juilly",7834.79152636512
"77242","Jutigny",16299.8603832608
"77243","Lagny-sur-Marne",3300.25149475042
"77244","Larchant",11749.6908895878
"77245","Laval-en-Brie",12228.8938788114
"77246","Lechelle",20391.1535715959
"77247","Lescherolles",17086.3458787283
"77248","Lesches",5435.23598650688
"77249","Lesigny",3539.47369117308
"77250","Leudon-en-Brie",14717.4228275616
"77251","Lieusaint",4296.066588674
"77252","Limoges-Fourches",6473.3289109453
"77253","Lissy",7187.78532567034
"77254","Liverdy-en-Brie",7794.31401009396
"77255","Livry-sur-Seine",5113.54554229921
"77256","Lizines",15143.8656097347
"77257","Lizy-sur-Ourcq",11513.1299872567
"77258","Lognes",2785.56592136638
"77259","Longperrier",8005.53659380582
"77260","Longueville",16315.6414480044
"77261","Lorrez-le-Bocage-Preaux",14208.5002741861
"77262","Louan-Villegruis-Fontaine",24138.822315771
"77263","Luisetaines",16014.0021498661
"77264","Lumigny-Nesles-Ormeaux",10349.1005801399
"77265","Luzancy",13749.4590810808
"77266","Machault",8932.70866528371
"77267","La Madeleine-sur-Loing",13785.6066883059
"77268","Magny-le-Hongre",4501.11329300031
"77269","Maincy",5661.4408250553
"77270","Maisoncelles-en-Brie",8212.61123747526
"77271","Maisoncelles-en-Gatinais",16274.9083569797
"77272","Maison-Rouge",15022.8132908929
"77273","Marchemoret",9911.70768196152
"77274","Marcilly",9356.1935455503
"77275","Les Marets",16785.4049204259
"77276","Mareuil-les-Meaux",4794.73471031429
"77277","Marles-en-Brie",9393.15712517182
"77278","Marolles-en-Brie",11134.5247762189
"77279","Marolles-sur-Seine",13776.883498437
"77280","Mary-sur-Marne",10752.8058830105
"77281","Mauperthuis",9905.3635768811
"77282","Mauregard",5754.64706604135
"77283","May-en-Multien",13937.1836691701
"77284","Meaux",4675.09003773391
"77285","Le Mee-sur-Seine",3650.89446968039
"77286","Meigneux",14528.2070662554
"77287","Meilleray",19978.7393348713
"77288","Melun",3815.62760169182
"77289","Melz-sur-Seine",22102.4812281205
"77290","Mery-sur-Marne",14451.2656739988
"77291","Le Mesnil-Amelot",5562.91260094785
"77292","Messy",6048.26352106998
"77293","Misy-sur-Yonne",16026.6974812719
"77294","Mitry-Mory",4052.94345611999
"77295","Moisenay",7308.91578614798
"77296","Moissy-Cramayel",5069.94436928444
"77297","Mondreville",19046.4970493931
"77298","Mons-en-Montois",14998.0093515599
"77299","Montarlot",9421.7626143024
"77300","Montceaux-les-Meaux",7661.387218574
"77301","Montceaux-les-Provins",21379.3168281393
"77302","Montcourt-Fromonville",9837.23161597214
"77303","Montdauphin",20395.3552674443
"77304","Montenils",23211.1568146804
"77305","Montereau-Fault-Yonne",11577.9399024599
"77306","Montereau-sur-le-Jard",6093.33205557931
"77307","Montevrain",3723.80075355682
"77308","Montge-en-Goele",8596.40240445453
"77309","Monthyon",8003.93888039455
"77310","Montigny-le-Guesdier",20281.7322860711
"77311","Montigny-Lencoup",13784.0591338356
"77312","Montigny-sur-Loing",8621.34199669071
"77313","Montmachoux",13887.3716849087
"77314","Montolivet",20761.5047907617
"77315","Montry",4705.08784888515
"77316","Moret-sur-Loing",8489.59727524741
"77317","Mormant",11002.7055416806
"77318","Mortcerf",8452.96049462426
"77319","Mortery",16061.9003286546
"77320","Mouroux",8993.6717588908
"77321","Mousseaux-les-Bray",19043.4166781657
"77322","Moussy-le-Neuf",7975.68061165169
"77323","Moussy-le-Vieux",7450.84282040978
"77325","Mouy-sur-Seine",18333.2949131294
"77326","Nandy",4274.2575548061
"77327","Nangis",13668.6211272591
"77328","Nanteau-sur-Essonne",13888.8984607839
"77329","Nanteau-sur-Lunain",11725.8551431339
"77330","Nanteuil-les-Meaux",4783.8530700337
"77331","Nanteuil-sur-Marne",15335.3309130664
"77332","Nantouillet",7170.39073789572
"77333","Nemours",11064.4465331223
"77335","Chauconin-Neufmontiers",6424.61013163149
"77336","Neufmoutiers-en-Brie",7627.73646846246
"77337","Noisiel",2526.50313585713
"77338","Noisy-Rudignon",11457.5387524813
"77339","Noisy-sur-Ecole",10450.3197422188
"77340","Nonville",10198.5740141523
"77341","Noyen-sur-Seine",21238.9766742657
"77342","Obsonville",15329.1988163547
"77343","Ocquerre",12540.9257869206
"77344","Oissery",11209.1417359359
"77345","Orly-sur-Morin",12579.7055431615
"77347","Les Ormes-sur-Voulzie",16958.9398459651
"77348","Ormesson",12293.943688787
"77349","Othis",9504.5020036568
"77350","Ozoir-la-Ferriere",3936.98594986388
"77352","Ozouer-le-Voulgis",8207.2835845402
"77353","Paley",13086.0183274282
"77354","Pamfou",10002.1214272798
"77355","Paroy",15975.1106252098
"77356","Passy-sur-Seine",22226.3291788325
"77357","Pecy",13579.4134362586
"77358","Penchard",6713.90077711901
"77359","Perthes",6556.3975901139
"77360","Pezarches",10176.3321809024
"77361","Pierre-Levee",8838.66709734152
"77363","Le Pin",3200.10199446896
"77364","Le Plessis-aux-Bois",8063.8042203305
"77365","Le Plessis-Feu-Aussoux",11511.1731543225
"77366","Le Plessis-l'Eveque",8157.07426986897
"77367","Le Plessis-Placy",11933.5990444126
"77368","Poigny",17021.4141508703
"77369","Poincy",5488.6400815682
"77370","Poligny",12137.1459939459
"77371","Pommeuse",8595.78349053453
"77372","Pomponne",3445.86149323103
"77373","Pontault-Combault",2635.97426538206
"77374","Pontcarre",4268.34303255112
"77376","Precy-sur-Marne",5917.61785097
"77377","Presles-en-Brie",6724.23472512669
"77378","Pringy",5316.07550559286
"77379","Provins",17147.5255185923
"77380","Puisieux",11604.8100552365
"77381","Quiers",12527.2907690379
"77382","Quincy-Voisins",5197.92186055022
"77383","Rampillon",14386.2826582181
"77384","Reau",5405.19967380629
"77385","Rebais",11968.2301112153
"77386","Recloses",9648.5894694816
"77387","Remauville",13578.7360690082
"77388","Reuil-en-Brie",12566.7546569081
"77389","La Rochette",4550.66700373173
"77390","Roissy-en-Brie",3297.42642974328
"77391","Rouilly",16919.7113837562
"77392","Rouvres",9962.68775807324
"77393","Rozay-en-Brie",11186.1643721865
"77394","Rubelles",5165.03966823396
"77395","Rumont",14699.3050148399
"77396","Rupereux",17423.8465719408
"77397","Saacy-sur-Marne",13923.9568768823
"77398","Sablonnieres",14505.3614149841
"77399","Saint-Ange-le-Viel",12934.5204185381
"77400","Saint-Augustin",9293.33053723526
"77401","Sainte-Aulde",14651.1512146577
"77402","Saint-Barthelemy",17462.064065418
"77403","Saint-Brice",18373.0364231587
"77404","Sainte-Colombe",16634.241599772
"77405","Saint-Cyr-sur-Morin",11416.9644202424
"77406","Saint-Denis-les-Rebais",11016.2720582442
"77407","Saint-Fargeau-Ponthierry",5187.8931948508
"77408","Saint-Fiacre",6386.48461649851
"77409","Saint-Germain-Laval",12559.1199863147
"77410","Saint-Germain-Laxis",6655.71972957263
"77411","Saint-Germain-sous-Doue",9993.56716763666
"77412","Saint-Germain-sur-Ecole",7245.55064860134
"77413","Saint-Germain-sur-Morin",4834.86170563977
"77414","Saint-Hilliers",15932.4061377871
"77415","Saint-Jean-les-Deux-Jumeaux",8606.29407578672
"77416","Saint-Just-en-Brie",14529.9770964581
"77417","Saint-Leger",13225.3677730823
"77418","Saint-Loup-de-Naud",15773.1994484215
"77419","Saint-Mammes",8201.28949675009
"77420","Saint-Mard",8231.02785825284
"77421","Saint-Mars-Vieux-Maisons",16142.4551384985
"77423","Saint-Martin-des-Champs",16161.0307363798
"77424","Saint-Martin-du-Boschet",20546.9767340739
"77425","Saint-Martin-en-Biere",8102.35735890299
"77426","Saint-Mery",10232.2039452819
"77427","Saint-Mesmes",7004.90257506005
"77428","Saint-Ouen-en-Brie",12117.0314539936
"77429","Saint-Ouen-sur-Morin",11992.6154574926
"77430","Saint-Pathus",11155.5051188678
"77431","Saint-Pierre-les-Nemours",11233.6495961245
"77432","Saint-Remy-la-Vanne",12356.1594708601
"77433","Saints",10208.4495818763
"77434","Saint-Sauveur-les-Bray",16997.8715299241
"77435","Saint-Sauveur-sur-Ecole",5973.14141009277
"77436","Saint-Simeon",11163.4703718215
"77437","Saint-Soupplets",9344.66540245762
"77438","Saint-Thibault-des-Vignes",3129.26259089878
"77439","Salins",13094.4595393196
"77440","Sammeron",9971.72253215429
"77441","Samois-sur-Seine",7232.48196641807
"77442","Samoreau",7229.28096044424
"77443","Sancy",7425.88743345211
"77444","Sancy-les-Provins",19111.7654262088
"77445","Savigny-le-Temple",4584.00064954477
"77446","Savins",15699.8675173291
"77447","Seine-Port",4659.95852946921
"77448","Sept-Sorts",10592.1031831018
"77449","Serris",4446.2845774921
"77450","Servon",3916.27939412635
"77451","Signy-Signets",9403.58803925882
"77452","Sigy",15448.5234929147
"77453","Sivry-Courtry",7421.41912758732
"77454","Sognolles-en-Montois",15040.0244178746
"77455","Soignolles-en-Brie",7523.48781988513
"77456","Soisy-Bouy",18132.8680310009
"77457","Solers",7666.2851541328
"77458","Souppes-sur-Loing",15030.641024311
"77459","Sourdun",19980.2714055947
"77460","Tancrou",11543.3399610616
"77461","Thenisy",15457.5564613542
"77462","Thieux",6440.71712512423
"77463","Thomery",7383.0269477192
"77464","Thorigny-sur-Marne",3824.73369505503
"77465","Thoury-Ferottes",12938.1148397651
"77466","Tigeaux",7229.99032346027
"77467","La Tombe",15487.4266742349
"77468","Torcy",2849.62619731148
"77469","Touquin",10813.2308983732
"77470","Tournan-en-Brie",7273.26370004779
"77471","Tousson",12496.1355486865
"77472","La Tretoire",12695.7307531647
"77473","Treuzy-Levelay",10829.7531559691
"77474","Trilbardou",6248.41561155354
"77475","Trilport",6665.02346359777
"77476","Trocy-en-Multien",10697.9146421775
"77477","Ury",10294.6367479438
"77478","Ussy-sur-Marne",10453.8337136951
"77479","Vaires-sur-Marne",2769.62070766295
"77480","Valence-en-Brie",10170.0874739398
"77481","Vanville",14740.5091749128
"77482","Varennes-sur-Seine",10737.3749995616
"77483","Varreddes",7539.54202268542
"77484","Vaucourtois",6943.41218421556
"77485","Le Vaudoue",11272.4034651746
"77486","Vaudoy-en-Brie",12566.0421442248
"77487","Vaux-le-Penil",4913.13717538266
"77489","Vaux-sur-Lunain",17296.0628967464
"77490","Vendrest",14394.0594756528
"77491","Veneux-les-Sablons",7912.82287428384
"77492","Verdelot",17994.7848482116
"77493","Verneuil-l'Etang",9705.79158376426
"77494","Vernou-la-Celle-sur-Seine",8696.68404980795
"77495","Vert-Saint-Denis",4513.44141216295
"77496","Vieux-Champagne",14846.5176204082
"77498","Vignely",5712.16894574339
"77500","Villebeon",17138.818886956
"77501","Villecerf",9891.25664256984
"77504","Villemarechal",12068.9565785802
"77505","Villemareuil",7522.6682200984
"77506","Villemer",10297.373497588
"77507","Villenauxe-la-Petite",21913.0482454199
"77508","Villeneuve-le-Comte",6593.35591513487
"77509","Villeneuve-les-Bordes",13626.9382575569
"77510","Villeneuve-Saint-Denis",5719.19435009362
"77511","Villeneuve-sous-Dammartin",6702.89817693785
"77512","Villeneuve-sur-Bellot",16295.7684232922
"77513","Villenoy",5093.02023402784
"77514","Villeparisis",3214.92960787788
"77515","Villeroy",7577.9833338124
"77516","Ville-Saint-Jacques",10333.6155745819
"77517","Villevaude",3786.53682543557
"77518","Villiers-en-Biere",5349.35518014836
"77519","Villiers-Saint-Georges",20173.6725928432
"77520","Villiers-sous-Grez",10232.5702734186
"77521","Villiers-sur-Morin",5792.45195705401
"77522","Villiers-sur-Seine",22875.4320112017
"77523","Villuis",23590.7581903567
"77524","Vimpelles",15988.1329395009
"77525","Vinantes",7858.96261131971
"77526","Vincy-Manoeuvre",13011.715602484
"77527","Voinsles",12087.2801760765
"77528","Voisenon",5014.90849849505
"77529","Voulangis",6515.18854626703
"77530","Voulton",18107.2006147793
"77531","Voulx",14407.1062253698
"77532","Vulaines-les-Provins",15719.7114423734
"77533","Vulaines-sur-Seine",7296.46353312263
"77534","Yebles",8455.32385625659
"78003","Ablis",13696.7500644619
"78005","Acheres",3130.67796267531
"78006","Adainville",12082.926942355
"78007","Aigremont",3893.30379484899
"78009","Allainville",14963.3361473311
"78010","Les Alluets-le-Roi",5637.23176407463
"78013","Andelu",7356.72124150774
"78015","Andresy",3207.44653447294
"78020","Arnouville-les-Mantes",7391.19160637298
"78029","Aubergenville",5314.67922017078
"78030","Auffargis",7689.55686159442
"78031","Auffreville-Brasseuil",5440.40326645936
"78033","Aulnay-sur-Mauldre",6003.0999612652
"78034","Auteuil",7293.62617641244
"78036","Autouillet",7710.38904960451
"78043","Bailly",3017.6553784494
"78048","Bazainville",10310.0098876866
"78049","Bazemont",5685.2291183414
"78050","Bazoches-sur-Guyonne",6185.62514560919
"78053","Behoust",8780.91049652358
"78057","Bennecourt",10313.3438054084
"78062","Beynes",6368.4778738002
"78068","Blaru",14699.2763886248
"78070","Boinville-en-Mantois",6425.10458190637
"78071","Boinville-le-Gaillard",14716.7202766076
"78072","Boinvilliers",7818.99520754394
"78073","Bois-d'Arcy",3247.69548375665
"78076","Boissets",11658.4117713725
"78077","La Boissiere-Ecole",12766.9896334615
"78082","Boissy-Mauvoisin",8883.15581572031
"78084","Boissy-sans-Avoir",7654.76137951165
"78087","Bonnelles",7930.26939939503
"78089","Bonnieres-sur-Seine",9377.16389014168
"78090","Bouafle",4911.48360747702
"78092","Bougival",1749.59395189317
"78096","Bourdonne",11578.9368314417
"78104","Breuil-Bois-Robert",5920.67622907849
"78107","Breval",10960.960235449
"78108","Les Breviaires",7973.96074677142
"78113","Brueil-en-Vexin",6424.82940534231
"78117","Buc",3367.63365081115
"78118","Buchelay",5002.7231008946
"78120","Bullion",8456.12458948126
"78123","Carrieres-sous-Poissy",3259.11517049341
"78124","Carrieres-sur-Seine",1145.74227515806
"78125","La Celle-les-Bordes",8470.65601202953
"78126","La Celle-Saint-Cloud",1843.82071531477
"78128","Cernay-la-Ville",7829.36641613359
"78133","Chambourcy",3662.5834381363
"78138","Chanteloup-les-Vignes",3251.84377355575
"78140","Chapet",4091.87801314386
"78143","Chateaufort",4696.81862982743
"78146","Chatou",1143.65986479351
"78147","Chaufour-les-Bonnieres",13855.3529887661
"78152","Chavenay",4540.96218474687
"78158","Le Chesnay",1578.36102755307
"78160","Chevreuse",5772.63603134346
"78162","Choisel",7115.62169694004
"78163","Civry-la-Foret",10611.0205500685
"78164","Clairefontaine-en-Yvelines",9285.14569381899
"78165","Les Clayes-sous-Bois",3550.01168476815
"78168","Coignieres",5167.11790036293
"78171","Conde-sur-Vesgre",11347.4074646793
"78172","Conflans-Sainte-Honorine",2819.29575750198
"78185","Courgent",8715.95007053489
"78188","Cravent",13656.3499825803
"78189","Crespieres",5864.97590168356
"78190","Croissy-sur-Seine",1555.87688296242
"78192","Dammartin-en-Serve",9236.28509325505
"78193","Dampierre-en-Yvelines",6426.57013869795
"78194","Dannemarie",13111.9687178107
"78196","Davron",5404.04975003365
"78202","Drocourt",7624.98184201727
"78206","Ecquevilly",4985.31971251399
"78208","Elancourt",3450.72577279521
"78209","Emance",14286.8608903235
"78217","Epone",5712.9860862725
"78220","Les Essarts-le-Roi",6638.89259581799
"78224","L'Etang-la-Ville",3135.14489929754
"78227","Evecquemont",4386.83391351615
"78230","La Falaise",5904.15310757244
"78231","Favrieux",7315.83944611155
"78233","Feucherolles",5070.25937451103
"78234","Flacourt",7802.8555911851
"78236","Flexanville",8343.38413763274
"78237","Flins-Neuve-Eglise",11130.5126724685
"78238","Flins-sur-Seine",5049.75668591636
"78239","Follainville-Dennemont",5614.65688348619
"78242","Fontenay-le-Fleury",3179.934683066
"78245","Fontenay-Mauvoisin",6547.5587398906
"78246","Fontenay-Saint-Pere",6200.98999017768
"78251","Fourqueux",3326.28298077558
"78255","Freneuse",8896.71454145157
"78261","Gaillon-sur-Montcient",5553.31763646811
"78262","Galluis",7796.37786485405
"78263","Gambais",10421.2711673167
"78264","Gambaiseuil",9516.69742141393
"78265","Garancieres",8287.16156565925
"78267","Gargenville",5518.33130512382
"78269","Gazeran",11167.3137169788
"78276","Gommecourt",10662.076735377
"78278","Goupillieres",7797.300895245
"78281","Goussonville",6548.67644018853
"78283","Grandchamp",13946.7105723918
"78285","Gressey",11797.1033769599
"78289","Grosrouvre",8533.29387126689
"78290","Guernes",6476.02138102222
"78291","Guerville",5402.68202589785
"78296","Guitrancourt",5623.94299507844
"78297","Guyancourt",3392.13704865971
"78299","Hardricourt",5077.96253806459
"78300","Hargeville",7684.65176315917
"78302","La Hauteville",13832.3331519188
"78305","Herbeville",6080.46614372567
"78307","Hermeray",13255.6780504982
"78310","Houdan",12869.0086889125
"78311","Houilles",918.087495343651
"78314","Issou",5309.07682554072
"78317","Jambville",7298.55591759282
"78320","Jeufosse",11485.7249313217
"78321","Jouars-Pontchartrain",4355.49255103421
"78322","Jouy-en-Josas",3419.33151062118
"78324","Jouy-Mauvoisin",6205.93993150621
"78325","Jumeauville",7073.39747728553
"78327","Juziers",5455.51358819179
"78329","Lainville-en-Vexin",8119.12172392252
"78334","Levis-Saint-Nom",5740.53207974921
"78335","Limay",4604.13471849446
"78337","Limetz-Villez",11813.5936892702
"78343","Les Loges-en-Josas",3697.41278320442
"78344","Lommoye",11911.9874594454
"78346","Longnes",10209.7425052683
"78349","Longvilliers",9036.79519413756
"78350","Louveciennes",2511.28463780556
"78354","Magnanville",5100.72856561469
"78356","Magny-les-Hameaux",4645.48718220827
"78358","Maisons-Laffitte",2401.86135645983
