"ID","NAMES","artisans_AsTheCrowFlies_POT_0"
"91479","Paray-Vieille-Poste",232
"91482","Pecqueuse",20
"91494","Le Plessis-Pate",75
"91495","Plessis-Saint-Benoist",0
"91507","Prunay-sur-Essonne",8
"91508","Puiselet-le-Marais",15
"91511","Pussay",33
"91514","Quincy-sous-Senart",156
"91519","Richarville",12
"91521","Ris-Orangis",512
"91525","Roinville",28
"91526","Roinvilliers",0
"91533","Saclas",56
"91534","Saclay",49
"91538","Saint-Aubin",16
"91540","Saint-Cheron",104
"91544","Saint-Cyr-la-Riviere",28
"91546","Saint-Cyr-sous-Dourdan",16
"91547","Saint-Escobille",16
"91549","Sainte-Genevieve-des-Bois",692
"91552","Saint-Germain-les-Arpajon",208
"91553","Saint-Germain-les-Corbeil",155
"91556","Saint-Hilaire",4
"91560","Saint-Jean-de-Beauregard",12
"91568","Saint-Maurice-Montcouronne",61
"91570","Saint-Michel-sur-Orge",313
"91573","Saint-Pierre-du-Perray",176
"91577","Saintry-sur-Seine",158
"91578","Saint-Sulpice-de-Favieres",24
"91579","Saint-Vrain",65
"91581","Saint-Yon",49
"91587","Saulx-les-Chartreux",192
"91589","Savigny-sur-Orge",803
"91593","Sermaise",57
"91599","Soisy-sur-Ecole",40
"91600","Soisy-sur-Seine",109
"91602","Souzy-la-Briche",4
"91613","Congerville-Thionville",20
"91617","Tigery",38
"91619","Torfou",8
"91629","Valpuiseaux",24
"91630","Le Val-Saint-Germain",73
"91631","Varennes-Jarcy",93
"91634","Vaugrigneuse",41
"91635","Vauhallan",97
"91639","Vayres-sur-Essonne",24
"91645","Verrieres-le-Buisson",374
"91648","Vert-le-Grand",71
"91649","Vert-le-Petit",40
"91654","Videlles",29
"91657","Vigneux-sur-Seine",508
"91659","Villabe",128
"91661","Villebon-sur-Yvette",162
"91662","Villeconin",44
"91665","La Ville-du-Bois",184
"91666","Villejust",124
"91667","Villemoisson-sur-Orge",151
"91671","Villeneuve-sur-Auvers",8
"91679","Villiers-le-Bacle",20
"91685","Villiers-sur-Orge",88
"91687","Viry-Chatillon",514
"91689","Wissous",161
"91691","Yerres",574
"91692","Les Ulis",277
"92002","Antony",963
"92004","Asnieres-sur-Seine",1887
"92007","Bagneux",756
"92009","Bois-Colombes",732
"92012","Boulogne-Billancourt",3149
"92014","Bourg-la-Reine",333
"92019","Chatenay-Malabry",520
"92020","Chatillon",716
"92022","Chaville",372
"92023","Clamart",1191
"92024","Clichy",1333
"92025","Colombes",1977
"92026","Courbevoie",1950
"92032","Fontenay-aux-Roses",359
"92033","Garches",449
"92035","La Garenne-Colombes",674
"92036","Gennevilliers",734
"92040","Issy-les-Moulineaux",1234
"92044","Levallois-Perret",1786
"92046","Malakoff",578
"92047","Marnes-la-Coquette",73
"92048","Meudon",947
"92049","Montrouge",988
"92050","Nanterre",1536
"92051","Neuilly-sur-Seine",2619
"92060","Le Plessis-Robinson",463
"92062","Puteaux",994
"92063","Rueil-Malmaison",1716
"92064","Saint-Cloud",823
"92071","Sceaux",394
"92072","Sevres",586
"92073","Suresnes",1098
"92075","Vanves",612
"92076","Vaucresson",320
"92077","Ville-d'Avray",258
"92078","Villeneuve-la-Garenne",474
"93001","Aubervilliers",1901
"93005","Aulnay-sous-Bois",1671
"93006","Bagnolet",894
"93007","Le Blanc-Mesnil",1188
"93008","Bobigny",938
"93010","Bondy",1131
"93013","Le Bourget",326
"93014","Clichy-sous-Bois",649
"93015","Coubron",92
"93027","La Courneuve",846
"93029","Drancy",1495
"93030","Dugny",173
"93031","Epinay-sur-Seine",1057
"93032","Gagny",904
"93033","Gournay-sur-Marne",214
"93039","L'Ile-Saint-Denis",124
"93045","Les Lilas",552
"93046","Livry-Gargan",1139
"93047","Montfermeil",720
"93048","Montreuil",2124
"93049","Neuilly-Plaisance",488
"93050","Neuilly-sur-Marne",589
"93051","Noisy-le-Grand",1388
"93053","Noisy-le-Sec",772
"93055","Pantin",1175
"93057","Les Pavillons-sous-Bois",675
"93059","Pierrefitte-sur-Seine",551
"93061","Le Pre-Saint-Gervais",441
"93062","Le Raincy",479
"93063","Romainville",719
"93064","Rosny-sous-Bois",771
"93066","Saint-Denis",2115
"93070","Saint-Ouen",1228
"93071","Sevran",960
"93072","Stains",660
"93073","Tremblay-en-France",708
"93074","Vaujours",172
"93077","Villemomble",815
"93078","Villepinte",655
"93079","Villetaneuse",267
"94001","Ablon-sur-Seine",114
"94002","Alfortville",1075
"94003","Arcueil",420
"94004","Boissy-Saint-Leger",321
"94011","Bonneuil-sur-Marne",265
"94015","Bry-sur-Marne",541
"94016","Cachan",410
"94017","Champigny-sur-Marne",1666
"94018","Charenton-le-Pont",758
"94019","Chennevieres-sur-Marne",511
"94021","Chevilly-Larue",370
"94022","Choisy-le-Roi",811
"94028","Creteil",2009
"94033","Fontenay-sous-Bois",1159
"94034","Fresnes",400
"94037","Gentilly",363
"94038","L'Hay-les-Roses",556
"94041","Ivry-sur-Seine",1275
"94042","Joinville-le-Pont",454
"94043","Le Kremlin-Bicetre",493
"94044","Limeil-Brevannes",536
"94046","Maisons-Alfort",1230
"94047","Mandres-les-Roses",128
"94048","Marolles-en-Brie",188
"94052","Nogent-sur-Marne",791
"94053","Noiseau",155
"94054","Orly",368
"94055","Ormesson-sur-Marne",445
"94056","Perigny",96
"94058","Le Perreux-sur-Marne",938
"94059","Le Plessis-Trevise",616
"94060","La Queue-en-Brie",231
"94065","Rungis",160
"94067","Saint-Mande",810
"94068","Saint-Maur-des-Fosses",2160
"94069","Saint-Maurice",391
"94070","Santeny",178
"94071","Sucy-en-Brie",635
"94073","Thiais",563
"94074","Valenton",200
"94075","Villecresnes",302
"94076","Villejuif",1061
"94077","Villeneuve-le-Roi",461
"94078","Villeneuve-Saint-Georges",675
"94079","Villiers-sur-Marne",536
"94080","Vincennes",1288
"94081","Vitry-sur-Seine",2075
"95002","Ableiges",12
"95008","Aincourt",4
"95011","Ambleville",16
"95012","Amenucourt",12
"95014","Andilly",76
"95018","Argenteuil",2239
"95019","Arnouville",397
"95023","Arronville",28
"95024","Arthies",4
"95026","Asnieres-sur-Oise",104
"95028","Attainville",40
"95039","Auvers-sur-Oise",177
"95040","Avernes",21
"95042","Baillet-en-France",57
"95046","Banthelu",4
"95051","Beauchamp",203
"95052","Beaumont-sur-Oise",211
"95054","Le Bellay-en-Vexin",8
"95055","Bellefontaine",4
"95056","Belloy-en-France",46
"95058","Bernes-sur-Oise",73
"95059","Berville",16
"95060","Bessancourt",169
"95061","Bethemont-la-Foret",16
"95063","Bezons",634
"95074","Boisemont",40
"95078","Boissy-l'Aillerie",36
"95088","Bonneuil-en-France",28
"95091","Bouffemont",105
"95094","Bouqueval",17
"95101","Bray-et-Lu",24
"95102","Breancon",23
"95110","Brignancourt",16
"95116","Bruyeres-sur-Oise",41
"95119","Buhy",16
"95120","Butry-sur-Oise",64
"95127","Cergy",706
"95134","Champagne-sur-Oise",120
"95139","La Chapelle-en-Vexin",8
"95141","Charmont",0
"95142","Chars",42
"95144","Chatenay-en-France",8
"95149","Chaumontel",77
"95150","Chaussy",20
"95151","Chauvry",4
"95154","Chennevieres-les-Louvres",4
"95157","Cherence",11
"95166","Clery-en-Vexin",20
"95169","Commeny",8
"95170","Condecourt",27
"95176","Cormeilles-en-Parisis",565
"95177","Cormeilles-en-Vexin",73
"95181","Courcelles-sur-Viosne",8
"95183","Courdimanche",103
"95197","Deuil-la-Barre",509
"95199","Domont",349
"95203","Eaubonne",569
"95205","Ecouen",145
"95210","Enghien-les-Bains",398
"95211","Ennery",76
"95212","Epiais-les-Louvres",4
"95213","Epiais-Rhus",12
"95214","Epinay-Champlatreux",4
"95218","Eragny",336
"95219","Ermont",439
"95229","Ezanville",140
"95241","Fontenay-en-Parisis",4
"95250","Fosses",188
"95252","Franconville",623
"95253","Fremainville",20
"95254","Fremecourt",12
"95256","Frepillon",77
"95257","La Frette-sur-Seine",140
"95258","Frouville",20
"95259","Gadancourt",4
"95268","Garges-les-Gonesse",625
"95270","Genainville",36
"95271","Genicourt",24
"95277","Gonesse",475
"95280","Goussainville",650
"95282","Gouzangrez",4
"95287","Grisy-les-Platres",24
"95288","Groslay",281
"95295","Guiry-en-Vexin",0
"95298","Haravilliers",37
"95301","Haute-Isle",31
"95303","Le Heaulme",12
"95304","Hedouville",16
"95306","Herblay",666
"95308","Herouville",16
"95309","Hodent",0
"95313","L'Isle-Adam",412
"95316","Jagny-sous-Bois",12
"95323","Jouy-le-Moutier",279
"95328","Labbeville",8
"95331","Lassy",4
"95341","Livilliers",4
"95348","Longuesse",24
"95351","Louvres",74
"95352","Luzarches",98
"95353","Maffliers",41
"95355","Magny-en-Vexin",91
"95365","Mareil-en-France",17
"95369","Margency",90
"95370","Marines",65
"95371","Marly-la-Ville",99
"95379","Maudetour-en-Vexin",0
"95387","Menouville",4
"95388","Menucourt",84
"95392","Meriel",133
"95394","Mery-sur-Oise",251
"95395","Le Mesnil-Aubry",31
"95409","Moisselles",49
"95422","Montgeroult",4
"95424","Montigny-les-Cormeilles",506
"95426","Montlignon",96
"95427","Montmagny",303
"95428","Montmorency",585
"95429","Montreuil-sur-Epte",20
"95430","Montsoult",75
"95436","Mours",24
"95438","Moussy",0
"95445","Nerville-la-Foret",35
"95446","Nesles-la-Vallee",85
"95447","Neuilly-en-Vexin",8
"95450","Neuville-sur-Oise",66
"95452","Nointel",37
"95456","Noisy-sur-Oise",20
"95459","Nucourt",20
"95462","Omerville",4
"95476","Osny",313
"95480","Parmain",181
"95483","Le Perchay",24
"95487","Persan",145
"95488","Pierrelaye",166
"95489","Piscop",39
"95491","Le Plessis-Bouchard",188
"95492","Le Plessis-Gassot",4
"95493","Le Plessis-Luzarches",4
"95500","Pontoise",473
"95504","Presles",105
"95509","Puiseux-en-France",87
"95510","Puiseux-Pontoise",4
"95523","La Roche-Guyon",32
"95527","Roissy-en-France",36
"95529","Ronquerolles",24
"95535","Sagy",48
"95539","Saint-Brice-sous-Foret",431
"95541","Saint-Clair-sur-Epte",32
"95543","Saint-Cyr-en-Arthies",4
"95554","Saint-Gervais",36
"95555","Saint-Gratien",419
"95563","Saint-Leu-la-Foret",354
"95566","Saint-Martin-du-Tertre",70
"95572","Saint-Ouen-l'Aumone",447
"95574","Saint-Prix",217
"95580","Saint-Witz",94
"95582","Sannois",596
"95584","Santeuil",19
"95585","Sarcelles",1212
"95592","Seraincourt",67
"95594","Seugy",32
"95598","Soisy-sous-Montmorency",456
"95604","Survilliers",51
"95607","Taverny",533
"95610","Themericourt",20
"95611","Theuville",0
"95612","Le Thillay",84
"95625","Us",16
"95627","Vallangoujard",40
"95628","Valmondois",48
"95633","Vaudherland",0
"95637","Vaureal",247
"95641","Vemars",56
"95651","Vetheuil",33
"95652","Viarmes",156
"95656","Vienne-en-Arthies",24
"95658","Vigny",36
"95660","Villaines-sous-Bois",39
"95675","Villeron",37
"95676","Villers-en-Arthies",8
"95678","Villiers-Adam",20
"95680","Villiers-le-Bel",457
"95682","Villiers-le-Sec",0
"95690","Wy-dit-Joli-Village",0
