"ID","NAMES","intermediaires_AsTheCowRolls_POT_20"
"77062","Carnetin",163498.48423844
"77063","La Celle-sur-Morin",25977.54862484
"77065","Cely",84478.56225195
"77066","Cerneux",3759.95904272
"77067","Cesson",107661.78452712
"77068","Cessoy-en-Montois",5142.47093083
"77069","Chailly-en-Biere",71816.87128002
"77070","Chailly-en-Brie",14399.28629298
"77071","Chaintreaux",7134.21965751
"77072","Chalautre-la-Grande",1753.1602777
"77073","Chalautre-la-Petite",4230.61729288
"77075","Chalifert",145532.32796352
"77076","Chalmaison",4452.1865428
"77077","Chambry",49820.10907741
"77078","Chamigny",12852.55398499
"77079","Champagne-sur-Seine",22774.2520534
"77080","Champcenest",4135.74662737
"77081","Champdeuil",72638.57748452
"77082","Champeaux",35104.70467302
"77083","Champs-sur-Marne",437967.11787849
"77084","Changis-sur-Marne",32113.33844107
"77085","Chanteloup-en-Brie",209629.54998298
"77086","La Chapelle-Gauthier",26141.11056741
"77087","La Chapelle-Iger",12620.92276641
"77088","La Chapelle-la-Reine",25614.87185832
"77089","La Chapelle-Rablais",10531.22893508
"77090","La Chapelle-Saint-Sulpice",5944.85561863
"77091","Les Chapelles-Bourbon",55991.51035564
"77093","La Chapelle-Moutils",2638.64479851
"77094","Charmentray",90412.92709786
"77095","Charny",87999.71785178
"77096","Chartrettes",41319.96860396
"77097","Chartronges",5059.55839109
"77098","Chateaubleau",5830.41237113
"77099","Chateau-Landon",4539.50508716
"77100","Le Chatelet-en-Brie",39482.8923084
"77101","Chatenay-sur-Seine",6798.64100928
"77102","Chatenoy",8521.50999643
"77103","Chatillon-la-Borde",35426.9135966
"77104","Chatres",71124.15026987
"77106","Chauffry",7849.1698069
"77107","Chaumes-en-Brie",42636.34372805
"77108","Chelles",389096.6298497
"77109","Chenoise",6403.11810774
"77110","Chenou",4095.7592307
"77111","Chessy",168377.90556799
"77112","Chevrainvilliers",8699.51873813
"77113","Chevru",7382.50789585
"77114","Chevry-Cossigny",162851.00817545
"77115","Chevry-en-Sereine",5821.18031699
"77116","Choisy-en-Brie",7628.38693912
"77117","Citry",5400.27553004
"77118","Claye-Souilly",245699.8028756
"77119","Clos-Fontaine",8410.03958176
"77120","Cocherel",12518.73878722
"77121","Collegien",364507.68868717
"77122","Combs-la-Ville",173544.77227143
"77123","Compans",201683.93085678
"77124","Conches-sur-Gondoire",219105.12877114
"77125","Conde-Sainte-Libiaire",83055.11280939
"77126","Congis-sur-Therouanne",17167.49014189
"77127","Coubert",123380.35632518
"77128","Couilly-Pont-aux-Dames",133746.78155392
"77129","Coulombs-en-Valois",5557.83207783
"77130","Coulommes",63953.94537005
"77131","Coulommiers",19456.45742513
"77132","Coupvray",123847.01192471
"77133","Courcelles-en-Bassee",7555.49154514
"77134","Courchamp",4014.2567382
"77135","Courpalay",16571.74244048
"77136","Courquetaine",59030.58603224
"77137","Courtacon",5735.03410765
"77138","Courtomer",15483.39100367
"77139","Courtry",308468.45002898
"77140","Coutencon",8351.66245111
"77141","Coutevroult",104255.13981543
"77142","Crecy-la-Chapelle",70839.13848813
"77143","Cregy-les-Meaux",69981.8841249
"77144","Crevecoeur-en-Brie",43985.80097746
"77145","Crisenoy",73413.03700189
"77146","Croissy-Beaubourg",397481.36134517
"77147","La Croix-en-Brie",6392.49335267
"77148","Crouy-sur-Ourcq",5814.16624517
"77149","Cucharmoy",5194.47728807
"77150","Cuisy",43094.85102828
"77151","Dagny",9332.02044001
"77152","Dammarie-les-Lys",72477.57597489
"77153","Dammartin-en-Goele",101833.13826889
"77154","Dammartin-sur-Tigeaux",45932.27436895
"77155","Dampmart",162453.0472363
"77156","Darvault",16688.38024003
"77157","Dhuisy",11748.43390812
"77158","Diant",5903.34120942
"77159","Donnemarie-Dontilly",6691.66062764
"77161","Dormelles",10742.05222961
"77162","Doue",9416.36032554
"77163","Douy-la-Ramee",15468.03220709
"77164","Echouboulains",11630.96653503
"77165","Les Ecrennes",25062.29117237
"77166","Ecuelles",18188.39367566
"77167","Egligny",5497.00562461
"77168","Egreville",6774.89716815
"77169","Emerainville",417816.5236635
"77170","Episy",20195.16962185
"77171","Esbly",102022.1152156
"77172","Esmans",12225.76313524
"77173","Etrepilly",24234.818856
"77174","Everly",4532.41677621
"77175","Evry-Gregy-sur-Yerre",156413.09791889
"77176","Faremoutiers",24554.81157116
"77177","Favieres",105250.68530951
"77178","Fay-les-Nemours",8877.67813227
"77179","Fericy",24592.47458422
"77180","Ferolles-Attilly",221550.00343047
"77181","Ferrieres-en-Brie",348520.75965548
"77182","La Ferte-Gaucher",5818.10469529
"77183","La Ferte-sous-Jouarre",21241.11785908
"77184","Flagy",9604.40320675
"77185","Fleury-en-Biere",78271.34224597
"77186","Fontainebleau",37858.88342728
"77187","Fontaine-Fourches",2441.61330327
"77188","Fontaine-le-Port",32386.89753861
"77190","Fontains",8190.85018893
"77191","Fontenailles",16939.83594646
"77192","Fontenay-Tresigny",47644.42559678
"77193","Forfry",21467.1783303
"77194","Forges",15669.99466893
"77195","Fouju",47283.08775794
"77196","Fresnes-sur-Marne",163806.08051673
"77197","Fretoy",6735.43107333
"77198","Fromont",7330.66786948
"77199","Fublaines",38491.81592568
"77200","Garentreville",5355.77172297
"77201","Gastins",9366.94136747
"77202","La Genevraye",16350.36465215
"77203","Germigny-l'Eveque",24753.16901713
"77204","Germigny-sous-Coulombs",4936.03029154
"77205","Gesvres-le-Chapitre",25651.19786623
"77206","Giremoutiers",24144.62779002
"77207","Gironville",4002.95760756
"77208","Gouaix",3695.47809572
"77209","Gouvernes",271014.65300094
"77210","La Grande-Paroisse",13238.6247135
"77211","Grandpuits-Bailly-Carrois",13327.98111791
"77212","Gravon",6175.97903902
"77214","Gressy",200159.40405329
"77215","Gretz-Armainvilliers",157098.50559091
"77216","Grez-sur-Loing",18638.94840164
"77217","Grisy-Suisnes",139838.45498792
"77218","Grisy-sur-Seine",3788.12753712
"77219","Guerard",39991.78975084
"77220","Guercheville",8249.35101566
"77221","Guermantes",254806.62153984
"77222","Guignes",58129.12788081
"77223","Gurcy-le-Chatel",6902.93779023
"77224","Hautefeuille",20719.33054895
"77225","La Haute-Maison",33546.52862973
"77226","Hericy",28793.86776721
"77227","Herme",4102.13323286
"77228","Hondevilliers",5855.16125125
"77229","La Houssaye-en-Brie",53080.40670539
"77230","Ichy",4280.20357858
"77231","Isles-les-Meldeuses",19758.67173677
"77232","Isles-les-Villenoy",77684.3754535
"77233","Iverny",68053.97263327
"77234","Jablines",100109.11207276
"77235","Jaignes",16585.25919973
"77236","Jaulnes",4721.03322921
"77237","Jossigny",239246.87786568
"77238","Jouarre",17296.5555217
"77239","Jouy-le-Chatel",11452.41774716
"77240","Jouy-sur-Morin",5998.39720225
"77241","Juilly",83328.7729196
"77242","Jutigny",5316.3149526
"77243","Lagny-sur-Marne",253999.66478627
"77244","Larchant",13716.71037863
"77245","Laval-en-Brie",12286.72528628
"77246","Lechelle",3127.0295789
"77247","Lescherolles",3760.30955532
"77248","Lesches",104523.73966104
"77249","Lesigny",283706.98139934
"77250","Leudon-en-Brie",4782.56823455
"77251","Lieusaint",180283.11920828
"77252","Limoges-Fourches",128688.9471983
"77253","Lissy",101475.18322746
"77254","Liverdy-en-Brie",63196.00456551
"77255","Livry-sur-Seine",58332.1720758
"77256","Lizines",5354.52036211
"77257","Lizy-sur-Ourcq",16328.25909678
"77258","Lognes",431521.10712857
"77259","Longperrier",98042.38769752
"77260","Longueville",5181.71327358
"77261","Lorrez-le-Bocage-Preaux",7513.03905291
"77262","Louan-Villegruis-Fontaine",1282.33582976
"77263","Luisetaines",5085.97890446
"77264","Lumigny-Nesles-Ormeaux",33055.94548862
"77265","Luzancy",10872.96555561
"77266","Machault",23278.93028405
"77267","La Madeleine-sur-Loing",7462.30222699
"77268","Magny-le-Hongre",133183.36584557
"77269","Maincy",76427.25179713
"77270","Maisoncelles-en-Brie",33329.16133357
"77271","Maisoncelles-en-Gatinais",4690.94216438
"77272","Maison-Rouge",6662.91721831
"77273","Marchemoret",55359.63879063
"77274","Marcilly",30740.94111075
"77275","Les Marets",3447.7678052
"77276","Mareuil-les-Meaux",73018.10921882
"77277","Marles-en-Brie",44133.11574915
"77278","Marolles-en-Brie",9376.17495821
"77279","Marolles-sur-Seine",10958.9304662
"77280","Mary-sur-Marne",15798.32595502
"77281","Mauperthuis",16596.18298994
"77282","Mauregard",174861.95728762
"77283","May-en-Multien",12338.78930325
"77284","Meaux",77891.86768694
"77285","Le Mee-sur-Seine",87976.98998674
"77286","Meigneux",5708.9990575
"77287","Meilleray",1708.80254992
"77288","Melun",94703.59118802
"77289","Melz-sur-Seine",3109.07783834
"77290","Mery-sur-Marne",9212.26151431
"77291","Le Mesnil-Amelot",204497.67666743
"77292","Messy",182311.04172208
"77293","Misy-sur-Yonne",7502.69845744
"77294","Mitry-Mory",272878.47930324
"77295","Moisenay",55378.82137597
"77296","Moissy-Cramayel",151447.33994509
"77297","Mondreville",2831.45661556
"77298","Mons-en-Montois",5126.99748153
"77299","Montarlot",16326.76391485
"77300","Montceaux-les-Meaux",55066.83641304
"77301","Montceaux-les-Provins",2539.3512447
"77302","Montcourt-Fromonville",16319.17503899
"77303","Montdauphin",1572.99362628
"77304","Montenils",1101.70314681
"77305","Montereau-Fault-Yonne",15411.16803543
"77306","Montereau-sur-le-Jard",109694.97441804
"77307","Montevrain",192560.96420114
"77308","Montge-en-Goele",53390.73766408
"77309","Monthyon",45903.74764543
"77310","Montigny-le-Guesdier",3597.78237415
"77311","Montigny-Lencoup",10062.02958236
"77312","Montigny-sur-Loing",18873.56510058
"77313","Montmachoux",8037.77664674
"77314","Montolivet",1727.16195903
"77315","Montry",107741.91221004
"77316","Moret-sur-Loing",19247.35957735
"77317","Mormant",23091.28506413
"77318","Mortcerf",48270.11630798
"77319","Mortery",4583.5290458
"77320","Mouroux",22452.31661152
"77321","Mousseaux-les-Bray",5174.83783049
"77322","Moussy-le-Neuf",103271.50201906
"77323","Moussy-le-Vieux",75627.06258
"77325","Mouy-sur-Seine",5405.62457241
"77326","Nandy",125320.60281369
"77327","Nangis",12229.04347894
"77328","Nanteau-sur-Essonne",7299.97216401
"77329","Nanteau-sur-Lunain",9676.65708394
"77330","Nanteuil-les-Meaux",68465.24309295
"77331","Nanteuil-sur-Marne",6819.62548299
"77332","Nantouillet",90713.49261799
"77333","Nemours",17752.29075497
"77335","Chauconin-Neufmontiers",73851.82561511
"77336","Neufmoutiers-en-Brie",71786.00617495
"77337","Noisiel",416131.70005082
"77338","Noisy-Rudignon",12183.7421961
"77339","Noisy-sur-Ecole",21361.31004197
"77340","Nonville",12983.1232263
"77341","Noyen-sur-Seine",3895.84707191
"77342","Obsonville",4942.13701836
"77343","Ocquerre",11158.13402917
"77344","Oissery",24467.5730447
"77345","Orly-sur-Morin",5819.19845593
"77347","Les Ormes-sur-Voulzie",5306.79820752
"77348","Ormesson",11279.54399379
"77349","Othis",53145.4594893
"77350","Ozoir-la-Ferriere",211036.43681917
"77352","Ozouer-le-Voulgis",56436.20330484
"77353","Paley",7773.21982885
"77354","Pamfou",23122.76237256
"77355","Paroy",5651.4518627
"77356","Passy-sur-Seine",2782.6621672
"77357","Pecy",9784.54631407
"77358","Penchard",61464.97887064
"77359","Perthes",97566.81496493
"77360","Pezarches",25550.59758038
"77361","Pierre-Levee",44429.27889923
"77363","Le Pin",279867.57753015
"77364","Le Plessis-aux-Bois",51838.86576293
"77365","Le Plessis-Feu-Aussoux",15304.5036185
"77366","Le Plessis-l'Eveque",61578.54765149
"77367","Le Plessis-Placy",14882.307229
"77368","Poigny",4730.8412607
"77369","Poincy",41831.62905391
"77370","Poligny",8180.68496265
"77371","Pommeuse",26185.89713016
"77372","Pomponne",243366.61787922
"77373","Pontault-Combault",357390.24357742
"77374","Pontcarre",286348.00082082
"77376","Precy-sur-Marne",102154.53187426
"77377","Presles-en-Brie",98846.48127014
"77378","Pringy",84221.10681488
"77379","Provins",5152.22719216
"77380","Puisieux",17810.02360945
"77381","Quiers",11293.61781473
"77382","Quincy-Voisins",96958.93511214
"77383","Rampillon",7160.85061404
"77384","Reau",147156.78506089
"77385","Rebais",9041.72782255
"77386","Recloses",21586.68632408
"77387","Remauville",7240.38520074
"77388","Reuil-en-Brie",17966.99566146
"77389","La Rochette",63001.50976047
"77390","Roissy-en-Brie",267406.98542295
"77391","Rouilly",3988.79826276
"77392","Rouvres",89965.87096788
"77393","Rozay-en-Brie",30543.97535948
"77394","Rubelles",85548.93012533
"77395","Rumont",6631.36290451
"77396","Rupereux",2995.50334837
"77397","Saacy-sur-Marne",8154.53343219
"77398","Sablonnieres",5668.60387881
"77399","Saint-Ange-le-Viel",7799.42922577
"77400","Saint-Augustin",15554.49823468
"77401","Sainte-Aulde",11540.7872709
"77402","Saint-Barthelemy",3286.87403356
"77403","Saint-Brice",4332.35437432
"77404","Sainte-Colombe",5168.87976035
"77405","Saint-Cyr-sur-Morin",9319.7348758
"77406","Saint-Denis-les-Rebais",9273.48566774
"77407","Saint-Fargeau-Ponthierry",126133.99336488
"77408","Saint-Fiacre",46674.99036153
"77409","Saint-Germain-Laval",13351.30991355
"77410","Saint-Germain-Laxis",81949.88904202
"77411","Saint-Germain-sous-Doue",8955.34566351
"77412","Saint-Germain-sur-Ecole",64056.6767763
"77413","Saint-Germain-sur-Morin",113512.70385293
"77414","Saint-Hilliers",4001.53849603
"77415","Saint-Jean-les-Deux-Jumeaux",40274.81528742
"77416","Saint-Just-en-Brie",4645.78527661
"77417","Saint-Leger",5932.11116538
"77418","Saint-Loup-de-Naud",5149.02515007
"77419","Saint-Mammes",22203.02268741
"77420","Saint-Mard",130372.34223103
"77421","Saint-Mars-Vieux-Maisons",4251.93794048
"77423","Saint-Martin-des-Champs",4240.35733811
"77424","Saint-Martin-du-Boschet",2079.83374491
"77425","Saint-Martin-en-Biere",55003.09961524
"77426","Saint-Mery",27191.69253874
"77427","Saint-Mesmes",119502.07667786
"77428","Saint-Ouen-en-Brie",18944.62726903
"77429","Saint-Ouen-sur-Morin",8829.31467061
"77430","Saint-Pathus",31674.41826238
"77431","Saint-Pierre-les-Nemours",15770.20589266
"77432","Saint-Remy-la-Vanne",8103.26469234
"77433","Saints",14135.23924242
"77434","Saint-Sauveur-les-Bray",4565.5360667
"77435","Saint-Sauveur-sur-Ecole",65320.6770419
"77436","Saint-Simeon",9072.02969497
"77437","Saint-Soupplets",44291.51597674
"77438","Saint-Thibault-des-Vignes",293019.74045702
"77439","Salins",11314.15120287
"77440","Sammeron",39536.78533164
"77441","Samois-sur-Seine",27620.70328121
"77442","Samoreau",32618.52582176
"77443","Sancy",44446.19882422
"77444","Sancy-les-Provins",2931.47706479
"77445","Savigny-le-Temple",131249.95428119
"77446","Savins",5332.61774444
"77447","Seine-Port",95624.14078905
"77448","Sept-Sorts",26256.06872985
"77449","Serris",176472.71949836
"77450","Servon",281228.27320014
"77451","Signy-Signets",23960.70670443
"77452","Sigy",5695.62632473
"77453","Sivry-Courtry",51366.95790336
"77454","Sognolles-en-Montois",5091.85182691
"77455","Soignolles-en-Brie",101031.43084716
"77456","Soisy-Bouy",3911.39011307
"77457","Solers",90954.83412328
"77458","Souppes-sur-Loing",8325.38935112
"77459","Sourdun",4597.01013739
"77460","Tancrou",14737.04614387
"77461","Thenisy",5616.27168635
"77462","Thieux",142306.46170306
"77463","Thomery",22983.41405537
"77464","Thorigny-sur-Marne",194142.00416633
"77465","Thoury-Ferottes",8510.59907674
"77466","Tigeaux",63128.76728114
"77467","La Tombe",9160.99854101
"77468","Torcy",363715.68048897
"77469","Touquin",21866.7545127
"77470","Tournan-en-Brie",121087.81393
"77471","Tousson",15835.01631594
"77472","La Tretoire",6494.30246543
"77473","Treuzy-Levelay",11001.6946187
"77474","Trilbardou",105639.34168051
"77475","Trilport",44578.19790096
"77476","Trocy-en-Multien",18803.61980802
"77477","Ury",34254.62858148
"77478","Ussy-sur-Marne",36323.55609197
"77479","Vaires-sur-Marne",287091.58662998
"77480","Valence-en-Brie",20353.04984875
"77481","Vanville",7017.96333912
"77482","Varennes-sur-Seine",15884.80564917
"77483","Varreddes",37891.49703918
"77484","Vaucourtois",47748.23366706
"77485","Le Vaudoue",17777.98077653
"77486","Vaudoy-en-Brie",16256.67742977
"77487","Vaux-le-Penil",63357.18943799
"77489","Vaux-sur-Lunain",5054.54757941
"77490","Vendrest",7337.18204157
"77491","Veneux-les-Sablons",20620.54776633
"77492","Verdelot",3414.24033726
"77493","Verneuil-l'Etang",36038.62933874
"77494","Vernou-la-Celle-sur-Seine",17157.21101272
"77495","Vert-Saint-Denis",123657.40047577
"77496","Vieux-Champagne",5044.31180769
"77498","Vignely",93402.02176514
"77500","Villebeon",4941.6028536
"77501","Villecerf",16007.73235041
"77504","Villemarechal",9215.49524912
"77505","Villemareuil",48377.11930801
"77506","Villemer",14773.27922948
"77507","Villenauxe-la-Petite",3816.54506093
"77508","Villeneuve-le-Comte",163889.67933848
"77509","Villeneuve-les-Bordes",8535.61137392
"77510","Villeneuve-Saint-Denis",172076.60160844
"77511","Villeneuve-sous-Dammartin",110770.53446409
"77512","Villeneuve-sur-Bellot",3270.9306469
"77513","Villenoy",92596.56739162
"77514","Villeparisis",338261.54622173
"77515","Villeroy",77649.55050752
"77516","Ville-Saint-Jacques",14726.87994289
"77517","Villevaude",257920.08227778
"77518","Villiers-en-Biere",67054.9273621
"77519","Villiers-Saint-Georges",2694.40984665
"77520","Villiers-sous-Grez",18245.60336142
"77521","Villiers-sur-Morin",116281.01528938
"77522","Villiers-sur-Seine",3473.01889163
"77523","Villuis",3025.51439706
"77524","Vimpelles",5096.76336588
"77525","Vinantes",46563.37711558
"77526","Vincy-Manoeuvre",9366.49624474
"77527","Voinsles",16820.93760629
"77528","Voisenon",103488.99275927
"77529","Voulangis",78725.96812948
"77530","Voulton",3113.87036509
"77531","Voulx",7257.40499998
"77532","Vulaines-les-Provins",5753.07567822
"77533","Vulaines-sur-Seine",30751.52898713
"77534","Yebles",58033.73434683
"78003","Ablis",23359.23219983
"78005","Acheres",226981.25448416
"78006","Adainville",8717.32532885
"78007","Aigremont",318108.38238139
"78009","Allainville",18706.53237757
"78010","Les Alluets-le-Roi",129808.1574178
"78013","Andelu",45769.29684815
"78015","Andresy",205634.00013963
"78020","Arnouville-les-Mantes",31121.16588779
"78029","Aubergenville",141914.72796517
"78030","Auffargis",69532.45800357
"78031","Auffreville-Brasseuil",53181.92956983
"78033","Aulnay-sur-Mauldre",77371.31834059
"78034","Auteuil",59803.98601656
"78036","Autouillet",43063.54102678
"78043","Bailly",389455.40734028
"78048","Bazainville",39202.40325658
"78049","Bazemont",63042.60543388
"78050","Bazoches-sur-Guyonne",109940.00021669
"78053","Behoust",32280.83331175
"78057","Bennecourt",24351.40228071
"78062","Beynes",84479.57292334
"78068","Blaru",14182.41966027
"78070","Boinville-en-Mantois",38020.52984631
"78071","Boinville-le-Gaillard",15875.42493479
"78072","Boinvilliers",27955.77587682
"78073","Bois-d'Arcy",356994.56178116
"78076","Boissets",9922.4926812
"78077","La Boissiere-Ecole",5939.59645829
"78082","Boissy-Mauvoisin",21245.96278783
"78084","Boissy-sans-Avoir",65322.99123609
"78087","Bonnelles",69878.39633491
"78089","Bonnieres-sur-Seine",22608.66474674
"78090","Bouafle",169506.54716131
"78092","Bougival",478958.1184252
"78096","Bourdonne",19489.02913637
"78104","Breuil-Bois-Robert",45451.79829418
"78107","Breval",15032.44549812
"78108","Les Breviaires",36687.72682503
"78113","Brueil-en-Vexin",59396.04198801
"78117","Buc",321982.3813637
"78118","Buchelay",56688.24573824
"78120","Bullion",53543.70543342
"78123","Carrieres-sous-Poissy",269944.71513424
"78124","Carrieres-sur-Seine",503434.99903392
"78125","La Celle-les-Bordes",38799.97704766
"78126","La Celle-Saint-Cloud",512312.00206845
"78128","Cernay-la-Ville",61981.31993695
"78133","Chambourcy",319839.37847825
"78138","Chanteloup-les-Vignes",196300.83096516
"78140","Chapet",173705.53123387
"78143","Chateaufort",251049.95646457
"78146","Chatou",511130.12073747
"78147","Chaufour-les-Bonnieres",22963.03312169
"78152","Chavenay",199577.99016866
"78158","Le Chesnay",479129.44513624
"78160","Chevreuse",104917.67472825
"78162","Choisel",79793.00680118
"78163","Civry-la-Foret",15406.11353933
"78164","Clairefontaine-en-Yvelines",48189.03236717
"78165","Les Clayes-sous-Bois",214621.96464189
"78168","Coignieres",135786.76735659
"78171","Conde-sur-Vesgre",14465.29596124
"78172","Conflans-Sainte-Honorine",285986.95939441
"78185","Courgent",26745.81239352
"78188","Cravent",14917.54169484
"78189","Crespieres",143281.80479365
"78190","Croissy-sur-Seine",435039.69726127
"78192","Dammartin-en-Serve",18705.38199936
"78193","Dampierre-en-Yvelines",87078.17036661
"78194","Dannemarie",15317.62003813
"78196","Davron",159644.24092316
"78202","Drocourt",38715.9861455
"78206","Ecquevilly",174879.14765412
"78208","Elancourt",175233.54407361
"78209","Emance",8727.84942514
"78217","Epone",114456.87663005
"78220","Les Essarts-le-Roi",98602.87037329
"78224","L'Etang-la-Ville",319449.5579842
"78227","Evecquemont",123257.78604351
"78230","La Falaise",96066.47707367
"78231","Favrieux",38845.63743336
"78233","Feucherolles",218558.04457328
"78234","Flacourt",25529.52827011
"78236","Flexanville",24153.01290952
"78237","Flins-Neuve-Eglise",14775.03950115
"78238","Flins-sur-Seine",165031.42177762
"78239","Follainville-Dennemont",31657.02010891
"78242","Fontenay-le-Fleury",303195.35312068
"78245","Fontenay-Mauvoisin",38636.98798764
"78246","Fontenay-Saint-Pere",37191.82132314
"78251","Fourqueux",297434.44225382
"78255","Freneuse",21523.82837957
"78261","Gaillon-sur-Montcient",109489.41292885
"78262","Galluis",94503.9274946
"78263","Gambais",29074.44460638
"78264","Gambaiseuil",23074.65417128
"78265","Garancieres",46671.38868927
"78267","Gargenville",97516.59389418
"78269","Gazeran",21055.24710355
"78276","Gommecourt",11958.40812027
"78278","Goupillieres",29633.98786898
"78281","Goussonville",38642.68685706
"78283","Grandchamp",5017.4520291
"78285","Gressey",12697.9821176
"78289","Grosrouvre",36311.02327873
"78290","Guernes",19140.73341875
"78291","Guerville",36483.18126254
"78296","Guitrancourt",50048.68871789
"78297","Guyancourt",280254.75836868
"78299","Hardricourt",134719.1014471
"78300","Hargeville",29342.35055331
"78302","La Hauteville",4716.57013795
"78305","Herbeville",78563.68693836
"78307","Hermeray",7542.91573591
"78310","Houdan",25617.65877017
"78311","Houilles",520476.9177662
"78314","Issou",90264.5322954
"78317","Jambville",52316.89472957
"78320","Jeufosse",28474.16750122
"78321","Jouars-Pontchartrain",174719.79678187
"78322","Jouy-en-Josas",433806.24770092
"78324","Jouy-Mauvoisin",45911.12267998
"78325","Jumeauville",37526.1734832
"78327","Juziers",82704.21682741
"78329","Lainville-en-Vexin",45804.26463858
"78334","Levis-Saint-Nom",74738.4116741
"78335","Limay",55341.0543022
"78337","Limetz-Villez",15257.67624585
"78343","Les Loges-en-Josas",343963.02001484
"78344","Lommoye",11893.729248
"78346","Longnes",23706.78273457
"78349","Longvilliers",84155.51782452
"78350","Louveciennes",479204.83457374
"78354","Magnanville",62891.14701369
"78356","Magny-les-Hameaux",150203.86943994
"78358","Maisons-Laffitte",370539.58396628
"78361","Mantes-la-Jolie",69356.66110938
"78362","Mantes-la-Ville",69967.94211877
"78364","Marcq",51182.37350539
"78366","Mareil-le-Guyon",98225.48554951
"78367","Mareil-Marly",315389.19519703
"78368","Mareil-sur-Mauldre",101224.44490027
"78372","Marly-le-Roi",424549.32965575
"78380","Maule",82833.10078815
"78381","Maulette",32547.643112
"78382","Maurecourt",213210.45057129
"78383","Maurepas",188022.12301599
"78384","Medan",219062.7718878
"78385","Menerville",27567.76694089
"78389","Mere",82084.06023415
"78391","Mericourt",20818.5648988
"78396","Le Mesnil-le-Roi",345952.42838706
"78397","Le Mesnil-Saint-Denis",131368.06320764
"78398","Les Mesnuls",72391.29412299
"78401","Meulan-en-Yvelines",148374.2942728
"78402","Mezieres-sur-Seine",107563.63406424
"78403","Mezy-sur-Seine",104313.69906431
"78404","Millemont",52570.00454855
"78406","Milon-la-Chapelle",122085.59525594
"78407","Mittainville",6178.25629114
"78410","Moisson",10801.6264049
"78413","Mondreville",17256.28986007
"78415","Montainville",61530.86599517
"78416","Montalet-le-Bois",52461.95092191
