"ID","NAMES","ouvrier_AsTheCrowFlies_ACC_0.005"
"77044","Bombon",9800.34114488863
"77045","Bougligny",11585.7653321295
"77046","Boulancourt",16831.4571096491
"77047","Bouleurs",6234.87524783322
"77048","Bourron-Marlotte",8874.78516438688
"77049","Boutigny",4900.14787487089
"77050","Bransles",16392.6789140153
"77051","Bray-sur-Seine",14518.3655831196
"77052","Breau",10064.2475214925
"77053","Brie-Comte-Robert",4718.71927349102
"77054","La Brosse-Montceaux",10783.2217070562
"77055","Brou-sur-Chantereine",2858.65783839817
"77056","Burcy",15457.7344795516
"77057","Bussieres",11779.7202787091
"77058","Bussy-Saint-Georges",3811.13359645761
"77059","Bussy-Saint-Martin",2900.23874449774
"77060","Buthiers",15845.4736253356
"77061","Cannes-Ecluse",8318.54341572156
"77062","Carnetin",3885.6163987398
"77063","La Celle-sur-Morin",8886.88652452768
"77065","Cely",8089.33682025806
"77066","Cerneux",15103.4103990105
"77067","Cesson",3262.17851883874
"77068","Cessoy-en-Montois",11322.3936924691
"77069","Chailly-en-Biere",6017.01424768259
"77070","Chailly-en-Brie",8583.53604231827
"77071","Chaintreaux",13022.5378827954
"77072","Chalautre-la-Grande",18612.7609366225
"77073","Chalautre-la-Petite",12336.8295139498
"77075","Chalifert",4772.80641533186
"77076","Chalmaison",11461.1312509095
"77077","Chambry",4587.701025275
"77078","Chamigny",10500.6305848935
"77079","Champagne-sur-Seine",7337.94477937049
"77080","Champcenest",13571.5747900547
"77081","Champdeuil",7525.69980757625
"77082","Champeaux",8574.9355910969
"77083","Champs-sur-Marne",1256.47727389087
"77084","Changis-sur-Marne",7202.0613707467
"77085","Chanteloup-en-Brie",3610.90077599879
"77086","La Chapelle-Gauthier",9857.25840637068
"77087","La Chapelle-Iger",11100.9183634985
"77088","La Chapelle-la-Reine",12312.0962843975
"77089","La Chapelle-Rablais",10499.8341409446
"77090","La Chapelle-Saint-Sulpice",11229.5713574236
"77091","Les Chapelles-Bourbon",8219.2660837932
"77093","La Chapelle-Moutils",16133.8538613625
"77094","Charmentray",6129.98117597586
"77095","Charny",6633.36760372499
"77096","Chartrettes",5647.4641551582
"77097","Chartronges",12295.1498233765
"77098","Chateaubleau",11915.1933306541
"77099","Chateau-Landon",15290.3968518354
"77100","Le Chatelet-en-Brie",8346.80471182152
"77101","Chatenay-sur-Seine",11097.5041205345
"77102","Chatenoy",11354.1249360331
"77103","Chatillon-la-Borde",8899.53993689637
"77104","Chatres",7982.59482388294
"77106","Chauffry",8885.2344352044
"77107","Chaumes-en-Brie",8804.75297499223
"77108","Chelles",0
"77109","Chenoise",12578.3480946299
"77110","Chenou",14569.3499486272
"77111","Chessy",4207.45039392128
"77112","Chevrainvilliers",11941.8626289957
"77113","Chevru",11528.1693658767
"77114","Chevry-Cossigny",5282.44801323489
"77115","Chevry-en-Sereine",14044.0121039748
"77116","Choisy-en-Brie",10679.9425184679
"77117","Citry",13202.1966475746
"77118","Claye-Souilly",4572.59901731106
"77119","Clos-Fontaine",11485.8706292284
"77120","Cocherel",10457.1327980375
"77121","Collegien",3197.65024476194
"77122","Combs-la-Ville",3385.30875388502
"77123","Compans",5008.76432457382
"77124","Conches-sur-Gondoire",3164.89774966497
"77125","Conde-Sainte-Libiaire",5296.02985795622
"77126","Congis-sur-Therouanne",6902.72994145928
"77127","Coubert",6909.69049568868
"77128","Couilly-Pont-aux-Dames",5651.72063480989
"77129","Coulombs-en-Valois",14299.1234957684
"77130","Coulommes",6085.31131041502
"77131","Coulommiers",7932.39008543765
"77132","Coupvray",4943.51371684263
"77133","Courcelles-en-Bassee",10006.780460566
"77134","Courchamp",13580.4821977945
"77135","Courpalay",10457.6238716144
"77136","Courquetaine",7575.50202038277
"77137","Courtacon",13709.6888222591
"77138","Courtomer",9624.26963065021
"77139","Courtry",2652.12317573657
"77140","Coutencon",10063.3806546256
"77141","Coutevroult",6120.54078346198
"77142","Crecy-la-Chapelle",7647.669806693
"77143","Cregy-les-Meaux",3435.34277036335
"77144","Crevecoeur-en-Brie",9375.49914001459
"77145","Crisenoy",7382.736148559
"77146","Croissy-Beaubourg",2960.15952063928
"77147","La Croix-en-Brie",12009.6038244735
"77148","Crouy-sur-Ourcq",13541.8437826511
"77149","Cucharmoy",11825.8629728152
"77150","Cuisy",7571.5528773137
"77151","Dagny",11871.7495345953
"77152","Dammarie-les-Lys",2663.65766078209
"77153","Dammartin-en-Goele",7200.40007310349
"77154","Dammartin-sur-Tigeaux",8400.20640489485
"77155","Dampmart",4216.13733478372
"77156","Darvault",8842.09823720162
"77157","Dhuisy",13116.777510229
"77158","Diant",12995.7517721746
"77159","Donnemarie-Dontilly",11381.74215135
"77161","Dormelles",9711.4655342694
"77162","Doue",9058.29056191362
"77163","Douy-la-Ramee",8943.54806677622
"77164","Echouboulains",9247.09758837269
"77165","Les Ecrennes",9778.93495788583
"77166","Ecuelles",8035.69447862421
"77167","Egligny",11575.8581312801
"77168","Egreville",15542.4178458675
"77169","Emerainville",2559.73731843086
"77170","Episy",8694.67251001794
"77171","Esbly",5319.15661432778
"77172","Esmans",8832.25918033659
"77173","Etrepilly",7931.70304114529
"77174","Everly",12751.7769544935
"77175","Evry-Gregy-sur-Yerre",5087.81805596102
"77176","Faremoutiers",9089.29457565102
"77177","Favieres",5914.03961101536
"77178","Fay-les-Nemours",10177.4231945533
"77179","Fericy",8145.5973618352
"77180","Ferolles-Attilly",4572.4322961124
"77181","Ferrieres-en-Brie",3685.6089800312
"77182","La Ferte-Gaucher",12831.9756946073
"77183","La Ferte-sous-Jouarre",9685.12102457204
"77184","Flagy",10142.01309218
"77185","Fleury-en-Biere",8549.67831472318
"77186","Fontainebleau",8466.66849261854
"77187","Fontaine-Fourches",19981.0252546892
"77188","Fontaine-le-Port",7505.74200246661
"77190","Fontains",11104.5757312629
"77191","Fontenailles",10546.7950084008
"77192","Fontenay-Tresigny",8954.07253360973
"77193","Forfry",8474.50130630605
"77194","Forges",7769.65491172071
"77195","Fouju",7583.55141765066
"77196","Fresnes-sur-Marne",5854.65134052059
"77197","Fretoy",12479.0634861101
"77198","Fromont",15420.7943213668
"77199","Fublaines",3922.31715849452
"77200","Garentreville",14036.2013060583
"77201","Gastins",11555.2749536781
"77202","La Genevraye",8736.31681389383
"77203","Germigny-l'Eveque",5073.1139875247
"77204","Germigny-sous-Coulombs",14581.3413675477
"77205","Gesvres-le-Chapitre",7586.07146095397
"77206","Giremoutiers",8141.43370658085
"77207","Gironville",18680.5039325072
"77208","Gouaix",12775.8566858699
"77209","Gouvernes",2926.66702553087
"77210","La Grande-Paroisse",6861.36053309573
"77211","Grandpuits-Bailly-Carrois",11007.1168531873
"77212","Gravon",12453.0165727922
"77214","Gressy",4542.68519013392
"77215","Gretz-Armainvilliers",5149.32487055217
"77216","Grez-sur-Loing",9258.9689303846
"77217","Grisy-Suisnes",6064.02032179716
"77218","Grisy-sur-Seine",15360.5638933392
"77219","Guerard",8501.50003910449
"77220","Guercheville",13416.0875865976
"77221","Guermantes",3195.56825681652
"77222","Guignes",8523.72904916636
"77223","Gurcy-le-Chatel",11158.7906001477
"77224","Hautefeuille",9538.10304153083
"77225","La Haute-Maison",7954.48004219562
"77226","Hericy",7693.00299386153
"77227","Herme",14281.2576933678
"77228","Hondevilliers",13802.9231998851
"77229","La Houssaye-en-Brie",8733.35770679965
"77230","Ichy",15905.2365074897
"77231","Isles-les-Meldeuses",7356.00067714665
"77232","Isles-les-Villenoy",5113.12008534355
"77233","Iverny",6792.42041443553
"77234","Jablines",5231.52071516845
"77235","Jaignes",8645.7261384736
"77236","Jaulnes",15393.086844696
"77237","Jossigny",5007.05281076844
"77238","Jouarre",8847.32217471092
"77239","Jouy-le-Chatel",12638.0088957395
"77240","Jouy-sur-Morin",11524.5065839392
"77241","Juilly",6712.53484911422
"77242","Jutigny",11182.9878402406
"77243","Lagny-sur-Marne",2935.28669676311
"77244","Larchant",11548.7777190031
"77245","Laval-en-Brie",9327.60247413272
"77246","Lechelle",15760.7075233493
"77247","Lescherolles",14991.1081992923
"77248","Lesches",5470.85134563344
"77249","Lesigny",3746.1089819546
"77250","Leudon-en-Brie",12914.3172986916
"77251","Lieusaint",3363.78394980765
"77252","Limoges-Fourches",5845.81300984801
"77253","Lissy",6466.74611803693
"77254","Liverdy-en-Brie",7623.73707866185
"77255","Livry-sur-Seine",3988.9647452966
"77256","Lizines",11129.715564524
"77257","Lizy-sur-Ourcq",9010.87919689359
"77258","Lognes",2107.15214807882
"77259","Longperrier",6547.7031980397
"77260","Longueville",10908.5993362511
"77261","Lorrez-le-Bocage-Preaux",12858.4721141693
"77262","Louan-Villegruis-Fontaine",20612.7945278852
"77263","Luisetaines",11899.5373595716
"77264","Lumigny-Nesles-Ormeaux",10272.1222157992
"77265","Luzancy",11506.070247187
"77266","Machault",8191.94756850175
"77267","La Madeleine-sur-Loing",10534.0086158021
"77268","Magny-le-Hongre",5264.6283241726
"77269","Maincy",4120.71006183326
"77270","Maisoncelles-en-Brie",8098.34978345073
"77271","Maisoncelles-en-Gatinais",14115.6396172704
"77272","Maison-Rouge",11361.7480288118
"77273","Marchemoret",8058.18338231668
"77274","Marcilly",7395.65642956163
"77275","Les Marets",14291.0864166805
"77276","Mareuil-les-Meaux",3925.1354043585
"77277","Marles-en-Brie",9378.94465023268
"77278","Marolles-en-Brie",9482.41124641285
"77279","Marolles-sur-Seine",9399.51422884279
"77280","Mary-sur-Marne",8471.57221850011
"77281","Mauperthuis",9027.87801411204
"77282","Mauregard",5086.96866123759
"77283","May-en-Multien",11197.1058743638
"77284","Meaux",0
"77285","Le Mee-sur-Seine",1064.82316256008
"77286","Meigneux",11404.9228916574
"77287","Meilleray",17729.1649535662
"77288","Melun",0
"77289","Melz-sur-Seine",16412.1638591768
"77290","Mery-sur-Marne",12305.1124885621
"77291","Le Mesnil-Amelot",4828.90191487674
"77292","Messy",5664.87169746378
"77293","Misy-sur-Yonne",12212.4800429141
"77294","Mitry-Mory",3135.85620465676
"77295","Moisenay",6120.31048195426
"77296","Moissy-Cramayel",3545.53939351249
"77297","Mondreville",17286.7301137862
"77298","Mons-en-Montois",11388.8310966175
"77299","Montarlot",8105.78435890245
"77300","Montceaux-les-Meaux",6279.92304499124
"77301","Montceaux-les-Provins",18684.7853078284
"77302","Montcourt-Fromonville",8820.44328197253
"77303","Montdauphin",18090.3913827254
"77304","Montenils",20930.9391052119
"77305","Montereau-Fault-Yonne",7195.01891074997
"77306","Montereau-sur-le-Jard",5193.69312772864
"77307","Montevrain",3747.07412022192
"77308","Montge-en-Goele",7579.67280145498
"77309","Monthyon",6385.71336272499
"77310","Montigny-le-Guesdier",16214.503618192
"77311","Montigny-Lencoup",10462.964304917
"77312","Montigny-sur-Loing",8432.3795383933
"77313","Montmachoux",10893.1256791263
"77314","Montolivet",18490.8239721881
"77315","Montry",5323.57968629388
"77316","Moret-sur-Loing",7884.88510721693
"77317","Mormant",9827.41594288364
"77318","Mortcerf",8931.94145102383
"77319","Mortery",12142.0254384022
"77320","Mouroux",7898.64314419102
"77321","Mousseaux-les-Bray",15012.1166081774
"77322","Moussy-le-Neuf",6633.94831425797
"77323","Moussy-le-Vieux",6011.00588326403
"77325","Mouy-sur-Seine",13742.121365854
"77326","Nandy",3212.66893040592
"77327","Nangis",11454.4086537432
"77328","Nanteau-sur-Essonne",15162.9329280389
"77329","Nanteau-sur-Lunain",10360.8287222805
"77330","Nanteuil-les-Meaux",3443.97877789661
"77331","Nanteuil-sur-Marne",13058.5913699178
"77332","Nantouillet",6265.62507207685
"77333","Nemours",8949.28694617177
"77335","Chauconin-Neufmontiers",4855.75470896941
"77336","Neufmoutiers-en-Brie",7731.99374739785
"77337","Noisiel",1469.39820111644
"77338","Noisy-Rudignon",8719.13809466044
"77339","Noisy-sur-Ecole",11858.3140557965
"77340","Nonville",9153.6424420439
"77341","Noyen-sur-Seine",15630.0028205328
"77342","Obsonville",14330.2176534201
"77343","Ocquerre",9991.48184491777
"77344","Oissery",9475.81892265397
"77345","Orly-sur-Morin",10748.8814208068
"77347","Les Ormes-sur-Voulzie",12261.2299249622
"77348","Ormesson",10167.6617186208
"77349","Othis",7940.20450626154
"77350","Ozoir-la-Ferriere",3510.8456082841
"77352","Ozouer-le-Voulgis",8050.49769560282
"77353","Paley",11721.1079089907
"77354","Pamfou",9013.25264988576
"77355","Paroy",11463.1235870448
"77356","Passy-sur-Seine",17010.4220045046
"77357","Pecy",12260.9450246113
"77358","Penchard",4646.77467969854
"77359","Perthes",6578.21471676644
"77360","Pezarches",10034.6079798962
"77361","Pierre-Levee",8193.88646258615
"77363","Le Pin",3014.57322061494
"77364","Le Plessis-aux-Bois",7294.47388401832
"77365","Le Plessis-Feu-Aussoux",10925.224173065
"77366","Le Plessis-l'Eveque",6997.99614039708
"77367","Le Plessis-Placy",9370.26219919307
"77368","Poigny",11524.7467402293
"77369","Poincy",3075.76412492085
"77370","Poligny",9546.81513805045
"77371","Pommeuse",8277.83676271451
"77372","Pomponne",3138.29174733251
"77373","Pontault-Combault",1199.67625906453
"77374","Pontcarre",4034.32159251546
"77376","Precy-sur-Marne",5805.02780462308
"77377","Presles-en-Brie",6441.88563261121
"77378","Pringy",5107.19997620887
"77379","Provins",12112.890962357
"77380","Puisieux",9310.5914609826
"77381","Quiers",10590.7101260702
"77382","Quincy-Voisins",5145.9822370678
"77383","Rampillon",11616.611939205
"77384","Reau",4185.77804211629
"77385","Rebais",10158.7072732203
"77386","Recloses",10100.509820351
"77387","Remauville",11751.0036248022
"77388","Reuil-en-Brie",10526.9690058473
"77389","La Rochette",3335.78021660433
"77390","Roissy-en-Brie",2842.48704468964
"77391","Rouilly",12739.5019070222
"77392","Rouvres",7948.86975133823
"77393","Rozay-en-Brie",10639.0075722479
"77394","Rubelles",3472.19437607181
"77395","Rumont",15357.2710085481
"77396","Rupereux",14338.6070827181
"77397","Saacy-sur-Marne",11933.4318329672
"77398","Sablonnieres",12398.1882653056
"77399","Saint-Ange-le-Viel",11633.6600239593
"77400","Saint-Augustin",8481.12301752779
"77401","Sainte-Aulde",12151.3310472869
"77402","Saint-Barthelemy",15196.9241504154
"77403","Saint-Brice",13529.0030634513
"77404","Sainte-Colombe",11098.7412480809
"77405","Saint-Cyr-sur-Morin",9840.22644103265
"77406","Saint-Denis-les-Rebais",9289.17778060006
"77407","Saint-Fargeau-Ponthierry",5053.90050846564
"77408","Saint-Fiacre",5076.45574025796
"77409","Saint-Germain-Laval",8164.0929426109
"77410","Saint-Germain-Laxis",5611.4156988491
"77411","Saint-Germain-sous-Doue",8367.81625019427
"77412","Saint-Germain-sur-Ecole",7714.58968972863
"77413","Saint-Germain-sur-Morin",5538.48007761833
"77414","Saint-Hilliers",13020.556950367
"77415","Saint-Jean-les-Deux-Jumeaux",7505.23224898168
"77416","Saint-Just-en-Brie",12301.6601658835
"77417","Saint-Leger",11167.8629261322
"77418","Saint-Loup-de-Naud",10901.802381767
"77419","Saint-Mammes",7394.61514079875
"77420","Saint-Mard",6928.46822374304
"77421","Saint-Mars-Vieux-Maisons",14096.0569606242
"77423","Saint-Martin-des-Champs",13992.1923552441
"77424","Saint-Martin-du-Boschet",18129.4923671269
"77425","Saint-Martin-en-Biere",8620.9464418408
"77426","Saint-Mery",9122.52449683734
"77427","Saint-Mesmes",6341.95721509068
"77428","Saint-Ouen-en-Brie",10416.69017119
"77429","Saint-Ouen-sur-Morin",10271.5809126829
"77430","Saint-Pathus",9495.55627272128
"77431","Saint-Pierre-les-Nemours",9574.40104212718
"77432","Saint-Remy-la-Vanne",10319.5110868892
"77433","Saints",9164.20829656786
"77434","Saint-Sauveur-les-Bray",12801.7268884319
"77435","Saint-Sauveur-sur-Ecole",5975.36257572546
"77436","Saint-Simeon",9272.21158353399
"77437","Saint-Soupplets",7893.54542215966
"77438","Saint-Thibault-des-Vignes",2705.59404803602
"77439","Salins",9364.98704323705
"77440","Sammeron",8493.8061610676
"77441","Samois-sur-Seine",7404.37981630671
"77442","Samoreau",7384.82245338906
"77443","Sancy",7339.60759623263
"77444","Sancy-les-Provins",16644.2612560246
"77445","Savigny-le-Temple",2987.0921623799
"77446","Savins",10963.0101853689
"77447","Seine-Port",3938.17738377179
"77448","Sept-Sorts",9034.25595671331
"77449","Serris",5079.27085344883
"77450","Servon",4233.80792910472
"77451","Signy-Signets",8405.7860787259
"77452","Sigy",11578.4492326318
"77453","Sivry-Courtry",6409.09656904506
"77454","Sognolles-en-Montois",11226.2639012231
"77455","Soignolles-en-Brie",7182.35157459236
"77456","Soisy-Bouy",11929.795632759
"77457","Solers",7610.45731900906
"77458","Souppes-sur-Loing",11963.6499487943
"77459","Sourdun",14325.0752136959
"77460","Tancrou",9182.46902003632
"77461","Thenisy",11312.6640110252
"77462","Thieux",5534.56791006734
"77463","Thomery",7242.35496144174
"77464","Thorigny-sur-Marne",3440.12712807302
"77465","Thoury-Ferottes",11077.7687993211
"77466","Tigeaux",7985.34887775042
"77467","La Tombe",11514.6097030582
"77468","Torcy",1844.87428584835
"77469","Touquin",10332.3219226175
"77470","Tournan-en-Brie",6861.68376003363
"77471","Tousson",13738.4985317556
"77472","La Tretoire",10848.6172666922
"77473","Treuzy-Levelay",9681.65423533323
"77474","Trilbardou",5672.12706484005
"77475","Trilport",4717.67099534317
"77476","Trocy-en-Multien",8329.48320782157
"77477","Ury",11081.9593829994
"77478","Ussy-sur-Marne",8598.82175660507
"77479","Vaires-sur-Marne",2223.40257629428
"77480","Valence-en-Brie",8434.35825313958
"77481","Vanville",11579.9686127191
"77482","Varennes-sur-Seine",7113.19501607404
"77483","Varreddes",5508.02797691275
"77484","Vaucourtois",6421.74652701258
"77485","Le Vaudoue",12722.6543103215
"77486","Vaudoy-en-Brie",11644.9804600559
"77487","Vaux-le-Penil",3653.08348073181
"77489","Vaux-sur-Lunain",15579.7539607886
"77490","Vendrest",11570.4793486577
"77491","Veneux-les-Sablons",7516.47465573303
"77492","Verdelot",15686.3049976735
"77493","Verneuil-l'Etang",8916.88177587924
"77494","Vernou-la-Celle-sur-Seine",7208.72691795483
"77495","Vert-Saint-Denis",3266.09146378168
"77496","Vieux-Champagne",11888.2969922342
"77498","Vignely",5319.35076546814
"77500","Villebeon",15460.3697921583
"77501","Villecerf",8996.52513422412
"77504","Villemarechal",11015.9760898528
"77505","Villemareuil",6483.21565841039
"77506","Villemer",9548.2279141387
"77507","Villenauxe-la-Petite",17308.0851341627
"77508","Villeneuve-le-Comte",7341.4017136143
"77509","Villeneuve-les-Bordes",10850.7538928116
"77510","Villeneuve-Saint-Denis",6046.98310160189
"77511","Villeneuve-sous-Dammartin",5599.29498827525
"77512","Villeneuve-sur-Bellot",14048.9386273405
"77513","Villenoy",3873.30580461804
"77514","Villeparisis",2745.26345189093
"77515","Villeroy",6638.20072905554
"77516","Ville-Saint-Jacques",8191.74176275877
"77517","Villevaude",3582.81107740474
"77518","Villiers-en-Biere",4404.38781874106
"77519","Villiers-Saint-Georges",17046.0754577059
"77520","Villiers-sous-Grez",10202.964309676
"77521","Villiers-sur-Morin",6711.83220730715
"77522","Villiers-sur-Seine",17315.0051947281
"77523","Villuis",18753.203502533
"77524","Vimpelles",12130.1826970402
"77525","Vinantes",7151.73122451727
"77526","Vincy-Manoeuvre",10483.0388251112
"77527","Voinsles",11309.1404954789
"77528","Voisenon",3382.64827498168
"77529","Voulangis",7547.08677155619
"77530","Voulton",14329.0693570346
"77531","Voulx",12429.2445170813
"77532","Vulaines-les-Provins",11266.6679831898
"77533","Vulaines-sur-Seine",7506.08305531666
"77534","Yebles",8155.75902869621
"78003","Ablis",13934.8843226762
"78005","Acheres",2892.91993345831
"78006","Adainville",14362.5162889904
"78007","Aigremont",4671.10117975647
"78009","Allainville",14066.997380268
"78010","Les Alluets-le-Roi",6024.51719184313
"78013","Andelu",7803.07265338464
"78015","Andresy",2909.63142944121
"78020","Arnouville-les-Mantes",6717.44389278887
"78029","Aubergenville",3967.57047375239
"78030","Auffargis",7867.14097231129
"78031","Auffreville-Brasseuil",3543.25398992561
"78033","Aulnay-sur-Mauldre",5591.73344490533
"78034","Auteuil",8332.93220786448
"78036","Autouillet",8858.32652216712
"78043","Bailly",3898.5914836651
"78048","Bazainville",12621.0945362022
"78049","Bazemont",5378.43806809841
"78050","Bazoches-sur-Guyonne",6536.69842570806
"78053","Behoust",10544.8872192163
"78057","Bennecourt",8222.74831141375
"78062","Beynes",7367.65438319298
"78068","Blaru",12486.5519367087
"78070","Boinville-en-Mantois",5645.18942884082
"78071","Boinville-le-Gaillard",14462.9767286117
"78072","Boinvilliers",6736.34844412996
"78073","Bois-d'Arcy",2979.17968776919
"78076","Boissets",12062.6009218
"78077","La Boissiere-Ecole",14880.3849652807
"78082","Boissy-Mauvoisin",7112.62123261206
"78084","Boissy-sans-Avoir",8887.6143233198
"78087","Bonnelles",8976.06328999208
"78089","Bonnieres-sur-Seine",7317.52546594587
"78090","Bouafle",3763.52953647698
"78092","Bougival",2889.64857317787
"78096","Bourdonne",14051.83058111
"78104","Breuil-Bois-Robert",4394.44303900313
"78107","Breval",9278.97907317942
"78108","Les Breviaires",8541.39646888221
"78113","Brueil-en-Vexin",5534.06549272423
"78117","Buc",4164.67371945955
"78118","Buchelay",2287.85639664693
"78120","Bullion",9556.42720283716
"78123","Carrieres-sous-Poissy",2890.49210567152
"78124","Carrieres-sur-Seine",1080.93095163597
"78125","La Celle-les-Bordes",9276.35851335568
"78126","La Celle-Saint-Cloud",3072.76759108504
"78128","Cernay-la-Ville",8268.67925371299
"78133","Chambourcy",4576.52912300717
"78138","Chanteloup-les-Vignes",3000.80319077414
"78140","Chapet",3461.58094451886
"78143","Chateaufort",5177.41025770541
"78146","Chatou",2604.15792374224
"78147","Chaufour-les-Bonnieres",11635.7241488446
"78152","Chavenay",5028.75353056653
"78158","Le Chesnay",3149.94203819285
"78160","Chevreuse",6110.56854649458
"78162","Choisel",7894.88423133317
"78163","Civry-la-Foret",10971.5815904567
"78164","Clairefontaine-en-Yvelines",10155.5589678954
"78165","Les Clayes-sous-Bois",3131.66162386811
"78168","Coignieres",4442.55353793478
"78171","Conde-sur-Vesgre",13645.0857206648
"78172","Conflans-Sainte-Honorine",2489.58291905754
"78185","Courgent",8392.5217595129
"78188","Cravent",11584.8831674283
"78189","Crespieres",6634.33688775494
"78190","Croissy-sur-Seine",2846.88351036099
"78192","Dammartin-en-Serve",8405.56855898974
"78193","Dampierre-en-Yvelines",6391.00326364067
"78194","Dannemarie",15452.2400938102
"78196","Davron",5885.721301006
"78202","Drocourt",6308.87166653725
"78206","Ecquevilly",4510.9758016127
"78208","Elancourt",2047.80892656474
"78209","Emance",15429.6232885041
"78217","Epone",4997.60102194943
"78220","Les Essarts-le-Roi",6545.53414801565
"78224","L'Etang-la-Ville",4896.32365567359
"78227","Evecquemont",3756.30427815966
"78230","La Falaise",5319.63320075214
"78231","Favrieux",5800.97105145227
"78233","Feucherolles",5739.0166866304
"78234","Flacourt",6455.09890852818
"78236","Flexanville",9583.96288504028
"78237","Flins-Neuve-Eglise",10646.7238131625
"78238","Flins-sur-Seine",3640.13639840564
"78239","Follainville-Dennemont",3466.69776746705
"78242","Fontenay-le-Fleury",3362.03306272216
"78245","Fontenay-Mauvoisin",4578.90089706932
"78246","Fontenay-Saint-Pere",4468.9934694219
"78251","Fourqueux",4660.32384755851
"78255","Freneuse",6891.48294480363
"78261","Gaillon-sur-Montcient",4767.47255381637
"78262","Galluis",9061.49148692293
"78263","Gambais",12922.4068835803
"78264","Gambaiseuil",11451.7354108013
"78265","Garancieres",10142.6406902508
"78267","Gargenville",4249.33299512187
"78269","Gazeran",12486.4182827944
"78276","Gommecourt",8709.11287654618
"78278","Goupillieres",8236.86676455394
"78281","Goussonville",5932.61093173193
"78283","Grandchamp",16258.8581513683
"78285","Gressey",13001.7603502931
"78289","Grosrouvre",10332.4132755538
"78290","Guernes",4307.14740234264
"78291","Guerville",3943.71821984288
"78296","Guitrancourt",4044.65997916595
"78297","Guyancourt",3394.1549894751
"78299","Hardricourt",3697.62165624317
"78300","Hargeville",7702.38305806426
"78302","La Hauteville",16084.0739121892
"78305","Herbeville",6620.13027076884
"78307","Hermeray",15077.2263273115
"78310","Houdan",14757.9607937514
"78311","Houilles",721.833944788797
"78314","Issou",3818.90636288648
"78317","Jambville",6490.18848060188
"78320","Jeufosse",9278.96453973055
"78321","Jouars-Pontchartrain",3968.28951342289
"78322","Jouy-en-Josas",4311.4439868104
"78324","Jouy-Mauvoisin",4080.3519511385
"78325","Jumeauville",6899.76657149084
"78327","Juziers",4249.88542807958
"78329","Lainville-en-Vexin",7524.55868931183
"78334","Levis-Saint-Nom",5316.6641966387
"78335","Limay",2598.55177822171
"78337","Limetz-Villez",9732.90323939158
"78343","Les Loges-en-Josas",4686.07764027205
"78344","Lommoye",9864.250558411
"78346","Longnes",9018.56558348966
"78349","Longvilliers",10038.1480541045
"78350","Louveciennes",3368.55155991985
"78354","Magnanville",2921.89076541193
"78356","Magny-les-Hameaux",4363.78087430583
