"ID","NAMES","cadres_AsTheCrowFlies_ACC_0.05"
"77062","Carnetin",12983.9877130931
"77063","La Celle-sur-Morin",25145.0763916876
"77065","Cely",23003.4064174064
"77066","Cerneux",43386.3500960222
"77067","Cesson",18145.7740465744
"77068","Cessoy-en-Montois",39129.6528241128
"77069","Chailly-en-Biere",23781.9050154795
"77070","Chailly-en-Brie",32735.7493008226
"77071","Chaintreaux",45766.7124339893
"77072","Chalautre-la-Grande",99999999999999
"77073","Chalautre-la-Petite",45823.5031731043
"77075","Chalifert",15946.8336710297
"77076","Chalmaison",44562.870984403
"77077","Chambry",24024.0722678079
"77078","Chamigny",34694.3046065328
"77079","Champagne-sur-Seine",32223.046589329
"77080","Champcenest",40720.8565056756
"77081","Champdeuil",19556.0305479352
"77082","Champeaux",23433.7609486504
"77083","Champs-sur-Marne",7911.77863376536
"77084","Changis-sur-Marne",28895.8064174041
"77085","Chanteloup-en-Brie",14055.3187980761
"77086","La Chapelle-Gauthier",27807.4408144482
"77087","La Chapelle-Iger",28555.9410917974
"77088","La Chapelle-la-Reine",33260.7276731346
"77089","La Chapelle-Rablais",32384.7561359884
"77090","La Chapelle-Saint-Sulpice",39141.4998693457
"77091","Les Chapelles-Bourbon",19857.6275289739
"77093","La Chapelle-Moutils",44474.2736972332
"77094","Charmentray",17695.830222131
"77095","Charny",17477.3617530322
"77096","Chartrettes",24967.4692839394
"77097","Chartronges",39001.6363667912
"77098","Chateaubleau",35396.9598087022
"77099","Chateau-Landon",46586.8732593266
"77100","Le Chatelet-en-Brie",27187.5759628518
"77101","Chatenay-sur-Seine",40975.3049451167
"77102","Chatenoy",40002.3112910736
"77103","Chatillon-la-Borde",26203.0580465952
"77104","Chatres",19733.1483339801
"77106","Chauffry",34889.6938035341
"77107","Chaumes-en-Brie",22190.436031862
"77108","Chelles",8407.44120753335
"77109","Chenoise",37946.6915714114
"77110","Chenou",44850.9831098507
"77111","Chessy",15555.1220831451
"77112","Chevrainvilliers",38546.8984038785
"77113","Chevru",36072.5112740299
"77114","Chevry-Cossigny",13937.8849684053
"77115","Chevry-en-Sereine",45687.2626135468
"77116","Choisy-en-Brie",36585.9583404545
"77117","Citry",38938.5503291522
"77118","Claye-Souilly",13282.0801161324
"77119","Clos-Fontaine",30823.805756449
"77120","Cocherel",33835.6805937611
"77121","Collegien",11240.3744484549
"77122","Combs-la-Ville",13266.5597776279
"77123","Compans",14759.2554742492
"77124","Conches-sur-Gondoire",13110.4941822782
"77125","Conde-Sainte-Libiaire",18885.247438332
"77126","Congis-sur-Therouanne",28093.6220338373
"77127","Coubert",16637.5865234574
"77128","Couilly-Pont-aux-Dames",20128.6062308579
"77129","Coulombs-en-Valois",36518.7549880191
"77130","Coulommes",23167.4220994204
"77131","Coulommiers",30608.6728526792
"77132","Coupvray",16751.1247759768
"77133","Courcelles-en-Bassee",39888.9613419521
"77134","Courchamp",41843.7284301522
"77135","Courpalay",27242.7466088288
"77136","Courquetaine",18023.2239896485
"77137","Courtacon",40856.9749579187
"77138","Courtomer",24465.9953443574
"77139","Courtry",9825.73145102356
"77140","Coutencon",35137.4207498091
"77141","Coutevroult",19039.0373148732
"77142","Crecy-la-Chapelle",23100.4335155512
"77143","Cregy-les-Meaux",22582.6408747496
"77144","Crevecoeur-en-Brie",22693.0434696474
"77145","Crisenoy",20717.6544940597
"77146","Croissy-Beaubourg",10466.1822923604
"77147","La Croix-en-Brie",33439.1763152721
"77148","Crouy-sur-Ourcq",34874.5047122298
"77149","Cucharmoy",38199.9019898777
"77150","Cuisy",20310.7164462897
"77151","Dagny",35020.8744689517
"77152","Dammarie-les-Lys",21626.262383834
"77153","Dammartin-en-Goele",18634.748255023
"77154","Dammartin-sur-Tigeaux",21793.6768445058
"77155","Dampmart",14831.1918911107
"77156","Darvault",38456.9100726392
"77157","Dhuisy",36864.3286104295
"77158","Diant",44528.8697762083
"77159","Donnemarie-Dontilly",39451.1599894077
"77161","Dormelles",40030.0836762388
"77162","Doue",34377.2229562873
"77163","Douy-la-Ramee",26008.2085699139
"77164","Echouboulains",33119.00736257
"77165","Les Ecrennes",29840.4402997261
"77166","Ecuelles",35775.0518865178
"77167","Egligny",41212.6158165946
"77168","Egreville",47873.1499665857
"77169","Emerainville",8492.66370938542
"77170","Episy",36383.7239673175
"77171","Esbly",17878.0224405182
"77172","Esmans",40598.3232763383
"77173","Etrepilly",27131.9961326508
"77174","Everly",45894.507268692
"77175","Evry-Gregy-sur-Yerre",15350.9714198925
"77176","Faremoutiers",26546.4400499243
"77177","Favieres",15992.1251055584
"77178","Fay-les-Nemours",40669.5516463456
"77179","Fericy",28969.4786065114
"77180","Ferolles-Attilly",12302.5452141945
"77181","Ferrieres-en-Brie",12747.8273295262
"77182","La Ferte-Gaucher",40724.4406421015
"77183","La Ferte-sous-Jouarre",33369.1643972478
"77184","Flagy",40930.2550036884
"77185","Fleury-en-Biere",24142.4283319677
"77186","Fontainebleau",29132.1693872694
"77187","Fontaine-Fourches",99999999999999
"77188","Fontaine-le-Port",26927.8067089257
"77190","Fontains",33384.8962036038
"77191","Fontenailles",30064.6372497225
"77192","Fontenay-Tresigny",21999.3557172769
"77193","Forfry",24409.8607980436
"77194","Forges",35796.6143019117
"77195","Fouju",22091.2216091647
"77196","Fresnes-sur-Marne",15703.3774296131
"77197","Fretoy",36763.8734850372
"77198","Fromont",37138.9073504191
"77199","Fublaines",24485.7516654875
"77200","Garentreville",38910.3519345409
"77201","Gastins",30424.7151732769
"77202","La Genevraye",36506.5370494436
"77203","Germigny-l'Eveque",26395.0466000248
"77204","Germigny-sous-Coulombs",37599.0830654761
"77205","Gesvres-le-Chapitre",23383.3192649276
"77206","Giremoutiers",27875.0772825272
"77207","Gironville",43704.408039073
"77208","Gouaix",46690.8450278403
"77209","Gouvernes",12052.4734488985
"77210","La Grande-Paroisse",35773.9959899157
"77211","Grandpuits-Bailly-Carrois",30047.4044979306
"77212","Gravon",43517.9600109148
"77214","Gressy",13801.4489180521
"77215","Gretz-Armainvilliers",15098.2350691499
"77216","Grez-sur-Loing",35543.1899030139
"77217","Grisy-Suisnes",15358.3815168152
"77218","Grisy-sur-Seine",48833.1471277877
"77219","Guerard",23967.8461910404
"77220","Guercheville",37132.0330663905
"77221","Guermantes",12825.2818964004
"77222","Guignes",21442.4048874532
"77223","Gurcy-le-Chatel",37765.1238115385
"77224","Hautefeuille",25095.9127681952
"77225","La Haute-Maison",26700.7213135058
"77226","Hericy",29916.6724354963
"77227","Herme",48401.5876141323
"77228","Hondevilliers",41319.0145595378
"77229","La Houssaye-en-Brie",20870.4416527976
"77230","Ichy",40709.7355277657
"77231","Isles-les-Meldeuses",29126.0778413247
"77232","Isles-les-Villenoy",18954.4025016629
"77233","Iverny",19842.8218641358
"77234","Jablines",15629.0822511185
"77235","Jaignes",31623.6931670096
"77236","Jaulnes",48144.4944659515
"77237","Jossigny",15205.2190490531
"77238","Jouarre",31977.6155413093
"77239","Jouy-le-Chatel",34470.8430042566
"77240","Jouy-sur-Morin",39200.0988859563
"77241","Juilly",17883.701361858
"77242","Jutigny",43185.6766869349
"77243","Lagny-sur-Marne",12860.3356014765
"77244","Larchant",35942.9157143838
"77245","Laval-en-Brie",35161.0227416979
"77246","Lechelle",47868.6984994387
"77247","Lescherolles",43059.0607530782
"77248","Lesches",17327.4206948634
"77249","Lesigny",10786.5919617704
"77250","Leudon-en-Brie",39495.5048108558
"77251","Lieusaint",14032.2815060101
"77252","Limoges-Fourches",17445.2385104646
"77253","Lissy",18674.621198314
"77254","Liverdy-en-Brie",18725.0918936186
"77255","Livry-sur-Seine",23533.229867716
"77256","Lizines",39508.4659765698
"77257","Lizy-sur-Ourcq",30547.4610489576
"77258","Lognes",9378.03398206729
"77259","Longperrier",17849.8828447732
"77260","Longueville",42997.6623841311
"77261","Lorrez-le-Bocage-Preaux",44587.3516938166
"77262","Louan-Villegruis-Fontaine",99999999999999
"77263","Luisetaines",42776.5924638521
"77264","Lumigny-Nesles-Ormeaux",25388.4047072572
"77265","Luzancy",36242.3162932589
"77266","Machault",31113.9685978609
"77267","La Madeleine-sur-Loing",42819.7360852011
"77268","Magny-le-Hongre",17627.4171507762
"77269","Maincy",21647.0398834403
"77270","Maisoncelles-en-Brie",25962.3068430518
"77271","Maisoncelles-en-Gatinais",43177.1565588895
"77272","Maison-Rouge",38044.7514577132
"77273","Marchemoret",20868.6653167266
"77274","Marcilly",25001.5507213093
"77275","Les Marets",42571.6678263794
"77276","Mareuil-les-Meaux",20876.1349193093
"77277","Marles-en-Brie",22517.8464874672
"77278","Marolles-en-Brie",34093.1599418944
"77279","Marolles-sur-Seine",40503.867281074
"77280","Mary-sur-Marne",30554.8721843369
"77281","Mauperthuis",28403.7034854877
"77282","Mauregard",14281.4555008634
"77283","May-en-Multien",31997.0800855955
"77284","Meaux",23059.0050981297
"77285","Le Mee-sur-Seine",20321.8586639428
"77286","Meigneux",37264.4013719326
"77287","Meilleray",45987.213319109
"77288","Melun",20753.335544992
"77289","Melz-sur-Seine",99999999999999
"77290","Mery-sur-Marne",37299.2294825182
"77291","Le Mesnil-Amelot",14239.1438760372
"77292","Messy",15263.5974021714
"77293","Misy-sur-Yonne",43538.8371814501
"77294","Mitry-Mory",12835.4885379276
"77295","Moisenay",22316.8764292277
"77296","Moissy-Cramayel",15183.226471638
"77297","Mondreville",45166.5257869898
"77298","Mons-en-Montois",39809.2826888873
"77299","Montarlot",36907.2304328554
"77300","Montceaux-les-Meaux",27053.9910581408
"77301","Montceaux-les-Provins",48062.8386834994
"77302","Montcourt-Fromonville",36704.6542230395
"77303","Montdauphin",46084.176354892
"77304","Montenils",48828.757816601
"77305","Montereau-Fault-Yonne",37884.0422052231
"77306","Montereau-sur-le-Jard",18696.5006620268
"77307","Montevrain",14609.402961514
"77308","Montge-en-Goele",19522.2412056645
"77309","Monthyon",21979.0789064426
"77310","Montigny-le-Guesdier",48453.0507653528
"77311","Montigny-Lencoup",37949.2901115182
"77312","Montigny-sur-Loing",34882.5878884415
"77313","Montmachoux",42611.2269991154
"77314","Montolivet",46621.1042563073
"77315","Montry",18127.9286442109
"77316","Moret-sur-Loing",34922.9111218354
"77317","Mormant",25811.3974823776
"77318","Mortcerf",22204.3657506621
"77319","Mortery",41136.3182295605
"77320","Mouroux",28638.1753299799
"77321","Mousseaux-les-Bray",47104.8929932143
"77322","Moussy-le-Neuf",17648.3589578557
"77323","Moussy-le-Vieux",16722.2395585285
"77325","Mouy-sur-Seine",46238.7131079642
"77326","Nandy",16138.1646267511
"77327","Nangis",32290.9806224629
"77328","Nanteau-sur-Essonne",31973.3057115723
"77329","Nanteau-sur-Lunain",41694.2912532095
"77330","Nanteuil-les-Meaux",22439.02576662
"77331","Nanteuil-sur-Marne",38213.2100269981
"77332","Nantouillet",16710.9024613928
"77333","Nemours",39298.3329408064
"77335","Chauconin-Neufmontiers",20531.3253732593
"77336","Neufmoutiers-en-Brie",18668.7595873813
"77337","Noisiel",8767.14239065699
"77338","Noisy-Rudignon",39970.6917403537
"77339","Noisy-sur-Ecole",28349.3289453712
"77340","Nonville",38637.8111118145
"77341","Noyen-sur-Seine",49412.4906526156
"77342","Obsonville",40276.8888498553
"77343","Ocquerre",32310.1577880149
"77344","Oissery",23977.9883805711
"77345","Orly-sur-Morin",37364.0850498805
"77347","Les Ormes-sur-Voulzie",44371.9404304185
"77348","Ormesson",39404.0135235924
"77349","Othis",19529.1991989668
"77350","Ozoir-la-Ferriere",12770.0559496048
"77352","Ozouer-le-Voulgis",19651.3079737434
"77353","Paley",43452.5863095801
"77354","Pamfou",30699.5628441078
"77355","Paroy",42666.9954329698
"77356","Passy-sur-Seine",99999999999999
"77357","Pecy",32264.3114170617
"77358","Penchard",22328.6248001988
"77359","Perthes",22138.4902911931
"77360","Pezarches",26524.960672053
"77361","Pierre-Levee",28298.5679233201
"77363","Le Pin",10541.436901685
"77364","Le Plessis-aux-Bois",19173.2426367107
"77365","Le Plessis-Feu-Aussoux",29237.7821960021
"77366","Le Plessis-l'Eveque",20417.8338249735
"77367","Le Plessis-Placy",29804.8874305881
"77368","Poigny",43663.3493000057
"77369","Poincy",24575.5407941274
"77370","Poligny",41858.5019917048
"77371","Pommeuse",26548.9700996723
"77372","Pomponne",11524.1576289341
"77373","Pontault-Combault",9490.47225759173
"77374","Pontcarre",13053.113165023
"77376","Precy-sur-Marne",16582.040695501
"77377","Presles-en-Brie",16523.1106107164
"77378","Pringy",19883.6925985485
"77379","Provins",43594.6406801188
"77380","Puisieux",27501.8041364672
"77381","Quiers",28357.9624412939
"77382","Quincy-Voisins",20812.6177557945
"77383","Rampillon",35308.13035952
"77384","Reau",16838.0237851371
"77385","Rebais",37388.910497704
"77386","Recloses",32786.2625182206
"77387","Remauville",44101.6720529005
"77388","Reuil-en-Brie",35140.053215139
"77389","La Rochette",22816.0444516485
"77390","Roissy-en-Brie",11195.8947219374
"77391","Rouilly",42949.39580206
"77392","Rouvres",20399.5084486723
"77393","Rozay-en-Brie",26563.3160743606
"77394","Rubelles",20428.6504604386
"77395","Rumont",35809.3389411312
"77396","Rupereux",43497.8135618431
"77397","Saacy-sur-Marne",37542.3968446252
"77398","Sablonnieres",40300.2102259913
"77399","Saint-Ange-le-Viel",42831.5755488705
"77400","Saint-Augustin",27834.3717521452
"77401","Sainte-Aulde",36498.5966459145
"77402","Saint-Barthelemy",43470.1789085279
"77403","Saint-Brice",45435.8368995995
"77404","Sainte-Colombe",43224.4282995895
"77405","Saint-Cyr-sur-Morin",35051.1169505386
"77406","Saint-Denis-les-Rebais",35703.7834179965
"77407","Saint-Fargeau-Ponthierry",18109.9396550871
"77408","Saint-Fiacre",24873.9020791542
"77409","Saint-Germain-Laval",38003.7298831002
"77410","Saint-Germain-Laxis",20257.5234900591
"77411","Saint-Germain-sous-Doue",32888.1863710736
"77412","Saint-Germain-sur-Ecole",21903.7430046183
"77413","Saint-Germain-sur-Morin",18782.7445650194
"77414","Saint-Hilliers",40703.7736970791
"77415","Saint-Jean-les-Deux-Jumeaux",28426.220278018
"77416","Saint-Just-en-Brie",35171.2236057835
"77417","Saint-Leger",39089.3359563812
"77418","Saint-Loup-de-Naud",41381.7478751235
"77419","Saint-Mammes",33750.44202312
"77420","Saint-Mard",18390.997522781
"77421","Saint-Mars-Vieux-Maisons",41804.7678177276
"77423","Saint-Martin-des-Champs",42167.2335872713
"77424","Saint-Martin-du-Boschet",46949.9091115912
"77425","Saint-Martin-en-Biere",25398.40302304
"77426","Saint-Mery",25289.8970478185
"77427","Saint-Mesmes",16445.358766494
"77428","Saint-Ouen-en-Brie",28397.1336468484
"77429","Saint-Ouen-sur-Morin",36181.7399055485
"77430","Saint-Pathus",23130.4252985878
"77431","Saint-Pierre-les-Nemours",38192.4480349212
"77432","Saint-Remy-la-Vanne",37761.2309366865
"77433","Saints",29447.8707408597
"77434","Saint-Sauveur-les-Bray",44403.8776642933
"77435","Saint-Sauveur-sur-Ecole",20605.6882404799
"77436","Saint-Simeon",35505.7465045534
"77437","Saint-Soupplets",21930.9883007371
"77438","Saint-Thibault-des-Vignes",11191.6395086877
"77439","Salins",37786.931928548
"77440","Sammeron",30809.6891494332
"77441","Samois-sur-Seine",28088.5042040659
"77442","Samoreau",30536.5520990715
"77443","Sancy",24579.6103475681
"77444","Sancy-les-Provins",45520.5956285958
"77445","Savigny-le-Temple",16405.9082404052
"77446","Savins",41690.3365952985
"77447","Seine-Port",17971.1187895104
"77448","Sept-Sorts",32199.404622183
"77449","Serris",16190.2331492877
"77450","Servon",11374.8141823724
"77451","Signy-Signets",29916.3798631696
"77452","Sigy",41393.942755818
"77453","Sivry-Courtry",24257.6345224148
"77454","Sognolles-en-Montois",39269.5751515374
"77455","Soignolles-en-Brie",17883.3989235098
"77456","Soisy-Bouy",45750.2783632054
"77457","Solers",17988.5324335795
"77458","Souppes-sur-Loing",44829.9538651352
"77459","Sourdun",47646.8273544453
"77460","Tancrou",32351.9545796239
"77461","Thenisy",41268.7005015888
"77462","Thieux",15845.5686709995
"77463","Thomery",31706.5530336888
"77464","Thorigny-sur-Marne",13221.2679417913
"77465","Thoury-Ferottes",42326.9867894326
"77466","Tigeaux",21447.9440678671
"77467","La Tombe",42547.2358681167
"77468","Torcy",10172.9992151823
"77469","Touquin",28436.2234252691
"77470","Tournan-en-Brie",17511.3617755869
"77471","Tousson",30445.40563646
"77472","La Tretoire",38082.1402054798
"77473","Treuzy-Levelay",40163.0608016167
"77474","Trilbardou",18587.8593245771
"77475","Trilport",26042.3225387732
"77476","Trocy-en-Multien",28380.798719914
"77477","Ury",32020.5103912939
"77478","Ussy-sur-Marne",31502.5655707859
"77479","Vaires-sur-Marne",9697.70957835516
"77480","Valence-en-Brie",32798.3971389673
"77481","Vanville",36536.4477950666
"77482","Varennes-sur-Seine",38032.6260216788
"77483","Varreddes",25712.651453401
"77484","Vaucourtois",24585.2161432231
"77485","Le Vaudoue",30617.5444634063
"77486","Vaudoy-en-Brie",31443.4922635526
"77487","Vaux-le-Penil",22874.4394055078
"77489","Vaux-sur-Lunain",47500.2747228234
"77490","Vendrest",34605.6706988344
"77491","Veneux-les-Sablons",33451.5020232903
"77492","Verdelot",43639.0928861775
"77493","Verneuil-l'Etang",22672.0523025329
"77494","Vernou-la-Celle-sur-Seine",33639.2380391134
"77495","Vert-Saint-Denis",18596.7925904635
"77496","Vieux-Champagne",36494.3483255319
"77498","Vignely",18643.8499243047
"77500","Villebeon",47537.7740009259
"77501","Villecerf",38005.4907958939
"77504","Villemarechal",41932.4699810569
"77505","Villemareuil",26134.7453791497
"77506","Villemer",38904.0716512283
"77507","Villenauxe-la-Petite",99999999999999
"77508","Villeneuve-le-Comte",18717.1988615811
"77509","Villeneuve-les-Bordes",35418.3705103958
"77510","Villeneuve-Saint-Denis",16654.1902764809
"77511","Villeneuve-sous-Dammartin",16040.3758069787
"77512","Villeneuve-sur-Bellot",42153.3159293261
"77513","Villenoy",20501.7247934249
"77514","Villeparisis",11202.951273825
"77515","Villeroy",18880.4255378724
"77516","Ville-Saint-Jacques",38397.3313812011
"77517","Villevaude",11699.9429647259
"77518","Villiers-en-Biere",22099.1302384961
"77519","Villiers-Saint-Georges",47043.0969714031
"77520","Villiers-sous-Grez",34400.1738553649
"77521","Villiers-sur-Morin",20110.0813194352
"77522","Villiers-sur-Seine",99999999999999
"77523","Villuis",99999999999999
"77524","Vimpelles",42748.6112718448
"77525","Vinantes",18154.2601346506
"77526","Vincy-Manoeuvre",29527.7098433465
"77527","Voinsles",28907.1645734732
"77528","Voisenon",19738.1114064817
"77529","Voulangis",20983.3566210991
"77530","Voulton",44764.2294576798
"77531","Voulx",43819.0490560447
"77532","Vulaines-les-Provins",40664.342364539
"77533","Vulaines-sur-Seine",29932.0507503297
"77534","Yebles",20303.926608771
"78003","Ablis",26841.9391184389
"78005","Acheres",8551.1818967524
"78006","Adainville",26441.3867501475
"78007","Aigremont",9722.95094250721
"78009","Allainville",28686.2280120402
"78010","Les Alluets-le-Roi",13454.4323831691
"78013","Andelu",17628.7422794765
"78015","Andresy",10015.1905104038
"78020","Arnouville-les-Mantes",21863.2983840898
"78029","Aubergenville",16928.4307263693
"78030","Auffargis",17562.88103705
"78031","Auffreville-Brasseuil",23145.7536465491
"78033","Aulnay-sur-Mauldre",16640.8227158847
"78034","Auteuil",17336.9664196868
"78036","Autouillet",18207.1111633872
"78043","Bailly",7072.48939845282
"78048","Bazainville",24597.0190063285
"78049","Bazemont",15347.8296265166
"78050","Bazoches-sur-Guyonne",16687.3478634245
"78053","Behoust",21624.9475989538
"78057","Bennecourt",31444.310492037
"78062","Beynes",15084.0695299477
"78068","Blaru",35445.98540393
"78070","Boinville-en-Mantois",20694.015907478
"78071","Boinville-le-Gaillard",28008.8441730656
"78072","Boinvilliers",24731.2097015477
"78073","Bois-d'Arcy",9282.43508327019
"78076","Boissets",28072.7671023271
"78077","La Boissiere-Ecole",27093.4908286232
"78082","Boissy-Mauvoisin",29166.2837902931
"78084","Boissy-sans-Avoir",18357.0124227062
"78087","Bonnelles",16675.4247021879
"78089","Bonnieres-sur-Seine",30793.3217458554
"78090","Bouafle",15013.7205640195
"78092","Bougival",5370.52374437542
"78096","Bourdonne",26035.3494786536
"78104","Breuil-Bois-Robert",22596.2339296423
"78107","Breval",30900.1735434731
"78108","Les Breviaires",19685.6515047078
"78113","Brueil-en-Vexin",20268.0982596475
"78117","Buc",7433.97661475063
"78118","Buchelay",25213.412909051
"78120","Bullion",17679.5369319022
"78123","Carrieres-sous-Poissy",9875.66719600531
"78124","Carrieres-sur-Seine",4866.27065145664
"78125","La Celle-les-Bordes",17941.5010036516
"78126","La Celle-Saint-Cloud",5413.48330446536
"78128","Cernay-la-Ville",16050.0635260863
"78133","Chambourcy",8965.88062831945
"78138","Chanteloup-les-Vignes",10345.9189584366
"78140","Chapet",13406.6437915868
"78143","Chateaufort",9105.97816605083
"78146","Chatou",5208.0353758261
"78147","Chaufour-les-Bonnieres",34674.8961557191
"78152","Chavenay",10419.4596456722
"78158","Le Chesnay",5676.63406203361
"78160","Chevreuse",12050.1286362887
"78162","Choisel",14206.4366120505
"78163","Civry-la-Foret",26635.6214120337
"78164","Clairefontaine-en-Yvelines",20459.8701310339
"78165","Les Clayes-sous-Bois",10456.8357374781
"78168","Coignieres",14765.2456042627
"78171","Conde-sur-Vesgre",25638.1453271767
"78172","Conflans-Sainte-Honorine",9374.42514984418
"78185","Courgent",24703.6806191066
"78188","Cravent",34154.9813101437
"78189","Crespieres",12962.7806544181
"78190","Croissy-sur-Seine",5491.10648723352
"78192","Dammartin-en-Serve",26766.179645286
"78193","Dampierre-en-Yvelines",14090.4093352065
"78194","Dannemarie",27986.670928716
"78196","Davron",11825.9150578749
"78202","Drocourt",23042.665377809
"78206","Ecquevilly",13709.6514588142
"78208","Elancourt",12126.6054198134
"78209","Emance",27966.2654415465
"78217","Epone",18137.2687515067
"78220","Les Essarts-le-Roi",16496.7251445762
"78224","L'Etang-la-Ville",7837.70384358452
"78227","Evecquemont",15001.0368794892
"78230","La Falaise",17514.3242981915
"78231","Favrieux",25973.4057184669
"78233","Feucherolles",10690.5443367493
"78234","Flacourt",25774.0817843793
"78236","Flexanville",20628.7516605983
"78237","Flins-Neuve-Eglise",28626.0806004144
"78238","Flins-sur-Seine",16008.8043679654
"78239","Follainville-Dennemont",24667.1930632189
"78242","Fontenay-le-Fleury",8157.66134323337
"78245","Fontenay-Mauvoisin",25941.6276914159
"78246","Fontenay-Saint-Pere",22806.7751621834
"78251","Fourqueux",8115.08767803005
"78255","Freneuse",29870.0934059792
"78261","Gaillon-sur-Montcient",17035.682894831
"78262","Galluis",18947.5085836652
"78263","Gambais",24565.4607022083
"78264","Gambaiseuil",22779.9376354663
"78265","Garancieres",20189.6301031141
"78267","Gargenville",19271.1030189349
"78269","Gazeran",24481.846303696
"78276","Gommecourt",31168.0680765033
"78278","Goupillieres",19555.9637948617
"78281","Goussonville",19916.0196099784
"78283","Grandchamp",28626.406760319
"78285","Gressey",27493.6465006415
"78289","Grosrouvre",20781.3018886979
"78290","Guernes",27483.5281007702
"78291","Guerville",21434.7298554118
"78296","Guitrancourt",21029.0383125154
"78297","Guyancourt",8294.21624263473
"78299","Hardricourt",16695.8707845705
"78300","Hargeville",20545.9063683666
"78302","La Hauteville",28415.1962404441
"78305","Herbeville",14330.2938933624
"78307","Hermeray",27415.5811251232
"78310","Houdan",28042.7330803093
"78311","Houilles",5104.71456885248
"78314","Issou",20112.6873807801
"78317","Jambville",19712.2290267382
"78320","Jeufosse",32752.4903866197
"78321","Jouars-Pontchartrain",13985.6773946796
"78322","Jouy-en-Josas",6729.09301430393
"78324","Jouy-Mauvoisin",26239.2138745277
"78325","Jumeauville",18860.4234291785
"78327","Juziers",18212.4347361953
"78329","Lainville-en-Vexin",21456.0994546592
"78334","Levis-Saint-Nom",14617.8531000734
"78335","Limay",22518.5437423473
"78337","Limetz-Villez",32806.8779189482
"78343","Les Loges-en-Josas",7444.31025421123
"78344","Lommoye",32846.8381807566
"78346","Longnes",28694.7963020743
"78349","Longvilliers",20018.8662684313
"78350","Louveciennes",5989.42320431883
"78354","Magnanville",24313.8310965757
