"ID","NAMES","employe_AsTheCowRolls_POT_10"
"77048","Bourron-Marlotte",4197.28169411
"77049","Boutigny",7640.5287869
"77050","Bransles",1282.24509046
"77051","Bray-sur-Seine",1306.71808939
"77052","Breau",2666.12626477
"77053","Brie-Comte-Robert",19886.18284387
"77054","La Brosse-Montceaux",2808.95176058
"77055","Brou-sur-Chantereine",51586.84787012
"77056","Burcy",603.05067518
"77057","Bussieres",2161.12235613
"77058","Bussy-Saint-Georges",39443.97734444
"77059","Bussy-Saint-Martin",41169.96553094
"77060","Buthiers",589.86001879
"77061","Cannes-Ecluse",4141.62788972
"77062","Carnetin",18480.44419775
"77063","La Celle-sur-Morin",3985.67527298
"77065","Cely",5181.96488794
"77066","Cerneux",621.28250582
"77067","Cesson",25800.84446515
"77068","Cessoy-en-Montois",1203.46382367
"77069","Chailly-en-Biere",11489.93191169
"77070","Chailly-en-Brie",5190.34045374
"77071","Chaintreaux",2197.69909047
"77072","Chalautre-la-Grande",183.22807288
"77073","Chalautre-la-Petite",2632.92044558
"77075","Chalifert",19436.57680397
"77076","Chalmaison",1843.08927964
"77077","Chambry",12005.40478964
"77078","Chamigny",2927.75691802
"77079","Champagne-sur-Seine",6357.72461774
"77080","Champcenest",647.63661888
"77081","Champdeuil",6443.90766683
"77082","Champeaux",3418.51112353
"77083","Champs-sur-Marne",83912.07365598
"77084","Changis-sur-Marne",6362.76403487
"77085","Chanteloup-en-Brie",26348.06547744
"77086","La Chapelle-Gauthier",2926.1513309
"77087","La Chapelle-Iger",1356.81821485
"77088","La Chapelle-la-Reine",2943.95999446
"77089","La Chapelle-Rablais",1847.79140983
"77090","La Chapelle-Saint-Sulpice",2089.14439785
"77091","Les Chapelles-Bourbon",3611.23244465
"77093","La Chapelle-Moutils",799.98693945
"77094","Charmentray",9063.23245666
"77095","Charny",7272.14798976
"77096","Chartrettes",8954.8837186
"77097","Chartronges",1189.04612119
"77098","Chateaubleau",905.17887657
"77099","Chateau-Landon",1655.83310588
"77100","Le Chatelet-en-Brie",5962.80512965
"77101","Chatenay-sur-Seine",1277.62865973
"77102","Chatenoy",2702.39614999
"77103","Chatillon-la-Borde",2895.78625657
"77104","Chatres",5207.34479767
"77106","Chauffry",2278.39233515
"77107","Chaumes-en-Brie",4127.67172169
"77108","Chelles",78802.85713546
"77109","Chenoise",1417.77100712
"77110","Chenou",1318.0056719
"77111","Chessy",23385.92600256
"77112","Chevrainvilliers",2723.57885543
"77113","Chevru",1290.66532159
"77114","Chevry-Cossigny",14106.51305364
"77115","Chevry-en-Sereine",1090.82004437
"77116","Choisy-en-Brie",1935.06887119
"77117","Citry",1440.70157619
"77118","Claye-Souilly",30454.75318609
"77119","Clos-Fontaine",2004.80153392
"77120","Cocherel",1794.48455154
"77121","Collegien",59165.70957591
"77122","Combs-la-Ville",27028.70239306
"77123","Compans",14764.04083862
"77124","Conches-sur-Gondoire",29944.3066852
"77125","Conde-Sainte-Libiaire",12573.40724763
"77126","Congis-sur-Therouanne",4227.62956062
"77127","Coubert",9171.53022403
"77128","Couilly-Pont-aux-Dames",17769.17183399
"77129","Coulombs-en-Valois",669.39494795
"77130","Coulommes",7095.7421929
"77131","Coulommiers",5781.32324848
"77132","Coupvray",17338.00888683
"77133","Courcelles-en-Bassee",1863.85519389
"77134","Courchamp",1301.73971855
"77135","Courpalay",2298.58126407
"77136","Courquetaine",3831.18157374
"77137","Courtacon",1095.25163019
"77138","Courtomer",2305.43290834
"77139","Courtry",52086.47712593
"77140","Coutencon",1059.90345269
"77141","Coutevroult",14557.32617781
"77142","Crecy-la-Chapelle",6549.39699877
"77143","Cregy-les-Meaux",15151.23756673
"77144","Crevecoeur-en-Brie",2214.45317284
"77145","Crisenoy",8376.17280554
"77146","Croissy-Beaubourg",57093.0648457
"77147","La Croix-en-Brie",1351.3731902
"77148","Crouy-sur-Ourcq",649.21366805
"77149","Cucharmoy",1361.28604835
"77150","Cuisy",4192.72918021
"77151","Dagny",1385.48152428
"77152","Dammarie-les-Lys",18801.66192484
"77153","Dammartin-en-Goele",5926.93593839
"77154","Dammartin-sur-Tigeaux",2874.80153495
"77155","Dampmart",18876.21965087
"77156","Darvault",4531.95510436
"77157","Dhuisy",1305.23897867
"77158","Diant",1026.32270087
"77159","Donnemarie-Dontilly",1332.53165898
"77161","Dormelles",1709.55026122
"77162","Doue",1930.91888871
"77163","Douy-la-Ramee",1609.95273074
"77164","Echouboulains",998.59789095
"77165","Les Ecrennes",2041.54208587
"77166","Ecuelles",5575.63853677
"77167","Egligny",934.66312359
"77168","Egreville",1486.2761905
"77169","Emerainville",62020.34208968
"77170","Episy",5457.09640999
"77171","Esbly",16692.75266476
"77172","Esmans",4057.58854288
"77173","Etrepilly",6120.15412952
"77174","Everly",1742.66069126
"77175","Evry-Gregy-sur-Yerre",13703.12816728
"77176","Faremoutiers",4903.41424522
"77177","Favieres",6745.65542777
"77178","Fay-les-Nemours",3311.59325023
"77179","Fericy",3263.38364719
"77180","Ferolles-Attilly",20821.04996476
"77181","Ferrieres-en-Brie",44981.53836482
"77182","La Ferte-Gaucher",1945.86897809
"77183","La Ferte-sous-Jouarre",4255.34193878
"77184","Flagy",1519.51065762
"77185","Fleury-en-Biere",4504.65475393
"77186","Fontainebleau",8246.09798924
"77187","Fontaine-Fourches",518.409034
"77188","Fontaine-le-Port",4927.36923268
"77190","Fontains",1659.08223557
"77191","Fontenailles",2871.54734843
"77192","Fontenay-Tresigny",3585.74730291
"77193","Forfry",2978.47937914
"77194","Forges",3497.36219778
"77195","Fouju",3896.27521914
"77196","Fresnes-sur-Marne",11928.87774981
"77197","Fretoy",912.89799419
"77198","Fromont",696.1400746
"77199","Fublaines",9734.48235603
"77200","Garentreville",918.28794709
"77201","Gastins",1803.30583153
"77202","La Genevraye",4391.44835413
"77203","Germigny-l'Eveque",7940.88484675
"77204","Germigny-sous-Coulombs",344.25148636
"77205","Gesvres-le-Chapitre",3851.9863676
"77206","Giremoutiers",4876.33138865
"77207","Gironville",605.76353526
"77208","Gouaix",1314.12355508
"77209","Gouvernes",40244.40515928
"77210","La Grande-Paroisse",3990.63019406
"77211","Grandpuits-Bailly-Carrois",2887.52904806
"77212","Gravon",1060.43802463
"77214","Gressy",18024.83827728
"77215","Gretz-Armainvilliers",14679.91511473
"77216","Grez-sur-Loing",5481.95071174
"77217","Grisy-Suisnes",10812.61315647
"77218","Grisy-sur-Seine",927.72282963
"77219","Guerard",4137.80120275
"77220","Guercheville",1004.66971503
"77221","Guermantes",35508.93784524
"77222","Guignes",5110.0408449
"77223","Gurcy-le-Chatel",1138.72994656
"77224","Hautefeuille",2128.09619909
"77225","La Haute-Maison",2439.3379296
"77226","Hericy",5603.58656997
"77227","Herme",2038.09170398
"77228","Hondevilliers",1016.59226777
"77229","La Houssaye-en-Brie",3199.25003644
"77230","Ichy",658.00958281
"77231","Isles-les-Meldeuses",5576.89913401
"77232","Isles-les-Villenoy",13656.99396946
"77233","Iverny",7786.66904663
"77234","Jablines",7970.94074468
"77235","Jaignes",2751.19805779
"77236","Jaulnes",1234.92364746
"77237","Jossigny",28151.63605763
"77238","Jouarre",4006.64631332
"77239","Jouy-le-Chatel",1433.79673827
"77240","Jouy-sur-Morin",1831.60893323
"77241","Juilly",5463.42923944
"77242","Jutigny",2776.99271388
"77243","Lagny-sur-Marne",37653.80948641
"77244","Larchant",2925.9679818
"77245","Laval-en-Brie",3168.15547391
"77246","Lechelle",1441.85722575
"77247","Lescherolles",1218.32826925
"77248","Lesches",11807.16394305
"77249","Lesigny",32490.64799572
"77250","Leudon-en-Brie",1228.47302102
"77251","Lieusaint",32853.88278324
"77252","Limoges-Fourches",13353.00704776
"77253","Lissy",12113.01074484
"77254","Liverdy-en-Brie",3903.0448153
"77255","Livry-sur-Seine",15822.59000394
"77256","Lizines",1411.49289465
"77257","Lizy-sur-Ourcq",3713.3094375
"77258","Lognes",70767.37979471
"77259","Longperrier",5354.84793678
"77260","Longueville",2992.58721916
"77261","Lorrez-le-Bocage-Preaux",1528.68301129
"77262","Louan-Villegruis-Fontaine",196.11694456
"77263","Luisetaines",1468.56968555
"77264","Lumigny-Nesles-Ormeaux",2485.02183655
"77265","Luzancy",2956.11746865
"77266","Machault",2887.71959059
"77267","La Madeleine-sur-Loing",3015.07648168
"77268","Magny-le-Hongre",15692.17947382
"77269","Maincy",18677.79277618
"77270","Maisoncelles-en-Brie",3748.99391629
"77271","Maisoncelles-en-Gatinais",1211.79341512
"77272","Maison-Rouge",2101.84991694
"77273","Marchemoret",5736.06860653
"77274","Marcilly",6566.48822971
"77275","Les Marets",453.43676765
"77276","Mareuil-les-Meaux",13695.50183284
"77277","Marles-en-Brie",3141.58200075
"77278","Marolles-en-Brie",3077.08612279
"77279","Marolles-sur-Seine",3612.65753997
"77280","Mary-sur-Marne",3447.57323554
"77281","Mauperthuis",4245.98111963
"77282","Mauregard",8002.90562248
"77283","May-en-Multien",1924.58056783
"77284","Meaux",16780.38230386
"77285","Le Mee-sur-Seine",23156.06950228
"77286","Meigneux",1061.97812018
"77287","Meilleray",445.01062612
"77288","Melun",24384.89109509
"77289","Melz-sur-Seine",948.79891546
"77290","Mery-sur-Marne",2612.56422895
"77291","Le Mesnil-Amelot",9131.2449309
"77292","Messy",15981.29771671
"77293","Misy-sur-Yonne",1640.10763101
"77294","Mitry-Mory",30027.5384568
"77295","Moisenay",9962.33167513
"77296","Moissy-Cramayel",21545.2805754
"77297","Mondreville",568.21405123
"77298","Mons-en-Montois",1150.58259168
"77299","Montarlot",4337.39203085
"77300","Montceaux-les-Meaux",9121.79727039
"77301","Montceaux-les-Provins",458.00492488
"77302","Montcourt-Fromonville",4856.62610488
"77303","Montdauphin",242.51010167
"77304","Montenils",149.31404586
"77305","Montereau-Fault-Yonne",5485.04793462
"77306","Montereau-sur-le-Jard",15473.49898561
"77307","Montevrain",26621.44464166
"77308","Montge-en-Goele",4286.15086519
"77309","Monthyon",9639.99194322
"77310","Montigny-le-Guesdier",818.97426709
"77311","Montigny-Lencoup",2006.32810721
"77312","Montigny-sur-Loing",4232.20527959
"77313","Montmachoux",1794.04036908
"77314","Montolivet",357.42627651
"77315","Montry",16521.40991526
"77316","Moret-sur-Loing",6539.81653125
"77317","Mormant",3214.93921655
"77318","Mortcerf",3140.19062994
"77319","Mortery",1811.14335185
"77320","Mouroux",5385.35949515
"77321","Mousseaux-les-Bray",1359.242463
"77322","Moussy-le-Neuf",4490.26316362
"77323","Moussy-le-Vieux",4045.77604891
"77325","Mouy-sur-Seine",1548.89415795
"77326","Nandy",26466.50067785
"77327","Nangis",2710.37839086
"77328","Nanteau-sur-Essonne",678.23135217
"77329","Nanteau-sur-Lunain",1819.67205473
"77330","Nanteuil-les-Meaux",13055.81662102
"77331","Nanteuil-sur-Marne",1895.1534626
"77332","Nantouillet",5465.59309061
"77333","Nemours",5423.62093707
"77335","Chauconin-Neufmontiers",12923.06187065
"77336","Neufmoutiers-en-Brie",2859.12138266
"77337","Noisiel",76756.71224486
"77338","Noisy-Rudignon",2904.77928491
"77339","Noisy-sur-Ecole",1653.22350262
"77340","Nonville",3005.82277608
"77341","Noyen-sur-Seine",1209.16347042
"77342","Obsonville",885.55109022
"77343","Ocquerre",1896.94425449
"77344","Oissery",2869.91589785
"77345","Orly-sur-Morin",1043.88083646
"77347","Les Ormes-sur-Voulzie",2262.86349995
"77348","Ormesson",3696.80334877
"77349","Othis",3376.80174868
"77350","Ozoir-la-Ferriere",23604.08505464
"77352","Ozouer-le-Voulgis",4132.55994772
"77353","Paley",1496.53689506
"77354","Pamfou",2523.24874867
"77355","Paroy",2140.33025605
"77356","Passy-sur-Seine",597.88517079
"77357","Pecy",1106.50754054
"77358","Penchard",12926.2904807
"77359","Perthes",10331.41679383
"77360","Pezarches",2789.03112426
"77361","Pierre-Levee",4066.2285257
"77363","Le Pin",46503.38963261
"77364","Le Plessis-aux-Bois",5334.29448481
"77365","Le Plessis-Feu-Aussoux",1428.1952511
"77366","Le Plessis-l'Eveque",6651.88821353
"77367","Le Plessis-Placy",2904.92021684
"77368","Poigny",3044.82394053
"77369","Poincy",12705.8619931
"77370","Poligny",3225.67278748
"77371","Pommeuse",5283.19137657
"77372","Pomponne",38403.60855282
"77373","Pontault-Combault",46852.13662366
"77374","Pontcarre",33498.52239459
"77376","Precy-sur-Marne",5989.7318363
"77377","Presles-en-Brie",6362.07030335
"77378","Pringy",9040.20398534
"77379","Provins",3380.32346181
"77380","Puisieux",1929.48826446
"77381","Quiers",2388.10262545
"77382","Quincy-Voisins",15089.39160181
"77383","Rampillon",1716.97423385
"77384","Reau",22704.15043048
"77385","Rebais",2740.52857999
"77386","Recloses",2775.69391183
"77387","Remauville",2172.41872939
"77388","Reuil-en-Brie",3948.82936954
"77389","La Rochette",17479.19181346
"77390","Roissy-en-Brie",29480.50713229
"77391","Rouilly",2308.21870188
"77392","Rouvres",4608.05520512
"77393","Rozay-en-Brie",2718.08614899
"77394","Rubelles",20346.24636794
"77395","Rumont",592.61323938
"77396","Rupereux",679.57180839
"77397","Saacy-sur-Marne",2361.09880235
"77398","Sablonnieres",1170.91521463
"77399","Saint-Ange-le-Viel",1193.57050641
"77400","Saint-Augustin",3699.69897853
"77401","Sainte-Aulde",2225.66905988
"77402","Saint-Barthelemy",1072.33279554
"77403","Saint-Brice",2842.8048133
"77404","Sainte-Colombe",3310.17143746
"77405","Saint-Cyr-sur-Morin",1960.47486005
"77406","Saint-Denis-les-Rebais",2904.95599526
"77407","Saint-Fargeau-Ponthierry",13828.31672794
"77408","Saint-Fiacre",6770.6607206
"77409","Saint-Germain-Laval",4547.94272854
"77410","Saint-Germain-Laxis",14246.27428119
"77411","Saint-Germain-sous-Doue",2244.71111027
"77412","Saint-Germain-sur-Ecole",3742.21195962
"77413","Saint-Germain-sur-Morin",15423.71870913
"77414","Saint-Hilliers",1059.11651971
"77415","Saint-Jean-les-Deux-Jumeaux",9142.30871929
"77416","Saint-Just-en-Brie",550.82977828
"77417","Saint-Leger",1283.81816783
"77418","Saint-Loup-de-Naud",2576.42097903
"77419","Saint-Mammes",6798.93356175
"77420","Saint-Mard",6959.51674763
"77421","Saint-Mars-Vieux-Maisons",1239.61765199
"77423","Saint-Martin-des-Champs",1431.81926549
"77424","Saint-Martin-du-Boschet",375.66716351
"77425","Saint-Martin-en-Biere",2823.80000342
"77426","Saint-Mery",2321.5168371
"77427","Saint-Mesmes",6644.18011297
"77428","Saint-Ouen-en-Brie",2633.58760724
"77429","Saint-Ouen-sur-Morin",1891.89826325
"77430","Saint-Pathus",3232.09967535
"77431","Saint-Pierre-les-Nemours",4954.20762711
"77432","Saint-Remy-la-Vanne",2827.04785773
"77433","Saints",3513.29122127
"77434","Saint-Sauveur-les-Bray",1289.1313906
"77435","Saint-Sauveur-sur-Ecole",7379.41261262
"77436","Saint-Simeon",3263.313668
"77437","Saint-Soupplets",7797.17981539
"77438","Saint-Thibault-des-Vignes",45769.19501441
"77439","Salins",3445.64054927
"77440","Sammeron",6505.29328949
"77441","Samois-sur-Seine",4796.99283798
"77442","Samoreau",7297.65178889
"77443","Sancy",4202.81959895
"77444","Sancy-les-Provins",514.27743512
"77445","Savigny-le-Temple",27521.7661753
"77446","Savins",2098.54487216
"77447","Seine-Port",16757.69869997
"77448","Sept-Sorts",4365.22439608
"77449","Serris",18620.05359601
"77450","Servon",32935.84554733
"77451","Signy-Signets",3133.5034515
"77452","Sigy",1765.54889345
"77453","Sivry-Courtry",11236.872465
"77454","Sognolles-en-Montois",1346.23194748
"77455","Soignolles-en-Brie",7778.15673474
"77456","Soisy-Bouy",1891.88547737
"77457","Solers",6489.38651131
"77458","Souppes-sur-Loing",3201.00928756
"77459","Sourdun",2970.49403676
"77460","Tancrou",2478.60733619
"77461","Thenisy",1692.52972513
"77462","Thieux",8393.06998777
"77463","Thomery",6777.00340504
"77464","Thorigny-sur-Marne",25625.28101869
"77465","Thoury-Ferottes",1909.41038298
"77466","Tigeaux",3844.19393153
"77467","La Tombe",2624.98782594
"77468","Torcy",64186.73747031
"77469","Touquin",2558.87358832
"77470","Tournan-en-Brie",9115.01368897
"77471","Tousson",1577.60004348
"77472","La Tretoire",1513.43914797
"77473","Treuzy-Levelay",2035.25933555
"77474","Trilbardou",13401.46607552
"77475","Trilport",13463.16789292
"77476","Trocy-en-Multien",4535.03839258
"77477","Ury",4847.32454293
"77478","Ussy-sur-Marne",5075.26951697
"77479","Vaires-sur-Marne",48540.51856598
"77480","Valence-en-Brie",3060.15121638
"77481","Vanville",1706.04321126
"77482","Varennes-sur-Seine",5978.26716684
"77483","Varreddes",12299.52614205
"77484","Vaucourtois",4644.3645461
"77485","Le Vaudoue",1722.67645252
"77486","Vaudoy-en-Brie",1770.20036079
"77487","Vaux-le-Penil",17445.43084723
"77489","Vaux-sur-Lunain",882.38079286
"77490","Vendrest",1006.9643474
"77491","Veneux-les-Sablons",6391.49158454
"77492","Verdelot",612.34285998
"77493","Verneuil-l'Etang",3590.69126399
"77494","Vernou-la-Celle-sur-Seine",4674.98232672
"77495","Vert-Saint-Denis",27469.69140726
"77496","Vieux-Champagne",850.70641182
"77498","Vignely",11501.41662118
"77500","Villebeon",933.68025534
"77501","Villecerf",4097.71542706
"77504","Villemarechal",1410.49047784
"77505","Villemareuil",6771.44253688
"77506","Villemer",3247.92601434
"77507","Villenauxe-la-Petite",970.90295148
"77508","Villeneuve-le-Comte",12922.61770488
"77509","Villeneuve-les-Bordes",1760.94740376
"77510","Villeneuve-Saint-Denis",15427.15306049
"77511","Villeneuve-sous-Dammartin",5300.71483645
"77512","Villeneuve-sur-Bellot",577.04826242
"77513","Villenoy",15494.80283685
"77514","Villeparisis",55197.24497042
"77515","Villeroy",9025.20463471
"77516","Ville-Saint-Jacques",4053.71613186
"77517","Villevaude",33820.58488904
"77518","Villiers-en-Biere",11328.78680688
"77519","Villiers-Saint-Georges",569.28843443
"77520","Villiers-sous-Grez",3690.81479542
"77521","Villiers-sur-Morin",11334.87316227
"77522","Villiers-sur-Seine",895.82070558
"77523","Villuis",715.64481355
"77524","Vimpelles",1069.89114622
"77525","Vinantes",3251.45933278
"77526","Vincy-Manoeuvre",596.76477412
"77527","Voinsles",1461.02187111
"77528","Voisenon",20903.10079224
"77529","Voulangis",6298.53840168
"77530","Voulton",1094.65938694
"77531","Voulx",1419.64464609
"77532","Vulaines-les-Provins",2752.71240925
"77533","Vulaines-sur-Seine",6803.02817677
"77534","Yebles",4493.42134632
"78003","Ablis",2383.87671187
"78005","Acheres",31684.13850812
"78006","Adainville",823.8658041
"78007","Aigremont",23743.68465329
"78009","Allainville",1459.76645217
"78010","Les Alluets-le-Roi",6405.58929906
"78013","Andelu",3204.66369197
"78015","Andresy",31959.50763306
"78020","Arnouville-les-Mantes",4301.63552811
"78029","Aubergenville",18655.1443399
"78030","Auffargis",8228.34791418
"78031","Auffreville-Brasseuil",15025.33320049
"78033","Aulnay-sur-Mauldre",9990.09850354
"78034","Auteuil",3083.93922099
"78036","Autouillet",2238.94040637
"78043","Bailly",41083.22407549
"78048","Bazainville",2383.54872472
"78049","Bazemont",6865.64374895
"78050","Bazoches-sur-Guyonne",8265.46063124
"78053","Behoust",1979.87286402
"78057","Bennecourt",5169.87136507
"78062","Beynes",7224.65926178
"78068","Blaru",725.16829893
"78070","Boinville-en-Mantois",6636.82448222
"78071","Boinville-le-Gaillard",1672.31144522
"78072","Boinvilliers",5289.56465918
"78073","Bois-d'Arcy",44217.50640533
"78076","Boissets",786.75223462
"78077","La Boissiere-Ecole",413.38179306
"78082","Boissy-Mauvoisin",3580.70209401
"78084","Boissy-sans-Avoir",3194.23473837
"78087","Bonnelles",4835.58970477
"78089","Bonnieres-sur-Seine",4214.31130213
"78090","Bouafle",18926.83438487
"78092","Bougival",73855.24247338
"78096","Bourdonne",1592.77704174
"78104","Breuil-Bois-Robert",12533.08388586
"78107","Breval",1719.55942626
"78108","Les Breviaires",3393.89441676
"78113","Brueil-en-Vexin",10082.43621508
"78117","Buc",31353.89844107
"78118","Buchelay",15755.79322224
"78120","Bullion",3621.61014321
"78123","Carrieres-sous-Poissy",34221.28526838
"78124","Carrieres-sur-Seine",98179.38231179
"78125","La Celle-les-Bordes",2841.56956744
"78126","La Celle-Saint-Cloud",74553.66290644
"78128","Cernay-la-Ville",4472.98314767
"78133","Chambourcy",25535.72750914
"78138","Chanteloup-les-Vignes",33087.74405438
"78140","Chapet",15580.35464381
"78143","Chateaufort",21761.80174542
"78146","Chatou",92076.2108149
"78147","Chaufour-les-Bonnieres",3506.81203466
"78152","Chavenay",16467.14212378
"78158","Le Chesnay",59896.49097539
"78160","Chevreuse",5842.74011836
"78162","Choisel",4308.17370764
"78163","Civry-la-Foret",1260.62384853
"78164","Clairefontaine-en-Yvelines",4695.37290258
"78165","Les Clayes-sous-Bois",23926.14855338
"78168","Coignieres",16650.07509206
"78171","Conde-sur-Vesgre",1260.252549
"78172","Conflans-Sainte-Honorine",43487.58507887
"78185","Courgent",4151.65466357
"78188","Cravent",968.77502366
"78189","Crespieres",7605.14499418
"78190","Croissy-sur-Seine",61935.94710472
"78192","Dammartin-en-Serve",2223.99710066
"78193","Dampierre-en-Yvelines",6484.42596604
"78194","Dannemarie",1125.86557698
"78196","Davron",8526.74447191
"78202","Drocourt",9198.6488307
"78206","Ecquevilly",15989.90220231
"78208","Elancourt",22714.53482501
"78209","Emance",640.78192797
"78217","Epone",19147.69773083
"78220","Les Essarts-le-Roi",12637.30881052
"78224","L'Etang-la-Ville",29341.13602104
"78227","Evecquemont",22888.25246332
"78230","La Falaise",14634.22017729
"78231","Favrieux",10698.87600598
"78233","Feucherolles",16022.51844113
"78234","Flacourt",4668.39092915
"78236","Flexanville",1783.32935229
"78237","Flins-Neuve-Eglise",1322.69172646
"78238","Flins-sur-Seine",21168.83106456
"78239","Follainville-Dennemont",9703.01295491
"78242","Fontenay-le-Fleury",37151.21009338
"78245","Fontenay-Mauvoisin",10623.92462373
"78246","Fontenay-Saint-Pere",10833.69947715
"78251","Fourqueux",28911.04645749
"78255","Freneuse",4332.74509604
"78261","Gaillon-sur-Montcient",14469.36400254
"78262","Galluis",5391.28835797
"78263","Gambais",1965.43653178
"78264","Gambaiseuil",1487.93936829
"78265","Garancieres",2254.63975811
"78267","Gargenville",18405.42020978
"78269","Gazeran",3495.37993664
"78276","Gommecourt",999.9148939
"78278","Goupillieres",1838.83705455
"78281","Goussonville",3980.34538703
"78283","Grandchamp",456.78836083
"78285","Gressey",1180.49739865
"78289","Grosrouvre",1630.59671053
"78290","Guernes",3361.43579455
"78291","Guerville",9102.41296178
"78296","Guitrancourt",12947.68257757
"78297","Guyancourt",32943.89867331
"78299","Hardricourt",18715.79907171
"78300","Hargeville",2341.1563164
"78302","La Hauteville",388.31639276
"78305","Herbeville",3793.1821913
"78307","Hermeray",624.34340578
"78310","Houdan",1759.69441627
"78311","Houilles",107810.40875411
"78314","Issou",19609.95725921
"78317","Jambville",4538.33326503
"78320","Jeufosse",6827.14769927
"78321","Jouars-Pontchartrain",17911.02899442
"78322","Jouy-en-Josas",47389.80983341
"78324","Jouy-Mauvoisin",12639.23863581
"78325","Jumeauville",3023.72862296
"78327","Juziers",16762.6358212
"78329","Lainville-en-Vexin",3881.5831019
"78334","Levis-Saint-Nom",6892.73300991
"78335","Limay",17633.83124477
"78337","Limetz-Villez",1738.76309573
"78343","Les Loges-en-Josas",30144.53535282
"78344","Lommoye",822.72569234
"78346","Longnes",4191.90667342
"78349","Longvilliers",4804.95039348
"78350","Louveciennes",64922.98914584
"78354","Magnanville",17541.56912276
"78356","Magny-les-Hameaux",12939.48265535
"78358","Maisons-Laffitte",54178.62581993
"78361","Mantes-la-Jolie",19829.38813327
"78362","Mantes-la-Ville",19127.41816078
"78364","Marcq",3510.42852319
"78366","Mareil-le-Guyon",7968.30564822
"78367","Mareil-Marly",32139.94185683
"78368","Mareil-sur-Mauldre",6538.15271754
"78372","Marly-le-Roi",52327.95073445
"78380","Maule",7826.67009306
"78381","Maulette",2164.57585753
"78382","Maurecourt",37251.6227125
"78383","Maurepas",23816.57407221
"78384","Medan",20453.49182708
"78385","Menerville",6180.20411953
"78389","Mere",4022.32550766
"78391","Mericourt",4519.66304633
"78396","Le Mesnil-le-Roi",46623.68452718
"78397","Le Mesnil-Saint-Denis",15899.83576839
"78398","Les Mesnuls",6058.64587247
"78401","Meulan-en-Yvelines",20714.25732795
"78402","Mezieres-sur-Seine",18756.76286729
"78403","Mezy-sur-Seine",14338.27545186
"78404","Millemont",2513.13672393
"78406","Milon-la-Chapelle",9803.75325662
"78407","Mittainville",427.13913255
"78410","Moisson",1090.71879815
"78413","Mondreville",1904.55596981
"78415","Montainville",3579.79809502
"78416","Montalet-le-Bois",5829.03149811
"78417","Montchauvet",2043.50652563
"78418","Montesson",81584.94451237
"78420","Montfort-l'Amaury",4108.97040722
"78423","Montigny-le-Bretonneux",35789.09674447
