"ID","NAMES","employe_AsTheCowRolls_ACC_0.01"
"75101","Paris 1er Arrondissement",1.01508338917258
"75102","Paris 2e  Arrondissement",0.929396168765842
"75103","Paris 3e  Arrondissement",0.644182805341074
"75104","Paris 4e  Arrondissement",0.753763410845415
"75105","Paris 5e  Arrondissement",0.731859022274349
"75106","Paris 6e  Arrondissement",0.903048924880569
"75107","Paris 7e  Arrondissement",1.05266113587022
"75108","Paris 8e  Arrondissement",0.770565421371464
"75109","Paris 9e  Arrondissement",0.533368707017114
"75110","Paris 10e  Arrondissement",0.213039576324239
"75111","Paris 11e  Arrondissement",0
"75112","Paris 12e  Arrondissement",0.0428536884869733
"75113","Paris 13e  Arrondissement",0
"75114","Paris 14e  Arrondissement",0.109641591351806
"75115","Paris 15e  Arrondissement",0
"75116","Paris 16e  Arrondissement",0.407492514472493
"75117","Paris 17e  Arrondissement",0
"75118","Paris 18e  Arrondissement",0
"75119","Paris 19e  Arrondissement",0
"75120","Paris 20e  Arrondissement",0
"77001","Acheres-la-Foret",17.901916916356
"77002","Amillis",22.0572279475931
"77003","Amponville",20.8715385504684
"77004","Andrezel",15.8546202326436
"77005","Annet-sur-Marne",10.0252318105239
"77006","Arbonne-la-Foret",15.2011750823819
"77007","Argentieres",17.4364133062933
"77008","Armentieres-en-Brie",17.3534641263778
"77009","Arville",28.1447909850817
"77010","Aubepierre-Ozouer-le-Repos",18.2927402744786
"77011","Aufferville",24.7435377530746
"77012","Augers-en-Brie",28.1652061377506
"77013","Aulnoy",19.727017942722
"77014","Avon",14.5787660523338
"77015","Baby",33.1709799065988
"77016","Bagneaux-sur-Loing",21.4822150518989
"77018","Bailly-Romainvilliers",10.2844509365544
"77019","Balloy",25.7786586697825
"77020","Bannost-Villegagnon",23.1009292927156
"77021","Barbey",23.2721005415357
"77022","Barbizon",12.9247720211599
"77023","Barcy",12.7961474325569
"77024","Bassevelle",25.1369212024758
"77025","Bazoches-les-Bray",26.5890266179334
"77026","Beauchery-Saint-Martin",34.484263633265
"77027","Beaumont-du-Gatinais",31.6647772156939
"77028","Beautheil",21.8691477577782
