"ID","NAMES","total_AsTheCrowFlies_POT_5000"
"78420","Montfort-l'Amaury",6700.14307344
"78423","Montigny-le-Bretonneux",93195.46153431
"78431","Morainvilliers",28999.07574113
"78437","Mousseaux-sur-Seine",9859.39118319
"78439","Mulcent",4297.78023897
"78440","Les Mureaux",40069.64308962
"78442","Neauphle-le-Chateau",38659.21845696
"78443","Neauphle-le-Vieux",17403.6085849
"78444","Neauphlette",3391.99671569
"78451","Nezel",21216.84096666
"78455","Noisy-le-Roi",66724.01492534
"78460","Oinville-sur-Montcient",16605.80716134
"78464","Orcemont",4853.36286718
"78465","Orgerus",5614.59156337
"78466","Orgeval",30707.25505253
"78470","Orphin",2035.52942157
"78472","Orsonville",1280.10946658
"78474","Orvilliers",4609.40548445
"78475","Osmoy",5174.78204967
"78478","Paray-Douaville",906.08392724
"78481","Le Pecq",107024.2612363
"78484","Perdreauville",12623.3297881
"78486","Le Perray-en-Yvelines",13934.59945182
"78490","Plaisir",60719.77539414
"78497","Poigny-la-Foret",5525.29739133
"78498","Poissy",55121.06206346
"78499","Ponthevrard",6069.02574428
"78501","Porcheville",34608.3939758
"78502","Le Port-Marly",112417.25797957
"78503","Port-Villez",3647.06688529
"78505","Prunay-le-Temple",4986.0663957
"78506","Prunay-en-Yvelines",2217.31282399
"78513","La Queue-les-Yvelines",6416.77970074
"78516","Raizeux",1753.12863503
"78517","Rambouillet",15646.11805149
"78518","Rennemoulin",71071.7385733
"78520","Richebourg",5386.41237055
"78522","Rochefort-en-Yvelines",6399.82542723
"78524","Rocquencourt",116658.76175804
"78528","Rolleboise",11967.1626929
"78530","Rosay",6599.276812
"78531","Rosny-sur-Seine",14076.10221762
"78536","Sailly",8838.37442732
"78537","Saint-Arnoult-en-Yvelines",6522.91636082
"78545","Saint-Cyr-l'Ecole",105455.55606287
"78548","Saint-Forget",18871.23235257
"78550","Saint-Germain-de-la-Grange",27860.74970307
"78551","Saint-Germain-en-Laye",93192.11829997
"78557","Saint-Hilarion",2760.07370272
"78558","Saint-Illiers-la-Ville",5461.81716819
"78559","Saint-Illiers-le-Bois",3044.16574585
"78561","Saint-Lambert",42589.35143823
"78562","Saint-Leger-en-Yvelines",3047.37518686
"78564","Saint-Martin-de-Brethencourt",4692.07189368
"78565","Saint-Martin-des-Champs",4872.16986432
"78567","Saint-Martin-la-Garenne",20219.64131349
"78569","Sainte-Mesme",7682.90326369
"78571","Saint-Nom-la-Breteche",38737.11695737
"78575","Saint-Remy-les-Chevreuse",26189.04916464
"78576","Saint-Remy-l'Honore",20171.8592432
"78586","Sartrouville",200231.36793876
"78588","Saulx-Marchais",10987.28790667
"78590","Senlisse",6989.88775825
"78591","Septeuil",4582.29758417
"78597","Soindres",24899.39287979
"78601","Sonchamp",4191.73478957
"78605","Tacoignieres",5540.40442985
"78606","Le Tartre-Gaudran",944.34402039
"78608","Le Tertre-Saint-Denis",6435.90564262
"78609","Tessancourt-sur-Aubette",29346.7444254
"78615","Thiverval-Grignon",30453.87954254
"78616","Thoiry",7712.69757875
"78618","Tilly",2248.30221659
"78620","Toussus-le-Noble",49495.22443907
"78621","Trappes",86240.05272976
"78623","Le Tremblay-sur-Mauldre",27721.43347606
"78624","Triel-sur-Seine",65782.9394867
"78638","Vaux-sur-Seine",56131.03818651
"78640","Velizy-Villacoublay",151952.81072296
"78642","Verneuil-sur-Seine",51438.59978431
"78643","Vernouillet",51835.03594228
"78644","La Verriere",54146.77606652
"78646","Versailles",113914.93963318
"78647","Vert",18650.29376202
"78650","Le Vesinet",150661.98526456
"78653","Vicq",10987.6300754
"78655","Vieille-Eglise-en-Yvelines",14677.69184511
"78668","La Villeneuve-en-Chevrie",5963.97920259
"78672","Villennes-sur-Seine",50115.58684636
"78674","Villepreux",62355.66897322
"78677","Villette",11978.44767219
"78681","Villiers-le-Mahieu",6471.69451874
"78683","Villiers-Saint-Frederic",25242.17260368
"78686","Viroflay",159415.40280543
"78688","Voisins-le-Bretonneux",73126.8662374
"91001","Abbeville-la-Riviere",1445.47416448
"91016","Angerville",3421.60183479
"91017","Angervilliers",8130.71648173
"91021","Arpajon",40691.65766657
"91022","Arrancourt",1873.60815212
"91027","Athis-Mons",141336.67897606
"91035","Authon-la-Plaine",1756.18865844
"91037","Auvernaux",18745.2133254
"91038","Auvers-Saint-Georges",7947.38655295
"91041","Avrainville",26322.59111656
"91044","Ballainvilliers",104502.23902566
"91045","Ballancourt-sur-Essonne",16469.1160536
"91047","Baulne",13349.32220183
"91064","Bievres",105644.43872573
"91067","Blandy",544.1922567
"91069","Boigneville",1280.34530626
"91075","Bois-Herpin",1300.7615041
"91079","Boissy-la-Riviere",7985.26271906
"91080","Boissy-le-Cutte",8010.6641847
"91081","Boissy-le-Sec",4106.34431544
"91085","Boissy-sous-Saint-Yon",19662.31817894
"91086","Bondoufle",86461.58672994
"91093","Boullay-les-Troux",13899.76143371
"91095","Bouray-sur-Juine",14549.79595144
"91097","Boussy-Saint-Antoine",68788.75502503
"91098","Boutervilliers",3190.5335653
"91099","Boutigny-sur-Essonne",6155.36244413
"91100","Bouville",3868.24259915
"91103","Bretigny-sur-Orge",61365.01388887
"91105","Breuillet",17868.509246
"91106","Breux-Jouy",14747.65489669
"91109","Brieres-les-Scelles",10587.7640275
"91111","Briis-sous-Forges",15576.550382
"91112","Brouy",753.10496264
"91114","Brunoy",87163.35881085
"91115","Bruyeres-le-Chatel",24627.87296009
"91121","Buno-Bonnevaux",2566.59400161
"91122","Bures-sur-Yvette",48437.36965417
"91129","Cerny",11804.97434897
"91130","Chalo-Saint-Mars",4280.70616937
"91131","Chalou-Moulineux",2489.39098611
"91132","Chamarande",11407.72320779
"91135","Champcueil",11581.01561999
"91136","Champlan",118900.7347479
"91137","Champmotteux",1400.46743985
"91145","Chatignonville",1943.38698898
"91148","Chauffour-les-Etrechy",8118.14315186
"91156","Cheptainville",22292.12460341
"91159","Chevannes",19537.69671029
"91161","Chilly-Mazarin",133556.5988566
"91174","Corbeil-Essonnes",73956.78599793
"91175","Corbreuse",4657.66626233
"91179","Le Coudray-Montceaux",37011.75786743
"91180","Courances",5000.95457863
"91182","Courcouronnes",97778.33701672
"91184","Courdimanche-sur-Essonne",4906.51028058
"91186","Courson-Monteloup",15463.2663464
"91191","Crosne",130710.93925819
"91195","Dannemois",5401.4683988
"91198","D'Huison-Longueville",7574.3269417
"91200","Dourdan",8169.77856582
"91201","Draveil",127457.43102074
"91204","Echarcon",38669.72496448
"91207","Egly",30482.34447662
"91215","Epinay-sous-Senart",75395.57012293
"91216","Epinay-sur-Orge",127349.9518283
"91222","Estouches",1688.48596849
"91223","Etampes",13547.5500868
"91225","Etiolles",80358.79491076
"91226","Etrechy",7307.19154282
"91228","Evry",96836.69784068
"91232","La Ferte-Alais",11862.19376107
"91235","Fleury-Merogis",115452.42200164
"91240","Fontaine-la-Riviere",3710.70801531
"91243","Fontenay-les-Briis",19091.74210183
"91244","Fontenay-le-Vicomte",21430.26687221
"91247","La Foret-le-Roi",3015.72225225
"91248","La Foret-Sainte-Croix",2293.59775115
"91249","Forges-les-Bains",11009.13716872
"91272","Gif-sur-Yvette",37545.54748517
"91273","Gironville-sur-Essonne",2495.25936041
"91274","Gometz-la-Ville",28140.11931176
"91275","Gometz-le-Chatel",38728.42282184
"91284","Les Granges-le-Roi",5686.70182259
"91286","Grigny",136807.4339152
"91292","Guibeville",33308.77766648
"91293","Guigneville-sur-Essonne",9150.36181068
"91294","Guillerval",4039.38774412
"91312","Igny",102828.058585
"91315","Itteville",16159.03895349
"91318","Janville-sur-Juine",10808.2184015
"91319","Janvry",27224.33099387
"91326","Juvisy-sur-Orge",142553.82452501
"91330","Lardy",15424.3149101
"91332","Leudeville",30532.05091025
"91333","Leuville-sur-Orge",61553.8558944
"91338","Limours",13758.64558922
"91339","Linas",57196.07529524
"91340","Lisses",71980.41562346
"91345","Longjumeau",120554.11658516
"91347","Longpont-sur-Orge",86053.76267947
"91359","Maisse",3938.41596727
"91363","Marcoussis",39816.25184425
"91374","Marolles-en-Beauce",2582.78031586
"91376","Marolles-en-Hurepoix",30884.34538349
"91377","Massy",140094.82412052
"91378","Mauchamps",12479.1466056
"91386","Mennecy",33021.48139638
"91390","Mereville",3579.78310716
"91393","Merobert",1660.27349082
"91399","Mespuits",1195.10072249
"91405","Milly-la-Foret",4816.48963821
"91408","Moigny-sur-Ecole",5693.82274616
"91411","Les Molieres",18153.27616926
"91412","Mondeville",10399.35673831
"91414","Monnerville",4034.41041574
"91421","Montgeron",109903.72403462
"91425","Montlhery",73390.45786758
"91432","Morangis",138502.06313043
"91433","Morigny-Champigny",8746.67723428
"91434","Morsang-sur-Orge",135785.10017776
"91435","Morsang-sur-Seine",50903.7667703
"91441","Nainville-les-Roches",11756.70857914
"91457","La Norville",40947.63743689
"91458","Nozay",60831.05626483
"91461","Ollainville",36239.01353028
"91463","Oncy-sur-Ecole",4311.73432422
"91468","Ormoy",49582.36145575
"91469","Ormoy-la-Riviere",12023.68245649
"91471","Orsay",61607.50319562
"91473","Orveau",5646.48314746
"91477","Palaiseau",89757.21222499
"91479","Paray-Vieille-Poste",155449.54944392
"91482","Pecqueuse",9278.7043065
"91494","Le Plessis-Pate",69631.15920141
"91495","Plessis-Saint-Benoist",2035.2098655
"91507","Prunay-sur-Essonne",2124.402725
"91508","Puiselet-le-Marais",1956.80895162
"91511","Pussay",3033.49896924
"91514","Quincy-sous-Senart",62468.32578424
"91519","Richarville",2806.28905122
"91521","Ris-Orangis",121223.67706465
"91525","Roinville",6076.84025174
"91526","Roinvilliers",863.87478367
"91533","Saclas",4249.43454431
"91534","Saclay",50414.86347783
"91538","Saint-Aubin",41384.00275982
"91540","Saint-Cheron",10771.38176448
"91544","Saint-Cyr-la-Riviere",3290.71777608
"91546","Saint-Cyr-sous-Dourdan",7575.40220257
"91547","Saint-Escobille",1151.30549649
"91549","Sainte-Genevieve-des-Bois",113196.48745309
"91552","Saint-Germain-les-Arpajon",50735.33686255
"91553","Saint-Germain-les-Corbeil",73168.13997322
"91556","Saint-Hilaire",8781.09199463
"91560","Saint-Jean-de-Beauregard",41859.90506956
"91568","Saint-Maurice-Montcouronne",13000.25268334
"91570","Saint-Michel-sur-Orge",93998.9538353
"91573","Saint-Pierre-du-Perray",60723.36956719
"91577","Saintry-sur-Seine",61872.65710643
"91578","Saint-Sulpice-de-Favieres",13339.72580405
"91579","Saint-Vrain",18426.59450963
"91581","Saint-Yon",20191.29577995
"91587","Saulx-les-Chartreux",94583.48006929
"91589","Savigny-sur-Orge",140891.3064102
"91593","Sermaise",6727.80357155
"91599","Soisy-sur-Ecole",6340.1344313
"91600","Soisy-sur-Seine",95893.31753631
"91602","Souzy-la-Briche",10279.93544754
"91613","Congerville-Thionville",1886.61723963
"91617","Tigery",60428.50416171
"91619","Torfou",15360.88699163
"91629","Valpuiseaux",2286.90066071
"91630","Le Val-Saint-Germain",8768.45445784
"91631","Varennes-Jarcy",53843.08256831
"91634","Vaugrigneuse",12088.10888357
"91635","Vauhallan",72645.20913918
"91639","Vayres-sur-Essonne",5502.26416576
"91645","Verrieres-le-Buisson",164030.56020004
"91648","Vert-le-Grand",38538.27132324
"91649","Vert-le-Petit",20100.68524615
"91654","Videlles",7709.8413887
"91657","Vigneux-sur-Seine",130644.80606134
"91659","Villabe",62464.5921864
"91661","Villebon-sur-Yvette",83294.24509473
"91662","Villeconin",6102.68314671
"91665","La Ville-du-Bois",78922.08055068
"91666","Villejust",65647.27073645
"91667","Villemoisson-sur-Orge",130897.40650059
"91671","Villeneuve-sur-Auvers",7092.79584985
"91679","Villiers-le-Bacle",38399.60353286
"91685","Villiers-sur-Orge",107284.18557878
"91687","Viry-Chatillon",143770.4734808
"91689","Wissous",163473.47365117
"91691","Yerres",108820.66611822
"91692","Les Ulis",53315.30856802
"92002","Antony",208786.73494134
"92004","Asnieres-sur-Seine",603958.79905332
"92007","Bagneux",540392.9549708
"92009","Bois-Colombes",547852.00194206
"92012","Boulogne-Billancourt",498362.87126703
"92014","Bourg-la-Reine",389932.98182562
"92019","Chatenay-Malabry",240394.95694877
"92020","Chatillon",537009.2745128
"92022","Chaville",212900.50477921
"92023","Clamart",376961.46787657
"92024","Clichy",737879.57429234
"92025","Colombes",452845.51804688
"92026","Courbevoie",589455.67106852
"92032","Fontenay-aux-Roses",427316.23848467
"92033","Garches",279984.32244981
"92035","La Garenne-Colombes",514535.79259142
"92036","Gennevilliers",470201.94595614
"92040","Issy-les-Moulineaux",574100.23011987
"92044","Levallois-Perret",733218.67443798
"92046","Malakoff",658876.06059814
"92047","Marnes-la-Coquette",202408.92750111
"92048","Meudon",309658.08952207
"92049","Montrouge",689897.95515804
"92050","Nanterre",387177.56103912
"92051","Neuilly-sur-Seine",689286.32296976
"92060","Le Plessis-Robinson",297032.91400782
"92062","Puteaux",551028.8757495
"92063","Rueil-Malmaison",268371.15726845
"92064","Saint-Cloud",364909.34561607
"92071","Sceaux",344574.4708546
"92072","Sevres",315111.76606196
"92073","Suresnes",457920.01661526
"92075","Vanves",657414.98378962
"92076","Vaucresson",199897.23565668
"92077","Ville-d'Avray",213148.02773161
"92078","Villeneuve-la-Garenne",463826.01814128
"93001","Aubervilliers",639322.57951547
"93005","Aulnay-sous-Bois",199604.45648498
"93006","Bagnolet",755490.93948654
"93007","Le Blanc-Mesnil",243575.00525706
"93008","Bobigny",466798.53849642
"93010","Bondy",335068.47685893
"93013","Le Bourget",309017.92624807
"93014","Clichy-sous-Bois",203900.5136873
"93015","Coubron",146244.01468194
"93027","La Courneuve",399767.6628246
"93029","Drancy",342476.0767559
"93030","Dugny",249099.81024836
"93031","Epinay-sur-Seine",322207.47897653
"93032","Gagny",229966.00718965
"93033","Gournay-sur-Marne",193106.23458059
"93039","L'Ile-Saint-Denis",432426.28822214
"93045","Les Lilas",735429.51990992
"93046","Livry-Gargan",209673.44611017
"93047","Montfermeil",176570.29217317
"93048","Montreuil",599269.40890268
"93049","Neuilly-Plaisance",319037.48528558
"93050","Neuilly-sur-Marne",254859.91356377
"93051","Noisy-le-Grand",204414.88735543
"93053","Noisy-le-Sec",465954.439914
"93055","Pantin",683093.18986442
"93057","Les Pavillons-sous-Bois",280415.68159398
"93059","Pierrefitte-sur-Seine",265786.06299502
"93061","Le Pre-Saint-Gervais",795743.18738688
"93062","Le Raincy",262396.16728235
"93063","Romainville",613739.38526863
"93064","Rosny-sous-Bois",386272.06574395
"93066","Saint-Denis",503555.03329122
"93070","Saint-Ouen",729273.435446
"93071","Sevran",182260.59241188
"93072","Stains",265733.7027445
"93073","Tremblay-en-France",80102.94362313
"93074","Vaujours",125497.76540182
"93077","Villemomble",300301.53904035
"93078","Villepinte",133809.1910583
"93079","Villetaneuse",295193.68795717
"94001","Ablon-sur-Seine",147438.01055378
"94002","Alfortville",422834.43642749
"94003","Arcueil",625603.45766216
"94004","Boissy-Saint-Leger",109018.0811561
"94011","Bonneuil-sur-Marne",211491.40511171
"94015","Bry-sur-Marne",283250.99293024
"94016","Cachan",496154.47850546
"94017","Champigny-sur-Marne",266818.61238855
"94018","Charenton-le-Pont",667555.08732935
"94019","Chennevieres-sur-Marne",190094.41815017
"94021","Chevilly-Larue",299717.34189172
"94022","Choisy-le-Roi",258270.63973495
"94028","Creteil",294646.42691631
"94033","Fontenay-sous-Bois",455750.94503854
"94034","Fresnes",247045.53093318
"94037","Gentilly",695620.25376434
"94038","L'Hay-les-Roses",367473.53794676
"94041","Ivry-sur-Seine",642443.39225491
"94042","Joinville-le-Pont",406794.71865091
"94043","Le Kremlin-Bicetre",653790.5130842
"94044","Limeil-Brevannes",146162.83510439
"94046","Maisons-Alfort",445272.79659497
"94047","Mandres-les-Roses",67443.03522148
"94048","Marolles-en-Brie",73532.32140052
"94052","Nogent-sur-Marne",409064.84973061
"94053","Noiseau",121685.20540611
"94054","Orly",187363.99148983
"94055","Ormesson-sur-Marne",167188.52974964
"94056","Perigny",57185.70324882
"94058","Le Perreux-sur-Marne",337474.44351892
"94059","Le Plessis-Trevise",156881.77281891
"94060","La Queue-en-Brie",97262.38945219
"94065","Rungis",215719.84946302
"94067","Saint-Mande",733439.23358528
"94068","Saint-Maur-des-Fosses",273473.62739343
"94069","Saint-Maurice",520233.26079438
"94070","Santeny",55640.54405056
"94071","Sucy-en-Brie",130748.01351732
"94073","Thiais",256808.44987868
"94074","Valenton",189532.58339721
"94075","Villecresnes",84428.04981201
"94076","Villejuif",496338.64344395
"94077","Villeneuve-le-Roi",160615.15821174
"94078","Villeneuve-Saint-Georges",170693.6640228
"94079","Villiers-sur-Marne",226884.09840491
"94080","Vincennes",642188.08306896
"94081","Vitry-sur-Seine",418211.35456129
"95002","Ableiges",12859.27811382
"95008","Aincourt",3761.942381
"95011","Ambleville",2021.90417326
"95012","Amenucourt",2050.33766801
"95014","Andilly",132134.72264994
"95018","Argenteuil",301750.30125316
"95019","Arnouville",142971.96108161
"95023","Arronville",1823.59311126
"95024","Arthies",3132.73790021
"95026","Asnieres-sur-Oise",11407.2075569
"95028","Attainville",28813.73016495
"95039","Auvers-sur-Oise",35500.31687406
"95040","Avernes",3614.67367357
"95042","Baillet-en-France",33111.79674475
"95046","Banthelu",4030.74371495
"95051","Beauchamp",102266.49546129
"95052","Beaumont-sur-Oise",20877.55786108
"95054","Le Bellay-en-Vexin",3738.89872985
"95055","Bellefontaine",16858.90746756
"95056","Belloy-en-France",14195.240847
"95058","Bernes-sur-Oise",15300.16450643
"95059","Berville",1110.2110807
"95060","Bessancourt",72591.77303035
"95061","Bethemont-la-Foret",45936.3788028
"95063","Bezons",337085.46733684
"95074","Boisemont",71661.10115354
"95078","Boissy-l'Aillerie",37647.70907567
"95088","Bonneuil-en-France",185998.84250762
"95091","Bouffemont",55945.17657336
"95094","Bouqueval",70248.94853749
"95101","Bray-et-Lu",1546.47469153
"95102","Breancon",4260.23810543
"95110","Brignancourt",4922.46767878
"95116","Bruyeres-sur-Oise",14219.55915305
"95119","Buhy",1549.69442643
"95120","Butry-sur-Oise",29018.14843741
"95127","Cergy",92004.36972981
"95134","Champagne-sur-Oise",19360.99998742
"95139","La Chapelle-en-Vexin",2226.56871863
"95141","Charmont",4187.38144035
"95142","Chars",3802.96765745
"95144","Chatenay-en-France",25120.66918253
"95149","Chaumontel",9830.54760398
"95150","Chaussy",2406.28878999
"95151","Chauvry",44656.00620209
"95154","Chennevieres-les-Louvres",19199.40618194
"95157","Cherence",3075.80374674
"95166","Clery-en-Vexin",3983.82324272
"95169","Commeny",3767.56101266
"95170","Condecourt",26034.23884431
"95176","Cormeilles-en-Parisis",188026.36760793
"95177","Cormeilles-en-Vexin",9236.88045896
"95181","Courcelles-sur-Viosne",31785.04385568
"95183","Courdimanche",59773.97741764
"95197","Deuil-la-Barre",240396.6020857
"95199","Domont",76521.88509087
"95203","Eaubonne",181180.02183876
"95205","Ecouen",77586.35306474
"95210","Enghien-les-Bains",249363.3375901
"95211","Ennery",47998.55634372
"95212","Epiais-les-Louvres",22650.05199102
"95213","Epiais-Rhus",7165.51707642
"95214","Epinay-Champlatreux",13110.67214621
"95218","Eragny",103232.12453214
"95219","Ermont",185452.09650362
"95229","Ezanville",56468.93806194
"95241","Fontenay-en-Parisis",33978.7801779
"95250","Fosses",15763.71204739
"95252","Franconville",168243.32157767
"95253","Fremainville",5588.04158089
"95254","Fremecourt",6278.48668598
"95256","Frepillon",55752.33756935
"95257","La Frette-sur-Seine",148353.64286721
"95258","Frouville",4602.53535623
"95259","Gadancourt",3266.73471954
"95268","Garges-les-Gonesse",195918.24283133
"95270","Genainville",2945.57980767
"95271","Genicourt",28339.19280947
"95277","Gonesse",114269.89033813
"95280","Goussainville",49740.64494433
"95282","Gouzangrez",4123.32697533
"95287","Grisy-les-Platres",5171.68554501
"95288","Groslay",190582.66001587
"95295","Guiry-en-Vexin",3457.4570241
"95298","Haravilliers",2381.80620621
"95301","Haute-Isle",3764.78560604
"95303","Le Heaulme",3586.7106103
"95304","Hedouville",7644.51128868
"95306","Herblay",98937.24603416
"95308","Herouville",17923.77987644
"95309","Hodent",3791.60341224
"95313","L'Isle-Adam",22743.37471485
"95316","Jagny-sous-Bois",17320.95349143
"95323","Jouy-le-Moutier",90759.33757948
"95328","Labbeville",7058.0310263
"95331","Lassy",14053.04775692
"95341","Livilliers",22844.18766076
"95348","Longuesse",10799.3687242
"95351","Louvres",29433.29918656
"95352","Luzarches",11798.52383877
"95353","Maffliers",19710.04530966
"95355","Magny-en-Vexin",4122.84840524
"95365","Mareil-en-France",19454.94890795
"95369","Margency",151922.17664283
"95370","Marines",4846.6865909
"95371","Marly-la-Ville",19468.17625577
"95379","Maudetour-en-Vexin",3135.22280983
"95387","Menouville",3029.94706444
"95388","Menucourt",49734.00776806
"95392","Meriel",31219.12276898
"95394","Mery-sur-Oise",55815.47586823
"95395","Le Mesnil-Aubry",33105.73173552
"95409","Moisselles",45739.22073276
"95422","Montgeroult",20394.32619166
"95424","Montigny-les-Cormeilles",133423.57582517
"95426","Montlignon",118563.73206948
"95427","Montmagny",239590.29372642
"95428","Montmorency",176186.92533164
"95429","Montreuil-sur-Epte",1729.49301766
"95430","Montsoult",24169.55030697
"95436","Mours",23894.11470304
"95438","Moussy",4131.82651856
"95445","Nerville-la-Foret",21562.75221943
"95446","Nesles-la-Vallee",13677.82178701
"95447","Neuilly-en-Vexin",3271.88095586
"95450","Neuville-sur-Oise",105022.24788072
"95452","Nointel",22457.12531338
"95456","Noisy-sur-Oise",18775.89648773
"95459","Nucourt",3824.62796163
"95462","Omerville",2656.83510413
"95476","Osny",66995.20463982
"95480","Parmain",18668.32383187
"95483","Le Perchay",4748.24169594
"95487","Persan",20457.24472642
"95488","Pierrelaye",91523.69135908
"95489","Piscop",107222.00059308
"95491","Le Plessis-Bouchard",140818.88324708
"95492","Le Plessis-Gassot",54893.42931655
"95493","Le Plessis-Luzarches",15257.08475172
"95500","Pontoise",86287.50860147
"95504","Presles",22403.46465049
"95509","Puiseux-en-France",24472.29686555
"95510","Puiseux-Pontoise",53425.67077961
"95523","La Roche-Guyon",3577.41136389
"95527","Roissy-en-France",53241.23061105
"95529","Ronquerolles",10012.30947578
"95535","Sagy",30052.27209004
"95539","Saint-Brice-sous-Foret",144358.39919014
"95541","Saint-Clair-sur-Epte",993.10191312
"95543","Saint-Cyr-en-Arthies",6669.77861254
"95554","Saint-Gervais",3625.5845018
"95555","Saint-Gratien",255921.60951771
"95563","Saint-Leu-la-Foret",105465.48763824
"95566","Saint-Martin-du-Tertre",17006.48080735
"95572","Saint-Ouen-l'Aumone",80821.82723424
"95574","Saint-Prix",104209.64958244
"95580","Saint-Witz",14415.38071196
"95582","Sannois",233051.07991893
"95584","Santeuil",5498.10405336
"95585","Sarcelles",158041.80355303
"95592","Seraincourt",13476.65996625
"95594","Seugy",11409.66504194
"95598","Soisy-sous-Montmorency",187559.17903635
"95604","Survilliers",11863.68422944
"95607","Taverny",89251.24452047
"95610","Themericourt",4292.48501158
"95611","Theuville",2816.92761609
"95612","Le Thillay",72397.46814003
"95625","Us",6068.85839467
"95627","Vallangoujard",5016.07307955
"95628","Valmondois",22930.48564774
"95633","Vaudherland",71301.26006966
"95637","Vaureal",82477.33708893
"95641","Vemars",13495.60659256
"95651","Vetheuil",7020.4772813
"95652","Viarmes",12681.71365541
"95656","Vienne-en-Arthies",5491.7240909
"95658","Vigny",6420.46677534
"95660","Villaines-sous-Bois",19815.06119526
"95675","Villeron",19595.04412554
"95676","Villers-en-Arthies",3215.26470949
"95678","Villiers-Adam",33007.18971801
"95680","Villiers-le-Bel",105392.50563314
"95682","Villiers-le-Sec",17765.4786892
"95690","Wy-dit-Joli-Village",3224.80174492
