"ID","NAMES","total_AsTheCrowFlies_ACC_0.01"
"77175","Evry-Gregy-sur-Yerre",7603.90550072802
"77176","Faremoutiers",14241.7950516945
"77177","Favieres",7997.76772195067
"77178","Fay-les-Nemours",21566.5723120559
"77179","Fericy",11800.966282134
"77180","Ferolles-Attilly",6151.30933635325
"77181","Ferrieres-en-Brie",5349.46115620091
"77182","La Ferte-Gaucher",23693.5022642664
"77183","La Ferte-sous-Jouarre",16244.0103677434
"77184","Flagy",18530.3941941306
"77185","Fleury-en-Biere",11293.531930914
"77186","Fontainebleau",11935.7720202696
"77187","Fontaine-Fourches",34019.9192344427
"77188","Fontaine-le-Port",10590.137001205
"77190","Fontains",17745.9551622062
"77191","Fontenailles",15566.8880879694
"77192","Fontenay-Tresigny",13059.9199658037
"77193","Forfry",13214.8844069932
"77194","Forges",16294.9341338975
"77195","Fouju",10630.1517421088
"77196","Fresnes-sur-Marne",7828.86528835966
"77197","Fretoy",20988.0352288111
"77198","Fromont",21731.2949102928
"77199","Fublaines",9709.6243220332
"77200","Garentreville",22343.3047363685
"77201","Gastins",18009.6238339692
"77202","La Genevraye",15405.5920620597
"77203","Germigny-l'Eveque",11372.416790735
"77204","Germigny-sous-Coulombs",22491.3052725365
"77205","Gesvres-le-Chapitre",12177.3652571722
"77206","Giremoutiers",13029.7178084733
"77207","Gironville",27487.1223379961
"77208","Gouaix",28162.3079479743
"77209","Gouvernes",4581.47907732135
"77210","La Grande-Paroisse",15276.8529086622
"77211","Grandpuits-Bailly-Carrois",17203.0255412117
"77212","Gravon",23116.7682546956
"77214","Gressy",6699.11290046985
"77215","Gretz-Armainvilliers",7896.64436971567
"77216","Grez-sur-Loing",16254.4405959375
"77217","Grisy-Suisnes",8266.62457445652
"77218","Grisy-sur-Seine",29959.6873684832
"77219","Guerard",11937.1034427133
"77220","Guercheville",20681.0324611133
"77221","Guermantes",4918.98865186615
"77222","Guignes",12115.2766566787
"77223","Gurcy-le-Chatel",19873.6632443662
"77224","Hautefeuille",13649.3494389534
"77225","La Haute-Maison",11661.1875348339
"77226","Hericy",11797.4361329099
"77227","Herme",30111.8767116102
"77228","Hondevilliers",24098.8230349831
"77229","La Houssaye-en-Brie",11564.3922668377
"77230","Ichy",24345.6636013124
"77231","Isles-les-Meldeuses",13423.4503470948
"77232","Isles-les-Villenoy",7615.68338626293
"77233","Iverny",9960.27422714578
"77234","Jablines",7123.21579475956
"77235","Jaignes",15191.8436329743
"77236","Jaulnes",28712.1001885456
"77237","Jossigny",6348.592907385
"77238","Jouarre",14923.5125955127
"77239","Jouy-le-Chatel",20002.0189907135
"77240","Jouy-sur-Morin",22359.8631893545
"77241","Juilly",9855.97616620812
"77242","Jutigny",24996.3649110456
"77243","Lagny-sur-Marne",5103.68098847267
"77244","Larchant",18661.634159919
"77245","Laval-en-Brie",16805.0882917761
"77246","Lechelle",30229.2227170693
"77247","Lescherolles",25895.8307205874
"77248","Lesches",7488.45209555533
"77249","Lesigny",5311.04461438013
"77250","Leudon-en-Brie",22868.9278037182
"77251","Lieusaint",5302.51125166865
"77252","Limoges-Fourches",8104.47474567612
"77253","Lissy",8913.33438378888
"77254","Liverdy-en-Brie",10849.4150336203
"77255","Livry-sur-Seine",7897.23567863051
"77256","Lizines",22278.3698034945
"77257","Lizy-sur-Ourcq",15662.5888896827
"77258","Lognes",3517.58733937201
"77259","Longperrier",9933.60907971308
"77260","Longueville",25122.4360240804
"77261","Lorrez-le-Bocage-Preaux",22183.5477552574
"77262","Louan-Villegruis-Fontaine",33848.9583250389
"77263","Luisetaines",23827.4449501892
"77264","Lumigny-Nesles-Ormeaux",14820.4100590517
"77265","Luzancy",19310.7042161391
"77266","Machault",12924.1756901285
"77267","La Madeleine-sur-Loing",23065.0825866579
"77268","Magny-le-Hongre",7365.02891556785
"77269","Maincy",8011.43447213472
"77270","Maisoncelles-en-Brie",11866.8340235455
"77271","Maisoncelles-en-Gatinais",25273.2559336233
"77272","Maison-Rouge",21552.5055206078
"77273","Marchemoret",11936.6707849982
"77274","Marcilly",12695.3836275918
"77275","Les Marets",25496.6643367258
"77276","Mareuil-les-Meaux",7917.97110930139
"77277","Marles-en-Brie",13021.0711473463
"77278","Marolles-en-Brie",18595.1774523561
"77279","Marolles-sur-Seine",19925.8368143362
"77280","Mary-sur-Marne",15043.7916942217
"77281","Mauperthuis",15450.1506573487
"77282","Mauregard",6989.01934010241
"77283","May-en-Multien",18018.1842235273
"77284","Meaux",9158.7329275615
"77285","Le Mee-sur-Seine",5601.73401690114
"77286","Meigneux",20213.6020036132
"77287","Meilleray",28806.7587614128
"77288","Melun",6045.22609551332
"77289","Melz-sur-Seine",31890.5333156978
"77290","Mery-sur-Marne",20284.5293539146
"77291","Le Mesnil-Amelot",6868.68495587255
"77292","Messy",7879.58449732361
"77293","Misy-sur-Yonne",22722.4570335651
"77294","Mitry-Mory",5547.08803326233
"77295","Moisenay",9531.36672475679
"77296","Moissy-Cramayel",6113.84426220906
"77297","Mondreville",27785.7287603609
"77298","Mons-en-Montois",21698.5341846526
"77299","Montarlot",15203.1308609335
"77300","Montceaux-les-Meaux",11211.3795492469
"77301","Montceaux-les-Provins",30712.3839355442
"77302","Montcourt-Fromonville",16392.4174367063
"77303","Montdauphin",29029.8002404993
"77304","Montenils",31861.3821331144
"77305","Montereau-Fault-Yonne",17393.5885233379
"77306","Montereau-sur-le-Jard",7583.24665445472
"77307","Montevrain",5602.57469514864
"77308","Montge-en-Goele",10700.7781049419
"77309","Monthyon",10669.0971001359
"77310","Montigny-le-Guesdier",28499.591969717
"77311","Montigny-Lencoup",19204.8173316599
"77312","Montigny-sur-Loing",14244.4032798149
"77313","Montmachoux",20681.838563992
"77314","Montolivet",29547.2226611379
"77315","Montry",7461.92252347219
"77316","Moret-sur-Loing",13896.3481663805
"77317","Mormant",14590.4301454053
"77318","Mortcerf",11788.4181228012
"77319","Mortery",24254.8212320252
"77320","Mouroux",14166.8436876333
"77321","Mousseaux-les-Bray",27229.1672636895
"77322","Moussy-le-Neuf",9722.24810373765
"77323","Moussy-le-Vieux",8826.28477494382
"77325","Mouy-sur-Seine",26972.1988245023
"77326","Nandy",5581.77900795534
"77327","Nangis",17918.2533793336
"77328","Nanteau-sur-Essonne",18977.0284722456
"77329","Nanteau-sur-Lunain",19529.4378008903
"77330","Nanteuil-les-Meaux",8461.51146697798
"77331","Nanteuil-sur-Marne",21314.637064509
"77332","Nantouillet",8826.68067584107
"77333","Nemours",18926.2049398693
"77335","Chauconin-Neufmontiers",9044.80992025465
"77336","Neufmoutiers-en-Brie",9983.92365945206
"77337","Noisiel",3155.92642236584
"77338","Noisy-Rudignon",17996.505590395
"77339","Noisy-sur-Ecole",15146.4785370562
"77340","Nonville",16885.1166023083
"77341","Noyen-sur-Seine",30675.7954709794
"77342","Obsonville",23335.9032943494
"77343","Ocquerre",16953.3168537761
"77344","Oissery",13762.320319993
"77345","Orly-sur-Morin",19878.7453431535
"77347","Les Ormes-sur-Voulzie",25484.7410374772
"77348","Ormesson",20553.9765580155
"77349","Othis",11309.3560550514
"77350","Ozoir-la-Ferriere",6044.11775714849
"77352","Ozouer-le-Voulgis",11224.6508587835
"77353","Paley",21131.1645989856
"77354","Pamfou",13404.3462225609
"77355","Paroy",24135.1236471695
"77356","Passy-sur-Seine",31405.4444911643
"77357","Pecy",18867.643443507
"77358","Penchard",10030.1138825033
"77359","Perthes",9419.27290723771
"77360","Pezarches",15038.1199860187
"77361","Pierre-Levee",12363.9944490654
"77363","Le Pin",4419.02965045121
"77364","Le Plessis-aux-Bois",10087.1784656948
"77365","Le Plessis-Feu-Aussoux",16894.2486882459
"77366","Le Plessis-l'Eveque",10355.260612875
"77367","Le Plessis-Placy",15813.6471137532
"77368","Poigny",26063.5654621889
"77369","Poincy",10200.5026341923
"77370","Poligny",20743.7406192349
"77371","Pommeuse",13277.8600110995
"77372","Pomponne",4839.68957935566
"77373","Pontault-Combault",3943.12460056971
"77374","Pontcarre",5783.99996249835
"77376","Precy-sur-Marne",7799.8200121183
"77377","Presles-en-Brie",9289.88960686198
"77378","Pringy",7516.1055322071
"77379","Provins",26155.1036494103
"77380","Puisieux",15087.3438541683
"77381","Quiers",16749.6796835835
"77382","Quincy-Voisins",8150.07857798992
"77383","Rampillon",19476.6459154825
"77384","Reau",6537.60409924011
"77385","Rebais",20139.6075818762
"77386","Recloses",15075.1906278866
"77387","Remauville",22302.9394148351
"77388","Reuil-en-Brie",17879.1147960962
"77389","La Rochette",7279.00517451845
"77390","Roissy-en-Brie",5003.94606097904
"77391","Rouilly",25733.179940228
"77392","Rouvres",11851.6454629901
"77393","Rozay-en-Brie",15836.557617882
"77394","Rubelles",7113.18373819235
"77395","Rumont",20901.9154990848
"77396","Rupereux",26340.8294839738
"77397","Saacy-sur-Marne",20225.1831595439
"77398","Sablonnieres",22982.1410541209
"77399","Saint-Ange-le-Viel",20207.1951810201
"77400","Saint-Augustin",14703.0315105776
"77401","Sainte-Aulde",20040.0762507806
"77402","Saint-Barthelemy",26292.6303896349
"77403","Saint-Brice",27900.7424782413
"77404","Sainte-Colombe",25561.7008110255
"77405","Saint-Cyr-sur-Morin",17554.1505660123
"77406","Saint-Denis-les-Rebais",18718.636510312
"77407","Saint-Fargeau-Ponthierry",6858.06013603343
"77408","Saint-Fiacre",9976.90053242415
"77409","Saint-Germain-Laval",18054.2979788068
"77410","Saint-Germain-Laxis",8501.05425649439
"77411","Saint-Germain-sous-Doue",16285.6697813289
"77412","Saint-Germain-sur-Ecole",10166.5340860383
"77413","Saint-Germain-sur-Morin",7846.44599323421
"77414","Saint-Hilliers",23989.4349521064
"77415","Saint-Jean-les-Deux-Jumeaux",12157.792057503
"77416","Saint-Just-en-Brie",20326.9879598872
"77417","Saint-Leger",21931.2164258548
"77418","Saint-Loup-de-Naud",23950.983687195
"77419","Saint-Mammes",13461.984399171
"77420","Saint-Mard",10299.9023111168
"77421","Saint-Mars-Vieux-Maisons",24838.6598267299
"77423","Saint-Martin-des-Champs",25071.6375974211
"77424","Saint-Martin-du-Boschet",29700.212253777
"77425","Saint-Martin-en-Biere",11474.9670193143
"77426","Saint-Mery",13031.6130622787
"77427","Saint-Mesmes",8617.8565842581
"77428","Saint-Ouen-en-Brie",15576.8837744497
"77429","Saint-Ouen-sur-Morin",18712.5778848941
"77430","Saint-Pathus",13508.8454616677
"77431","Saint-Pierre-les-Nemours",18946.371260936
"77432","Saint-Remy-la-Vanne",20873.8334747859
"77433","Saints",16068.7652775494
"77434","Saint-Sauveur-les-Bray",25115.74796516
"77435","Saint-Sauveur-sur-Ecole",8559.28642251197
"77436","Saint-Simeon",19128.5234123235
"77437","Saint-Soupplets",11767.1833294135
"77438","Saint-Thibault-des-Vignes",4284.25996798079
"77439","Salins",18436.9185094999
"77440","Sammeron",13938.1306434889
"77441","Samois-sur-Seine",10739.6815306356
"77442","Samoreau",11987.4611245359
"77443","Sancy",10622.7947384694
"77444","Sancy-les-Provins",28232.946803173
"77445","Savigny-le-Temple",5709.06378605029
"77446","Savins",23821.3777866976
"77447","Seine-Port",6142.65389163488
"77448","Sept-Sorts",15059.3943335255
"77449","Serris",6785.33891176362
"77450","Servon",5615.74642133174
"77451","Signy-Signets",13194.6789349916
"77452","Sigy",22822.1859145892
"77453","Sivry-Courtry",10018.9778300697
"77454","Sognolles-en-Montois",21888.9243944077
"77455","Soignolles-en-Brie",9408.87288284934
"77456","Soisy-Bouy",27690.7375453375
"77457","Solers",10035.2073440327
"77458","Souppes-sur-Loing",24492.1923158325
"77459","Sourdun",29782.4473739125
"77460","Tancrou",16110.2349662996
"77461","Thenisy",23086.9169768301
"77462","Thieux",8171.12348509951
"77463","Thomery",12578.8130837609
"77464","Thorigny-sur-Marne",5597.07765306744
"77465","Thoury-Ferottes",19909.3017104581
"77466","Tigeaux",10501.5607794175
"77467","La Tombe",21990.6729499171
"77468","Torcy",3724.01500816879
"77469","Touquin",16129.7744491194
"77470","Tournan-en-Brie",9701.37323846251
"77471","Tousson",17531.7600884363
"77472","La Tretoire",20699.7410901878
"77473","Treuzy-Levelay",18009.3758590869
"77474","Trilbardou",8289.86796321761
"77475","Trilport",10697.4521057551
"77476","Trocy-en-Multien",14570.009452526
"77477","Ury",15562.6431338413
"77478","Ussy-sur-Marne",14749.8439318189
"77479","Vaires-sur-Marne",3584.34433645751
"77480","Valence-en-Brie",14306.2744474376
"77481","Vanville",20554.7578229126
"77482","Varennes-sur-Seine",16851.1622544155
"77483","Varreddes",11644.8284361762
"77484","Vaucourtois",10196.7060694473
"77485","Le Vaudoue",16408.5191643159
"77486","Vaudoy-en-Brie",18169.5178056648
"77487","Vaux-le-Penil",7750.60882294591
"77489","Vaux-sur-Lunain",25373.9292126498
"77490","Vendrest",19150.3083921954
"77491","Veneux-les-Sablons",13281.316946953
"77492","Verdelot",26524.0069729721
"77493","Verneuil-l'Etang",13041.4741579992
"77494","Vernou-la-Celle-sur-Seine",13744.7080469386
"77495","Vert-Saint-Denis",5794.54932274028
"77496","Vieux-Champagne",20918.1248468636
"77498","Vignely",7860.65930081649
"77500","Villebeon",25519.126061287
"77501","Villecerf",15759.1573746164
"77504","Villemarechal",19280.1301117974
"77505","Villemareuil",10793.3677862773
"77506","Villemer",16502.8099040282
"77507","Villenauxe-la-Petite",30746.3230420516
"77508","Villeneuve-le-Comte",9162.73758051736
"77509","Villeneuve-les-Bordes",18315.3363903604
"77510","Villeneuve-Saint-Denis",7800.97283227209
"77511","Villeneuve-sous-Dammartin",8284.11211088381
"77512","Villeneuve-sur-Bellot",24970.1118134995
"77513","Villenoy",8078.4541358608
"77514","Villeparisis",4681.67118478909
"77515","Villeroy",9359.91582675584
"77516","Ville-Saint-Jacques",16521.4916944143
"77517","Villevaude",5230.59763411297
"77518","Villiers-en-Biere",7928.73921382871
"77519","Villiers-Saint-Georges",29673.7006701442
"77520","Villiers-sous-Grez",16319.5669665677
"77521","Villiers-sur-Morin",9054.19879878537
"77522","Villiers-sur-Seine",32421.9916633797
"77523","Villuis",32684.8778950352
"77524","Vimpelles",23405.9766985463
"77525","Vinantes",9751.27003077319
"77526","Vincy-Manoeuvre",16616.5471680461
"77527","Voinsles",17167.6496210563
"77528","Voisenon",6637.71042814391
"77529","Voulangis",9917.20760966972
"77530","Voulton",27471.644934583
"77531","Voulx",21541.5285812918
"77532","Vulaines-les-Provins",23642.1407128719
"77533","Vulaines-sur-Seine",11654.0110709232
"77534","Yebles",11101.1234283172
"78003","Ablis",18110.6275021987
"78005","Acheres",3981.51480269363
"78006","Adainville",17159.3392131343
"78007","Aigremont",5625.40970863106
"78009","Allainville",19252.5815009543
"78010","Les Alluets-le-Roi",7706.20194678599
"78013","Andelu",9977.17440518568
"78015","Andresy",4106.4907115418
"78020","Arnouville-les-Mantes",10314.612944047
"78029","Aubergenville",7646.35254287494
"78030","Auffargis",9881.67899228023
"78031","Auffreville-Brasseuil",8607.95650088388
"78033","Aulnay-sur-Mauldre",8489.0458522195
"78034","Auteuil",10061.3014151847
"78036","Autouillet",10603.3397273631
"78043","Bailly",3919.85205927141
"78048","Bazainville",15119.8134597973
"78049","Bazemont",7984.61395981817
"78050","Bazoches-sur-Guyonne",8369.72665578189
"78053","Behoust",12785.6903722301
"78057","Bennecourt",15381.3752795181
"78062","Beynes",8572.67650701441
"78068","Blaru",20268.1137847936
"78070","Boinville-en-Mantois",9154.23470262426
"78071","Boinville-le-Gaillard",18923.2013912285
"78072","Boinvilliers",11173.8357453455
"78073","Bois-d'Arcy",3808.28757210963
"78076","Boissets",16350.3484094225
"78077","La Boissiere-Ecole",17794.4055947461
"78082","Boissy-Mauvoisin",13240.8378572394
"78084","Boissy-sans-Avoir",10597.309925747
"78087","Bonnelles",10658.306092381
"78089","Bonnieres-sur-Seine",14413.0059244142
"78090","Bouafle",6874.75623972399
"78092","Bougival",2942.19016453009
"78096","Bourdonne",16652.7020787555
"78104","Breuil-Bois-Robert",8890.15913978998
"78107","Breval",15695.4981488557
"78108","Les Breviaires",10795.0412955258
"78113","Brueil-en-Vexin",8631.22306025642
"78117","Buc",4184.78495464042
"78118","Buchelay",8739.2408521726
"78120","Bullion",11156.6689334073
"78123","Carrieres-sous-Poissy",4659.1601129443
"78124","Carrieres-sur-Seine",2362.47497891018
"78125","La Celle-les-Bordes",11009.9205451877
"78126","La Celle-Saint-Cloud",3057.42587638481
"78128","Cernay-la-Ville",9697.86513529993
"78133","Chambourcy",5327.09896689469
"78138","Chanteloup-les-Vignes",4344.14020113217
"78140","Chapet",5860.03856162382
"78143","Chateaufort",5415.35585122263
"78146","Chatou",2756.94002435423
"78147","Chaufour-les-Bonnieres",19378.9885278528
"78152","Chavenay",5760.08665255712
"78158","Le Chesnay",3024.95229769791
"78160","Chevreuse",7051.10370816228
"78162","Choisel",8808.74917186853
"78163","Civry-la-Foret",15119.9962167993
"78164","Clairefontaine-en-Yvelines",12778.9613156999
"78165","Les Clayes-sous-Bois",4471.79320536195
"78168","Coignieres",6553.86485075483
"78171","Conde-sur-Vesgre",16303.9683010454
"78172","Conflans-Sainte-Honorine",3674.84432418468
"78185","Courgent",12407.428067275
"78188","Cravent",19049.7505510666
"78189","Crespieres",7798.6502691007
"78190","Croissy-sur-Seine",2915.29326351376
"78192","Dammartin-en-Serve",13131.559299282
"78193","Dampierre-en-Yvelines",7870.28865069016
"78194","Dannemarie",18237.5657691987
"78196","Davron",6906.20737239424
"78202","Drocourt",10077.6571887024
"78206","Ecquevilly",6752.09295413887
"78208","Elancourt",4145.53575750642
"78209","Emance",18983.7051991639
"78217","Epone",8171.39736966663
"78220","Les Essarts-le-Roi",8528.80012495115
"78224","L'Etang-la-Ville",4996.53264001082
"78227","Evecquemont",6001.48351125587
"78230","La Falaise",8409.77869140167
"78231","Favrieux",10862.2674592288
"78233","Feucherolles",6483.61304273117
"78234","Flacourt",11328.989181117
"78236","Flexanville",11783.5660192233
"78237","Flins-Neuve-Eglise",15590.1636197799
"78238","Flins-sur-Seine",7273.59687343429
"78239","Follainville-Dennemont",8919.29400714273
"78242","Fontenay-le-Fleury",3921.54075064383
"78245","Fontenay-Mauvoisin",10074.4588911409
"78246","Fontenay-Saint-Pere",8798.9610248475
"78251","Fourqueux",5044.20214890503
"78255","Freneuse",13527.3665451715
"78261","Gaillon-sur-Montcient",7689.49060784974
"78262","Galluis",10807.1688228727
"78263","Gambais",15311.7752516803
"78264","Gambaiseuil",13683.2768777193
"78265","Garancieres",11847.9236858723
"78267","Gargenville",7626.02436757475
"78269","Gazeran",15586.7682577213
"78276","Gommecourt",15476.4407581712
"78278","Goupillieres",10703.5004180888
"78281","Goussonville",9231.85536030558
"78283","Grandchamp",19156.4343322765
"78285","Gressey",16610.7142495481
"78289","Grosrouvre",12219.2443851442
"78290","Guernes",10420.9783776303
"78291","Guerville",8142.99143628007
"78296","Guitrancourt",7880.53834836651
"78297","Guyancourt",3857.97204886903
"78299","Hardricourt",7406.69831644561
"78300","Hargeville",10576.4263452646
"78302","La Hauteville",19013.7336678176
"78305","Herbeville",8270.8714421356
"78307","Hermeray",18132.9871946929
"78310","Houdan",17862.0421455766
"78311","Houilles",2269.37252662899
"78314","Issou",7481.5738932068
"78317","Jambville",9279.1311815075
"78320","Jeufosse",16841.4035056387
"78321","Jouars-Pontchartrain",5807.03523120148
"78322","Jouy-en-Josas",4389.98194350077
"78324","Jouy-Mauvoisin",9820.8381326112
"78325","Jumeauville",9771.93500861538
"78327","Juziers",7713.17527738886
"78329","Lainville-en-Vexin",10300.9271046444
"78334","Levis-Saint-Nom",7160.77858927615
"78335","Limay",7572.88954044081
"78337","Limetz-Villez",17072.603423256
"78343","Les Loges-en-Josas",4711.34300366647
"78344","Lommoye",17230.1173605159
"78346","Longnes",14415.0103430597
"78349","Longvilliers",12762.7348265025
"78350","Louveciennes",3367.06666045585
"78354","Magnanville",8639.6892861955
"78356","Magny-les-Hameaux",5294.56891131871
