"ID","NAMES","population_AsTheCowRolls_ACC_0.01"
"75101","Paris 1er Arrondissement",0.741904603179709
"75102","Paris 2e  Arrondissement",0.694712785834884
"75103","Paris 3e  Arrondissement",0.479170366327351
"75104","Paris 4e  Arrondissement",0.560647355664133
"75105","Paris 5e  Arrondissement",0.397559960820387
"75106","Paris 6e  Arrondissement",0.540344769323985
"75107","Paris 7e  Arrondissement",0.555527663049218
"75108","Paris 8e  Arrondissement",0.53134781534001
"75109","Paris 9e  Arrondissement",0.342600846027497
"75110","Paris 10e  Arrondissement",0.120748812563684
"75111","Paris 11e  Arrondissement",0
"75112","Paris 12e  Arrondissement",0
"75113","Paris 13e  Arrondissement",0
"75114","Paris 14e  Arrondissement",0
"75115","Paris 15e  Arrondissement",0
"75116","Paris 16e  Arrondissement",0
"75117","Paris 17e  Arrondissement",0
"75118","Paris 18e  Arrondissement",0
"75119","Paris 19e  Arrondissement",0
"75120","Paris 20e  Arrondissement",0
"77001","Acheres-la-Foret",17.8944899156111
"77002","Amillis",22.8413981287734
"77003","Amponville",20.8875855632855
"77004","Andrezel",16.2898353884695
"77005","Annet-sur-Marne",10.1990891261751
"77006","Arbonne-la-Foret",15.169080499952
"77007","Argentieres",18.0539205904186
"77008","Armentieres-en-Brie",18.728431492944
"77009","Arville",28.3151123386355
"77010","Aubepierre-Ozouer-le-Repos",19.0622956513343
"77011","Aufferville",24.878571824083
"77012","Augers-en-Brie",28.9246477146881
"77013","Aulnoy",20.5134148054597
"77014","Avon",14.368663172762
"77015","Baby",33.8000266948628
"77016","Bagneaux-sur-Loing",21.5779527747715
"77018","Bailly-Romainvilliers",10.7069943542759
"77019","Balloy",26.1418579827017
"77020","Bannost-Villegagnon",23.7803802737768
"77021","Barbey",23.6131000761958
"77022","Barbizon",13.0474891813075
"77023","Barcy",14.4133803882998
"77024","Bassevelle",25.7580077387416
"77025","Bazoches-les-Bray",27.0386954464804
"77026","Beauchery-Saint-Martin",35.2218538146807
"77027","Beaumont-du-Gatinais",31.8047108080817
"77028","Beautheil",22.5986507600487
"77029","Beauvoir",17.3310825672527
"77030","Bellot",29.6879788005401
"77031","Bernay-Vilbert",18.8437255779291
"77032","Beton-Bazoches",24.3355798886575
"77033","Bezalles",25.7776895533775
"77034","Blandy",14.4385884920872
"77035","Blennes",31.0660602018868
"77036","Boisdon",24.5691730287043
"77037","Bois-le-Roi",11.8102581135916
"77038","Boissettes",11.1840925989203
"77039","Boissise-la-Bertrand",11.1222593476087
"77040","Boissise-le-Roi",10.8669066029545
"77041","Boissy-aux-Cailles",21.8211029193944
"77042","Boissy-le-Chatel",21.6125867544854
"77043","Boitron",26.1631188098607
"77044","Bombon",19.1549760940069
"77045","Bougligny",25.8398587033376
"77046","Boulancourt",26.2431187278015
"77047","Bouleurs",12.5306640885378
"77048","Bourron-Marlotte",18.5607009137652
"77049","Boutigny",13.6780161422023
"77050","Bransles",26.1523149029909
"77051","Bray-sur-Seine",29.7906286622679
"77052","Breau",17.2794373947076
"77053","Brie-Comte-Robert",9.5121917896914
"77054","La Brosse-Montceaux",23.5945877818388
"77055","Brou-sur-Chantereine",6.21119114513742
"77056","Burcy",25.3699015029623
"77057","Bussieres",22.5693073906523
"77058","Bussy-Saint-Georges",6.67671518511303
"77059","Bussy-Saint-Martin",6.42806685431084
"77060","Buthiers",23.4654778756776
"77061","Cannes-Ecluse",21.7968633320203
"77062","Carnetin",10.0096008471005
"77063","La Celle-sur-Morin",17.3579352510643
"77065","Cely",12.1986290430098
"77066","Cerneux",27.8116525710425
"77067","Cesson",8.19559599226308
"77068","Cessoy-en-Montois",28.7793920521201
"77069","Chailly-en-Biere",11.2820117588872
"77070","Chailly-en-Brie",20.4667171778915
"77071","Chaintreaux",24.9784065028291
"77072","Chalautre-la-Grande",38.7547945940091
"77073","Chalautre-la-Petite",31.3808979657701
"77075","Chalifert",9.9370900955315
"77076","Chalmaison",32.1671849558354
"77077","Chambry",13.3844214835813
"77078","Chamigny",20.8051792810158
"77079","Champagne-sur-Seine",16.4453876373178
"77080","Champcenest",27.9505705715247
"77081","Champdeuil",12.7262903606441
"77082","Champeaux",15.7682899886199
"77083","Champs-sur-Marne",4.77853088088742
"77084","Changis-sur-Marne",15.7766294009016
"77085","Chanteloup-en-Brie",8.2404022517691
"77086","La Chapelle-Gauthier",17.0963167870422
"77087","La Chapelle-Iger",20.7973915360181
"77088","La Chapelle-la-Reine",16.8769113736945
"77089","La Chapelle-Rablais",21.9498519092003
"77090","La Chapelle-Saint-Sulpice",27.0703823431784
"77091","Les Chapelles-Bourbon",15.1941542099078
"77093","La Chapelle-Moutils",32.5941702320258
"77094","Charmentray",11.9077340017588
"77095","Charny",12.2649422740789
"77096","Chartrettes",13.2536996495989
"77097","Chartronges",27.4826741403912
"77098","Chateaubleau",25.8641158686953
"77099","Chateau-Landon",27.7111064928721
"77100","Le Chatelet-en-Brie",14.1119966965507
"77101","Chatenay-sur-Seine",26.1288711931778
"77102","Chatenoy",23.295524122856
"77103","Chatillon-la-Borde",15.7389562702263
"77104","Chatres",13.9893015380251
"77106","Chauffry",25.3450176710234
"77107","Chaumes-en-Brie",15.7826003923271
"77108","Chelles",5.28374491460002
"77109","Chenoise",25.2534657331652
"77110","Chenou",29.3218778401115
"77111","Chessy",8.8811052009994
"77112","Chevrainvilliers",23.2026823847198
"77113","Chevru",24.5007652576816
"77114","Chevry-Cossigny",10.3884289430151
"77115","Chevry-en-Sereine",27.8436147776182
"77116","Choisy-en-Brie",25.0867117140213
"77117","Citry",25.649627051939
"77118","Claye-Souilly",7.87755803851659
"77119","Clos-Fontaine",22.9068443912865
"77120","Cocherel",20.9308534919435
"77121","Collegien",5.86538888166473
"77122","Combs-la-Ville",7.92186884948957
"77123","Compans",10.3146625422164
"77124","Conches-sur-Gondoire",7.5988836667925
"77125","Conde-Sainte-Libiaire",11.4940878982342
"77126","Congis-sur-Therouanne",19.3738637015348
"77127","Coubert",11.2761520265433
"77128","Couilly-Pont-aux-Dames",10.2320252689233
"77129","Coulombs-en-Valois",25.2829205870046
"77130","Coulommes",13.3571124885645
"77131","Coulommiers",18.535646715064
"77132","Coupvray",10.2854748738065
"77133","Courcelles-en-Bassee",25.2054929956573
"77134","Courchamp",30.0700261352044
"77135","Courpalay",20.0265904264609
"77136","Courquetaine",15.1041167811653
"77137","Courtacon",25.5678167452329
"77138","Courtomer",20.2424202194915
"77139","Courtry",6.37192085137626
"77140","Coutencon",23.9991009106213
"77141","Coutevroult",10.876662564012
"77142","Crecy-la-Chapelle",13.2377257513395
"77143","Cregy-les-Meaux",11.4877972750073
"77144","Crevecoeur-en-Brie",15.8808580596237
"77145","Crisenoy",12.2175471333609
"77146","Croissy-Beaubourg",6.2363351003576
"77147","La Croix-en-Brie",25.1857383480861
"77148","Crouy-sur-Ourcq",25.9195779924243
"77149","Cucharmoy",27.0911557292342
"77150","Cuisy",15.4261283453982
"77151","Dagny",22.3578882456522
"77152","Dammarie-les-Lys",9.75791071376123
"77153","Dammartin-en-Goele",12.6021373824461
"77154","Dammartin-sur-Tigeaux",15.5423519835112
"77155","Dampmart",9.93467274645978
"77156","Darvault",18.8518372054588
"77157","Dhuisy",21.0970160093818
"77158","Diant",28.0207197704403
"77159","Donnemarie-Dontilly",26.2606226621141
"77161","Dormelles",23.1553719329088
"77162","Doue",23.3581295952568
"77163","Douy-la-Ramee",20.2658202467094
"77164","Echouboulains",21.6079101857136
"77165","Les Ecrennes",17.0282692463934
"77166","Ecuelles",17.6638933342491
"77167","Egligny",28.0405228349777
"77168","Egreville",25.0951910903541
"77169","Emerainville",5.95390117789997
"77170","Episy",16.9442367421323
"77171","Esbly",10.491590175493
"77172","Esmans",21.752961459872
"77173","Etrepilly",16.8852468100537
"77174","Everly",31.8597753633695
