"ID","NAMES","cadres_AsTheCowRolls_ACC_0.005"
"75101","Paris 1er Arrondissement",0.0817558237388551
"75102","Paris 2e  Arrondissement",0.0259824734034623
"75103","Paris 3e  Arrondissement",0
"75104","Paris 4e  Arrondissement",0.00605439747886004
"75105","Paris 5e  Arrondissement",0
"75106","Paris 6e  Arrondissement",0
"75107","Paris 7e  Arrondissement",0
"75108","Paris 8e  Arrondissement",0
"75109","Paris 9e  Arrondissement",0
"75110","Paris 10e  Arrondissement",0
"75111","Paris 11e  Arrondissement",0
"75112","Paris 12e  Arrondissement",0
"75113","Paris 13e  Arrondissement",0
"75114","Paris 14e  Arrondissement",0
"75115","Paris 15e  Arrondissement",0
"75116","Paris 16e  Arrondissement",0
"75117","Paris 17e  Arrondissement",0
"75118","Paris 18e  Arrondissement",0
"75119","Paris 19e  Arrondissement",0
"75120","Paris 20e  Arrondissement",0
"77001","Acheres-la-Foret",16.4436330371333
"77002","Amillis",22.9305473580893
"77003","Amponville",20.0033624134887
"77004","Andrezel",15.925531077567
"77005","Annet-sur-Marne",9.41726476923792
"77006","Arbonne-la-Foret",13.2307118609867
"77007","Argentieres",17.4804870131564
"77008","Armentieres-en-Brie",18.7314802515272
"77009","Arville",27.2904753874278
"77010","Aubepierre-Ozouer-le-Repos",18.560311727938
"77011","Aufferville",23.5855580904827
"77012","Augers-en-Brie",29.1623672487884
"77013","Aulnoy",20.434776882368
"77014","Avon",11.4522403865237
"77015","Baby",35.1306123292909
"77016","Bagneaux-sur-Loing",20.834058245202
"77018","Bailly-Romainvilliers",8.76650398015691
"77019","Balloy",26.9688808548695
"77020","Bannost-Villegagnon",23.6938505389713
"77021","Barbey",23.9453583765355
"77022","Barbizon",11.9035695526904
"77023","Barcy",14.5285606376381
"77024","Bassevelle",25.5569450380349
"77025","Bazoches-les-Bray",28.1151634933971
"77026","Beauchery-Saint-Martin",35.7009881820169
"77027","Beaumont-du-Gatinais",30.9338205944396
"77028","Beautheil",22.3216596362497
"77029","Beauvoir",16.8444265162844
"77030","Bellot",30.1611741192931
"77031","Bernay-Vilbert",18.1672622343544
"77032","Beton-Bazoches",24.657135955328
"77033","Bezalles",25.797267921989
"77034","Blandy",13.8596174060713
"77035","Blennes",31.2315101807802
"77036","Boisdon",24.5920384550787
"77037","Bois-le-Roi",10.228803127859
"77038","Boissettes",10.671984389752
"77039","Boissise-la-Bertrand",10.6232677868648
"77040","Boissise-le-Roi",10.3129167543038
"77041","Boissy-aux-Cailles",20.6674101936997
"77042","Boissy-le-Chatel",21.3270832533325
"77043","Boitron",26.0850727699051
"77044","Bombon",18.7630951645275
"77045","Bougligny",25.2105794505058
"77046","Boulancourt",25.3308188174958
"77047","Bouleurs",11.453664904522
"77048","Bourron-Marlotte",16.5426512051766
"77049","Boutigny",12.595268906618
"77050","Bransles",25.5978551650473
"77051","Bray-sur-Seine",30.9286126093777
"77052","Breau",17.0203485758946
"77053","Brie-Comte-Robert",8.218521336456
"77054","La Brosse-Montceaux",23.5135230276927
"77055","Brou-sur-Chantereine",5.75117291558125
"77056","Burcy",24.3301260337572
"77057","Bussieres",22.3400759536782
"77058","Bussy-Saint-Georges",5.24159797333303
"77059","Bussy-Saint-Martin",5.09595776734273
"77060","Buthiers",22.1369209550024
"77061","Cannes-Ecluse",21.7598529515501
"77062","Carnetin",7.93972130107691
"77063","La Celle-sur-Morin",16.3832917963848
"77065","Cely",11.4725909688941
"77066","Cerneux",27.9481970200983
"77067","Cesson",7.73747992700523
"77068","Cessoy-en-Montois",30.3798443368759
"77069","Chailly-en-Biere",10.3631971299251
"77070","Chailly-en-Brie",20.3902698257526
"77071","Chaintreaux",24.18266938545
"77072","Chalautre-la-Grande",39.9230360337176
"77073","Chalautre-la-Petite",32.3458129345587
"77075","Chalifert",7.4488182205507
"77076","Chalmaison",34.1489177704341
"77077","Chambry",13.4447002174302
"77078","Chamigny",20.6542827565934
"77079","Champagne-sur-Seine",14.0864067398286
"77080","Champcenest",28.3577366630403
"77081","Champdeuil",12.2892985241751
"77082","Champeaux",15.4811308684319
"77083","Champs-sur-Marne",2.84776947778218
"77084","Changis-sur-Marne",15.7090988903584
"77085","Chanteloup-en-Brie",6.13475796978082
"77086","La Chapelle-Gauthier",16.8751313197422
"77087","La Chapelle-Iger",20.4470852441855
"77088","La Chapelle-la-Reine",15.6851001473009
"77089","La Chapelle-Rablais",21.9262171951423
"77090","La Chapelle-Saint-Sulpice",28.1780166856264
"77091","Les Chapelles-Bourbon",13.9955558765763
"77093","La Chapelle-Moutils",32.6647312090895
"77094","Charmentray",11.6877874270236
"77095","Charny",12.0848791641783
"77096","Chartrettes",11.7360382404603
"77097","Chartronges",28.04135526827
"77098","Chateaubleau",26.2821843130182
"77099","Chateau-Landon",26.9042840072767
"77100","Le Chatelet-en-Brie",12.9404166740295
"77101","Chatenay-sur-Seine",27.0531135095483
"77102","Chatenoy",22.201402430477
"77103","Chatillon-la-Borde",15.3092690956223
"77104","Chatres",12.8561937176623
"77106","Chauffry",25.29663470173
"77107","Chaumes-en-Brie",15.4285096612872
"77108","Chelles",5.04692836265145
"77109","Chenoise",25.4835512746187
"77110","Chenou",28.2936487342994
"77111","Chessy",6.75624042820917
"77112","Chevrainvilliers",22.0749747933285
"77113","Chevru",24.9892955876206
"77114","Chevry-Cossigny",9.5927714496038
"77115","Chevry-en-Sereine",28.0945751764112
"77116","Choisy-en-Brie",25.3510464542205
"77117","Citry",25.4033288643057
"77118","Claye-Souilly",7.80328074566848
"77119","Clos-Fontaine",22.99268298738
"77120","Cocherel",20.6629986182058
"77121","Collegien",5.16546799339488
"77122","Combs-la-Ville",6.973699989895
"77123","Compans",10.3932597499768
"77124","Conches-sur-Gondoire",5.75030168900843
"77125","Conde-Sainte-Libiaire",10.0655258593371
"77126","Congis-sur-Therouanne",19.7875723886707
"77127","Coubert",10.7243330012932
"77128","Couilly-Pont-aux-Dames",8.29146676518808
"77129","Coulombs-en-Valois",25.0012384196145
"77130","Coulommes",12.3055466000931
"77131","Coulommiers",18.0470028172606
"77132","Coupvray",7.93620619124035
"77133","Courcelles-en-Bassee",25.6603525111756
"77134","Courchamp",30.4897804628752
"77135","Courpalay",19.4652083415196
"77136","Courquetaine",14.1254304926377
"77137","Courtacon",25.7754422684299
"77138","Courtomer",20.0171903964571
"77139","Courtry",6.38666681058615
"77140","Coutencon",24.5273082442229
"77141","Coutevroult",9.36526633373907
"77142","Crecy-la-Chapelle",11.8668537680344
"77143","Cregy-les-Meaux",11.4994866967058
"77144","Crevecoeur-en-Brie",15.1777190570576
"77145","Crisenoy",11.8666741015225
"77146","Croissy-Beaubourg",5.63839769744335
"77147","La Croix-en-Brie",25.4908245289057
"77148","Crouy-sur-Ourcq",25.9192318725651
"77149","Cucharmoy",27.6838552807782
"77150","Cuisy",15.4085202408917
"77151","Dagny",22.4797221600524
"77152","Dammarie-les-Lys",8.93018144497634
"77153","Dammartin-en-Goele",12.9130987903694
"77154","Dammartin-sur-Tigeaux",14.6360541668265
"77155","Dampmart",7.78108271243513
"77156","Darvault",17.8040815649656
"77157","Dhuisy",20.7014549162362
"77158","Diant",28.3560614849851
"77159","Donnemarie-Dontilly",27.5222769861361
"77161","Dormelles",22.7766726093384
"77162","Doue",23.6700582165341
"77163","Douy-la-Ramee",20.2926789788811
"77164","Echouboulains",21.5926702521039
"77165","Les Ecrennes",16.4965118848967
"77166","Ecuelles",15.9155041748835
"77167","Egligny",29.4535154537857
"77168","Egreville",24.3899494827372
"77169","Emerainville",5.46565272693663
"77170","Episy",15.2390994409324
"77171","Esbly",8.53708262484698
"77172","Esmans",21.6244466819845
"77173","Etrepilly",17.1344834057408
"77174","Everly",33.7934315019582
"77175","Evry-Gregy-sur-Yerre",10.165826978484
"77176","Faremoutiers",16.5950171191808
"77177","Favieres",11.0822644023238
"77178","Fay-les-Nemours",21.9288263779087
"77179","Fericy",15.051587622189
"77180","Ferolles-Attilly",7.82348167549384
"77181","Ferrieres-en-Brie",5.62727231501045
"77182","La Ferte-Gaucher",27.7772783799382
"77183","La Ferte-sous-Jouarre",17.838546563088
"77184","Flagy",23.9828561963928
"77185","Fleury-en-Biere",11.6821658965035
"77186","Fontainebleau",10.7395097219792
"77187","Fontaine-Fourches",35.7712676846179
"77188","Fontaine-le-Port",13.1120328664972
"77190","Fontains",23.6217811832436
"77191","Fontenailles",19.6534554585643
"77192","Fontenay-Tresigny",15.1352471855042
"77193","Forfry",18.2936725797313
"77194","Forges",19.6741845664895
"77195","Fouju",14.382649432077
"77196","Fresnes-sur-Marne",10.4321738424068
"77197","Fretoy",24.4083005187808
"77198","Fromont",21.7903377929082
"77199","Fublaines",14.7626086328559
"77200","Garentreville",25.3255481964394
"77201","Gastins",22.0491026542438
"77202","La Genevraye",17.1306691467046
"77203","Germigny-l'Eveque",16.7939998359744
"77204","Germigny-sous-Coulombs",25.0053104122707
"77205","Gesvres-le-Chapitre",17.1668362766059
"77206","Giremoutiers",16.7840709721756
"77207","Gironville",27.5892986913581
"77208","Gouaix",35.6401375799621
"77209","Gouvernes",5.30785358446809
"77210","La Grande-Paroisse",20.5807488929823
"77211","Grandpuits-Bailly-Carrois",20.7170077981075
"77212","Gravon",27.1340907458306
"77214","Gressy",10.0710428450108
"77215","Gretz-Armainvilliers",9.51093984072269
"77216","Grez-sur-Loing",15.9570338760381
"77217","Grisy-Suisnes",10.356274449163
"77218","Grisy-sur-Seine",33.0527620617573
"77219","Guerard",15.0270399780663
"77220","Guercheville",21.5200222984104
"77221","Guermantes",5.17675211883503
"77222","Guignes",13.6790958498082
"77223","Gurcy-le-Chatel",26.6261665650402
"77224","Hautefeuille",17.5250285439954
"77225","La Haute-Maison",15.5195676649279
"77226","Hericy",12.7440778852324
"77227","Herme",33.8791339464908
"77228","Hondevilliers",25.9526252015881
"77229","La Houssaye-en-Brie",14.180126929793
"77230","Ichy",27.2206790410031
"77231","Isles-les-Meldeuses",18.4123675394223
"77232","Isles-les-Villenoy",10.3426322266391
"77233","Iverny",12.9814457855286
"77234","Jablines",10.7510750352734
"77235","Jaignes",19.6364813964004
"77236","Jaulnes",31.0382526935055
"77237","Jossigny",6.30448154512051
"77238","Jouarre",19.5553779084419
"77239","Jouy-le-Chatel",21.1294180975893
"77240","Jouy-sur-Morin",27.34436081851
"77241","Juilly",13.4955652812321
"77242","Jutigny",31.6635465327648
"77243","Lagny-sur-Marne",5.25387456351054
"77244","Larchant",19.0315634359866
"77245","Laval-en-Brie",21.310966771193
"77246","Lechelle",35.9140799176989
"77247","Lescherolles",30.7520857665455
"77248","Lesches",9.91852107073724
"77249","Lesigny",6.52245179018367
"77250","Leudon-en-Brie",27.3427337758773
"77251","Lieusaint",6.96967504245847
"77252","Limoges-Fourches",10.3887730033022
"77253","Lissy",10.7621086132315
"77254","Liverdy-en-Brie",13.5954289207411
"77255","Livry-sur-Seine",9.85605970848903
"77256","Lizines",30.1925899730662
"77257","Lizy-sur-Ourcq",20.1948867601963
"77258","Lognes",5.14584223477951
"77259","Longperrier",13.189988879479
"77260","Longueville",31.7069731476504
"77261","Lorrez-le-Bocage-Preaux",25.638932517126
"77262","Louan-Villegruis-Fontaine",37.6744024206091
"77263","Luisetaines",31.4593900675192
"77264","Lumigny-Nesles-Ormeaux",15.8417208451269
"77265","Luzancy",21.2944609573762
"77266","Machault",15.6554246860746
"77267","La Madeleine-sur-Loing",23.2773275947996
"77268","Magny-le-Hongre",8.09175075979764
"77269","Maincy",9.46541728756037
"77270","Maisoncelles-en-Brie",15.4693874650969
"77271","Maisoncelles-en-Gatinais",26.7007207256383
"77272","Maison-Rouge",26.8369158463587
"77273","Marchemoret",15.1410905109152
"77274","Marcilly",16.0177761554272
"77275","Les Marets",30.0250176676512
"77276","Mareuil-les-Meaux",11.1533892757734
"77277","Marles-en-Brie",15.2394896512818
"77278","Marolles-en-Brie",23.3159227424378
"77279","Marolles-sur-Seine",22.3456834389031
"77280","Mary-sur-Marne",20.2796592580006
"77281","Mauperthuis",19.3474857954341
"77282","Mauregard",11.1322596234948
"77283","May-en-Multien",21.3636457964692
"77284","Meaux",10.8957243369788
"77285","Le Mee-sur-Seine",7.75704049504272
"77286","Meigneux",28.0059590859906
"77287","Meilleray",35.5697589373322
"77288","Melun",6.90451602830265
"77289","Melz-sur-Seine",35.9506182610269
"77290","Mery-sur-Marne",22.1349103757438
"77291","Le Mesnil-Amelot",10.7764339778164
"77292","Messy",10.166090846969
"77293","Misy-sur-Yonne",25.6288127906484
"77294","Mitry-Mory",8.49563939265173
