"ID","NAMES","artisans_AsTheCrowFlies_POT_7500"
"77033","Bezalles",201.54674998
"77034","Blandy",758.11461519
"77035","Blennes",171.48441769
"77036","Boisdon",209.96551025
"77037","Bois-le-Roi",1864.74968021
"77038","Boissettes",2984.68752731
"77039","Boissise-la-Bertrand",3180.9685345
"77040","Boissise-le-Roi",2679.08520084
"77041","Boissy-aux-Cailles",406.37898657
"77042","Boissy-le-Chatel",865.81377246
"77043","Boitron",416.92391356
"77044","Bombon",447.7955295
"77045","Bougligny",513.69573929
"77046","Boulancourt",169.59490791
"77047","Bouleurs",2034.85659924
"77048","Bourron-Marlotte",924.69502397
"77049","Boutigny",2046.92212075
"77050","Bransles",186.12464574
"77051","Bray-sur-Seine",245.51403719
"77052","Breau",415.14627436
"77053","Brie-Comte-Robert",3847.57375378
"77054","La Brosse-Montceaux",419.12327009
"77055","Brou-sur-Chantereine",9853.23658234
"77056","Burcy",222.8957831
"77057","Bussieres",461.55225314
"77058","Bussy-Saint-Georges",4781.58041521
"77059","Bussy-Saint-Martin",7260.7653632
"77060","Buthiers",238.84904827
"77061","Cannes-Ecluse",595.62765563
"77062","Carnetin",4902.84827701
"77063","La Celle-sur-Morin",980.92105465
"77065","Cely",1266.81114712
"77066","Cerneux",195.24157891
"77067","Cesson",3399.32274329
"77068","Cessoy-en-Montois",339.78122597
"77069","Chailly-en-Biere",1876.14575661
"77070","Chailly-en-Brie",845.24555012
"77071","Chaintreaux",338.91456138
"77072","Chalautre-la-Grande",134.75796754
"77073","Chalautre-la-Petite",466.31631599
"77075","Chalifert",3341.38569676
"77076","Chalmaison",414.4540595
"77077","Chambry",1540.34884553
"77078","Chamigny",521.47428057
"77079","Champagne-sur-Seine",1252.42451017
"77080","Champcenest",184.94890403
"77081","Champdeuil",1126.35778862
"77082","Champeaux",650.35990631
"77083","Champs-sur-Marne",16246.5487395
"77084","Changis-sur-Marne",941.51639007
"77085","Chanteloup-en-Brie",4350.76091636
"77086","La Chapelle-Gauthier",425.77065474
"77087","La Chapelle-Iger",411.23426921
"77088","La Chapelle-la-Reine",469.55157101
"77089","La Chapelle-Rablais",321.23967602
"77090","La Chapelle-Saint-Sulpice",366.44737554
"77091","Les Chapelles-Bourbon",975.90140802
"77093","La Chapelle-Moutils",245.3284283
"77094","Charmentray",1936.71940461
"77095","Charny",1506.53158845
"77096","Chartrettes",1904.45984359
"77097","Chartronges",407.5916617
"77098","Chateaubleau",290.70295305
"77099","Chateau-Landon",251.46400233
"77100","Le Chatelet-en-Brie",841.7207123
"77101","Chatenay-sur-Seine",314.95530368
"77102","Chatenoy",539.61651829
"77103","Chatillon-la-Borde",561.13670278
"77104","Chatres",1072.50712007
"77106","Chauffry",755.2248132
"77107","Chaumes-en-Brie",906.37130476
"77108","Chelles",15415.44782926
"77109","Chenoise",252.7857486
"77110","Chenou",295.25738101
"77111","Chessy",3651.5794763
"77112","Chevrainvilliers",487.2581826
"77113","Chevru",365.71484231
"77114","Chevry-Cossigny",3039.89537805
"77115","Chevry-en-Sereine",278.79312665
"77116","Choisy-en-Brie",519.99961784
"77117","Citry",352.47387167
"77118","Claye-Souilly",4157.52447524
"77119","Clos-Fontaine",372.54272087
"77120","Cocherel",386.13004641
"77121","Collegien",7151.51610032
"77122","Combs-la-Ville",4111.7339591
"77123","Compans",2708.23686705
"77124","Conches-sur-Gondoire",5055.81044347
"77125","Conde-Sainte-Libiaire",2778.28781461
"77126","Congis-sur-Therouanne",913.17145008
"77127","Coubert",1584.57191703
"77128","Couilly-Pont-aux-Dames",2499.1657314
"77129","Coulombs-en-Valois",91.34040778
"77130","Coulommes",1903.07048399
"77131","Coulommiers",962.58461204
"77132","Coupvray",3226.1822573
"77133","Courcelles-en-Bassee",416.90969195
"77134","Courchamp",222.74616782
"77135","Courpalay",500.96617514
"77136","Courquetaine",1284.93489877
"77137","Courtacon",221.120221
"77138","Courtomer",741.90108016
"77139","Courtry",12328.46219147
"77140","Coutencon",329.79252378
"77141","Coutevroult",2399.66711527
"77142","Crecy-la-Chapelle",1497.56978298
"77143","Cregy-les-Meaux",1842.67342856
"77144","Crevecoeur-en-Brie",773.01582876
"77145","Crisenoy",1078.03345
"77146","Croissy-Beaubourg",8510.05276249
"77147","La Croix-en-Brie",317.15024495
"77148","Crouy-sur-Ourcq",116.06470203
"77149","Cucharmoy",308.26557261
"77150","Cuisy",881.56400866
"77151","Dagny",315.90197011
"77152","Dammarie-les-Lys",2801.39387085
"77153","Dammartin-en-Goele",908.48147311
"77154","Dammartin-sur-Tigeaux",1192.87036719
"77155","Dampmart",3778.81825061
"77156","Darvault",813.21423606
"77157","Dhuisy",194.06474893
"77158","Diant",284.11715696
"77159","Donnemarie-Dontilly",309.89412139
"77161","Dormelles",557.39355142
"77162","Doue",678.42164063
"77163","Douy-la-Ramee",452.26134976
"77164","Echouboulains",436.16120575
"77165","Les Ecrennes",445.63412657
"77166","Ecuelles",964.31520595
"77167","Egligny",298.50774459
"77168","Egreville",205.81833508
"77169","Emerainville",13436.97745134
"77170","Episy",869.12572698
"77171","Esbly",2918.47740916
"77172","Esmans",601.10945511
"77173","Etrepilly",657.78618227
"77174","Everly",336.55392338
"77175","Evry-Gregy-sur-Yerre",2407.08351427
"77176","Faremoutiers",904.04479657
"77177","Favieres",2278.91958454
"77178","Fay-les-Nemours",647.92823058
"77179","Fericy",1047.99238969
"77180","Ferolles-Attilly",4788.51197831
"77181","Ferrieres-en-Brie",5244.08048492
"77182","La Ferte-Gaucher",420.24690098
"77183","La Ferte-sous-Jouarre",632.75984098
"77184","Flagy",513.66049396
"77185","Fleury-en-Biere",1108.20184848
"77186","Fontainebleau",1199.93785974
"77187","Fontaine-Fourches",123.17270627
"77188","Fontaine-le-Port",1263.0041618
"77190","Fontains",331.5063354
"77191","Fontenailles",359.77356074
"77192","Fontenay-Tresigny",890.0657318
"77193","Forfry",562.53283176
"77194","Forges",630.58128508
"77195","Fouju",950.60738611
"77196","Fresnes-sur-Marne",2354.62918578
"77197","Fretoy",263.89057659
"77198","Fromont",238.75997373
"77199","Fublaines",1924.16922226
"77200","Garentreville",297.51892773
"77201","Gastins",357.56278609
"77202","La Genevraye",858.52538896
"77203","Germigny-l'Eveque",1453.03099916
"77204","Germigny-sous-Coulombs",89.80594596
"77205","Gesvres-le-Chapitre",786.84933423
"77206","Giremoutiers",935.53851677
"77207","Gironville",130.28198229
"77208","Gouaix",354.06071607
"77209","Gouvernes",6228.53912697
"77210","La Grande-Paroisse",893.92097118
"77211","Grandpuits-Bailly-Carrois",400.56344831
"77212","Gravon",228.69700617
"77214","Gressy",3507.07797934
"77215","Gretz-Armainvilliers",2462.55092025
"77216","Grez-sur-Loing",807.60877883
"77217","Grisy-Suisnes",2125.79970962
"77218","Grisy-sur-Seine",256.06506551
"77219","Guerard",1109.62183841
"77220","Guercheville",354.91770026
"77221","Guermantes",5349.88491283
"77222","Guignes",855.61901445
"77223","Gurcy-le-Chatel",305.01476859
"77224","Hautefeuille",804.9938852
"77225","La Haute-Maison",958.61623165
"77226","Hericy",1273.60313247
"77227","Herme",308.35805242
"77228","Hondevilliers",268.6109347
"77229","La Houssaye-en-Brie",863.1135778
"77230","Ichy",198.63810095
"77231","Isles-les-Meldeuses",835.48933192
"77232","Isles-les-Villenoy",2680.53679034
"77233","Iverny",1129.44675317
"77234","Jablines",3065.33946022
"77235","Jaignes",618.89102085
"77236","Jaulnes",237.1299883
"77237","Jossigny",3535.97105756
"77238","Jouarre",671.20071686
"77239","Jouy-le-Chatel",246.71216741
"77240","Jouy-sur-Morin",507.71687955
"77241","Juilly",1148.54528548
"77242","Jutigny",409.77490318
"77243","Lagny-sur-Marne",5304.74679195
"77244","Larchant",539.09765313
"77245","Laval-en-Brie",410.51220007
"77246","Lechelle",278.72634916
"77247","Lescherolles",297.07401935
"77248","Lesches",2800.87050904
"77249","Lesigny",7053.13690288
"77250","Leudon-en-Brie",322.87636208
"77251","Lieusaint",4304.95789902
"77252","Limoges-Fourches",1904.18484617
"77253","Lissy",1487.67698502
"77254","Liverdy-en-Brie",1214.15713884
"77255","Livry-sur-Seine",2290.78911846
"77256","Lizines",365.72575075
"77257","Lizy-sur-Ourcq",440.65555163
"77258","Lognes",11173.46968125
"77259","Longperrier",1062.07618783
"77260","Longueville",460.69683899
"77261","Lorrez-le-Bocage-Preaux",338.85783156
"77262","Louan-Villegruis-Fontaine",75.5288441
"77263","Luisetaines",342.69961422
"77264","Lumigny-Nesles-Ormeaux",621.5722082
"77265","Luzancy",490.79485956
"77266","Machault",935.7920054
"77267","La Madeleine-sur-Loing",591.63725732
"77268","Magny-le-Hongre",2977.52479128
"77269","Maincy",2069.1494357
"77270","Maisoncelles-en-Brie",1037.92740798
"77271","Maisoncelles-en-Gatinais",311.54092698
"77272","Maison-Rouge",326.89240192
"77273","Marchemoret",743.67709967
"77274","Marcilly",810.60489871
"77275","Les Marets",168.00601379
"77276","Mareuil-les-Meaux",2511.64613853
"77277","Marles-en-Brie",786.07580819
"77278","Marolles-en-Brie",684.19152062
"77279","Marolles-sur-Seine",489.44635675
"77280","Mary-sur-Marne",554.39326916
"77281","Mauperthuis",865.16751699
"77282","Mauregard",2867.35431254
"77283","May-en-Multien",226.19735581
"77284","Meaux",2058.80734474
"77285","Le Mee-sur-Seine",3043.62920322
"77286","Meigneux",331.42965235
"77287","Meilleray",164.82301209
"77288","Melun",2759.20132256
"77289","Melz-sur-Seine",221.6530388
"77290","Mery-sur-Marne",443.07315174
"77291","Le Mesnil-Amelot",3036.33686511
"77292","Messy",2235.2234994
"77293","Misy-sur-Yonne",235.02856705
"77294","Mitry-Mory",5258.33981338
"77295","Moisenay",1422.76548051
"77296","Moissy-Cramayel",3205.12356295
"77297","Mondreville",171.86340051
"77298","Mons-en-Montois",331.77599629
"77299","Montarlot",855.35229766
"77300","Montceaux-les-Meaux",1289.51146572
"77301","Montceaux-les-Provins",106.0349412
"77302","Montcourt-Fromonville",845.57111815
"77303","Montdauphin",120.59099427
"77304","Montenils",44.89325039
"77305","Montereau-Fault-Yonne",671.8246599
"77306","Montereau-sur-le-Jard",2173.12346801
"77307","Montevrain",4085.19183659
"77308","Montge-en-Goele",896.39253829
"77309","Monthyon",1146.85612491
"77310","Montigny-le-Guesdier",160.89037693
"77311","Montigny-Lencoup",330.26580172
"77312","Montigny-sur-Loing",1025.36982664
"77313","Montmachoux",440.08554155
"77314","Montolivet",117.46515539
"77315","Montry",2904.8210838
"77316","Moret-sur-Loing",1077.7832941
"77317","Mormant",524.2260019
"77318","Mortcerf",919.88435617
"77319","Mortery",393.52832203
"77320","Mouroux",1003.30445411
"77321","Mousseaux-les-Bray",201.59686172
"77322","Moussy-le-Neuf",1070.2101821
"77323","Moussy-le-Vieux",1368.54260406
"77325","Mouy-sur-Seine",287.09769449
"77326","Nandy",3859.03975612
"77327","Nangis",354.35235281
"77328","Nanteau-sur-Essonne",320.75489728
"77329","Nanteau-sur-Lunain",517.75330931
"77330","Nanteuil-les-Meaux",2314.219689
"77331","Nanteuil-sur-Marne",363.46862606
"77332","Nantouillet",1485.1452513
"77333","Nemours",785.03293012
"77335","Chauconin-Neufmontiers",1775.46764042
"77336","Neufmoutiers-en-Brie",1259.39951409
"77337","Noisiel",12971.50621471
"77338","Noisy-Rudignon",640.18839657
"77339","Noisy-sur-Ecole",652.72353207
"77340","Nonville",741.52834938
"77341","Noyen-sur-Seine",245.00813189
"77342","Obsonville",276.11679839
"77343","Ocquerre",357.56375107
"77344","Oissery",448.6179647
"77345","Orly-sur-Morin",515.97090698
"77347","Les Ormes-sur-Voulzie",345.94771696
"77348","Ormesson",666.53650891
"77349","Othis",722.87389339
"77350","Ozoir-la-Ferriere",4349.10744449
"77352","Ozouer-le-Voulgis",1066.50566277
"77353","Paley",383.55664131
"77354","Pamfou",634.17869872
"77355","Paroy",371.96935491
"77356","Passy-sur-Seine",205.9696442
"77357","Pecy",286.69596972
"77358","Penchard",1594.22061133
"77359","Perthes",1736.10009398
"77360","Pezarches",670.5650116
"77361","Pierre-Levee",773.27601611
"77363","Le Pin",9695.49469544
"77364","Le Plessis-aux-Bois",1014.31984279
"77365","Le Plessis-Feu-Aussoux",455.19859221
"77366","Le Plessis-l'Eveque",1016.99198464
"77367","Le Plessis-Placy",382.83421062
"77368","Poigny",485.37439673
"77369","Poincy",1808.55473714
"77370","Poligny",659.17797757
"77371","Pommeuse",1047.09172972
"77372","Pomponne",6957.36898278
"77373","Pontault-Combault",10370.62268223
"77374","Pontcarre",4548.90248641
"77376","Precy-sur-Marne",2451.28791736
"77377","Presles-en-Brie",1686.0420228
"77378","Pringy",2684.82284489
"77379","Provins",452.36289882
"77380","Puisieux",375.91759834
"77381","Quiers",437.59618977
"77382","Quincy-Voisins",2504.67822944
"77383","Rampillon",339.73823182
"77384","Reau",2792.88768049
"77385","Rebais",557.51219072
"77386","Recloses",739.61851704
"77387","Remauville",406.6941277
"77388","Reuil-en-Brie",599.71467495
"77389","La Rochette",2541.61068755
"77390","Roissy-en-Brie",6704.39642206
"77391","Rouilly",393.92035333
"77392","Rouvres",748.72379164
"77393","Rozay-en-Brie",538.43023338
"77394","Rubelles",2382.29506053
"77395","Rumont",260.3093562
"77396","Rupereux",200.78719818
"77397","Saacy-sur-Marne",487.37942466
"77398","Sablonnieres",374.00874964
"77399","Saint-Ange-le-Viel",393.47507348
"77400","Saint-Augustin",978.00297323
"77401","Sainte-Aulde",367.68022811
"77402","Saint-Barthelemy",293.17630627
"77403","Saint-Brice",400.60274356
"77404","Sainte-Colombe",491.35744313
"77405","Saint-Cyr-sur-Morin",639.96363553
"77406","Saint-Denis-les-Rebais",668.56132226
"77407","Saint-Fargeau-Ponthierry",3096.08953964
"77408","Saint-Fiacre",1777.30830952
"77409","Saint-Germain-Laval",565.20058547
"77410","Saint-Germain-Laxis",1745.29433313
"77411","Saint-Germain-sous-Doue",807.478398
"77412","Saint-Germain-sur-Ecole",1441.65454991
"77413","Saint-Germain-sur-Morin",2701.25085538
"77414","Saint-Hilliers",269.40725963
"77415","Saint-Jean-les-Deux-Jumeaux",925.69131893
"77416","Saint-Just-en-Brie",260.2223334
"77417","Saint-Leger",509.12536742
"77418","Saint-Loup-de-Naud",451.42500749
"77419","Saint-Mammes",1167.27755405
"77420","Saint-Mard",1000.82882942
"77421","Saint-Mars-Vieux-Maisons",304.72076652
"77423","Saint-Martin-des-Champs",355.37614108
"77424","Saint-Martin-du-Boschet",130.93935963
"77425","Saint-Martin-en-Biere",1051.51613982
"77426","Saint-Mery",514.42340225
"77427","Saint-Mesmes",1573.86934366
"77428","Saint-Ouen-en-Brie",406.94709645
"77429","Saint-Ouen-sur-Morin",585.12398694
"77430","Saint-Pathus",502.96924607
"77431","Saint-Pierre-les-Nemours",752.36345301
"77432","Saint-Remy-la-Vanne",601.97390224
"77433","Saints",817.70809085
"77434","Saint-Sauveur-les-Bray",310.03119868
"77435","Saint-Sauveur-sur-Ecole",2097.95660323
"77436","Saint-Simeon",712.44285236
"77437","Saint-Soupplets",741.26669634
"77438","Saint-Thibault-des-Vignes",7401.16198801
"77439","Salins",448.43546469
"77440","Sammeron",686.96401913
"77441","Samois-sur-Seine",1436.2363253
"77442","Samoreau",1415.39161454
"77443","Sancy",1379.04484512
"77444","Sancy-les-Provins",161.73312419
"77445","Savigny-le-Temple",3600.45269736
"77446","Savins",415.5449891
"77447","Seine-Port",3455.5249949
"77448","Sept-Sorts",656.32871173
"77449","Serris",3224.26346964
"77450","Servon",5882.89293728
"77451","Signy-Signets",689.18217679
"77452","Sigy",339.82679889
"77453","Sivry-Courtry",1378.65186121
"77454","Sognolles-en-Montois",352.16524782
"77455","Soignolles-en-Brie",1333.91376242
"77456","Soisy-Bouy",453.64709474
"77457","Solers",1243.64057615
"77458","Souppes-sur-Loing",440.11387015
"77459","Sourdun",368.63867079
"77460","Tancrou",517.27571423
"77461","Thenisy",364.21305214
"77462","Thieux",1878.63768067
"77463","Thomery",1376.75585039
"77464","Thorigny-sur-Marne",4785.26202504
"77465","Thoury-Ferottes",435.55416797
"77466","Tigeaux",1444.99991255
"77467","La Tombe",286.21991919
"77468","Torcy",9555.61342565
"77469","Touquin",574.55202984
"77470","Tournan-en-Brie",1435.11972148
"77471","Tousson",505.18684127
"77472","La Tretoire",483.67135161
"77473","Treuzy-Levelay",628.60244126
"77474","Trilbardou",2078.76571543
"77475","Trilport",1599.97361069
"77476","Trocy-en-Multien",560.35229517
"77477","Ury",588.0909767
"77478","Ussy-sur-Marne",666.8802609
"77479","Vaires-sur-Marne",10953.18261398
"77480","Valence-en-Brie",665.38360808
"77481","Vanville",316.60843877
"77482","Varennes-sur-Seine",761.5163709
"77483","Varreddes",1340.59438007
"77484","Vaucourtois",1590.10167513
"77485","Le Vaudoue",537.87857312
"77486","Vaudoy-en-Brie",347.86138173
"77487","Vaux-le-Penil",2272.1959408
"77489","Vaux-sur-Lunain",223.13804274
"77490","Vendrest",244.77187311
"77491","Veneux-les-Sablons",1244.10764266
"77492","Verdelot",185.9380487
"77493","Verneuil-l'Etang",807.8316151
"77494","Vernou-la-Celle-sur-Seine",1051.81447397
"77495","Vert-Saint-Denis",3063.25530616
"77496","Vieux-Champagne",275.78874454
"77498","Vignely",2451.98907462
"77500","Villebeon",227.36095566
"77501","Villecerf",706.47110054
"77504","Villemarechal",418.53568177
"77505","Villemareuil",1340.85779267
"77506","Villemer",617.74116284
"77507","Villenauxe-la-Petite",185.76278669
"77508","Villeneuve-le-Comte",1781.2972351
"77509","Villeneuve-les-Bordes",312.93088012
"77510","Villeneuve-Saint-Denis",2512.13458041
"77511","Villeneuve-sous-Dammartin",1715.50280442
"77512","Villeneuve-sur-Bellot",274.52801714
"77513","Villenoy",2355.66201572
"77514","Villeparisis",8461.87172523
"77515","Villeroy",1294.70873504
"77516","Ville-Saint-Jacques",740.50839559
"77517","Villevaude",6794.72820568
"77518","Villiers-en-Biere",2445.11175809
"77519","Villiers-Saint-Georges",128.44718188
"77520","Villiers-sous-Grez",693.69193241
"77521","Villiers-sur-Morin",2092.99105512
"77522","Villiers-sur-Seine",192.68417375
"77523","Villuis",151.66147872
"77524","Vimpelles",314.03767907
"77525","Vinantes",1109.45333778
"77526","Vincy-Manoeuvre",244.9951029
"77527","Voinsles",401.90806166
"77528","Voisenon",2583.55695935
"77529","Voulangis",1740.62382679
"77530","Voulton",288.08176239
"77531","Voulx",341.74949583
"77532","Vulaines-les-Provins",430.75142719
"77533","Vulaines-sur-Seine",1403.37322998
"77534","Yebles",936.75407445
"78003","Ablis",366.75387279
"78005","Acheres",8984.48426448
"78006","Adainville",460.56910389
"78007","Aigremont",5327.4772773
"78009","Allainville",212.53218007
"78010","Les Alluets-le-Roi",2667.52191505
"78013","Andelu",1400.73002674
"78015","Andresy",7011.79296135
"78020","Arnouville-les-Mantes",1391.81215821
"78029","Aubergenville",2565.62012087
"78030","Auffargis",1255.31490678
"78031","Auffreville-Brasseuil",2071.41221496
"78033","Aulnay-sur-Mauldre",2058.7429094
"78034","Auteuil",1422.02077853
"78036","Autouillet",1239.57661894
"78043","Bailly",9975.90223401
"78048","Bazainville",811.07352306
"78049","Bazemont",2409.63752895
"78050","Bazoches-sur-Guyonne",1974.27811242
"78053","Behoust",937.07625836
"78057","Bennecourt",713.68405821
"78062","Beynes",1887.77040826
"78068","Blaru",292.10954393
"78070","Boinville-en-Mantois",1830.03236482
"78071","Boinville-le-Gaillard",280.61717441
"78072","Boinvilliers",1221.48153854
"78073","Bois-d'Arcy",5845.41108553
"78076","Boissets",483.46008256
"78077","La Boissiere-Ecole",387.97696356
"78082","Boissy-Mauvoisin",931.26023202
"78084","Boissy-sans-Avoir",1272.64756575
"78087","Bonnelles",1140.46797019
"78089","Bonnieres-sur-Seine",874.989484
"78090","Bouafle",3099.43094292
"78092","Bougival",20277.74855808
"78096","Bourdonne",591.98862126
"78104","Breuil-Bois-Robert",1974.46026699
"78107","Breval",509.52749683
"78108","Les Breviaires",1148.16571009
"78113","Brueil-en-Vexin",1862.00559951
"78117","Buc",8149.50802594
"78118","Buchelay",2037.98144118
"78120","Bullion",934.57592539
"78123","Carrieres-sous-Poissy",6184.08755473
"78124","Carrieres-sur-Seine",28904.593068
"78125","La Celle-les-Bordes",919.55632005
"78126","La Celle-Saint-Cloud",18753.95154699
"78128","Cernay-la-Ville",1145.56263693
"78133","Chambourcy",6320.52424425
"78138","Chanteloup-les-Vignes",6422.22768436
"78140","Chapet",3907.00788211
"78143","Chateaufort",4568.39052683
"78146","Chatou",23864.33325537
"78147","Chaufour-les-Bonnieres",343.26846557
"78152","Chavenay",4392.67201756
"78158","Le Chesnay",15725.78019256
"78160","Chevreuse",2461.23714805
"78162","Choisel",1501.51039852
"78163","Civry-la-Foret",614.58191447
"78164","Clairefontaine-en-Yvelines",844.25683423
"78165","Les Clayes-sous-Bois",4769.10677708
"78168","Coignieres",2662.74636356
"78171","Conde-sur-Vesgre",532.17228366
"78172","Conflans-Sainte-Honorine",8288.84804173
"78185","Courgent",885.63062573
"78188","Cravent",324.63331745
"78189","Crespieres",2510.91193167
"78190","Croissy-sur-Seine",19822.12717858
"78192","Dammartin-en-Serve",766.70405565
"78193","Dampierre-en-Yvelines",1909.7787868
"78194","Dannemarie",491.50429256
"78196","Davron",3195.18900981
"78202","Drocourt",1289.69989275
"78206","Ecquevilly",3315.5286846
"78208","Elancourt",3998.64141044
"78209","Emance",276.67402814
"78217","Epone",2227.19001833
"78220","Les Essarts-le-Roi",1714.6235002
"78224","L'Etang-la-Ville",8503.14066804
"78227","Evecquemont",3496.64853118
"78230","La Falaise",2107.07507749
"78231","Favrieux",1415.5651513
"78233","Feucherolles",3939.9238854
"78234","Flacourt",1238.30405476
"78236","Flexanville",995.93717054
"78237","Flins-Neuve-Eglise",438.93727762
"78238","Flins-sur-Seine",2811.30581278
"78239","Follainville-Dennemont",1955.12629138
"78242","Fontenay-le-Fleury",7182.51468391
"78245","Fontenay-Mauvoisin",1680.78174781
"78246","Fontenay-Saint-Pere",1893.56259508
"78251","Fourqueux",7984.85883192
"78255","Freneuse",980.89859723
"78261","Gaillon-sur-Montcient",2362.37834049
"78262","Galluis",1209.08012016
"78263","Gambais",767.14570428
"78264","Gambaiseuil",766.46787505
"78265","Garancieres",1039.79087916
"78267","Gargenville",2418.65630166
"78269","Gazeran",682.34629693
"78276","Gommecourt",637.40041393
"78278","Goupillieres",1192.29469867
"78281","Goussonville",1768.47600857
"78283","Grandchamp",348.63176468
"78285","Gressey",569.26972575
"78289","Grosrouvre",965.00817935
"78290","Guernes",1675.62494747
"78291","Guerville",2218.71423309
"78296","Guitrancourt",2253.20250561
"78297","Guyancourt",6191.18759462
"78299","Hardricourt",2621.47144054
"78300","Hargeville",1253.37698501
"78302","La Hauteville",334.13605386
"78305","Herbeville",2135.06868056
"78307","Hermeray",363.85063153
"78310","Houdan",509.41545144
"78311","Houilles",28185.85584859
"78314","Issou",2454.01061654
"78317","Jambville",1427.58648852
"78320","Jeufosse",567.78301772
"78321","Jouars-Pontchartrain",3095.7687006
"78322","Jouy-en-Josas",10512.05461554
"78324","Jouy-Mauvoisin",1773.29720731
"78325","Jumeauville",1516.73126912
"78327","Juziers",2414.47894632
"78329","Lainville-en-Vexin",1010.31602522
"78334","Levis-Saint-Nom",2323.99464368
"78335","Limay",2351.20338671
"78337","Limetz-Villez",517.10356869
"78343","Les Loges-en-Josas",8118.17517688
"78344","Lommoye",492.73434559
"78346","Longnes",575.12921147
"78349","Longvilliers",920.19553898
"78350","Louveciennes",15020.85225065
"78354","Magnanville",2063.27983593
"78356","Magny-les-Hameaux",4005.89273348
"78358","Maisons-Laffitte",16185.47386058
"78361","Mantes-la-Jolie",2127.90082306
"78362","Mantes-la-Ville",2259.72664785
"78364","Marcq",1391.2635068
"78366","Mareil-le-Guyon",2031.17332735
"78367","Mareil-Marly",9982.06161143
"78368","Mareil-sur-Mauldre",1841.07575094
"78372","Marly-le-Roi",11721.8093602
"78380","Maule",1723.45484481
"78381","Maulette",573.29079187
"78382","Maurecourt",6802.62531031
"78383","Maurepas",3210.40156086
"78384","Medan",4890.19474412
"78385","Menerville",1027.33882653
"78389","Mere",1525.76414888
"78391","Mericourt",1260.57764312
"78396","Le Mesnil-le-Roi",14473.62192792
"78397","Le Mesnil-Saint-Denis",3094.6604086
"78398","Les Mesnuls",1538.5616793
"78401","Meulan-en-Yvelines",3088.62462611
"78402","Mezieres-sur-Seine",2290.55333124
"78403","Mezy-sur-Seine",2555.62273473
"78404","Millemont",946.07012045
"78406","Milon-la-Chapelle",3360.5299752
"78407","Mittainville",249.37035943
"78410","Moisson",969.38809085
"78413","Mondreville",378.34723253
"78415","Montainville",1598.25107442
"78416","Montalet-le-Bois",1339.13699354
"78417","Montchauvet",694.4418539
"78418","Montesson",18371.79226702
"78420","Montfort-l'Amaury",1303.90908051
"78423","Montigny-le-Bretonneux",5443.91032138
"78431","Morainvilliers",3579.97420668
"78437","Mousseaux-sur-Seine",1231.10154156
"78439","Mulcent",762.68510645
"78440","Les Mureaux",3320.51023757
"78442","Neauphle-le-Chateau",2964.74957559
"78443","Neauphle-le-Vieux",2102.85293212
"78444","Neauphlette",421.5083337
"78451","Nezel",2262.04585675
"78455","Noisy-le-Roi",8052.28364618
"78460","Oinville-sur-Montcient",1973.10105466
"78464","Orcemont",582.93802723
"78465","Orgerus",872.09796957
"78466","Orgeval",3790.3252082
"78470","Orphin",355.68384032
"78472","Orsonville",132.9296588
