"ID","NAMES","ouvrier_AsTheCowRolls_ACC_0.01"
"75101","Paris 1er Arrondissement",1.53513900959303
"75102","Paris 2e  Arrondissement",1.24943838625933
"75103","Paris 3e  Arrondissement",0.905448004095998
"75104","Paris 4e  Arrondissement",1.16803359925879
"75105","Paris 5e  Arrondissement",1.3340390325445
"75106","Paris 6e  Arrondissement",1.65595110131125
"75107","Paris 7e  Arrondissement",2.06984646497952
"75108","Paris 8e  Arrondissement",1.15042251703462
"75109","Paris 9e  Arrondissement",0.799885960358432
"75110","Paris 10e  Arrondissement",0.297662831413289
"75111","Paris 11e  Arrondissement",0.287174266235789
"75112","Paris 12e  Arrondissement",0.614215850350296
"75113","Paris 13e  Arrondissement",0.151158724414085
"75114","Paris 14e  Arrondissement",0.909442639659098
"75115","Paris 15e  Arrondissement",0.694064143977584
"75116","Paris 16e  Arrondissement",3.42602811899135
"75117","Paris 17e  Arrondissement",0.339463744954399
"75118","Paris 18e  Arrondissement",0
"75119","Paris 19e  Arrondissement",0
"75120","Paris 20e  Arrondissement",0
"77001","Acheres-la-Foret",17.0192103519756
"77002","Amillis",20.2319481365407
"77003","Amponville",20.2201680143217
"77004","Andrezel",15.2321363541902
"77005","Annet-sur-Marne",9.50872371658619
"77006","Arbonne-la-Foret",14.5699773868998
"77007","Argentieres",16.4969900843686
"77008","Armentieres-en-Brie",15.9847960021215
"77009","Arville",26.3939099479241
"77010","Aubepierre-Ozouer-le-Repos",16.9392651786925
"77011","Aufferville",22.5097943671648
"77012","Augers-en-Brie",25.893661682369
"77013","Aulnoy",17.6823261094653
"77014","Avon",13.5077584935001
"77015","Baby",29.6945446383068
"77016","Bagneaux-sur-Loing",20.1054023263956
"77018","Bailly-Romainvilliers",10.5584620273433
"77019","Balloy",22.3545364318154
"77020","Bannost-Villegagnon",21.3431538635319
"77021","Barbey",20.7828883502139
"77022","Barbizon",12.2028405049135
"77023","Barcy",11.3305326157713
"77024","Bassevelle",23.5552988439358
"77025","Bazoches-les-Bray",23.0956771179419
"77026","Beauchery-Saint-Martin",30.7977902764843
"77027","Beaumont-du-Gatinais",30.4173077100903
"77028","Beautheil",20.3364883819139
"77029","Beauvoir",15.9683032032394
"77030","Bellot",25.4959141143763
"77031","Bernay-Vilbert",16.8891397074276
"77032","Beton-Bazoches",21.3178702790758
"77033","Bezalles",23.09146813283
"77034","Blandy",12.630300126385
"77035","Blennes",27.7084974347745
"77036","Boisdon",21.793637741749
"77037","Bois-le-Roi",10.7037609621965
