"ID","NAMES","artisans_AsTheCrowFlies_ACC_0.05"
"78335","Limay",21604.8370967349
"78337","Limetz-Villez",31989.6393005254
"78343","Les Loges-en-Josas",8730.59235130141
"78344","Lommoye",32177.4591004148
"78346","Longnes",28167.9528185467
"78349","Longvilliers",20580.9281330124
"78350","Louveciennes",7083.10289193169
"78354","Magnanville",23532.9990339479
"78356","Magny-les-Hameaux",11991.4121871104
"78358","Maisons-Laffitte",6832.71263883182
"78361","Mantes-la-Jolie",23757.8248026561
"78362","Mantes-la-Ville",22535.2102229435
"78364","Marcq",17333.3171925731
"78366","Mareil-le-Guyon",17548.4652258321
"78367","Mareil-Marly",8276.30908894882
"78368","Mareil-sur-Mauldre",15266.5615173788
"78372","Marly-le-Roi",7844.84018435427
"78380","Maule",16476.3005260696
"78381","Maulette",27561.8273023893
"78382","Maurecourt",10538.3891109139
"78383","Maurepas",15363.6859467101
"78384","Medan",11735.5110853741
"78385","Menerville",27709.7406915177
"78389","Mere",18520.8145778709
"78391","Mericourt",27976.0025671278
"78396","Le Mesnil-le-Roi",7230.18970666341
"78397","Le Mesnil-Saint-Denis",14799.0822713688
"78398","Les Mesnuls",19013.9347340419
"78401","Meulan-en-Yvelines",15314.690079681
"78402","Mezieres-sur-Seine",19018.8894705729
"78403","Mezy-sur-Seine",16691.6926525984
"78404","Millemont",22180.2127324312
"78406","Milon-la-Chapelle",12673.7726674339
"78407","Mittainville",30025.7620040238
"78410","Moisson",27162.7217704487
"78413","Mondreville",29152.4824827125
"78415","Montainville",16060.5327217547
"78416","Montalet-le-Bois",19630.8828331423
"78417","Montchauvet",25776.7514331156
"78418","Montesson",6420.11455752755
"78420","Montfort-l'Amaury",19595.3718167094
"78423","Montigny-le-Bretonneux",11319.0497780687
"78431","Morainvilliers",12957.3045604136
"78437","Mousseaux-sur-Seine",27218.0247068329
"78439","Mulcent",24645.3677203908
"78440","Les Mureaux",14902.0572775136
"78442","Neauphle-le-Chateau",15122.4455650831
"78443","Neauphle-le-Vieux",16660.2032300631
"78444","Neauphlette",30138.5351607683
"78451","Nezel",16690.3795562547
"78455","Noisy-le-Roi",9132.39092560217
"78460","Oinville-sur-Montcient",18167.9671767411
"78464","Orcemont",25718.6779063881
"78465","Orgerus",22940.3152624818
"78466","Orgeval",12062.1470140206
"78470","Orphin",27650.1356649276
"78472","Orsonville",30785.4554124163
"78474","Orvilliers",25259.3392412257
"78475","Osmoy",21687.6784643973
"78478","Paray-Douaville",30621.6813735041
"78481","Le Pecq",7514.6321970511
"78484","Perdreauville",27047.2986512836
"78486","Le Perray-en-Yvelines",20533.1810451602
"78490","Plaisir",13470.7355062375
"78497","Poigny-la-Foret",24464.8397501787
"78498","Poissy",10231.6845107528
"78499","Ponthevrard",24575.6280632605
"78501","Porcheville",20078.5498202692
"78502","Le Port-Marly",7263.48247202097
"78503","Port-Villez",33491.2644729526
"78505","Prunay-le-Temple",23804.5823934333
"78506","Prunay-en-Yvelines",29057.9238189989
"78513","La Queue-les-Yvelines",20486.3434030303
"78516","Raizeux",28722.4449212109
"78517","Rambouillet",22800.3476297224
"78518","Rennemoulin",9811.70641260374
"78520","Richebourg",25922.0210119076
"78522","Rochefort-en-Yvelines",20305.7993060658
"78524","Rocquencourt",7722.04819190421
"78528","Rolleboise",28507.6150461016
"78530","Rosay",23086.3741326378
"78531","Rosny-sur-Seine",27765.923874853
"78536","Sailly",20752.8092617625
"78537","Saint-Arnoult-en-Yvelines",22668.4060184016
"78545","Saint-Cyr-l'Ecole",9466.29828152888
"78548","Saint-Forget",14725.2608628818
"78550","Saint-Germain-de-la-Grange",14862.0504811209
"78551","Saint-Germain-en-Laye",8083.5288634818
"78557","Saint-Hilarion",27743.6383621555
"78558","Saint-Illiers-la-Ville",30485.6895021857
"78559","Saint-Illiers-le-Bois",31880.9629237829
"78561","Saint-Lambert",13573.4010200541
"78562","Saint-Leger-en-Yvelines",22734.9179082207
"78564","Saint-Martin-de-Brethencourt",26064.8914262396
"78565","Saint-Martin-des-Champs",21487.7193213717
"78567","Saint-Martin-la-Garenne",25511.9048418483
"78569","Sainte-Mesme",24249.6002361481
"78571","Saint-Nom-la-Breteche",10328.7978692518
"78575","Saint-Remy-les-Chevreuse",12738.5434197706
"78576","Saint-Remy-l'Honore",17719.5341606227
"78586","Sartrouville",5884.23698770069
"78588","Saulx-Marchais",17036.2700861709
"78590","Senlisse",16453.0040636956
"78591","Septeuil",23052.4840937173
"78597","Soindres",23980.5460349901
"78601","Sonchamp",24011.4100659613
"78605","Tacoignieres",24412.9380354505
"78606","Le Tartre-Gaudran",30276.4638448139
"78608","Le Tertre-Saint-Denis",26919.0234549092
"78609","Tessancourt-sur-Aubette",15672.4927667153
"78615","Thiverval-Grignon",13454.6496847097
"78616","Thoiry",18202.5223183301
"78618","Tilly",28322.3590172788
"78620","Toussus-le-Noble",10058.4615569296
"78621","Trappes",12782.4163715044
"78623","Le Tremblay-sur-Mauldre",16638.2020060026
"78624","Triel-sur-Seine",11374.4286181919
"78638","Vaux-sur-Seine",13332.5696585724
"78640","Velizy-Villacoublay",6385.355441875
"78642","Verneuil-sur-Seine",13136.9949739349
"78643","Vernouillet",12391.194861234
"78644","La Verriere",14884.8460839553
"78646","Versailles",7979.94457473224
"78647","Vert",23294.4073567093
"78650","Le Vesinet",6466.75048543073
"78653","Vicq",17742.8038760159
"78655","Vieille-Eglise-en-Yvelines",20405.9145559781
"78668","La Villeneuve-en-Chevrie",31828.4374019808
"78672","Villennes-sur-Seine",11252.0740062458
"78674","Villepreux",10753.447929291
"78677","Villette",22743.4200852345
"78681","Villiers-le-Mahieu",19375.6788857884
"78683","Villiers-Saint-Frederic",15706.2285996931
"78686","Viroflay",6313.0670412351
"78688","Voisins-le-Bretonneux",11394.0558643386
"91001","Abbeville-la-Riviere",30136.5202970763
"91016","Angerville",35816.8431319481
"91017","Angervilliers",18102.8998618202
"91021","Arpajon",13685.6952830364
"91022","Arrancourt",31886.0922375217
"91027","Athis-Mons",7299.28339509257
"91035","Authon-la-Plaine",28264.0838284357
"91037","Auvernaux",15926.6093489993
"91038","Auvers-Saint-Georges",20704.0435410809
"91041","Avrainville",15531.49977846
"91044","Ballainvilliers",9131.79346496613
"91045","Ballancourt-sur-Essonne",16069.6415008983
"91047","Baulne",17825.8262465069
"91064","Bievres",7541.06419125419
"91067","Blandy",30488.4202078037
"91069","Boigneville",29077.5538752168
"91075","Bois-Herpin",27468.8365236996
"91079","Boissy-la-Riviere",27893.9963055018
"91080","Boissy-le-Cutte",20306.3510177175
"91081","Boissy-le-Sec",23027.3228411937
"91085","Boissy-sous-Saint-Yon",16557.9531533895
"91086","Bondoufle",10855.3981543168
"91093","Boullay-les-Troux",14692.5746496182
"91095","Bouray-sur-Juine",17513.5390031863
"91097","Boussy-Saint-Antoine",9805.33779111553
"91098","Boutervilliers",25710.0337710367
"91099","Boutigny-sur-Essonne",21561.8769974278
"91100","Bouville",22870.6713431352
"91103","Bretigny-sur-Orge",12109.0220256557
"91105","Breuillet",16381.9564039678
"91106","Breux-Jouy",17525.189857319
"91109","Brieres-les-Scelles",23153.2070554478
"91111","Briis-sous-Forges",14610.7938165739
"91112","Brouy",29981.0482224134
"91114","Brunoy",8858.71014012886
"91115","Bruyeres-le-Chatel",14498.7278642441
"91121","Buno-Bonnevaux",26858.8622378327
"91122","Bures-sur-Yvette",11099.3542838825
"91129","Cerny",18935.8593611895
"91130","Chalo-Saint-Mars",28088.1959582351
"91131","Chalou-Moulineux",30916.2359321712
"91132","Chamarande",18393.2282952589
"91135","Champcueil",17024.6434538336
"91136","Champlan",8041.0155678758
"91137","Champmotteux",28417.8040015
"91145","Chatignonville",28086.3331765076
"91148","Chauffour-les-Etrechy",20019.1448066955
"91156","Cheptainville",15652.4199560212
"91159","Chevannes",15402.2827713485
"91161","Chilly-Mazarin",7692.6169701924
"91174","Corbeil-Essonnes",11973.1252254858
"91175","Corbreuse",25833.0442626279
"91179","Le Coudray-Montceaux",14345.5568298699
"91180","Courances",21333.2747709546
"91182","Courcouronnes",10592.4922080977
"91184","Courdimanche-sur-Essonne",22974.6809642823
"91186","Courson-Monteloup",15657.8018526466
"91191","Crosne",7504.00623558082
"91195","Dannemois",20017.195123511
"91198","D'Huison-Longueville",20748.7199783299
"91200","Dourdan",22719.3283053573
"91201","Draveil",8364.38747218144
"91204","Echarcon",12952.9217923726
"91207","Egly",14953.1503590408
"91215","Epinay-sous-Senart",9459.06239424524
"91216","Epinay-sur-Orge",8680.14904669882
"91222","Estouches",33499.9958411964
"91223","Etampes",25926.1650303819
"91225","Etiolles",10209.6785895663
"91226","Etrechy",20632.7122313636
"91228","Evry",10457.9638588696
"91232","La Ferte-Alais",18751.5370437225
"91235","Fleury-Merogis",10053.7937163802
"91240","Fontaine-la-Riviere",29438.5329244908
"91243","Fontenay-les-Briis",14525.5607282818
"91244","Fontenay-le-Vicomte",14575.8078626951
"91247","La Foret-le-Roi",24676.7145271721
"91248","La Foret-Sainte-Croix",26767.9966057417
"91249","Forges-les-Bains",16082.537226026
"91272","Gif-sur-Yvette",11622.0606960828
"91273","Gironville-sur-Essonne",26595.3166556277
"91274","Gometz-la-Ville",13164.8870610616
"91275","Gometz-le-Chatel",12336.9783235502
"91284","Les Granges-le-Roi",24270.3447886383
"91286","Grigny",8968.04140225565
"91292","Guibeville",14526.1126347386
"91293","Guigneville-sur-Essonne",19933.6471753826
"91294","Guillerval",30606.3059478114
"91312","Igny",7968.42612604994
"91315","Itteville",16800.9191480117
"91318","Janville-sur-Juine",18732.5031398129
"91319","Janvry",13116.5137997231
"91326","Juvisy-sur-Orge",7808.82167202406
"91330","Lardy",16910.2951316455
"91332","Leudeville",13508.9141390947
"91333","Leuville-sur-Orge",12072.936495702
"91338","Limours",15068.580422555
"91339","Linas",11811.2562759809
"91340","Lisses",11899.1326152804
"91345","Longjumeau",8269.86083646592
"91347","Longpont-sur-Orge",10468.7728860301
"91359","Maisse",24415.4794744265
"91363","Marcoussis",11877.5953845948
"91374","Marolles-en-Beauce",28167.8778863154
"91376","Marolles-en-Hurepoix",14206.4997428089
"91377","Massy",7533.60632500623
"91378","Mauchamps",18187.9626272918
"91386","Mennecy",13948.035144706
"91390","Mereville",33845.9041677861
"91393","Merobert",29479.9129946857
"91399","Mespuits",27898.8003077562
"91405","Milly-la-Foret",23574.0663746888
"91408","Moigny-sur-Ecole",21374.4596944364
"91411","Les Molieres",14127.5028170013
"91412","Mondeville",17950.2042291668
"91414","Monnerville",32776.2952092316
"91421","Montgeron",8244.2660718564
"91425","Montlhery",10684.8219385373
"91432","Morangis",7644.72259186195
"91433","Morigny-Champigny",23360.6885480139
"91434","Morsang-sur-Orge",9065.61131484018
"91435","Morsang-sur-Seine",13584.5272033185
"91441","Nainville-les-Roches",17450.9486031357
"91457","La Norville",13781.6835963783
"91458","Nozay",10534.2675641517
"91461","Ollainville",13411.7320257426
"91463","Oncy-sur-Ecole",25066.7843728619
"91468","Ormoy",13302.3164145767
"91469","Ormoy-la-Riviere",26788.7870412685
"91471","Orsay",10237.765207965
"91473","Orveau",21511.0246216781
"91477","Palaiseau",8669.78689640605
"91479","Paray-Vieille-Poste",6753.71668281284
"91482","Pecqueuse",16058.8522760272
"91494","Le Plessis-Pate",11371.4529999487
"91495","Plessis-Saint-Benoist",27600.065728756
"91507","Prunay-sur-Essonne",27523.5215174543
"91508","Puiselet-le-Marais",25306.0212414209
"91511","Pussay",33452.1204119501
"91514","Quincy-sous-Senart",10337.1011621042
"91519","Richarville",26256.9556783219
"91521","Ris-Orangis",9552.88855053309
"91525","Roinville",22129.8325377783
"91526","Roinvilliers",29332.4179211973
"91533","Saclas",30506.364403819
"91534","Saclay",9207.08064579109
"91538","Saint-Aubin",10693.0872971767
"91540","Saint-Cheron",18500.7949057061
"91544","Saint-Cyr-la-Riviere",30588.1021676826
"91546","Saint-Cyr-sous-Dourdan",20024.5511333399
"91547","Saint-Escobille",30111.9830939312
"91549","Sainte-Genevieve-des-Bois",9945.98808351557
"91552","Saint-Germain-les-Arpajon",12928.9965458997
"91553","Saint-Germain-les-Corbeil",11257.4581638545
"91556","Saint-Hilaire",25726.9528144502
"91560","Saint-Jean-de-Beauregard",11927.4220132757
"91568","Saint-Maurice-Montcouronne",17165.8243710043
"91570","Saint-Michel-sur-Orge",10483.7379671865
"91573","Saint-Pierre-du-Perray",12583.0054561294
"91577","Saintry-sur-Seine",12780.2404271195
"91578","Saint-Sulpice-de-Favieres",18042.1269646343
"91579","Saint-Vrain",15576.4842290567
"91581","Saint-Yon",16363.6194717295
"91587","Saulx-les-Chartreux",9013.97081122934
"91589","Savigny-sur-Orge",8082.95306979217
"91593","Sermaise",20441.6268481301
"91599","Soisy-sur-Ecole",18837.3685723295
"91600","Soisy-sur-Seine",9489.71277829609
"91602","Souzy-la-Briche",19113.3312694252
"91613","Congerville-Thionville",31594.9987474794
"91617","Tigery",11012.0422345577
"91619","Torfou",17248.7766312913
"91629","Valpuiseaux",25291.1099928343
"91630","Le Val-Saint-Germain",18637.5675752255
"91631","Varennes-Jarcy",10688.8039601313
"91634","Vaugrigneuse",16376.1946088484
"91635","Vauhallan",8643.52854740141
"91639","Vayres-sur-Essonne",22240.3209965876
"91645","Verrieres-le-Buisson",6802.21117700904
"91648","Vert-le-Grand",12570.3227281157
"91649","Vert-le-Petit",14352.9293072895
"91654","Videlles",19404.4060178605
"91657","Vigneux-sur-Seine",7664.4140067578
"91659","Villabe",12669.2720625342
"91661","Villebon-sur-Yvette",9287.65574766032
"91662","Villeconin",21130.263705958
"91665","La Ville-du-Bois",10063.6850176822
"91666","Villejust",10267.8396774572
"91667","Villemoisson-sur-Orge",8999.60475444666
"91671","Villeneuve-sur-Auvers",20901.7527582887
"91679","Villiers-le-Bacle",10565.3027380347
"91685","Villiers-sur-Orge",9527.3650663445
"91687","Viry-Chatillon",8483.45428205622
"91689","Wissous",6716.16600902567
"91691","Yerres",7998.10955413036
"91692","Les Ulis",10959.4596451004
"92002","Antony",6105.06091705198
"92004","Asnieres-sur-Seine",3153.46101920661
"92007","Bagneux",3803.0551593644
"92009","Bois-Colombes",3236.32865398558
"92012","Boulogne-Billancourt",3419.88521515921
"92014","Bourg-la-Reine",4728.29515762374
"92019","Chatenay-Malabry",5753.18111383709
"92020","Chatillon",3742.41002894153
"92022","Chaville",5604.41365179249
"92023","Clamart",4583.40852706033
"92024","Clichy",2720.71290741201
"92025","Colombes",3770.36335287924
"92026","Courbevoie",3013.60140117659
"92032","Fontenay-aux-Roses",4395.90500143455
"92033","Garches",4890.59171420041
"92035","La Garenne-Colombes",3348.42468212589
"92036","Gennevilliers",3849.80174108056
"92040","Issy-les-Moulineaux",3323.08838905797
"92044","Levallois-Perret",2587.41069460811
"92046","Malakoff",3164.61077426883
"92047","Marnes-la-Coquette",5662.24991529032
"92048","Meudon",4984.71947028812
"92049","Montrouge",3157.9011449333
"92050","Nanterre",4138.45017032023
"92051","Neuilly-sur-Seine",2716.97823350466
"92060","Le Plessis-Robinson",5286.94432865133
"92062","Puteaux",3179.51056690123
"92063","Rueil-Malmaison",5043.05523263922
"92064","Saint-Cloud",4118.28129841768
"92071","Sceaux",5078.48792865949
"92072","Sevres",4664.13752938892
"92073","Suresnes",3629.54686133946
"92075","Vanves",3104.59052792398
"92076","Vaucresson",5659.01145429956
"92077","Ville-d'Avray",5562.47350610339
"92078","Villeneuve-la-Garenne",3887.55011261181
"93001","Aubervilliers",3242.87062874248
"93005","Aulnay-sous-Bois",5851.69247096313
"93006","Bagnolet",2903.46964211016
"93007","Le Blanc-Mesnil",5296.19158431399
"93008","Bobigny",3845.41978737348
"93010","Bondy",4533.50738738448
"93013","Le Bourget",4818.45591676158
"93014","Clichy-sous-Bois",5761.62688496538
"93015","Coubron",6889.14657393089
"93027","La Courneuve",4190.40375441433
"93029","Drancy",4495.98960888646
"93030","Dugny",5259.17690532209
"93031","Epinay-sur-Seine",4751.34807547796
"93032","Gagny",5442.25080707591
"93033","Gournay-sur-Marne",6083.02718205205
"93039","L'Ile-Saint-Denis",4028.80527601533
"93045","Les Lilas",2988.43902072133
"93046","Livry-Gargan",5734.81112738352
"93047","Montfermeil",6170.27199974402
"93048","Montreuil",3383.66203970784
"93049","Neuilly-Plaisance",4713.02973632219
"93050","Neuilly-sur-Marne",5254.78460822657
"93051","Noisy-le-Grand",5872.01351252366
"93053","Noisy-le-Sec",3874.11156171268
"93055","Pantin",3136.33023412248
"93057","Les Pavillons-sous-Bois",5001.2304546159
"93059","Pierrefitte-sur-Seine",5160.35138369178
"93061","Le Pre-Saint-Gervais",2771.04653982305
"93062","Le Raincy",5128.8291482219
"93063","Romainville",3392.87752794067
"93064","Rosny-sous-Bois",4250.00684010552
"93066","Saint-Denis",3712.33531622169
"93070","Saint-Ouen",2967.06632285254
"93071","Sevran",6279.8726928673
"93072","Stains",5159.53571666658
"93073","Tremblay-en-France",8810.93442598387
"93074","Vaujours",7575.77754589198
"93077","Villemomble",4826.8890146809
"93078","Villepinte",7503.87372088787
"93079","Villetaneuse",5000.27163156777
"94001","Ablon-sur-Seine",6882.78541059434
"94002","Alfortville",4103.70617453509
"94003","Arcueil",3448.94565911587
"94004","Boissy-Saint-Leger",7380.65422926701
"94011","Bonneuil-sur-Marne",5629.05579323668
"94015","Bry-sur-Marne",5028.5771077575
"94016","Cachan",4028.31925411647
"94017","Champigny-sur-Marne",5089.83302554607
"94018","Charenton-le-Pont",3289.37092011398
"94019","Chennevieres-sur-Marne",5889.20166061037
"94021","Chevilly-Larue",5225.13574812579
"94022","Choisy-le-Roi",5350.2690132236
"94028","Creteil",4995.95596623179
"94033","Fontenay-sous-Bois",3902.7361429181
"94034","Fresnes",5649.80727492944
"94037","Gentilly",3191.80947794892
"94038","L'Hay-les-Roses",4860.50879403495
"94041","Ivry-sur-Seine",3395.45832420518
"94042","Joinville-le-Pont",4167.67463426652
"94043","Le Kremlin-Bicetre",3345.97196918931
"94044","Limeil-Brevannes",6738.18021523596
"94046","Maisons-Alfort",3986.85910334453
"94047","Mandres-les-Roses",9474.14791438725
"94048","Marolles-en-Brie",8256.82639329949
"94052","Nogent-sur-Marne",4143.81108169692
"94053","Noiseau",7007.9165563766
"94054","Orly",6059.89376311829
"94055","Ormesson-sur-Marne",6184.39732538335
"94056","Perigny",10183.2507035853
"94058","Le Perreux-sur-Marne",4559.69337557763
"94059","Le Plessis-Trevise",6644.98637546498
"94060","La Queue-en-Brie",7722.01414393514
"94065","Rungis",5834.63833523243
"94067","Saint-Mande",3024.27166980122
"94068","Saint-Maur-des-Fosses",5043.74768049671
"94069","Saint-Maurice",3680.04772173646
"94070","Santeny",8950.08925748517
"94071","Sucy-en-Brie",6751.501975926
"94073","Thiais",5412.34638115345
"94074","Valenton",6042.05615078809
"94075","Villecresnes",8475.70181929562
"94076","Villejuif",3971.26071557329
"94077","Villeneuve-le-Roi",6509.92296087446
"94078","Villeneuve-Saint-Georges",6386.30574027202
"94079","Villiers-sur-Marne",5505.98389430223
"94080","Vincennes",3197.67548240889
"94081","Vitry-sur-Seine",4256.37221347489
"95002","Ableiges",16628.3457289669
"95008","Aincourt",22751.7759316968
"95011","Ambleville",29279.3895916281
"95012","Amenucourt",29314.8485478992
"95014","Andilly",7131.13934105235
"95018","Argenteuil",5020.04958099368
"95019","Arnouville",6681.82167910923
"95023","Arronville",19354.1390117817
"95024","Arthies",22805.0672116575
"95026","Asnieres-sur-Oise",16139.1246067316
"95028","Attainville",10482.6001746939
"95039","Auvers-sur-Oise",12357.1519204151
"95040","Avernes",20019.5653542133
"95042","Baillet-en-France",10166.0921431854
"95046","Banthelu",23628.8253113356
"95051","Beauchamp",8190.52077677677
"95052","Beaumont-sur-Oise",15694.3832839931
"95054","Le Bellay-en-Vexin",22955.395754402
"95055","Bellefontaine",13948.0090775128
"95056","Belloy-en-France",12764.2987056909
"95058","Bernes-sur-Oise",17634.8973547243
"95059","Berville",21268.5427822694
"95060","Bessancourt",9250.5246214142
"95061","Bethemont-la-Foret",9952.6691895809
"95063","Bezons",4672.26241153355
"95074","Boisemont",12768.6963513895
"95078","Boissy-l'Aillerie",15037.596750633
"95088","Bonneuil-en-France",5877.04268559182
"95091","Bouffemont",9005.53664443648
"95094","Bouqueval",8900.19989347671
"95101","Bray-et-Lu",30094.6444609117
"95102","Breancon",19271.1808408669
"95110","Brignancourt",20567.0607432763
"95116","Bruyeres-sur-Oise",17407.8647424014
"95119","Buhy",31027.801119904
"95120","Butry-sur-Oise",12132.8225848791
"95127","Cergy",12307.0787209427
"95134","Champagne-sur-Oise",15955.4284623929
"95139","La Chapelle-en-Vexin",29734.2727300992
"95141","Charmont",25172.9701522323
"95142","Chars",21990.4698476347
"95144","Chatenay-en-France",12117.2007915565
"95149","Chaumontel",15930.4913567392
"95150","Chaussy",27272.1526541523
"95151","Chauvry",9803.64456285992
"95154","Chennevieres-les-Louvres",12356.0471770617
"95157","Cherence",27288.5463122457
"95166","Clery-en-Vexin",22909.4153321007
"95169","Commeny",21339.332478704
"95170","Condecourt",15548.5409669378
"95176","Cormeilles-en-Parisis",6135.1518811046
"95177","Cormeilles-en-Vexin",17098.6053176365
"95181","Courcelles-sur-Viosne",15395.3070958348
"95183","Courdimanche",13699.2743704116
"95197","Deuil-la-Barre",5345.20278122533
"95199","Domont",8341.44038123658
"95203","Eaubonne",6146.76567730903
"95205","Ecouen",8572.60898752258
"95210","Enghien-les-Bains",5295.82747155767
"95211","Ennery",12942.328211275
"95212","Epiais-les-Louvres",11576.8986954559
"95213","Epiais-Rhus",16528.0295174671
"95214","Epinay-Champlatreux",12953.0076278355
"95218","Eragny",10146.3848945844
"95219","Ermont",6146.65253700475
"95229","Ezanville",9164.1259687643
"95241","Fontenay-en-Parisis",10833.6770773747
"95250","Fosses",15080.3176669217
"95252","Franconville",6535.18557108066
"95253","Fremainville",18879.5170872589
"95254","Fremecourt",18305.6712615179
"95256","Frepillon",10002.5271990465
"95257","La Frette-sur-Seine",6829.9905765008
"95258","Frouville",17768.0634068409
"95259","Gadancourt",20786.9733934383
"95268","Garges-les-Gonesse",5763.38991994912
"95270","Genainville",25417.1388347893
"95271","Genicourt",15048.7787026287
"95277","Gonesse",7362.57992558773
"95280","Goussainville",9652.72332342065
"95282","Gouzangrez",20118.3607490592
"95287","Grisy-les-Platres",17726.2564039478
"95288","Groslay",5921.3372180598
"95295","Guiry-en-Vexin",21781.3722932614
"95298","Haravilliers",20707.0752839897
"95301","Haute-Isle",27745.7766434812
"95303","Le Heaulme",20902.6194903246
"95304","Hedouville",17559.1983541367
"95306","Herblay",8264.15813720472
"95308","Herouville",14312.457716578
"95309","Hodent",26334.2748468592
"95313","L'Isle-Adam",13373.3155958024
"95316","Jagny-sous-Bois",12888.6986941943
"95323","Jouy-le-Moutier",11497.0546125995
"95328","Labbeville",16157.5868106213
"95331","Lassy",13619.8721389519
"95341","Livilliers",14635.2768265113
"95348","Longuesse",16875.2526928392
"95351","Louvres",11323.8442046087
"95352","Luzarches",15149.4978455082
"95353","Maffliers",11732.5732737461
"95355","Magny-en-Vexin",25584.7293111452
"95365","Mareil-en-France",11732.874001076
"95369","Margency",6687.80317704222
"95370","Marines",20139.7132278086
"95371","Marly-la-Ville",13918.5646259559
"95379","Maudetour-en-Vexin",24188.8917517499
"95387","Menouville",17965.6408546157
"95388","Menucourt",13939.9765437702
"95392","Meriel",11450.1592331114
"95394","Mery-sur-Oise",10497.7888873453
"95395","Le Mesnil-Aubry",10420.5178499128
"95409","Moisselles",9478.73247720256
"95422","Montgeroult",15999.191955188
"95424","Montigny-les-Cormeilles",7338.81157886009
"95426","Montlignon",7531.47093100685
"95427","Montmagny",5347.07623444862
"95428","Montmorency",6145.35188238994
"95429","Montreuil-sur-Epte",30572.0435767945
"95430","Montsoult",10882.8517256983
"95436","Mours",15075.2616911864
"95438","Moussy",21216.7292248869
"95445","Nerville-la-Foret",12190.0314859047
"95446","Nesles-la-Vallee",15238.6467849713
"95447","Neuilly-en-Vexin",21831.2432209283
"95450","Neuville-sur-Oise",10853.7961253209
"95452","Nointel",14991.8769838771
"95456","Noisy-sur-Oise",15428.4224683279
"95459","Nucourt",24179.3739048062
"95462","Omerville",27873.50287787
"95476","Osny",13298.7308085634
"95480","Parmain",14761.8985621261
"95483","Le Perchay",19692.7179874841
"95487","Persan",16356.4163619331
"95488","Pierrelaye",8828.07643628282
"95489","Piscop",7755.60512162674
"95491","Le Plessis-Bouchard",7219.63745027232
"95492","Le Plessis-Gassot",9630.17675578833
"95493","Le Plessis-Luzarches",13925.4438469013
"95500","Pontoise",11683.2595269793
"95504","Presles",13609.9518216978
"95509","Puiseux-en-France",12706.6000216432
"95510","Puiseux-Pontoise",14356.4528730083
"95523","La Roche-Guyon",29095.8052525166
"95527","Roissy-en-France",9445.57215727079
"95529","Ronquerolles",17910.8690355342
"95535","Sagy",15238.4083773682
"95539","Saint-Brice-sous-Foret",6910.233750005
"95541","Saint-Clair-sur-Epte",32195.7280481185
"95543","Saint-Cyr-en-Arthies",23439.7381654243
"95554","Saint-Gervais",27709.2664267244
"95555","Saint-Gratien",5274.28947057739
"95563","Saint-Leu-la-Foret",7948.81907344678
"95566","Saint-Martin-du-Tertre",13223.2961895583
"95572","Saint-Ouen-l'Aumone",10611.9092574286
"95574","Saint-Prix",7869.81570932258
"95580","Saint-Witz",15194.9053794759
"95582","Sannois",5525.34838714448
"95584","Santeuil",19613.1688157441
"95585","Sarcelles",6487.21538465176
"95592","Seraincourt",17666.6545813763
"95594","Seugy",15145.8133780862
"95598","Soisy-sous-Montmorency",5971.20620791689
"95604","Survilliers",16202.955474727
"95607","Taverny",8449.58874875696
"95610","Themericourt",18876.0305296875
"95611","Theuville",18823.9533641362
"95612","Le Thillay",8414.16551446806
"95625","Us",18154.0528362453
"95627","Vallangoujard",16662.7141704484
"95628","Valmondois",13117.0245014415
"95633","Vaudherland",8495.5771366373
"95637","Vaureal",12591.0791255886
"95641","Vemars",14002.4879083125
"95651","Vetheuil",25120.9633411041
"95652","Viarmes",15022.8144731735
"95656","Vienne-en-Arthies",24587.2094123895
"95658","Vigny",17696.4258006052
"95660","Villaines-sous-Bois",11412.1023295992
"95675","Villeron",13152.9406432794
"95676","Villers-en-Arthies",25072.7121560077
"95678","Villiers-Adam",10859.5551539406
"95680","Villiers-le-Bel",7842.20764444737
"95682","Villiers-le-Sec",11639.9020519723
"95690","Wy-dit-Joli-Village",21807.4818807778
