"ID","NAMES","employe_AsTheCrowFlies_POT_2500"
"77048","Bourron-Marlotte",355.90542938
"77049","Boutigny",662.97062345
"77050","Bransles",71.17151405
"77051","Bray-sur-Seine",444.93318616
"77052","Breau",268.71709255
"77053","Brie-Comte-Robert",2668.41327445
"77054","La Brosse-Montceaux",155.90239239
"77055","Brou-sur-Chantereine",4320.79524734
"77056","Burcy",50.56031586
"77057","Bussieres",224.75930366
"77058","Bussy-Saint-Georges",4494.41700914
"77059","Bussy-Saint-Martin",5223.67061598
"77060","Buthiers",123.93792919
"77061","Cannes-Ecluse",726.26757391
"77062","Carnetin",2317.89719002
"77063","La Celle-sur-Morin",482.71841783
"77065","Cely",301.61470216
"77066","Cerneux",37.63500077
"77067","Cesson",3381.67357735
"77068","Cessoy-en-Montois",190.72819761
"77069","Chailly-en-Biere",283.45186921
"77070","Chailly-en-Brie",461.30813803
"77071","Chaintreaux",144.42041839
"77072","Chalautre-la-Grande",98.25805507
"77073","Chalautre-la-Petite",230.9542207
"77075","Chalifert",1944.65514976
"77076","Chalmaison",338.26940592
"77077","Chambry",802.4722149
"77078","Chamigny",537.94330731
"77079","Champagne-sur-Seine",1918.53517533
"77080","Champcenest",53.25338669
"77081","Champdeuil",341.50492513
"77082","Champeaux",158.72834094
"77083","Champs-sur-Marne",13117.63746311
"77084","Changis-sur-Marne",402.81864162
"77085","Chanteloup-en-Brie",4688.2167321
"77086","La Chapelle-Gauthier",267.42124713
"77087","La Chapelle-Iger",124.82120612
"77088","La Chapelle-la-Reine",516.59144427
"77089","La Chapelle-Rablais",162.280673
"77090","La Chapelle-Saint-Sulpice",166.08669282
"77091","Les Chapelles-Bourbon",212.86654023
"77093","La Chapelle-Moutils",94.46622346
"77094","Charmentray",343.68706175
"77095","Charny",358.08055803
"77096","Chartrettes",827.39595873
"77097","Chartronges",96.40826334
"77098","Chateaubleau",98.79958809
"77099","Chateau-Landon",456.67244917
"77100","Le Chatelet-en-Brie",654.30836037
"77101","Chatenay-sur-Seine",167.16780697
"77102","Chatenoy",89.48887961
"77103","Chatillon-la-Borde",151.8428327
"77104","Chatres",254.37045146
"77106","Chauffry",386.19116091
"77107","Chaumes-en-Brie",635.75556565
"77108","Chelles",11617.65404932
"77109","Chenoise",242.07534866
"77110","Chenou",107.18439861
"77111","Chessy",3646.21650689
"77112","Chevrainvilliers",46.46152024
"77113","Chevru",223.1956051
"77114","Chevry-Cossigny",655.92315118
"77115","Chevry-en-Sereine",94.25473731
"77116","Choisy-en-Brie",174.68736369
"77117","Citry",332.82546021
"77118","Claye-Souilly",2024.43595723
"77119","Clos-Fontaine",139.21031592
"77120","Cocherel",202.70136451
"77121","Collegien",3118.3620182
"77122","Combs-la-Ville",4287.71219686
"77123","Compans",748.52429879
"77124","Conches-sur-Gondoire",5376.6115816
"77125","Conde-Sainte-Libiaire",2150.41459867
"77126","Congis-sur-Therouanne",401.36213765
"77127","Coubert",636.6750355
"77128","Couilly-Pont-aux-Dames",1540.94115719
"77129","Coulombs-en-Valois",111.5009602
"77130","Coulommes",438.15723431
"77131","Coulommiers",2718.27595816
"77132","Coupvray",2882.43296476
"77133","Courcelles-en-Bassee",145.63626138
"77134","Courchamp",52.60437455
"77135","Courpalay",232.64799541
"77136","Courquetaine",429.61836238
"77137","Courtacon",62.54837689
"77138","Courtomer",188.63268685
"77139","Courtry",5163.80644248
"77140","Coutencon",96.17617357
"77141","Coutevroult",1804.73957036
"77142","Crecy-la-Chapelle",744.25882267
"77143","Cregy-les-Meaux",3954.73854198
"77144","Crevecoeur-en-Brie",208.19158815
"77145","Crisenoy",272.09017726
"77146","Croissy-Beaubourg",4008.09110262
"77147","La Croix-en-Brie",119.12906844
"77148","Crouy-sur-Ourcq",274.92506885
"77149","Cucharmoy",69.03212094
"77150","Cuisy",563.04610229
"77151","Dagny",147.96211602
"77152","Dammarie-les-Lys",5140.58166396
"77153","Dammartin-en-Goele",2277.34588294
"77154","Dammartin-sur-Tigeaux",340.68420702
"77155","Dampmart",2657.03567511
"77156","Darvault",1378.75440447
"77157","Dhuisy",43.7327788
"77158","Diant",160.21258473
"77159","Donnemarie-Dontilly",484.12524242
"77161","Dormelles",162.87528361
"77162","Doue",186.62253101
"77163","Douy-la-Ramee",116.53932225
"77164","Echouboulains",80.29514435
"77165","Les Ecrennes",190.67647628
"77166","Ecuelles",1035.71282858
"77167","Egligny",132.8069562
"77168","Egreville",335.80915078
"77169","Emerainville",7358.80599196
"77170","Episy",222.93543064
"77171","Esbly",2129.10371944
"77172","Esmans",375.27697281
"77173","Etrepilly",210.42633906
"77174","Everly",268.57390322
"77175","Evry-Gregy-sur-Yerre",492.79021202
"77176","Faremoutiers",630.67211729
"77177","Favieres",160.06853652
"77178","Fay-les-Nemours",220.27909436
"77179","Fericy",252.60966751
"77180","Ferolles-Attilly",901.98397607
"77181","Ferrieres-en-Brie",3966.36717898
"77182","La Ferte-Gaucher",913.12396704
"77183","La Ferte-sous-Jouarre",1862.3654178
"77184","Flagy",230.33341576
"77185","Fleury-en-Biere",212.65565458
"77186","Fontainebleau",1763.89289572
"77187","Fontaine-Fourches",102.19456821
"77188","Fontaine-le-Port",262.65715025
"77190","Fontains",204.54288984
"77191","Fontenailles",166.14116479
"77192","Fontenay-Tresigny",892.46671566
"77193","Forfry",268.87153745
"77194","Forges",373.19784134
"77195","Fouju",243.32685803
"77196","Fresnes-sur-Marne",371.48684342
"77197","Fretoy",141.25487552
"77198","Fromont",49.26429457
"77199","Fublaines",1960.99647341
"77200","Garentreville",65.17568577
"77201","Gastins",176.10403421
"77202","La Genevraye",274.60986934
"77203","Germigny-l'Eveque",563.89159823
"77204","Germigny-sous-Coulombs",42.47373554
"77205","Gesvres-le-Chapitre",406.4969673
"77206","Giremoutiers",233.77166039
"77207","Gironville",50.07351611
"77208","Gouaix",333.52022341
"77209","Gouvernes",5082.95146358
"77210","La Grande-Paroisse",545.501758
"77211","Grandpuits-Bailly-Carrois",265.95596781
"77212","Gravon",76.49566401
"77214","Gressy",1315.15473674
"77215","Gretz-Armainvilliers",1574.00950104
"77216","Grez-sur-Loing",438.98255128
"77217","Grisy-Suisnes",541.88819031
"77218","Grisy-sur-Seine",60.09957388
"77219","Guerard",353.79230144
"77220","Guercheville",61.17231024
"77221","Guermantes",5142.07127595
"77222","Guignes",1146.61165814
"77223","Gurcy-le-Chatel",234.77732385
"77224","Hautefeuille",210.99015325
"77225","La Haute-Maison",145.06468717
"77226","Hericy",794.61979153
"77227","Herme",131.86515966
"77228","Hondevilliers",103.58153588
"77229","La Houssaye-en-Brie",294.22514945
"77230","Ichy",40.68701391
"77231","Isles-les-Meldeuses",470.87685414
"77232","Isles-les-Villenoy",1279.22620484
"77233","Iverny",401.69248813
"77234","Jablines",719.91114968
"77235","Jaignes",166.10915374
"77236","Jaulnes",249.49112355
"77237","Jossigny",2467.65947016
"77238","Jouarre",691.55003651
"77239","Jouy-le-Chatel",244.05441657
"77240","Jouy-sur-Morin",721.22397725
"77241","Juilly",1005.24454045
"77242","Jutigny",379.42378422
"77243","Lagny-sur-Marne",5571.29403491
"77244","Larchant",108.43975821
"77245","Laval-en-Brie",92.13887389
"77246","Lechelle",59.65639159
"77247","Lescherolles",107.68722206
"77248","Lesches",1096.08672289
"77249","Lesigny",1516.19700478
"77250","Leudon-en-Brie",107.48793329
"77251","Lieusaint",3242.07507282
"77252","Limoges-Fourches",201.36674238
"77253","Lissy",289.36231445
"77254","Liverdy-en-Brie",279.25130658
"77255","Livry-sur-Seine",1692.13698973
"77256","Lizines",148.67284082
"77257","Lizy-sur-Ourcq",768.89673038
"77258","Lognes",9019.78017289
"77259","Longperrier",1928.19602793
"77260","Longueville",571.37129153
"77261","Lorrez-le-Bocage-Preaux",223.44081528
"77262","Louan-Villegruis-Fontaine",61.12329064
"77263","Luisetaines",139.94513501
"77264","Lumigny-Nesles-Ormeaux",258.44027388
"77265","Luzancy",553.97220638
"77266","Machault",215.89449541
"77267","La Madeleine-sur-Loing",347.48636488
"77268","Magny-le-Hongre",3526.0055514
"77269","Maincy",1407.09624474
"77270","Maisoncelles-en-Brie",124.02599841
"77271","Maisoncelles-en-Gatinais",68.60339076
"77272","Maison-Rouge",168.53760664
"77273","Marchemoret",343.78897183
"77274","Marcilly",136.87813819
"77275","Les Marets",39.30211226
"77276","Mareuil-les-Meaux",1796.82776494
"77277","Marles-en-Brie",283.9189741
"77278","Marolles-en-Brie",139.3160154
"77279","Marolles-sur-Seine",339.96998863
"77280","Mary-sur-Marne",626.11552684
"77281","Mauperthuis",472.12648587
"77282","Mauregard",253.7324252
"77283","May-en-Multien",209.13234255
"77284","Meaux",9939.00069311
"77285","Le Mee-sur-Seine",9459.76729638
"77286","Meigneux",90.23418752
"77287","Meilleray",88.51938731
"77288","Melun",9917.28741593
"77289","Melz-sur-Seine",62.07504301
"77290","Mery-sur-Marne",530.52625923
"77291","Le Mesnil-Amelot",304.7453714
"77292","Messy",673.820965
"77293","Misy-sur-Yonne",138.13956724
"77294","Mitry-Mory",3499.12044764
"77295","Moisenay",298.09036996
"77296","Moissy-Cramayel",4157.43856969
"77297","Mondreville",78.90393808
"77298","Mons-en-Montois",379.19445631
"77299","Montarlot",386.69271981
"77300","Montceaux-les-Meaux",592.85923947
"77301","Montceaux-les-Provins",72.95379821
"77302","Montcourt-Fromonville",555.77894199
"77303","Montdauphin",38.24523435
"77304","Montenils",14.7030408
"77305","Montereau-Fault-Yonne",2564.2098875
"77306","Montereau-sur-le-Jard",227.89019585
"77307","Montevrain",4349.64816156
"77308","Montge-en-Goele",427.4009995
"77309","Monthyon",491.45202811
"77310","Montigny-le-Guesdier",148.62058464
"77311","Montigny-Lencoup",205.48441783
"77312","Montigny-sur-Loing",424.81854902
"77313","Montmachoux",129.37695347
"77314","Montolivet",60.95904282
"77315","Montry",3016.32390336
"77316","Moret-sur-Loing",1487.87341908
"77317","Mormant",807.48683431
"77318","Mortcerf",348.1356204
"77319","Mortery",111.75109854
"77320","Mouroux",1273.21911935
"77321","Mousseaux-les-Bray",360.80670991
"77322","Moussy-le-Neuf",699.31192061
"77323","Moussy-le-Vieux",761.97018359
"77325","Mouy-sur-Seine",358.95586707
"77326","Nandy",4926.54673838
"77327","Nangis",1362.20083524
"77328","Nanteau-sur-Essonne",60.1524059
"77329","Nanteau-sur-Lunain",121.86306966
"77330","Nanteuil-les-Meaux",3572.6201476
"77331","Nanteuil-sur-Marne",357.64494457
"77332","Nantouillet",433.79560259
"77333","Nemours",2166.72044041
"77335","Chauconin-Neufmontiers",696.84971324
"77336","Neufmoutiers-en-Brie",232.77329719
"77337","Noisiel",11946.54693954
"77338","Noisy-Rudignon",294.51247636
"77339","Noisy-sur-Ecole",215.36602479
"77340","Nonville",179.67227519
"77341","Noyen-sur-Seine",95.71301447
"77342","Obsonville",74.45032231
"77343","Ocquerre",339.74919321
"77344","Oissery",1028.70655971
"77345","Orly-sur-Morin",236.47558317
"77347","Les Ormes-sur-Voulzie",230.31534998
"77348","Ormesson",461.18054654
"77349","Othis",1183.69487972
"77350","Ozoir-la-Ferriere",3662.36722609
"77352","Ozouer-le-Voulgis",490.17979237
"77353","Paley",155.29502384
"77354","Pamfou",214.83742706
"77355","Paroy",182.79130723
"77356","Passy-sur-Seine",60.44276787
"77357","Pecy",123.69609264
"77358","Penchard",1109.00203186
"77359","Perthes",356.67442987
"77360","Pezarches",155.57678901
"77361","Pierre-Levee",144.98152991
"77363","Le Pin",2764.4231377
"77364","Le Plessis-aux-Bois",354.08083041
"77365","Le Plessis-Feu-Aussoux",203.82966182
"77366","Le Plessis-l'Eveque",529.79369364
"77367","Le Plessis-Placy",253.33263696
"77368","Poigny",1500.68762534
"77369","Poincy",5056.24293902
"77370","Poligny",185.79711352
"77371","Pommeuse",582.03113562
"77372","Pomponne",3439.30801207
"77373","Pontault-Combault",8118.1064223
"77374","Pontcarre",1396.19978214
"77376","Precy-sur-Marne",369.02642097
"77377","Presles-en-Brie",522.92034968
"77378","Pringy",1308.83576888
"77379","Provins",1960.27788526
"77380","Puisieux",133.36922588
"77381","Quiers",167.17585484
"77382","Quincy-Voisins",1363.02559229
"77383","Rampillon",157.59343257
"77384","Reau",1238.01254505
"77385","Rebais",483.24826641
"77386","Recloses",151.94432746
"77387","Remauville",100.05787149
"77388","Reuil-en-Brie",1049.57817638
"77389","La Rochette",2927.19992752
"77390","Roissy-en-Brie",5518.9372407
"77391","Rouilly",562.89650208
"77392","Rouvres",647.56755224
"77393","Rozay-en-Brie",479.60488651
"77394","Rubelles",3296.90095663
"77395","Rumont",66.59545513
"77396","Rupereux",31.52463141
"77397","Saacy-sur-Marne",457.14055155
"77398","Sablonnieres",204.4330433
"77399","Saint-Ange-le-Viel",139.88787108
"77400","Saint-Augustin",552.54304917
"77401","Sainte-Aulde",265.4705577
"77402","Saint-Barthelemy",72.73733353
"77403","Saint-Brice",336.81287695
"77404","Sainte-Colombe",667.98013259
"77405","Saint-Cyr-sur-Morin",316.0428273
"77406","Saint-Denis-les-Rebais",365.18293594
"77407","Saint-Fargeau-Ponthierry",2116.85420584
"77408","Saint-Fiacre",447.8353351
"77409","Saint-Germain-Laval",1010.75833017
"77410","Saint-Germain-Laxis",257.77494724
"77411","Saint-Germain-sous-Doue",266.53415859
"77412","Saint-Germain-sur-Ecole",366.40490798
"77413","Saint-Germain-sur-Morin",2499.25306331
"77414","Saint-Hilliers",70.46271502
"77415","Saint-Jean-les-Deux-Jumeaux",314.81038349
"77416","Saint-Just-en-Brie",63.91909308
"77417","Saint-Leger",134.80517454
"77418","Saint-Loup-de-Naud",374.64768347
"77419","Saint-Mammes",1886.65728857
"77420","Saint-Mard",1920.13965015
"77421","Saint-Mars-Vieux-Maisons",47.12353057
"77423","Saint-Martin-des-Champs",553.78713121
"77424","Saint-Martin-du-Boschet",32.07478312
"77425","Saint-Martin-en-Biere",227.18302617
"77426","Saint-Mery",188.38302905
"77427","Saint-Mesmes",311.63049762
"77428","Saint-Ouen-en-Brie",165.64515688
"77429","Saint-Ouen-sur-Morin",319.82859567
"77430","Saint-Pathus",1207.6186824
"77431","Saint-Pierre-les-Nemours",1150.52678805
"77432","Saint-Remy-la-Vanne",278.51720904
"77433","Saints",324.18022807
"77434","Saint-Sauveur-les-Bray",179.5527409
"77435","Saint-Sauveur-sur-Ecole",588.0930217
"77436","Saint-Simeon",239.13686384
"77437","Saint-Soupplets",833.12151039
"77438","Saint-Thibault-des-Vignes",6104.4594546
"77439","Salins",308.12244379
"77440","Sammeron",425.4736515
"77441","Samois-sur-Seine",396.21146897
"77442","Samoreau",2035.69201749
"77443","Sancy",295.49913095
"77444","Sancy-les-Provins",46.6475269
"77445","Savigny-le-Temple",6270.98557088
"77446","Savins",358.41854475
"77447","Seine-Port",1626.82708218
"77448","Sept-Sorts",1304.27777515
"77449","Serris",3343.79693157
"77450","Servon",1608.71208148
"77451","Signy-Signets",232.75771991
"77452","Sigy",161.89010218
"77453","Sivry-Courtry",212.18869115
"77454","Sognolles-en-Montois",135.46298362
"77455","Soignolles-en-Brie",586.12818602
"77456","Soisy-Bouy",234.648632
"77457","Solers",655.59779265
"77458","Souppes-sur-Loing",844.35287766
"77459","Sourdun",294.79250591
"77460","Tancrou",162.05700122
"77461","Thenisy",154.18407904
"77462","Thieux",343.24000033
"77463","Thomery",1935.8687016
"77464","Thorigny-sur-Marne",4176.0089842
"77465","Thoury-Ferottes",310.9685035
"77466","Tigeaux",395.24709715
"77467","La Tombe",121.53732357
"77468","Torcy",9104.34493401
"77469","Touquin",233.89625688
"77470","Tournan-en-Brie",1397.64358862
"77471","Tousson",67.86750567
"77472","La Tretoire",352.43092903
"77473","Treuzy-Levelay",176.07460385
"77474","Trilbardou",358.8643767
"77475","Trilport",1036.25493954
"77476","Trocy-en-Multien",209.93919597
"77477","Ury",205.28315063
"77478","Ussy-sur-Marne",445.98040641
"77479","Vaires-sur-Marne",8433.49176421
"77480","Valence-en-Brie",132.26181355
"77481","Vanville",97.64289355
"77482","Varennes-sur-Seine",1055.55069432
"77483","Varreddes",407.74855618
"77484","Vaucourtois",226.15249878
"77485","Le Vaudoue",173.84638884
"77486","Vaudoy-en-Brie",108.49275265
"77487","Vaux-le-Penil",2578.36625312
"77489","Vaux-sur-Lunain",58.12307384
"77490","Vendrest",190.67447981
"77491","Veneux-les-Sablons",1675.52204564
"77492","Verdelot",153.88912358
"77493","Verneuil-l'Etang",1134.8234155
"77494","Vernou-la-Celle-sur-Seine",761.37937664
"77495","Vert-Saint-Denis",2857.39729363
"77496","Vieux-Champagne",79.41752802
"77498","Vignely",655.80947051
"77500","Villebeon",85.79783787
"77501","Villecerf",224.94093254
"77504","Villemarechal",178.04948812
"77505","Villemareuil",184.3292928
"77506","Villemer",142.66010144
"77507","Villenauxe-la-Petite",89.58659765
"77508","Villeneuve-le-Comte",339.50745312
"77509","Villeneuve-les-Bordes",105.36513697
"77510","Villeneuve-Saint-Denis",476.65980861
"77511","Villeneuve-sous-Dammartin",523.66589028
"77512","Villeneuve-sur-Bellot",254.62449325
"77513","Villenoy",1602.4072906
"77514","Villeparisis",5070.39173877
"77515","Villeroy",402.83348397
"77516","Ville-Saint-Jacques",226.93162584
"77517","Villevaude",1166.76748088
"77518","Villiers-en-Biere",1306.12669604
"77519","Villiers-Saint-Georges",183.5853845
"77520","Villiers-sous-Grez",188.56532015
"77521","Villiers-sur-Morin",723.59020992
"77522","Villiers-sur-Seine",64.04735753
"77523","Villuis",81.17180023
"77524","Vimpelles",127.38404703
"77525","Vinantes",308.21554258
"77526","Vincy-Manoeuvre",71.82072787
"77527","Voinsles",120.95584531
"77528","Voisenon",3293.99570933
"77529","Voulangis",509.7195133
"77530","Voulton",60.99108225
"77531","Voulx",363.40947808
"77532","Vulaines-les-Provins",105.7895465
"77533","Vulaines-sur-Seine",1400.30931803
"77534","Yebles",621.50131308
"78003","Ablis",513.68274196
"78005","Acheres",5615.56465858
"78006","Adainville",204.42239004
"78007","Aigremont",2933.67227342
"78009","Allainville",57.63614552
"78010","Les Alluets-le-Roi",298.8905729
"78013","Andelu",387.13221618
"78015","Andresy",5088.97673026
"78020","Arnouville-les-Mantes",209.92657119
"78029","Aubergenville",2624.59628631
"78030","Auffargis",325.82296615
"78031","Auffreville-Brasseuil",2747.53158125
"78033","Aulnay-sur-Mauldre",1179.61111389
"78034","Auteuil",382.0456396
"78036","Autouillet",321.76719305
"78043","Bailly",2581.42064378
"78048","Bazainville",352.76877085
"78049","Bazemont",573.29472458
"78050","Bazoches-sur-Guyonne",281.66300051
"78053","Behoust",405.88207465
"78057","Bennecourt",998.47447204
"78062","Beynes",1343.75939291
"78068","Blaru",138.1044036
"78070","Boinville-en-Mantois",372.37568053
"78071","Boinville-le-Gaillard",104.02623565
"78072","Boinvilliers",202.41406926
"78073","Bois-d'Arcy",6575.66841934
"78076","Boissets",127.42397164
"78077","La Boissiere-Ecole",90.20515244
"78082","Boissy-Mauvoisin",274.93755554
"78084","Boissy-sans-Avoir",407.69176665
"78087","Bonnelles",358.1372028
"78089","Bonnieres-sur-Seine",985.56258005
"78090","Bouafle",1970.86940286
"78092","Bougival",7924.60805173
"78096","Bourdonne",189.69633488
"78104","Breuil-Bois-Robert",1037.86094336
"78107","Breval",477.32675001
"78108","Les Breviaires",313.87269631
"78113","Brueil-en-Vexin",419.34756725
"78117","Buc",2931.87448216
"78118","Buchelay",5964.28017142
"78120","Bullion",245.17262745
"78123","Carrieres-sous-Poissy",5959.12099654
"78124","Carrieres-sur-Seine",17523.78825245
"78125","La Celle-les-Bordes",153.56294665
"78126","La Celle-Saint-Cloud",7019.34723283
"78128","Cernay-la-Ville",163.1580892
"78133","Chambourcy",2232.36517765
"78138","Chanteloup-les-Vignes",4768.90683553
"78140","Chapet",3044.07454094
"78143","Chateaufort",865.11699078
"78146","Chatou",8930.55334238
"78147","Chaufour-les-Bonnieres",160.88131549
"78152","Chavenay",1243.93291183
"78158","Le Chesnay",8633.37876254
"78160","Chevreuse",880.53355534
"78162","Choisel",137.36792727
"78163","Civry-la-Foret",152.05605749
"78164","Clairefontaine-en-Yvelines",92.40352308
"78165","Les Clayes-sous-Bois",6036.37401273
"78168","Coignieres",2869.82903421
"78171","Conde-sur-Vesgre",211.97353819
"78172","Conflans-Sainte-Honorine",7789.62184685
"78185","Courgent",282.30318995
"78188","Cravent",123.35349409
"78189","Crespieres",162.64981806
"78190","Croissy-sur-Seine",7975.19089903
"78192","Dammartin-en-Serve",251.51092841
"78193","Dampierre-en-Yvelines",198.50356432
"78194","Dannemarie",132.17480244
"78196","Davron",191.25463867
"78202","Drocourt",269.51156624
"78206","Ecquevilly",834.28916277
"78208","Elancourt",8520.39952608
"78209","Emance",111.5677984
"78217","Epone",1853.01626912
"78220","Les Essarts-le-Roi",957.87706296
"78224","L'Etang-la-Ville",2121.18513805
"78227","Evecquemont",2164.15240225
"78230","La Falaise",1628.77125203
"78231","Favrieux",227.06916839
"78233","Feucherolles",250.79721099
"78234","Flacourt",177.6270855
"78236","Flexanville",225.78837238
"78237","Flins-Neuve-Eglise",213.73940003
"78238","Flins-sur-Seine",2509.0607372
"78239","Follainville-Dennemont",2354.38174156
"78242","Fontenay-le-Fleury",5544.23829884
"78245","Fontenay-Mauvoisin",636.5876033
"78246","Fontenay-Saint-Pere",423.3071068
"78251","Fourqueux",1469.84483364
"78255","Freneuse",900.44116128
"78261","Gaillon-sur-Montcient",1044.99635313
"78262","Galluis",553.51960364
"78263","Gambais",400.97177736
"78264","Gambaiseuil",31.8766193
"78265","Garancieres",491.86196724
"78267","Gargenville",2031.5019739
"78269","Gazeran",245.54927315
"78276","Gommecourt",505.93517279
"78278","Goupillieres",203.76553817
"78281","Goussonville",313.33453825
"78283","Grandchamp",42.16342374
"78285","Gressey",183.93167421
"78289","Grosrouvre",227.74850744
"78290","Guernes",613.23888024
"78291","Guerville",1316.62363773
"78296","Guitrancourt",1590.64358292
"78297","Guyancourt",5927.13059415
"78299","Hardricourt",2927.85407546
"78300","Hargeville",177.46919362
"78302","La Hauteville",61.74606225
"78305","Herbeville",293.81065301
"78307","Hermeray",144.38241023
"78310","Houdan",579.13255914
"78311","Houilles",18639.62837872
"78314","Issou",2275.08387198
"78317","Jambville",329.67122354
"78320","Jeufosse",559.94100569
"78321","Jouars-Pontchartrain",2590.13352889
"78322","Jouy-en-Josas",1697.82377332
"78324","Jouy-Mauvoisin",904.61063337
"78325","Jumeauville",216.26323423
"78327","Juziers",1450.52373961
"78329","Lainville-en-Vexin",232.60552633
"78334","Levis-Saint-Nom",947.58219477
"78335","Limay",4788.80938655
"78337","Limetz-Villez",584.87621426
"78343","Les Loges-en-Josas",1107.73200924
"78344","Lommoye",208.32417888
"78346","Longnes",339.60544384
"78349","Longvilliers",154.76931745
"78350","Louveciennes",5739.68021202
"78354","Magnanville",4430.20471808
"78356","Magny-les-Hameaux",2312.74258863
"78358","Maisons-Laffitte",7949.36742344
"78361","Mantes-la-Jolie",7872.59829522
"78362","Mantes-la-Ville",6591.65623844
"78364","Marcq",511.70651395
"78366","Mareil-le-Guyon",333.87442806
"78367","Mareil-Marly",3247.60966674
"78368","Mareil-sur-Mauldre",430.87506846
"78372","Marly-le-Roi",3991.16342596
"78380","Maule",733.07079263
"78381","Maulette",447.69589333
"78382","Maurecourt",5596.86838899
"78383","Maurepas",5294.17743532
"78384","Medan",2532.44760208
"78385","Menerville",204.38654356
"78389","Mere",436.27275776
"78391","Mericourt",757.66998535
"78396","Le Mesnil-le-Roi",5397.04922315
"78397","Le Mesnil-Saint-Denis",1589.96425026
"78398","Les Mesnuls",232.65918799
"78401","Meulan-en-Yvelines",5323.99953569
"78402","Mezieres-sur-Seine",1354.3527799
"78403","Mezy-sur-Seine",1823.08417119
"78404","Millemont",223.05046945
"78406","Milon-la-Chapelle",1697.89493205
"78407","Mittainville",48.52994962
"78410","Moisson",203.53675897
"78413","Mondreville",231.27554465
"78415","Montainville",667.35188188
"78416","Montalet-le-Bois",314.27067429
"78417","Montchauvet",187.83339954
"78418","Montesson",6734.32621205
"78420","Montfort-l'Amaury",410.97215093
"78423","Montigny-le-Bretonneux",8381.15951824
"78431","Morainvilliers",795.22879939
"78437","Mousseaux-sur-Seine",426.28256988
"78439","Mulcent",234.91409355
"78440","Les Mureaux",6308.28033258
"78442","Neauphle-le-Chateau",2227.03315196
"78443","Neauphle-le-Vieux",518.17014494
"78444","Neauphlette",410.76875867
"78451","Nezel",2141.13097836
"78455","Noisy-le-Roi",1983.89222403
"78460","Oinville-sur-Montcient",606.51060065
"78464","Orcemont",111.09185632
"78465","Orgerus",452.10038032
"78466","Orgeval",792.55554424
"78470","Orphin",146.292118
"78472","Orsonville",43.70857768
"78474","Orvilliers",224.09168039
"78475","Osmoy",222.89049802
"78478","Paray-Douaville",55.50055064
"78481","Le Pecq",4833.9699394
"78484","Perdreauville",428.62984453
"78486","Le Perray-en-Yvelines",858.63598233
"78490","Plaisir",6413.21724171
