"ID","NAMES","employe_AsTheCrowFlies_ACC_0.005"
"77096","Chartrettes",6029.90145787977
"77097","Chartronges",15252.6742281304
"77098","Chateaubleau",14344.7917243947
"77099","Chateau-Landon",19180.4379499877
"77100","Le Chatelet-en-Brie",8776.54748607509
"77101","Chatenay-sur-Seine",13919.8516517622
"77102","Chatenoy",14587.28053978
"77103","Chatillon-la-Borde",9588.1833576043
"77104","Chatres",8703.65184735188
"77106","Chauffry",11216.8429096423
"77107","Chaumes-en-Brie",10124.8836998514
"77108","Chelles",0
"77109","Chenoise",15195.4870862506
"77110","Chenou",18430.6875833093
"77111","Chessy",3697.50890314679
"77112","Chevrainvilliers",14538.7586126404
"77113","Chevru",13958.0756877103
"77114","Chevry-Cossigny",5548.77900940029
"77115","Chevry-en-Sereine",15878.4815744845
"77116","Choisy-en-Brie",13469.218121042
"77117","Citry",15041.83986819
"77118","Claye-Souilly",5000.59551237925
"77119","Clos-Fontaine",13561.8512520065
"77120","Cocherel",11822.9254866335
"77121","Collegien",3176.57222930992
"77122","Combs-la-Ville",3484.82125851439
"77123","Compans",5332.26284440858
"77124","Conches-sur-Gondoire",3085.58032512055
"77125","Conde-Sainte-Libiaire",5141.74609825083
"77126","Congis-sur-Therouanne",7850.66494725599
"77127","Coubert",7325.64008118392
"77128","Couilly-Pont-aux-Dames",5469.9333913007
"77129","Coulombs-en-Valois",15856.236602612
"77130","Coulommes",6384.31454430387
"77131","Coulommiers",10327.8895598756
"77132","Coupvray",4275.95484752293
"77133","Courcelles-en-Bassee",13025.2674314198
"77134","Courchamp",16877.1503109512
"77135","Courpalay",12409.3325891698
"77136","Courquetaine",7940.07066498632
"77137","Courtacon",16584.440566652
"77138","Courtomer",11066.9123139075
"77139","Courtry",2761.6634803403
"77140","Coutencon",12070.322247857
"77141","Coutevroult",5473.98190183555
"77142","Crecy-la-Chapelle",7771.38801444519
"77143","Cregy-les-Meaux",4000.15516168581
"77144","Crevecoeur-en-Brie",10003.328729321
"77145","Crisenoy",7722.55129106809
"77146","Croissy-Beaubourg",2986.71929665264
"77147","La Croix-en-Brie",14165.0715289282
"77148","Crouy-sur-Ourcq",15061.6060265867
"77149","Cucharmoy",14927.1177740198
"77150","Cuisy",7958.34661446972
"77151","Dagny",13954.4506817543
"77152","Dammarie-les-Lys",3358.69642025436
"77153","Dammartin-en-Goele",7834.51468943178
"77154","Dammartin-sur-Tigeaux",8410.82060062585
"77155","Dampmart",4141.02581722226
"77156","Darvault",10952.0095375264
"77157","Dhuisy",14767.6741233342
"77158","Diant",15220.0914588799
"77159","Donnemarie-Dontilly",13843.9882371267
"77161","Dormelles",10967.9259006135
"77162","Doue",10658.2411463279
"77163","Douy-la-Ramee",9828.99153011279
"77164","Echouboulains",10710.6158604036
"77165","Les Ecrennes",10528.0196515072
"77166","Ecuelles",8788.27612601667
"77167","Egligny",14265.5396827941
"77168","Egreville",17918.1920097283
"77169","Emerainville",2562.07809326133
"77170","Episy",9339.33348679688
"77171","Esbly",5092.1704088905
"77172","Esmans",11762.8765019529
"77173","Etrepilly",8806.57229981825
"77174","Everly",17388.2997008422
"77175","Evry-Gregy-sur-Yerre",5256.70608068237
"77176","Faremoutiers",10391.7402603332
"77177","Favieres",6000.65530473075
"77178","Fay-les-Nemours",13882.690564252
"77179","Fericy",8524.70502106042
"77180","Ferolles-Attilly",4802.74652883746
"77181","Ferrieres-en-Brie",3475.97542822436
"77182","La Ferte-Gaucher",16145.7188549764
"77183","La Ferte-sous-Jouarre",10732.1295238437
"77184","Flagy",11675.9575993634
"77185","Fleury-en-Biere",8990.56302679401
"77186","Fontainebleau",8588.64771835824
"77187","Fontaine-Fourches",24623.6391690984
"77188","Fontaine-le-Port",7789.11085561404
"77190","Fontains",13037.2875385041
"77191","Fontenailles",11862.0748286347
"77192","Fontenay-Tresigny",10118.2458462764
"77193","Forfry",9203.63592627528
"77194","Forges",10295.2023236883
"77195","Fouju",7953.65227838298
"77196","Fresnes-sur-Marne",6005.01000014676
"77197","Fretoy",14686.1077318635
"77198","Fromont",17007.9983053363
"77199","Fublaines",4399.84125989912
"77200","Garentreville",16356.8591244772
"77201","Gastins",13528.8544817832
"77202","La Genevraye",9664.89035118073
"77203","Germigny-l'Eveque",5778.10903313575
"77204","Germigny-sous-Coulombs",16157.2085705749
"77205","Gesvres-le-Chapitre",8184.72238368697
"77206","Giremoutiers",9126.88580044664
"77207","Gironville",21304.504111979
"77208","Gouaix",18206.2936673579
"77209","Gouvernes",3005.3087690453
"77210","La Grande-Paroisse",8782.80873747384
"77211","Grandpuits-Bailly-Carrois",13025.8786655789
"77212","Gravon",15462.7569998492
"77214","Gressy",5023.05741381623
"77215","Gretz-Armainvilliers",5621.75911875046
"77216","Grez-sur-Loing",10616.5823896265
"77217","Grisy-Suisnes",6310.61734748987
"77218","Grisy-sur-Seine",20182.5024846969
"77219","Guerard",8918.02567636917
"77220","Guercheville",15315.5479137421
"77221","Guermantes",3088.25677214359
"77222","Guignes",9317.84383707327
"77223","Gurcy-le-Chatel",13427.2485224473
"77224","Hautefeuille",10388.6208762601
"77225","La Haute-Maison",8413.17044224467
"77226","Hericy",7961.55324418139
"77227","Herme",20153.2236387175
"77228","Hondevilliers",16379.7193301501
"77229","La Houssaye-en-Brie",9084.90249370856
"77230","Ichy",18379.3382265199
"77231","Isles-les-Meldeuses",8210.65475735394
"77232","Isles-les-Villenoy",5196.66784073478
"77233","Iverny",7315.26051232917
"77234","Jablines",5230.11541166009
"77235","Jaignes",9696.77316261581
"77236","Jaulnes",19363.0701700886
"77237","Jossigny",4195.8647858128
"77238","Jouarre",9952.32836431135
"77239","Jouy-le-Chatel",14440.5405075965
"77240","Jouy-sur-Morin",14774.9815976218
"77241","Juilly",7418.04962777654
"77242","Jutigny",15500.1091670244
"77243","Lagny-sur-Marne",3080.60065168894
"77244","Larchant",13237.8396313586
"77245","Laval-en-Brie",11345.591321244
"77246","Lechelle",20748.3533819435
"77247","Lescherolles",18262.4710936216
"77248","Lesches",5416.31810481572
"77249","Lesigny",3820.90378169588
"77250","Leudon-en-Brie",15709.3870558305
"77251","Lieusaint",3416.28401708613
"77252","Limoges-Fourches",6011.74804821758
"77253","Lissy",6743.98399395717
"77254","Liverdy-en-Brie",8214.64820046757
"77255","Livry-sur-Seine",4470.55358752834
"77256","Lizines",14294.7047130718
"77257","Lizy-sur-Ourcq",10227.6859503188
"77258","Lognes",2152.54068710029
"77259","Longperrier",7437.15475042518
"77260","Longueville",15617.3681762448
"77261","Lorrez-le-Bocage-Preaux",14536.4418294064
"77262","Louan-Villegruis-Fontaine",24946.7335280127
"77263","Luisetaines",15121.188495369
"77264","Lumigny-Nesles-Ormeaux",11290.5109584338
"77265","Luzancy",13044.249361074
"77266","Machault",8897.39157558615
"77267","La Madeleine-sur-Loing",14785.4948522812
"77268","Magny-le-Hongre",4348.30211238884
"77269","Maincy",4586.22180997297
"77270","Maisoncelles-en-Brie",8624.89288219039
"77271","Maisoncelles-en-Gatinais",17777.7938283535
"77272","Maison-Rouge",14353.6010354081
"77273","Marchemoret",8756.76587542687
"77274","Marcilly",8115.57964245465
"77275","Les Marets",17519.8035431051
"77276","Mareuil-les-Meaux",4297.83966035942
"77277","Marles-en-Brie",10225.0439450556
"77278","Marolles-en-Brie",12032.6330102743
"77279","Marolles-sur-Seine",12874.2506119896
"77280","Mary-sur-Marne",9512.17519146712
"77281","Mauperthuis",10834.553727201
"77282","Mauregard",5292.95309117915
"77283","May-en-Multien",12576.4806142459
"77284","Meaux",0
"77285","Le Mee-sur-Seine",1953.97339234819
"77286","Meigneux",13749.1189558261
"77287","Meilleray",21090.684316797
"77288","Melun",987.916890776365
"77289","Melz-sur-Seine",22143.7975383646
"77290","Mery-sur-Marne",13770.1563778806
"77291","Le Mesnil-Amelot",5167.50606751035
"77292","Messy",5959.9567392759
"77293","Misy-sur-Yonne",15308.788785194
"77294","Mitry-Mory",3554.91292692432
"77295","Moisenay",6579.76574018974
"77296","Moissy-Cramayel",3670.31688227173
"77297","Mondreville",20620.3039529962
"77298","Mons-en-Montois",14043.0506178749
"77299","Montarlot",9155.62519096729
"77300","Montceaux-les-Meaux",6840.0652962378
"77301","Montceaux-les-Provins",22399.1334323558
"77302","Montcourt-Fromonville",10365.8619433119
"77303","Montdauphin",21336.0101718056
"77304","Montenils",24195.3238994924
"77305","Montereau-Fault-Yonne",10556.466434737
"77306","Montereau-sur-le-Jard",5424.01320786991
"77307","Montevrain",3432.88020646849
"77308","Montge-en-Goele",7999.43343003848
"77309","Monthyon",6940.97687167273
"77310","Montigny-le-Guesdier",19698.4840180198
"77311","Montigny-Lencoup",12886.4315395994
"77312","Montigny-sur-Loing",8954.57982239865
"77313","Montmachoux",13455.2182760542
"77314","Montolivet",21843.4061102217
"77315","Montry",4800.35454751785
"77316","Moret-sur-Loing",8464.96144856997
"77317","Mormant",10989.4583305166
"77318","Mortcerf",9175.92467133465
"77319","Mortery",15977.3520424765
"77320","Mouroux",9781.13075908996
"77321","Mousseaux-les-Bray",18375.9434004835
"77322","Moussy-le-Neuf",7219.55461128246
"77323","Moussy-le-Vieux",6521.17610360096
"77325","Mouy-sur-Seine",17631.5274951057
"77326","Nandy",3339.38122291569
"77327","Nangis",13405.703108401
"77328","Nanteau-sur-Essonne",15766.8746764281
"77329","Nanteau-sur-Lunain",12148.3223544524
"77330","Nanteuil-les-Meaux",3912.56499193443
"77331","Nanteuil-sur-Marne",14734.6872832088
"77332","Nantouillet",6770.34201124302
"77333","Nemours",11736.7254079681
"77335","Chauconin-Neufmontiers",5423.91931845724
"77336","Neufmoutiers-en-Brie",7762.6881674313
"77337","Noisiel",1498.92813353258
"77338","Noisy-Rudignon",10920.7087778024
"77339","Noisy-sur-Ecole",12416.5528178796
"77340","Nonville",10535.265817638
"77341","Noyen-sur-Seine",20841.4613669428
"77342","Obsonville",17042.7245925146
"77343","Ocquerre",11177.1461402062
"77344","Oissery",10253.9702948456
"77345","Orly-sur-Morin",12676.4772006605
"77347","Les Ormes-sur-Voulzie",16118.6015428564
"77348","Ormesson",13347.1835834511
"77349","Othis",8466.09405234964
"77350","Ozoir-la-Ferriere",3961.24305012777
"77352","Ozouer-le-Voulgis",8617.9835000042
"77353","Paley",13493.422378855
"77354","Pamfou",9894.27438424005
"77355","Paroy",15109.5894830048
"77356","Passy-sur-Seine",21771.3272665116
"77357","Pecy",14024.0154848557
"77358","Penchard",5266.94725299408
"77359","Perthes",7234.10394788143
"77360","Pezarches",11147.2903591273
"77361","Pierre-Levee",8729.48956651304
"77363","Le Pin",3147.81558451883
"77364","Le Plessis-aux-Bois",7694.70986783537
"77365","Le Plessis-Feu-Aussoux",12541.247411593
"77366","Le Plessis-l'Eveque",7561.06751032008
"77367","Le Plessis-Placy",10571.4993088355
"77368","Poigny",16690.1946214917
"77369","Poincy",3712.931610282
"77370","Poligny",12750.3769408671
"77371","Pommeuse",9533.66857119276
"77372","Pomponne",3257.83388951702
"77373","Pontault-Combault",2509.95055796189
"77374","Pontcarre",4113.82041980418
"77376","Precy-sur-Marne",5885.27293424276
"77377","Presles-en-Brie",7090.38123333413
"77378","Pringy",5433.52748238427
"77379","Provins",17020.1904237604
"77380","Puisieux",10300.1350800342
"77381","Quiers",12709.1591477304
"77382","Quincy-Voisins",5279.09874223065
"77383","Rampillon",13846.4272490154
"77384","Reau",4343.92252916118
"77385","Rebais",12457.2836508185
"77386","Recloses",10657.340836438
"77387","Remauville",14119.1357739533
"77388","Reuil-en-Brie",11864.6827829677
"77389","La Rochette",3838.29886210849
"77390","Roissy-en-Brie",3021.39132473835
"77391","Rouilly",17009.2478692817
"77392","Rouvres",8704.60707817064
"77393","Rozay-en-Brie",12115.8839043913
"77394","Rubelles",3919.06448701686
"77395","Rumont",16602.6989728608
"77396","Rupereux",17939.6595020269
"77397","Saacy-sur-Marne",13537.8815365059
"77398","Sablonnieres",15143.1543359684
"77399","Saint-Ange-le-Viel",13092.8969938513
"77400","Saint-Augustin",10338.9962202825
"77401","Sainte-Aulde",13637.1267489017
"77402","Saint-Barthelemy",18580.0874495905
"77403","Saint-Brice",18535.0184616759
"77404","Sainte-Colombe",16132.2914300653
"77405","Saint-Cyr-sur-Morin",11227.1245443116
"77406","Saint-Denis-les-Rebais",11426.0673540863
"77407","Saint-Fargeau-Ponthierry",5214.96447899597
"77408","Saint-Fiacre",5635.12711648197
"77409","Saint-Germain-Laval",11460.7467394202
"77410","Saint-Germain-Laxis",5952.36698624954
"77411","Saint-Germain-sous-Doue",10206.0046767582
"77412","Saint-Germain-sur-Ecole",8036.45451416446
"77413","Saint-Germain-sur-Morin",5045.75581285543
"77414","Saint-Hilliers",16187.252909701
"77415","Saint-Jean-les-Deux-Jumeaux",8026.59571284528
"77416","Saint-Just-en-Brie",14544.7223620724
"77417","Saint-Leger",14053.5335197217
"77418","Saint-Loup-de-Naud",15137.830451346
"77419","Saint-Mammes",8016.36129589887
"77420","Saint-Mard",7661.53648747055
"77421","Saint-Mars-Vieux-Maisons",17269.9564976692
"77423","Saint-Martin-des-Champs",17452.7939326586
"77424","Saint-Martin-du-Boschet",21623.556293112
"77425","Saint-Martin-en-Biere",9038.50735801324
"77426","Saint-Mery",10044.8855550022
"77427","Saint-Mesmes",6780.81574523361
"77428","Saint-Ouen-en-Brie",11892.7969877986
"77429","Saint-Ouen-sur-Morin",11947.0585566392
"77430","Saint-Pathus",10264.3023749733
"77431","Saint-Pierre-les-Nemours",12215.4767798382
"77432","Saint-Remy-la-Vanne",13223.6726599848
"77433","Saints",11155.4788636255
"77434","Saint-Sauveur-les-Bray",16140.9234842925
"77435","Saint-Sauveur-sur-Ecole",6415.89956452774
"77436","Saint-Simeon",11872.3537171095
"77437","Saint-Soupplets",8425.55763344414
"77438","Saint-Thibault-des-Vignes",2806.24210771527
"77439","Salins",12118.5713587251
"77440","Sammeron",9261.14010858649
"77441","Samois-sur-Seine",7594.1164219967
"77442","Samoreau",7545.73981467619
"77443","Sancy",7715.74282580009
"77444","Sancy-les-Provins",20143.8549412856
"77445","Savigny-le-Temple",3089.15972027308
"77446","Savins",14892.156574596
"77447","Seine-Port",4180.23760872651
"77448","Sept-Sorts",10097.6136016272
"77449","Serris",4103.32894731543
"77450","Servon",4192.85803509682
"77451","Signy-Signets",9036.44240296634
"77452","Sigy",14507.9061987382
"77453","Sivry-Courtry",6926.80892983805
"77454","Sognolles-en-Montois",14146.2334408284
"77455","Soignolles-en-Brie",7517.86098092951
"77456","Soisy-Bouy",17764.5326289392
"77457","Solers",7834.08233837013
"77458","Souppes-sur-Loing",15842.9707004938
"77459","Sourdun",20069.3329142736
"77460","Tancrou",10389.5132328397
"77461","Thenisy",14537.8519032169
"77462","Thieux",5977.8895076308
"77463","Thomery",7509.3400506633
"77464","Thorigny-sur-Marne",3635.12198947014
"77465","Thoury-Ferottes",12829.4930643775
"77466","Tigeaux",7865.38408885387
"77467","La Tombe",14620.4324969346
"77468","Torcy",2042.04526203746
"77469","Touquin",11853.5176830636
"77470","Tournan-en-Brie",7544.18243019063
"77471","Tousson",14419.6011633547
"77472","La Tretoire",13077.4658256791
"77473","Treuzy-Levelay",11183.3185640504
"77474","Trilbardou",5932.83300408012
"77475","Trilport",5368.80161458741
"77476","Trocy-en-Multien",9335.83739909002
"77477","Ury",11675.9601603718
"77478","Ussy-sur-Marne",9556.02752677695
"77479","Vaires-sur-Marne",2408.74950906656
"77480","Valence-en-Brie",9717.34134852328
"77481","Vanville",14156.9770305346
"77482","Varennes-sur-Seine",9844.96951946344
"77483","Varreddes",6203.98410519251
"77484","Vaucourtois",6848.73393510088
"77485","Le Vaudoue",13203.8765891543
"77486","Vaudoy-en-Brie",13330.7779587254
"77487","Vaux-le-Penil",4071.69501660997
"77489","Vaux-sur-Lunain",17549.1090467556
"77490","Vendrest",13081.8596596357
"77491","Veneux-les-Sablons",7911.7897701553
"77492","Verdelot",18738.3236426138
"77493","Verneuil-l'Etang",10116.8244433052
"77494","Vernou-la-Celle-sur-Seine",8262.54453202384
"77495","Vert-Saint-Denis",3515.30164752645
"77496","Vieux-Champagne",14544.7503417536
"77498","Vignely",5506.05665526743
"77500","Villebeon",17500.2747434273
"77501","Villecerf",9895.02292885994
"77504","Villemarechal",12319.2831268072
"77505","Villemareuil",7004.08192346632
"77506","Villemer",10495.6481357533
"77507","Villenauxe-la-Petite",21395.8790305384
"77508","Villeneuve-le-Comte",6756.30062995796
"77509","Villeneuve-les-Bordes",12945.5577496544
"77510","Villeneuve-Saint-Denis",5616.1298670356
"77511","Villeneuve-sous-Dammartin",6050.56572620791
"77512","Villeneuve-sur-Bellot",17088.425147678
"77513","Villenoy",4304.22093226044
"77514","Villeparisis",2976.65561320601
"77515","Villeroy",7072.12594111582
"77516","Ville-Saint-Jacques",9856.17888314637
"77517","Villevaude",3735.38486421729
"77518","Villiers-en-Biere",5222.24678946757
"77519","Villiers-Saint-Georges",20909.1903969797
"77520","Villiers-sous-Grez",11270.651164074
"77521","Villiers-sur-Morin",6187.57568260432
"77522","Villiers-sur-Seine",22660.2437385605
"77523","Villuis",23213.54280751
"77524","Vimpelles",15086.6010231677
"77525","Vinantes",7609.29444334596
"77526","Vincy-Manoeuvre",11606.744649191
"77527","Voinsles",12887.0938603444
"77528","Voisenon",3774.54401818179
"77529","Voulangis",7177.60205778066
"77530","Voulton",18497.1088243773
"77531","Voulx",14312.2545987864
"77532","Vulaines-les-Provins",15295.5630235779
"77533","Vulaines-sur-Seine",7642.14830018833
"77534","Yebles",8589.42309403475
"78003","Ablis",14733.569681747
"78005","Acheres",2859.61874454374
"78006","Adainville",14161.196946043
"78007","Aigremont",4436.06062475185
"78009","Allainville",15415.2912214528
"78010","Les Alluets-le-Roi",6223.16374918459
"78013","Andelu",8015.71907405708
"78015","Andresy",2923.85558661132
"78020","Arnouville-les-Mantes",7550.5713743719
"78029","Aubergenville",5001.49549630505
"78030","Auffargis",7760.6575634563
"78031","Auffreville-Brasseuil",4465.59450202215
"78033","Aulnay-sur-Mauldre",6273.18112910916
"78034","Auteuil",8060.90551680169
"78036","Autouillet",8651.45952209652
"78043","Bailly",3223.15395368362
"78048","Bazainville",12709.4243444235
"78049","Bazemont",5952.7661766812
"78050","Bazoches-sur-Guyonne",6304.95718023548
"78053","Behoust",10578.9406889412
"78057","Bennecourt",9700.5919943746
"78062","Beynes",6899.36323851122
"78068","Blaru",14174.0614977457
"78070","Boinville-en-Mantois",6338.96874282189
"78071","Boinville-le-Gaillard",15445.4482546777
"78072","Boinvilliers",7693.11855204142
"78073","Bois-d'Arcy",2715.42977623287
"78076","Boissets",12906.8407266446
"78077","La Boissiere-Ecole",14637.554516453
"78082","Boissy-Mauvoisin",8263.8351636758
"78084","Boissy-sans-Avoir",8549.78192728636
"78087","Bonnelles",9081.18433794424
"78089","Bonnieres-sur-Seine",8667.85823384206
"78090","Bouafle",4512.51350884677
"78092","Bougival",2524.16955064277
"78096","Bourdonne",13951.2398257444
"78104","Breuil-Bois-Robert",5349.21991344637
"78107","Breval",10567.1995018739
"78108","Les Breviaires",8341.32084483575
"78113","Brueil-en-Vexin",6189.88925235896
"78117","Buc",3316.55772271316
"78118","Buchelay",3410.46863562115
"78120","Bullion",9625.77132798883
"78123","Carrieres-sous-Poissy",2992.40515780277
"78124","Carrieres-sur-Seine",1024.37429078384
"78125","La Celle-les-Bordes",9225.39233879705
"78126","La Celle-Saint-Cloud",2612.46672535422
"78128","Cernay-la-Ville",8183.66064851624
"78133","Chambourcy",4204.47875888203
"78138","Chanteloup-les-Vignes",3036.94413455515
"78140","Chapet",3973.9560367721
"78143","Chateaufort",4533.09940001862
"78146","Chatou",2188.3913198283
"78147","Chaufour-les-Bonnieres",13337.0459053329
"78152","Chavenay",4479.73858293222
"78158","Le Chesnay",2304.09063270058
"78160","Chevreuse",5879.15009157423
"78162","Choisel",7772.49526766979
"78163","Civry-la-Foret",11746.4197401256
"78164","Clairefontaine-en-Yvelines",10194.1783693004
"78165","Les Clayes-sous-Bois",2882.72491548996
"78168","Coignieres",4393.10052987862
"78171","Conde-sur-Vesgre",13467.4985820008
"78172","Conflans-Sainte-Honorine",2549.5880563944
"78185","Courgent",9157.86039431453
"78188","Cravent",13196.8721378353
"78189","Crespieres",6435.68948894113
"78190","Croissy-sur-Seine",2519.03459711007
"78192","Dammartin-en-Serve",9324.66884335483
"78193","Dampierre-en-Yvelines",6346.15906426907
"78194","Dannemarie",15526.2067182641
"78196","Davron",5592.93010973054
"78202","Drocourt",7280.26448689958
"78206","Ecquevilly",5106.86190629137
"78208","Elancourt",2315.14230809576
"78209","Emance",15480.8239846491
"78217","Epone",5628.26336011165
"78220","Les Essarts-le-Roi",6467.60809228311
"78224","L'Etang-la-Ville",3937.83320328684
"78227","Evecquemont",4127.35551212864
"78230","La Falaise",5996.54487052238
"78231","Favrieux",6717.11460166074
"78233","Feucherolles",5512.78457898944
"78234","Flacourt",7424.45723655332
"78236","Flexanville",9800.18261748044
"78237","Flins-Neuve-Eglise",11598.5502803532
"78238","Flins-sur-Seine",4470.1567234056
"78239","Follainville-Dennemont",4446.00795480883
"78242","Fontenay-le-Fleury",2883.84337944795
"78245","Fontenay-Mauvoisin",5622.7456763131
"78246","Fontenay-Saint-Pere",5506.59612662518
"78251","Fourqueux",4035.75433094074
"78255","Freneuse",8264.2447818491
"78261","Gaillon-sur-Montcient",5428.10968691134
"78262","Galluis",8715.58871747863
"78263","Gambais",12859.4425442567
"78264","Gambaiseuil",11206.5457498418
"78265","Garancieres",9984.27229071277
"78267","Gargenville",5157.89581544129
"78269","Gazeran",12279.7331056105
"78276","Gommecourt",10201.9712686259
"78278","Goupillieres",8570.46861412022
"78281","Goussonville",6623.64000299572
"78283","Grandchamp",16176.2152668766
"78285","Gressey",13556.3379120886
"78289","Grosrouvre",10091.2930157765
"78290","Guernes",5372.5115019729
"78291","Guerville",4769.94466858983
"78296","Guitrancourt",5055.77356489293
"78297","Guyancourt",2850.28106180715
"78299","Hardricourt",4627.79383850292
"78300","Hargeville",8191.55838401589
"78302","La Hauteville",15953.2747259836
"78305","Herbeville",6836.83321343685
"78307","Hermeray",14890.1331493943
"78310","Houdan",15135.0721591907
"78311","Houilles",695.027342794526
"78314","Issou",4731.01824358548
"78317","Jambville",7296.59801692694
"78320","Jeufosse",10901.0289566499
"78321","Jouars-Pontchartrain",3799.97185609363
"78322","Jouy-en-Josas",3551.83381513794
"78324","Jouy-Mauvoisin",4987.11297896667
"78325","Jumeauville",7584.42727826721
"78327","Juziers",5098.22684359059
"78329","Lainville-en-Vexin",8102.7980042105
"78334","Levis-Saint-Nom",5324.15636968759
"78335","Limay",3522.49189361586
"78337","Limetz-Villez",11299.3056500932
"78343","Les Loges-en-Josas",3768.52931207337
"78344","Lommoye",11331.3711477585
"78346","Longnes",10119.1356074717
"78349","Longvilliers",10424.3456350077
"78350","Louveciennes",2802.83898469191
"78354","Magnanville",3834.47277972586
"78356","Magny-les-Hameaux",3973.74283548347
"78358","Maisons-Laffitte",2519.84982169242
