"ID","NAMES","intermediaires_AsTheCowRolls_POT_0"
"91441","Nainville-les-Roches",71
"91457","La Norville",664
"91458","Nozay",758
"91461","Ollainville",665
"91463","Oncy-sur-Ecole",128
"91468","Ormoy",318
"91469","Ormoy-la-Riviere",116
"91471","Orsay",1749
"91473","Orveau",36
"91477","Palaiseau",4245
"91479","Paray-Vieille-Poste",960
"91482","Pecqueuse",92
"91494","Le Plessis-Pate",780
"91495","Plessis-Saint-Benoist",36
"91507","Prunay-sur-Essonne",48
"91508","Puiselet-le-Marais",23
"91511","Pussay",283
"91514","Quincy-sous-Senart",1056
"91519","Richarville",56
"91521","Ris-Orangis",3371
"91525","Roinville",220
"91526","Roinvilliers",16
"91533","Saclas",253
"91534","Saclay",420
"91538","Saint-Aubin",111
"91540","Saint-Cheron",725
"91544","Saint-Cyr-la-Riviere",96
"91546","Saint-Cyr-sous-Dourdan",152
"91547","Saint-Escobille",90
"91549","Sainte-Genevieve-des-Bois",4830
"91552","Saint-Germain-les-Arpajon",1268
"91553","Saint-Germain-les-Corbeil",1161
"91556","Saint-Hilaire",68
"91560","Saint-Jean-de-Beauregard",48
"91568","Saint-Maurice-Montcouronne",346
"91570","Saint-Michel-sur-Orge",3191
"91573","Saint-Pierre-du-Perray",1448
"91577","Saintry-sur-Seine",825
"91578","Saint-Sulpice-de-Favieres",36
"91579","Saint-Vrain",499
"91581","Saint-Yon",160
"91587","Saulx-les-Chartreux",763
"91589","Savigny-sur-Orge",5535
"91593","Sermaise",247
"91599","Soisy-sur-Ecole",240
"91600","Soisy-sur-Seine",1103
"91602","Souzy-la-Briche",47
"91613","Congerville-Thionville",27
"91617","Tigery",551
"91619","Torfou",24
"91629","Valpuiseaux",80
"91630","Le Val-Saint-Germain",278
"91631","Varennes-Jarcy",291
"91634","Vaugrigneuse",171
"91635","Vauhallan",247
"91639","Vayres-sur-Essonne",136
"91645","Verrieres-le-Buisson",1781
"91648","Vert-le-Grand",340
"91649","Vert-le-Petit",488
"91654","Videlles",113
"91657","Vigneux-sur-Seine",3388
"91659","Villabe",808
"91661","Villebon-sur-Yvette",1498
"91662","Villeconin",72
"91665","La Ville-du-Bois",1208
"91666","Villejust",401
"91667","Villemoisson-sur-Orge",1207
"91671","Villeneuve-sur-Auvers",108
"91679","Villiers-le-Bacle",216
"91685","Villiers-sur-Orge",680
"91687","Viry-Chatillon",4693
"91689","Wissous",1032
"91691","Yerres",4760
"91692","Les Ulis",3259
"92002","Antony",7814
"92004","Asnieres-sur-Seine",11172
"92007","Bagneux",5076
"92009","Bois-Colombes",4018
"92012","Boulogne-Billancourt",14955
"92014","Bourg-la-Reine",2383
"92019","Chatenay-Malabry",4330
"92020","Chatillon",5425
"92022","Chaville",2591
"92023","Clamart",7146
"92024","Clichy",8560
"92025","Colombes",10802
"92026","Courbevoie",12492
"92032","Fontenay-aux-Roses",3143
"92033","Garches",2111
"92035","La Garenne-Colombes",4200
"92036","Gennevilliers",4570
"92040","Issy-les-Moulineaux",9625
"92044","Levallois-Perret",9027
"92046","Malakoff",4659
"92047","Marnes-la-Coquette",93
"92048","Meudon",5602
"92049","Montrouge",7481
"92050","Nanterre",10303
"92051","Neuilly-sur-Seine",4990
"92060","Le Plessis-Robinson",4258
"92062","Puteaux",6238
"92063","Rueil-Malmaison",10799
"92064","Saint-Cloud",2886
"92071","Sceaux",2185
"92072","Sevres",2898
"92073","Suresnes",6002
"92075","Vanves",3977
"92076","Vaucresson",708
"92077","Ville-d'Avray",1066
"92078","Villeneuve-la-Garenne",2804
"93001","Aubervilliers",5957
"93005","Aulnay-sous-Bois",8191
"93006","Bagnolet",3872
"93007","Le Blanc-Mesnil",5116
"93008","Bobigny",3639
"93010","Bondy",5787
"93013","Le Bourget",1725
"93014","Clichy-sous-Bois",1946
"93015","Coubron",856
"93027","La Courneuve",2707
"93029","Drancy",7129
"93030","Dugny",1328
"93031","Epinay-sur-Seine",5405
"93032","Gagny",5415
"93033","Gournay-sur-Marne",1011
"93039","L'Ile-Saint-Denis",760
"93045","Les Lilas",3413
"93046","Livry-Gargan",6184
"93047","Montfermeil",2632
"93048","Montreuil",12922
"93049","Neuilly-Plaisance",3039
"93050","Neuilly-sur-Marne",4814
"93051","Noisy-le-Grand",9162
"93053","Noisy-le-Sec",4490
"93055","Pantin",6476
"93057","Les Pavillons-sous-Bois",3032
"93059","Pierrefitte-sur-Seine",2523
"93061","Le Pre-Saint-Gervais",2583
"93062","Le Raincy",2150
"93063","Romainville",2679
"93064","Rosny-sous-Bois",5949
"93066","Saint-Denis",10399
"93070","Saint-Ouen",6013
"93071","Sevran",4997
"93072","Stains",2886
"93073","Tremblay-en-France",4508
"93074","Vaujours",1132
"93077","Villemomble",3742
"93078","Villepinte",4368
"93079","Villetaneuse",1029
"94001","Ablon-sur-Seine",830
"94002","Alfortville",6248
"94003","Arcueil",2614
"94004","Boissy-Saint-Leger",2150
"94011","Bonneuil-sur-Marne",1762
"94015","Bry-sur-Marne",2203
"94016","Cachan",3795
"94017","Champigny-sur-Marne",9184
"94018","Charenton-le-Pont",4572
"94019","Chennevieres-sur-Marne",2338
"94021","Chevilly-Larue",2579
"94022","Choisy-le-Roi",5951
"94028","Creteil",11740
"94033","Fontenay-sous-Bois",7246
"94034","Fresnes",3724
"94037","Gentilly",2159
"94038","L'Hay-les-Roses",4135
"94041","Ivry-sur-Seine",7343
"94042","Joinville-le-Pont",2591
"94043","Le Kremlin-Bicetre",3812
"94044","Limeil-Brevannes",3217
"94046","Maisons-Alfort",8355
"94047","Mandres-les-Roses",749
"94048","Marolles-en-Brie",765
"94052","Nogent-sur-Marne",4501
"94053","Noiseau",796
"94054","Orly",2395
"94055","Ormesson-sur-Marne",1222
"94056","Perigny",428
"94058","Le Perreux-sur-Marne",4926
"94059","Le Plessis-Trevise",2723
"94060","La Queue-en-Brie",1705
"94065","Rungis",1104
"94067","Saint-Mande",3032
"94068","Saint-Maur-des-Fosses",10290
"94069","Saint-Maurice",2285
"94070","Santeny",416
"94071","Sucy-en-Brie",3605
"94073","Thiais",4445
"94074","Valenton",1236
"94075","Villecresnes",1431
"94076","Villejuif",6976
"94077","Villeneuve-le-Roi",2204
"94078","Villeneuve-Saint-Georges",3289
"94079","Villiers-sur-Marne",3755
"94080","Vincennes",7125
"94081","Vitry-sur-Seine",10089
"95002","Ableiges",166
"95008","Aincourt",184
"95011","Ambleville",61
"95012","Amenucourt",36
"95014","Andilly",396
"95018","Argenteuil",12427
"95019","Arnouville",1797
"95023","Arronville",130
"95024","Arthies",54
"95026","Asnieres-sur-Oise",446
"95028","Attainville",341
"95039","Auvers-sur-Oise",1149
"95040","Avernes",144
"95042","Baillet-en-France",361
"95046","Banthelu",25
"95051","Beauchamp",1184
"95052","Beaumont-sur-Oise",1370
"95054","Le Bellay-en-Vexin",37
"95055","Bellefontaine",80
"95056","Belloy-en-France",376
"95058","Bernes-sur-Oise",253
"95059","Berville",51
"95060","Bessancourt",1192
"95061","Bethemont-la-Foret",67
"95063","Bezons",3422
"95074","Boisemont",104
"95078","Boissy-l'Aillerie",332
"95088","Bonneuil-en-France",100
"95091","Bouffemont",967
"95094","Bouqueval",46
"95101","Bray-et-Lu",146
"95102","Breancon",43
"95110","Brignancourt",24
"95116","Bruyeres-sur-Oise",558
"95119","Buhy",57
"95120","Butry-sur-Oise",404
"95127","Cergy",8521
"95134","Champagne-sur-Oise",748
"95139","La Chapelle-en-Vexin",73
"95141","Charmont",4
"95142","Chars",293
"95144","Chatenay-en-France",4
"95149","Chaumontel",586
"95150","Chaussy",112
"95151","Chauvry",36
"95154","Chennevieres-les-Louvres",38
"95157","Cherence",11
"95166","Clery-en-Vexin",67
"95169","Commeny",71
"95170","Condecourt",102
"95176","Cormeilles-en-Parisis",3847
"95177","Cormeilles-en-Vexin",139
"95181","Courcelles-sur-Viosne",56
"95183","Courdimanche",1143
"95197","Deuil-la-Barre",3781
"95199","Domont",2409
"95203","Eaubonne",3367
"95205","Ecouen",1262
"95210","Enghien-les-Bains",1686
"95211","Ennery",401
"95212","Epiais-les-Louvres",15
"95213","Epiais-Rhus",117
"95214","Epinay-Champlatreux",16
"95218","Eragny",2535
"95219","Ermont",3835
"95229","Ezanville",1450
"95241","Fontenay-en-Parisis",304
"95250","Fosses",1473
"95252","Franconville",5114
"95253","Fremainville",49
"95254","Fremecourt",123
"95256","Frepillon",496
"95257","La Frette-sur-Seine",696
"95258","Frouville",47
"95259","Gadancourt",9
"95268","Garges-les-Gonesse",2909
"95270","Genainville",92
"95271","Genicourt",68
"95277","Gonesse",2820
"95280","Goussainville",2826
"95282","Gouzangrez",40
"95287","Grisy-les-Platres",72
"95288","Groslay",1322
"95295","Guiry-en-Vexin",37
"95298","Haravilliers",85
"95301","Haute-Isle",39
"95303","Le Heaulme",31
"95304","Hedouville",24
"95306","Herblay",4095
"95308","Herouville",100
"95309","Hodent",48
"95313","L'Isle-Adam",1632
"95316","Jagny-sous-Bois",44
"95323","Jouy-le-Moutier",2648
"95328","Labbeville",88
"95331","Lassy",32
"95341","Livilliers",68
"95348","Longuesse",80
"95351","Louvres",1525
"95352","Luzarches",806
"95353","Maffliers",342
"95355","Magny-en-Vexin",713
"95365","Mareil-en-France",133
"95369","Margency",507
"95370","Marines",549
"95371","Marly-la-Ville",933
"95379","Maudetour-en-Vexin",36
"95387","Menouville",4
"95388","Menucourt",872
"95392","Meriel",882
"95394","Mery-sur-Oise",1575
"95395","Le Mesnil-Aubry",120
"95409","Moisselles",290
"95422","Montgeroult",55
"95424","Montigny-les-Cormeilles",2445
"95426","Montlignon",394
"95427","Montmagny",1824
"95428","Montmorency",2920
"95429","Montreuil-sur-Epte",84
"95430","Montsoult",509
"95436","Mours",226
"95438","Moussy",23
"95445","Nerville-la-Foret",82
"95446","Nesles-la-Vallee",358
"95447","Neuilly-en-Vexin",34
"95450","Neuville-sur-Oise",275
"95452","Nointel",111
"95456","Noisy-sur-Oise",100
"95459","Nucourt",112
"95462","Omerville",55
"95476","Osny",2229
"95480","Parmain",908
"95483","Le Perchay",122
"95487","Persan",1150
"95488","Pierrelaye",1075
"95489","Piscop",122
"95491","Le Plessis-Bouchard",1344
"95492","Le Plessis-Gassot",4
"95493","Le Plessis-Luzarches",26
"95500","Pontoise",4120
"95504","Presles",587
"95509","Puiseux-en-France",554
"95510","Puiseux-Pontoise",91
"95523","La Roche-Guyon",75
"95527","Roissy-en-France",556
"95529","Ronquerolles",148
"95535","Sagy",204
"95539","Saint-Brice-sous-Foret",2149
"95541","Saint-Clair-sur-Epte",96
"95543","Saint-Cyr-en-Arthies",23
"95554","Saint-Gervais",180
"95555","Saint-Gratien",2868
"95563","Saint-Leu-la-Foret",2368
"95566","Saint-Martin-du-Tertre",439
"95572","Saint-Ouen-l'Aumone",3154
"95574","Saint-Prix",1056
"95580","Saint-Witz",371
"95582","Sannois",3841
"95584","Santeuil",128
"95585","Sarcelles",5051
"95592","Seraincourt",228
"95594","Seugy",195
"95598","Soisy-sous-Montmorency",2501
"95604","Survilliers",681
"95607","Taverny",4140
"95610","Themericourt",43
"95611","Theuville",0
"95612","Le Thillay",503
"95625","Us",230
"95627","Vallangoujard",76
"95628","Valmondois",225
"95633","Vaudherland",12
"95637","Vaureal",2743
"95641","Vemars",413
"95651","Vetheuil",159
"95652","Viarmes",768
"95656","Vienne-en-Arthies",57
"95658","Vigny",164
"95660","Villaines-sous-Bois",124
"95675","Villeron",182
"95676","Villers-en-Arthies",97
"95678","Villiers-Adam",124
"95680","Villiers-le-Bel",2578
"95682","Villiers-le-Sec",17
"95690","Wy-dit-Joli-Village",64
