"ID","NAMES","cadres_AsTheCrowFlies_ACC_0.01"
"77071","Chaintreaux",30925.396472802
"77072","Chalautre-la-Grande",39649.8876477918
"77073","Chalautre-la-Petite",34668.3587881271
"77075","Chalifert",7843.76962724457
"77076","Chalmaison",33040.3441102697
"77077","Chambry",15129.2504942823
"77078","Chamigny",24147.6350110318
"77079","Champagne-sur-Seine",16373.727238793
"77080","Champcenest",30355.9474149619
"77081","Champdeuil",11951.4768894732
"77082","Champeaux",14884.4507723403
"77083","Champs-sur-Marne",3409.17672667844
"77084","Changis-sur-Marne",18318.2817834163
"77085","Chanteloup-en-Brie",6229.05073306303
"77086","La Chapelle-Gauthier",16702.1130314903
"77087","La Chapelle-Iger",20213.7898047952
"77088","La Chapelle-la-Reine",20095.554986383
"77089","La Chapelle-Rablais",20649.8935894111
"77090","La Chapelle-Saint-Sulpice",28460.0338530853
"77091","Les Chapelles-Bourbon",12643.4338667698
"77093","La Chapelle-Moutils",33703.3549951359
"77094","Charmentray",10110.3092266505
"77095","Charny",10503.979471581
"77096","Chartrettes",11635.1010944428
"77097","Chartronges",28533.3806396047
"77098","Chateaubleau",25325.2803132237
"77099","Chateau-Landon",32798.0702735779
"77100","Le Chatelet-en-Brie",14444.6976590349
"77101","Chatenay-sur-Seine",27967.8583357577
"77102","Chatenoy",25983.89285325
"77103","Chatillon-la-Borde",15361.5941077276
"77104","Chatres",13000.1499843684
"77106","Chauffry",24184.0046609989
"77107","Chaumes-en-Brie",15176.584731976
"77108","Chelles",3938.11216239164
"77109","Chenoise",27813.3862525027
"77110","Chenou",31154.5434580668
"77111","Chessy",7236.98068117763
"77112","Chevrainvilliers",24914.2956962252
"77113","Chevru",25919.7160788946
"77114","Chevry-Cossigny",8415.60061926598
"77115","Chevry-en-Sereine",30562.2862439918
"77116","Choisy-en-Brie",26204.1234893308
"77117","Citry",28345.0187845269
"77118","Claye-Souilly",7863.8633672814
"77119","Clos-Fontaine",21634.6977040167
"77120","Cocherel",23739.3657909839
"77121","Collegien",5332.96274342897
"77122","Combs-la-Ville",6947.03085537034
"77123","Compans",9402.2081322639
"77124","Conches-sur-Gondoire",5792.73366238596
"77125","Conde-Sainte-Libiaire",9517.8594253192
"77126","Congis-sur-Therouanne",18451.3999284052
"77127","Coubert",10609.8578858529
"77128","Couilly-Pont-aux-Dames",10302.9513805324
"77129","Coulombs-en-Valois",27138.0783880359
"77130","Coulommes",12768.9979669303
"77131","Coulommiers",20266.4260880523
"77132","Coupvray",8063.79931650311
"77133","Courcelles-en-Bassee",26341.6454710748
"77134","Courchamp",31315.9591884915
"77135","Courpalay",19023.0993020427
"77136","Courquetaine",11778.1832514633
"77137","Courtacon",30436.7789234899
"77138","Courtomer",16933.4726551979
"77139","Courtry",5158.24928881732
"77140","Coutencon",22606.8269918158
"77141","Coutevroult",9874.50438535519
"77142","Crecy-la-Chapelle",12982.5785616563
"77143","Cregy-les-Meaux",13442.3304044685
"77144","Crevecoeur-en-Brie",14503.495571549
"77145","Crisenoy",12527.8916116512
"77146","Croissy-Beaubourg",5148.71962158898
"77147","La Croix-en-Brie",23713.6430615854
"77148","Crouy-sur-Ourcq",25660.1364224188
"77149","Cucharmoy",27891.9386754062
"77150","Cuisy",13266.6813434701
"77151","Dagny",25123.0460884107
"77152","Dammarie-les-Lys",9996.3517398691
"77153","Dammartin-en-Goele",13083.7626943378
"77154","Dammartin-sur-Tigeaux",12803.6760449122
"77155","Dampmart",7294.70942793942
"77156","Darvault",22863.6426408218
"77157","Dhuisy",26886.9253575587
"77158","Diant",29571.2582091846
"77159","Donnemarie-Dontilly",27611.948266611
"77161","Dormelles",23971.3400407587
"77162","Doue",23445.486514421
"77163","Douy-la-Ramee",18075.0113536278
"77164","Echouboulains",19872.6906797478
"77165","Les Ecrennes",17289.0818175155
"77166","Ecuelles",19447.061086059
"77167","Egligny",28684.5897576963
"77168","Egreville",33087.8851040874
"77169","Emerainville",3997.70657280502
"77170","Episy",19965.9556646357
"77171","Esbly",8872.77223992211
"77172","Esmans",25424.1278549297
"77173","Etrepilly",18345.5378403067
"77174","Everly",34070.7144419438
"77175","Evry-Gregy-sur-Yerre",8875.63005792447
"77176","Faremoutiers",17272.783338714
"77177","Favieres",9003.52256379535
"77178","Fay-les-Nemours",26312.9981046818
"77179","Fericy",14741.6821459744
"77180","Ferolles-Attilly",7138.36084513845
"77181","Ferrieres-en-Brie",6060.94794067261
"77182","La Ferte-Gaucher",30157.9622281102
"77183","La Ferte-sous-Jouarre",22641.9749696559
"77184","Flagy",25221.6575519354
"77185","Fleury-en-Biere",12990.2725767689
"77186","Fontainebleau",14080.1401422123
"77187","Fontaine-Fourches",40818.4804966072
"77188","Fontaine-le-Port",13243.3036465991
"77190","Fontains",22373.2795168194
"77191","Fontenailles",19176.6268639986
"77192","Fontenay-Tresigny",15005.7987407306
"77193","Forfry",16742.4550720907
"77194","Forges",21542.8468515637
"77195","Fouju",13178.0680338886
"77196","Fresnes-sur-Marne",9022.59207360504
"77197","Fretoy",26671.2068981362
"77198","Fromont",24819.7516073046
"77199","Fublaines",14142.1694279079
"77200","Garentreville",25875.4569568979
"77201","Gastins",21474.3804016903
"77202","La Genevraye",20298.2128565417
"77203","Germigny-l'Eveque",16543.85237973
"77204","Germigny-sous-Coulombs",27875.712718079
"77205","Gesvres-le-Chapitre",15605.4797665231
"77206","Giremoutiers",17160.2146786409
"77207","Gironville",31199.9391927177
"77208","Gouaix",35122.8465900508
"77209","Gouvernes",5410.73493790083
"77210","La Grande-Paroisse",20394.982749513
"77211","Grandpuits-Bailly-Carrois",20597.4158377809
"77212","Gravon",30296.6270896617
"77214","Gressy",8463.26216179486
"77215","Gretz-Armainvilliers",8956.22471899295
"77216","Grez-sur-Loing",20235.9309414021
"77217","Grisy-Suisnes",9562.29532845808
"77218","Grisy-sur-Seine",36899.6243111186
"77219","Guerard",14346.5480648438
"77220","Guercheville",24016.1520071342
"77221","Guermantes",5660.88826549008
"77222","Guignes",14137.6965988174
"77223","Gurcy-le-Chatel",25843.3321465352
"77224","Hautefeuille",16143.0595359882
"77225","La Haute-Maison",15783.8001864244
"77226","Hericy",14760.0962600874
"77227","Herme",36858.7416448092
"77228","Hondevilliers",30622.4141708286
"77229","La Houssaye-en-Brie",13137.7805768496
"77230","Ichy",27995.9066960845
"77231","Isles-les-Meldeuses",19057.3746349411
"77232","Isles-les-Villenoy",9833.14193554187
"77233","Iverny",12431.8563208802
"77234","Jablines",8192.61011963756
"77235","Jaignes",21169.6766060439
"77236","Jaulnes",35867.2986518223
"77237","Jossigny",7281.15664588991
"77238","Jouarre",20885.7973531428
"77239","Jouy-le-Chatel",24916.7649877885
"77240","Jouy-sur-Morin",28564.9610619935
"77241","Juilly",12019.1932455174
"77242","Jutigny",31704.9988966242
"77243","Lagny-sur-Marne",5897.98454603625
"77244","Larchant",22161.5297654294
"77245","Laval-en-Brie",21958.9527763243
"77246","Lechelle",36776.7846856251
"77247","Lescherolles",32488.7779759791
"77248","Lesches",8866.84963034753
"77249","Lesigny",5935.20206976935
"77250","Leudon-en-Brie",29049.8810011716
"77251","Lieusaint",6734.68074554935
"77252","Limoges-Fourches",10029.0249844966
"77253","Lissy",10937.3532113412
"77254","Liverdy-en-Brie",12542.7771843402
"77255","Livry-sur-Seine",10931.593275584
"77256","Lizines",28448.0911383129
"77257","Lizy-sur-Ourcq",20987.1721405852
"77258","Lognes",4398.61996993197
"77259","Longperrier",12560.2333976958
"77260","Longueville",31737.473247617
"77261","Lorrez-le-Bocage-Preaux",29196.2237498217
"77262","Louan-Villegruis-Fontaine",40282.9617777076
"77263","Luisetaines",30767.9368998022
"77264","Lumigny-Nesles-Ormeaux",17292.232240101
"77265","Luzancy",25703.8961492823
"77266","Machault",16471.0883872372
"77267","La Madeleine-sur-Loing",28330.9431117419
"77268","Magny-le-Hongre",8515.23441896519
"77269","Maincy",11168.9497177962
"77270","Maisoncelles-en-Brie",15394.0722960123
"77271","Maisoncelles-en-Gatinais",29729.4006890211
"77272","Maison-Rouge",27502.1520220138
"77273","Marchemoret",14571.5307289652
"77274","Marcilly",16635.3901121539
"77275","Les Marets",32000.6253979382
"77276","Mareuil-les-Meaux",11157.7832808894
"77277","Marles-en-Brie",14996.7857821963
"77278","Marolles-en-Brie",23838.487578231
"77279","Marolles-sur-Seine",26365.3829268917
"77280","Mary-sur-Marne",20639.3511822
"77281","Mauperthuis",18896.9713833176
"77282","Mauregard",9544.05499889207
"77283","May-en-Multien",22940.4769900018
"77284","Meaux",13383.5302377567
"77285","Le Mee-sur-Seine",9296.36595577521
"77286","Meigneux",25962.1004067278
"77287","Meilleray",35261.9811525914
"77288","Melun",9960.35103202496
"77289","Melz-sur-Seine",38512.5573735886
"77290","Mery-sur-Marne",26708.1642475713
"77291","Le Mesnil-Amelot",9325.29761809587
"77292","Messy",9422.88144140317
"77293","Misy-sur-Yonne",29845.9310596101
"77294","Mitry-Mory",7844.51356375363
"77295","Moisenay",12403.0722629038
"77296","Moissy-Cramayel",7885.84391139535
"77297","Mondreville",32091.5415043073
"77298","Mons-en-Montois",28154.0489402437
"77299","Montarlot",20695.3337623655
"77300","Montceaux-les-Meaux",16299.7576782916
"77301","Montceaux-les-Provins",37243.3381789589
"77302","Montcourt-Fromonville",20977.2896113698
"77303","Montdauphin",35356.3528452076
"77304","Montenils",37999.899417858
"77305","Montereau-Fault-Yonne",23112.8766996346
"77306","Montereau-sur-le-Jard",10073.649949534
"77307","Montevrain",6577.80736700254
"77308","Montge-en-Goele",13115.0906137875
"77309","Monthyon",13954.3457362504
"77310","Montigny-le-Guesdier",35799.8262781723
"77311","Montigny-Lencoup",25304.5786402977
"77312","Montigny-sur-Loing",18449.3084638966
"77313","Montmachoux",27551.1212218941
"77314","Montolivet",35812.6135055735
"77315","Montry",8917.32251952465
"77316","Moret-sur-Loing",18462.666969064
"77317","Mormant",17338.768289958
"77318","Mortcerf",13547.9624240072
"77319","Mortery",30577.9322043228
"77320","Mouroux",18227.8357334457
"77321","Mousseaux-les-Bray",34516.5003088223
"77322","Moussy-le-Neuf",12573.5318174598
"77323","Moussy-le-Vieux",11512.5430036333
"77325","Mouy-sur-Seine",34088.0690905348
"77326","Nandy",7467.966668874
"77327","Nangis",22069.6448573228
"77328","Nanteau-sur-Essonne",21118.8654578779
"77329","Nanteau-sur-Lunain",25997.6576733382
"77330","Nanteuil-les-Meaux",12416.2608077173
"77331","Nanteuil-sur-Marne",27768.028823046
"77332","Nantouillet",10878.3614593091
"77333","Nemours",24061.6832658977
"77335","Chauconin-Neufmontiers",12083.765281502
"77336","Neufmoutiers-en-Brie",11092.9644243439
"77337","Noisiel",3951.56012394848
"77338","Noisy-Rudignon",24335.4347194478
"77339","Noisy-sur-Ecole",16896.2285782391
"77340","Nonville",22622.1571157308
"77341","Noyen-sur-Seine",37634.0099654033
"77342","Obsonville",27176.6653637994
"77343","Ocquerre",22589.2260270522
"77344","Oissery",16950.039001583
"77345","Orly-sur-Morin",26472.9714126156
"77347","Les Ormes-sur-Voulzie",32552.1857290522
"77348","Ormesson",25085.3250850425
"77349","Othis",14078.8424594789
"77350","Ozoir-la-Ferriere",7318.67139544906
"77352","Ozouer-le-Voulgis",13000.6033758161
"77353","Paley",27979.1772472337
"77354","Pamfou",17031.7360790584
"77355","Paroy",30943.3397672102
"77356","Passy-sur-Seine",38340.6818235279
"77357","Pecy",23018.2206979692
"77358","Penchard",13606.7151301031
"77359","Perthes",11266.5215126162
"77360","Pezarches",17821.658884117
"77361","Pierre-Levee",17284.5106994137
"77363","Le Pin",5594.47108010563
"77364","Le Plessis-aux-Bois",12354.8444280751
"77365","Le Plessis-Feu-Aussoux",20377.0013912343
"77366","Le Plessis-l'Eveque",13001.2207975643
"77367","Le Plessis-Placy",20705.8747820679
"77368","Poigny",32726.4627023699
"77369","Poincy",14924.7578467986
"77370","Poligny",26638.270475943
"77371","Pommeuse",16511.2021855016
"77372","Pomponne",5684.40282681793
"77373","Pontault-Combault",5048.04593515311
"77374","Pontcarre",6717.91588351594
"77376","Precy-sur-Marne",9093.22552209475
"77377","Presles-en-Brie",10580.4688121999
"77378","Pringy",9566.79805183497
"77379","Provins",32770.2361207273
"77380","Puisieux",19155.6919152888
"77381","Quiers",19826.9605792362
"77382","Quincy-Voisins",10859.3631340563
"77383","Rampillon",24639.9063288457
"77384","Reau",8587.1030388753
"77385","Rebais",26533.2548610438
"77386","Recloses",17951.3037764641
"77387","Remauville",28861.757149815
"77388","Reuil-en-Brie",24364.9135339462
"77389","La Rochette",10469.3845824926
"77390","Roissy-en-Brie",5799.94294901353
"77391","Rouilly",32290.6303572446
"77392","Rouvres",14468.0287030891
"77393","Rozay-en-Brie",18492.8673021107
"77394","Rubelles",10356.3275102344
"77395","Rumont",23702.4421873139
"77396","Rupereux",32909.3681503504
"77397","Saacy-sur-Marne",26802.6679477139
"77398","Sablonnieres",29553.1246405762
"77399","Saint-Ange-le-Viel",27192.3424623473
"77400","Saint-Augustin",18077.2436857114
"77401","Sainte-Aulde",26161.2127202558
"77402","Saint-Barthelemy",32789.8981971936
"77403","Saint-Brice",34504.908722
"77404","Sainte-Colombe",32209.9814382915
"77405","Saint-Cyr-sur-Morin",24057.2107434369
"77406","Saint-Denis-les-Rebais",25026.9529114591
"77407","Saint-Fargeau-Ponthierry",8648.63235160256
"77408","Saint-Fiacre",14224.3003358544
"77409","Saint-Germain-Laval",23911.9605201452
"77410","Saint-Germain-Laxis",11111.5735817554
"77411","Saint-Germain-sous-Doue",22064.89940506
"77412","Saint-Germain-sur-Ecole",11783.156917478
"77413","Saint-Germain-sur-Morin",9423.8558643232
"77414","Saint-Hilliers",30321.8976099021
"77415","Saint-Jean-les-Deux-Jumeaux",17603.2266727553
"77416","Saint-Just-en-Brie",25324.4760036091
"77417","Saint-Leger",28346.9469809214
"77418","Saint-Loup-de-Naud",30436.9820652425
"77419","Saint-Mammes",17670.7338949488
"77420","Saint-Mard",12738.912985252
"77421","Saint-Mars-Vieux-Maisons",31203.9774253199
"77423","Saint-Martin-des-Champs",31442.45443362
"77424","Saint-Martin-du-Boschet",36102.1981052249
"77425","Saint-Martin-en-Biere",13191.4430586396
"77426","Saint-Mery",15785.6252042853
"77427","Saint-Mesmes",10490.9160208475
"77428","Saint-Ouen-en-Brie",18745.7114748104
"77429","Saint-Ouen-sur-Morin",25368.8766618726
"77430","Saint-Pathus",16402.1365411813
"77431","Saint-Pierre-les-Nemours",23418.6701367074
"77432","Saint-Remy-la-Vanne",27122.6911197186
"77433","Saints",19940.7695835619
"77434","Saint-Sauveur-les-Bray",32235.4189998961
"77435","Saint-Sauveur-sur-Ecole",10443.9390333442
"77436","Saint-Simeon",25031.013543325
"77437","Saint-Soupplets",14792.108318271
"77438","Saint-Thibault-des-Vignes",5232.36695251019
"77439","Salins",24372.9586665624
"77440","Sammeron",19952.6401828341
"77441","Samois-sur-Seine",13311.512821403
"77442","Samoreau",14906.3948431168
"77443","Sancy",13929.0780342174
"77444","Sancy-les-Provins",34851.6928034787
"77445","Savigny-le-Temple",7701.93928795529
"77446","Savins",30447.240166024
"77447","Seine-Port",8205.2628533408
"77448","Sept-Sorts",21202.9133174438
"77449","Serris",7774.24258009632
"77450","Servon",6276.90872954351
"77451","Signy-Signets",18736.628602446
"77452","Sigy",29596.3278296502
"77453","Sivry-Courtry",12819.8484968782
"77454","Sognolles-en-Montois",28118.5720132549
"77455","Soignolles-en-Brie",11027.3171396769
"77456","Soisy-Bouy",34423.2676415145
"77457","Solers",11460.3027754322
"77458","Souppes-sur-Loing",30277.4187443056
"77459","Sourdun",36366.0185049503
"77460","Tancrou",22102.7330252259
"77461","Thenisy",29799.8479297414
"77462","Thieux",10478.4026230478
"77463","Thomery",15766.6328828906
"77464","Thorigny-sur-Marne",6521.62073066486
"77465","Thoury-Ferottes",26752.5051330824
"77466","Tigeaux",12238.960800843
"77467","La Tombe",28947.6112363329
"77468","Torcy",4776.84964295571
"77469","Touquin",19511.3752448055
"77470","Tournan-en-Brie",10863.588224363
"77471","Tousson",19431.5235301996
"77472","La Tretoire",27356.9088904239
"77473","Treuzy-Levelay",24184.6797309207
"77474","Trilbardou",10419.0331065186
"77475","Trilport",15735.8506257814
"77476","Trocy-en-Multien",19406.2730191822
"77477","Ury",18128.0826175449
"77478","Ussy-sur-Marne",20803.8634143969
"77479","Vaires-sur-Marne",4619.96224891062
"77480","Valence-en-Brie",18576.6082049085
"77481","Vanville",25997.219335049
"77482","Varennes-sur-Seine",22677.1789955669
"77483","Varreddes",16436.9682571899
"77484","Vaucourtois",13863.913027793
"77485","Le Vaudoue",18514.423684412
"77486","Vaudoy-en-Brie",22320.0404235585
"77487","Vaux-le-Penil",11032.8714629464
"77489","Vaux-sur-Lunain",32570.5599859701
"77490","Vendrest",24857.405411915
"77491","Veneux-les-Sablons",17220.8359376894
"77492","Verdelot",32945.6393328792
"77493","Verneuil-l'Etang",15254.6705915867
"77494","Vernou-la-Celle-sur-Seine",18098.1004814994
"77495","Vert-Saint-Denis",8745.00406764789
"77496","Vieux-Champagne",26307.6794188597
"77498","Vignely",10041.3844604149
"77500","Villebeon",32612.8525033067
"77501","Villecerf",21680.8484095024
"77504","Villemarechal",26101.1902756321
"77505","Villemareuil",15349.8776080844
"77506","Villemer",22688.1062663507
"77507","Villenauxe-la-Petite",37874.4339098157
"77508","Villeneuve-le-Comte",10354.5265988194
"77509","Villeneuve-les-Bordes",23599.3342035792
"77510","Villeneuve-Saint-Denis",8694.09417667469
"77511","Villeneuve-sous-Dammartin",10784.8674053677
"77512","Villeneuve-sur-Bellot",31369.1125656837
"77513","Villenoy",11228.2778860325
"77514","Villeparisis",6231.60008078977
"77515","Villeroy",11507.7319062607
"77516","Ville-Saint-Jacques",22560.6390246366
"77517","Villevaude",6208.80865770306
"77518","Villiers-en-Biere",10420.0334508816
"77519","Villiers-Saint-Georges",36155.2175692705
"77520","Villiers-sous-Grez",19724.2512428787
"77521","Villiers-sur-Morin",10638.2584353211
"77522","Villiers-sur-Seine",39126.795505833
"77523","Villuis",39621.5431983128
"77524","Vimpelles",30445.6260128765
"77525","Vinantes",11738.4924494219
"77526","Vincy-Manoeuvre",20982.0011823495
"77527","Voinsles",20385.0748961856
"77528","Voisenon",9852.0875941934
"77529","Voulangis",11556.6334279549
"77530","Voulton",33941.5933130645
"77531","Voulx",28581.1870072836
"77532","Vulaines-les-Provins",30039.6591631182
"77533","Vulaines-sur-Seine",14465.8499490209
"77534","Yebles",13088.6418739852
"78003","Ablis",18381.0076866523
"78005","Acheres",3991.49389819969
"78006","Adainville",17224.8855770182
"78007","Aigremont",5187.31691127291
"78009","Allainville",20292.0888637082
"78010","Les Alluets-le-Roi",7710.63879182863
"78013","Andelu",10424.0317576104
"78015","Andresy",4364.6228143189
"78020","Arnouville-les-Mantes",12708.5673193712
"78029","Aubergenville",9091.6035602244
"78030","Auffargis",9737.66042707105
"78031","Auffreville-Brasseuil",13069.6666390429
"78033","Aulnay-sur-Mauldre",9502.34778225992
"78034","Auteuil",10090.0566450669
"78036","Autouillet",10721.2471935795
"78043","Bailly",3363.62723201222
"78048","Bazainville",15598.6687372834
"78049","Bazemont",8552.9211296159
"78050","Bazoches-sur-Guyonne",8481.00193782598
"78053","Behoust",13194.8438656831
"78057","Bennecourt",20722.8549311452
"78062","Beynes",8507.4215243121
"78068","Blaru",24934.7502597711
"78070","Boinville-en-Mantois",11702.04761904
"78071","Boinville-le-Gaillard",19608.450783024
"78072","Boinvilliers",14675.6930068847
"78073","Bois-d'Arcy",3662.95219146148
"78076","Boissets",18290.399505898
"78077","La Boissiere-Ecole",17777.8213321972
"78082","Boissy-Mauvoisin",18447.0945568841
"78084","Boissy-sans-Avoir",10628.7212172393
"78087","Bonnelles",10314.8550083819
"78089","Bonnieres-sur-Seine",20105.7819762359
"78090","Bouafle",7771.48140813161
"78092","Bougival",2536.49474841766
"78096","Bourdonne",16882.069025925
"78104","Breuil-Bois-Robert",12757.6531318705
"78107","Breval",20346.7726873632
"78108","Les Breviaires",10785.2035148434
"78113","Brueil-en-Vexin",10957.7833537731
"78117","Buc",3488.93458591813
"78118","Buchelay",14598.7159645308
"78120","Bullion",10801.3524565769
"78123","Carrieres-sous-Poissy",4528.49729452307
"78124","Carrieres-sur-Seine",2266.80999904161
"78125","La Celle-les-Bordes",10707.2065916967
"78126","La Celle-Saint-Cloud",2648.44238408002
"78128","Cernay-la-Ville",9297.06038849281
"78133","Chambourcy",4801.51056756649
"78138","Chanteloup-les-Vignes",4554.29297597487
"78140","Chapet",6390.69619164609
"78143","Chateaufort",4751.03759083501
"78146","Chatou",2227.60055085819
"78147","Chaufour-les-Bonnieres",24013.9050565482
"78152","Chavenay",5532.78302611349
"78158","Le Chesnay",2509.13775653521
"78160","Chevreuse",6326.50771668323
"78162","Choisel",8212.82705366176
"78163","Civry-la-Foret",17011.0105562282
"78164","Clairefontaine-en-Yvelines",12633.7672427871
"78165","Les Clayes-sous-Bois",4601.70100325855
"78168","Coignieres",6800.76250187561
"78171","Conde-sur-Vesgre",16368.0982412818
"78172","Conflans-Sainte-Honorine",4111.86492798679
"78185","Courgent",15015.9182220058
"78188","Cravent",23547.6374734772
"78189","Crespieres",7615.04317401991
"78190","Croissy-sur-Seine",2399.1058809329
"78192","Dammartin-en-Serve",16544.384539645
"78193","Dampierre-en-Yvelines",7647.27330287037
"78194","Dannemarie",18664.1611159796
"78196","Davron",6607.70084995546
"78202","Drocourt",13105.8569060021
"78206","Ecquevilly",7203.04424675747
"78208","Elancourt",4571.63512984296
"78209","Emance",18939.136873671
"78217","Epone",10104.6753696782
"78220","Les Essarts-le-Roi",8551.69822810338
"78224","L'Etang-la-Ville",3951.85111847118
"78227","Evecquemont",6871.27598000022
"78230","La Falaise",9877.4412099216
"78231","Favrieux",15519.3127984398
"78233","Feucherolles",6008.74142313472
"78234","Flacourt",15453.8391298611
"78236","Flexanville",12520.1270926199
"78237","Flins-Neuve-Eglise",18493.0322620524
"78238","Flins-sur-Seine",8425.90039220798
"78239","Follainville-Dennemont",14081.3472966899
"78242","Fontenay-le-Fleury",3525.89071454311
"78245","Fontenay-Mauvoisin",15392.1267182421
"78246","Fontenay-Saint-Pere",12722.3610033548
"78251","Fourqueux",4166.048200768
"78255","Freneuse",19031.262919566
"78261","Gaillon-sur-Montcient",8700.47853082642
"78262","Galluis",10820.6969854654
"78263","Gambais",15544.6323552033
"78264","Gambaiseuil",13708.9249527541
"78265","Garancieres",12066.8949985745
"78267","Gargenville",10298.6315392034
"78269","Gazeran",15496.8209752899
"78276","Gommecourt",20538.7548014851
"78278","Goupillieres",11547.7153194791
"78281","Goussonville",11244.896606864
"78283","Grandchamp",19347.6930217585
"78285","Gressey",17947.1779671401
"78289","Grosrouvre",12257.8995570415
"78290","Guernes",16575.3012542151
"78291","Guerville",11915.6806275973
"78296","Guitrancourt",11355.5730258701
"78297","Guyancourt",3349.57199823803
"78299","Hardricourt",8534.45371541768
"78300","Hargeville",12067.7897982343
"78302","La Hauteville",19105.3764276683
"78305","Herbeville",8317.91963341013
"78307","Hermeray",18066.8840394822
"78310","Houdan",18647.99555653
"78311","Houilles",2520.79854067753
"78314","Issou",10717.4750469466
"78317","Jambville",10809.5628241171
"78320","Jeufosse",22044.1126955187
"78321","Jouars-Pontchartrain",6122.29953293291
"78322","Jouy-en-Josas",3679.05436396432
"78324","Jouy-Mauvoisin",15579.5712116334
"78325","Jumeauville",10944.2276207107
"78327","Juziers",9683.75123295073
"78329","Lainville-en-Vexin",12223.0273352264
"78334","Levis-Saint-Nom",7242.0029310426
"78335","Limay",12424.452282108
"78337","Limetz-Villez",22157.1699457365
"78343","Les Loges-en-Josas",3890.95471379962
"78344","Lommoye",22207.2276805523
"78346","Longnes",18287.5874699636
"78349","Longvilliers",12781.9176590573
"78350","Louveciennes",2865.16618010239
"78354","Magnanville",13873.676551178
"78356","Magny-les-Hameaux",4759.11469743283
"78358","Maisons-Laffitte",3010.86239329533
