"ID","NAMES","total_AsTheCrowFlies_POT_2500"
"77110","Chenou",299.55503403
"77111","Chessy",11516.27478722
"77112","Chevrainvilliers",210.60786824
"77113","Chevru",622.63439464
"77114","Chevry-Cossigny",2403.6013261
"77115","Chevry-en-Sereine",325.28077606
"77116","Choisy-en-Brie",668.26769833
"77117","Citry",972.17267603
"77118","Claye-Souilly",7097.85508739
"77119","Clos-Fontaine",445.32635662
"77120","Cocherel",633.69810983
"77121","Collegien",10518.9971732
"77122","Combs-la-Ville",13685.99102261
"77123","Compans",2426.85419123
"77124","Conches-sur-Gondoire",19465.49347439
"77125","Conde-Sainte-Libiaire",7542.62217161
"77126","Congis-sur-Therouanne",1399.54382841
"77127","Coubert",2223.65645617
"77128","Couilly-Pont-aux-Dames",5403.7497177
"77129","Coulombs-en-Valois",444.75966424
"77130","Coulommes",1522.95070014
"77131","Coulommiers",7489.67092172
"77132","Coupvray",9558.0989709
"77133","Courcelles-en-Bassee",478.26626343
"77134","Courchamp",186.0900532
"77135","Courpalay",889.74585023
"77136","Courquetaine",1467.90615988
"77137","Courtacon",216.71651042
"77138","Courtomer",769.25253697
"77139","Courtry",16920.54267384
"77140","Coutencon",327.93587443
"77141","Coutevroult",5939.12045119
"77142","Crecy-la-Chapelle",2694.76617809
"77143","Cregy-les-Meaux",10937.58416297
"77144","Crevecoeur-en-Brie",757.22322729
"77145","Crisenoy",806.83511603
"77146","Croissy-Beaubourg",12090.33170266
"77147","La Croix-en-Brie",387.0386623
"77148","Crouy-sur-Ourcq",944.71630741
"77149","Cucharmoy",255.65681861
"77150","Cuisy",1593.61361409
"77151","Dagny",383.35230277
"77152","Dammarie-les-Lys",15491.49655542
"77153","Dammartin-en-Goele",7332.82599973
"77154","Dammartin-sur-Tigeaux",1132.96699809
"77155","Dampmart",9014.95875388
"77156","Darvault",4012.93532989
"77157","Dhuisy",187.54726843
"77158","Diant",454.9204732
"77159","Donnemarie-Dontilly",1433.3787466
"77161","Dormelles",739.73156658
"77162","Doue",640.73098867
"77163","Douy-la-Ramee",425.5535097
"77164","Echouboulains",361.20781667
"77165","Les Ecrennes",549.59743232
"77166","Ecuelles",3468.18471131
"77167","Egligny",384.41818617
"77168","Egreville",1019.59515994
"77169","Emerainville",22864.80185495
"77170","Episy",861.10238229
"77171","Esbly",7435.07173511
"77172","Esmans",1133.22451628
"77173","Etrepilly",723.33334988
"77174","Everly",714.02616787
"77175","Evry-Gregy-sur-Yerre",1793.6366448
"77176","Faremoutiers",2184.40879979
"77177","Favieres",728.09570602
"77178","Fay-les-Nemours",754.89971157
"77179","Fericy",1098.52692045
"77180","Ferolles-Attilly",3340.98140943
"77181","Ferrieres-en-Brie",14742.52403107
"77182","La Ferte-Gaucher",2574.2186966
"77183","La Ferte-sous-Jouarre",4942.80576206
"77184","Flagy",882.83910693
"77185","Fleury-en-Biere",986.48449094
"77186","Fontainebleau",6808.52178933
"77187","Fontaine-Fourches",319.25009711
"77188","Fontaine-le-Port",1187.25949512
"77190","Fontains",618.51593564
"77191","Fontenailles",635.93902095
"77192","Fontenay-Tresigny",2936.7389886
"77193","Forfry",836.42837113
"77194","Forges",1092.92760678
"77195","Fouju",759.65187146
"77196","Fresnes-sur-Marne",1446.76067209
"77197","Fretoy",407.7817775
"77198","Fromont",211.23195702
"77199","Fublaines",5715.20250349
"77200","Garentreville",242.38201568
"77201","Gastins",530.63598897
"77202","La Genevraye",1074.79631774
"77203","Germigny-l'Eveque",1933.89578229
"77204","Germigny-sous-Coulombs",235.79637531
"77205","Gesvres-le-Chapitre",1168.9390115
"77206","Giremoutiers",820.50554993
"77207","Gironville",125.41721041
"77208","Gouaix",903.90240892
"77209","Gouvernes",18082.0538161
"77210","La Grande-Paroisse",1681.30289633
"77211","Grandpuits-Bailly-Carrois",844.06570069
"77212","Gravon",308.28613715
"77214","Gressy",4455.18134244
"77215","Gretz-Armainvilliers",5272.038868
"77216","Grez-sur-Loing",1357.16790316
"77217","Grisy-Suisnes",1997.24213586
"77218","Grisy-sur-Seine",211.73545963
"77219","Guerard",1616.65113696
"77220","Guercheville",259.87580415
"77221","Guermantes",19018.15337782
"77222","Guignes",3100.67195348
"77223","Gurcy-le-Chatel",738.91320973
"77224","Hautefeuille",759.2377481
"77225","La Haute-Maison",504.80928631
"77226","Hericy",3163.80590014
"77227","Herme",386.12230857
"77228","Hondevilliers",317.07155239
"77229","La Houssaye-en-Brie",1186.40255703
"77230","Ichy",193.37566217
"77231","Isles-les-Meldeuses",1473.76850578
"77232","Isles-les-Villenoy",4578.87044501
"77233","Iverny",1238.69022229
"77234","Jablines",2704.65045918
"77235","Jaignes",622.92084602
"77236","Jaulnes",813.92625234
"77237","Jossigny",8114.19729056
"77238","Jouarre",1994.56864089
"77239","Jouy-le-Chatel",781.45795925
"77240","Jouy-sur-Morin",2105.21720715
"77241","Juilly",2975.96703308
"77242","Jutigny",1101.50916683
"77243","Lagny-sur-Marne",19733.99316541
"77244","Larchant",420.84703469
"77245","Laval-en-Brie",350.62499154
"77246","Lechelle",301.9088941
"77247","Lescherolles",433.11966941
"77248","Lesches",3880.63880576
"77249","Lesigny",5560.45948075
"77250","Leudon-en-Brie",287.03625446
"77251","Lieusaint",9598.99622916
"77252","Limoges-Fourches",708.63678939
"77253","Lissy",944.38334013
"77254","Liverdy-en-Brie",1078.42001468
"77255","Livry-sur-Seine",6607.49565179
"77256","Lizines",496.65822108
"77257","Lizy-sur-Ourcq",2197.8020586
"77258","Lognes",26714.13243038
"77259","Longperrier",6232.41262008
"77260","Longueville",1621.32546463
"77261","Lorrez-le-Bocage-Preaux",630.95220372
"77262","Louan-Villegruis-Fontaine",231.36261836
"77263","Luisetaines",527.65361125
"77264","Lumigny-Nesles-Ormeaux",896.46545225
"77265","Luzancy",1503.75756923
"77266","Machault",801.58154882
"77267","La Madeleine-sur-Loing",1023.78682173
"77268","Magny-le-Hongre",10923.09906645
"77269","Maincy",4800.39149406
"77270","Maisoncelles-en-Brie",575.67679754
"77271","Maisoncelles-en-Gatinais",256.21041269
"77272","Maison-Rouge",648.28231664
"77273","Marchemoret",1192.13108002
"77274","Marcilly",520.06465052
"77275","Les Marets",159.12507639
"77276","Mareuil-les-Meaux",6169.79574541
"77277","Marles-en-Brie",1165.75995448
"77278","Marolles-en-Brie",518.76565615
"77279","Marolles-sur-Seine",1016.36238596
"77280","Mary-sur-Marne",1847.09351117
"77281","Mauperthuis",1786.60935649
"77282","Mauregard",774.62888931
"77283","May-en-Multien",629.16836366
"77284","Meaux",26981.06779193
"77285","Le Mee-sur-Seine",27058.07086495
"77286","Meigneux",296.30859652
"77287","Meilleray",284.71607205
"77288","Melun",28372.9933686
"77289","Melz-sur-Seine",216.50721358
"77290","Mery-sur-Marne",1407.4730385
"77291","Le Mesnil-Amelot",919.50567938
"77292","Messy",2268.28718655
"77293","Misy-sur-Yonne",478.69690834
"77294","Mitry-Mory",10809.31050731
"77295","Moisenay",1125.31526444
"77296","Moissy-Cramayel",11732.6918464
"77297","Mondreville",257.37670203
"77298","Mons-en-Montois",1166.36501762
"77299","Montarlot",1300.39350005
"77300","Montceaux-les-Meaux",1947.6301544
"77301","Montceaux-les-Provins",180.94833603
"77302","Montcourt-Fromonville",1664.46842289
"77303","Montdauphin",151.26282753
"77304","Montenils",38.10438339
"77305","Montereau-Fault-Yonne",7358.19920783
"77306","Montereau-sur-le-Jard",909.41971765
"77307","Montevrain",14446.20191598
"77308","Montge-en-Goele",1328.93628454
"77309","Monthyon",1501.71816807
"77310","Montigny-le-Guesdier",460.27157927
"77311","Montigny-Lencoup",640.01496781
"77312","Montigny-sur-Loing",1666.00885564
"77313","Montmachoux",397.00635833
"77314","Montolivet",213.06119854
"77315","Montry",10077.91014367
"77316","Moret-sur-Loing",5193.45773576
"77317","Mormant",2396.42272183
"77318","Mortcerf",1028.53589897
"77319","Mortery",327.40971059
"77320","Mouroux",3901.74334581
"77321","Mousseaux-les-Bray",1125.59705876
"77322","Moussy-le-Neuf",2630.92299614
"77323","Moussy-le-Vieux",2513.65564272
"77325","Mouy-sur-Seine",1049.52127116
"77326","Nandy",14440.00386583
"77327","Nangis",3752.33559494
"77328","Nanteau-sur-Essonne",264.47608269
"77329","Nanteau-sur-Lunain",445.04122378
"77330","Nanteuil-les-Meaux",10505.44842788
"77331","Nanteuil-sur-Marne",995.8627042
"77332","Nantouillet",1358.15747616
"77333","Nemours",6271.31343301
"77335","Chauconin-Neufmontiers",2245.90489307
"77336","Neufmoutiers-en-Brie",776.49949294
"77337","Noisiel",36034.21609925
"77338","Noisy-Rudignon",903.04885356
"77339","Noisy-sur-Ecole",1098.78436993
"77340","Nonville",640.80493263
"77341","Noyen-sur-Seine",325.50957357
"77342","Obsonville",310.2136293
"77343","Ocquerre",1015.19359672
"77344","Oissery",3320.90820391
"77345","Orly-sur-Morin",830.00781712
"77347","Les Ormes-sur-Voulzie",657.91688399
"77348","Ormesson",1528.93584674
"77349","Othis",4188.24519607
"77350","Ozoir-la-Ferriere",13134.97778592
"77352","Ozouer-le-Voulgis",1513.50598976
"77353","Paley",497.60714747
"77354","Pamfou",793.3563249
"77355","Paroy",603.33580911
"77356","Passy-sur-Seine",215.48068625
"77357","Pecy",407.24011647
"77358","Penchard",3342.77347122
"77359","Perthes",1762.04312103
"77360","Pezarches",573.82986024
"77361","Pierre-Levee",455.19082058
"77363","Le Pin",9187.20807239
"77364","Le Plessis-aux-Bois",1106.8352379
"77365","Le Plessis-Feu-Aussoux",711.4665922
"77366","Le Plessis-l'Eveque",1544.52707224
"77367","Le Plessis-Placy",792.24045467
"77368","Poigny",4362.02588293
"77369","Poincy",13829.25520552
"77370","Poligny",594.21547023
"77371","Pommeuse",2189.84091951
"77372","Pomponne",11496.42364239
"77373","Pontault-Combault",25756.31974134
"77374","Pontcarre",4735.59007249
"77376","Precy-sur-Marne",1424.79330454
"77377","Presles-en-Brie",1691.36017147
"77378","Pringy",5017.608818
"77379","Provins",5661.01972994
"77380","Puisieux",469.06212034
"77381","Quiers",630.88773365
"77382","Quincy-Voisins",4846.84594193
"77383","Rampillon",483.18980668
"77384","Reau",3567.59994839
"77385","Rebais",1250.78245405
"77386","Recloses",608.46498301
"77387","Remauville",369.87003578
"77388","Reuil-en-Brie",2832.81263294
"77389","La Rochette",9414.45100507
"77390","Roissy-en-Brie",17067.4326744
"77391","Rouilly",1626.94467773
"77392","Rouvres",2200.0260413
"77393","Rozay-en-Brie",1570.79940287
"77394","Rubelles",10011.51468313
"77395","Rumont",282.02323589
"77396","Rupereux",126.41938797
"77397","Saacy-sur-Marne",1288.94711891
"77398","Sablonnieres",650.47372641
"77399","Saint-Ange-le-Viel",417.83938394
"77400","Saint-Augustin",2041.44266376
"77401","Sainte-Aulde",757.73404766
"77402","Saint-Barthelemy",269.04308736
"77403","Saint-Brice",1006.14189423
"77404","Sainte-Colombe",1941.16726937
"77405","Saint-Cyr-sur-Morin",1193.67564726
"77406","Saint-Denis-les-Rebais",1055.90783589
"77407","Saint-Fargeau-Ponthierry",7693.62005455
"77408","Saint-Fiacre",1519.91423728
"77409","Saint-Germain-Laval",2934.43793918
"77410","Saint-Germain-Laxis",972.59355249
"77411","Saint-Germain-sous-Doue",911.0324224
"77412","Saint-Germain-sur-Ecole",1590.48859117
"77413","Saint-Germain-sur-Morin",8302.1372374
"77414","Saint-Hilliers",273.62923472
"77415","Saint-Jean-les-Deux-Jumeaux",1028.72586653
"77416","Saint-Just-en-Brie",210.68198095
"77417","Saint-Leger",389.20566686
"77418","Saint-Loup-de-Naud",1006.62232681
"77419","Saint-Mammes",6348.93642645
"77420","Saint-Mard",5983.19409849
"77421","Saint-Mars-Vieux-Maisons",175.14948328
"77423","Saint-Martin-des-Champs",1600.24022991
"77424","Saint-Martin-du-Boschet",149.23011702
"77425","Saint-Martin-en-Biere",945.65451109
"77426","Saint-Mery",671.16318229
"77427","Saint-Mesmes",1034.29846674
"77428","Saint-Ouen-en-Brie",635.50964202
"77429","Saint-Ouen-sur-Morin",1200.83793735
"77430","Saint-Pathus",4003.08766352
"77431","Saint-Pierre-les-Nemours",3549.18581148
"77432","Saint-Remy-la-Vanne",871.08054253
"77433","Saints",1219.77919519
"77434","Saint-Sauveur-les-Bray",530.80571915
"77435","Saint-Sauveur-sur-Ecole",2524.67464901
"77436","Saint-Simeon",878.91971804
"77437","Saint-Soupplets",2215.93185312
"77438","Saint-Thibault-des-Vignes",20078.71335927
"77439","Salins",923.45157422
"77440","Sammeron",1281.66743513
"77441","Samois-sur-Seine",1859.59292265
"77442","Samoreau",7258.15850473
"77443","Sancy",1080.91777381
"77444","Sancy-les-Provins",209.88117028
"77445","Savigny-le-Temple",18353.57276434
"77446","Savins",1005.18518733
"77447","Seine-Port",5907.07599115
"77448","Sept-Sorts",3503.39548672
"77449","Serris",9675.46801434
"77450","Servon",5954.37779314
"77451","Signy-Signets",750.16339794
"77452","Sigy",594.73424581
"77453","Sivry-Courtry",751.13212355
"77454","Sognolles-en-Montois",461.95497416
"77455","Soignolles-en-Brie",1954.48332494
"77456","Soisy-Bouy",740.33322317
"77457","Solers",2211.98882901
"77458","Souppes-sur-Loing",2387.76814008
"77459","Sourdun",727.83347631
"77460","Tancrou",602.16720367
"77461","Thenisy",514.7790378
"77462","Thieux",1130.03299637
"77463","Thomery",6747.9609357
"77464","Thorigny-sur-Marne",14552.56955708
"77465","Thoury-Ferottes",901.93913318
"77466","Tigeaux",1479.33221711
"77467","La Tombe",419.24017679
"77468","Torcy",27705.8367857
"77469","Touquin",849.82492487
"77470","Tournan-en-Brie",4326.7874905
"77471","Tousson",285.76919186
"77472","La Tretoire",996.62228151
"77473","Treuzy-Levelay",612.8754789
"77474","Trilbardou",1369.17881048
"77475","Trilport",3300.7819433
"77476","Trocy-en-Multien",735.97583219
"77477","Ury",837.36963869
"77478","Ussy-sur-Marne",1327.70101654
"77479","Vaires-sur-Marne",26352.75560843
"77480","Valence-en-Brie",589.53111059
"77481","Vanville",428.08705534
"77482","Varennes-sur-Seine",3074.46442416
"77483","Varreddes",1454.53850311
"77484","Vaucourtois",781.80296199
"77485","Le Vaudoue",658.18211448
"77486","Vaudoy-en-Brie",463.13944575
"77487","Vaux-le-Penil",8994.18577771
"77489","Vaux-sur-Lunain",204.6671514
"77490","Vendrest",555.58560159
"77491","Veneux-les-Sablons",6033.6994656
"77492","Verdelot",615.62328572
"77493","Verneuil-l'Etang",3081.3243615
"77494","Vernou-la-Celle-sur-Seine",2374.58077751
"77495","Vert-Saint-Denis",9578.79020995
"77496","Vieux-Champagne",333.42593414
"77498","Vignely",2462.09389789
"77500","Villebeon",287.36710214
"77501","Villecerf",740.45129435
"77504","Villemarechal",576.22195175
"77505","Villemareuil",668.0780397
"77506","Villemer",514.42136506
"77507","Villenauxe-la-Petite",297.85703055
"77508","Villeneuve-le-Comte",1354.42657327
"77509","Villeneuve-les-Bordes",361.27471815
"77510","Villeneuve-Saint-Denis",1553.56103426
"77511","Villeneuve-sous-Dammartin",1638.83657778
"77512","Villeneuve-sur-Bellot",879.45628079
"77513","Villenoy",5272.22309818
"77514","Villeparisis",16146.93902736
"77515","Villeroy",1278.29161277
"77516","Ville-Saint-Jacques",783.74536559
"77517","Villevaude",3989.49386415
"77518","Villiers-en-Biere",4379.34075879
"77519","Villiers-Saint-Georges",512.69770891
"77520","Villiers-sous-Grez",711.6889967
"77521","Villiers-sur-Morin",2819.2464345
"77522","Villiers-sur-Seine",215.88757995
"77523","Villuis",269.37415167
"77524","Vimpelles",434.48890319
"77525","Vinantes",989.99763838
"77526","Vincy-Manoeuvre",235.39433004
"77527","Voinsles",423.55673963
"77528","Voisenon",10082.27040635
"77529","Voulangis",2091.34662724
"77530","Voulton",150.20868773
"77531","Voulx",957.36947454
"77532","Vulaines-les-Provins",265.92544006
"77533","Vulaines-sur-Seine",5277.61828563
"77534","Yebles",1796.65189955
"78003","Ablis",1782.64395459
"78005","Acheres",19173.25332665
"78006","Adainville",962.4350715
"78007","Aigremont",11897.94529143
"78009","Allainville",249.70673345
"78010","Les Alluets-le-Roi",1600.88053154
"78013","Andelu",1799.5939059
"78015","Andresy",18024.4933689
"78020","Arnouville-les-Mantes",1047.41802214
"78029","Aubergenville",8727.74599374
"78030","Auffargis",1616.93955084
"78031","Auffreville-Brasseuil",9050.47992805
"78033","Aulnay-sur-Mauldre",4857.90897568
"78034","Auteuil",1782.01779503
"78036","Autouillet",1561.8520992
"78043","Bailly",12183.04749915
"78048","Bazainville",1545.37960132
"78049","Bazemont",2507.2371394
"78050","Bazoches-sur-Guyonne",1622.03757288
"78053","Behoust",1654.49976353
"78057","Bennecourt",3000.63002615
"78062","Beynes",4808.5911318
"78068","Blaru",558.47691518
"78070","Boinville-en-Mantois",1469.19969871
"78071","Boinville-le-Gaillard",494.83783722
"78072","Boinvilliers",940.55831219
"78073","Bois-d'Arcy",24085.31934807
"78076","Boissets",496.37058915
"78077","La Boissiere-Ecole",491.84491041
"78082","Boissy-Mauvoisin",1085.78811689
"78084","Boissy-sans-Avoir",1878.68524142
"78087","Bonnelles",1515.36095175
"78089","Bonnieres-sur-Seine",2892.51583119
"78090","Bouafle",6722.97616701
"78092","Bougival",37623.74692942
"78096","Bourdonne",805.77276162
"78104","Breuil-Bois-Robert",3761.15922121
"78107","Breval",1609.89922034
"78108","Les Breviaires",1313.56410447
"78113","Brueil-en-Vexin",1666.56290086
"78117","Buc",13192.28429804
"78118","Buchelay",18515.58023175
"78120","Bullion",1231.15230191
"78123","Carrieres-sous-Poissy",20913.07306057
"78124","Carrieres-sur-Seine",62635.08827399
"78125","La Celle-les-Bordes",791.74969704
"78126","La Celle-Saint-Cloud",32329.5281913
"78128","Cernay-la-Ville",1111.94739061
"78133","Chambourcy",10069.64417691
"78138","Chanteloup-les-Vignes",17427.03921678
"78140","Chapet",11144.20174568
"78143","Chateaufort",4286.94747663
"78146","Chatou",43058.58088954
"78147","Chaufour-les-Bonnieres",608.21729981
"78152","Chavenay",5119.94586778
"78158","Le Chesnay",38448.53974516
"78160","Chevreuse",4323.75042718
"78162","Choisel",745.2227173
"78163","Civry-la-Foret",633.36471672
"78164","Clairefontaine-en-Yvelines",472.82256118
"78165","Les Clayes-sous-Bois",19743.57789823
"78168","Coignieres",9693.74628146
"78171","Conde-sur-Vesgre",971.33625108
"78172","Conflans-Sainte-Honorine",27418.57795815
"78185","Courgent",1229.82953782
"78188","Cravent",504.1102499
"78189","Crespieres",1100.05085776
"78190","Croissy-sur-Seine",39641.92192123
"78192","Dammartin-en-Serve",949.69934409
"78193","Dampierre-en-Yvelines",1161.56436608
"78194","Dannemarie",518.68062339
"78196","Davron",1256.08091547
"78202","Drocourt",1093.91246825
"78206","Ecquevilly",3792.36408554
"78208","Elancourt",27215.37872604
"78209","Emance",515.20710252
"78217","Epone",6710.94425974
"78220","Les Essarts-le-Roi",3682.38808182
"78224","L'Etang-la-Ville",12568.75832452
"78227","Evecquemont",7993.41773645
"78230","La Falaise",6063.03628874
"78231","Favrieux",891.89068065
"78233","Feucherolles",2012.70253642
"78234","Flacourt",717.28211274
"78236","Flexanville",950.28446637
"78237","Flins-Neuve-Eglise",724.50359057
"78238","Flins-sur-Seine",8239.68891331
"78239","Follainville-Dennemont",7430.36458887
"78242","Fontenay-le-Fleury",20278.84132182
"78245","Fontenay-Mauvoisin",2215.76173697
"78246","Fontenay-Saint-Pere",1610.63285085
"78251","Fourqueux",9111.89901615
"78255","Freneuse",2736.41283949
"78261","Gaillon-sur-Montcient",4010.83909459
"78262","Galluis",2473.29004374
"78263","Gambais",1574.01830743
"78264","Gambaiseuil",194.4927262
"78265","Garancieres",2133.21476546
"78267","Gargenville",6803.28731573
"78269","Gazeran",998.94187339
"78276","Gommecourt",1598.68585242
"78278","Goupillieres",987.46384301
"78281","Goussonville",1254.61610797
"78283","Grandchamp",254.00437936
"78285","Gressey",891.68254333
"78289","Grosrouvre",1132.34573936
"78290","Guernes",2141.89610435
"78291","Guerville",4556.3800389
"78296","Guitrancourt",5122.97709663
"78297","Guyancourt",23693.78854488
"78299","Hardricourt",9482.17465773
"78300","Hargeville",847.72124446
"78302","La Hauteville",357.07344042
"78305","Herbeville",1620.41454995
"78307","Hermeray",755.90788657
"78310","Houdan",2021.47216355
"78311","Houilles",64005.20046944
"78314","Issou",7293.03462669
"78317","Jambville",1583.06031509
"78320","Jeufosse",1760.1150524
"78321","Jouars-Pontchartrain",10314.91448891
"78322","Jouy-en-Josas",8287.97762987
"78324","Jouy-Mauvoisin",3100.70980632
"78325","Jumeauville",962.77645095
"78327","Juziers",5249.33510997
"78329","Lainville-en-Vexin",1036.23800891
"78334","Levis-Saint-Nom",4095.34353961
"78335","Limay",14750.09299258
"78337","Limetz-Villez",1813.57197089
"78343","Les Loges-en-Josas",6524.9760583
"78344","Lommoye",778.84130674
"78346","Longnes",1270.97557898
"78349","Longvilliers",820.0942597
"78350","Louveciennes",26380.95551325
"78354","Magnanville",14115.05316177
"78356","Magny-les-Hameaux",10788.30183885
"78358","Maisons-Laffitte",31633.43161887
"78361","Mantes-la-Jolie",24225.69148027
"78362","Mantes-la-Ville",20637.41144713
"78364","Marcq",2130.6576138
"78366","Mareil-le-Guyon",1738.98127778
"78367","Mareil-Marly",16608.78000501
"78368","Mareil-sur-Mauldre",2042.12399589
"78372","Marly-le-Roi",19733.7997351
"78380","Maule",3468.48360117
"78381","Maulette",1594.37689258
"78382","Maurecourt",19973.59548515
"78383","Maurepas",18468.96783363
"78384","Medan",10904.24109432
"78385","Menerville",839.71152636
"78389","Mere",2046.13520989
"78391","Mericourt",2362.59636435
"78396","Le Mesnil-le-Roi",25151.38443477
"78397","Le Mesnil-Saint-Denis",6590.67293358
"78398","Les Mesnuls",1348.85268018
"78401","Meulan-en-Yvelines",16394.22715035
"78402","Mezieres-sur-Seine",4971.43651423
"78403","Mezy-sur-Seine",6176.51919194
"78404","Millemont",944.58114293
"78406","Milon-la-Chapelle",7450.03614492
"78407","Mittainville",305.6930216
"78410","Moisson",1023.25769518
"78413","Mondreville",799.49047592
"78415","Montainville",2752.60425454
"78416","Montalet-le-Bois",1435.93007283
"78417","Montchauvet",710.68221572
"78418","Montesson",31750.75694182
"78420","Montfort-l'Amaury",2074.57703456
"78423","Montigny-le-Bretonneux",33219.38276688
"78431","Morainvilliers",4184.79610406
"78437","Mousseaux-sur-Seine",1601.03241782
"78439","Mulcent",1010.25627112
"78440","Les Mureaux",18951.89145538
"78442","Neauphle-le-Chateau",8907.96936542
"78443","Neauphle-le-Vieux",2399.8828959
"78444","Neauphlette",1373.34057074
"78451","Nezel",7602.60702778
"78455","Noisy-le-Roi",10153.60071745
"78460","Oinville-sur-Montcient",2478.66382328
