"ID","NAMES","cadres_AsTheCrowFlies_POT_5000"
"77083","Champs-sur-Marne",29870.11169214
"77084","Changis-sur-Marne",856.35930915
"77085","Chanteloup-en-Brie",11819.53909711
"77086","La Chapelle-Gauthier",494.74181611
"77087","La Chapelle-Iger",396.30298422
"77088","La Chapelle-la-Reine",572.31372465
"77089","La Chapelle-Rablais",288.29025578
"77090","La Chapelle-Saint-Sulpice",223.13564326
"77091","Les Chapelles-Bourbon",1009.98973842
"77093","La Chapelle-Moutils",120.16022414
"77094","Charmentray",1547.21178447
"77095","Charny",1036.57219853
"77096","Chartrettes",3759.99691764
"77097","Chartronges",197.58410282
"77098","Chateaubleau",161.07748976
"77099","Chateau-Landon",233.75192685
"77100","Le Chatelet-en-Brie",960.11423115
"77101","Chatenay-sur-Seine",210.64346766
"77102","Chatenoy",450.44254553
"77103","Chatillon-la-Borde",600.55345235
"77104","Chatres",1164.2860683
"77106","Chauffry",559.32074168
"77107","Chaumes-en-Brie",1004.86307009
"77108","Chelles",23378.63970569
"77109","Chenoise",124.44255024
"77110","Chenou",198.31228227
"77111","Chessy",9632.09184551
"77112","Chevrainvilliers",371.30813967
"77113","Chevru",208.55505868
"77114","Chevry-Cossigny",3747.35220446
"77115","Chevry-en-Sereine",199.13906097
"77116","Choisy-en-Brie",259.44534438
"77117","Citry",287.17404683
"77118","Claye-Souilly",4232.46328137
"77119","Clos-Fontaine",306.09583678
"77120","Cocherel",359.58500065
"77121","Collegien",13663.39890807
"77122","Combs-la-Ville",7521.43872461
"77123","Compans",2545.30681865
"77124","Conches-sur-Gondoire",12653.6431174
"77125","Conde-Sainte-Libiaire",5006.94719251
"77126","Congis-sur-Therouanne",815.02947992
"77127","Coubert",1378.75212588
"77128","Couilly-Pont-aux-Dames",4378.94347403
"77129","Coulombs-en-Valois",161.60859543
"77130","Coulommes",2036.53815699
"77131","Coulommiers",1210.7895185
"77132","Coupvray",7306.70575371
"77133","Courcelles-en-Bassee",351.94921598
"77134","Courchamp",83.99442327
"77135","Courpalay",487.99063853
"77136","Courquetaine",1094.3476295
"77137","Courtacon",87.83435453
"77138","Courtomer",835.47169968
"77139","Courtry",14466.81608691
"77140","Coutencon",204.88191958
"77141","Coutevroult",4679.79279128
"77142","Crecy-la-Chapelle",1506.35117906
"77143","Cregy-les-Meaux",3509.28448867
"77144","Crevecoeur-en-Brie",614.92124276
"77145","Crisenoy",704.09631298
"77146","Croissy-Beaubourg",14721.04494619
"77147","La Croix-en-Brie",203.70959965
"77148","Crouy-sur-Ourcq",187.38210502
"77149","Cucharmoy",157.73515188
"77150","Cuisy",918.18924755
"77151","Dagny",201.78126642
"77152","Dammarie-les-Lys",6277.61447682
"77153","Dammartin-en-Goele",1802.98230412
"77154","Dammartin-sur-Tigeaux",1172.38651
"77155","Dampmart",7960.05924185
"77156","Darvault",1106.06986653
"77157","Dhuisy",183.85300462
"77158","Diant",159.11830087
"77159","Donnemarie-Dontilly",309.59917964
"77161","Dormelles",499.55361648
"77162","Doue",474.3997623
"77163","Douy-la-Ramee",367.08442685
"77164","Echouboulains",200.84970163
"77165","Les Ecrennes",401.55923607
"77166","Ecuelles",1879.78147302
"77167","Egligny",246.33747152
"77168","Egreville",173.07256555
"77169","Emerainville",23965.79901973
"77170","Episy",1372.04387072
"77171","Esbly",5365.87207731
"77172","Esmans",594.84103066
"77173","Etrepilly",426.72996061
"77174","Everly",205.97073471
"77175","Evry-Gregy-sur-Yerre",3524.97867292
"77176","Faremoutiers",943.15951937
"77177","Favieres",2675.37110977
"77178","Fay-les-Nemours",703.04663299
"77179","Fericy",1692.53279511
"77180","Ferolles-Attilly",6016.68534955
"77181","Ferrieres-en-Brie",10434.77926904
"77182","La Ferte-Gaucher",235.22944551
"77183","La Ferte-sous-Jouarre",927.63124043
"77184","Flagy",430.40692939
"77185","Fleury-en-Biere",1040.18670536
"77186","Fontainebleau",3217.50760055
"77187","Fontaine-Fourches",50.75321167
"77188","Fontaine-le-Port",2156.02494907
"77190","Fontains",406.91753749
"77191","Fontenailles",397.00620065
"77192","Fontenay-Tresigny",901.72897975
"77193","Forfry",707.98889485
"77194","Forges",641.44408488
"77195","Fouju",678.57320978
"77196","Fresnes-sur-Marne",2431.75792104
"77197","Fretoy",181.67439902
"77198","Fromont",158.27867196
"77199","Fublaines",3448.27876956
"77200","Garentreville",155.48118874
"77201","Gastins",230.61335679
"77202","La Genevraye",1042.07879798
"77203","Germigny-l'Eveque",2133.88708003
"77204","Germigny-sous-Coulombs",117.73564709
"77205","Gesvres-le-Chapitre",829.16292876
"77206","Giremoutiers",812.52980771
"77207","Gironville",54.68044517
"77208","Gouaix",209.62260938
"77209","Gouvernes",13721.39161155
"77210","La Grande-Paroisse",1001.91273981
"77211","Grandpuits-Bailly-Carrois",433.84581889
"77212","Gravon",129.39848248
"77214","Gressy",3615.01489975
"77215","Gretz-Armainvilliers",3557.61375279
"77216","Grez-sur-Loing",1017.95776235
"77217","Grisy-Suisnes",2190.41161027
"77218","Grisy-sur-Seine",122.36000051
"77219","Guerard",1216.84007764
"77220","Guercheville",247.73818292
"77221","Guermantes",12966.50041991
"77222","Guignes",852.97964405
"77223","Gurcy-le-Chatel",284.10697787
"77224","Hautefeuille",726.71459754
"77225","La Haute-Maison",520.44368268
"77226","Hericy",2918.31210956
"77227","Herme",154.1815886
"77228","Hondevilliers",218.58989568
"77229","La Houssaye-en-Brie",734.0281218
"77230","Ichy",76.07076433
"77231","Isles-les-Meldeuses",769.09973103
"77232","Isles-les-Villenoy",4248.10512491
"77233","Iverny",868.34473768
"77234","Jablines",4957.27046163
"77235","Jaignes",665.26858541
"77236","Jaulnes",137.20684423
"77237","Jossigny",8728.09070917
"77238","Jouarre",579.23621804
"77239","Jouy-le-Chatel",204.63830319
"77240","Jouy-sur-Morin",271.9415323
"77241","Juilly",1329.14211201
"77242","Jutigny",314.49639075
"77243","Lagny-sur-Marne",11727.04933742
"77244","Larchant",504.39627535
"77245","Laval-en-Brie",250.02724626
"77246","Lechelle",171.56402483
"77247","Lescherolles",139.73582181
"77248","Lesches",4272.02259388
"77249","Lesigny",9298.30120866
"77250","Leudon-en-Brie",136.52822023
"77251","Lieusaint",8150.31653333
"77252","Limoges-Fourches",1646.68637795
"77253","Lissy",933.49427281
"77254","Liverdy-en-Brie",1152.26442389
"77255","Livry-sur-Seine",5557.21884609
"77256","Lizines",263.58725522
"77257","Lizy-sur-Ourcq",429.80230657
"77258","Lognes",19653.03535995
"77259","Longperrier",1854.83540561
"77260","Longueville",426.05468672
"77261","Lorrez-le-Bocage-Preaux",254.94586024
"77262","Louan-Villegruis-Fontaine",45.96119545
"77263","Luisetaines",265.17535909
"77264","Lumigny-Nesles-Ormeaux",527.84766212
"77265","Luzancy",672.727414
"77266","Machault",1281.909127
"77267","La Madeleine-sur-Loing",536.44893835
"77268","Magny-le-Hongre",6864.51701724
"77269","Maincy",4627.46270722
"77270","Maisoncelles-en-Brie",882.02882318
"77271","Maisoncelles-en-Gatinais",152.68928039
"77272","Maison-Rouge",188.46978248
"77273","Marchemoret",1323.13435472
"77274","Marcilly",625.9011282
"77275","Les Marets",76.57413398
"77276","Mareuil-les-Meaux",4527.27329894
"77277","Marles-en-Brie",736.75025952
"77278","Marolles-en-Brie",439.48593206
"77279","Marolles-sur-Seine",523.20090961
"77280","Mary-sur-Marne",514.66341359
"77281","Mauperthuis",925.87977883
"77282","Mauregard",2039.90102543
"77283","May-en-Multien",263.67212923
"77284","Meaux",4302.48598074
"77285","Le Mee-sur-Seine",7761.64411414
"77286","Meigneux",263.30379586
"77287","Meilleray",70.51957354
"77288","Melun",7373.65930489
"77289","Melz-sur-Seine",85.34822342
"77290","Mery-sur-Marne",519.58291973
"77291","Le Mesnil-Amelot",2298.93093194
"77292","Messy",2170.76125908
"77293","Misy-sur-Yonne",122.08103008
"77294","Mitry-Mory",5048.84542235
"77295","Moisenay",1847.55848224
"77296","Moissy-Cramayel",5759.76929498
"77297","Mondreville",61.96113661
"77298","Mons-en-Montois",313.62228916
"77299","Montarlot",1320.03955612
"77300","Montceaux-les-Meaux",1273.9596221
"77301","Montceaux-les-Provins",54.13319686
"77302","Montcourt-Fromonville",1177.94099868
"77303","Montdauphin",66.18755871
"77304","Montenils",18.31119326
"77305","Montereau-Fault-Yonne",886.57432673
"77306","Montereau-sur-le-Jard",2775.64268078
"77307","Montevrain",10962.66166772
"77308","Montge-en-Goele",1189.06873938
"77309","Monthyon",1116.11507277
"77310","Montigny-le-Guesdier",107.41999583
"77311","Montigny-Lencoup",265.72665162
"77312","Montigny-sur-Loing",1461.38306372
"77313","Montmachoux",278.94444794
"77314","Montolivet",52.62581014
"77315","Montry",5979.78424029
"77316","Moret-sur-Loing",2338.97244397
"77317","Mormant",567.87940577
"77318","Mortcerf",778.99368054
"77319","Mortery",453.77723908
"77320","Mouroux",1224.82448219
"77321","Mousseaux-les-Bray",144.09003472
"77322","Moussy-le-Neuf",1740.11416079
"77323","Moussy-le-Vieux",1727.00046974
"77325","Mouy-sur-Seine",187.85423583
"77326","Nandy",7284.95207748
"77327","Nangis",448.86529913
"77328","Nanteau-sur-Essonne",188.67270739
"77329","Nanteau-sur-Lunain",313.92231366
"77330","Nanteuil-les-Meaux",4350.40620771
"77331","Nanteuil-sur-Marne",362.08225963
"77332","Nantouillet",1264.5141732
"77333","Nemours",1105.49461036
"77335","Chauconin-Neufmontiers",2404.07540091
"77336","Neufmoutiers-en-Brie",1034.28166017
"77337","Noisiel",22976.43070074
"77338","Noisy-Rudignon",598.60363671
"77339","Noisy-sur-Ecole",852.79485517
"77340","Nonville",716.55797081
"77341","Noyen-sur-Seine",110.0635335
"77342","Obsonville",122.98443213
"77343","Ocquerre",367.94478117
"77344","Oissery",809.65353519
"77345","Orly-sur-Morin",362.07044504
"77347","Les Ormes-sur-Voulzie",235.94220674
"77348","Ormesson",792.57102191
"77349","Othis",1556.0108215
"77350","Ozoir-la-Ferriere",6678.94591978
"77352","Ozouer-le-Voulgis",973.12667998
"77353","Paley",262.63390962
"77354","Pamfou",524.45905906
"77355","Paroy",301.4652636
"77356","Passy-sur-Seine",93.0107227
"77357","Pecy",184.09526389
"77358","Penchard",2421.23122536
"77359","Perthes",1836.46689076
"77360","Pezarches",601.25235278
"77361","Pierre-Levee",390.46053169
"77363","Le Pin",11118.66734879
"77364","Le Plessis-aux-Bois",802.49347881
"77365","Le Plessis-Feu-Aussoux",399.29060373
"77366","Le Plessis-l'Eveque",872.04566239
"77367","Le Plessis-Placy",338.81166105
"77368","Poigny",767.10417415
"77369","Poincy",3682.43441754
"77370","Poligny",635.79751295
"77371","Pommeuse",1240.56579162
"77372","Pomponne",11467.22501103
"77373","Pontault-Combault",15472.33522718
"77374","Pontcarre",8074.15196352
"77376","Precy-sur-Marne",2756.82514837
"77377","Presles-en-Brie",1868.6550916
"77378","Pringy",3612.04238722
"77379","Provins",731.65681615
"77380","Puisieux",219.46310047
"77381","Quiers",365.62907187
"77382","Quincy-Voisins",3986.81069459
"77383","Rampillon",292.72753459
"77384","Reau",4626.16229824
"77385","Rebais",356.66443052
"77386","Recloses",688.20658631
"77387","Remauville",245.7493601
"77388","Reuil-en-Brie",875.87264267
"77389","La Rochette",6230.0016781
"77390","Roissy-en-Brie",10546.988993
"77391","Rouilly",558.1590724
"77392","Rouvres",1568.65131077
"77393","Rozay-en-Brie",553.62895499
"77394","Rubelles",5421.04276133
"77395","Rumont",198.42859455
"77396","Rupereux",82.43061604
"77397","Saacy-sur-Marne",480.71069911
"77398","Sablonnieres",289.50783259
"77399","Saint-Ange-le-Viel",337.41886384
"77400","Saint-Augustin",1199.14188257
"77401","Sainte-Aulde",436.63755651
"77402","Saint-Barthelemy",169.85699332
"77403","Saint-Brice",571.73971889
"77404","Sainte-Colombe",682.29463049
"77405","Saint-Cyr-sur-Morin",586.8332992
"77406","Saint-Denis-les-Rebais",434.84441557
"77407","Saint-Fargeau-Ponthierry",4373.70962813
"77408","Saint-Fiacre",2375.96168598
"77409","Saint-Germain-Laval",706.23018856
"77410","Saint-Germain-Laxis",2154.77591192
"77411","Saint-Germain-sous-Doue",693.82559631
"77412","Saint-Germain-sur-Ecole",1373.421993
"77413","Saint-Germain-sur-Morin",5533.40741414
"77414","Saint-Hilliers",127.62575391
"77415","Saint-Jean-les-Deux-Jumeaux",743.83737551
"77416","Saint-Just-en-Brie",156.04309826
"77417","Saint-Leger",311.87367159
"77418","Saint-Loup-de-Naud",437.83016528
"77419","Saint-Mammes",2790.8148268
"77420","Saint-Mard",1602.38583811
"77421","Saint-Mars-Vieux-Maisons",112.00936929
"77423","Saint-Martin-des-Champs",207.54559647
"77424","Saint-Martin-du-Boschet",51.67270656
"77425","Saint-Martin-en-Biere",848.12951622
"77426","Saint-Mery",568.89334803
"77427","Saint-Mesmes",1264.96471103
"77428","Saint-Ouen-en-Brie",474.85392172
"77429","Saint-Ouen-sur-Morin",432.76373504
"77430","Saint-Pathus",868.42310006
"77431","Saint-Pierre-les-Nemours",1048.36044071
"77432","Saint-Remy-la-Vanne",330.05057014
"77433","Saints",816.92168368
"77434","Saint-Sauveur-les-Bray",214.32587635
"77435","Saint-Sauveur-sur-Ecole",2428.22131986
"77436","Saint-Simeon",460.24296802
"77437","Saint-Soupplets",977.94367835
"77438","Saint-Thibault-des-Vignes",14411.80959563
"77439","Salins",400.14434016
"77440","Sammeron",828.80144113
"77441","Samois-sur-Seine",3296.47268985
"77442","Samoreau",4102.15164374
"77443","Sancy",1085.86855721
"77444","Sancy-les-Provins",72.26671928
"77445","Savigny-le-Temple",6762.30135452
"77446","Savins",328.12147998
"77447","Seine-Port",5969.81895159
"77448","Sept-Sorts",911.24332283
"77449","Serris",8213.23291169
"77450","Servon",8093.55461909
"77451","Signy-Signets",575.00791154
"77452","Sigy",308.75249501
"77453","Sivry-Courtry",2023.36760584
"77454","Sognolles-en-Montois",279.3632701
"77455","Soignolles-en-Brie",986.25769459
"77456","Soisy-Bouy",426.63897966
"77457","Solers",1006.83579143
"77458","Souppes-sur-Loing",363.18602247
"77459","Sourdun",301.16067536
"77460","Tancrou",501.6879726
"77461","Thenisy",324.22063301
"77462","Thieux",1730.8578645
"77463","Thomery",4040.20458624
"77464","Thorigny-sur-Marne",8889.59933647
"77465","Thoury-Ferottes",341.51812826
"77466","Tigeaux",1633.93808849
"77467","La Tombe",173.10340015
"77468","Torcy",17122.35546661
"77469","Touquin",525.31973155
"77470","Tournan-en-Brie",1561.61478103
"77471","Tousson",447.14222559
"77472","La Tretoire",337.69123816
"77473","Treuzy-Levelay",459.19078291
"77474","Trilbardou",2079.03956659
"77475","Trilport",2498.40956113
"77476","Trocy-en-Multien",430.77683708
"77477","Ury",588.13481253
"77478","Ussy-sur-Marne",834.40561549
"77479","Vaires-sur-Marne",18081.78851905
"77480","Valence-en-Brie",403.27337607
"77481","Vanville",190.99030276
"77482","Varennes-sur-Seine",882.85383843
"77483","Varreddes",1703.32352613
"77484","Vaucourtois",1374.90196095
"77485","Le Vaudoue",682.13538955
"77486","Vaudoy-en-Brie",261.73122608
"77487","Vaux-le-Penil",5901.73062384
"77489","Vaux-sur-Lunain",158.8340806
"77490","Vendrest",253.37248185
"77491","Veneux-les-Sablons",3159.69273615
"77492","Verdelot",157.92978842
"77493","Verneuil-l'Etang",884.31267089
"77494","Vernou-la-Celle-sur-Seine",1769.88472538
"77495","Vert-Saint-Denis",6959.09457393
"77496","Vieux-Champagne",155.45659631
"77498","Vignely",3181.56290025
"77500","Villebeon",179.00182374
"77501","Villecerf",911.56686248
"77504","Villemarechal",347.59410373
"77505","Villemareuil",1092.29181475
"77506","Villemer",574.46746523
"77507","Villenauxe-la-Petite",88.37669588
"77508","Villeneuve-le-Comte",2263.76588252
"77509","Villeneuve-les-Bordes",245.12337936
"77510","Villeneuve-Saint-Denis",4297.72531713
"77511","Villeneuve-sous-Dammartin",1723.06215609
"77512","Villeneuve-sur-Bellot",228.93484438
"77513","Villenoy",4139.63204537
"77514","Villeparisis",8385.96854254
"77515","Villeroy",884.16163063
"77516","Ville-Saint-Jacques",755.11823781
"77517","Villevaude",8387.76940972
"77518","Villiers-en-Biere",3582.68155227
"77519","Villiers-Saint-Georges",82.80821149
"77520","Villiers-sous-Grez",724.43551873
"77521","Villiers-sur-Morin",3525.90794894
"77522","Villiers-sur-Seine",73.8958055
"77523","Villuis",65.40185498
"77524","Vimpelles",233.49695465
"77525","Vinantes",879.79574316
"77526","Vincy-Manoeuvre",158.85551824
"77527","Voinsles",388.35160672
"77528","Voisenon",5755.55397523
"77529","Voulangis",2335.48196704
"77530","Voulton",195.35244832
"77531","Voulx",228.60368569
"77532","Vulaines-les-Provins",453.14141257
"77533","Vulaines-sur-Seine",3805.03167361
"77534","Yebles",842.36426575
"78003","Ablis",651.3720686
"78005","Acheres",23829.88693152
"78006","Adainville",598.85823464
"78007","Aigremont",14204.7426951
"78009","Allainville",257.34342648
"78010","Les Alluets-le-Roi",4410.16959849
"78013","Andelu",2507.82641783
"78015","Andresy",20048.10974748
"78020","Arnouville-les-Mantes",1478.20859299
"78029","Aubergenville",4521.33236752
"78030","Auffargis",3044.98459918
"78031","Auffreville-Brasseuil",3988.0547625
"78033","Aulnay-sur-Mauldre",3653.90084569
"78034","Auteuil",2861.61849221
"78036","Autouillet",2313.20015022
"78043","Bailly",37181.48708297
"78048","Bazainville",1506.50118384
"78049","Bazemont",4119.65691119
"78050","Bazoches-sur-Guyonne",4342.01163352
"78053","Behoust",1616.93424314
"78057","Bennecourt",885.89454558
"78062","Beynes",3838.76132682
"78068","Blaru",293.67451166
"78070","Boinville-en-Mantois",2351.12788254
"78071","Boinville-le-Gaillard",475.91186614
"78072","Boinvilliers",1355.43634281
"78073","Bois-d'Arcy",26374.12520437
"78076","Boissets",561.26278012
"78077","La Boissiere-Ecole",549.79362621
"78082","Boissy-Mauvoisin",1044.59450858
"78084","Boissy-sans-Avoir",2447.84761192
"78087","Bonnelles",2228.87509102
"78089","Bonnieres-sur-Seine",1101.78600717
"78090","Bouafle",6132.70685102
"78092","Bougival",65070.76751746
"78096","Bourdonne",931.17344737
"78104","Breuil-Bois-Robert",3219.43402965
"78107","Breval",658.85670669
"78108","Les Breviaires",2140.87425584
"78113","Brueil-en-Vexin",2220.45202857
"78117","Buc",32239.0305501
"78118","Buchelay",4687.13083626
"78120","Bullion",1555.60719289
"78123","Carrieres-sous-Poissy",18559.63437335
"78124","Carrieres-sur-Seine",83573.32373344
"78125","La Celle-les-Bordes",1413.97625409
"78126","La Celle-Saint-Cloud",64276.9503056
"78128","Cernay-la-Ville",1861.33036742
"78133","Chambourcy",17080.42086454
"78138","Chanteloup-les-Vignes",18567.00487776
"78140","Chapet",9651.13670674
"78143","Chateaufort",17601.15832894
"78146","Chatou",71031.92199219
"78147","Chaufour-les-Bonnieres",385.11798817
"78152","Chavenay",11216.19756183
"78158","Le Chesnay",57882.9983061
"78160","Chevreuse",7597.80125574
"78162","Choisel",3267.59853065
"78163","Civry-la-Foret",823.54788262
"78164","Clairefontaine-en-Yvelines",1474.0112199
"78165","Les Clayes-sous-Bois",18179.0088311
"78168","Coignieres",8577.82870454
"78171","Conde-sur-Vesgre",719.30992749
"78172","Conflans-Sainte-Honorine",21403.47989751
"78185","Courgent",1009.29342624
"78188","Cravent",376.03029248
"78189","Crespieres",3799.68512361
"78190","Croissy-sur-Seine",61255.56968082
"78192","Dammartin-en-Serve",790.98601932
"78193","Dampierre-en-Yvelines",3961.14486082
"78194","Dannemarie",767.27669615
"78196","Davron",6133.23424969
"78202","Drocourt",1171.65519811
"78206","Ecquevilly",6819.88865327
"78208","Elancourt",18204.49780696
"78209","Emance",481.93457792
"78217","Epone",3725.0763567
"78220","Les Essarts-le-Roi",3980.33994893
"78224","L'Etang-la-Ville",23490.02539574
"78227","Evecquemont",7903.74541442
"78230","La Falaise",3662.64628002
"78231","Favrieux",1854.89792212
"78233","Feucherolles",8306.84031658
"78234","Flacourt",1400.75151681
"78236","Flexanville",1537.08634788
"78237","Flins-Neuve-Eglise",485.58785384
"78238","Flins-sur-Seine",5233.64358103
"78239","Follainville-Dennemont",3774.64747466
"78242","Fontenay-le-Fleury",30167.85056245
"78245","Fontenay-Mauvoisin",2896.77164268
"78246","Fontenay-Saint-Pere",2679.44724392
"78251","Fourqueux",21937.78613144
"78255","Freneuse",1075.75136321
"78261","Gaillon-sur-Montcient",3820.03533797
"78262","Galluis",2215.30275246
"78263","Gambais",1228.1689762
"78264","Gambaiseuil",1061.35465721
"78265","Garancieres",1849.47157992
"78267","Gargenville",3642.14039398
"78269","Gazeran",2638.61424126
"78276","Gommecourt",678.49543329
"78278","Goupillieres",1559.77451482
"78281","Goussonville",2344.04876076
"78283","Grandchamp",393.36843643
"78285","Gressey",922.1740752
"78289","Grosrouvre",1662.52174823
"78290","Guernes",2943.8277643
"78291","Guerville",3845.91337355
"78296","Guitrancourt",3363.25470276
"78297","Guyancourt",31951.57385986
"78299","Hardricourt",4772.67398773
"78300","Hargeville",1390.29643975
"78302","La Hauteville",416.96822143
"78305","Herbeville",3439.25337969
"78307","Hermeray",561.90130356
"78310","Houdan",894.2885904
"78311","Houilles",75161.80215926
"78314","Issou",3957.41093062
"78317","Jambville",1646.82967569
"78320","Jeufosse",759.8029711
"78321","Jouars-Pontchartrain",11355.53606346
"78322","Jouy-en-Josas",30146.79032451
"78324","Jouy-Mauvoisin",3421.3053317
"78325","Jumeauville",2202.87058452
"78327","Juziers",3818.11302417
"78329","Lainville-en-Vexin",1033.62518625
"78334","Levis-Saint-Nom",6311.13889754
"78335","Limay",4960.93485694
"78337","Limetz-Villez",626.61173451
"78343","Les Loges-en-Josas",26412.76472327
"78344","Lommoye",640.08726037
"78346","Longnes",644.37581044
"78349","Longvilliers",1819.86744646
"78350","Louveciennes",49955.42245657
"78354","Magnanville",4529.71703784
"78356","Magny-les-Hameaux",17290.01796492
"78358","Maisons-Laffitte",38670.51910587
"78361","Mantes-la-Jolie",4899.15316357
"78362","Mantes-la-Ville",5109.88304106
"78364","Marcq",2781.35901847
"78366","Mareil-le-Guyon",4643.0478364
"78367","Mareil-Marly",28874.86129629
"78368","Mareil-sur-Mauldre",3190.89056688
"78372","Marly-le-Roi",36628.52500162
"78380","Maule",3119.4899756
"78381","Maulette",1063.30956175
"78382","Maurecourt",20797.5292065
"78383","Maurepas",12095.78614693
"78384","Medan",14430.12922622
"78385","Menerville",1117.29686815
"78389","Mere",2870.9036409
"78391","Mericourt",1551.93242027
"78396","Le Mesnil-le-Roi",41719.27519555
"78397","Le Mesnil-Saint-Denis",10744.79183405
"78398","Les Mesnuls",2708.76816385
"78401","Meulan-en-Yvelines",6494.0511484
"78402","Mezieres-sur-Seine",3660.72521827
"78403","Mezy-sur-Seine",4505.54295041
"78404","Millemont",1705.90946821
"78406","Milon-la-Chapelle",13171.9136014
"78407","Mittainville",369.37145187
"78410","Moisson",880.46967368
"78413","Mondreville",456.50504846
"78415","Montainville",3113.28043021
"78416","Montalet-le-Bois",1463.70982743
"78417","Montchauvet",813.55173947
"78418","Montesson",52816.03584656
"78420","Montfort-l'Amaury",2139.33885106
"78423","Montigny-le-Bretonneux",27356.96224022
"78431","Morainvilliers",8439.75056467
"78437","Mousseaux-sur-Seine",1353.8866055
"78439","Mulcent",1018.9840284
"78440","Les Mureaux",7420.32475744
"78442","Neauphle-le-Chateau",9760.0355049
"78443","Neauphle-le-Vieux",5048.60393802
"78444","Neauphlette",558.7591593
"78451","Nezel",3963.96156439
"78455","Noisy-le-Roi",24994.08928952
"78460","Oinville-sur-Montcient",2681.53633815
"78464","Orcemont",1326.88637273
"78465","Orgerus",1476.16957175
"78466","Orgeval",9763.25923616
"78470","Orphin",576.59397186
