"ID","NAMES","population_AsTheCrowFlies_POT_5000"
"78416","Montalet-le-Bois",14552.61883272
"78417","Montchauvet",7656.40817131
"78418","Montesson",323270.97018457
"78420","Montfort-l'Amaury",14262.15314177
"78423","Montigny-le-Bretonneux",179671.91558025
"78431","Morainvilliers",60358.60501886
"78437","Mousseaux-sur-Seine",21249.55569784
"78439","Mulcent",8997.72479396
"78440","Les Mureaux",83036.94642253
"78442","Neauphle-le-Chateau",75953.35143036
"78443","Neauphle-le-Vieux",34338.39532955
"78444","Neauphlette",6428.4349585
"78451","Nezel",42826.54715617
"78455","Noisy-le-Roi",140399.62942276
"78460","Oinville-sur-Montcient",33713.3130435
"78464","Orcemont",9941.74775763
"78465","Orgerus",11691.49308544
"78466","Orgeval",63538.45436197
"78470","Orphin",4087.73117087
"78472","Orsonville",2503.0865701
"78474","Orvilliers",9583.76338517
"78475","Osmoy",10882.2308285
"78478","Paray-Douaville",1760.06223131
"78481","Le Pecq",221589.13626848
"78484","Perdreauville",27123.59522645
"78486","Le Perray-en-Yvelines",28433.02279887
"78490","Plaisir",119713.67100707
"78497","Poigny-la-Foret",11392.34537904
"78498","Poissy",112575.64743279
"78499","Ponthevrard",12308.99070748
"78501","Porcheville",72231.478831
"78502","Le Port-Marly",233723.66587496
"78503","Port-Villez",7438.71747909
"78505","Prunay-le-Temple",10509.26534974
"78506","Prunay-en-Yvelines",4303.18933901
"78513","La Queue-les-Yvelines",13578.79227272
"78516","Raizeux",3768.46553703
"78517","Rambouillet",32180.69192148
"78518","Rennemoulin",145727.06282188
"78520","Richebourg",10834.24834331
"78522","Rochefort-en-Yvelines",12996.12772291
"78524","Rocquencourt",246023.68030564
"78528","Rolleboise",25470.78279087
"78530","Rosay",13685.32413745
"78531","Rosny-sur-Seine",30515.75266811
"78536","Sailly",17596.45283841
"78537","Saint-Arnoult-en-Yvelines",13326.78637823
"78545","Saint-Cyr-l'Ecole",212299.94020674
"78548","Saint-Forget",38349.80477408
"78550","Saint-Germain-de-la-Grange",54678.06571536
"78551","Saint-Germain-en-Laye",188738.30010729
"78557","Saint-Hilarion",5829.42549135
"78558","Saint-Illiers-la-Ville",11012.09285217
"78559","Saint-Illiers-le-Bois",5934.14035423
"78561","Saint-Lambert",83453.67082501
"78562","Saint-Leger-en-Yvelines",6340.45664567
"78564","Saint-Martin-de-Brethencourt",9493.50680489
"78565","Saint-Martin-des-Champs",10189.87112763
"78567","Saint-Martin-la-Garenne",44859.90683953
"78569","Sainte-Mesme",15739.16845985
"78571","Saint-Nom-la-Breteche",82352.95900415
"78575","Saint-Remy-les-Chevreuse",54180.11795106
"78576","Saint-Remy-l'Honore",40816.87467298
"78586","Sartrouville",401182.63156687
"78588","Saulx-Marchais",21606.75052848
"78590","Senlisse",14631.97885912
"78591","Septeuil",9598.44050476
"78597","Soindres",53950.72677827
"78601","Sonchamp",8470.96773751
"78605","Tacoignieres",11360.9893855
"78606","Le Tartre-Gaudran",2051.09432967
"78608","Le Tertre-Saint-Denis",13080.56347568
"78609","Tessancourt-sur-Aubette",60122.46858725
"78615","Thiverval-Grignon",60631.4520594
"78616","Thoiry",15506.69141179
"78618","Tilly",4359.89201068
"78620","Toussus-le-Noble",100448.51050795
"78621","Trappes",166953.86540276
"78623","Le Tremblay-sur-Mauldre",55200.78950667
"78624","Triel-sur-Seine",130874.58334318
"78638","Vaux-sur-Seine",111236.82273992
"78640","Velizy-Villacoublay",305387.79543156
"78642","Verneuil-sur-Seine",104948.34273732
"78643","Vernouillet",105723.13029031
"78644","La Verriere",107743.43639573
"78646","Versailles",236995.73380851
"78647","Vert",39739.49619916
"78650","Le Vesinet",306760.15295819
"78653","Vicq",21909.41562622
"78655","Vieille-Eglise-en-Yvelines",30055.09809888
"78668","La Villeneuve-en-Chevrie",12235.73506383
"78672","Villennes-sur-Seine",101829.1324849
"78674","Villepreux",125220.49222264
"78677","Villette",25023.85568261
"78681","Villiers-le-Mahieu",13138.18021821
"78683","Villiers-Saint-Frederic",49486.97596774
"78686","Viroflay",326134.15799687
"78688","Voisins-le-Bretonneux",139854.71318517
"91001","Abbeville-la-Riviere",2817.28647393
"91016","Angerville",6933.8068557
"91017","Angervilliers",15913.89793165
"91021","Arpajon",80060.44871061
"91022","Arrancourt",3683.26641999
"91027","Athis-Mons",288308.49293075
"91035","Authon-la-Plaine",3487.26749536
"91037","Auvernaux",37926.03915174
"91038","Auvers-Saint-Georges",16487.20081419
"91041","Avrainville",51922.03612286
"91044","Ballainvilliers",207473.36728763
"91045","Ballancourt-sur-Essonne",32512.26529798
"91047","Baulne",26254.10032238
"91064","Bievres",214299.50341012
"91067","Blandy",1038.17966515
"91069","Boigneville",2462.46718321
"91075","Bois-Herpin",2621.14275506
"91079","Boissy-la-Riviere",16723.59254183
"91080","Boissy-le-Cutte",15779.17466452
"91081","Boissy-le-Sec",8406.74794641
"91085","Boissy-sous-Saint-Yon",39052.37568626
"91086","Bondoufle",179734.60526332
"91093","Boullay-les-Troux",28905.79891502
"91095","Bouray-sur-Juine",28486.08238856
"91097","Boussy-Saint-Antoine",139937.46383733
"91098","Boutervilliers",6477.14216072
"91099","Boutigny-sur-Essonne",12439.29168955
"91100","Bouville",7753.51344811
"91103","Bretigny-sur-Orge",122102.07575249
"91105","Breuillet",35412.23216334
"91106","Breux-Jouy",29544.07790253
"91109","Brieres-les-Scelles",22430.90676148
"91111","Briis-sous-Forges",31005.07867042
"91112","Brouy",1438.72779376
"91114","Brunoy",178737.18735021
"91115","Bruyeres-le-Chatel",48561.03413379
"91121","Buno-Bonnevaux",5102.61059863
"91122","Bures-sur-Yvette",101029.60321074
"91129","Cerny",23009.91877094
"91130","Chalo-Saint-Mars",8889.38003222
"91131","Chalou-Moulineux",5057.71282934
"91132","Chamarande",23094.36113907
"91135","Champcueil",23377.43667847
"91136","Champlan",237061.80086691
"91137","Champmotteux",2740.53403954
"91145","Chatignonville",3876.37590154
"91148","Chauffour-les-Etrechy",16973.04828214
"91156","Cheptainville",43821.88844021
"91159","Chevannes",39394.85977013
"91161","Chilly-Mazarin",266535.9684853
"91174","Corbeil-Essonnes",151880.54699106
"91175","Corbreuse",9506.40745503
"91179","Le Coudray-Montceaux",75024.85948329
"91180","Courances",10313.54284236
"91182","Courcouronnes",205064.8337858
"91184","Courdimanche-sur-Essonne",9938.90905321
"91186","Courson-Monteloup",30478.68732312
"91191","Crosne",268106.31822095
"91195","Dannemois",10993.21285799
"91198","D'Huison-Longueville",14793.10730252
"91200","Dourdan",16800.94774932
"91201","Draveil",265479.39307657
"91204","Echarcon",78172.6353407
"91207","Egly",60081.32766528
"91215","Epinay-sous-Senart",154225.97287422
"91216","Epinay-sur-Orge",255933.87947188
"91222","Estouches",3329.75309114
"91223","Etampes",28614.42589503
"91225","Etiolles",166650.65370464
"91226","Etrechy",15432.68519581
"91228","Evry",202928.19871714
"91232","La Ferte-Alais",23238.22604747
"91235","Fleury-Merogis",239403.68543831
"91240","Fontaine-la-Riviere",7608.87474041
"91243","Fontenay-les-Briis",37656.40812928
"91244","Fontenay-le-Vicomte",42546.7143605
"91247","La Foret-le-Roi",6005.84558897
"91248","La Foret-Sainte-Croix",4736.78904638
"91249","Forges-les-Bains",21653.33909459
"91272","Gif-sur-Yvette",79258.69576544
"91273","Gironville-sur-Essonne",4960.5070096
"91274","Gometz-la-Ville",59339.15875584
"91275","Gometz-le-Chatel",81117.76356773
"91284","Les Granges-le-Roi",11573.5358176
"91286","Grigny",284571.44871495
"91292","Guibeville",65525.25375089
"91293","Guigneville-sur-Essonne",17986.86726253
"91294","Guillerval",8284.62082388
"91312","Igny",208413.00666199
"91315","Itteville",31526.60428013
"91318","Janville-sur-Juine",21610.38318955
"91319","Janvry",55483.38069271
"91326","Juvisy-sur-Orge",291855.68411911
"91330","Lardy",30357.66304124
"91332","Leudeville",59908.9388337
"91333","Leuville-sur-Orge",121468.93403254
"91338","Limours",27903.11358228
"91339","Linas",112530.26408753
"91340","Lisses",148837.48747534
"91345","Longjumeau",239536.8391301
"91347","Longpont-sur-Orge",171669.76444207
"91359","Maisse",8013.8017141
"91363","Marcoussis",78933.10132279
"91374","Marolles-en-Beauce",5277.94794316
"91376","Marolles-en-Hurepoix",60538.60776944
"91377","Massy",281770.05922076
"91378","Mauchamps",25324.21022696
"91386","Mennecy",66767.42847328
"91390","Mereville",7186.71229738
"91393","Merobert",3309.3519765
"91399","Mespuits",2368.02834799
"91405","Milly-la-Foret",10120.62309627
"91408","Moigny-sur-Ecole",11705.33076953
"91411","Les Molieres",37982.93366703
"91412","Mondeville",20757.60375066
"91414","Monnerville",8170.03278395
"91421","Montgeron",227196.82777812
"91425","Montlhery",145226.96240532
"91432","Morangis",277933.53575512
"91433","Morigny-Champigny",18445.05913096
"91434","Morsang-sur-Orge",278943.04700449
"91435","Morsang-sur-Seine",103127.53789996
"91441","Nainville-les-Roches",23914.36984911
"91457","La Norville",80564.35787557
"91458","Nozay",120214.43585675
"91461","Ollainville",71277.44633489
"91463","Oncy-sur-Ecole",9032.02028019
"91468","Ormoy",101173.68551856
"91469","Ormoy-la-Riviere",25345.4017366
"91471","Orsay",126606.45206173
"91473","Orveau",11109.11665509
"91477","Palaiseau",181120.46301099
"91479","Paray-Vieille-Poste",314102.70642203
"91482","Pecqueuse",18642.38081061
"91494","Le Plessis-Pate",141743.45507423
"91495","Plessis-Saint-Benoist",4050.96294768
"91507","Prunay-sur-Essonne",4161.93396115
"91508","Puiselet-le-Marais",4016.34879764
"91511","Pussay",6135.97111619
"91514","Quincy-sous-Senart",126688.23840702
"91519","Richarville",5650.78290474
"91521","Ris-Orangis",254167.31712833
"91525","Roinville",12370.31181568
"91526","Roinvilliers",1667.6457871
"91533","Saclas",8682.11911153
"91534","Saclay",105265.73531852
"91538","Saint-Aubin",87159.26893911
"91540","Saint-Cheron",21736.47953131
"91544","Saint-Cyr-la-Riviere",6660.76734714
"91546","Saint-Cyr-sous-Dourdan",15307.52072374
"91547","Saint-Escobille",2232.00166565
"91549","Sainte-Genevieve-des-Bois",231165.75866055
"91552","Saint-Germain-les-Arpajon",99877.77772261
"91553","Saint-Germain-les-Corbeil",149982.05791977
"91556","Saint-Hilaire",18386.23383139
"91560","Saint-Jean-de-Beauregard",86067.32498701
"91568","Saint-Maurice-Montcouronne",25803.0665301
"91570","Saint-Michel-sur-Orge",190064.00532684
"91573","Saint-Pierre-du-Perray",122393.47804748
"91577","Saintry-sur-Seine",125815.58059415
"91578","Saint-Sulpice-de-Favieres",27047.94832375
"91579","Saint-Vrain",35889.80854009
"91581","Saint-Yon",40072.84335733
"91587","Saulx-les-Chartreux",187049.9275231
"91589","Savigny-sur-Orge",286122.80336729
"91593","Sermaise",13689.74469408
"91599","Soisy-sur-Ecole",12908.97216082
"91600","Soisy-sur-Seine",200595.77569931
"91602","Souzy-la-Briche",21145.74299265
"91613","Congerville-Thionville",3791.21089574
"91617","Tigery",122234.7486072
"91619","Torfou",30529.14504543
"91629","Valpuiseaux",4609.92651785
"91630","Le Val-Saint-Germain",17507.06376001
"91631","Varennes-Jarcy",108165.52492339
"91634","Vaugrigneuse",23755.58036469
"91635","Vauhallan",149098.93776859
"91639","Vayres-sur-Essonne",10969.52571871
"91645","Verrieres-le-Buisson",329727.2212557
"91648","Vert-le-Grand",77647.19133917
"91649","Vert-le-Petit",39380.84063616
"91654","Videlles",15437.34070794
"91657","Vigneux-sur-Seine",269151.40274837
"91659","Villabe",128066.76039258
"91661","Villebon-sur-Yvette",166531.51681085
"91662","Villeconin",12814.99879306
"91665","La Ville-du-Bois",155970.50930219
"91666","Villejust",131291.25168324
"91667","Villemoisson-sur-Orge",266061.85761326
"91671","Villeneuve-sur-Auvers",14361.27498772
"91679","Villiers-le-Bacle",79529.77822153
"91685","Villiers-sur-Orge",214797.30262926
"91687","Viry-Chatillon",296838.22904732
"91689","Wissous",329368.61967828
"91691","Yerres",222889.00290412
"91692","Les Ulis",109222.71026956
"92002","Antony",419417.42745554
"92004","Asnieres-sur-Seine",1162848.39749191
"92007","Bagneux",1044331.011738
"92009","Bois-Colombes",1062436.37303487
"92012","Boulogne-Billancourt",970504.47728114
"92014","Bourg-la-Reine",765290.53631376
"92019","Chatenay-Malabry",476664.10205127
"92020","Chatillon",1035359.93736305
"92022","Chaville",425304.84793848
"92023","Clamart",729897.97778415
"92024","Clichy",1398819.30803919
"92025","Colombes",886778.7641535
"92026","Courbevoie",1140738.68921631
"92032","Fontenay-aux-Roses",829610.79187183
"92033","Garches",559902.83662937
"92035","La Garenne-Colombes",1002245.56433745
"92036","Gennevilliers",925337.69899626
"92040","Issy-les-Moulineaux",1108193.77690067
"92044","Levallois-Perret",1394365.63156333
"92046","Malakoff",1263617.52103043
"92047","Marnes-la-Coquette",411877.64195951
"92048","Meudon",602994.49413334
"92049","Montrouge",1318257.4674656
"92050","Nanterre",762123.89885738
"92051","Neuilly-sur-Seine",1321523.68767187
"92060","Le Plessis-Robinson",581739.63572145
"92062","Puteaux",1073421.81949558
"92063","Rueil-Malmaison",537431.5575691
"92064","Saint-Cloud",721254.04854773
"92071","Sceaux",676824.57165372
"92072","Sevres",619760.57928139
"92073","Suresnes",901078.37772394
"92075","Vanves",1262090.26631624
"92076","Vaucresson",407539.78826141
"92077","Ville-d'Avray",430423.61424723
"92078","Villeneuve-la-Garenne",919981.81121253
"93001","Aubervilliers",1238904.31438613
"93005","Aulnay-sous-Bois",432850.99817162
"93006","Bagnolet",1422064.03289186
"93007","Le Blanc-Mesnil",527823.86832206
"93008","Bobigny",942747.63176457
"93010","Bondy",696983.65458901
"93013","Le Bourget",659023.43478679
"93014","Clichy-sous-Bois",431376.80351321
"93015","Coubron",309760.68608144
"93027","La Courneuve",824961.71543743
"93029","Drancy",719501.53940732
"93030","Dugny",543304.98857939
"93031","Epinay-sur-Seine",662227.96170485
"93032","Gagny",473164.35737827
"93033","Gournay-sur-Marne",387994.41876516
"93039","L'Ile-Saint-Denis",864529.71894816
"93045","Les Lilas",1397437.66164655
"93046","Livry-Gargan",448678.7531447
"93047","Montfermeil",369188.4157241
"93048","Montreuil",1143011.22423691
"93049","Neuilly-Plaisance",638158.2994893
"93050","Neuilly-sur-Marne",513593.17953538
"93051","Noisy-le-Grand",405734.8389576
"93053","Noisy-le-Sec",930742.53945885
"93055","Pantin",1315788.91038084
"93057","Les Pavillons-sous-Bois",593432.40047142
"93059","Pierrefitte-sur-Seine",571060.32046035
"93061","Le Pre-Saint-Gervais",1502133.58680595
"93062","Le Raincy",549102.77850173
"93063","Romainville",1188779.71621973
"93064","Rosny-sous-Bois",770018.41903895
"93066","Saint-Denis",998857.31639289
"93070","Saint-Ouen",1384066.74411416
"93071","Sevran",392963.39371607
"93072","Stains",574232.58650579
"93073","Tremblay-en-France",169539.08808217
"93074","Vaujours",266205.35191735
"93077","Villemomble",616171.92901643
"93078","Villepinte",287727.08676154
"93079","Villetaneuse",622426.33433566
"94001","Ablon-sur-Seine",301242.10982279
"94002","Alfortville",821983.88076047
"94003","Arcueil",1201327.91928422
"94004","Boissy-Saint-Leger",222734.39471211
"94011","Bonneuil-sur-Marne",427796.54555367
"94015","Bry-sur-Marne",561050.33806326
"94016","Cachan",965101.67069247
"94017","Champigny-sur-Marne",529839.33007176
"94018","Charenton-le-Pont",1257513.76822659
"94019","Chennevieres-sur-Marne",382662.5733344
"94021","Chevilly-Larue",599326.02096779
"94022","Choisy-le-Roi",519293.87853053
"94028","Creteil",585318.29844208
"94033","Fontenay-sous-Bois",880217.31772387
"94034","Fresnes",495931.74491297
"94037","Gentilly",1324229.18604102
"94038","L'Hay-les-Roses",726172.35611953
"94041","Ivry-sur-Seine",1219269.60788273
"94042","Joinville-le-Pont",788164.49051034
"94043","Le Kremlin-Bicetre",1248005.47644726
"94044","Limeil-Brevannes",298228.02830486
"94046","Maisons-Alfort",859703.44568278
"94047","Mandres-les-Roses",136991.45809951
"94048","Marolles-en-Brie",149644.47870343
"94052","Nogent-sur-Marne",792423.6280323
"94053","Noiseau",246883.03248779
"94054","Orly",380172.64959316
"94055","Ormesson-sur-Marne",338880.17783315
"94056","Perigny",115646.47341859
"94058","Le Perreux-sur-Marne",663179.99200813
"94059","Le Plessis-Trevise",311304.57626181
"94060","La Queue-en-Brie",194916.88271418
"94065","Rungis",436307.49636453
"94067","Saint-Mande",1370924.00013931
"94068","Saint-Maur-des-Fosses",544844.76689681
"94069","Saint-Maurice",992950.06833796
"94070","Santeny",112698.47555102
"94071","Sucy-en-Brie",266921.05034934
"94073","Thiais",517164.53442408
"94074","Valenton",384761.20959971
"94075","Villecresnes",171999.25881353
"94076","Villejuif",965340.49965714
"94077","Villeneuve-le-Roi",326977.77526893
"94078","Villeneuve-Saint-Georges",347749.33620884
"94079","Villiers-sur-Marne",451036.40245821
"94080","Vincennes",1209748.47838313
"94081","Vitry-sur-Seine",818200.36908868
"95002","Ableiges",24780.59440273
"95008","Aincourt",7233.41556726
"95011","Ambleville",4160.97141724
"95012","Amenucourt",4246.16471381
"95014","Andilly",273682.36644248
"95018","Argenteuil",605256.18705176
"95019","Arnouville",318330.60796227
"95023","Arronville",3456.37588617
"95024","Arthies",6040.61094646
"95026","Asnieres-sur-Oise",22547.54265491
"95028","Attainville",57496.11731284
"95039","Auvers-sur-Oise",70447.64349856
"95040","Avernes",7062.4833133
"95042","Baillet-en-France",66440.63229461
"95046","Banthelu",8197.72088487
"95051","Beauchamp",204943.70086066
"95052","Beaumont-sur-Oise",41750.06509422
"95054","Le Bellay-en-Vexin",7506.65076303
"95055","Bellefontaine",33778.70414008
"95056","Belloy-en-France",27834.49076556
"95058","Bernes-sur-Oise",30557.51069089
"95059","Berville",2139.27976469
"95060","Bessancourt",145210.52034794
"95061","Bethemont-la-Foret",92699.31701536
"95063","Bezons",665695.55081257
"95074","Boisemont",139169.44610933
"95078","Boissy-l'Aillerie",73794.39938624
"95088","Bonneuil-en-France",411937.38127924
"95091","Bouffemont",113418.12998824
"95094","Bouqueval",153485.62207364
"95101","Bray-et-Lu",3218.61447765
"95102","Breancon",8218.32569152
"95110","Brignancourt",9453.1470221
"95116","Bruyeres-sur-Oise",28274.63437161
"95119","Buhy",3212.67398238
"95120","Butry-sur-Oise",57970.07339933
"95127","Cergy",179319.87947268
"95134","Champagne-sur-Oise",39086.28105467
"95139","La Chapelle-en-Vexin",4597.79975835
"95141","Charmont",8601.63083611
"95142","Chars",7360.72446072
"95144","Chatenay-en-France",51792.50014248
"95149","Chaumontel",19672.9835884
"95150","Chaussy",4904.15301808
"95151","Chauvry",90197.63254235
"95154","Chennevieres-les-Louvres",38187.18856549
"95157","Cherence",6293.77830579
"95166","Clery-en-Vexin",8082.00328847
"95169","Commeny",7388.17501836
"95170","Condecourt",51844.84766792
"95176","Cormeilles-en-Parisis",379223.10887198
"95177","Cormeilles-en-Vexin",18231.44063371
"95181","Courcelles-sur-Viosne",61378.21109305
"95183","Courdimanche",115034.07860113
"95197","Deuil-la-Barre",510065.69598459
"95199","Domont",157824.71058529
"95203","Eaubonne",374001.8683824
"95205","Ecouen",167219.00539885
"95210","Enghien-les-Bains",520547.45080846
"95211","Ennery",95333.07785706
"95212","Epiais-les-Louvres",45631.63526759
"95213","Epiais-Rhus",14279.63509795
"95214","Epinay-Champlatreux",25941.44888859
"95218","Eragny",203415.19196205
"95219","Ermont",380126.82155693
"95229","Ezanville",118071.75469046
"95241","Fontenay-en-Parisis",71591.56417538
"95250","Fosses",31387.04953762
"95252","Franconville",341595.74527621
"95253","Fremainville",11014.07080079
"95254","Fremecourt",12147.42467989
"95256","Frepillon",111542.15507536
"95257","La Frette-sur-Seine",298534.73883586
"95258","Frouville",8904.5131215
"95259","Gadancourt",6388.44368116
"95268","Garges-les-Gonesse",432889.55493237
"95270","Genainville",5892.10793621
"95271","Genicourt",56402.43506597
"95277","Gonesse",252662.16556703
"95280","Goussainville",106604.78347401
"95282","Gouzangrez",7979.83711248
"95287","Grisy-les-Platres",10127.29262497
"95288","Groslay",413097.06614886
"95295","Guiry-en-Vexin",6873.11563791
"95298","Haravilliers",4608.49912988
"95301","Haute-Isle",7756.61236055
"95303","Le Heaulme",6935.24871438
"95304","Hedouville",15095.34114782
"95306","Herblay",197705.24899837
"95308","Herouville",35679.80562458
"95309","Hodent",7785.38919867
"95313","L'Isle-Adam",45901.04078359
"95316","Jagny-sous-Bois",34994.36339366
"95323","Jouy-le-Moutier",177007.98461413
"95328","Labbeville",13797.50752755
"95331","Lassy",28075.41463203
"95341","Livilliers",45755.13643172
"95348","Longuesse",21113.51781571
"95351","Louvres",60625.88451258
"95352","Luzarches",23588.04295364
"95353","Maffliers",39168.34060333
"95355","Magny-en-Vexin",8548.90297736
"95365","Mareil-en-France",39528.56834185
"95369","Margency",313667.60267529
"95370","Marines",9329.06479503
"95371","Marly-la-Ville",38861.42257534
"95379","Maudetour-en-Vexin",6187.84359403
"95387","Menouville",5788.31582942
"95388","Menucourt",96752.26755044
"95392","Meriel",62631.42156091
"95394","Mery-sur-Oise",110952.8252657
"95395","Le Mesnil-Aubry",68539.17320252
"95409","Moisselles",93139.54847904
"95422","Montgeroult",39870.65289196
"95424","Montigny-les-Cormeilles",268762.02925302
"95426","Montlignon",243085.49483503
"95427","Montmagny",515059.84677825
"95428","Montmorency",373469.8043282
"95429","Montreuil-sur-Epte",3599.94763059
"95430","Montsoult",48257.63041391
"95436","Mours",48159.33287865
"95438","Moussy",8014.05747136
"95445","Nerville-la-Foret",43488.95254593
"95446","Nesles-la-Vallee",27252.58243161
"95447","Neuilly-en-Vexin",6345.5236656
"95450","Neuville-sur-Oise",205493.81370465
"95452","Nointel",45021.0161682
"95456","Noisy-sur-Oise",37288.78365909
"95459","Nucourt",7857.36180917
"95462","Omerville",5428.09532555
"95476","Osny",131301.01736009
"95480","Parmain",37553.73542719
"95483","Le Perchay",9140.30121635
"95487","Persan",41077.78909645
"95488","Pierrelaye",182454.60428547
"95489","Piscop",226758.99762685
"95491","Le Plessis-Bouchard",285752.25002441
"95492","Le Plessis-Gassot",118183.51798405
"95493","Le Plessis-Luzarches",30535.85086831
"95500","Pontoise",169887.16368313
"95504","Presles",45046.25959952
"95509","Puiseux-en-France",49896.64022902
"95510","Puiseux-Pontoise",103403.68630745
"95523","La Roche-Guyon",7368.91797496
"95527","Roissy-en-France",112674.69948241
"95529","Ronquerolles",20117.59668651
"95535","Sagy",57644.03276308
"95539","Saint-Brice-sous-Foret",310678.8087888
"95541","Saint-Clair-sur-Epte",2052.18923213
"95543","Saint-Cyr-en-Arthies",13743.15298048
"95554","Saint-Gervais",7495.82561816
"95555","Saint-Gratien",528144.31621593
"95563","Saint-Leu-la-Foret",213714.84284996
"95566","Saint-Martin-du-Tertre",33576.45285956
"95572","Saint-Ouen-l'Aumone",160128.31361589
"95574","Saint-Prix",211994.74634916
"95580","Saint-Witz",28185.90552564
"95582","Sannois",476275.84466997
"95584","Santeuil",10554.77401427
"95585","Sarcelles",347606.83801433
"95592","Seraincourt",27385.10732699
"95594","Seugy",22618.27992687
"95598","Soisy-sous-Montmorency",392177.15580037
"95604","Survilliers",23462.79256131
"95607","Taverny",179726.76954178
"95610","Themericourt",8358.11247346
"95611","Theuville",5427.4076032
"95612","Le Thillay",157726.16136556
"95625","Us",11670.60577459
"95627","Vallangoujard",9782.43384652
"95628","Valmondois",45805.79629268
"95633","Vaudherland",153867.68799379
"95637","Vaureal",159940.82880866
"95641","Vemars",26005.81667876
"95651","Vetheuil",14912.52647217
"95652","Viarmes",25039.71367395
"95656","Vienne-en-Arthies",11357.71699755
"95658","Vigny",12411.86371659
"95660","Villaines-sous-Bois",38931.49899422
"95675","Villeron",38918.73996837
"95676","Villers-en-Arthies",6354.84535773
"95678","Villiers-Adam",66517.59232558
"95680","Villiers-le-Bel",232345.0204287
"95682","Villiers-le-Sec",35177.77282458
"95690","Wy-dit-Joli-Village",6268.11686861
