"ID","NAMES","employe_AsTheCowRolls_ACC_0.05"
"75101","Paris 1er Arrondissement",5.15510362629899
"75102","Paris 2e  Arrondissement",5.07034902547592
"75103","Paris 3e  Arrondissement",3.90047611054685
"75104","Paris 4e  Arrondissement",4.36291586008936
"75105","Paris 5e  Arrondissement",4.82729790385381
"75106","Paris 6e  Arrondissement",5.13263221264336
"75107","Paris 7e  Arrondissement",5.45341455418259
"75108","Paris 8e  Arrondissement",4.77414131231478
"75109","Paris 9e  Arrondissement",3.82324799231691
"75110","Paris 10e  Arrondissement",2.86078604770322
"75111","Paris 11e  Arrondissement",3.67267292324953
"75112","Paris 12e  Arrondissement",4.97506998345178
"75113","Paris 13e  Arrondissement",4.12066978195227
"75114","Paris 14e  Arrondissement",4.85332445672466
"75115","Paris 15e  Arrondissement",5.47051316256676
"75116","Paris 16e  Arrondissement",5.92479048806046
"75117","Paris 17e  Arrondissement",4.36365394513956
"75118","Paris 18e  Arrondissement",4.10772528619174
"75119","Paris 19e  Arrondissement",3.95995201835109
"75120","Paris 20e  Arrondissement",3.65161219950187
"77001","Acheres-la-Foret",27.1486845024448
"77002","Amillis",32.4064424094668
"77003","Amponville",30.1262444503639
"77004","Andrezel",23.8302001397705
"77005","Annet-sur-Marne",15.0596903849978
"77006","Arbonne-la-Foret",23.6681227051143
"77007","Argentieres",25.5009813645111
"77008","Armentieres-en-Brie",26.888230546364
"77009","Arville",39.1232162232491
"77010","Aubepierre-Ozouer-le-Repos",26.4943887812613
"77011","Aufferville",35.3795872726047
"77012","Augers-en-Brie",37.9638978012457
"77013","Aulnoy",30.0382508158271
"77014","Avon",26.3097707604875
"77015","Baby",47.2092260525545
"77016","Bagneaux-sur-Loing",32.0696549821679
"77018","Bailly-Romainvilliers",16.5982740937089
"77019","Balloy",39.5639816766426
"77020","Bannost-Villegagnon",31.9524558385746
"77021","Barbey",36.0099342597784
"77022","Barbizon",21.350625837322
"77023","Barcy",22.2181300997933
"77024","Bassevelle",34.4467604545097
"77025","Bazoches-les-Bray",40.6306119141754
"77026","Beauchery-Saint-Martin",45.8227608925643
"77027","Beaumont-du-Gatinais",42.4219647499526
"77028","Beautheil",31.5487770268328
"77029","Beauvoir",24.9979387243809
"77030","Bellot",40.2846897062493
"77031","Bernay-Vilbert",26.0420631002657
"77032","Beton-Bazoches",32.7870353851874
"77033","Bezalles",34.644617543835
"77034","Blandy",23.1516590120211
"77035","Blennes",45.2133604301611
"77036","Boisdon",32.5903054354537
"77037","Bois-le-Roi",23.0217953117528
"77038","Boissettes",20.6217873064486
"77039","Boissise-la-Bertrand",20.4802513661534
"77040","Boissise-le-Roi",18.6710777918763
"77041","Boissy-aux-Cailles",31.0775723258399
"77042","Boissy-le-Chatel",30.8181344878524
"77043","Boitron",35.4637548204733
"77044","Bombon",27.9171433922224
"77045","Bougligny",36.3850206317414
"77046","Boulancourt",35.8650093426616
"77047","Bouleurs",19.9161116177043
"77048","Bourron-Marlotte",31.4410212131838
"77049","Boutigny",20.9791463493705
"77050","Bransles",36.5796064157171
"77051","Bray-sur-Seine",43.4246100584772
"77052","Breau",26.3157027859868
"77053","Brie-Comte-Robert",14.4012531594746
"77054","La Brosse-Montceaux",37.8609947753661
"77055","Brou-sur-Chantereine",11.4805911976001
"77056","Burcy",35.0217774955681
"77057","Bussieres",31.232956175571
"77058","Bussy-Saint-Georges",12.1445021068643
"77059","Bussy-Saint-Martin",12.4145527738764
"77060","Buthiers",32.6065883219566
"77061","Cannes-Ecluse",36.1958381112305
"77062","Carnetin",15.55050333722
"77063","La Celle-sur-Morin",25.3189302755642
"77065","Cely",19.3661635609841
"77066","Cerneux",36.9926110330041
"77067","Cesson",17.150065337903
"77068","Cessoy-en-Montois",41.8665186103861
"77069","Chailly-en-Biere",20.3474801619
"77070","Chailly-en-Brie",29.6829575640936
