"ID","NAMES","employe_AsTheCowRolls_ACC_0.05"
"77071","Chaintreaux",35.4473408984133
"77072","Chalautre-la-Grande",50.56895996724
"77073","Chalautre-la-Petite",42.4049539026084
"77075","Chalifert",16.0702079899021
"77076","Chalmaison",45.8077717857761
"77077","Chambry",21.4377268553169
"77078","Chamigny",29.2294729896934
"77079","Champagne-sur-Seine",30.4178966546713
"77080","Champcenest",37.4057263145229
"77081","Champdeuil",20.1421415535803
"77082","Champeaux",24.5103203642275
"77083","Champs-sur-Marne",9.84090216218132
"77084","Changis-sur-Marne",24.0263219805907
"77085","Chanteloup-en-Brie",14.4577354536214
"77086","La Chapelle-Gauthier",26.1790181520515
"77087","La Chapelle-Iger",28.0587961805473
"77088","La Chapelle-la-Reine",25.9962341193943
"77089","La Chapelle-Rablais",32.671204979166
"77090","La Chapelle-Saint-Sulpice",38.3742987769851
"77091","Les Chapelles-Bourbon",21.1646960167924
"77093","La Chapelle-Moutils",42.8761705103233
"77094","Charmentray",18.1920487865477
"77095","Charny",18.4130409764517
"77096","Chartrettes",24.125587923683
"77097","Chartronges",37.9379263922505
"77098","Chateaubleau",35.7245180491597
"77099","Chateau-Landon",38.1849771686269
"77100","Le Chatelet-en-Brie",24.4774381852081
"77101","Chatenay-sur-Seine",39.8869200806232
"77102","Chatenoy",34.0678182336352
"77103","Chatillon-la-Borde",24.5871206944308
"77104","Chatres",20.2434911785789
"77106","Chauffry",34.7922316782306
"77107","Chaumes-en-Brie",22.380856106897
"77108","Chelles",10.1083910940611
"77109","Chenoise",34.2829861185341
"77110","Chenou",40.1014944402895
"77111","Chessy",15.445070371556
"77112","Chevrainvilliers",34.0373573615727
"77113","Chevru",33.4254951169553
"77114","Chevry-Cossigny",15.8649047632471
"77115","Chevry-en-Sereine",40.9403217121851
"77116","Choisy-en-Brie",35.0380918275152
"77117","Citry",34.070859505164
"77118","Claye-Souilly",12.7719063096184
"77119","Clos-Fontaine",31.7944475205391
"77120","Cocherel",29.1033307524216
"77121","Collegien",10.9120086227636
"77122","Combs-la-Ville",14.817772691851
"77123","Compans",14.8572271773403
"77124","Conches-sur-Gondoire",13.8939195401003
"77125","Conde-Sainte-Libiaire",19.1946337308918
"77126","Congis-sur-Therouanne",27.8060225661972
"77127","Coubert",17.080356855184
"77128","Couilly-Pont-aux-Dames",16.5571542213282
"77129","Coulombs-en-Valois",32.9447532389256
"77130","Coulommes",20.5661037304386
"77131","Coulommiers",27.0917037570701
"77132","Coupvray",16.7490138839821
"77133","Courcelles-en-Bassee",37.7259236932928
"77134","Courchamp",39.9981283395589
"77135","Courpalay",26.8853793972066
"77136","Courquetaine",20.9311168950031
"77137","Courtacon",34.8120546014748
"77138","Courtomer",27.2622214141168
"77139","Courtry",11.3097120630445
"77140","Coutencon",36.2678531166775
"77141","Coutevroult",17.7929411480286
"77142","Crecy-la-Chapelle",20.2218906297442
"77143","Cregy-les-Meaux",20.037993076335
"77144","Crevecoeur-en-Brie",22.0626453687309
"77145","Crisenoy",20.0794987860345
"77146","Croissy-Beaubourg",10.8711607635821
"77147","La Croix-en-Brie",34.8161594240745
"77148","Crouy-sur-Ourcq",34.8916704873686
"77149","Cucharmoy",37.0099733412487
"77150","Cuisy",21.9224322008993
"77151","Dagny",31.3103751191631
"77152","Dammarie-les-Lys",20.274868200324
"77153","Dammartin-en-Goele",17.6757961460103
"77154","Dammartin-sur-Tigeaux",21.9496838321237
"77155","Dampmart",15.6381619731519
"77156","Darvault",29.3232000926123
"77157","Dhuisy",28.9565159024263
"77158","Diant",42.4411626737039
"77159","Donnemarie-Dontilly",40.0100949832225
"77161","Dormelles",38.2345435008196
"77162","Doue",32.917739261002
"77163","Douy-la-Ramee",27.5303947316757
"77164","Echouboulains",33.5268526580628
"77165","Les Ecrennes",27.5705985650952
"77166","Ecuelles",32.8418638937343
"77167","Egligny",41.7823057430294
"77168","Egreville",35.50650786058
"77169","Emerainville",10.6737271782154
"77170","Episy",30.7686257137318
"77171","Esbly",17.718355132251
"77172","Esmans",36.3531351672861
"77173","Etrepilly",25.8212235572594
"77174","Everly",46.0319339532664
"77175","Evry-Gregy-sur-Yerre",15.7295020161067
"77176","Faremoutiers",25.6895972797272
"77177","Favieres",18.0024139378327
"77178","Fay-les-Nemours",33.5700304410236
"77179","Fericy",29.0429235764735
"77180","Ferolles-Attilly",14.564836226282
"77181","Ferrieres-en-Brie",11.5502921424673
"77182","La Ferte-Gaucher",37.7284977598181
"77183","La Ferte-sous-Jouarre",26.385060833961
"77184","Flagy",39.191056029306
"77185","Fleury-en-Biere",19.9367558090773
"77186","Fontainebleau",25.2086902718943
"77187","Fontaine-Fourches",48.1320060343643
"77188","Fontaine-le-Port",26.258782586229
"77190","Fontains",34.202516532303
"77191","Fontenailles",28.7520128283114
"77192","Fontenay-Tresigny",21.7451768446128
"77193","Forfry",25.6448002810976
"77194","Forges",30.9540128115898
"77195","Fouju",22.3313530210616
"77196","Fresnes-sur-Marne",15.4921227558913
"77197","Fretoy",32.5953422909813
"77198","Fromont",32.18264241434
"77199","Fublaines",22.9229092468867
"77200","Garentreville",36.1111365709158
"77201","Gastins",30.7036043635405
"77202","La Genevraye",32.6928604810357
"77203","Germigny-l'Eveque",25.6915095169895
"77204","Germigny-sous-Coulombs",32.8154051722722
"77205","Gesvres-le-Chapitre",24.9736593501381
"77206","Giremoutiers",25.9212102435072
"77207","Gironville",39.5111604481646
"77208","Gouaix",46.8485419309018
"77209","Gouvernes",12.3985872265227
"77210","La Grande-Paroisse",34.6809416670433
"77211","Grandpuits-Bailly-Carrois",29.7996535270573
"77212","Gravon",39.6212901172972
"77214","Gressy",14.4269279330616
"77215","Gretz-Armainvilliers",16.0193115615246
"77216","Grez-sur-Loing",30.6977580108211
"77217","Grisy-Suisnes",16.4658990521519
"77218","Grisy-sur-Seine",45.663015272035
"77219","Guerard",22.642258743244
"77220","Guercheville",32.1429431093768
"77221","Guermantes",12.9248913119346
"77222","Guignes",21.0907129511078
"77223","Gurcy-le-Chatel",38.7121074912881
"77224","Hautefeuille",25.8539124786031
"77225","La Haute-Maison",23.8587661949316
"77226","Hericy",27.7161716030771
"77227","Herme",44.8418437475694
"77228","Hondevilliers",35.3847647779359
"77229","La Houssaye-en-Brie",21.3579323437903
"77230","Ichy",39.1355544467945
"77231","Isles-les-Meldeuses",26.8901548554408
"77232","Isles-les-Villenoy",19.5156834932808
"77233","Iverny",20.0753643345555
"77234","Jablines",17.861586650961
"77235","Jaignes",27.583990297878
"77236","Jaulnes",43.5221488329431
"77237","Jossigny",13.7167159736995
"77238","Jouarre",28.1180312948073
"77239","Jouy-le-Chatel",29.8373070029003
"77240","Jouy-sur-Morin",37.271332917975
"77241","Juilly",18.6676532997961
"77242","Jutigny",43.1093596035404
"77243","Lagny-sur-Marne",12.7640405872352
"77244","Larchant",29.8944401577701
"77245","Laval-en-Brie",32.9794365392466
"77246","Lechelle",46.2683280005918
"77247","Lescherolles",40.7865210756109
"77248","Lesches",17.6635458528223
"77249","Lesigny",12.6854193463207
"77250","Leudon-en-Brie",36.7601905333639
"77251","Lieusaint",14.2105267144054
"77252","Limoges-Fourches",16.5422794393653
"77253","Lissy",17.8616012795198
"77254","Liverdy-en-Brie",20.6623353742032
"77255","Livry-sur-Seine",21.4150242868702
"77256","Lizines",40.6926836152817
"77257","Lizy-sur-Ourcq",28.7155758378791
"77258","Lognes",10.3599178623775
"77259","Longperrier",17.8720598793661
"77260","Longueville",42.6520942339292
"77261","Lorrez-le-Bocage-Preaux",38.4126438546637
"77262","Louan-Villegruis-Fontaine",47.9758041711022
"77263","Luisetaines",43.8856979279356
"77264","Lumigny-Nesles-Ormeaux",23.4922566491571
"77265","Luzancy",30.2461139808429
"77266","Machault",29.9009619029545
"77267","La Madeleine-sur-Loing",34.777627275083
"77268","Magny-le-Hongre",16.6933303048735
"77269","Maincy",19.8712499464766
"77270","Maisoncelles-en-Brie",23.9504240428568
"77271","Maisoncelles-en-Gatinais",38.2893890401988
"77272","Maison-Rouge",37.1282369837348
"77273","Marchemoret",20.5964803241538
"77274","Marcilly",24.2961676294918
"77275","Les Marets",38.7071846064539
"77276","Mareuil-les-Meaux",20.0296237773645
"77277","Marles-en-Brie",22.1747424111021
"77278","Marolles-en-Brie",32.6134264550507
"77279","Marolles-sur-Seine",34.863320399574
"77280","Mary-sur-Marne",28.7761535166793
"77281","Mauperthuis",27.737214296266
"77282","Mauregard",15.7286704116068
"77283","May-en-Multien",30.2573218907445
"77284","Meaux",19.2925348771897
"77285","Le Mee-sur-Seine",18.6907917631369
"77286","Meigneux",39.3046176168377
"77287","Meilleray",45.8558275644123
"77288","Melun",18.1304685666983
"77289","Melz-sur-Seine",46.7485240583347
"77290","Mery-sur-Marne",31.0123792206965
"77291","Le Mesnil-Amelot",15.2180029485062
"77292","Messy",15.0317021099576
"77293","Misy-sur-Yonne",37.7204324367913
"77294","Mitry-Mory",12.5465777565241
"77295","Moisenay",21.5814323297521
"77296","Moissy-Cramayel",15.579065281607
"77297","Mondreville",42.246740881273
"77298","Mons-en-Montois",42.2554284180369
"77299","Montarlot",33.8262951687183
"77300","Montceaux-les-Meaux",21.1282210242424
"77301","Montceaux-les-Provins",40.15691121113
"77302","Montcourt-Fromonville",31.0339490155229
"77303","Montdauphin",45.8238786481588
"77304","Montenils",48.5358227656543
"77305","Montereau-Fault-Yonne",33.6498058485835
"77306","Montereau-sur-le-Jard",17.2510950105012
"77307","Montevrain",14.8962551345984
"77308","Montge-en-Goele",20.7204841638704
"77309","Monthyon",21.8392431422118
"77310","Montigny-le-Guesdier",45.0645861539971
"77311","Montigny-Lencoup",35.4122339942736
"77312","Montigny-sur-Loing",30.7922334001314
"77313","Montmachoux",40.1272183066087
"77314","Montolivet",46.2442966405158
"77315","Montry",17.448619484508
"77316","Moret-sur-Loing",31.6007483683687
"77317","Mormant",26.031160177493
"77318","Mortcerf",21.6750722864187
"77319","Mortery",37.8807398232728
"77320","Mouroux",26.0795483491175
"77321","Mousseaux-les-Bray",42.8656184399785
"77322","Moussy-le-Neuf",17.7546934622721
"77323","Moussy-le-Vieux",19.2305076955657
"77325","Mouy-sur-Seine",42.9142656921656
"77326","Nandy",16.1546230457802
"77327","Nangis",30.9268467198381
"77328","Nanteau-sur-Essonne",31.9262824725849
"77329","Nanteau-sur-Lunain",35.2029528674952
"77330","Nanteuil-les-Meaux",20.2512721308769
"77331","Nanteuil-sur-Marne",32.5239288818826
"77332","Nantouillet",18.2445644394773
"77333","Nemours",28.9173055071839
"77335","Chauconin-Neufmontiers",19.5983368427988
"77336","Neufmoutiers-en-Brie",20.2135976671704
"77337","Noisiel",10.1780129829928
"77338","Noisy-Rudignon",36.9994195799474
"77339","Noisy-sur-Ecole",26.2801056990965
"77340","Nonville",32.2681360698072
"77341","Noyen-sur-Seine",45.7715304161908
"77342","Obsonville",37.9428122220364
"77343","Ocquerre",31.0757986884921
"77344","Oissery",24.5114343544002
"77345","Orly-sur-Morin",35.2316266278957
"77347","Les Ormes-sur-Voulzie",44.6008464834381
"77348","Ormesson",31.9072520542158
"77349","Othis",20.6650774942428
"77350","Ozoir-la-Ferriere",14.7602125747663
"77352","Ozouer-le-Voulgis",21.1397290987156
"77353","Paley",36.5680718877898
"77354","Pamfou",29.4346907069217
"77355","Paroy",42.9557514411449
"77356","Passy-sur-Seine",47.807844118511
"77357","Pecy",30.4165856850848
"77358","Penchard",20.534132424897
"77359","Perthes",18.2769396404113
"77360","Pezarches",25.1533247327375
"77361","Pierre-Levee",22.1435633391356
"77363","Le Pin",11.7219165915449
"77364","Le Plessis-aux-Bois",21.1630775081641
"77365","Le Plessis-Feu-Aussoux",27.3094741215914
"77366","Le Plessis-l'Eveque",20.4598663657466
"77367","Le Plessis-Placy",28.8846932722815
"77368","Poigny",41.4840909822883
"77369","Poincy",22.348998865085
"77370","Poligny",34.2695837914124
"77371","Pommeuse",25.3507899018767
"77372","Pomponne",12.7620682524773
"77373","Pontault-Combault",11.4689608527756
"77374","Pontcarre",12.6772124792229
"77376","Precy-sur-Marne",17.6156326065002
"77377","Presles-en-Brie",18.3877541967214
"77378","Pringy",19.3284978445327
"77379","Provins",40.3598385455092
"77380","Puisieux",27.135225707598
"77381","Quiers",30.0563073634413
"77382","Quincy-Voisins",18.1741685602684
"77383","Rampillon",34.9986085335343
"77384","Reau",15.749966388882
"77385","Rebais",35.4230572383364
"77386","Recloses",27.2387981119723
"77387","Remauville",35.9444833466651
"77388","Reuil-en-Brie",27.1916301980753
"77389","La Rochette",21.028390814317
"77390","Roissy-en-Brie",13.2553415106068
"77391","Rouilly",42.3941663869778
"77392","Rouvres",18.2460781313046
"77393","Rozay-en-Brie",23.9976624535335
"77394","Rubelles",18.9110522599991
"77395","Rumont",32.7033308854797
"77396","Rupereux",42.0461800267065
"77397","Saacy-sur-Marne",31.6846171679834
"77398","Sablonnieres",36.9778133430804
"77399","Saint-Ange-le-Viel",40.0333523190997
"77400","Saint-Augustin",28.2467044866359
"77401","Sainte-Aulde",29.1973103918591
"77402","Saint-Barthelemy",41.8666691668943
"77403","Saint-Brice",42.1372390930104
"77404","Sainte-Colombe",41.5963214326991
"77405","Saint-Cyr-sur-Morin",31.8172975810649
"77406","Saint-Denis-les-Rebais",34.128192295622
"77407","Saint-Fargeau-Ponthierry",16.7392179532971
"77408","Saint-Fiacre",21.9259715138758
"77409","Saint-Germain-Laval",33.7021363422281
"77410","Saint-Germain-Laxis",19.2631846010906
"77411","Saint-Germain-sous-Doue",33.5958510246272
"77412","Saint-Germain-sur-Ecole",20.8882463765647
"77413","Saint-Germain-sur-Morin",17.3371152720312
"77414","Saint-Hilliers",38.5551906659229
"77415","Saint-Jean-les-Deux-Jumeaux",22.6433329975927
"77416","Saint-Just-en-Brie",36.0044145821116
"77417","Saint-Leger",38.3970136501602
"77418","Saint-Loup-de-Naud",42.0383670901274
"77419","Saint-Mammes",30.8741601384516
"77420","Saint-Mard",16.636122303048
"77421","Saint-Mars-Vieux-Maisons",39.9608924794878
"77423","Saint-Martin-des-Champs",40.1383352576037
"77424","Saint-Martin-du-Boschet",43.4466079472125
"77425","Saint-Martin-en-Biere",21.636830289932
"77426","Saint-Mery",25.8981193129621
"77427","Saint-Mesmes",16.9009043526399
"77428","Saint-Ouen-en-Brie",27.9218751879048
"77429","Saint-Ouen-sur-Morin",32.0807382172257
"77430","Saint-Pathus",22.8467038714369
"77431","Saint-Pierre-les-Nemours",30.0822828447366
"77432","Saint-Remy-la-Vanne",34.9191908761173
"77433","Saints",28.8054982620207
"77434","Saint-Sauveur-les-Bray",45.6526620833495
"77435","Saint-Sauveur-sur-Ecole",20.8234796666394
"77436","Saint-Simeon",33.9789485907385
"77437","Saint-Soupplets",21.620233550463
"77438","Saint-Thibault-des-Vignes",11.8763061677285
"77439","Salins",34.8654962689226
"77440","Sammeron",22.7649080659287
"77441","Samois-sur-Seine",28.0050039399974
"77442","Samoreau",26.6865371276091
"77443","Sancy",22.1807440922937
"77444","Sancy-les-Provins",38.5598333183764
"77445","Savigny-le-Temple",15.9044205941575
"77446","Savins",42.8576040092093
"77447","Seine-Port",18.1601108157725
"77448","Sept-Sorts",25.3611237090264
"77449","Serris",15.5786145831093
"77450","Servon",12.4744614705209
"77451","Signy-Signets",25.7715202722672
"77452","Sigy",42.4945316523339
"77453","Sivry-Courtry",22.1619843549369
"77454","Sognolles-en-Montois",41.9026428347235
"77455","Soignolles-en-Brie",18.0688442494879
"77456","Soisy-Bouy",45.3457443878744
"77457","Solers",18.7556848294914
"77458","Souppes-sur-Loing",33.586093713438
"77459","Sourdun",41.9388928196742
"77460","Tancrou",28.5331003764985
"77461","Thenisy",42.529463315882
"77462","Thieux",16.2665577401071
"77463","Thomery",29.7008159153283
"77464","Thorigny-sur-Marne",14.7301904219255
"77465","Thoury-Ferottes",40.3131728230861
"77466","Tigeaux",20.6468139608634
"77467","La Tombe",36.4524624110708
"77468","Torcy",10.7226983032383
"77469","Touquin",25.7533817187175
"77470","Tournan-en-Brie",17.2768082769374
"77471","Tousson",27.4436346903992
"77472","La Tretoire",37.4659504510361
"77473","Treuzy-Levelay",34.377174984963
"77474","Trilbardou",17.2691117722546
"77475","Trilport",22.0056712339838
"77476","Trocy-en-Multien",27.3901726323018
"77477","Ury",24.7194715175204
"77478","Ussy-sur-Marne",23.2059042717607
"77479","Vaires-sur-Marne",11.7392718991008
"77480","Valence-en-Brie",30.7529171716319
"77481","Vanville",35.6505948172411
"77482","Varennes-sur-Seine",33.9039346663115
"77483","Varreddes",22.9158853506669
"77484","Vaucourtois",21.8232711923912
"77485","Le Vaudoue",27.4537024809117
"77486","Vaudoy-en-Brie",27.1833217416753
"77487","Vaux-le-Penil",20.9168114866592
"77489","Vaux-sur-Lunain",41.0423909862935
"77490","Vendrest",32.6565915340498
"77491","Veneux-les-Sablons",30.4300601610174
"77492","Verdelot",40.1995534434745
"77493","Verneuil-l'Etang",23.4454744243237
"77494","Vernou-la-Celle-sur-Seine",33.210678261368
"77495","Vert-Saint-Denis",16.3630334123424
"77496","Vieux-Champagne",37.9635685762682
"77498","Vignely",18.0480759758742
"77500","Villebeon",40.3677087990374
"77501","Villecerf",34.6852317279451
"77504","Villemarechal",37.7765662027534
"77505","Villemareuil",21.7261469246329
"77506","Villemer",33.0622887396111
"77507","Villenauxe-la-Petite",45.1799538969955
"77508","Villeneuve-le-Comte",15.9472579079428
"77509","Villeneuve-les-Bordes",36.069387399642
"77510","Villeneuve-Saint-Denis",15.7089339069352
"77511","Villeneuve-sous-Dammartin",17.4285989404336
"77512","Villeneuve-sur-Bellot",40.1703957309461
"77513","Villenoy",18.1600306297881
"77514","Villeparisis",11.0221091469176
"77515","Villeroy",19.1646618666288
"77516","Ville-Saint-Jacques",35.8444833021362
"77517","Villevaude",12.6328244764838
"77518","Villiers-en-Biere",20.6866272557686
"77519","Villiers-Saint-Georges",42.4327463354176
"77520","Villiers-sous-Grez",28.5337368297262
"77521","Villiers-sur-Morin",17.3528969634217
"77522","Villiers-sur-Seine",46.3995765009261
"77523","Villuis",46.7614620004203
"77524","Vimpelles",43.8454210731814
"77525","Vinantes",21.324670801301
"77526","Vincy-Manoeuvre",31.3400883657461
"77527","Voinsles",26.6182074427544
"77528","Voisenon",17.5497157778881
"77529","Voulangis",19.7179261236158
"77530","Voulton",43.616593794809
"77531","Voulx",41.0471287212771
"77532","Vulaines-les-Provins",38.7541242508311
"77533","Vulaines-sur-Seine",27.2269601376622
"77534","Yebles",21.0727195052705
"78003","Ablis",25.9906086610079
"78005","Acheres",13.6930400146768
"78006","Adainville",30.4364373167657
"78007","Aigremont",12.951040558264
"78009","Allainville",26.8571741744964
"78010","Les Alluets-le-Roi",17.5266139825904
"78013","Andelu",22.9550248685329
"78015","Andresy",14.5812028964937
"78020","Arnouville-les-Mantes",25.8277240280797
"78029","Aubergenville",16.8095304682494
"78030","Auffargis",21.0370429369449
"78031","Auffreville-Brasseuil",21.950053460806
"78033","Aulnay-sur-Mauldre",20.3238330877291
"78034","Auteuil",21.4841824067448
"78036","Autouillet",23.0297103572423
"78043","Bailly",11.712280785172
"78048","Bazainville",23.3657768188339
"78049","Bazemont",21.1962662391981
"78050","Bazoches-sur-Guyonne",18.5963098574561
"78053","Behoust",24.4806971300159
"78057","Bennecourt",26.8537687810658
"78062","Beynes",20.1318891153259
"78068","Blaru",30.3341247897826
"78070","Boinville-en-Mantois",24.1815965574842
"78071","Boinville-le-Gaillard",28.3666319524139
"78072","Boinvilliers",26.2930269706279
"78073","Bois-d'Arcy",11.9210155220788
"78076","Boissets",32.0264738953071
"78077","La Boissiere-Ecole",34.6633553456474
"78082","Boissy-Mauvoisin",27.7663365967973
"78084","Boissy-sans-Avoir",21.1351940442355
"78087","Bonnelles",20.8508474123567
"78089","Bonnieres-sur-Seine",27.2624601188918
"78090","Bouafle",16.100647148751
"78092","Bougival",10.2470767196358
"78096","Bourdonne",26.5150295995549
"78104","Breuil-Bois-Robert",22.9181829180081
"78107","Breval",30.6038806608432
"78108","Les Breviaires",25.0235085714226
"78113","Brueil-en-Vexin",21.4980751715268
"78117","Buc",12.8501963813561
"78118","Buchelay",21.5817343613158
"78120","Bullion",22.0038174052657
"78123","Carrieres-sous-Poissy",13.131080132227
"78124","Carrieres-sur-Seine",9.01295314725453
"78125","La Celle-les-Bordes",24.1508983611492
"78126","La Celle-Saint-Cloud",10.2050095900971
"78128","Cernay-la-Ville",21.6212037975079
"78133","Chambourcy",12.8385304264432
"78138","Chanteloup-les-Vignes",14.8320351559437
"78140","Chapet",16.1361084786239
"78143","Chateaufort",14.5682036834401
"78146","Chatou",9.35897376269664
"78147","Chaufour-les-Bonnieres",27.1140113906588
"78152","Chavenay",15.6554907151579
"78158","Le Chesnay",10.683364149784
"78160","Chevreuse",19.0567471254202
"78162","Choisel",20.5078696824944
"78163","Civry-la-Foret",29.6850390645669
"78164","Clairefontaine-en-Yvelines",22.4093181310287
"78165","Les Clayes-sous-Bois",15.3511299357068
"78168","Coignieres",17.3337834009378
"78171","Conde-sur-Vesgre",27.9399569979502
"78172","Conflans-Sainte-Honorine",12.0924097110317
"78185","Courgent",26.7652183012187
"78188","Cravent",30.2201660424071
"78189","Crespieres",17.1131571059077
"78190","Croissy-sur-Seine",10.6912161160104
"78192","Dammartin-en-Serve",29.4822147156529
"78193","Dampierre-en-Yvelines",20.1967290180056
"78194","Dannemarie",27.1966293359449
"78196","Davron",16.6569180958182
"78202","Drocourt",25.0546096007957
"78206","Ecquevilly",16.1095600036292
"78208","Elancourt",16.0891046228781
"78209","Emance",31.7454587469517
"78217","Epone",17.8312283593837
"78220","Les Essarts-le-Roi",19.3631379671578
"78224","L'Etang-la-Ville",12.7218420353662
"78227","Evecquemont",16.9848807747424
"78230","La Falaise",18.9653667007565
"78231","Favrieux",23.9931359602472
"78233","Feucherolles",15.3043449508322
"78234","Flacourt",26.7738035245298
"78236","Flexanville",26.2568272873275
"78237","Flins-Neuve-Eglise",30.628145371267
"78238","Flins-sur-Seine",16.1510774857818
"78239","Follainville-Dennemont",25.6126512711893
"78242","Fontenay-le-Fleury",12.916468903605
"78245","Fontenay-Mauvoisin",24.0001921627137
"78246","Fontenay-Saint-Pere",25.0525128370707
"78251","Fourqueux",12.9767354160002
"78255","Freneuse",27.6689269958405
"78261","Gaillon-sur-Montcient",18.0765908459937
"78262","Galluis",19.6636508123932
"78263","Gambais",25.0717846169947
"78264","Gambaiseuil",26.0257469451101
"78265","Garancieres",22.5005688062273
"78267","Gargenville",18.7745431385167
"78269","Gazeran",27.2470371282467
"78276","Gommecourt",31.4039487129139
"78278","Goupillieres",25.7597808031162
"78281","Goussonville",23.8210856556552
"78283","Grandchamp",32.4846617666727
"78285","Gressey",29.0669259846366
"78289","Grosrouvre",23.815106277294
"78290","Guernes",28.4836975117034
"78291","Guerville",24.6364812005076
"78296","Guitrancourt",22.3371428989012
"78297","Guyancourt",13.4951516180127
"78299","Hardricourt",16.9015107068803
"78300","Hargeville",26.1591952890591
"78302","La Hauteville",33.2603284592795
"78305","Herbeville",20.330344298143
"78307","Hermeray",33.1069711933694
"78310","Houdan",25.4321085894294
"78311","Houilles",8.52064085769528
"78314","Issou",19.3197345810496
"78317","Jambville",21.9846590647184
"78320","Jeufosse",25.9515869157078
"78321","Jouars-Pontchartrain",16.1424892332686
"78322","Jouy-en-Josas",11.234847223627
"78324","Jouy-Mauvoisin",22.7341131410918
"78325","Jumeauville",24.1362464880478
"78327","Juziers",19.9650267060443
"78329","Lainville-en-Vexin",22.8813355935843
"78334","Levis-Saint-Nom",20.7205699541424
"78335","Limay",21.7680603296045
"78337","Limetz-Villez",30.2355781369864
"78343","Les Loges-en-Josas",12.5514141948171
"78344","Lommoye",31.4654498678504
"78346","Longnes",27.1749303692627
"78349","Longvilliers",20.105926500508
"78350","Louveciennes",10.5223070623426
