"ID","NAMES","population_AsTheCowRolls_POT_15"
"77046","Boulancourt",9130.54464774
"77047","Bouleurs",182545.75682153
"77048","Bourron-Marlotte",74880.46578955
"77049","Boutigny",144344.04604772
"77050","Bransles",25189.22721296
"77051","Bray-sur-Seine",22232.71505163
"77052","Breau",64810.19280915
"77053","Brie-Comte-Robert",580988.5256472
"77054","La Brosse-Montceaux",44967.98474909
"77055","Brou-sur-Chantereine",994978.79504671
"77056","Burcy",18718.13609466
"77057","Bussieres",30844.48323884
"77058","Bussy-Saint-Georges",908795.93380396
"77059","Bussy-Saint-Martin",814778.8702078
"77060","Buthiers",16264.01028233
"77061","Cannes-Ecluse",55346.80304408
"77062","Carnetin",438175.81490113
"77063","La Celle-sur-Morin",65874.24317539
"77065","Cely",219871.42890588
"77066","Cerneux",15070.41954551
"77067","Cesson",360612.47457345
"77068","Cessoy-en-Montois",22267.36840097
"77069","Chailly-en-Biere",228904.97189237
"77070","Chailly-en-Brie",59404.89991017
"77071","Chaintreaux",33922.63559106
"77072","Chalautre-la-Grande",7008.8105017
"77073","Chalautre-la-Petite",27209.02935894
"77075","Chalifert",379573.54239715
"77076","Chalmaison",26599.88658817
"77077","Chambry",141640.29562901
"77078","Chamigny",38745.63871354
"77079","Champagne-sur-Seine",96081.98592061
"77080","Champcenest",18529.13999161
"77081","Champdeuil",185083.04139779
"77082","Champeaux",94775.20124893
"77083","Champs-sur-Marne",1615464.94439026
"77084","Changis-sur-Marne",98410.51381077
"77085","Chanteloup-en-Brie",566635.51542777
"77086","La Chapelle-Gauthier",67619.84461868
"77087","La Chapelle-Iger",31876.95201537
"77088","La Chapelle-la-Reine",72899.28989546
"77089","La Chapelle-Rablais",29732.66147116
"77090","La Chapelle-Saint-Sulpice",31836.50373993
"77091","Les Chapelles-Bourbon",107696.68699821
"77093","La Chapelle-Moutils",12471.20709172
"77094","Charmentray",221641.46210095
"77095","Charny",207953.67302251
"77096","Chartrettes",149569.643262
"77097","Chartronges",21324.51240981
"77098","Chateaubleau",22249.20778513
"77099","Chateau-Landon",24212.57768756
"77100","Le Chatelet-en-Brie",135262.35971998
"77101","Chatenay-sur-Seine",29065.10452712
"77102","Chatenoy",38549.56047428
"77103","Chatillon-la-Borde",94819.4882456
"77104","Chatres",139929.19528375
"77106","Chauffry",35874.85661928
"77107","Chaumes-en-Brie",85552.77599515
"77108","Chelles",1451622.84678873
"77109","Chenoise",25769.53319201
"77110","Chenou",21649.50035753
"77111","Chessy",452377.63921634
"77112","Chevrainvilliers",38845.51312673
"77113","Chevru",27898.04544036
"77114","Chevry-Cossigny",404548.66178003
"77115","Chevry-en-Sereine",21483.57568963
"77116","Choisy-en-Brie",33891.78469462
"77117","Citry",19479.74870938
"77118","Claye-Souilly",775794.5363547
"77119","Clos-Fontaine",27765.55772333
"77120","Cocherel",36642.26675272
"77121","Collegien",1214791.36365774
"77122","Combs-la-Ville",539365.83457539
"77123","Compans",522383.93342179
"77124","Conches-sur-Gondoire",619115.624677
"77125","Conde-Sainte-Libiaire",217594.48814632
"77126","Congis-sur-Therouanne",67752.36033921
"77127","Coubert",290184.40393406
"77128","Couilly-Pont-aux-Dames",331921.49580657
"77129","Coulombs-en-Valois",15254.89502686
"77130","Coulommes",154689.30569116
"77131","Coulommiers",68193.13191465
"77132","Coupvray",325615.95702835
"77133","Courcelles-en-Bassee",32601.51657363
"77134","Courchamp",21751.51831529
"77135","Courpalay",43363.3523167
"77136","Courquetaine",112305.25439319
"77137","Courtacon",23829.02603694
"77138","Courtomer",38310.49900846
"77139","Courtry",1066045.39703197
"77140","Coutencon",29209.63732059
"77141","Coutevroult",262244.15430881
"77142","Crecy-la-Chapelle",159617.30899514
"77143","Cregy-les-Meaux",187495.96544469
"77144","Crevecoeur-en-Brie",79640.68383214
"77145","Crisenoy",203655.85660973
"77146","Croissy-Beaubourg",1334245.97789276
"77147","La Croix-en-Brie",22864.57655835
"77148","Crouy-sur-Ourcq",15607.35037861
"77149","Cucharmoy",24418.44587231
"77150","Cuisy",100559.06133661
"77151","Dagny",31826.55287227
"77152","Dammarie-les-Lys",239842.0478356
"77153","Dammartin-en-Goele",194330.16061509
"77154","Dammartin-sur-Tigeaux",94641.41722705
"77155","Dampmart",428266.12735389
"77156","Darvault",66186.2978994
"77157","Dhuisy",30857.94848605
"77158","Diant",22253.26562246
"77159","Donnemarie-Dontilly",27660.30367936
"77161","Dormelles",44635.98342283
"77162","Doue",37767.03027848
"77163","Douy-la-Ramee",44636.93452497
"77164","Echouboulains",36064.39187619
"77165","Les Ecrennes",73797.23683642
"77166","Ecuelles",89502.22148852
"77167","Egligny",22693.36171509
"77168","Egreville",29582.58835576
"77169","Emerainville",1412443.7161385
"77170","Episy",92232.10317428
"77171","Esbly",280399.57723161
"77172","Esmans",57269.13263359
"77173","Etrepilly",85928.71293851
"77174","Everly",25585.2162499
"77175","Evry-Gregy-sur-Yerre",426287.03802002
"77176","Faremoutiers",68466.46577562
"77177","Favieres",230746.97522677
"77178","Fay-les-Nemours",42084.11891495
"77179","Fericy",85742.87948432
"77180","Ferolles-Attilly",578794.738967
"77181","Ferrieres-en-Brie",1087565.13686529
"77182","La Ferte-Gaucher",27655.28752178
"77183","La Ferte-sous-Jouarre",66003.65333273
"77184","Flagy",38244.74809433
"77185","Fleury-en-Biere",201621.77726615
"77186","Fontainebleau",148031.55109415
"77187","Fontaine-Fourches",9743.41096386
"77188","Fontaine-le-Port",117896.73752356
"77190","Fontains",24911.99017468
"77191","Fontenailles",43934.24864004
"77192","Fontenay-Tresigny",89187.22457825
"77193","Forfry",60292.66170579
"77194","Forges",57530.95399216
"77195","Fouju",121359.01181416
"77196","Fresnes-sur-Marne",434682.19458087
"77197","Fretoy",20630.55054749
"77198","Fromont",18843.31265751
"77199","Fublaines",117245.66822762
"77200","Garentreville",22517.74043763
"77201","Gastins",29969.94596082
"77202","La Genevraye",76247.19478097
"77203","Germigny-l'Eveque",92160.66233462
"77204","Germigny-sous-Coulombs",11821.84308991
"77205","Gesvres-le-Chapitre",74760.18588389
"77206","Giremoutiers",71591.07447188
"77207","Gironville",17161.87117081
"77208","Gouaix",21483.99487422
"77209","Gouvernes",822848.37952767
"77210","La Grande-Paroisse",58346.42192039
"77211","Grandpuits-Bailly-Carrois",38389.14730683
"77212","Gravon",26508.09942062
"77214","Gressy",564292.77986692
"77215","Gretz-Armainvilliers",388548.97154922
"77216","Grez-sur-Loing",81812.30399165
"77217","Grisy-Suisnes",341072.58298483
"77218","Grisy-sur-Seine",16701.61987459
"77219","Guerard",90826.26621672
"77220","Guercheville",26935.05312296
"77221","Guermantes",742099.83642309
"77222","Guignes",134835.51854926
"77223","Gurcy-le-Chatel",26291.99630861
"77224","Hautefeuille",47020.59658435
"77225","La Haute-Maison",83235.8006699
"77226","Hericy",112652.60722367
"77227","Herme",26100.08257273
"77228","Hondevilliers",21412.87732341
"77229","La Houssaye-en-Brie",102634.43840982
"77230","Ichy",18698.89295855
"77231","Isles-les-Meldeuses",78416.53634785
"77232","Isles-les-Villenoy",217192.14809458
"77233","Iverny",165225.01254394
"77234","Jablines",235071.82540438
"77235","Jaignes",53247.63013168
"77236","Jaulnes",21084.76567853
"77237","Jossigny",648742.6940523
"77238","Jouarre",60203.88348426
"77239","Jouy-le-Chatel",33373.68910826
"77240","Jouy-sur-Morin",28107.66132189
"77241","Juilly",164229.65414725
"77242","Jutigny",33054.91013605
"77243","Lagny-sur-Marne",757518.20491083
"77244","Larchant",49051.15306188
"77245","Laval-en-Brie",48274.12451124
"77246","Lechelle",19816.36100892
"77247","Lescherolles",17508.89192105
"77248","Lesches",263911.46675525
"77249","Lesigny",822706.61870967
"77250","Leudon-en-Brie",19908.33756212
"77251","Lieusaint",584592.65702375
"77252","Limoges-Fourches",354488.43134953
"77253","Lissy",277154.45575155
"77254","Liverdy-en-Brie",119963.0434298
"77255","Livry-sur-Seine",200877.1228315
"77256","Lizines",26897.54508656
"77257","Lizy-sur-Ourcq",66844.32895792
"77258","Lognes",1516439.69382019
"77259","Longperrier",181855.17952779
"77260","Longueville",32696.53541252
"77261","Lorrez-le-Bocage-Preaux",29499.99600183
"77262","Louan-Villegruis-Fontaine",4718.28167911
"77263","Luisetaines",25429.83556581
"77264","Lumigny-Nesles-Ormeaux",66432.49240398
"77265","Luzancy",34024.74468476
"77266","Machault",81276.81192293
"77267","La Madeleine-sur-Loing",37319.25202663
"77268","Magny-le-Hongre",311944.326208
"77269","Maincy",244221.30466057
"77270","Maisoncelles-en-Brie",86983.91457198
"77271","Maisoncelles-en-Gatinais",23664.58173401
"77272","Maison-Rouge",33950.22556244
"77273","Marchemoret",118331.92752575
"77274","Marcilly",96463.21952164
"77275","Les Marets",14781.61672467
"77276","Mareuil-les-Meaux",186047.15873985
"77277","Marles-en-Brie",83665.48576494
"77278","Marolles-en-Brie",42705.19969322
"77279","Marolles-sur-Seine",48201.68805649
"77280","Mary-sur-Marne",63878.09649969
"77281","Mauperthuis",55493.2844294
"77282","Mauregard",369214.53456787
"77283","May-en-Multien",45524.41676055
"77284","Meaux",206958.70909986
"77285","Le Mee-sur-Seine",290823.82547089
"77286","Meigneux",22045.01098998
"77287","Meilleray",8156.38176522
"77288","Melun",311894.83411989
"77289","Melz-sur-Seine",17944.23943527
"77290","Mery-sur-Marne",29901.62519664
"77291","Le Mesnil-Amelot",462711.25571466
"77292","Messy",507785.87117826
"77293","Misy-sur-Yonne",32620.86789181
"77294","Mitry-Mory",827316.65309398
"77295","Moisenay",170543.94118296
"77296","Moissy-Cramayel",452969.60606384
"77297","Mondreville",13067.04059972
"77298","Mons-en-Montois",21481.62947062
"77299","Montarlot",79100.21784974
"77300","Montceaux-les-Meaux",144744.65425295
"77301","Montceaux-les-Provins",9666.59914779
"77302","Montcourt-Fromonville",72185.39611056
"77303","Montdauphin",6765.01439995
"77304","Montenils",4463.23290212
"77305","Montereau-Fault-Yonne",70833.27815523
"77306","Montereau-sur-le-Jard",322722.95899377
"77307","Montevrain",527817.01191802
"77308","Montge-en-Goele",107715.42942068
"77309","Monthyon",129631.70244529
"77310","Montigny-le-Guesdier",14482.033248
"77311","Montigny-Lencoup",40176.71520736
"77312","Montigny-sur-Loing",78977.77154126
"77313","Montmachoux",34306.47639436
"77314","Montolivet",7932.68995429
"77315","Montry",287802.47758055
"77316","Moret-sur-Loing",91683.83028015
"77317","Mormant",55784.47517139
"77318","Mortcerf",95122.66154897
"77319","Mortery",23741.80963345
"77320","Mouroux",67838.94366689
"77321","Mousseaux-les-Bray",23903.39578982
"77322","Moussy-le-Neuf",161279.05713382
"77323","Moussy-le-Vieux",116024.59600921
"77325","Mouy-sur-Seine",26024.32036607
"77326","Nandy",422983.54130321
"77327","Nangis",35570.39758846
"77328","Nanteau-sur-Essonne",17633.89582989
"77329","Nanteau-sur-Lunain",40605.7980814
"77330","Nanteuil-les-Meaux",174257.48815753
"77331","Nanteuil-sur-Marne",23249.88433948
"77332","Nantouillet",189339.22781403
"77333","Nemours",72731.32061479
"77335","Chauconin-Neufmontiers",189434.75136366
"77336","Neufmoutiers-en-Brie",127592.21715218
"77337","Noisiel",1480422.77775616
"77338","Noisy-Rudignon",55392.1368706
"77339","Noisy-sur-Ecole",41677.69615515
"77340","Nonville",56166.93259197
"77341","Noyen-sur-Seine",20559.37683126
"77342","Obsonville",21803.115013
"77343","Ocquerre",40590.74269431
"77344","Oissery",58853.09255396
"77345","Orly-sur-Morin",21031.80829584
"77347","Les Ormes-sur-Voulzie",30800.88604183
"77348","Ormesson",49893.4418481
"77349","Othis",83500.1727849
"77350","Ozoir-la-Ferriere",558861.95098836
"77352","Ozouer-le-Voulgis",112167.67401819
"77353","Paley",31944.29773705
"77354","Pamfou",78624.6570671
"77355","Paroy",31108.4548627
"77356","Passy-sur-Seine",12245.29485781
"77357","Pecy",27143.81241278
"77358","Penchard",166231.36550479
"77359","Perthes",287529.12590006
"77360","Pezarches",59588.10751028
"77361","Pierre-Levee",114219.63332948
"77363","Le Pin",948752.49757971
"77364","Le Plessis-aux-Bois",123558.46966793
"77365","Le Plessis-Feu-Aussoux",36691.02469463
"77366","Le Plessis-l'Eveque",147574.56761262
"77367","Le Plessis-Placy",57171.09086059
"77368","Poigny",29961.19912435
"77369","Poincy",129806.42377943
"77370","Poligny",40933.05703403
"77371","Pommeuse",72151.76897688
"77372","Pomponne",748450.45498773
"77373","Pontault-Combault",1111964.45408538
"77374","Pontcarre",813668.87268618
"77376","Precy-sur-Marne",235469.98947304
"77377","Presles-en-Brie",207629.71171766
"77378","Pringy",243482.71106621
"77379","Provins",32226.52251451
"77380","Puisieux",54951.550593
"77381","Quiers",34416.70082664
"77382","Quincy-Voisins",243586.60251875
"77383","Rampillon",26963.36396139
"77384","Reau",433528.33193708
"77385","Rebais",43094.45639215
"77386","Recloses",66599.35618348
"77387","Remauville",34482.95152036
"77388","Reuil-en-Brie",55178.3348064
"77389","La Rochette",223514.85611831
"77390","Roissy-en-Brie",727948.45951954
"77391","Rouilly",24332.02910926
"77392","Rouvres",164418.05166201
"77393","Rozay-en-Brie",65005.51226066
"77394","Rubelles",272577.2493867
"77395","Rumont",16298.81305672
"77396","Rupereux",15393.27621854
"77397","Saacy-sur-Marne",27538.3579484
"77398","Sablonnieres",22295.34216094
"77399","Saint-Ange-le-Viel",27684.69275602
"77400","Saint-Augustin",50798.9406979
"77401","Sainte-Aulde",32040.03671844
"77402","Saint-Barthelemy",15771.01176958
"77403","Saint-Brice",27834.31485752
"77404","Sainte-Colombe",33038.01587854
"77405","Saint-Cyr-sur-Morin",33292.68670858
"77406","Saint-Denis-les-Rebais",43293.63973469
"77407","Saint-Fargeau-Ponthierry",369803.7210046
"77408","Saint-Fiacre",125210.23679904
"77409","Saint-Germain-Laval",58261.23843426
"77410","Saint-Germain-Laxis",245212.50385642
"77411","Saint-Germain-sous-Doue",36527.41466968
"77412","Saint-Germain-sur-Ecole",157017.02446635
"77413","Saint-Germain-sur-Morin",280783.83169931
"77414","Saint-Hilliers",19438.57764778
"77415","Saint-Jean-les-Deux-Jumeaux",121160.05921384
"77416","Saint-Just-en-Brie",14784.52453771
"77417","Saint-Leger",24958.56611115
"77418","Saint-Loup-de-Naud",30724.38635956
"77419","Saint-Mammes",98419.15684984
"77420","Saint-Mard",269302.77627384
"77421","Saint-Mars-Vieux-Maisons",18804.22502625
"77423","Saint-Martin-des-Champs",19844.06882479
"77424","Saint-Martin-du-Boschet",9016.20074196
"77425","Saint-Martin-en-Biere",135955.12192916
"77426","Saint-Mery",69958.02864404
"77427","Saint-Mesmes",277604.72093623
"77428","Saint-Ouen-en-Brie",47384.9244578
"77429","Saint-Ouen-sur-Morin",31753.53962592
"77430","Saint-Pathus",69560.36591706
"77431","Saint-Pierre-les-Nemours",67061.1247061
"77432","Saint-Remy-la-Vanne",39517.23445128
"77433","Saints",48615.80526336
"77434","Saint-Sauveur-les-Bray",21845.86599557
"77435","Saint-Sauveur-sur-Ecole",189501.28626702
"77436","Saint-Simeon",44210.16806736
"77437","Saint-Soupplets",117704.65876343
"77438","Saint-Thibault-des-Vignes",921140.3606721
"77439","Salins",48431.50403764
"77440","Sammeron",113142.87140402
"77441","Samois-sur-Seine",105632.35144775
"77442","Samoreau",133255.0335295
"77443","Sancy",113480.06423221
"77444","Sancy-les-Provins",11398.46976213
"77445","Savigny-le-Temple",439285.62205971
"77446","Savins",30029.93164122
"77447","Seine-Port",306729.59160676
"77448","Sept-Sorts",77974.93238453
"77449","Serris",428956.6546361
"77450","Servon",855655.71059371
"77451","Signy-Signets",68094.07056519
"77452","Sigy",28681.97846362
"77453","Sivry-Courtry",170996.48266072
"77454","Sognolles-en-Montois",24535.27644005
"77455","Soignolles-en-Brie",240580.86553186
"77456","Soisy-Bouy",24775.52194552
"77457","Solers",202141.30194124
"77458","Souppes-sur-Loing",40921.14785663
"77459","Sourdun",30051.59950934
"77460","Tancrou",49100.01440259
"77461","Thenisy",27923.83853927
"77462","Thieux",314568.13244827
"77463","Thomery",95555.91575217
"77464","Thorigny-sur-Marne",542624.40744047
"77465","Thoury-Ferottes",35961.47340451
"77466","Tigeaux",131660.14831639
"77467","La Tombe",41625.21499269
"77468","Torcy",1232574.45260867
"77469","Touquin",53567.2436028
"77470","Tournan-en-Brie",273740.51999447
"77471","Tousson",31757.19064727
"77472","La Tretoire",28049.38796237
"77473","Treuzy-Levelay",46579.99846759
"77474","Trilbardou",281646.53861721
"77475","Trilport",138454.94796391
"77476","Trocy-en-Multien",72576.74979553
"77477","Ury",100953.50247641
"77478","Ussy-sur-Marne",99519.32696019
"77479","Vaires-sur-Marne",936040.32206265
"77480","Valence-en-Brie",72259.91155483
"77481","Vanville",30360.1235261
"77482","Varennes-sur-Seine",79313.08935101
"77483","Varreddes",121913.2178417
"77484","Vaucourtois",120407.11296576
"77485","Le Vaudoue",41931.10433433
"77486","Vaudoy-en-Brie",41643.74380441
"77487","Vaux-le-Penil",212844.64744797
"77489","Vaux-sur-Lunain",17072.33179107
"77490","Vendrest",21607.03193988
"77491","Veneux-les-Sablons",91116.47496271
"77492","Verdelot",12174.1250039
"77493","Verneuil-l'Etang",77246.28828962
"77494","Vernou-la-Celle-sur-Seine",75230.93030262
"77495","Vert-Saint-Denis",401846.44977888
"77496","Vieux-Champagne",21978.77646943
"77498","Vignely",243513.0925782
"77500","Villebeon",18254.77853155
"77501","Villecerf",80376.16935441
"77504","Villemarechal",35085.37852392
"77505","Villemareuil",127466.17137594
"77506","Villemer",69996.18530002
"77507","Villenauxe-la-Petite",16058.44739506
"77508","Villeneuve-le-Comte",378946.57088846
"77509","Villeneuve-les-Bordes",32648.55697401
"77510","Villeneuve-Saint-Denis",412032.47614256
"77511","Villeneuve-sous-Dammartin",188783.02934418
"77512","Villeneuve-sur-Bellot",11276.29005472
"77513","Villenoy",237667.17055978
"77514","Villeparisis",1188600.12957009
"77515","Villeroy",189360.94865775
"77516","Ville-Saint-Jacques",72634.6525428
"77517","Villevaude",794446.99446559
"77518","Villiers-en-Biere",211142.67773545
"77519","Villiers-Saint-Georges",12763.03787145
"77520","Villiers-sous-Grez",66596.20653933
"77521","Villiers-sur-Morin",266208.89126094
"77522","Villiers-sur-Seine",17616.72991001
"77523","Villuis",12432.73454753
"77524","Vimpelles",21879.41488228
"77525","Vinantes",96153.97302516
"77526","Vincy-Manoeuvre",26462.2889095
"77527","Voinsles",36996.5966942
"77528","Voisenon",319627.4731912
"77529","Voulangis",171282.08767656
"77530","Voulton",17947.96008508
"77531","Voulx",29283.92193348
"77532","Vulaines-les-Provins",32717.53696723
"77533","Vulaines-sur-Seine",124227.76371112
"77534","Yebles",128059.99084297
"78003","Ablis",57095.15625676
"78005","Acheres",740320.878162
"78006","Adainville",19344.24369901
"78007","Aigremont",992743.67493976
"78009","Allainville",45847.00443055
"78010","Les Alluets-le-Roi",302410.14371414
"78013","Andelu",112335.6394902
"78015","Andresy",638042.32399156
"78020","Arnouville-les-Mantes",110250.2374731
"78029","Aubergenville",379488.4670116
"78030","Auffargis",187181.56221707
"78031","Auffreville-Brasseuil",192026.0444217
"78033","Aulnay-sur-Mauldre",223854.6850179
"78034","Auteuil",121546.16158163
"78036","Autouillet",84525.80973745
"78043","Bailly",1389002.24247584
"78048","Bazainville",74427.62758707
"78049","Bazemont",179888.99088617
"78050","Bazoches-sur-Guyonne",274734.28542131
"78053","Behoust",59927.51172494
"78057","Bennecourt",96571.86891764
"78062","Beynes",211470.09474913
"78068","Blaru",43487.39049945
"78070","Boinville-en-Mantois",134588.90152279
"78071","Boinville-le-Gaillard",42930.66048783
"78072","Boinvilliers",106837.92616192
"78073","Bois-d'Arcy",1211329.39516723
"78076","Boissets",25402.02492991
"78077","La Boissiere-Ecole",16252.75604742
"78082","Boissy-Mauvoisin",81627.67031685
"78084","Boissy-sans-Avoir",136172.84001321
"78087","Bonnelles",155295.26398925
"78089","Bonnieres-sur-Seine",88118.21386773
"78090","Bouafle",449014.30423023
"78092","Bougival",1947021.90793461
"78096","Bourdonne",37557.7240618
"78104","Breuil-Bois-Robert",168700.31958545
"78107","Breval",49913.62660136
"78108","Les Breviaires",100784.99887425
"78113","Brueil-en-Vexin",198270.9599793
"78117","Buc",1013848.78861228
"78118","Buchelay",200521.98897578
"78120","Bullion",122750.73627062
"78123","Carrieres-sous-Poissy",866420.43809566
"78124","Carrieres-sur-Seine",2160218.55125951
"78125","La Celle-les-Bordes",97339.48894495
"78126","La Celle-Saint-Cloud",2131410.11825406
"78128","Cernay-la-Ville",158960.83953217
"78133","Chambourcy",1019466.03573607
"78138","Chanteloup-les-Vignes",619240.93610521
"78140","Chapet",439400.23232
"78143","Chateaufort",727381.02205124
"78146","Chatou",2174579.36328237
"78147","Chaufour-les-Bonnieres",87653.4960285
"78152","Chavenay",561526.56534056
"78158","Le Chesnay",1895479.49502522
"78160","Chevreuse",255740.60822439
"78162","Choisel",188470.43294886
"78163","Civry-la-Foret",42663.76470148
"78164","Clairefontaine-en-Yvelines",109698.37100479
"78165","Les Clayes-sous-Bois",612669.04687155
"78168","Coignieres",357919.77767999
"78171","Conde-sur-Vesgre",29866.33046449
"78172","Conflans-Sainte-Honorine",946159.72045423
"78185","Courgent",99223.06479617
"78188","Cravent",47696.96202287
"78189","Crespieres",352510.01406791
"78190","Croissy-sur-Seine",1692311.49039106
"78192","Dammartin-en-Serve",64582.2304743
"78193","Dampierre-en-Yvelines",238086.33973164
"78194","Dannemarie",27195.73034959
"78196","Davron",396069.74460794
"78202","Drocourt",151177.60604285
"78206","Ecquevilly",444296.59974449
"78208","Elancourt",483092.98393973
"78209","Emance",23669.61695495
"78217","Epone",322613.7669971
"78220","Les Essarts-le-Roi",263809.77713343
"78224","L'Etang-la-Ville",1063532.05434337
"78227","Evecquemont",387961.37649411
"78230","La Falaise",273648.03258852
"78231","Favrieux",149459.78189056
"78233","Feucherolles",608817.78528018
"78234","Flacourt",97557.16108873
"78236","Flexanville",54175.74099591
"78237","Flins-Neuve-Eglise",46064.02640387
"78238","Flins-sur-Seine",447067.00557061
"78239","Follainville-Dennemont",129842.56673054
"78242","Fontenay-le-Fleury",966992.97071034
"78245","Fontenay-Mauvoisin",148707.79211299
"78246","Fontenay-Saint-Pere",150948.66042771
"78251","Fourqueux",972653.11365496
"78255","Freneuse",85450.03758836
"78261","Gaillon-sur-Montcient",295645.43383286
"78262","Galluis",218309.9054173
"78263","Gambais",54095.88913888
"78264","Gambaiseuil",47049.9309181
"78265","Garancieres",89261.32110794
"78267","Gargenville",285851.62641877
"78269","Gazeran",60406.69310494
"78276","Gommecourt",33302.10604306
"78278","Goupillieres",73508.46815362
"78281","Goussonville",119494.62450415
"78283","Grandchamp",12017.22011029
"78285","Gressey",27612.060452
"78289","Grosrouvre",67975.71452282
"78290","Guernes",75770.44341744
"78291","Guerville",139049.05178135
"78296","Guitrancourt",180949.37489203
"78297","Guyancourt",864036.54184309
"78299","Hardricourt",372654.34295367
"78300","Hargeville",88595.61376142
"78302","La Hauteville",11550.44813301
"78305","Herbeville",176490.3409092
"78307","Hermeray",22018.7316625
"78310","Houdan",46015.38742815
"78311","Houilles",2286251.45309544
"78314","Issou",274344.82863403
"78317","Jambville",141168.77466954
"78320","Jeufosse",114266.26179987
"78321","Jouars-Pontchartrain",473276.61187922
"78322","Jouy-en-Josas",1549910.81206184
"78324","Jouy-Mauvoisin",169942.69339397
"78325","Jumeauville",107321.77685233
"78327","Juziers",268364.5464852
"78329","Lainville-en-Vexin",132057.33616398
"78334","Levis-Saint-Nom",192171.95545686
"78335","Limay",203119.99536504
"78337","Limetz-Villez",51040.88280776
"78343","Les Loges-en-Josas",1100548.20533545
"78344","Lommoye",34813.29177704
"78346","Longnes",89427.04863324
"78349","Longvilliers",169415.89821723
"78350","Louveciennes",1917075.08995451
"78354","Magnanville",218524.65296153
"78356","Magny-les-Hameaux",393101.49906991
"78358","Maisons-Laffitte",1365884.98770664
"78361","Mantes-la-Jolie",237472.17955483
"78362","Mantes-la-Ville",236025.75368274
"78364","Marcq",112363.61624408
"78366","Mareil-le-Guyon",246857.60773095
"78367","Mareil-Marly",1056635.30396707
"78368","Mareil-sur-Mauldre",252303.20348455
"78372","Marly-le-Roi",1601732.8835603
"78380","Maule",227060.37252524
"78381","Maulette",60397.63084671
"78382","Maurecourt",678640.29039363
"78383","Maurepas",522619.97227392
"78384","Medan",593597.82954968
"78385","Menerville",108343.44166872
"78389","Mere",185506.8321087
"78391","Mericourt",85943.44549682
"78396","Le Mesnil-le-Roi",1242438.49025718
"78397","Le Mesnil-Saint-Denis",347069.5279174
"78398","Les Mesnuls",190155.80708651
"78401","Meulan-en-Yvelines",411606.85476105
"78402","Mezieres-sur-Seine",305242.43746011
"78403","Mezy-sur-Seine",288737.28863635
"78404","Millemont",104196.41856633
"78406","Milon-la-Chapelle",320570.23820431
"78407","Mittainville",17063.43690959
"78410","Moisson",33903.86451669
"78413","Mondreville",58462.80365671
