"ID","NAMES","population_AsTheCrowFlies_POT_10000"
"77062","Carnetin",444501.57955497
"77063","La Celle-sur-Morin",56555.73248731
"77065","Cely",97445.72556672
"77066","Cerneux",12171.28354719
"77067","Cesson",278387.36067329
"77068","Cessoy-en-Montois",27011.81742308
"77069","Chailly-en-Biere",143091.06181027
"77070","Chailly-en-Brie",45769.87982159
"77071","Chaintreaux",24346.4585937
"77072","Chalautre-la-Grande",10583.78829758
"77073","Chalautre-la-Petite",28704.68951372
"77075","Chalifert",250977.5236802
"77076","Chalmaison",29649.17764088
"77077","Chambry",107763.2573217
"77078","Chamigny",35543.57707306
"77079","Champagne-sur-Seine",85321.60991862
"77080","Champcenest",15590.82437668
"77081","Champdeuil",118765.53416005
"77082","Champeaux",62545.50288722
"77083","Champs-sur-Marne",1272757.08185859
"77084","Changis-sur-Marne",81002.74916954
"77085","Chanteloup-en-Brie",341820.98708174
"77086","La Chapelle-Gauthier",45412.24287479
"77087","La Chapelle-Iger",28723.68950444
"77088","La Chapelle-la-Reine",29601.93672671
"77089","La Chapelle-Rablais",32842.4077251
"77090","La Chapelle-Saint-Sulpice",28625.97479672
"77091","Les Chapelles-Bourbon",78351.55728002
"77093","La Chapelle-Moutils",13345.40648673
"77094","Charmentray",182840.9010082
"77095","Charny",169018.04780815
"77096","Chartrettes",147355.47197875
"77097","Chartronges",22665.87435983
"77098","Chateaubleau",23002.55059693
"77099","Chateau-Landon",18420.63180929
"77100","Le Chatelet-en-Brie",83147.02630406
"77101","Chatenay-sur-Seine",29329.39370512
"77102","Chatenoy",32987.06979683
"77103","Chatillon-la-Borde",62177.55088634
"77104","Chatres",72602.68278306
"77106","Chauffry",44208.4565382
"77107","Chaumes-en-Brie",50485.11827699
"77108","Chelles",1237348.70552914
"77109","Chenoise",20495.06594207
"77110","Chenou",20662.63517425
"77111","Chessy",264876.35955513
"77112","Chevrainvilliers",30538.01910743
"77113","Chevru",25761.35641808
"77114","Chevry-Cossigny",268039.50800822
"77115","Chevry-en-Sereine",15070.5839556
"77116","Choisy-en-Brie",31456.51954258
"77117","Citry",22561.92669303
"77118","Claye-Souilly",422894.83750946
"77119","Clos-Fontaine",26667.34115296
"77120","Cocherel",34434.33504645
"77121","Collegien",586109.20942641
"77122","Combs-la-Ville",418608.96412255
"77123","Compans",296431.45681324
"77124","Conches-sur-Gondoire",414503.17715759
"77125","Conde-Sainte-Libiaire",182815.73012695
"77126","Congis-sur-Therouanne",78017.03715
"77127","Coubert",143849.71427202
"77128","Couilly-Pont-aux-Dames",159031.73952877
"77129","Coulombs-en-Valois",13558.53084091
"77130","Coulommes",125303.80007106
"77131","Coulommiers",50393.06582217
"77132","Coupvray",225237.42790394
"77133","Courcelles-en-Bassee",36246.37452337
"77134","Courchamp",18695.22704847
"77135","Courpalay",33857.33421267
"77136","Courquetaine",100847.41991803
"77137","Courtacon",15114.42362703
"77138","Courtomer",41378.15915814
"77139","Courtry",1007916.09754038
"77140","Coutencon",36523.74157897
"77141","Coutevroult",156345.36033726
"77142","Crecy-la-Chapelle",101776.76127876
"77143","Cregy-les-Meaux",124561.82445779
"77144","Crevecoeur-en-Brie",54109.15098757
"77145","Crisenoy",113273.71035383
"77146","Croissy-Beaubourg",687414.16253952
"77147","La Croix-en-Brie",22717.84477684
"77148","Crouy-sur-Ourcq",14452.2700832
"77149","Cucharmoy",24988.51089948
"77150","Cuisy",91716.44467863
"77151","Dagny",22928.02636671
"77152","Dammarie-les-Lys",196280.3432534
"77153","Dammartin-en-Goele",94344.4804085
"77154","Dammartin-sur-Tigeaux",82290.8581781
"77155","Dampmart",306281.18818257
"77156","Darvault",49384.85319643
"77157","Dhuisy",20964.38597291
"77158","Diant",22075.20509713
"77159","Donnemarie-Dontilly",26052.28068793
"77161","Dormelles",46887.78957892
"77162","Doue",45877.94048278
"77163","Douy-la-Ramee",50786.67938537
"77164","Echouboulains",48104.07265905
"77165","Les Ecrennes",48108.69567369
"77166","Ecuelles",73773.60053375
"77167","Egligny",25605.37717799
"77168","Egreville",13268.46959758
"77169","Emerainville",1049654.54047972
"77170","Episy",67991.359567
"77171","Esbly",201731.80949011
"77172","Esmans",44925.43405007
"77173","Etrepilly",65175.7243924
"77174","Everly",24546.74951767
"77175","Evry-Gregy-sur-Yerre",249772.13604559
"77176","Faremoutiers",49369.7830196
"77177","Favieres",197347.79908642
"77178","Fay-les-Nemours",37381.47456741
"77179","Fericy",86504.06466357
"77180","Ferolles-Attilly",425521.85329161
"77181","Ferrieres-en-Brie",433023.89938287
"77182","La Ferte-Gaucher",21907.99204626
"77183","La Ferte-sous-Jouarre",42306.53592918
"77184","Flagy",41194.39845814
"77185","Fleury-en-Biere",82745.98463372
"77186","Fontainebleau",86369.64629468
"77187","Fontaine-Fourches",6570.7425744
"77188","Fontaine-le-Port",109739.48504493
"77190","Fontains",27927.57655033
"77191","Fontenailles",32636.59336735
"77192","Fontenay-Tresigny",51212.50310698
"77193","Forfry",59047.5284997
"77194","Forges",54431.47257215
"77195","Fouju",99559.90650078
"77196","Fresnes-sur-Marne",242885.3624617
"77197","Fretoy",18959.34572996
"77198","Fromont",13094.98914191
"77199","Fublaines",122930.78195014
"77200","Garentreville",19909.06653905
"77201","Gastins",25822.86664379
"77202","La Genevraye",63334.22079257
"77203","Germigny-l'Eveque",101453.95379424
"77204","Germigny-sous-Coulombs",13964.65600552
"77205","Gesvres-le-Chapitre",76190.32993978
"77206","Giremoutiers",63616.85501965
"77207","Gironville",6629.33439055
"77208","Gouaix",25640.72722588
"77209","Gouvernes",522230.87666465
"77210","La Grande-Paroisse",69063.41876586
"77211","Grandpuits-Bailly-Carrois",29673.90913734
"77212","Gravon",22237.9459981
"77214","Gressy",371173.78409541
"77215","Gretz-Armainvilliers",215117.44877269
"77216","Grez-sur-Loing",53321.28935316
"77217","Grisy-Suisnes",200600.212897
"77218","Grisy-sur-Seine",16917.97373719
"77219","Guerard",69771.92164736
"77220","Guercheville",22568.2960366
"77221","Guermantes",441382.25362701
"77222","Guignes",60550.50287176
"77223","Gurcy-le-Chatel",27466.42907135
"77224","Hautefeuille",48476.69932681
"77225","La Haute-Maison",83643.35683525
"77226","Hericy",91603.53410373
"77227","Herme",21993.88563993
"77228","Hondevilliers",17191.22448865
"77229","La Houssaye-en-Brie",68576.22943818
"77230","Ichy",12681.10512955
"77231","Isles-les-Meldeuses",74422.87113687
"77232","Isles-les-Villenoy",182093.95171646
"77233","Iverny",117474.38226477
"77234","Jablines",260842.57777178
"77235","Jaignes",52815.47830961
"77236","Jaulnes",15105.95178047
"77237","Jossigny",271876.94666341
"77238","Jouarre",51344.04953753
"77239","Jouy-le-Chatel",16658.88877565
"77240","Jouy-sur-Morin",26863.33404612
"77241","Juilly",120928.16706102
"77242","Jutigny",30054.5527306
"77243","Lagny-sur-Marne",445985.67673591
"77244","Larchant",33587.59427677
"77245","Laval-en-Brie",43098.69343723
"77246","Lechelle",19216.74500673
"77247","Lescherolles",15526.59703824
"77248","Lesches",212407.55148661
"77249","Lesigny",608226.76525196
"77250","Leudon-en-Brie",19083.55803202
"77251","Lieusaint",432127.46313286
"77252","Limoges-Fourches",198512.45843598
"77253","Lissy",157221.47698762
"77254","Liverdy-en-Brie",84185.45556896
"77255","Livry-sur-Seine",166182.32405977
"77256","Lizines",28903.10825289
"77257","Lizy-sur-Ourcq",47171.28595271
"77258","Lognes",887562.04621315
"77259","Longperrier",120032.52246541
"77260","Longueville",31552.45820291
"77261","Lorrez-le-Bocage-Preaux",20272.84749558
"77262","Louan-Villegruis-Fontaine",4807.81173784
"77263","Luisetaines",25075.3300036
"77264","Lumigny-Nesles-Ormeaux",38110.53444127
"77265","Luzancy",30422.86862727
"77266","Machault",75556.40477907
"77267","La Madeleine-sur-Loing",35256.38836902
"77268","Magny-le-Hongre",197668.44763886
"77269","Maincy",166366.17477489
"77270","Maisoncelles-en-Brie",77152.49190139
"77271","Maisoncelles-en-Gatinais",21686.6283783
"77272","Maison-Rouge",27215.63326265
"77273","Marchemoret",64357.78096332
"77274","Marcilly",75463.16608734
"77275","Les Marets",14044.73706088
"77276","Mareuil-les-Meaux",157333.79505822
"77277","Marles-en-Brie",49654.8844024
"77278","Marolles-en-Brie",40152.50656304
"77279","Marolles-sur-Seine",39038.7175484
"77280","Mary-sur-Marne",55598.79448334
"77281","Mauperthuis",46335.25542364
"77282","Mauregard",343977.51358623
"77283","May-en-Multien",24939.22991546
"77284","Meaux",129504.3814208
"77285","Le Mee-sur-Seine",221722.55895415
"77286","Meigneux",26055.84609801
"77287","Meilleray",10249.60086119
"77288","Melun",203964.06427935
"77289","Melz-sur-Seine",16300.96455838
"77290","Mery-sur-Marne",27277.98379722
"77291","Le Mesnil-Amelot",349079.63548045
"77292","Messy",255254.08550714
"77293","Misy-sur-Yonne",24466.42933716
"77294","Mitry-Mory",514374.65242174
"77295","Moisenay",131333.73633712
"77296","Moissy-Cramayel",331895.34913398
"77297","Mondreville",11501.55902201
"77298","Mons-en-Montois",26427.08271307
"77299","Montarlot",67986.49164032
"77300","Montceaux-les-Meaux",99919.6356339
"77301","Montceaux-les-Provins",5481.02397147
"77302","Montcourt-Fromonville",55298.64088319
"77303","Montdauphin",8503.7133775
"77304","Montenils",4115.83199793
"77305","Montereau-Fault-Yonne",52739.42502478
"77306","Montereau-sur-le-Jard",203771.36123442
"77307","Montevrain",313628.21297067
"77308","Montge-en-Goele",88221.81186185
"77309","Monthyon",101269.79033715
"77310","Montigny-le-Guesdier",11076.5231281
"77311","Montigny-Lencoup",33084.38225605
"77312","Montigny-sur-Loing",73616.534601
"77313","Montmachoux",33944.85258019
"77314","Montolivet",8372.2186886
"77315","Montry",193019.39950033
"77316","Moret-sur-Loing",77893.45014153
"77317","Mormant",39922.34998805
"77318","Mortcerf",66538.16453496
"77319","Mortery",26801.16685264
"77320","Mouroux",55168.33136448
"77321","Mousseaux-les-Bray",13939.88671203
"77322","Moussy-le-Neuf",127661.46150847
"77323","Moussy-le-Vieux",165340.41451522
"77325","Mouy-sur-Seine",19570.70422067
"77326","Nandy",352201.94987092
"77327","Nangis",26369.93356903
"77328","Nanteau-sur-Essonne",15745.26312883
"77329","Nanteau-sur-Lunain",38201.56133755
"77330","Nanteuil-les-Meaux",141846.83236076
"77331","Nanteuil-sur-Marne",23505.71888279
"77332","Nantouillet",165034.69723015
"77333","Nemours",44962.97791348
"77335","Chauconin-Neufmontiers",137748.3692281
"77336","Neufmoutiers-en-Brie",112555.60519271
"77337","Noisiel",1028659.77736009
"77338","Noisy-Rudignon",49595.50000709
"77339","Noisy-sur-Ecole",31809.80341355
"77340","Nonville",52298.61254956
"77341","Noyen-sur-Seine",16725.48568313
"77342","Obsonville",19073.97997814
"77343","Ocquerre",37513.81495493
"77344","Oissery",45185.94902749
"77345","Orly-sur-Morin",33005.45017317
"77347","Les Ormes-sur-Voulzie",25131.42126837
"77348","Ormesson",38271.67174732
"77349","Othis",74792.35310967
"77350","Ozoir-la-Ferriere",381848.57177424
"77352","Ozouer-le-Voulgis",74513.43252227
"77353","Paley",27712.77472784
"77354","Pamfou",61144.84891862
"77355","Paroy",27946.33330128
"77356","Passy-sur-Seine",12628.42690074
"77357","Pecy",19935.02286491
"77358","Penchard",117485.47146476
"77359","Perthes",140446.24807037
"77360","Pezarches",41206.26868463
"77361","Pierre-Levee",73989.44126999
"77363","Le Pin",818973.36168782
"77364","Le Plessis-aux-Bois",112193.20278915
"77365","Le Plessis-Feu-Aussoux",30968.11250437
"77366","Le Plessis-l'Eveque",104433.9544057
"77367","Le Plessis-Placy",42686.21883735
"77368","Poigny",30346.68363248
"77369","Poincy",116211.83846647
"77370","Poligny",40432.82856568
"77371","Pommeuse",58300.94296398
"77372","Pomponne",602768.82112003
"77373","Pontault-Combault",836276.48688402
"77374","Pontcarre",383253.54096609
"77376","Precy-sur-Marne",219569.22527098
"77377","Presles-en-Brie",138331.00044797
"77378","Pringy",216796.61908076
"77379","Provins",28718.76655608
"77380","Puisieux",45073.12434489
"77381","Quiers",32602.36366844
"77382","Quincy-Voisins",156257.49868022
"77383","Rampillon",25086.67414207
"77384","Reau",272441.9910075
"77385","Rebais",35271.21114112
"77386","Recloses",53655.42086888
"77387","Remauville",28993.34645906
"77388","Reuil-en-Brie",35852.08903764
"77389","La Rochette",178907.07785356
"77390","Roissy-en-Brie",561156.93446072
"77391","Rouilly",26164.12142656
"77392","Rouvres",64766.2275927
"77393","Rozay-en-Brie",32899.3632593
"77394","Rubelles",193098.32563088
"77395","Rumont",13206.45969454
"77396","Rupereux",16984.69727561
"77397","Saacy-sur-Marne",28655.52839645
"77398","Sablonnieres",22729.81145098
"77399","Saint-Ange-le-Viel",27406.31906495
"77400","Saint-Augustin",50319.7134734
"77401","Sainte-Aulde",27060.307357
"77402","Saint-Barthelemy",15975.34119488
"77403","Saint-Brice",25452.25108815
"77404","Sainte-Colombe",31339.75637188
"77405","Saint-Cyr-sur-Morin",40442.10669605
"77406","Saint-Denis-les-Rebais",42014.7953967
"77407","Saint-Fargeau-Ponthierry",266071.93737215
"77408","Saint-Fiacre",119213.27305488
"77409","Saint-Germain-Laval",45810.8514719
"77410","Saint-Germain-Laxis",164258.89235601
"77411","Saint-Germain-sous-Doue",50277.65280143
"77412","Saint-Germain-sur-Ecole",115421.29227093
"77413","Saint-Germain-sur-Morin",175284.58290127
"77414","Saint-Hilliers",21271.42049346
"77415","Saint-Jean-les-Deux-Jumeaux",83257.79558702
"77416","Saint-Just-en-Brie",20110.32557608
"77417","Saint-Leger",28551.72768574
"77418","Saint-Loup-de-Naud",31220.05968364
"77419","Saint-Mammes",81842.76191807
"77420","Saint-Mard",102275.63671348
"77421","Saint-Mars-Vieux-Maisons",16323.43339307
"77423","Saint-Martin-des-Champs",18587.95881449
"77424","Saint-Martin-du-Boschet",7429.18594004
"77425","Saint-Martin-en-Biere",82435.53638827
"77426","Saint-Mery",52460.20210404
"77427","Saint-Mesmes",181343.55409989
"77428","Saint-Ouen-en-Brie",33821.91117442
"77429","Saint-Ouen-sur-Morin",36811.69607397
"77430","Saint-Pathus",45252.48529135
"77431","Saint-Pierre-les-Nemours",42533.06638691
"77432","Saint-Remy-la-Vanne",33400.00356866
"77433","Saints",44519.69286917
"77434","Saint-Sauveur-les-Bray",21689.93421068
"77435","Saint-Sauveur-sur-Ecole",174762.15081089
"77436","Saint-Simeon",40863.02193585
"77437","Saint-Soupplets",73831.14715809
"77438","Saint-Thibault-des-Vignes",622882.93493265
"77439","Salins",40321.97529138
"77440","Sammeron",58763.09814804
"77441","Samois-sur-Seine",109110.62953025
"77442","Samoreau",91867.5477807
"77443","Sancy",102503.38198526
"77444","Sancy-les-Provins",9101.55526239
"77445","Savigny-le-Temple",332516.78977928
"77446","Savins",30632.65645189
"77447","Seine-Port",286808.07436492
"77448","Sept-Sorts",48937.21844544
"77449","Serris",228989.99251857
"77450","Servon",540676.6682011
"77451","Signy-Signets",64676.7747122
"77452","Sigy",25915.2387096
"77453","Sivry-Courtry",120800.72049872
"77454","Sognolles-en-Montois",28004.97224746
"77455","Soignolles-en-Brie",137985.06026233
"77456","Soisy-Bouy",29300.86391684
"77457","Solers",115132.23699696
"77458","Souppes-sur-Loing",29738.17629255
"77459","Sourdun",23647.33032022
"77460","Tancrou",45647.93683772
"77461","Thenisy",27991.20298348
"77462","Thieux",209943.93355718
"77463","Thomery",87529.22916136
"77464","Thorigny-sur-Marne",414391.49420427
"77465","Thoury-Ferottes",32860.34623338
"77466","Tigeaux",96521.77981727
"77467","La Tombe",27760.71312512
"77468","Torcy",782356.26318676
"77469","Touquin",37036.62933168
"77470","Tournan-en-Brie",122810.51177807
"77471","Tousson",21726.60587167
"77472","La Tretoire",31155.29281114
"77473","Treuzy-Levelay",45499.5708077
"77474","Trilbardou",171140.11300103
"77475","Trilport",109233.21025354
"77476","Trocy-en-Multien",57786.70182546
"77477","Ury",41430.67027775
"77478","Ussy-sur-Marne",54271.23910283
"77479","Vaires-sur-Marne",899219.45776922
"77480","Valence-en-Brie",62052.12694491
"77481","Vanville",25405.26715441
"77482","Varennes-sur-Seine",58492.68511594
"77483","Varreddes",97212.8378776
"77484","Vaucourtois",113543.97697173
"77485","Le Vaudoue",26564.05423963
"77486","Vaudoy-en-Brie",24398.30181302
"77487","Vaux-le-Penil",167189.05423345
"77489","Vaux-sur-Lunain",10888.42698932
"77490","Vendrest",26279.96718383
"77491","Veneux-les-Sablons",82746.82284905
"77492","Verdelot",12335.26957134
"77493","Verneuil-l'Etang",49926.06623939
"77494","Vernou-la-Celle-sur-Seine",78674.23724094
"77495","Vert-Saint-Denis",251615.09295558
"77496","Vieux-Champagne",23345.49121078
"77498","Vignely",180932.96753697
"77500","Villebeon",11755.00248843
"77501","Villecerf",59579.26954154
"77504","Villemarechal",32741.57618946
"77505","Villemareuil",104255.14635559
"77506","Villemer",51849.31224692
"77507","Villenauxe-la-Petite",11084.65120967
"77508","Villeneuve-le-Comte",134777.16151467
"77509","Villeneuve-les-Bordes",29761.68166417
"77510","Villeneuve-Saint-Denis",196475.13916726
"77511","Villeneuve-sous-Dammartin",200982.39018942
"77512","Villeneuve-sur-Bellot",16931.93491104
"77513","Villenoy",156462.89509576
"77514","Villeparisis",731077.73411269
"77515","Villeroy",136366.3425534
"77516","Ville-Saint-Jacques",58956.13079243
"77517","Villevaude",608912.94885137
"77518","Villiers-en-Biere",178211.8691966
"77519","Villiers-Saint-Georges",9133.72984595
"77520","Villiers-sous-Grez",47117.14262256
"77521","Villiers-sur-Morin",135940.46145738
"77522","Villiers-sur-Seine",12427.87093092
"77523","Villuis",8642.58486987
"77524","Vimpelles",23257.14002323
"77525","Vinantes",123889.7848165
"77526","Vincy-Manoeuvre",31036.04360517
"77527","Voinsles",26653.30520597
"77528","Voisenon",211667.57869615
"77529","Voulangis",113926.83160794
"77530","Voulton",20831.93980911
"77531","Voulx",24380.07891244
"77532","Vulaines-les-Provins",29594.405732
"77533","Vulaines-sur-Seine",95079.12535696
"77534","Yebles",78545.33568609
"78003","Ablis",26775.76207
"78005","Acheres",837251.11250191
"78006","Adainville",24028.57543031
"78007","Aigremont",535003.86715947
"78009","Allainville",19565.23877616
"78010","Les Alluets-le-Roi",249669.78338713
"78013","Andelu",122625.44569539
"78015","Andresy",626824.27310862
"78020","Arnouville-les-Mantes",117126.51033655
"78029","Aubergenville",204380.0520348
"78030","Auffargis",123565.77821565
"78031","Auffreville-Brasseuil",148811.0091963
"78033","Aulnay-sur-Mauldre",176748.84197558
"78034","Auteuil",117493.21346937
"78036","Autouillet",96852.42983893
"78043","Bailly",941878.94655182
"78048","Bazainville",34751.55335996
"78049","Bazemont",205814.12578531
"78050","Bazoches-sur-Guyonne",170005.50109295
"78053","Behoust",54633.73628375
"78057","Bennecourt",60953.05262063
"78062","Beynes",177388.28261596
"78068","Blaru",22001.68448461
"78070","Boinville-en-Mantois",144862.58542259
"78071","Boinville-le-Gaillard",21641.03495527
"78072","Boinvilliers",103917.94711137
"78073","Bois-d'Arcy",540028.13796041
"78076","Boissets",28117.23934427
"78077","La Boissiere-Ecole",23200.69599321
"78082","Boissy-Mauvoisin",83930.01916253
"78084","Boissy-sans-Avoir",98712.2873175
"78087","Bonnelles",93752.63459658
"78089","Bonnieres-sur-Seine",74608.95575668
"78090","Bouafle",248909.43150722
"78092","Bougival",1665795.15585112
"78096","Bourdonne",25828.53011499
"78104","Breuil-Bois-Robert",146353.56738444
"78107","Breval",50188.55100028
"78108","Les Breviaires",99035.5606007
"78113","Brueil-en-Vexin",164526.70361635
"78117","Buc",912546.88433321
"78118","Buchelay",142864.89284969
"78120","Bullion",79903.53290978
"78123","Carrieres-sous-Poissy",579838.35192696
"78124","Carrieres-sur-Seine",2138795.59208584
"78125","La Celle-les-Bordes",86107.99201185
"78126","La Celle-Saint-Cloud",1581863.8849489
"78128","Cernay-la-Ville",130237.0972462
"78133","Chambourcy",628783.05852688
"78138","Chanteloup-les-Vignes",569999.18657595
"78140","Chapet",323480.10552617
"78143","Chateaufort",547720.97297033
"78146","Chatou",1866730.54233547
"78147","Chaufour-les-Bonnieres",26587.87842288
"78152","Chavenay",442329.15948621
"78158","Le Chesnay",1406155.40402391
"78160","Chevreuse",292694.14550213
"78162","Choisel",170714.18213787
"78163","Civry-la-Foret",37628.66555335
"78164","Clairefontaine-en-Yvelines",63838.5837575
"78165","Les Clayes-sous-Bois",445595.19008493
"78168","Coignieres",241497.95029563
"78171","Conde-sur-Vesgre",27919.58973898
"78172","Conflans-Sainte-Honorine",744189.06952853
"78185","Courgent",76375.38843419
"78188","Cravent",26557.33050842
"78189","Crespieres",257781.75567546
"78190","Croissy-sur-Seine",1637164.3146624
"78192","Dammartin-en-Serve",70846.43641719
"78193","Dampierre-en-Yvelines",218077.7895751
"78194","Dannemarie",19607.75840492
"78196","Davron",327674.68378768
"78202","Drocourt",123224.98015227
"78206","Ecquevilly",276208.48664185
"78208","Elancourt",354324.81770668
"78209","Emance",25853.38863588
"78217","Epone",179495.42251255
"78220","Les Essarts-le-Roi",168076.60760248
"78224","L'Etang-la-Ville",824365.52789702
"78227","Evecquemont",306212.85034032
"78230","La Falaise",175847.3333457
"78231","Favrieux",113515.80858302
"78233","Feucherolles",411080.17425694
"78234","Flacourt",104218.51522016
"78236","Flexanville",70318.31319935
"78237","Flins-Neuve-Eglise",37393.93595894
"78238","Flins-sur-Seine",223719.06155436
"78239","Follainville-Dennemont",142887.0737837
"78242","Fontenay-le-Fleury",677452.01194999
"78245","Fontenay-Mauvoisin",126051.82242118
"78246","Fontenay-Saint-Pere",150819.51695238
"78251","Fourqueux",780114.68296592
"78255","Freneuse",81863.22046872
"78261","Gaillon-sur-Montcient",217974.68460962
"78262","Galluis",94255.89418846
"78263","Gambais",33375.91087254
"78264","Gambaiseuil",46559.22599228
"78265","Garancieres",68535.06198706
"78267","Gargenville",189665.74839871
"78269","Gazeran",47216.11825097
"78276","Gommecourt",55151.18963591
"78278","Goupillieres",97656.60306521
"78281","Goussonville",144228.8607723
"78283","Grandchamp",15141.51961738
"78285","Gressey",26287.7544568
"78289","Grosrouvre",65508.54157132
"78290","Guernes",122524.38132975
"78291","Guerville",161071.70719305
"78296","Guitrancourt",173683.58802846
"78297","Guyancourt",653552.85146737
"78299","Hardricourt",226056.23695457
"78300","Hargeville",106141.38039646
"78302","La Hauteville",15538.56618314
"78305","Herbeville",206769.32962109
"78307","Hermeray",26340.0808157
"78310","Houdan",21330.03462619
"78311","Houilles",2113718.39373844
"78314","Issou",184826.00104518
"78317","Jambville",145281.5315347
"78320","Jeufosse",47021.63949448
"78321","Jouars-Pontchartrain",263390.4117263
"78322","Jouy-en-Josas",1163828.21048523
"78324","Jouy-Mauvoisin",129585.95599619
"78325","Jumeauville",129570.8663217
"78327","Juziers",197344.83954856
"78329","Lainville-en-Vexin",111935.86694097
"78334","Levis-Saint-Nom",232141.15844203
"78335","Limay",166346.51395857
"78337","Limetz-Villez",42689.6777789
"78343","Les Loges-en-Josas",938082.8374921
"78344","Lommoye",42173.58553364
"78346","Longnes",57202.45675714
"78349","Longvilliers",59454.03272689
"78350","Louveciennes",1332474.45121809
"78354","Magnanville",145633.24789095
"78356","Magny-les-Hameaux",444968.88873495
"78358","Maisons-Laffitte",1414234.36123492
"78361","Mantes-la-Jolie",148354.85625638
"78362","Mantes-la-Ville",157025.05110898
"78364","Marcq",120953.43698778
"78366","Mareil-le-Guyon",171362.40051064
"78367","Mareil-Marly",951018.09334405
"78368","Mareil-sur-Mauldre",181685.12971099
"78372","Marly-le-Roi",1089890.98606769
"78380","Maule",156603.04871646
"78381","Maulette",22920.25109838
"78382","Maurecourt",592052.15898412
"78383","Maurepas",279525.3066222
"78384","Medan",433145.26291586
"78385","Menerville",90732.30889474
"78389","Mere",127235.02466517
"78391","Mericourt",99572.15981594
"78396","Le Mesnil-le-Roi",1301224.05300993
"78397","Le Mesnil-Saint-Denis",300977.63707629
"78398","Les Mesnuls",137492.17545256
"78401","Meulan-en-Yvelines",265583.41260447
"78402","Mezieres-sur-Seine",174918.0465045
"78403","Mezy-sur-Seine",213721.86520167
"78404","Millemont",50823.53161782
"78406","Milon-la-Chapelle",385878.58786051
"78407","Mittainville",13613.97878867
"78410","Moisson",85671.78555374
"78413","Mondreville",35076.24325879
