"ID","NAMES","intermediaires_AsTheCrowFlies_POT_10000"
"77142","Crecy-la-Chapelle",15292.71041447
"77143","Cregy-les-Meaux",17407.34793828
"77144","Crevecoeur-en-Brie",8347.15078273
"77145","Crisenoy",16258.90355777
"77146","Croissy-Beaubourg",98172.59814711
"77147","La Croix-en-Brie",2817.2521681
"77148","Crouy-sur-Ourcq",1847.76972727
"77149","Cucharmoy",2716.71805614
"77150","Cuisy",13822.26643896
"77151","Dagny",2747.76384765
"77152","Dammarie-les-Lys",27284.21392699
"77153","Dammartin-en-Goele",14571.6813233
"77154","Dammartin-sur-Tigeaux",13032.36256644
"77155","Dampmart",46696.20121758
"77156","Darvault",5782.38203848
"77157","Dhuisy",2633.24428634
"77158","Diant",2632.29733596
"77159","Donnemarie-Dontilly",3004.14391395
"77161","Dormelles",5891.36138183
"77162","Doue",5727.94399681
"77163","Douy-la-Ramee",7103.8546716
"77164","Echouboulains",6231.65286784
"77165","Les Ecrennes",6930.28156656
"77166","Ecuelles",9645.93162139
"77167","Egligny",2930.65694752
"77168","Egreville",1453.83756936
"77169","Emerainville",145564.21317427
"77170","Episy",8818.66765407
"77171","Esbly",31048.6707765
"77172","Esmans",5303.30422398
"77173","Etrepilly",8686.53303111
"77174","Everly",2564.44921949
"77175","Evry-Gregy-sur-Yerre",36692.22210419
"77176","Faremoutiers",7089.80236535
"77177","Favieres",30433.31984274
"77178","Fay-les-Nemours",4020.63988526
"77179","Fericy",12240.92763841
"77180","Ferolles-Attilly",61127.4389647
"77181","Ferrieres-en-Brie",64284.09353136
"77182","La Ferte-Gaucher",2275.01059696
"77183","La Ferte-sous-Jouarre",5460.72667536
"77184","Flagy",5083.87654775
"77185","Fleury-en-Biere",11350.33235447
"77186","Fontainebleau",11544.28763498
"77187","Fontaine-Fourches",653.95352737
"77188","Fontaine-le-Port",15324.51728299
"77190","Fontains",3591.60406677
"77191","Fontenailles",4614.01316014
"77192","Fontenay-Tresigny",7618.68869248
"77193","Forfry",8454.14877583
"77194","Forges",6690.05557832
"77195","Fouju",14219.17489236
"77196","Fresnes-sur-Marne",36348.70748602
"77197","Fretoy",2143.94887026
"77198","Fromont",1654.35395092
"77199","Fublaines",16971.35388528
"77200","Garentreville",2288.78392272
"77201","Gastins",3414.64295519
"77202","La Genevraye",7973.19254206
"77203","Germigny-l'Eveque",13424.99966247
"77204","Germigny-sous-Coulombs",1768.65948243
"77205","Gesvres-le-Chapitre",10797.54282761
"77206","Giremoutiers",8864.31006102
"77207","Gironville",724.72305173
"77208","Gouaix",2654.64104125
"77209","Gouvernes",76364.03052756
"77210","La Grande-Paroisse",8763.64027371
"77211","Grandpuits-Bailly-Carrois",4001.05051645
"77212","Gravon",2544.75022131
"77214","Gressy",50492.12313544
"77215","Gretz-Armainvilliers",32249.79640457
"77216","Grez-sur-Loing",6411.92381263
"77217","Grisy-Suisnes",29681.86178122
"77218","Grisy-sur-Seine",1747.27023448
"77219","Guerard",10593.47085791
"77220","Guercheville",2673.14903634
"77221","Guermantes",65672.59980905
"77222","Guignes",8932.79441255
"77223","Gurcy-le-Chatel",3224.92136697
"77224","Hautefeuille",7207.16218195
"77225","La Haute-Maison",11626.34611569
"77226","Hericy",12777.98611401
"77227","Herme",2268.84928576
"77228","Hondevilliers",1975.85594745
"77229","La Houssaye-en-Brie",10685.47810106
"77230","Ichy",1450.83882187
"77231","Isles-les-Meldeuses",9649.46994231
"77232","Isles-les-Villenoy",27455.27712193
"77233","Iverny",17338.91955648
"77234","Jablines",39790.08325989
"77235","Jaignes",6827.48573649
"77236","Jaulnes",1579.89777579
"77237","Jossigny",42099.12842516
"77238","Jouarre",6674.28000598
"77239","Jouy-le-Chatel",2032.60999011
"77240","Jouy-sur-Morin",2913.53261527
"77241","Juilly",18326.77065246
"77242","Jutigny",3173.98653223
"77243","Lagny-sur-Marne",66020.18976722
"77244","Larchant",3921.0047706
"77245","Laval-en-Brie",5239.3936568
"77246","Lechelle",1967.9630796
"77247","Lescherolles",1503.9060866
"77248","Lesches",32539.37606526
"77249","Lesigny",86072.00546088
"77250","Leudon-en-Brie",1984.88702146
"77251","Lieusaint",61254.3467678
"77252","Limoges-Fourches",28977.09369321
"77253","Lissy",22802.61852451
"77254","Liverdy-en-Brie",12569.17390507
"77255","Livry-sur-Seine",22780.8080624
"77256","Lizines",3154.22334155
"77257","Lizy-sur-Ourcq",6129.69782988
"77258","Lognes",124251.25333333
"77259","Longperrier",17842.47314902
"77260","Longueville",3315.8309677
"77261","Lorrez-le-Bocage-Preaux",2456.0988398
"77262","Louan-Villegruis-Fontaine",498.52111346
"77263","Luisetaines",2750.06818737
"77264","Lumigny-Nesles-Ormeaux",5621.49201947
"77265","Luzancy",3833.83213129
"77266","Machault",10439.31793068
"77267","La Madeleine-sur-Loing",3687.20828802
"77268","Magny-le-Hongre",31069.30090846
"77269","Maincy",23279.01856056
"77270","Maisoncelles-en-Brie",11036.26473245
"77271","Maisoncelles-en-Gatinais",2246.64303739
"77272","Maison-Rouge",2997.10520902
"77273","Marchemoret",10233.27056769
"77274","Marcilly",10349.21732062
"77275","Les Marets",1412.58909822
"77276","Mareuil-les-Meaux",23061.32980718
"77277","Marles-en-Brie",7500.20641333
"77278","Marolles-en-Brie",4899.96828887
"77279","Marolles-sur-Seine",4431.44818984
"77280","Mary-sur-Marne",7194.16428356
"77281","Mauperthuis",6417.51826095
"77282","Mauregard",42820.81359993
"77283","May-en-Multien",3252.8471132
"77284","Meaux",18119.5502944
"77285","Le Mee-sur-Seine",31193.29825037
"77286","Meigneux",3045.11537144
"77287","Meilleray",982.71265315
"77288","Melun",28642.03447914
"77289","Melz-sur-Seine",1683.74660746
"77290","Mery-sur-Marne",3412.76217
"77291","Le Mesnil-Amelot",44280.13116191
"77292","Messy",36650.40185035
"77293","Misy-sur-Yonne",2794.09892336
"77294","Mitry-Mory",65138.45436198
"77295","Moisenay",18467.30823342
"77296","Moissy-Cramayel",47815.73792557
"77297","Mondreville",1173.04542782
"77298","Mons-en-Montois",2989.89159035
"77299","Montarlot",8748.21445926
"77300","Montceaux-les-Meaux",13318.52900554
"77301","Montceaux-les-Provins",538.68427032
"77302","Montcourt-Fromonville",6671.81742334
"77303","Montdauphin",854.2789416
"77304","Montenils",405.24609834
"77305","Montereau-Fault-Yonne",6358.14604956
"77306","Montereau-sur-le-Jard",29204.84694283
"77307","Montevrain",48121.14978577
"77308","Montge-en-Goele",13701.87223985
"77309","Monthyon",14371.49203429
"77310","Montigny-le-Guesdier",1180.70904655
"77311","Montigny-Lencoup",3820.96545286
"77312","Montigny-sur-Loing",9558.98755699
"77313","Montmachoux",3958.58474196
"77314","Montolivet",820.43444503
"77315","Montry",29924.13991561
"77316","Moret-sur-Loing",10293.56618754
"77317","Mormant",5754.94717836
"77318","Mortcerf",10457.03336626
"77319","Mortery",2812.50996209
"77320","Mouroux",7620.11325201
"77321","Mousseaux-les-Bray",1511.42859834
"77322","Moussy-le-Neuf",18429.58232751
"77323","Moussy-le-Vieux",23214.81466878
"77325","Mouy-sur-Seine",2075.4957716
"77326","Nandy",49873.61159341
"77327","Nangis",3458.57486915
"77328","Nanteau-sur-Essonne",2171.74867316
"77329","Nanteau-sur-Lunain",4433.24203018
"77330","Nanteuil-les-Meaux",20322.15831707
"77331","Nanteuil-sur-Marne",2921.3425874
"77332","Nantouillet",24275.17849865
"77333","Nemours",5086.70300901
"77335","Chauconin-Neufmontiers",19869.08657628
"77336","Neufmoutiers-en-Brie",17718.84457917
"77337","Noisiel",141898.27272928
"77338","Noisy-Rudignon",6024.46724395
"77339","Noisy-sur-Ecole",4268.44844216
"77340","Nonville",6368.04329525
"77341","Noyen-sur-Seine",1722.76087824
"77342","Obsonville",2129.11119238
"77343","Ocquerre",4849.64008258
"77344","Oissery",6898.33970384
"77345","Orly-sur-Morin",4024.30376889
"77347","Les Ormes-sur-Voulzie",2674.31067705
"77348","Ormesson",4198.39038371
"77349","Othis",11833.31013435
"77350","Ozoir-la-Ferriere",55797.80288055
"77352","Ozouer-le-Voulgis",11071.77915647
"77353","Paley",3233.09979731
"77354","Pamfou",8557.38322262
"77355","Paroy",3004.33234545
"77356","Passy-sur-Seine",1292.17535101
"77357","Pecy",2570.80590843
"77358","Penchard",16440.83705461
"77359","Perthes",19526.86363938
"77360","Pezarches",5954.77960639
"77361","Pierre-Levee",10020.86539893
"77363","Le Pin",108926.81862045
"77364","Le Plessis-aux-Bois",16887.59034432
"77365","Le Plessis-Feu-Aussoux",4288.59551088
"77366","Le Plessis-l'Eveque",15372.57690631
"77367","Le Plessis-Placy",5604.61866976
"77368","Poigny",3168.32529954
"77369","Poincy",15803.0425373
"77370","Poligny",4420.42855815
"77371","Pommeuse",8373.39264942
"77372","Pomponne",85641.30738587
"77373","Pontault-Combault",117431.65315267
"77374","Pontcarre",56952.88292576
"77376","Precy-sur-Marne",33361.7275882
"77377","Presles-en-Brie",20656.50342984
"77378","Pringy",30554.65085418
"77379","Provins",2991.70152146
"77380","Puisieux",6172.68448116
"77381","Quiers",4454.9490426
"77382","Quincy-Voisins",23291.88767245
"77383","Rampillon",3025.81582017
"77384","Reau",39226.81666804
"77385","Rebais",4184.69272766
"77386","Recloses",6679.24137398
"77387","Remauville",3178.26152383
"77388","Reuil-en-Brie",4557.88478742
"77389","La Rochette",24631.62932915
"77390","Roissy-en-Brie",80831.784922
"77391","Rouilly",2711.95466814
"77392","Rouvres",10456.52066077
"77393","Rozay-en-Brie",4731.37240641
"77394","Rubelles",27238.79262643
"77395","Rumont",1722.81003789
"77396","Rupereux",1726.13141864
"77397","Saacy-sur-Marne",3565.00501162
"77398","Sablonnieres",2583.39809514
"77399","Saint-Ange-le-Viel",3419.75051119
"77400","Saint-Augustin",7049.04220687
"77401","Sainte-Aulde",3398.22252529
"77402","Saint-Barthelemy",1594.90358226
"77403","Saint-Brice",2618.61047431
"77404","Sainte-Colombe",3281.65245989
"77405","Saint-Cyr-sur-Morin",5073.06412498
"77406","Saint-Denis-les-Rebais",5082.35137712
"77407","Saint-Fargeau-Ponthierry",37732.01158791
"77408","Saint-Fiacre",16499.43097578
"77409","Saint-Germain-Laval",5365.11809211
"77410","Saint-Germain-Laxis",23333.97920258
"77411","Saint-Germain-sous-Doue",6409.41562856
"77412","Saint-Germain-sur-Ecole",16396.56328752
"77413","Saint-Germain-sur-Morin",27253.15913373
"77414","Saint-Hilliers",2212.26245506
"77415","Saint-Jean-les-Deux-Jumeaux",11008.40999512
"77416","Saint-Just-en-Brie",2374.47478789
"77417","Saint-Leger",3228.12354496
"77418","Saint-Loup-de-Naud",3308.67806313
"77419","Saint-Mammes",10904.91301101
"77420","Saint-Mard",15732.43117838
"77421","Saint-Mars-Vieux-Maisons",1604.46403177
"77423","Saint-Martin-des-Champs",1865.66373339
"77424","Saint-Martin-du-Boschet",703.77354422
"77425","Saint-Martin-en-Biere",11034.69325507
"77426","Saint-Mery",7689.65679286
"77427","Saint-Mesmes",26713.53913687
"77428","Saint-Ouen-en-Brie",4778.92673664
"77429","Saint-Ouen-sur-Morin",4550.67894648
"77430","Saint-Pathus",7180.48037448
"77431","Saint-Pierre-les-Nemours",4794.54935711
"77432","Saint-Remy-la-Vanne",3797.84340792
"77433","Saints",6052.20237756
"77434","Saint-Sauveur-les-Bray",2361.94056318
"77435","Saint-Sauveur-sur-Ecole",24652.36410364
"77436","Saint-Simeon",4856.8522437
"77437","Saint-Soupplets",10979.53550104
"77438","Saint-Thibault-des-Vignes",89337.82596021
"77439","Salins",4653.72925656
"77440","Sammeron",7700.19186359
"77441","Samois-sur-Seine",15101.08578244
"77442","Samoreau",12654.96266086
"77443","Sancy",14733.13766653
"77444","Sancy-les-Provins",870.06049291
"77445","Savigny-le-Temple",47259.86019653
"77446","Savins",3267.09901274
"77447","Seine-Port",40571.15284049
"77448","Sept-Sorts",6373.48975021
"77449","Serris",35977.73531222
"77450","Servon",76363.21495613
"77451","Signy-Signets",8577.5354162
"77452","Sigy",2887.34667068
"77453","Sivry-Courtry",16875.03779133
"77454","Sognolles-en-Montois",3097.97036335
"77455","Soignolles-en-Brie",20361.12816926
"77456","Soisy-Bouy",3034.08207617
"77457","Solers",17085.2354206
"77458","Souppes-sur-Loing",3036.80569575
"77459","Sourdun",2435.04963051
"77460","Tancrou",5882.5536761
"77461","Thenisy",3057.83348856
"77462","Thieux",29442.36278253
"77463","Thomery",11940.39644102
"77464","Thorigny-sur-Marne",61259.13670468
"77465","Thoury-Ferottes",4008.69434728
"77466","Tigeaux",15258.1912336
"77467","La Tombe",3143.82667556
"77468","Torcy",110157.2791551
"77469","Touquin",5172.61713408
"77470","Tournan-en-Brie",18690.80224937
"77471","Tousson",2967.09448094
"77472","La Tretoire",3707.51438519
"77473","Treuzy-Levelay",5429.4493741
"77474","Trilbardou",25527.04817083
"77475","Trilport",14622.14293932
"77476","Trocy-en-Multien",7604.40962803
"77477","Ury",5161.86206388
"77478","Ussy-sur-Marne",7050.19135646
"77479","Vaires-sur-Marne",123985.9213829
"77480","Valence-en-Brie",8208.08189978
"77481","Vanville",2908.24577219
"77482","Varennes-sur-Seine",7187.41873757
"77483","Varreddes",12948.04574683
"77484","Vaucourtois",16046.7483619
"77485","Le Vaudoue",3489.92405005
"77486","Vaudoy-en-Brie",3232.49723783
"77487","Vaux-le-Penil",23112.19404305
"77489","Vaux-sur-Lunain",1320.47287318
"77490","Vendrest",3353.17643737
"77491","Veneux-les-Sablons",11086.36392187
"77492","Verdelot",1306.89743896
"77493","Verneuil-l'Etang",7359.69920854
"77494","Vernou-la-Celle-sur-Seine",10389.24610666
"77495","Vert-Saint-Denis",35752.44389064
"77496","Vieux-Champagne",2640.57037411
"77498","Vignely",27150.43557651
"77500","Villebeon",1385.48615065
"77501","Villecerf",7658.02285758
"77504","Villemarechal",4051.84929413
"77505","Villemareuil",14207.935923
"77506","Villemer",6569.56431796
"77507","Villenauxe-la-Petite",1132.82240857
"77508","Villeneuve-le-Comte",21575.483707
"77509","Villeneuve-les-Bordes",3617.26460611
"77510","Villeneuve-Saint-Denis",30921.43885402
"77511","Villeneuve-sous-Dammartin",27790.21264165
"77512","Villeneuve-sur-Bellot",1834.61111353
"77513","Villenoy",22840.29416018
"77514","Villeparisis",94232.06700042
"77515","Villeroy",20259.22301562
"77516","Ville-Saint-Jacques",7377.06059136
"77517","Villevaude",84193.9597472
"77518","Villiers-en-Biere",24621.78872521
"77519","Villiers-Saint-Georges",929.98548724
"77520","Villiers-sous-Grez",5665.66371237
"77521","Villiers-sur-Morin",21407.23134175
"77522","Villiers-sur-Seine",1273.65147376
"77523","Villuis",869.09238098
"77524","Vimpelles",2607.99175598
"77525","Vinantes",18783.03329845
"77526","Vincy-Manoeuvre",4173.96545945
"77527","Voinsles",3714.03617911
"77528","Voisenon",29994.47616871
"77529","Voulangis",17911.68961514
"77530","Voulton",2126.75487942
"77531","Voulx",2951.19808666
"77532","Vulaines-les-Provins",3138.0273988
"77533","Vulaines-sur-Seine",13167.03891744
"77534","Yebles",11560.26736841
"78003","Ablis",3875.95036848
"78005","Acheres",114047.08812646
"78006","Adainville",3317.58682918
"78007","Aigremont",70161.63657601
"78009","Allainville",2847.4375381
"78010","Les Alluets-le-Roi",33841.25855162
"78013","Andelu",17320.10899097
"78015","Andresy",86873.88144601
"78020","Arnouville-les-Mantes",15913.29544425
"78029","Aubergenville",27690.35229786
"78030","Auffargis",17639.78995573
"78031","Auffreville-Brasseuil",19603.1295796
"78033","Aulnay-sur-Mauldre",24040.65745143
"78034","Auteuil",17184.79612338
"78036","Autouillet",14195.70471587
"78043","Bailly",120298.82033791
"78048","Bazainville",4951.61649203
"78049","Bazemont",27995.18599129
"78050","Bazoches-sur-Guyonne",24870.40776914
"78053","Behoust",7964.73857291
"78057","Bennecourt",7923.41288273
"78062","Beynes",25296.31841061
"78068","Blaru",3053.91897403
"78070","Boinville-en-Mantois",19487.96845772
"78071","Boinville-le-Gaillard",3153.09635587
"78072","Boinvilliers",13866.19142116
"78073","Bois-d'Arcy",72471.91332807
"78076","Boissets",4053.29897313
"78077","La Boissiere-Ecole",3215.09255609
"78082","Boissy-Mauvoisin",10968.27265081
"78084","Boissy-sans-Avoir",14547.27066713
"78087","Bonnelles",13180.38099964
"78089","Bonnieres-sur-Seine",9663.94396711
"78090","Bouafle",34189.21968961
"78092","Bougival",208228.35957518
"78096","Bourdonne",3585.86808708
"78104","Breuil-Bois-Robert",19383.99760162
"78107","Breval",6752.33078788
"78108","Les Breviaires",14277.20176023
"78113","Brueil-en-Vexin",22236.09173387
"78117","Buc",118259.13106941
"78118","Buchelay",18626.30614626
"78120","Bullion",11249.73105249
"78123","Carrieres-sous-Poissy",78066.06540323
"78124","Carrieres-sur-Seine",268566.10975422
"78125","La Celle-les-Bordes",12159.23646002
"78126","La Celle-Saint-Cloud",198217.76537769
"78128","Cernay-la-Ville",18408.71225439
"78133","Chambourcy",81755.25206756
"78138","Chanteloup-les-Vignes",78808.68984249
"78140","Chapet",44825.96492588
"78143","Chateaufort",72656.2955067
"78146","Chatou",233956.9544495
"78147","Chaufour-les-Bonnieres",3678.048095
"78152","Chavenay",59607.24987396
"78158","Le Chesnay",177326.58025758
"78160","Chevreuse",40278.48855886
"78162","Choisel",23724.48890814
"78163","Civry-la-Foret",5376.87976223
"78164","Clairefontaine-en-Yvelines",9071.46492784
"78165","Les Clayes-sous-Bois",60897.44786664
"78168","Coignieres",35007.03701169
"78171","Conde-sur-Vesgre",3878.58051088
"78172","Conflans-Sainte-Honorine",104082.61391995
"78185","Courgent",10476.94541214
"78188","Cravent",3700.7284498
"78189","Crespieres",35279.65345257
"78190","Croissy-sur-Seine",204853.45033122
"78192","Dammartin-en-Serve",9581.84786043
"78193","Dampierre-en-Yvelines",31006.32251175
"78194","Dannemarie",2712.07310484
"78196","Davron",44762.08500123
"78202","Drocourt",16429.64384482
"78206","Ecquevilly",37727.24921366
"78208","Elancourt",50181.65455362
"78209","Emance",3679.58080656
"78217","Epone",24130.93507171
"78220","Les Essarts-le-Roi",24221.41584431
"78224","L'Etang-la-Ville",105543.90648963
"78227","Evecquemont",43737.48627764
"78230","La Falaise",23795.82378718
"78231","Favrieux",14879.3168894
"78233","Feucherolles",54788.08323277
"78234","Flacourt",13767.73846206
"78236","Flexanville",10218.43400237
"78237","Flins-Neuve-Eglise",5275.02374412
"78238","Flins-sur-Seine",30611.17021836
"78239","Follainville-Dennemont",18668.60600498
"78242","Fontenay-le-Fleury",88748.61949416
"78245","Fontenay-Mauvoisin",16422.32848985
"78246","Fontenay-Saint-Pere",19916.17121708
"78251","Fourqueux",100204.85956123
"78255","Freneuse",10516.25004326
"78261","Gaillon-sur-Montcient",31100.53242383
"78262","Galluis",13896.07487935
"78263","Gambais",4708.50646621
"78264","Gambaiseuil",6656.06770358
"78265","Garancieres",10070.74074252
"78267","Gargenville",25389.88968288
"78269","Gazeran",6734.71378558
"78276","Gommecourt",7193.24764795
"78278","Goupillieres",13894.99025946
"78281","Goussonville",19548.1796381
"78283","Grandchamp",2058.59760145
"78285","Gressey",3765.28645601
"78289","Grosrouvre",9565.88950124
"78290","Guernes",15772.74589601
"78291","Guerville",21352.67572578
"78296","Guitrancourt",23049.52555264
"78297","Guyancourt",85934.23518512
"78299","Hardricourt",31779.84018803
"78300","Hargeville",14780.59771997
"78302","La Hauteville",2117.51594504
"78305","Herbeville",28286.60888711
"78307","Hermeray",3693.67032773
"78310","Houdan",3000.89744204
"78311","Houilles",266671.79025262
"78314","Issou",24559.30973891
"78317","Jambville",20388.38410764
"78320","Jeufosse",6227.76116405
"78321","Jouars-Pontchartrain",38050.72941672
"78322","Jouy-en-Josas",150552.94155826
"78324","Jouy-Mauvoisin",16824.63933758
"78325","Jumeauville",17917.87317021
"78327","Juziers",26861.85245975
"78329","Lainville-en-Vexin",15511.49608575
"78334","Levis-Saint-Nom",33465.91720476
"78335","Limay",21927.59936817
"78337","Limetz-Villez",5655.66228717
"78343","Les Loges-en-Josas",121919.57096479
"78344","Lommoye",5683.26927232
"78346","Longnes",7747.39782256
"78349","Longvilliers",8658.9907184
"78350","Louveciennes",167368.90959392
"78354","Magnanville",19066.82713274
"78356","Magny-les-Hameaux",60071.7814134
"78358","Maisons-Laffitte",184478.32334066
"78361","Mantes-la-Jolie",19398.04190929
"78362","Mantes-la-Ville",20643.10130015
"78364","Marcq",17428.27556059
"78366","Mareil-le-Guyon",25091.93713463
"78367","Mareil-Marly",121002.10190156
"78368","Mareil-sur-Mauldre",25197.75235461
"78372","Marly-le-Roi",137776.64348747
"78380","Maule",21600.34712238
"78381","Maulette",3204.05253397
"78382","Maurecourt",83250.97701762
"78383","Maurepas",40361.47245392
"78384","Medan",59199.81683902
"78385","Menerville",11865.23163697
"78389","Mere",18728.23540347
"78391","Mericourt",12762.01816611
"78396","Le Mesnil-le-Roi",167342.77852648
"78397","Le Mesnil-Saint-Denis",42955.23655356
"78398","Les Mesnuls",20060.93902221
"78401","Meulan-en-Yvelines",37579.39548573
"78402","Mezieres-sur-Seine",23327.16223462
"78403","Mezy-sur-Seine",29645.36213704
"78404","Millemont",7380.9355927
"78406","Milon-la-Chapelle",52511.70858557
"78407","Mittainville",1879.5341987
"78410","Moisson",11076.3627319
"78413","Mondreville",4936.53122335
"78415","Montainville",21422.14358582
"78416","Montalet-le-Bois",18959.03865814
