"ID","NAMES","ouvrier_AsTheCrowFlies_POT_7500"
"78398","Les Mesnuls",4201.90740414
"78401","Meulan-en-Yvelines",13684.46649132
"78402","Mezieres-sur-Seine",12290.59227317
"78403","Mezy-sur-Seine",12238.24975919
"78404","Millemont",1415.30910775
"78406","Milon-la-Chapelle",11234.70270999
"78407","Mittainville",296.16143364
"78410","Moisson",5047.67571831
"78413","Mondreville",1105.64109057
"78415","Montainville",3813.00939664
"78416","Montalet-le-Bois",6211.6751206
"78417","Montchauvet",1915.90815921
"78418","Montesson",46995.01500615
"78420","Montfort-l'Amaury",2820.66046854
"78423","Montigny-le-Bretonneux",18782.486284
"78431","Morainvilliers",12490.64171216
"78437","Mousseaux-sur-Seine",7100.64242395
"78439","Mulcent",1764.68402286
"78440","Les Mureaux",14281.83844264
"78442","Neauphle-le-Chateau",10790.63579086
"78443","Neauphle-le-Vieux",6107.25042266
"78444","Neauphlette",1576.04323322
"78451","Nezel",9908.12299793
"78455","Noisy-le-Roi",17025.54142412
"78460","Oinville-sur-Montcient",9830.03940524
"78464","Orcemont",1858.95632999
"78465","Orgerus",1467.87163495
"78466","Orgeval",10978.09522011
"78470","Orphin",1089.10572058
"78472","Orsonville",564.99752025
"78474","Orvilliers",1370.9374051
"78475","Osmoy",1807.80551459
"78478","Paray-Douaville",573.42974883
"78481","Le Pecq",29416.43740201
"78484","Perdreauville",8152.00854906
"78486","Le Perray-en-Yvelines",3509.42733508
"78490","Plaisir",14714.73351589
"78497","Poigny-la-Foret",2021.98688708
"78498","Poissy",15812.38927319
"78499","Ponthevrard",2010.97547646
"78501","Porcheville",14423.23952518
"78502","Le Port-Marly",28828.00004984
"78503","Port-Villez",1678.43236028
"78505","Prunay-le-Temple",1512.47083782
"78506","Prunay-en-Yvelines",724.38182499
"78513","La Queue-les-Yvelines",1641.83138459
"78516","Raizeux",647.81196938
"78517","Rambouillet",2811.34160924
"78518","Rennemoulin",17367.70292898
"78520","Richebourg",1288.96639726
"78522","Rochefort-en-Yvelines",2212.9421332
"78524","Rocquencourt",22313.97115047
"78528","Rolleboise",7115.57147391
"78530","Rosay",5170.50762199
"78531","Rosny-sur-Seine",8441.99311364
"78536","Sailly",7748.41025227
"78537","Saint-Arnoult-en-Yvelines",2112.01178124
"78545","Saint-Cyr-l'Ecole",19087.65379583
"78548","Saint-Forget",8709.80241749
"78550","Saint-Germain-de-la-Grange",8586.99570194
"78551","Saint-Germain-en-Laye",32375.94793783
"78557","Saint-Hilarion",1186.18217381
"78558","Saint-Illiers-la-Ville",2977.68661443
"78559","Saint-Illiers-le-Bois",1562.93485199
"78561","Saint-Lambert",12864.84492855
"78562","Saint-Leger-en-Yvelines",1476.13626347
"78564","Saint-Martin-de-Brethencourt",1925.09310751
"78565","Saint-Martin-des-Champs",2342.79009725
"78567","Saint-Martin-la-Garenne",10335.95462369
"78569","Sainte-Mesme",2290.71005118
"78571","Saint-Nom-la-Breteche",13114.80087028
"78575","Saint-Remy-les-Chevreuse",7466.36482212
"78576","Saint-Remy-l'Honore",7307.3751354
"78586","Sartrouville",64841.79788438
"78588","Saulx-Marchais",3395.8089908
"78590","Senlisse",4148.16666856
"78591","Septeuil",2641.06693389
"78597","Soindres",10963.47013702
"78601","Sonchamp",1947.89542865
"78605","Tacoignieres",1403.47735855
"78606","Le Tartre-Gaudran",292.93774094
"78608","Le Tertre-Saint-Denis",5288.21049018
"78609","Tessancourt-sur-Aubette",12632.96665862
"78615","Thiverval-Grignon",9747.67060133
"78616","Thoiry",2775.43315762
"78618","Tilly",991.54243152
"78620","Toussus-le-Noble",13750.38018742
"78621","Trappes",18140.9661895
"78623","Le Tremblay-sur-Mauldre",8960.04512178
"78624","Triel-sur-Seine",23018.58721247
"78638","Vaux-sur-Seine",20166.10921412
"78640","Velizy-Villacoublay",36370.77941496
"78642","Verneuil-sur-Seine",18899.39227791
"78643","Vernouillet",18513.96809968
"78644","La Verriere",14281.8003774
"78646","Versailles",21084.55374905
"78647","Vert",9747.83338288
"78650","Le Vesinet",39171.23493687
"78653","Vicq",3637.75163997
"78655","Vieille-Eglise-en-Yvelines",3223.36527038
"78668","La Villeneuve-en-Chevrie",2695.29941788
"78672","Villennes-sur-Seine",15384.42137654
"78674","Villepreux",16460.43411596
"78677","Villette",7861.53351646
"78681","Villiers-le-Mahieu",2041.93026894
"78683","Villiers-Saint-Frederic",7992.98393928
"78686","Viroflay",32941.22095404
"78688","Voisins-le-Bretonneux",16165.05998121
"91001","Abbeville-la-Riviere",1370.83633299
"91016","Angerville",1218.46483318
"91017","Angervilliers",3073.33810389
"91021","Arpajon",14312.04279891
"91022","Arrancourt",1192.23581778
"91027","Athis-Mons",63010.18592672
"91035","Authon-la-Plaine",1037.26781235
"91037","Auvernaux",10461.47127992
"91038","Auvers-Saint-Georges",3793.5110104
"91041","Avrainville",9855.26142105
"91044","Ballainvilliers",37549.15914207
"91045","Ballancourt-sur-Essonne",6957.67387351
"91047","Baulne",4610.3148568
"91064","Bievres",31123.97097822
"91067","Blandy",385.89983719
"91069","Boigneville",650.12298938
"91075","Bois-Herpin",1458.86331625
"91079","Boissy-la-Riviere",3367.05208372
"91080","Boissy-le-Cutte",3407.91677715
"91081","Boissy-le-Sec",3201.47329766
"91085","Boissy-sous-Saint-Yon",7699.06105679
"91086","Bondoufle",36385.14627195
"91093","Boullay-les-Troux",4168.77966364
"91095","Bouray-sur-Juine",5686.0965121
"91097","Boussy-Saint-Antoine",28116.58413081
"91098","Boutervilliers",2707.45765985
"91099","Boutigny-sur-Essonne",2437.35936378
"91100","Bouville",2397.76382013
"91103","Bretigny-sur-Orge",23460.72972022
"91105","Breuillet",6660.94446414
"91106","Breux-Jouy",5512.68117067
"91109","Brieres-les-Scelles",4218.98797286
"91111","Briis-sous-Forges",6765.1630932
"91112","Brouy",413.75300102
"91114","Brunoy",37409.66130677
"91115","Bruyeres-le-Chatel",10227.22209865
"91121","Buno-Bonnevaux",1103.82476583
"91122","Bures-sur-Yvette",11547.51290365
"91129","Cerny",4112.63117277
"91130","Chalo-Saint-Mars",2903.33456046
"91131","Chalou-Moulineux",1957.64139429
"91132","Chamarande",5234.42245692
"91135","Champcueil",5980.23053566
"91136","Champlan",39803.81890375
"91137","Champmotteux",630.28110723
"91145","Chatignonville",1175.06397153
"91148","Chauffour-les-Etrechy",4020.10204189
"91156","Cheptainville",9384.55295099
"91159","Chevannes",10249.47780583
"91161","Chilly-Mazarin",49388.51742593
"91174","Corbeil-Essonnes",28412.14736319
"91175","Corbreuse",1908.66759963
"91179","Le Coudray-Montceaux",17233.72711444
"91180","Courances",1944.69837003
"91182","Courcouronnes",38305.24373539
"91184","Courdimanche-sur-Essonne",1970.0220249
"91186","Courson-Monteloup",6391.95397705
"91191","Crosne",56208.60692965
"91195","Dannemois",2720.52656896
"91198","D'Huison-Longueville",3033.9966381
"91200","Dourdan",2474.95311289
"91201","Draveil",52516.32950223
"91204","Echarcon",21830.34549003
"91207","Egly",10861.67865511
"91215","Epinay-sous-Senart",32684.30100243
"91216","Epinay-sur-Orge",43921.3518643
"91222","Estouches",863.22149993
"91223","Etampes",4156.95599532
"91225","Etiolles",37310.07269699
"91226","Etrechy",3996.92327416
"91228","Evry",38469.18131201
"91232","La Ferte-Alais",4003.61665317
"91235","Fleury-Merogis",41872.76984736
"91240","Fontaine-la-Riviere",2500.39532918
"91243","Fontenay-les-Briis",8910.14849896
"91244","Fontenay-le-Vicomte",12358.66007576
"91247","La Foret-le-Roi",2470.89520461
"91248","La Foret-Sainte-Croix",2168.72257043
"91249","Forges-les-Bains",3767.5216287
"91272","Gif-sur-Yvette",9187.54897064
"91273","Gironville-sur-Essonne",1000.70856985
"91274","Gometz-la-Ville",6705.64304514
"91275","Gometz-le-Chatel",9196.37499453
"91284","Les Granges-le-Roi",2155.70817017
"91286","Grigny",48667.14010604
"91292","Guibeville",12421.43096199
"91293","Guigneville-sur-Essonne",3378.61738601
"91294","Guillerval",2803.05549532
"91312","Igny",30459.19552519
"91315","Itteville",5842.46560671
"91318","Janville-sur-Juine",4656.54363366
"91319","Janvry",9591.86569449
"91326","Juvisy-sur-Orge",56404.06623559
"91330","Lardy",6955.45135612
"91332","Leudeville",16380.53244826
"91333","Leuville-sur-Orge",21732.82450106
"91338","Limours",4262.87686123
"91339","Linas",21665.3819875
"91340","Lisses",29230.54080507
"91345","Longjumeau",43321.87785638
"91347","Longpont-sur-Orge",31371.26754316
"91359","Maisse",1533.7126041
"91363","Marcoussis",16599.54722811
"91374","Marolles-en-Beauce",2219.56245868
"91376","Marolles-en-Hurepoix",13300.06482571
"91377","Massy",44053.62694381
"91378","Mauchamps",5411.26127236
"91386","Mennecy",16712.7845307
"91390","Mereville",1431.56800691
"91393","Merobert",1282.8338775
"91399","Mespuits",784.35595234
"91405","Milly-la-Foret",1477.59138833
"91408","Moigny-sur-Ecole",2209.45871105
"91411","Les Molieres",4791.66216631
"91412","Mondeville",4473.51049694
"91414","Monnerville",1782.97366557
"91421","Montgeron",48998.13851118
"91425","Montlhery",28138.02889819
"91432","Morangis",54161.90468124
"91433","Morigny-Champigny",3923.49979853
"91434","Morsang-sur-Orge",45794.68543637
"91435","Morsang-sur-Seine",21192.63178864
"91441","Nainville-les-Roches",6586.78009178
"91457","La Norville",14521.96498841
"91458","Nozay",24307.27998763
"91461","Ollainville",14111.62172095
"91463","Oncy-sur-Ecole",1308.98905388
"91468","Ormoy",20937.85836964
"91469","Ormoy-la-Riviere",3891.32630891
"91471","Orsay",16205.40320857
"91473","Orveau",2745.68233704
"91477","Palaiseau",26906.73386091
"91479","Paray-Vieille-Poste",67573.77796496
"91482","Pecqueuse",2740.56058295
"91494","Le Plessis-Pate",30591.98558788
"91495","Plessis-Saint-Benoist",1499.59773674
"91507","Prunay-sur-Essonne",896.55340095
"91508","Puiselet-le-Marais",1851.29562727
"91511","Pussay",1372.68459891
"91514","Quincy-sous-Senart",28166.77132914
"91519","Richarville",1663.24527546
"91521","Ris-Orangis",45578.57300448
"91525","Roinville",2612.12293212
"91526","Roinvilliers",805.82546447
"91533","Saclas",2729.03165564
"91534","Saclay",17184.98336892
"91538","Saint-Aubin",11411.93183413
"91540","Saint-Cheron",4047.63896183
"91544","Saint-Cyr-la-Riviere",2276.09523477
"91546","Saint-Cyr-sous-Dourdan",2915.50344266
"91547","Saint-Escobille",750.05272909
"91549","Sainte-Genevieve-des-Bois",39431.97093073
"91552","Saint-Germain-les-Arpajon",17721.15167142
"91553","Saint-Germain-les-Corbeil",31554.53710086
"91556","Saint-Hilaire",3727.54438564
"91560","Saint-Jean-de-Beauregard",11985.60151618
"91568","Saint-Maurice-Montcouronne",4629.43641973
"91570","Saint-Michel-sur-Orge",33873.07137191
"91573","Saint-Pierre-du-Perray",25373.179844
"91577","Saintry-sur-Seine",24642.9195074
"91578","Saint-Sulpice-de-Favieres",5363.85922939
"91579","Saint-Vrain",8578.21912287
"91581","Saint-Yon",7533.36181323
"91587","Saulx-les-Chartreux",33448.77970066
"91589","Savigny-sur-Orge",51468.40413279
"91593","Sermaise",3055.07330645
"91599","Soisy-sur-Ecole",3731.54474598
"91600","Soisy-sur-Seine",42987.54674583
"91602","Souzy-la-Briche",4168.51182993
"91613","Congerville-Thionville",1246.18018909
"91617","Tigery",29292.54157883
"91619","Torfou",6824.21178455
"91629","Valpuiseaux",1292.39017381
"91630","Le Val-Saint-Germain",3409.29489409
"91631","Varennes-Jarcy",20965.15169112
"91634","Vaugrigneuse",4444.5495626
"91635","Vauhallan",22713.87915982
"91639","Vayres-sur-Essonne",2295.20461095
"91645","Verrieres-le-Buisson",44575.54653032
"91648","Vert-le-Grand",23938.85331713
"91649","Vert-le-Petit",12629.11948484
"91654","Videlles",3346.88529316
"91657","Vigneux-sur-Seine",58324.75242519
"91659","Villabe",24566.21291476
"91661","Villebon-sur-Yvette",26162.5974972
"91662","Villeconin",3455.26124374
"91665","La Ville-du-Bois",30603.33739924
"91666","Villejust",21972.96243919
"91667","Villemoisson-sur-Orge",44050.92133824
"91671","Villeneuve-sur-Auvers",3400.66335961
"91679","Villiers-le-Bacle",11676.58126519
"91685","Villiers-sur-Orge",37722.19695352
"91687","Viry-Chatillon",50859.30713135
"91689","Wissous",63249.60936927
"91691","Yerres",45744.54890128
"91692","Les Ulis",14542.18387152
"92002","Antony",64204.71974664
"92004","Asnieres-sur-Seine",150787.20660829
"92007","Bagneux",103381.15831652
"92009","Bois-Colombes",134671.0290149
"92012","Boulogne-Billancourt",83751.06689955
"92014","Bourg-la-Reine",91811.48863578
"92019","Chatenay-Malabry",58037.83444083
"92020","Chatillon",94380.78208992
"92022","Chaville",42554.91571089
"92023","Clamart",69351.01744584
"92024","Clichy",166723.75478663
"92025","Colombes",116049.56570436
"92026","Courbevoie",126216.45980594
"92032","Fontenay-aux-Roses",83957.83985501
"92033","Garches",53966.94294726
"92035","La Garenne-Colombes",116742.08600766
"92036","Gennevilliers",143731.66232561
"92040","Issy-les-Moulineaux",93466.31982467
"92044","Levallois-Perret",153115.60543333
"92046","Malakoff",111692.12257993
"92047","Marnes-la-Coquette",39234.42977858
"92048","Meudon",57668.51110305
"92049","Montrouge",122941.29754819
"92050","Nanterre",84695.8675766
"92051","Neuilly-sur-Seine",133710.21974807
"92060","Le Plessis-Robinson",63650.75872204
"92062","Puteaux",107743.00311091
"92063","Rueil-Malmaison",57163.5317987
"92064","Saint-Cloud",66188.43878529
"92071","Sceaux",79424.05067939
"92072","Sevres",57116.55380108
"92073","Suresnes",86762.03886966
"92075","Vanves",108885.38495082
"92076","Vaucresson",39775.44113968
"92077","Ville-d'Avray",41132.26642511
"92078","Villeneuve-la-Garenne",157580.09779129
"93001","Aubervilliers",190332.72775327
"93005","Aulnay-sous-Bois",107591.47555901
"93006","Bagnolet",182764.7235003
"93007","Le Blanc-Mesnil",136046.72876906
"93008","Bobigny",176326.11786533
"93010","Bondy",145775.9891683
"93013","Le Bourget",158410.17569686
"93014","Clichy-sous-Bois",93529.59222766
"93015","Coubron",69968.40882862
"93027","La Courneuve",171865.6635642
"93029","Drancy",162390.5766691
"93030","Dugny",141736.24538901
"93031","Epinay-sur-Seine",132269.08968362
"93032","Gagny",97613.70121596
"93033","Gournay-sur-Marne",73600.55400864
"93039","L'Ile-Saint-Denis",154355.48766032
"93045","Les Lilas",188004.18078376
"93046","Livry-Gargan",96935.14218615
"93047","Montfermeil",80601.29236216
"93048","Montreuil",167012.40654251
"93049","Neuilly-Plaisance",121062.86361166
"93050","Neuilly-sur-Marne",97541.48288535
"93051","Noisy-le-Grand",72740.4175576
"93053","Noisy-le-Sec",166882.87337192
"93055","Pantin",191878.13723543
"93057","Les Pavillons-sous-Bois",127527.80243209
"93059","Pierrefitte-sur-Seine",133300.84604743
"93061","Le Pre-Saint-Gervais",192931.38622859
"93062","Le Raincy",117088.11063354
"93063","Romainville",180151.18754752
"93064","Rosny-sous-Bois",143992.00256844
"93066","Saint-Denis",174550.22932645
"93070","Saint-Ouen",180038.28616474
"93071","Sevran",88023.09240396
"93072","Stains",139714.38069444
"93073","Tremblay-en-France",47746.83516783
"93074","Vaujours",61517.07895773
"93077","Villemomble",126944.32101461
"93078","Villepinte",70230.44591508
"93079","Villetaneuse",137080.83371289
"94001","Ablon-sur-Seine",67161.92984972
"94002","Alfortville",120564.27140691
"94003","Arcueil",122566.77258304
"94004","Boissy-Saint-Leger",48277.5574128
"94011","Bonneuil-sur-Marne",77248.84094862
"94015","Bry-sur-Marne",98753.68744223
"94016","Cachan",108037.62602708
"94017","Champigny-sur-Marne",90179.90746414
"94018","Charenton-le-Pont",152355.94496984
"94019","Chennevieres-sur-Marne",66395.23375773
"94021","Chevilly-Larue",93965.29899123
"94022","Choisy-le-Roi",92499.94652591
"94028","Creteil",98427.65593511
"94033","Fontenay-sous-Bois",142729.87821795
"94034","Fresnes",79132.15263972
"94037","Gentilly",134895.98697569
"94038","L'Hay-les-Roses",97314.67670255
"94041","Ivry-sur-Seine",143223.71891593
"94042","Joinville-le-Pont",121610.67579562
"94043","Le Kremlin-Bicetre",134738.36188705
"94044","Limeil-Brevannes",59935.915149
"94046","Maisons-Alfort",125956.61055392
"94047","Mandres-les-Roses",27213.43925462
"94048","Marolles-en-Brie",35565.24985565
"94052","Nogent-sur-Marne",127490.76026495
"94053","Noiseau",49894.60984647
"94054","Orly",80269.80355985
"94055","Ormesson-sur-Marne",61445.29833491
"94056","Perigny",22668.55564094
"94058","Le Perreux-sur-Marne",114802.561808
"94059","Le Plessis-Trevise",55685.43805479
"94060","La Queue-en-Brie",41527.50005163
"94065","Rungis",81422.91808276
"94067","Saint-Mande",167630.99151683
"94068","Saint-Maur-des-Fosses",91879.35836906
"94069","Saint-Maurice",138405.09533212
"94070","Santeny",28493.11322961
"94071","Sucy-en-Brie",54328.83758099
"94073","Thiais",92673.05829703
"94074","Valenton",73745.64735534
"94075","Villecresnes",35639.96032328
"94076","Villejuif",118248.56529459
"94077","Villeneuve-le-Roi",72724.11296134
"94078","Villeneuve-Saint-Georges",70390.54988417
"94079","Villiers-sur-Marne",78623.34677644
"94080","Vincennes",163139.62992136
"94081","Vitry-sur-Seine",116318.82320593
"95002","Ableiges",8314.2939758
"95008","Aincourt",3744.03645254
"95011","Ambleville",889.08038309
"95012","Amenucourt",1307.01701117
"95014","Andilly",60244.83907942
"95018","Argenteuil",97999.32691326
"95019","Arnouville",89963.25722832
"95023","Arronville",1238.96364528
"95024","Arthies",1927.27803392
"95026","Asnieres-sur-Oise",4863.23405448
"95028","Attainville",19280.32265258
"95039","Auvers-sur-Oise",16578.27429661
"95040","Avernes",2541.22492731
"95042","Baillet-en-France",19526.61258729
"95046","Banthelu",1481.75007739
"95051","Beauchamp",40151.68350647
"95052","Beaumont-sur-Oise",6711.40469138
"95054","Le Bellay-en-Vexin",1460.15535871
"95055","Bellefontaine",8484.79173106
"95056","Belloy-en-France",9459.1692605
"95058","Bernes-sur-Oise",5465.41808312
"95059","Berville",587.85718349
"95060","Bessancourt",29569.93216248
"95061","Bethemont-la-Foret",21627.39505958
"95063","Bezons",88961.90532767
"95074","Boisemont",23041.04770554
"95078","Boissy-l'Aillerie",13951.54403572
"95088","Bonneuil-en-France",116356.58651755
"95091","Bouffemont",29373.32732219
"95094","Bouqueval",44150.65429774
"95101","Bray-et-Lu",748.0699468
"95102","Breancon",2030.76365582
"95110","Brignancourt",1689.35364566
"95116","Bruyeres-sur-Oise",5335.32777672
"95119","Buhy",709.63502896
"95120","Butry-sur-Oise",14086.50429411
"95127","Cergy",24461.75308443
"95134","Champagne-sur-Oise",6226.91519963
"95139","La Chapelle-en-Vexin",940.95095097
"95141","Charmont",1378.14630007
"95142","Chars",1338.92933515
"95144","Chatenay-en-France",15817.55360263
"95149","Chaumontel",4283.9529385
"95150","Chaussy",1372.80178936
"95151","Chauvry",22133.2424875
"95154","Chennevieres-les-Louvres",15587.86540379
"95157","Cherence",2534.6899309
"95166","Clery-en-Vexin",1517.75059934
"95169","Commeny",1671.42160962
"95170","Condecourt",12854.16995795
"95176","Cormeilles-en-Parisis",67376.99618315
"95177","Cormeilles-en-Vexin",6440.47287657
"95181","Courcelles-sur-Viosne",12913.85473309
"95183","Courdimanche",19591.83878761
"95197","Deuil-la-Barre",113212.55802116
"95199","Domont",40008.37202605
"95203","Eaubonne",75459.51270705
"95205","Ecouen",44107.04719792
"95210","Enghien-les-Bains",109420.29204011
"95211","Ennery",18176.61596688
"95212","Epiais-les-Louvres",19743.13004085
"95213","Epiais-Rhus",6087.17283702
"95214","Epinay-Champlatreux",10019.93280802
"95218","Eragny",31407.81678426
"95219","Ermont",72214.19592337
"95229","Ezanville",33666.60255678
"95241","Fontenay-en-Parisis",23349.88074751
"95250","Fosses",6432.6442007
"95252","Franconville",62515.61217855
"95253","Fremainville",4497.70660393
"95254","Fremecourt",3755.96908849
"95256","Frepillon",24134.2209317
"95257","La Frette-sur-Seine",56813.59209179
"95258","Frouville",2820.04835633
"95259","Gadancourt",1998.32230607
"95268","Garges-les-Gonesse",116044.65755481
"95270","Genainville",1451.06878953
"95271","Genicourt",12689.06238915
"95277","Gonesse",79588.38845893
"95280","Goussainville",37199.29648515
"95282","Gouzangrez",2062.09424275
"95287","Grisy-les-Platres",4034.27572897
"95288","Groslay",95378.33074364
"95295","Guiry-en-Vexin",1663.57597308
"95298","Haravilliers",989.88949675
"95301","Haute-Isle",3220.83031829
"95303","Le Heaulme",1190.02783852
"95304","Hedouville",3778.07486618
"95306","Herblay",40849.30668179
"95308","Herouville",10677.02077
"95309","Hodent",1309.42341387
"95313","L'Isle-Adam",9114.79908526
"95316","Jagny-sous-Bois",11781.36656512
"95323","Jouy-le-Moutier",26660.33170398
"95328","Labbeville",4924.78292295
"95331","Lassy",8717.31604053
"95341","Livilliers",11992.84914105
"95348","Longuesse",8110.2529845
"95351","Louvres",20565.98847789
"95352","Luzarches",5532.17263813
"95353","Maffliers",11447.94059208
"95355","Magny-en-Vexin",1259.26302956
"95365","Mareil-en-France",16116.09070502
"95369","Margency",65973.46937858
"95370","Marines",1721.95494761
"95371","Marly-la-Ville",8879.0432881
"95379","Maudetour-en-Vexin",1587.04354996
"95387","Menouville",2367.15766044
"95388","Menucourt",18634.34902052
"95392","Meriel",15035.25977107
"95394","Mery-sur-Oise",23455.33674123
"95395","Le Mesnil-Aubry",24012.35402211
"95409","Moisselles",27626.79470573
"95422","Montgeroult",10238.38636091
"95424","Montigny-les-Cormeilles",51728.45091849
"95426","Montlignon",52296.64282523
"95427","Montmagny",118112.39169586
"95428","Montmorency",83209.04025357
"95429","Montreuil-sur-Epte",737.5417431
"95430","Montsoult",14593.75701008
"95436","Mours",7311.54383773
"95438","Moussy",1634.40060646
"95445","Nerville-la-Foret",10888.49561616
"95446","Nesles-la-Vallee",6510.53429706
"95447","Neuilly-en-Vexin",1036.45579153
"95450","Neuville-sur-Oise",28839.36387686
"95452","Nointel",7313.84780203
"95456","Noisy-sur-Oise",6557.69150799
"95459","Nucourt",1332.33741549
"95462","Omerville",1123.46060372
"95476","Osny",19645.70954675
"95480","Parmain",7261.29133416
"95483","Le Perchay",2276.29041228
"95487","Persan",6317.95058152
"95488","Pierrelaye",35841.719082
"95489","Piscop",53872.1161733
"95491","Le Plessis-Bouchard",53165.65106002
"95492","Le Plessis-Gassot",34530.51211069
"95493","Le Plessis-Luzarches",8267.81380723
"95500","Pontoise",24936.38783225
"95504","Presles",8421.6999353
"95509","Puiseux-en-France",13319.83193429
"95510","Puiseux-Pontoise",16809.44469143
"95523","La Roche-Guyon",2454.34579861
"95527","Roissy-en-France",41263.30747972
"95529","Ronquerolles",4440.77053232
"95535","Sagy",13947.82204803
"95539","Saint-Brice-sous-Foret",71614.55919566
"95541","Saint-Clair-sur-Epte",517.81857716
"95543","Saint-Cyr-en-Arthies",6526.25061993
"95554","Saint-Gervais",1189.1792465
"95555","Saint-Gratien",103880.62307285
"95563","Saint-Leu-la-Foret",41778.05679439
"95566","Saint-Martin-du-Tertre",8247.02058
"95572","Saint-Ouen-l'Aumone",27476.30654176
"95574","Saint-Prix",43792.49715406
"95580","Saint-Witz",6375.8860014
"95582","Sannois",87120.20554676
"95584","Santeuil",2248.36410801
"95585","Sarcelles",87130.89209095
"95592","Seraincourt",8119.05463628
"95594","Seugy",5431.87283806
"95598","Soisy-sous-Montmorency",84198.18701662
"95604","Survilliers",4630.98423316
"95607","Taverny",35508.02861952
"95610","Themericourt",3245.51316738
"95611","Theuville",1811.84171251
"95612","Le Thillay",55387.12042014
"95625","Us",4230.8122208
"95627","Vallangoujard",4575.24439083
"95628","Valmondois",11300.75340992
"95633","Vaudherland",54536.90566939
"95637","Vaureal",23895.00396701
"95641","Vemars",8788.09095736
"95651","Vetheuil",6484.25960016
"95652","Viarmes",5823.65708397
"95656","Vienne-en-Arthies",5644.80767396
"95658","Vigny",5557.56012832
"95660","Villaines-sous-Bois",13618.28814251
"95675","Villeron",11450.07566915
"95676","Villers-en-Arthies",2951.42589673
"95678","Villiers-Adam",16129.63130355
"95680","Villiers-le-Bel",61319.57652729
"95682","Villiers-le-Sec",14500.69959738
"95690","Wy-dit-Joli-Village",1906.96419525
