"ID","NAMES","ouvrier_AsTheCowRolls_ACC_0.005"
"75101","Paris 1er Arrondissement",0.727712923676739
"75102","Paris 2e  Arrondissement",0.529926304540223
"75103","Paris 3e  Arrondissement",0.384637525821658
"75104","Paris 4e  Arrondissement",0.538771282173864
"75105","Paris 5e  Arrondissement",0.554372384704086
"75106","Paris 6e  Arrondissement",0.73486096138262
"75107","Paris 7e  Arrondissement",0.839066625745802
"75108","Paris 8e  Arrondissement",0.493304086637844
"75109","Paris 9e  Arrondissement",0.289137592708775
"75110","Paris 10e  Arrondissement",0
"75111","Paris 11e  Arrondissement",0
"75112","Paris 12e  Arrondissement",0
"75113","Paris 13e  Arrondissement",0
"75114","Paris 14e  Arrondissement",0
"75115","Paris 15e  Arrondissement",0
"75116","Paris 16e  Arrondissement",0.582888045380558
"75117","Paris 17e  Arrondissement",0
"75118","Paris 18e  Arrondissement",0
"75119","Paris 19e  Arrondissement",0
"75120","Paris 20e  Arrondissement",0
"77001","Acheres-la-Foret",14.2783657169669
"77002","Amillis",14.9849091858031
"77003","Amponville",16.459287166791
"77004","Andrezel",11.9268653994032
"77005","Annet-sur-Marne",7.03711915442407
"77006","Arbonne-la-Foret",11.6400709967185
"77007","Argentieres",13.4056200201335
"77008","Armentieres-en-Brie",12.0014887812817
"77009","Arville",20.5966964121975
"77010","Aubepierre-Ozouer-le-Repos",13.3465179457395
"77011","Aufferville",16.376665284856
"77012","Augers-en-Brie",20.7519810032066
"77013","Aulnoy",12.2237844467164
"77014","Avon",10.1997644480309
"77015","Baby",22.5424115499246
"77016","Bagneaux-sur-Loing",12.3509484583745
"77018","Bailly-Romainvilliers",8.0107460265877
"77019","Balloy",16.109693880036
"77020","Bannost-Villegagnon",17.4570172516149
"77021","Barbey",14.5360536148565
"77022","Barbizon",10.3472126215821
"77023","Barcy",7.87515825893867
"77024","Bassevelle",19.300488018123
"77025","Bazoches-les-Bray",16.7010963524533
"77026","Beauchery-Saint-Martin",23.0945590227779
"77027","Beaumont-du-Gatinais",25.2884900558145
"77028","Beautheil",14.9881631106545
"77029","Beauvoir",12.523694052304
"77030","Bellot",18.5175364384707
"77031","Bernay-Vilbert",13.7319872257166
"77032","Beton-Bazoches",16.9014285475557
"77033","Bezalles",18.7846690042546
"77034","Blandy",10.3238426091223
"77035","Blennes",21.598018421875
"77036","Boisdon",17.808234390305
"77037","Bois-le-Roi",7.81829330919951
"77038","Boissettes",6.69086125079986
"77039","Boissise-la-Bertrand",6.69966859494618
"77040","Boissise-le-Roi",7.33534669856734
"77041","Boissy-aux-Cailles",17.6644079356688
"77042","Boissy-le-Chatel",12.5814655902951
"77043","Boitron",18.795238713992
"77044","Bombon",14.4192240564855
"77045","Bougligny",16.9222393037238
"77046","Boulancourt",21.6055025255606
"77047","Bouleurs",9.45726243730519
"77048","Bourron-Marlotte",12.1612275313986
"77049","Boutigny",9.70047281082329
"77050","Bransles",18.3065915588268
"77051","Bray-sur-Seine",17.9189259191244
"77052","Breau",12.3426221860794
"77053","Brie-Comte-Robert",6.34310857037854
"77054","La Brosse-Montceaux",13.9419883938445
"77055","Brou-sur-Chantereine",4.83806998938396
"77056","Burcy",19.7631240845021
"77057","Bussieres",16.0981748946146
"77058","Bussy-Saint-Georges",5.14126429911808
"77059","Bussy-Saint-Martin",4.45297545720613
"77060","Buthiers",19.6529061106163
"77061","Cannes-Ecluse",11.7298238518813
"77062","Carnetin",6.59958391393764
"77063","La Celle-sur-Morin",12.2303493437228
"77065","Cely",10.2736854234143
"77066","Cerneux",20.085243239303
"77067","Cesson",5.25724817866942
"77068","Cessoy-en-Montois",17.8561163089348
"77069","Chailly-en-Biere",7.70983725025409
"77070","Chailly-en-Brie",10.8677587378139
"77071","Chaintreaux",16.1049105797914
"77072","Chalautre-la-Grande",26.7776795127773
"77073","Chalautre-la-Petite",18.0175183185617
"77075","Chalifert",6.8190199968225
"77076","Chalmaison",17.7831538200484
"77077","Chambry",7.18921879765957
"77078","Chamigny",15.1217290431611
"77079","Champagne-sur-Seine",10.8413278029946
"77080","Champcenest",19.0984476944826
"77081","Champdeuil",10.1146767035846
"77082","Champeaux",11.3552355772326
"77083","Champs-sur-Marne",1.39226896910729
"77084","Changis-sur-Marne",10.1849030584082
"77085","Chanteloup-en-Brie",5.84424022176868
"77086","La Chapelle-Gauthier",12.110578051062
"77087","La Chapelle-Iger",15.5311246694409
"77088","La Chapelle-la-Reine",12.9444064952364
"77089","La Chapelle-Rablais",15.9282921238381
"77090","La Chapelle-Saint-Sulpice",15.796676457354
"77091","Les Chapelles-Bourbon",11.2428367802945
"77093","La Chapelle-Moutils",22.4922072109662
"77094","Charmentray",8.77488834962523
"77095","Charny",9.73066055560786
"77096","Chartrettes",8.72403375155887
"77097","Chartronges",17.9373875497283
"77098","Chateaubleau",17.4750789184977
"77099","Chateau-Landon",19.1243717138395
"77100","Le Chatelet-en-Brie",10.2965026661712
"77101","Chatenay-sur-Seine",16.3881822840185
"77102","Chatenoy",15.4189434206235
"77103","Chatillon-la-Borde",11.5784376407213
"77104","Chatres",10.395854964651
"77106","Chauffry",15.1502915591464
"77107","Chaumes-en-Brie",11.2142473287103
"77108","Chelles",0
"77109","Chenoise",16.6898670833386
"77110","Chenou",20.1779155983681
"77111","Chessy",6.1874175519484
"77112","Chevrainvilliers",15.4303719546509
"77113","Chevru",16.2872413604922
"77114","Chevry-Cossigny",7.22816452497921
"77115","Chevry-en-Sereine",18.3404400497873
"77116","Choisy-en-Brie",15.2987361400422
"77117","Citry",19.3908175250178
"77118","Claye-Souilly",5.76990771896727
"77119","Clos-Fontaine",16.2047686375875
"77120","Cocherel",15.1801142647741
"77121","Collegien",3.86448874092999
"77122","Combs-la-Ville",5.33013150730617
"77123","Compans",6.71739069705787
"77124","Conches-sur-Gondoire",5.40764157849012
"77125","Conde-Sainte-Libiaire",8.22720106872583
"77126","Congis-sur-Therouanne",11.358970758773
"77127","Coubert",8.5912265103349
"77128","Couilly-Pont-aux-Dames",6.87683895612539
"77129","Coulombs-en-Valois",19.2760329439544
"77130","Coulommes",10.0326771377298
"77131","Coulommiers",10.2429370992898
"77132","Coupvray",7.09918315791149
"77133","Courcelles-en-Bassee",15.7956619595316
"77134","Courchamp",18.9773531620715
"77135","Courpalay",13.9547572979997
"77136","Courquetaine",11.1650465687749
"77137","Courtacon",17.1269068931244
"77138","Courtomer",14.9337178098344
"77139","Courtry",5.1071243180328
"77140","Coutencon",16.1961521804009
"77141","Coutevroult",7.60811285743549
"77142","Crecy-la-Chapelle",10.3041220247419
"77143","Cregy-les-Meaux",5.03697608509338
"77144","Crevecoeur-en-Brie",12.4899790090181
"77145","Crisenoy",9.08565295307165
"77146","Croissy-Beaubourg",5.13954118205469
"77147","La Croix-en-Brie",17.283306837626
"77148","Crouy-sur-Ourcq",18.4789548077574
"77149","Cucharmoy",17.4948999799522
"77150","Cuisy",11.0503746502351
"77151","Dagny",15.5709050860042
"77152","Dammarie-les-Lys",2.87606701466629
"77153","Dammartin-en-Goele",10.1531516965872
"77154","Dammartin-sur-Tigeaux",11.8830116660179
"77155","Dampmart",6.42922954972883
"77156","Darvault",11.4862946653184
"77157","Dhuisy",15.8204147886822
"77158","Diant",18.4372293890584
"77159","Donnemarie-Dontilly",16.4287983894112
"77161","Dormelles",14.7640050004489
"77162","Doue",15.0219483263785
"77163","Douy-la-Ramee",14.0637344768817
"77164","Echouboulains",15.3211692893922
"77165","Les Ecrennes",12.4546989971727
"77166","Ecuelles",10.9595432665143
"77167","Egligny",17.7577036443665
"77168","Egreville",17.0316711154761
"77169","Emerainville",4.13195403008232
"77170","Episy",11.1435928411194
"77171","Esbly",7.14869745821986
"77172","Esmans",11.8805192899674
"77173","Etrepilly",10.040471928911
"77174","Everly",17.8400836304367
"77175","Evry-Gregy-sur-Yerre",7.62750343496444
"77176","Faremoutiers",11.4031015477694
"77177","Favieres",10.051062854655
"77178","Fay-les-Nemours",14.3672684112276
"77179","Fericy",12.3129856836203
"77180","Ferolles-Attilly",6.58448516778255
"77181","Ferrieres-en-Brie",5.42330165788505
"77182","La Ferte-Gaucher",16.5758469626367
"77183","La Ferte-sous-Jouarre",11.8932643755715
"77184","Flagy",15.5726427080426
"77185","Fleury-en-Biere",10.4532802160032
"77186","Fontainebleau",9.72423574913737
"77187","Fontaine-Fourches",23.0078434131937
"77188","Fontaine-le-Port",10.9273231568895
"77190","Fontains",16.7469957608412
"77191","Fontenailles",13.77755839266
"77192","Fontenay-Tresigny",11.4198256218674
"77193","Forfry",12.532504869675
"77194","Forges",12.1770273078921
"77195","Fouju",10.9280003957053
"77196","Fresnes-sur-Marne",7.71106414649869
"77197","Fretoy",17.3813461013463
"77198","Fromont",18.8161175900908
"77199","Fublaines",8.16054934857946
"77200","Garentreville",19.2337188042003
"77201","Gastins",15.804359301404
"77202","La Genevraye",11.8113940792777
"77203","Germigny-l'Eveque",8.98176520400589
"77204","Germigny-sous-Coulombs",20.1594929286767
"77205","Gesvres-le-Chapitre",11.579812479425
"77206","Giremoutiers",11.1421410704497
"77207","Gironville",20.8874323616939
"77208","Gouaix",19.9761928372578
"77209","Gouvernes",4.51836280578196
"77210","La Grande-Paroisse",11.9591872667997
"77211","Grandpuits-Bailly-Carrois",14.575731460055
"77212","Gravon",16.9126031466682
"77214","Gressy",6.5170358737714
"77215","Gretz-Armainvilliers",6.72602718574574
"77216","Grez-sur-Loing",10.9656602516981
"77217","Grisy-Suisnes",7.93205234350381
"77218","Grisy-sur-Seine",19.8729309561556
"77219","Guerard",11.5032297868723
"77220","Guercheville",17.4358691414173
"77221","Guermantes",5.00382227295398
"77222","Guignes",10.4693614968396
"77223","Gurcy-le-Chatel",16.6487848014515
"77224","Hautefeuille",14.484753499459
"77225","La Haute-Maison",12.1862250031573
"77226","Hericy",11.0192610258894
"77227","Herme",18.3123980973672
"77228","Hondevilliers",18.0258434244564
"77229","La Houssaye-en-Brie",11.5286834362446
"77230","Ichy",20.498494126276
"77231","Isles-les-Meldeuses",10.423389075746
"77232","Isles-les-Villenoy",7.68268101693088
"77233","Iverny",9.27042417463085
"77234","Jablines",10.1461203931084
"77235","Jaignes",13.0116631300673
"77236","Jaulnes",18.1947274367516
"77237","Jossigny",6.00092061544682
"77238","Jouarre",12.1786670759699
"77239","Jouy-le-Chatel",15.29724142294
"77240","Jouy-sur-Morin",16.5510308635338
"77241","Juilly",10.2941947338439
"77242","Jutigny",15.7086601040945
"77243","Lagny-sur-Marne",3.58758806413829
"77244","Larchant",14.388349546896
"77245","Laval-en-Brie",13.0444227418029
"77246","Lechelle",21.7966301855551
