"ID","NAMES","total_AsTheCowRolls_POT_10"
"77122","Combs-la-Ville",86123.87541335
"77123","Compans",45294.82608927
"77124","Conches-sur-Gondoire",98712.52861504
"77125","Conde-Sainte-Libiaire",40792.77942344
"77126","Congis-sur-Therouanne",12473.29020067
"77127","Coubert",30718.36719182
"77128","Couilly-Pont-aux-Dames",57597.02663407
"77129","Coulombs-en-Valois",2238.4259217
"77130","Coulommes",22825.59241083
"77131","Coulommiers",18046.19763866
"77132","Coupvray",57362.62324218
"77133","Courcelles-en-Bassee",5660.6538388
"77134","Courchamp",3887.65324573
"77135","Courpalay",7655.07656665
"77136","Courquetaine",12682.73207741
"77137","Courtacon",3507.71360404
"77138","Courtomer",7655.30123671
"77139","Courtry",159358.71613751
"77140","Coutencon",3396.33552971
"77141","Coutevroult",46960.20946001
"77142","Crecy-la-Chapelle",22418.54455472
"77143","Cregy-les-Meaux",44579.46837501
"77144","Crevecoeur-en-Brie",7923.20842038
"77145","Crisenoy",25497.3837201
"77146","Croissy-Beaubourg",187538.51784698
"77147","La Croix-en-Brie",4133.87882915
"77148","Crouy-sur-Ourcq",2163.69661473
"77149","Cucharmoy",4067.10504185
"77150","Cuisy",12672.21371128
"77151","Dagny",4424.52887351
"77152","Dammarie-les-Lys",59769.14041939
"77153","Dammartin-en-Goele",18992.23583697
"77154","Dammartin-sur-Tigeaux",10401.66154492
"77155","Dampmart",63238.35404215
"77156","Darvault",14056.5099423
"77157","Dhuisy",3888.46200985
"77158","Diant",3175.3943057
"77159","Donnemarie-Dontilly",4163.11246447
"77161","Dormelles",5519.16884431
"77162","Doue",5920.36421468
"77163","Douy-la-Ramee",4922.53362419
"77164","Echouboulains",3324.64432012
"77165","Les Ecrennes",7204.60763272
"77166","Ecuelles",18683.01382777
"77167","Egligny",2986.24079366
"77168","Egreville",4552.30230805
"77169","Emerainville",204697.99498736
"77170","Episy",18733.14772899
"77171","Esbly",54062.02088436
"77172","Esmans",12293.0402136
"77173","Etrepilly",17712.81979349
"77174","Everly",5090.20875896
"77175","Evry-Gregy-sur-Yerre",43580.87250496
"77176","Faremoutiers",16387.12391334
"77177","Favieres",22778.63711155
"77178","Fay-les-Nemours",10017.67367575
"77179","Fericy",12166.01512217
"77180","Ferolles-Attilly",69861.05817658
"77181","Ferrieres-en-Brie",147936.66163473
"77182","La Ferte-Gaucher",5952.06505151
"77183","La Ferte-sous-Jouarre",12164.60845722
"77184","Flagy",4844.56211153
"77185","Fleury-en-Biere",16723.61922658
"77186","Fontainebleau",30037.87624167
"77187","Fontaine-Fourches",1672.41767802
"77188","Fontaine-le-Port",17994.15593837
"77190","Fontains",4994.68517826
"77191","Fontenailles",8953.38798741
"77192","Fontenay-Tresigny",12214.08147173
"77193","Forfry",9086.72683346
"77194","Forges",10657.57479339
"77195","Fouju",12244.05937831
"77196","Fresnes-sur-Marne",38415.47982737
"77197","Fretoy",2972.69071778
"77198","Fromont",2400.20618709
"77199","Fublaines",28359.72514792
"77200","Garentreville",3073.32105837
"77201","Gastins",5686.75637945
"77202","La Genevraye",14593.47992035
"77203","Germigny-l'Eveque",22912.96639158
"77204","Germigny-sous-Coulombs",1226.05273202
"77205","Gesvres-le-Chapitre",11497.14539224
"77206","Giremoutiers",15544.46346296
"77207","Gironville",1980.51984818
"77208","Gouaix",3791.08281229
"77209","Gouvernes",131865.74960228
"77210","La Grande-Paroisse",12080.92222087
"77211","Grandpuits-Bailly-Carrois",8995.07298394
"77212","Gravon",3335.42197807
"77214","Gressy",56322.76404132
"77215","Gretz-Armainvilliers",49686.2449161
"77216","Grez-sur-Loing",18096.20322726
"77217","Grisy-Suisnes",36576.04640339
"77218","Grisy-sur-Seine",2899.56128217
"77219","Guerard",14486.62418992
"77220","Guercheville",3298.20255699
"77221","Guermantes",116615.2420768
"77222","Guignes",16181.01471853
"77223","Gurcy-le-Chatel",3528.85096448
"77224","Hautefeuille",7584.40025847
"77225","La Haute-Maison",8465.85446359
"77226","Hericy",20739.34620517
"77227","Herme",5942.37937964
"77228","Hondevilliers",3176.14251673
"77229","La Houssaye-en-Brie",11150.90774417
"77230","Ichy",2183.37010125
"77231","Isles-les-Meldeuses",16409.7421838
"77232","Isles-les-Villenoy",42587.64519959
"77233","Iverny",23253.13837405
"77234","Jablines",27136.51566106
"77235","Jaignes",8155.41023974
"77236","Jaulnes",3850.85901468
"77237","Jossigny",92810.06727143
"77238","Jouarre",11400.27555649
"77239","Jouy-le-Chatel",4648.97466801
"77240","Jouy-sur-Morin",5521.79062863
"77241","Juilly",17346.72867346
"77242","Jutigny",8105.37091355
"77243","Lagny-sur-Marne",123526.73519329
"77244","Larchant",9161.03853846
"77245","Laval-en-Brie",9530.04617797
"77246","Lechelle",4239.29703937
"77247","Lescherolles",3752.43586147
"77248","Lesches",39576.21762721
"77249","Lesigny",108279.44548072
"77250","Leudon-en-Brie",3744.54229244
"77251","Lieusaint",102584.2750302
"77252","Limoges-Fourches",41518.95020088
"77253","Lissy",37484.18967022
"77254","Liverdy-en-Brie",13162.33090996
"77255","Livry-sur-Seine",50341.49994745
"77256","Lizines",4313.45312354
"77257","Lizy-sur-Ourcq",11161.05128337
"77258","Lognes",233283.71351016
"77259","Longperrier",17319.47192376
"77260","Longueville",8678.92795567
"77261","Lorrez-le-Bocage-Preaux",4789.15660262
"77262","Louan-Villegruis-Fontaine",630.83647772
"77263","Luisetaines",4463.35597778
"77264","Lumigny-Nesles-Ormeaux",8916.34679303
"77265","Luzancy",8233.06597464
"77266","Machault",10594.27635333
"77267","La Madeleine-sur-Loing",8965.69027615
"77268","Magny-le-Hongre",51725.91835761
"77269","Maincy",57977.06409127
"77270","Maisoncelles-en-Brie",12727.63803738
"77271","Maisoncelles-en-Gatinais",3758.68664109
"77272","Maison-Rouge",6307.89469076
"77273","Marchemoret",17553.27612399
"77274","Marcilly",19048.99740687
"77275","Les Marets",1506.33133262
"77276","Mareuil-les-Meaux",41049.63564087
"77277","Marles-en-Brie",10896.57327797
"77278","Marolles-en-Brie",9242.36388669
"77279","Marolles-sur-Seine",10917.67137649
"77280","Mary-sur-Marne",10456.99180782
"77281","Mauperthuis",13591.19962134
"77282","Mauregard",24649.63713829
"77283","May-en-Multien",5879.49596419
"77284","Meaux",49774.43696907
"77285","Le Mee-sur-Seine",72210.93373643
"77286","Meigneux",3325.14511351
"77287","Meilleray",1451.11950606
"77288","Melun",76790.84465382
"77289","Melz-sur-Seine",2750.58710305
"77290","Mery-sur-Marne",7304.62313852
"77291","Le Mesnil-Amelot",27845.56709165
"77292","Messy",50507.22524719
"77293","Misy-sur-Yonne",5080.11474994
"77294","Mitry-Mory",89775.93450133
"77295","Moisenay",30955.65308313
"77296","Moissy-Cramayel",66381.18353753
"77297","Mondreville",1748.93827982
"77298","Mons-en-Montois",3600.89404703
"77299","Montarlot",14344.80997783
"77300","Montceaux-les-Meaux",26562.63856572
"77301","Montceaux-les-Provins",1551.72013505
"77302","Montcourt-Fromonville",15555.01004552
"77303","Montdauphin",868.53527175
"77304","Montenils",501.3426625
"77305","Montereau-Fault-Yonne",16756.25966819
"77306","Montereau-sur-le-Jard",47224.55485193
"77307","Montevrain",87972.51028188
"77308","Montge-en-Goele",13241.42254441
"77309","Monthyon",28010.21137439
"77310","Montigny-le-Guesdier",2555.69403856
"77311","Montigny-Lencoup",6138.00924585
"77312","Montigny-sur-Loing",14982.45665458
"77313","Montmachoux",5399.68025128
"77314","Montolivet",1160.08471759
"77315","Montry",54295.62727082
"77316","Moret-sur-Loing",22042.36670751
"77317","Mormant",10160.43678
"77318","Mortcerf",11218.06458031
"77319","Mortery",5292.24600148
"77320","Mouroux",17036.47190442
"77321","Mousseaux-les-Bray",4181.3485577
"77322","Moussy-le-Neuf",14863.58211634
"77323","Moussy-le-Vieux",13385.52967172
"77325","Mouy-sur-Seine",4736.25368192
"77326","Nandy",82517.6286316
"77327","Nangis",8391.99828333
"77328","Nanteau-sur-Essonne",2524.03773141
"77329","Nanteau-sur-Lunain",5795.52759109
"77330","Nanteuil-les-Meaux",38861.96702649
"77331","Nanteuil-sur-Marne",5273.0746915
"77332","Nantouillet",17630.52879548
"77333","Nemours",16987.0701799
"77335","Chauconin-Neufmontiers",38194.81679261
"77336","Neufmoutiers-en-Brie",9696.08218906
"77337","Noisiel",251962.90816047
"77338","Noisy-Rudignon",9037.38869634
"77339","Noisy-sur-Ecole",6225.89954876
"77340","Nonville",9541.14588611
"77341","Noyen-sur-Seine",3637.77797529
"77342","Obsonville",2939.11625215
"77343","Ocquerre",5895.38373177
"77344","Oissery",8865.33966629
"77345","Orly-sur-Morin",3388.01289796
"77347","Les Ormes-sur-Voulzie",6689.81586018
"77348","Ormesson",11381.5501834
"77349","Othis",11341.09512326
"77350","Ozoir-la-Ferriere",78674.787886
"77352","Ozouer-le-Voulgis",13424.69356392
"77353","Paley",4768.14186145
"77354","Pamfou",8627.88097547
"77355","Paroy",6383.15212388
"77356","Passy-sur-Seine",1894.40894166
"77357","Pecy",3613.08579583
"77358","Penchard",37888.07372641
"77359","Perthes",35713.67176671
"77360","Pezarches",9593.49970943
"77361","Pierre-Levee",12610.66446642
"77363","Le Pin",145759.7552793
"77364","Le Plessis-aux-Bois",16069.54559263
"77365","Le Plessis-Feu-Aussoux",5016.12343708
"77366","Le Plessis-l'Eveque",19853.02269048
"77367","Le Plessis-Placy",8669.00217648
"77368","Poigny",8791.48618862
"77369","Poincy",36448.94572752
"77370","Poligny",9607.86925303
"77371","Pommeuse",17277.81287708
"77372","Pomponne",125619.82450721
"77373","Pontault-Combault",154003.02257542
"77374","Pontcarre",109774.38496603
"77376","Precy-sur-Marne",19194.71627804
"77377","Presles-en-Brie",21663.34362292
"77378","Pringy",31068.87976182
"77379","Provins",9837.29196488
"77380","Puisieux",5763.51573632
"77381","Quiers",7543.00927344
"77382","Quincy-Voisins",47234.7526741
"77383","Rampillon",5205.7293836
"77384","Reau",69654.89038393
"77385","Rebais",8455.47644967
"77386","Recloses",9773.70190031
"77387","Remauville",6651.26457503
"77388","Reuil-en-Brie",11149.37391835
"77389","La Rochette",55524.07497656
"77390","Roissy-en-Brie",97184.38016285
"77391","Rouilly",6695.9579152
"77392","Rouvres",14717.78602286
"77393","Rozay-en-Brie",9426.35439821
"77394","Rubelles",63061.45597898
"77395","Rumont",2049.42915498
"77396","Rupereux",2095.51686529
"77397","Saacy-sur-Marne",6661.00577076
"77398","Sablonnieres",3697.57519282
"77399","Saint-Ange-le-Viel",3744.38048019
"77400","Saint-Augustin",12096.66757102
"77401","Sainte-Aulde",6151.95595001
"77402","Saint-Barthelemy",3269.69214305
"77403","Saint-Brice",8286.78866619
"77404","Sainte-Colombe",9563.90008905
"77405","Saint-Cyr-sur-Morin",5927.74986339
"77406","Saint-Denis-les-Rebais",8788.86702315
"77407","Saint-Fargeau-Ponthierry",46752.08958348
"77408","Saint-Fiacre",20700.92935511
"77409","Saint-Germain-Laval",13695.44158248
"77410","Saint-Germain-Laxis",43740.41935402
"77411","Saint-Germain-sous-Doue",6789.67462771
"77412","Saint-Germain-sur-Ecole",14223.24305611
"77413","Saint-Germain-sur-Morin",50155.48122184
"77414","Saint-Hilliers",3185.23383248
"77415","Saint-Jean-les-Deux-Jumeaux",26203.12717275
"77416","Saint-Just-en-Brie",1749.66199301
"77417","Saint-Leger",3960.96915154
"77418","Saint-Loup-de-Naud",7520.66142737
"77419","Saint-Mammes",23181.03702731
"77420","Saint-Mard",21731.46043636
"77421","Saint-Mars-Vieux-Maisons",3762.53501377
"77423","Saint-Martin-des-Champs",4372.54786208
"77424","Saint-Martin-du-Boschet",1237.31284921
"77425","Saint-Martin-en-Biere",10910.80901256
"77426","Saint-Mery",7497.75466413
"77427","Saint-Mesmes",21555.201424
"77428","Saint-Ouen-en-Brie",8248.49703216
"77429","Saint-Ouen-sur-Morin",5724.09458563
"77430","Saint-Pathus",9914.49651809
"77431","Saint-Pierre-les-Nemours",15476.46802617
"77432","Saint-Remy-la-Vanne",8515.29270131
"77433","Saints",11181.35047167
"77434","Saint-Sauveur-les-Bray",3922.37749364
"77435","Saint-Sauveur-sur-Ecole",25602.73891489
"77436","Saint-Simeon",9824.42032339
"77437","Saint-Soupplets",23100.29800768
"77438","Saint-Thibault-des-Vignes",149350.36089512
"77439","Salins",10323.67470623
"77440","Sammeron",18833.82609041
"77441","Samois-sur-Seine",18256.64090584
"77442","Samoreau",26545.38067848
"77443","Sancy",14083.34624901
"77444","Sancy-les-Provins",1752.21938721
"77445","Savigny-le-Temple",84791.03536424
"77446","Savins",6251.15768594
"77447","Seine-Port",54243.45129269
"77448","Sept-Sorts",12542.52954323
"77449","Serris",61267.71628426
"77450","Servon",107606.97502674
"77451","Signy-Signets",9079.93897037
"77452","Sigy",5337.36203228
"77453","Sivry-Courtry",36071.97386126
"77454","Sognolles-en-Montois",4148.54131948
"77455","Soignolles-en-Brie",25140.53036813
"77456","Soisy-Bouy",5431.62994566
"77457","Solers",21232.66549273
"77458","Souppes-sur-Loing",9462.59798472
"77459","Sourdun",8690.74935573
"77460","Tancrou",7468.29975344
"77461","Thenisy",5140.82207074
"77462","Thieux",26210.77379255
"77463","Thomery",23815.04694031
"77464","Thorigny-sur-Marne",85046.80794879
"77465","Thoury-Ferottes",5874.03107455
"77466","Tigeaux",13504.93369731
"77467","La Tombe",8028.5703863
"77468","Torcy",209783.08164863
"77469","Touquin",8774.103802
"77470","Tournan-en-Brie",31103.63789661
"77471","Tousson",5893.99251676
"77472","La Tretoire",4775.96792882
"77473","Treuzy-Levelay",6520.56877787
"77474","Trilbardou",41447.77843853
"77475","Trilport",38943.21232797
"77476","Trocy-en-Multien",13303.35037469
"77477","Ury",16666.84184612
"77478","Ussy-sur-Marne",14776.80174727
"77479","Vaires-sur-Marne",155504.73526912
"77480","Valence-en-Brie",9924.21030264
"77481","Vanville",5195.42330429
"77482","Varennes-sur-Seine",18563.06865008
"77483","Varreddes",35284.59673138
"77484","Vaucourtois",15327.62788035
"77485","Le Vaudoue",6229.38603238
"77486","Vaudoy-en-Brie",5963.96001635
"77487","Vaux-le-Penil",54990.5642811
"77489","Vaux-sur-Lunain",2735.09185932
"77490","Vendrest",3122.77955821
"77491","Veneux-les-Sablons",22163.46922963
"77492","Verdelot",2054.24346513
"77493","Verneuil-l'Etang",11433.39637957
"77494","Vernou-la-Celle-sur-Seine",15228.69543694
"77495","Vert-Saint-Denis",84868.2732217
"77496","Vieux-Champagne",2705.16639007
"77498","Vignely",36263.00461358
"77500","Villebeon",2930.22793258
"77501","Villecerf",13518.61288882
"77504","Villemarechal",4633.29565141
"77505","Villemareuil",20259.4106338
"77506","Villemer",10569.36811369
"77507","Villenauxe-la-Petite",3061.99630514
"77508","Villeneuve-le-Comte",42565.190984
"77509","Villeneuve-les-Bordes",5342.87276851
"77510","Villeneuve-Saint-Denis",50803.33909282
"77511","Villeneuve-sous-Dammartin",17085.04583746
"77512","Villeneuve-sur-Bellot",1915.87931451
"77513","Villenoy",46836.40488985
"77514","Villeparisis",167643.94181004
"77515","Villeroy",27019.79725301
"77516","Ville-Saint-Jacques",12835.37820301
"77517","Villevaude",108775.28287496
"77518","Villiers-en-Biere",37582.68375612
"77519","Villiers-Saint-Georges",1811.80045722
"77520","Villiers-sous-Grez",12086.70743276
"77521","Villiers-sur-Morin",37664.32623005
"77522","Villiers-sur-Seine",2737.46646047
"77523","Villuis",2282.41167017
"77524","Vimpelles",3328.33024094
"77525","Vinantes",9980.44664
"77526","Vincy-Manoeuvre",1915.34386246
"77527","Voinsles",5064.85664268
"77528","Voisenon",64449.02456831
"77529","Voulangis",21591.8256483
"77530","Voulton",3231.90029923
"77531","Voulx",4393.77880562
"77532","Vulaines-les-Provins",8101.13732655
"77533","Vulaines-sur-Seine",24766.36380365
"77534","Yebles",14147.71587562
"78003","Ablis",9135.63071467
"78005","Acheres",116377.68857341
"78006","Adainville",3633.90738788
"78007","Aigremont",96214.10353607
"78009","Allainville",5423.10228774
"78010","Les Alluets-le-Roi",27402.34671111
"78013","Andelu",13488.36909254
"78015","Andresy",115723.81106827
"78020","Arnouville-les-Mantes",15247.10600435
"78029","Aubergenville",64453.7205991
"78030","Auffargis",30850.41599854
"78031","Auffreville-Brasseuil",48743.06775075
"78033","Aulnay-sur-Mauldre",35502.84305215
"78034","Auteuil",13276.58258135
"78036","Autouillet",9707.88880022
"78043","Bailly",183022.10282154
"78048","Bazainville",10043.37039374
"78049","Bazemont",25356.56145227
"78050","Bazoches-sur-Guyonne",31740.16636962
"78053","Behoust",8520.22143952
"78057","Bennecourt",16287.51169962
"78062","Beynes",28786.23893235
"78068","Blaru",2497.33423146
"78070","Boinville-en-Mantois",22299.63408893
"78071","Boinville-le-Gaillard",6220.47659085
"78072","Boinvilliers",17891.0920091
"78073","Bois-d'Arcy",176630.98066965
"78076","Boissets",3119.08832317
"78077","La Boissiere-Ecole",2127.45303025
"78082","Boissy-Mauvoisin",11947.14799984
"78084","Boissy-sans-Avoir",13838.53337643
"78087","Bonnelles",21744.66703692
"78089","Bonnieres-sur-Seine",13119.37893468
"78090","Bouafle",66929.19068657
"78092","Bougival",317651.78904992
"78096","Bourdonne",6679.67350011
"78104","Breuil-Bois-Robert",40697.82127402
"78107","Breval",6099.37954103
"78108","Les Breviaires",13610.00774438
"78113","Brueil-en-Vexin",33930.23049251
"78117","Buc",134372.77732155
"78118","Buchelay",50806.10862537
"78120","Bullion",16421.76087882
"78123","Carrieres-sous-Poissy",133872.77803437
"78124","Carrieres-sur-Seine",378242.82573527
"78125","La Celle-les-Bordes",12626.66200386
"78126","La Celle-Saint-Cloud",334399.05242949
"78128","Cernay-la-Ville",20954.010547
"78133","Chambourcy",107802.53282194
"78138","Chanteloup-les-Vignes",119831.96271334
"78140","Chapet",56779.21780244
"78143","Chateaufort",94578.37581741
"78146","Chatou",377953.35292996
"78147","Chaufour-les-Bonnieres",11178.68866784
"78152","Chavenay",66077.25227357
"78158","Le Chesnay",274034.25893626
"78160","Chevreuse",30164.11095427
"78162","Choisel",22148.2366334
"78163","Civry-la-Foret",5192.71668909
"78164","Clairefontaine-en-Yvelines",18548.21225989
"78165","Les Clayes-sous-Bois",90074.96504515
"78168","Coignieres",59598.99633421
"78171","Conde-sur-Vesgre",5349.11374546
"78172","Conflans-Sainte-Honorine",147808.56795549
"78185","Courgent",14744.23011639
"78188","Cravent",3300.21670657
"78189","Crespieres",32093.13222401
"78190","Croissy-sur-Seine",263889.67352852
"78192","Dammartin-en-Serve",8176.77080138
"78193","Dampierre-en-Yvelines",30014.74472124
"78194","Dannemarie",4477.4696193
"78196","Davron",35083.15216899
"78202","Drocourt",29951.57227705
"78206","Ecquevilly",58218.35827084
"78208","Elancourt",81399.40798495
"78209","Emance",2784.87861254
"78217","Epone",64748.68550467
"78220","Les Essarts-le-Roi",46108.69380409
"78224","L'Etang-la-Ville",131664.93534186
"78227","Evecquemont",78465.94635596
"78230","La Falaise",50257.28532827
"78231","Favrieux",34427.71275024
"78233","Feucherolles",64926.96935195
"78234","Flacourt",15715.89286928
"78236","Flexanville",7704.68027964
"78237","Flins-Neuve-Eglise",4799.81581561
"78238","Flins-sur-Seine",73585.98414021
"78239","Follainville-Dennemont",30996.05196002
"78242","Fontenay-le-Fleury",146552.88926703
"78245","Fontenay-Mauvoisin",34154.20632385
"78246","Fontenay-Saint-Pere",34791.41508525
"78251","Fourqueux",126214.43640229
"78255","Freneuse",13803.19593497
"78261","Gaillon-sur-Montcient",50669.12058245
"78262","Galluis",22245.19817537
"78263","Gambais",8282.43881019
"78264","Gambaiseuil",6555.67498768
"78265","Garancieres",9830.06264285
"78267","Gargenville",61026.28510773
"78269","Gazeran",13131.42133484
"78276","Gommecourt",3397.84035996
"78278","Goupillieres",7966.27998606
"78281","Goussonville",14229.18378842
"78283","Grandchamp",2104.3106946
"78285","Gressey",4760.75348009
"78289","Grosrouvre",7472.70565048
"78290","Guernes",10692.43293401
"78291","Guerville",29656.03701505
"78296","Guitrancourt",41823.49610768
"78297","Guyancourt",132892.2543949
"78299","Hardricourt",65906.84731689
"78300","Hargeville",9321.41383784
"78302","La Hauteville",1891.05559548
"78305","Herbeville",16564.57168271
"78307","Hermeray",2921.03512797
"78310","Houdan",7181.50242356
"78311","Houilles",405562.65322551
"78314","Issou",64429.26209722
"78317","Jambville",15875.53659424
"78320","Jeufosse",21539.78198637
"78321","Jouars-Pontchartrain",65992.83448744
"78322","Jouy-en-Josas",202605.07479129
"78324","Jouy-Mauvoisin",40614.87596129
"78325","Jumeauville",11598.38600738
"78327","Juziers",55807.87916933
"78329","Lainville-en-Vexin",13690.16520128
"78334","Levis-Saint-Nom",26913.45190212
"78335","Limay",56951.90395744
"78337","Limetz-Villez",5480.85491934
"78343","Les Loges-en-Josas",129871.44844033
"78344","Lommoye",2838.01520352
"78346","Longnes",13941.54695494
"78349","Longvilliers",19586.34409704
"78350","Louveciennes",288173.78557355
"78354","Magnanville",56793.94707213
"78356","Magny-les-Hameaux",55030.25346941
"78358","Maisons-Laffitte",200645.02686248
"78361","Mantes-la-Jolie",64587.51830949
"78362","Mantes-la-Ville",62237.1325219
"78364","Marcq",14991.33863428
"78366","Mareil-le-Guyon",31111.69392104
"78367","Mareil-Marly",140085.84493265
"78368","Mareil-sur-Mauldre",26807.02546401
"78372","Marly-le-Roi",232735.37330156
"78380","Maule",29813.09093402
"78381","Maulette",8936.56603883
"78382","Maurecourt",129070.80204641
"78383","Maurepas",86181.62766689
"78384","Medan",77961.3377197
"78385","Menerville",20047.25538363
"78389","Mere",17262.7579742
"78391","Mericourt",14406.66606017
"78396","Le Mesnil-le-Roi",186173.96226798
"78397","Le Mesnil-Saint-Denis",58124.80626469
"78398","Les Mesnuls",24572.46008658
"78401","Meulan-en-Yvelines",73451.71509967
"78402","Mezieres-sur-Seine",62822.02479524
"78403","Mezy-sur-Seine",49505.62191501
"78404","Millemont",10838.16175714
"78406","Milon-la-Chapelle",44751.81702879
"78407","Mittainville",2187.15558075
"78410","Moisson",3650.08525289
"78413","Mondreville",6486.14203762
"78415","Montainville",15008.64966499
"78416","Montalet-le-Bois",20104.77028964
