"ID","NAMES","agriculteurs_AsTheCrowFlies_POT_2500"
"77165","Les Ecrennes",1.05263284
"77166","Ecuelles",8.99600834
"77167","Egligny",11.65399552
"77168","Egreville",12.54063018
"77169","Emerainville",2.30382447
"77170","Episy",1.45814817
"77171","Esbly",5.70923768
"77172","Esmans",14.79975449
"77173","Etrepilly",11.10082773
"77174","Everly",5.59776176
"77175","Evry-Gregy-sur-Yerre",15.62093402
"77176","Faremoutiers",13.80284901
"77177","Favieres",4.42503286
"77178","Fay-les-Nemours",9.58240715
"77179","Fericy",5.83671816
"77180","Ferolles-Attilly",9.58447364
"77181","Ferrieres-en-Brie",19.82618135
"77182","La Ferte-Gaucher",26.61566002
"77183","La Ferte-sous-Jouarre",9.95253158
"77184","Flagy",13.7495133
"77185","Fleury-en-Biere",7.9733076
"77186","Fontainebleau",10.00000012
"77187","Fontaine-Fourches",12.298324
"77188","Fontaine-le-Port",10.66322115
"77190","Fontains",16.2139692
"77191","Fontenailles",0.80511269
"77192","Fontenay-Tresigny",21.89929144
"77193","Forfry",0.29460736
"77194","Forges",9.75291947
"77195","Fouju",0.96598432
"77196","Fresnes-sur-Marne",5.9645091
"77197","Fretoy",14.2297783
"77198","Fromont",7.29233404
"77199","Fublaines",4.66007876
"77200","Garentreville",29.45272776
"77201","Gastins",4.93910324
"77202","La Genevraye",1.58392349
"77203","Germigny-l'Eveque",2.6895895
"77204","Germigny-sous-Coulombs",24.93507745
"77205","Gesvres-le-Chapitre",1.25847332
"77206","Giremoutiers",12.54272553
"77207","Gironville",6.92080312
"77208","Gouaix",16.84489924
"77209","Gouvernes",7.94757838
"77210","La Grande-Paroisse",5.02063994
"77211","Grandpuits-Bailly-Carrois",5.79841308
"77212","Gravon",7.68801968
"77214","Gressy",6.75333008
"77215","Gretz-Armainvilliers",1.17227031
"77216","Grez-sur-Loing",3.97949039
"77217","Grisy-Suisnes",16.81555062
"77218","Grisy-sur-Seine",2.67852548
"77219","Guerard",12.76817368
"77220","Guercheville",16.27354464
"77221","Guermantes",13.24949466
"77222","Guignes",12.01660124
"77223","Gurcy-le-Chatel",9.81180939
"77224","Hautefeuille",6.37953384
"77225","La Haute-Maison",16.01894408
"77226","Hericy",1.54887312
"77227","Herme",6.48622751
"77228","Hondevilliers",15.12467659
"77229","La Houssaye-en-Brie",30.8288634
"77230","Ichy",18.183509
"77231","Isles-les-Meldeuses",6.92316575
"77232","Isles-les-Villenoy",6.70593196
"77233","Iverny",22.49605768
"77234","Jablines",7.42405952
"77235","Jaignes",19.87730353
"77236","Jaulnes",3.06267357
"77237","Jossigny",9.35503365
"77238","Jouarre",32.45635296
"77239","Jouy-le-Chatel",19.36375673
"77240","Jouy-sur-Morin",19.02646532
"77241","Juilly",11.44317204
"77242","Jutigny",15.73629872
"77243","Lagny-sur-Marne",12.81904408
"77244","Larchant",9.20061984
"77245","Laval-en-Brie",9.4470451
"77246","Lechelle",5.08384592
"77247","Lescherolles",8.3904018
"77248","Lesches",4.64940728
"77249","Lesigny",13.44811786
"77250","Leudon-en-Brie",15.49393456
"77251","Lieusaint",6.03652737
"77252","Limoges-Fourches",4.98152501
"77253","Lissy",6.28269044
"77254","Liverdy-en-Brie",5.9023954
"77255","Livry-sur-Seine",9.87187502
"77256","Lizines",15.73391692
"77257","Lizy-sur-Ourcq",16.96669162
"77258","Lognes",2.61008557
"77259","Longperrier",5.95709716
"77260","Longueville",13.82119194
"77261","Lorrez-le-Bocage-Preaux",23.62229793
"77262","Louan-Villegruis-Fontaine",12.02175652
"77263","Luisetaines",23.2622468
"77264","Lumigny-Nesles-Ormeaux",26.02970988
"77265","Luzancy",5.88491899
"77266","Machault",1.87939028
"77267","La Madeleine-sur-Loing",2.51098258
"77268","Magny-le-Hongre",7.2908714
"77269","Maincy",4.67258814
"77270","Maisoncelles-en-Brie",21.00158392
"77271","Maisoncelles-en-Gatinais",21.06038594
"77272","Maison-Rouge",19.96838868
"77273","Marchemoret",9.95342324
"77274","Marcilly",0.74648033
"77275","Les Marets",17.3238891
"77276","Mareuil-les-Meaux",10.17815768
"77277","Marles-en-Brie",13.46926776
"77278","Marolles-en-Brie",1.33519134
"77279","Marolles-sur-Seine",2.12045934
"77280","Mary-sur-Marne",18.61925697
"77281","Mauperthuis",23.98681982
"77282","Mauregard",0.40948784
"77283","May-en-Multien",0.70501207
"77284","Meaux",17.57393952
"77285","Le Mee-sur-Seine",7.16749607
"77286","Meigneux",7.22653605
"77287","Meilleray",10.79459028
"77288","Melun",11.97127204
"77289","Melz-sur-Seine",29.4632136
"77290","Mery-sur-Marne",5.91828779
"77291","Le Mesnil-Amelot",0.18642425
"77292","Messy",10.6154899
"77293","Misy-sur-Yonne",2.253513
"77294","Mitry-Mory",8.00979377
"77295","Moisenay",1.67794918
"77296","Moissy-Cramayel",2.82526072
"77297","Mondreville",21.11706308
"77298","Mons-en-Montois",17.979373
"77299","Montarlot",13.43671935
"77300","Montceaux-les-Meaux",9.92525964
"77301","Montceaux-les-Provins",4.58280292
"77302","Montcourt-Fromonville",4.70828036
"77303","Montdauphin",8.26481651
"77304","Montenils",1.68307036
"77305","Montereau-Fault-Yonne",8.18654088
"77306","Montereau-sur-le-Jard",14.06718661
"77307","Montevrain",12.57097502
"77308","Montge-en-Goele",12.36369808
"77309","Monthyon",4.14846568
"77310","Montigny-le-Guesdier",9.44436505
"77311","Montigny-Lencoup",0.51061308
"77312","Montigny-sur-Loing",0.83351764
"77313","Montmachoux",11.22032274
"77314","Montolivet",14.69341289
"77315","Montry",6.85069284
"77316","Moret-sur-Loing",9.1589714
"77317","Mormant",6.73413636
"77318","Mortcerf",1.5213312
"77319","Mortery",5.5213235
"77320","Mouroux",15.38404855
"77321","Mousseaux-les-Bray",18.34051648
"77322","Moussy-le-Neuf",18.18321164
"77323","Moussy-le-Vieux",8.83238304
"77325","Mouy-sur-Seine",4.56462774
"77326","Nandy",4.82350545
"77327","Nangis",13.81116635
"77328","Nanteau-sur-Essonne",4.35141556
"77329","Nanteau-sur-Lunain",13.27168774
"77330","Nanteuil-les-Meaux",10.73071692
"77331","Nanteuil-sur-Marne",6.69441481
"77332","Nantouillet",14.11377054
"77333","Nemours",13.61944916
"77335","Chauconin-Neufmontiers",8.64722748
"77336","Neufmoutiers-en-Brie",7.82777996
"77337","Noisiel",5.14888516
"77338","Noisy-Rudignon",15.52875987
"77339","Noisy-sur-Ecole",0.72927128
"77340","Nonville",4.56970895
"77341","Noyen-sur-Seine",2.65894111
"77342","Obsonville",31.18818328
"77343","Ocquerre",19.91808911
"77344","Oissery",0.29525696
"77345","Orly-sur-Morin",7.98386068
"77347","Les Ormes-sur-Voulzie",6.34740834
"77348","Ormesson",12.19419781
"77349","Othis",10.31133008
"77350","Ozoir-la-Ferriere",3.33773707
"77352","Ozouer-le-Voulgis",14.243362
"77353","Paley",12.32646174
"77354","Pamfou",4.11924408
"77355","Paroy",24.81596504
"77356","Passy-sur-Seine",5.00376248
"77357","Pecy",8.19592644
"77358","Penchard",7.12064324
"77359","Perthes",6.95328672
"77360","Pezarches",21.83838572
"77361","Pierre-Levee",8.72979668
"77363","Le Pin",1.73190832
"77364","Le Plessis-aux-Bois",20.60977592
"77365","Le Plessis-Feu-Aussoux",9.28690289
"77366","Le Plessis-l'Eveque",17.46216332
"77367","Le Plessis-Placy",9.12487167
"77368","Poigny",32.5374857
"77369","Poincy",8.97889736
"77370","Poligny",12.34175616
"77371","Pommeuse",8.11338448
"77372","Pomponne",3.86611274
"77373","Pontault-Combault",3.32847854
"77374","Pontcarre",8.39374434
"77376","Precy-sur-Marne",5.9785416
"77377","Presles-en-Brie",12.94242654
"77378","Pringy",9.22939481
"77379","Provins",37.37035828
"77380","Puisieux",6.53286326
"77381","Quiers",9.56551104
"77382","Quincy-Voisins",9.75562936
"77383","Rampillon",14.46460745
"77384","Reau",4.92581728
"77385","Rebais",2.15445668
"77386","Recloses",3.67447992
"77387","Remauville",16.12381031
"77388","Reuil-en-Brie",4.10279141
"77389","La Rochette",3.81496839
"77390","Roissy-en-Brie",1.82382412
"77391","Rouilly",10.23530494
"77392","Rouvres",3.5127758
"77393","Rozay-en-Brie",23.15586972
"77394","Rubelles",13.59413622
"77395","Rumont",5.5788332
"77396","Rupereux",3.42413482
"77397","Saacy-sur-Marne",14.64758699
"77398","Sablonnieres",11.86152505
"77399","Saint-Ange-le-Viel",6.25342005
"77400","Saint-Augustin",15.61443611
"77401","Sainte-Aulde",16.23729982
"77402","Saint-Barthelemy",18.68376941
"77403","Saint-Brice",5.0240869
"77404","Sainte-Colombe",15.9734929
"77405","Saint-Cyr-sur-Morin",13.46816232
"77406","Saint-Denis-les-Rebais",1.94874312
"77407","Saint-Fargeau-Ponthierry",11.54753607
"77408","Saint-Fiacre",5.87712724
"77409","Saint-Germain-Laval",10.18823841
"77410","Saint-Germain-Laxis",12.1934983
"77411","Saint-Germain-sous-Doue",16.41299695
"77412","Saint-Germain-sur-Ecole",5.03465148
"77413","Saint-Germain-sur-Morin",8.91230124
"77414","Saint-Hilliers",12.55729427
"77415","Saint-Jean-les-Deux-Jumeaux",11.1050798
"77416","Saint-Just-en-Brie",8.44809923
"77417","Saint-Leger",1.66316126
"77418","Saint-Loup-de-Naud",6.41154728
"77419","Saint-Mammes",6.04198128
"77420","Saint-Mard",7.30489092
"77421","Saint-Mars-Vieux-Maisons",16.82541888
"77423","Saint-Martin-des-Champs",26.2162765
"77424","Saint-Martin-du-Boschet",5.08078352
"77425","Saint-Martin-en-Biere",17.26740056
"77426","Saint-Mery",0.83201804
"77427","Saint-Mesmes",13.35974295
"77428","Saint-Ouen-en-Brie",8.12954944
"77429","Saint-Ouen-sur-Morin",11.76369452
"77430","Saint-Pathus",1.2816978
"77431","Saint-Pierre-les-Nemours",14.44725302
"77432","Saint-Remy-la-Vanne",12.42552832
"77433","Saints",25.58398157
"77434","Saint-Sauveur-les-Bray",5.37031888
"77435","Saint-Sauveur-sur-Ecole",8.58456458
"77436","Saint-Simeon",5.19111104
"77437","Saint-Soupplets",4.69919976
"77438","Saint-Thibault-des-Vignes",5.73449501
"77439","Salins",4.14466613
"77440","Sammeron",8.93646806
"77441","Samois-sur-Seine",1.67680392
"77442","Samoreau",0.0401048
"77443","Sancy",16.14530196
"77444","Sancy-les-Provins",9.8671686
"77445","Savigny-le-Temple",6.73285347
"77446","Savins",17.09107428
"77447","Seine-Port",6.39823144
"77448","Sept-Sorts",9.0533189
"77449","Serris",3.65941778
"77450","Servon",16.58992533
"77451","Signy-Signets",8.35017076
"77452","Sigy",27.41143372
"77453","Sivry-Courtry",4.40701481
"77454","Sognolles-en-Montois",14.06704292
"77455","Soignolles-en-Brie",17.64763571
"77456","Soisy-Bouy",8.80009117
"77457","Solers",20.71089669
"77458","Souppes-sur-Loing",0.07666523
"77459","Sourdun",17.15294857
"77460","Tancrou",15.2043146
"77461","Thenisy",25.8002916
"77462","Thieux",7.90752194
"77463","Thomery",1.51289764
"77464","Thorigny-sur-Marne",11.57663568
"77465","Thoury-Ferottes",6.8334015
"77466","Tigeaux",8.22937268
"77467","La Tombe",5.363929
"77468","Torcy",4.22345864
"77469","Touquin",17.125886
"77470","Tournan-en-Brie",4.7969638
"77471","Tousson",24.7594682
"77472","La Tretoire",9.0733552
"77473","Treuzy-Levelay",8.94210985
"77474","Trilbardou",6.76567972
"77475","Trilport",1.9170912
"77476","Trocy-en-Multien",13.27496009
"77477","Ury",13.99164692
"77478","Ussy-sur-Marne",19.63568532
"77479","Vaires-sur-Marne",5.88360361
"77480","Valence-en-Brie",2.44466548
"77481","Vanville",19.96162388
"77482","Varennes-sur-Seine",5.4626612
"77483","Varreddes",6.87298491
"77484","Vaucourtois",11.73156388
"77485","Le Vaudoue",7.60346648
"77486","Vaudoy-en-Brie",8.08118495
"77487","Vaux-le-Penil",11.07178265
"77489","Vaux-sur-Lunain",11.39811808
"77490","Vendrest",7.16197218
"77491","Veneux-les-Sablons",4.8661752
"77492","Verdelot",23.14734531
"77493","Verneuil-l'Etang",3.79520632
"77494","Vernou-la-Celle-sur-Seine",8.46222512
"77495","Vert-Saint-Denis",9.28426914
"77496","Vieux-Champagne",15.34232044
"77498","Vignely",8.7096144
"77500","Villebeon",14.94100805
"77501","Villecerf",11.03931931
"77504","Villemarechal",9.41185993
"77505","Villemareuil",7.03548584
"77506","Villemer",13.51094788
"77507","Villenauxe-la-Petite",6.03287249
"77508","Villeneuve-le-Comte",1.07446544
"77509","Villeneuve-les-Bordes",14.29306546
"77510","Villeneuve-Saint-Denis",5.41681488
"77511","Villeneuve-sous-Dammartin",2.92750804
"77512","Villeneuve-sur-Bellot",17.05686484
"77513","Villenoy",11.42844912
"77514","Villeparisis",4.59176618
"77515","Villeroy",22.70208412
"77516","Ville-Saint-Jacques",26.1940365
"77517","Villevaude",0.92795274
"77518","Villiers-en-Biere",14.04962892
"77519","Villiers-Saint-Georges",16.09545856
"77520","Villiers-sous-Grez",4.50170844
"77521","Villiers-sur-Morin",11.37806432
"77522","Villiers-sur-Seine",0.37082337
"77523","Villuis",9.87644856
"77524","Vimpelles",12.52948241
"77525","Vinantes",15.16180904
"77526","Vincy-Manoeuvre",5.76276104
"77527","Voinsles",21.1620942
"77528","Voisenon",14.2529288
"77529","Voulangis",10.13037352
"77530","Voulton",8.00197128
"77531","Voulx",13.99561742
"77532","Vulaines-les-Provins",0.76812046
"77533","Vulaines-sur-Seine",0.07114246
"77534","Yebles",12.06080592
"78003","Ablis",8.05853488
"78005","Acheres",3.75520762
"78006","Adainville",5.12883888
"78007","Aigremont",16.61139709
"78009","Allainville",10.40220124
"78010","Les Alluets-le-Roi",7.97310894
"78013","Andelu",21.08577208
"78015","Andresy",4.36038186
"78020","Arnouville-les-Mantes",9.23685465
"78029","Aubergenville",18.1865328
"78030","Auffargis",13.07146868
"78031","Auffreville-Brasseuil",7.46103666
"78033","Aulnay-sur-Mauldre",30.83123644
"78034","Auteuil",7.97152432
"78036","Autouillet",6.14698432
"78043","Bailly",17.63721626
"78048","Bazainville",15.08204852
"78049","Bazemont",19.08148721
"78050","Bazoches-sur-Guyonne",13.8335924
"78053","Behoust",6.96949176
"78057","Bennecourt",11.44638676
"78062","Beynes",7.42756737
"78068","Blaru",8.29092932
"78070","Boinville-en-Mantois",6.47777745
"78071","Boinville-le-Gaillard",4.14394936
"78072","Boinvilliers",10.62952192
"78073","Bois-d'Arcy",10.53077615
"78076","Boissets",14.08048068
"78077","La Boissiere-Ecole",1.69200564
"78082","Boissy-Mauvoisin",21.07442812
"78084","Boissy-sans-Avoir",6.4481932
"78087","Bonnelles",2.4178301
"78089","Bonnieres-sur-Seine",5.4633016
"78090","Bouafle",14.4720997
"78092","Bougival",62.96395527
"78096","Bourdonne",2.08389308
"78104","Breuil-Bois-Robert",6.79719258
"78107","Breval",13.41431732
"78108","Les Breviaires",20.6574942
"78113","Brueil-en-Vexin",6.68419709
"78117","Buc",11.75661937
"78118","Buchelay",17.21356944
"78120","Bullion",0.77672196
"78123","Carrieres-sous-Poissy",10.32198804
"78124","Carrieres-sur-Seine",50.12701026
"78125","La Celle-les-Bordes",4.00355752
"78126","La Celle-Saint-Cloud",55.33023739
"78128","Cernay-la-Ville",1.29343136
"78133","Chambourcy",19.80682772
"78138","Chanteloup-les-Vignes",7.23739442
"78140","Chapet",7.27929313
"78143","Chateaufort",8.90091817
"78146","Chatou",49.91650276
"78147","Chaufour-les-Bonnieres",9.52404444
"78152","Chavenay",22.23826577
"78158","Le Chesnay",42.9011021
"78160","Chevreuse",9.30522861
"78162","Choisel",2.06184744
"78163","Civry-la-Foret",15.30931552
"78164","Clairefontaine-en-Yvelines",0.5432472
"78165","Les Clayes-sous-Bois",17.6755348
"78168","Coignieres",2.39580054
"78171","Conde-sur-Vesgre",3.44689184
"78172","Conflans-Sainte-Honorine",10.97922953
"78185","Courgent",10.95814476
"78188","Cravent",12.15767912
"78189","Crespieres",18.63863657
"78190","Croissy-sur-Seine",51.65876875
"78192","Dammartin-en-Serve",10.67937124
"78193","Dampierre-en-Yvelines",4.56813664
"78194","Dannemarie",0.05187152
"78196","Davron",16.90028598
"78202","Drocourt",2.39873657
"78206","Ecquevilly",13.0625967
"78208","Elancourt",3.77793657
"78209","Emance",1.0771348
"78217","Epone",20.34982545
"78220","Les Essarts-le-Roi",9.88830732
"78224","L'Etang-la-Ville",34.31057749
"78227","Evecquemont",13.2582545
"78230","La Falaise",24.19626316
"78231","Favrieux",16.1733289
"78233","Feucherolles",24.62925241
"78234","Flacourt",10.84932124
"78236","Flexanville",11.06615564
"78237","Flins-Neuve-Eglise",12.36603156
"78238","Flins-sur-Seine",17.13251601
"78239","Follainville-Dennemont",0.68464026
"78242","Fontenay-le-Fleury",4.50631088
"78245","Fontenay-Mauvoisin",23.2801246
"78246","Fontenay-Saint-Pere",0.83056929
"78251","Fourqueux",22.84523747
"78255","Freneuse",18.45219888
"78261","Gaillon-sur-Montcient",10.89044733
"78262","Galluis",10.60891372
"78263","Gambais",10.99269928
"78264","Gambaiseuil",2.7371034
"78265","Garancieres",8.3409952
"78267","Gargenville",3.96891719
"78269","Gazeran",4.68277568
"78276","Gommecourt",10.37345164
"78278","Goupillieres",10.8044602
"78281","Goussonville",7.40463506
"78283","Grandchamp",8.5644306
"78285","Gressey",9.06884828
"78289","Grosrouvre",14.86717612
"78290","Guernes",2.26987134
"78291","Guerville",5.22221107
"78296","Guitrancourt",4.05242219
"78297","Guyancourt",4.01527594
"78299","Hardricourt",8.88988735
"78300","Hargeville",11.26449368
"78302","La Hauteville",7.00149176
"78305","Herbeville",11.26069146
"78307","Hermeray",20.278279
"78310","Houdan",0.59729964
"78311","Houilles",41.15654
"78314","Issou",7.46969672
"78317","Jambville",12.80512923
"78320","Jeufosse",11.16092072
"78321","Jouars-Pontchartrain",9.20697675
"78322","Jouy-en-Josas",9.82472549
"78324","Jouy-Mauvoisin",24.95642178
"78325","Jumeauville",10.06747936
"78327","Juziers",10.05884598
"78329","Lainville-en-Vexin",6.75453942
"78334","Levis-Saint-Nom",3.9774602
"78335","Limay",12.58318463
"78337","Limetz-Villez",5.0018382
"78343","Les Loges-en-Josas",9.10793402
"78344","Lommoye",16.32183484
"78346","Longnes",18.1927524
"78349","Longvilliers",0.31924284
"78350","Louveciennes",56.78909832
"78354","Magnanville",15.31720081
"78356","Magny-les-Hameaux",12.38216615
"78358","Maisons-Laffitte",24.63550693
"78361","Mantes-la-Jolie",8.05156888
"78362","Mantes-la-Ville",8.98729089
"78364","Marcq",11.93831964
"78366","Mareil-le-Guyon",13.61757459
"78367","Mareil-Marly",30.13801281
"78368","Mareil-sur-Mauldre",14.40126023
"78372","Marly-le-Roi",40.92958589
"78380","Maule",30.27496788
"78381","Maulette",0.37878308
"78382","Maurecourt",13.68344408
"78383","Maurepas",2.92150819
"78384","Medan",13.74032744
"78385","Menerville",26.024398
"78389","Mere",7.5851284
"78391","Mericourt",13.9817214
"78396","Le Mesnil-le-Roi",29.62864737
"78397","Le Mesnil-Saint-Denis",6.67544763
"78398","Les Mesnuls",6.79230932
"78401","Meulan-en-Yvelines",6.81033582
"78402","Mezieres-sur-Seine",14.88207373
"78403","Mezy-sur-Seine",11.52288317
"78404","Millemont",5.29315936
"78406","Milon-la-Chapelle",13.77240102
"78407","Mittainville",5.09839708
"78410","Moisson",1.76153972
"78413","Mondreville",14.11246672
"78415","Montainville",15.89758
"78416","Montalet-le-Bois",10.09990532
"78417","Montchauvet",10.30613924
"78418","Montesson",41.14496072
"78420","Montfort-l'Amaury",4.2660058
"78423","Montigny-le-Bretonneux",12.87042568
"78431","Morainvilliers",19.404486
"78437","Mousseaux-sur-Seine",5.95153084
"78439","Mulcent",14.94980256
"78440","Les Mureaux",3.81400764
"78442","Neauphle-le-Chateau",3.51939857
"78443","Neauphle-le-Vieux",4.66742363
"78444","Neauphlette",17.96708648
"78451","Nezel",24.2458686
"78455","Noisy-le-Roi",21.67793862
"78460","Oinville-sur-Montcient",11.657253
"78464","Orcemont",10.51556292
"78465","Orgerus",7.65192216
"78466","Orgeval",17.03896829
"78470","Orphin",10.3285756
"78472","Orsonville",25.55696104
"78474","Orvilliers",14.97170976
"78475","Osmoy",20.8288538
"78478","Paray-Douaville",14.9282854
"78481","Le Pecq",25.1559044
"78484","Perdreauville",27.57014131
"78486","Le Perray-en-Yvelines",4.06652444
"78490","Plaisir",8.70112162
"78497","Poigny-la-Foret",4.02384876
"78498","Poissy",18.05672457
"78499","Ponthevrard",5.5544398
"78501","Porcheville",12.87447585
"78502","Le Port-Marly",42.32142589
"78503","Port-Villez",3.30183508
"78505","Prunay-le-Temple",15.50389644
"78506","Prunay-en-Yvelines",1.43441664
"78513","La Queue-les-Yvelines",14.71806484
"78516","Raizeux",14.69893984
"78517","Rambouillet",8.12848876
"78518","Rennemoulin",11.53127944
