"ID","NAMES","ouvrier_AsTheCrowFlies_POT_10000"
"77060","Buthiers",1058.02439718
"77061","Cannes-Ecluse",5213.36813031
"77062","Carnetin",41008.15018608
"77063","La Celle-sur-Morin",5586.23448696
"77065","Cely",8716.18564643
"77066","Cerneux",1603.56953422
"77067","Cesson",27750.92019252
"77068","Cessoy-en-Montois",3347.41853551
"77069","Chailly-en-Biere",13266.7352799
"77070","Chailly-en-Brie",5363.04740476
"77071","Chaintreaux",2920.13726158
"77072","Chalautre-la-Grande",1270.80018563
"77073","Chalautre-la-Petite",3644.04778181
"77075","Chalifert",21958.20485224
"77076","Chalmaison",3793.84890514
"77077","Chambry",12025.8478938
"77078","Chamigny",3977.84635197
"77079","Champagne-sur-Seine",6987.67878427
"77080","Champcenest",1995.32521792
"77081","Champdeuil",12012.21707929
"77082","Champeaux",6612.99048426
"77083","Champs-sur-Marne",107984.28108552
"77084","Changis-sur-Marne",9110.02633604
"77085","Chanteloup-en-Brie",29579.27609941
"77086","La Chapelle-Gauthier",4591.81894655
"77087","La Chapelle-Iger",3460.74827001
"77088","La Chapelle-la-Reine",2562.24295227
"77089","La Chapelle-Rablais",3847.99512766
"77090","La Chapelle-Saint-Sulpice",3657.4189675
"77091","Les Chapelles-Bourbon",7317.23862949
"77093","La Chapelle-Moutils",1875.79070379
"77094","Charmentray",17601.14817892
"77095","Charny",16821.36946505
"77096","Chartrettes",13904.27029474
"77097","Chartronges",2944.66746143
"77098","Chateaubleau",2963.16732274
"77099","Chateau-Landon",2317.55173891
"77100","Le Chatelet-en-Brie",7553.48107908
"77101","Chatenay-sur-Seine",3564.57943972
"77102","Chatenoy",3807.53021939
"77103","Chatillon-la-Borde",6133.98394128
"77104","Chatres",7237.52291808
"77106","Chauffry",5317.06217347
"77107","Chaumes-en-Brie",5472.83072443
"77108","Chelles",112339.44780315
"77109","Chenoise",2662.97181377
"77110","Chenou",2546.56075975
"77111","Chessy",22697.00436841
"77112","Chevrainvilliers",3409.37076164
"77113","Chevru",3196.96328481
"77114","Chevry-Cossigny",23483.45818674
"77115","Chevry-en-Sereine",1484.05983323
"77116","Choisy-en-Brie",3936.12973764
"77117","Citry",2529.46090581
"77118","Claye-Souilly",42167.92789972
"77119","Clos-Fontaine",3345.11553809
"77120","Cocherel",3986.17039063
"77121","Collegien",50666.22793911
"77122","Combs-la-Ville",37824.08895941
"77123","Compans",31888.00612383
"77124","Conches-sur-Gondoire",36241.43668918
"77125","Conde-Sainte-Libiaire",16466.92847723
"77126","Congis-sur-Therouanne",9068.01244156
"77127","Coubert",13446.17469094
"77128","Couilly-Pont-aux-Dames",14216.3721733
"77129","Coulombs-en-Valois",1738.15692301
"77130","Coulommes",12213.96129301
"77131","Coulommiers",5694.3338656
"77132","Coupvray",19468.51780767
"77133","Courcelles-en-Bassee",4431.62396082
"77134","Courchamp",2375.91059748
"77135","Courpalay",4043.02812785
"77136","Courquetaine",9835.07554937
"77137","Courtacon",1971.10574799
"77138","Courtomer",4697.60308622
"77139","Courtry",98377.85310648
"77140","Coutencon",4370.33875856
"77141","Coutevroult",13082.3559236
"77142","Crecy-la-Chapelle",9407.87692985
"77143","Cregy-les-Meaux",13326.55591301
"77144","Crevecoeur-en-Brie",5167.69409623
"77145","Crisenoy",11632.38611422
"77146","Croissy-Beaubourg",58495.83208707
"77147","La Croix-en-Brie",2910.31042389
"77148","Crouy-sur-Ourcq",1916.67922922
"77149","Cucharmoy",3235.35880588
"77150","Cuisy",9830.07080089
"77151","Dagny",2789.6343424
"77152","Dammarie-les-Lys",19175.35521369
"77153","Dammartin-en-Goele",10129.2671732
"77154","Dammartin-sur-Tigeaux",6999.42364063
"77155","Dampmart",27031.32469079
"77156","Darvault",5118.35861745
"77157","Dhuisy",2459.05639625
"77158","Diant",2427.3741132
"77159","Donnemarie-Dontilly",3158.78574826
"77161","Dormelles",4729.89289728
"77162","Doue",5321.45286235
"77163","Douy-la-Ramee",5881.63367031
"77164","Echouboulains",5293.87871163
"77165","Les Ecrennes",4693.07548265
"77166","Ecuelles",6644.0021749
"77167","Egligny",3090.46099825
"77168","Egreville",1493.57959142
"77169","Emerainville",86786.94300486
"77170","Episy",5994.91144503
"77171","Esbly",17945.34901778
"77172","Esmans",5085.48124823
"77173","Etrepilly",7641.57748484
"77174","Everly",3169.13179115
"77175","Evry-Gregy-sur-Yerre",22738.35353916
"77176","Faremoutiers",5191.3752525
"77177","Favieres",17130.45404941
"77178","Fay-les-Nemours",4362.580432
"77179","Fericy",7284.21660589
"77180","Ferolles-Attilly",36171.11321611
"77181","Ferrieres-en-Brie",37577.54447523
"77182","La Ferte-Gaucher",2910.3176161
"77183","La Ferte-sous-Jouarre",4656.96105919
"77184","Flagy",4297.42336305
"77185","Fleury-en-Biere",7178.71160193
"77186","Fontainebleau",6484.48816488
"77187","Fontaine-Fourches",873.68792556
"77188","Fontaine-le-Port",9789.47013297
"77190","Fontains",3383.25950573
"77191","Fontenailles",3749.98919377
"77192","Fontenay-Tresigny",5430.9766285
"77193","Forfry",6690.10002498
"77194","Forges",6131.57754104
"77195","Fouju",10287.47246341
"77196","Fresnes-sur-Marne",23059.93044217
"77197","Fretoy",2370.61488703
"77198","Fromont",1312.54189131
"77199","Fublaines",12959.16333457
"77200","Garentreville",2189.80595916
"77201","Gastins",3217.24930794
"77202","La Genevraye",5724.24898055
"77203","Germigny-l'Eveque",11469.74534846
"77204","Germigny-sous-Coulombs",1716.87575435
"77205","Gesvres-le-Chapitre",8567.0356967
"77206","Giremoutiers",6756.87248988
"77207","Gironville",754.53437531
"77208","Gouaix",3297.93545576
"77209","Gouvernes",46063.04131619
"77210","La Grande-Paroisse",7058.33209553
"77211","Grandpuits-Bailly-Carrois",3662.21044341
"77212","Gravon",2720.12415958
"77214","Gressy",38560.25780517
"77215","Gretz-Armainvilliers",19102.91770367
"77216","Grez-sur-Loing",4981.60031617
"77217","Grisy-Suisnes",18030.9224655
"77218","Grisy-sur-Seine",2211.83834909
"77219","Guerard",6492.89997929
"77220","Guercheville",2361.57327659
"77221","Guermantes",38592.7247039
"77222","Guignes",6396.37889071
"77223","Gurcy-le-Chatel",3317.57505155
"77224","Hautefeuille",4896.820674
"77225","La Haute-Maison",8723.6953021
"77226","Hericy",7389.39703562
"77227","Herme",2812.59598087
"77228","Hondevilliers",2126.8831352
"77229","La Houssaye-en-Brie",6292.97919347
"77230","Ichy",1413.6440309
"77231","Isles-les-Meldeuses",8576.99927451
"77232","Isles-les-Villenoy",16880.24060917
"77233","Iverny",12360.28142278
"77234","Jablines",23508.13860298
"77235","Jaignes",5980.99718689
"77236","Jaulnes",1983.46028841
"77237","Jossigny",23185.09647763
"77238","Jouarre",5679.86865113
"77239","Jouy-le-Chatel",2080.9281844
"77240","Jouy-sur-Morin",3477.24527821
"77241","Juilly",12870.06309008
"77242","Jutigny",3828.54609988
"77243","Lagny-sur-Marne",39524.69758737
"77244","Larchant",3412.93229666
"77245","Laval-en-Brie",5073.31145903
"77246","Lechelle",2362.98580715
"77247","Lescherolles",2133.75431264
"77248","Lesches",19194.58921618
"77249","Lesigny",50609.12454155
"77250","Leudon-en-Brie",2488.72280545
"77251","Lieusaint",40652.34593045
"77252","Limoges-Fourches",19241.15981395
"77253","Lissy",15690.5939376
"77254","Liverdy-en-Brie",8361.07524937
"77255","Livry-sur-Seine",16037.90845297
"77256","Lizines",3643.66625576
"77257","Lizy-sur-Ourcq",5603.59719661
"77258","Lognes",75586.414424
"77259","Longperrier",13076.55308889
"77260","Longueville",4015.59385268
"77261","Lorrez-le-Bocage-Preaux",2077.4344993
"77262","Louan-Villegruis-Fontaine",543.07512736
"77263","Luisetaines",3138.5109782
"77264","Lumigny-Nesles-Ormeaux",4085.90141831
"77265","Luzancy",3384.55348552
"77266","Machault",6628.8512452
"77267","La Madeleine-sur-Loing",4237.2358268
"77268","Magny-le-Hongre",16729.1045443
"77269","Maincy",16792.15516309
"77270","Maisoncelles-en-Brie",7819.55689338
"77271","Maisoncelles-en-Gatinais",2610.41998666
"77272","Maison-Rouge",3465.83651506
"77273","Marchemoret",6885.25798202
"77274","Marcilly",8650.20831069
"77275","Les Marets",1791.37096572
"77276","Mareuil-les-Meaux",15233.21179285
"77277","Marles-en-Brie",5069.44041359
"77278","Marolles-en-Brie",4824.84650329
"77279","Marolles-sur-Seine",4737.99586356
"77280","Mary-sur-Marne",6481.92639931
"77281","Mauperthuis",5099.48837991
"77282","Mauregard",39797.63154993
"77283","May-en-Multien",3141.4354061
"77284","Meaux",13591.16643606
"77285","Le Mee-sur-Seine",22020.62321227
"77286","Meigneux",3196.03183731
"77287","Meilleray",1474.07031491
"77288","Melun",20332.9857357
"77289","Melz-sur-Seine",2054.87628382
"77290","Mery-sur-Marne",3034.15159544
"77291","Le Mesnil-Amelot",39785.54637292
"77292","Messy",25886.91351394
"77293","Misy-sur-Yonne",2992.98207893
"77294","Mitry-Mory",56114.50245124
"77295","Moisenay",13387.58002497
"77296","Moissy-Cramayel",31143.79356606
"77297","Mondreville",1381.04661238
"77298","Mons-en-Montois",3251.40636573
"77299","Montarlot",6493.23223014
"77300","Montceaux-les-Meaux",10940.78588773
"77301","Montceaux-les-Provins",691.39528108
"77302","Montcourt-Fromonville",5307.01784647
"77303","Montdauphin",1208.81330272
"77304","Montenils",616.24155522
"77305","Montereau-Fault-Yonne",5992.61213869
"77306","Montereau-sur-le-Jard",20406.63530654
"77307","Montevrain",27097.95083818
"77308","Montge-en-Goele",9383.15094145
"77309","Monthyon",11115.21149765
"77310","Montigny-le-Guesdier",1451.93998664
"77311","Montigny-Lencoup",4006.90715952
"77312","Montigny-sur-Loing",6127.35189039
"77313","Montmachoux",3865.74870438
"77314","Montolivet",1211.28754588
"77315","Montry",16856.61141992
"77316","Moret-sur-Loing",6694.13839792
"77317","Mormant",4573.99024461
"77318","Mortcerf",5915.42679593
"77319","Mortery",3436.42173664
"77320","Mouroux",6005.95090674
"77321","Mousseaux-les-Bray",1796.86180853
"77322","Moussy-le-Neuf",14125.17621673
"77323","Moussy-le-Vieux",18452.82808108
"77325","Mouy-sur-Seine",2531.11004632
"77326","Nandy",34469.24586101
"77327","Nangis",3257.72061627
"77328","Nanteau-sur-Essonne",1366.75861252
"77329","Nanteau-sur-Lunain",4126.90457423
"77330","Nanteuil-les-Meaux",14204.08496153
"77331","Nanteuil-sur-Marne",2620.92726284
"77332","Nantouillet",17394.84217597
"77333","Nemours",4924.72300265
"77335","Chauconin-Neufmontiers",14221.74207382
"77336","Neufmoutiers-en-Brie",9674.77256651
"77337","Noisiel",88349.72579408
"77338","Noisy-Rudignon",5365.7021129
"77339","Noisy-sur-Ecole",2386.13611898
"77340","Nonville",5167.87719981
"77341","Noyen-sur-Seine",2172.24646221
"77342","Obsonville",2161.32270905
"77343","Ocquerre",4443.83117622
"77344","Oissery",4998.17723623
"77345","Orly-sur-Morin",3835.39000696
"77347","Les Ormes-sur-Voulzie",3213.26359964
"77348","Ormesson",4357.20304303
"77349","Othis",7915.97870208
"77350","Ozoir-la-Ferriere",32860.10496325
"77352","Ozouer-le-Voulgis",7597.05833198
"77353","Paley",2987.27968779
"77354","Pamfou",5692.47782929
"77355","Paroy",3536.57487421
"77356","Passy-sur-Seine",1663.45677488
"77357","Pecy",2488.01836895
"77358","Penchard",12735.54713489
"77359","Perthes",13229.65725434
"77360","Pezarches",4395.47256501
"77361","Pierre-Levee",7931.66810333
"77363","Le Pin",79587.29702748
"77364","Le Plessis-aux-Bois",11789.72742483
"77365","Le Plessis-Feu-Aussoux",3485.20054852
"77366","Le Plessis-l'Eveque",11175.17637983
"77367","Le Plessis-Placy",5150.0885191
"77368","Poigny",3858.39109059
"77369","Poincy",12719.48734233
"77370","Poligny",4655.33377466
"77371","Pommeuse",6024.7484729
"77372","Pomponne",55141.60000702
"77373","Pontault-Combault",68508.53917413
"77374","Pontcarre",33218.55736953
"77376","Precy-sur-Marne",20353.35132151
"77377","Presles-en-Brie",12866.82713467
"77378","Pringy",21263.95080271
"77379","Provins",3650.19396957
"77380","Puisieux",5326.62851356
"77381","Quiers",3979.22973294
"77382","Quincy-Voisins",14613.83672155
"77383","Rampillon",3113.45296385
"77384","Reau",26543.84435291
"77385","Rebais",4307.35759639
"77386","Recloses",4325.11633192
"77387","Remauville",3331.42534985
"77388","Reuil-en-Brie",3957.39925571
"77389","La Rochette",17330.55686805
"77390","Roissy-en-Brie",47543.95187457
"77391","Rouilly",3326.85376041
"77392","Rouvres",6877.6127193
"77393","Rozay-en-Brie",3755.81033865
"77394","Rubelles",19472.42552861
"77395","Rumont",1255.93763082
"77396","Rupereux",2130.87289159
"77397","Saacy-sur-Marne",3192.54925514
"77398","Sablonnieres",2858.77800536
"77399","Saint-Ange-le-Viel",2758.55634131
"77400","Saint-Augustin",5441.77192961
"77401","Sainte-Aulde",3061.80245543
"77402","Saint-Barthelemy",2209.68950558
"77403","Saint-Brice",3199.9586243
"77404","Sainte-Colombe",3986.68660654
"77405","Saint-Cyr-sur-Morin",4550.97208248
"77406","Saint-Denis-les-Rebais",5065.04516458
"77407","Saint-Fargeau-Ponthierry",26141.62749518
"77408","Saint-Fiacre",12457.73408647
"77409","Saint-Germain-Laval",5448.00128149
"77410","Saint-Germain-Laxis",16700.62790238
"77411","Saint-Germain-sous-Doue",5808.33615678
"77412","Saint-Germain-sur-Ecole",10525.23386701
"77413","Saint-Germain-sur-Morin",15175.97773638
"77414","Saint-Hilliers",2725.33641564
"77415","Saint-Jean-les-Deux-Jumeaux",9145.91175307
"77416","Saint-Just-en-Brie",2621.62544618
"77417","Saint-Leger",3623.04901919
"77418","Saint-Loup-de-Naud",3970.66683624
"77419","Saint-Mammes",6987.32846605
"77420","Saint-Mard",10947.24866063
"77421","Saint-Mars-Vieux-Maisons",2192.75898555
"77423","Saint-Martin-des-Champs",2527.3151814
"77424","Saint-Martin-du-Boschet",1017.71008755
"77425","Saint-Martin-en-Biere",6951.15837254
"77426","Saint-Mery",5546.65711753
"77427","Saint-Mesmes",18693.36424533
"77428","Saint-Ouen-en-Brie",3981.57681937
"77429","Saint-Ouen-sur-Morin",4203.88573055
"77430","Saint-Pathus",4904.11369904
"77431","Saint-Pierre-les-Nemours",4633.20855188
"77432","Saint-Remy-la-Vanne",4208.54579058
"77433","Saints",4991.85065945
"77434","Saint-Sauveur-les-Bray",2740.7458706
"77435","Saint-Sauveur-sur-Ecole",16797.26515261
"77436","Saint-Simeon",4989.96332791
"77437","Saint-Soupplets",8097.8039189
"77438","Saint-Thibault-des-Vignes",55400.58978943
"77439","Salins",4884.02100512
"77440","Sammeron",6456.8315432
"77441","Samois-sur-Seine",9107.19036606
"77442","Samoreau",7115.30261974
"77443","Sancy",10164.93028709
"77444","Sancy-les-Provins",1203.52799949
"77445","Savigny-le-Temple",32611.95166389
"77446","Savins",3882.3743115
"77447","Seine-Port",28449.31201246
"77448","Sept-Sorts",5366.47168536
"77449","Serris",19222.58811768
"77450","Servon",45861.54928908
"77451","Signy-Signets",7037.99577138
"77452","Sigy",3208.07648936
"77453","Sivry-Courtry",11900.76424669
"77454","Sognolles-en-Montois",3505.26901973
"77455","Soignolles-en-Brie",13408.63807508
"77456","Soisy-Bouy",3734.55614161
"77457","Solers",11198.40425248
"77458","Souppes-sur-Loing",3645.11827933
"77459","Sourdun",2973.5215195
"77460","Tancrou",5230.62579605
"77461","Thenisy",3509.57271223
"77462","Thieux",22800.32301909
"77463","Thomery",6820.94822494
"77464","Thorigny-sur-Marne",37305.41154574
"77465","Thoury-Ferottes",3477.47241539
"77466","Tigeaux",8133.84589268
"77467","La Tombe",3403.32245152
"77468","Torcy",68689.25099951
"77469","Touquin",4099.27037436
"77470","Tournan-en-Brie",11266.37101714
"77471","Tousson",1772.40955582
"77472","La Tretoire",3761.00947207
"77473","Treuzy-Levelay",4702.37616103
"77474","Trilbardou",16581.00806606
"77475","Trilport",12016.51982338
"77476","Trocy-en-Multien",6847.1066876
"77477","Ury",3259.78667439
"77478","Ussy-sur-Marne",6047.84847682
"77479","Vaires-sur-Marne",80617.94121437
"77480","Valence-en-Brie",6246.65347239
"77481","Vanville",3215.85326594
"77482","Varennes-sur-Seine",6327.73338642
"77483","Varreddes",11088.14044856
"77484","Vaucourtois",11504.08483016
"77485","Le Vaudoue",2045.72746054
"77486","Vaudoy-en-Brie",2836.98388369
"77487","Vaux-le-Penil",16486.6667189
"77489","Vaux-sur-Lunain",1058.34443201
"77490","Vendrest",3139.12938552
"77491","Veneux-les-Sablons",6749.85113356
"77492","Verdelot",1649.5356887
"77493","Verneuil-l'Etang",5433.04898645
"77494","Vernou-la-Celle-sur-Seine",7227.31986278
"77495","Vert-Saint-Denis",25146.53008168
"77496","Vieux-Champagne",3025.40173815
"77498","Vignely",17090.53490934
"77500","Villebeon",1196.83943266
"77501","Villecerf",5645.59935635
"77504","Villemarechal",3304.96282063
"77505","Villemareuil",11079.54468178
"77506","Villemer",4956.23469439
"77507","Villenauxe-la-Petite",1477.94151291
"77508","Villeneuve-le-Comte",10987.3043889
"77509","Villeneuve-les-Bordes",3593.47538791
"77510","Villeneuve-Saint-Denis",16466.47486837
"77511","Villeneuve-sous-Dammartin",22344.652082
"77512","Villeneuve-sur-Bellot",2213.93451541
"77513","Villenoy",15413.22695761
"77514","Villeparisis",75020.30540078
"77515","Villeroy",13978.95462887
"77516","Ville-Saint-Jacques",6058.18383062
"77517","Villevaude",58213.17242715
"77518","Villiers-en-Biere",17177.70893704
"77519","Villiers-Saint-Georges",1099.45475394
"77520","Villiers-sous-Grez",4257.00176638
"77521","Villiers-sur-Morin",11433.38252181
"77522","Villiers-sur-Seine",1606.39311613
"77523","Villuis",1155.49697565
"77524","Vimpelles",2860.84186339
"77525","Vinantes",12939.70711791
"77526","Vincy-Manoeuvre",3811.71197234
"77527","Voinsles",3092.82986177
"77528","Voisenon",21286.69865812
"77529","Voulangis",9638.00589042
"77530","Voulton",2598.32172993
"77531","Voulx",2597.84128202
"77532","Vulaines-les-Provins",3785.2683536
"77533","Vulaines-sur-Seine",7478.31924169
"77534","Yebles",8073.73652915
"78003","Ablis",2180.42287344
"78005","Acheres",60421.82583556
"78006","Adainville",1448.49082937
"78007","Aigremont",30179.28501447
"78009","Allainville",1876.21496766
"78010","Les Alluets-le-Roi",18341.61865186
"78013","Andelu",9862.79231384
"78015","Andresy",46928.92241254
"78020","Arnouville-les-Mantes",11722.2524761
"78029","Aubergenville",19649.06867079
"78030","Auffargis",8224.10376053
"78031","Auffreville-Brasseuil",16292.35734095
"78033","Aulnay-sur-Mauldre",16111.99123031
"78034","Auteuil",7557.62165774
"78036","Autouillet",6243.94536116
"78043","Bailly",42188.87969016
"78048","Bazainville",2145.23787008
"78049","Bazemont",17546.47188972
"78050","Bazoches-sur-Guyonne",11490.54509968
"78053","Behoust",3425.18586621
"78057","Bennecourt",6786.58992372
"78062","Beynes",11638.71387368
"78068","Blaru",2355.15896654
"78070","Boinville-en-Mantois",14955.724223
"78071","Boinville-le-Gaillard",1940.10541894
"78072","Boinvilliers",10880.53871787
"78073","Bois-d'Arcy",27558.27770919
"78076","Boissets",2240.19754081
"78077","La Boissiere-Ecole",1401.36353977
"78082","Boissy-Mauvoisin",9240.63038749
"78084","Boissy-sans-Avoir",6127.93209674
"78087","Bonnelles",5834.07452266
"78089","Bonnieres-sur-Seine",8333.62853314
"78090","Bouafle",21451.03586303
"78092","Bougival",76485.17257022
"78096","Bourdonne",1574.52903758
"78104","Breuil-Bois-Robert",15780.08724168
"78107","Breval",5352.89816523
"78108","Les Breviaires",6440.48827425
"78113","Brueil-en-Vexin",17608.29207159
"78117","Buc",39844.0070237
"78118","Buchelay",16046.56080137
"78120","Bullion",4990.32694793
"78123","Carrieres-sous-Poissy",38989.57841621
"78124","Carrieres-sur-Seine",119573.05893232
"78125","La Celle-les-Bordes",5438.05458741
"78126","La Celle-Saint-Cloud",69351.90952734
"78128","Cernay-la-Ville",8211.70766936
"78133","Chambourcy",34126.35791051
"78138","Chanteloup-les-Vignes",42428.18967316
"78140","Chapet",26156.15560841
"78143","Chateaufort",26472.43340419
"78146","Chatou",97199.44602627
"78147","Chaufour-les-Bonnieres",2840.87259081
"78152","Chavenay",24051.10836669
"78158","Le Chesnay",59573.90508738
"78160","Chevreuse",16373.88530933
"78162","Choisel",9947.89250916
"78163","Civry-la-Foret",3075.50530479
"78164","Clairefontaine-en-Yvelines",4233.95681121
"78165","Les Clayes-sous-Bois",24439.57082614
"78168","Coignieres",16227.01319015
"78171","Conde-sur-Vesgre",1665.84893384
"78172","Conflans-Sainte-Honorine",57357.39724735
"78185","Courgent",7384.21311966
"78188","Cravent",2807.72979681
"78189","Crespieres",16732.56996391
"78190","Croissy-sur-Seine",79234.5452096
"78192","Dammartin-en-Serve",7202.05468104
"78193","Dampierre-en-Yvelines",13783.87337561
"78194","Dannemarie",1287.08214451
"78196","Davron",19453.99001923
"78202","Drocourt",13661.89861876
"78206","Ecquevilly",22079.86187131
"78208","Elancourt",21435.99800008
"78209","Emance",1709.08622835
"78217","Epone",18022.74565358
"78220","Les Essarts-le-Roi",11478.21014515
"78224","L'Etang-la-Ville",39911.71993244
"78227","Evecquemont",26328.52863096
"78230","La Falaise",16897.45850236
"78231","Favrieux",12402.93353881
"78233","Feucherolles",23283.91922034
"78234","Flacourt",11178.75853714
"78236","Flexanville",4962.49076297
"78237","Flins-Neuve-Eglise",3470.04690883
"78238","Flins-sur-Seine",20523.50959286
"78239","Follainville-Dennemont",16159.03927385
"78242","Fontenay-le-Fleury",32103.21368401
"78245","Fontenay-Mauvoisin",14000.732745
"78246","Fontenay-Saint-Pere",16875.11259117
"78251","Fourqueux",39988.65551279
"78255","Freneuse",9241.30410027
"78261","Gaillon-sur-Montcient",19955.33845174
"78262","Galluis",5814.76782594
"78263","Gambais",1981.99665679
"78264","Gambaiseuil",2699.8110642
"78265","Garancieres",4123.33919628
"78267","Gargenville",20107.88362276
"78269","Gazeran",3041.62036597
"78276","Gommecourt",6127.90664946
"78278","Goupillieres",8041.42150304
"78281","Goussonville",14500.51706926
"78283","Grandchamp",961.03053726
"78285","Gressey",1878.78333498
"78289","Grosrouvre",3858.01936862
"78290","Guernes",13926.06155771
"78291","Guerville",17393.40756606
"78296","Guitrancourt",19118.8023643
"78297","Guyancourt",30542.99445128
"78299","Hardricourt",20923.06654621
"78300","Hargeville",9744.8268297
"78302","La Hauteville",953.22860311
"78305","Herbeville",15337.01973595
"78307","Hermeray",1630.78360296
"78310","Houdan",1445.99055696
"78311","Houilles",125968.69617958
"78314","Issou",19985.51447194
"78317","Jambville",14617.61981565
"78320","Jeufosse",5164.44703101
"78321","Jouars-Pontchartrain",17266.62017794
"78322","Jouy-en-Josas",51088.87570741
"78324","Jouy-Mauvoisin",14523.21146948
"78325","Jumeauville",12012.7321712
"78327","Juziers",20008.02026461
"78329","Lainville-en-Vexin",11775.44114489
"78334","Levis-Saint-Nom",15410.36677016
"78335","Limay",18520.58246028
"78337","Limetz-Villez",4688.51238158
"78343","Les Loges-en-Josas",41445.74751087
"78344","Lommoye",4566.31396546
"78346","Longnes",5890.31366257
"78349","Longvilliers",4382.35891246
"78350","Louveciennes",60590.97006562
"78354","Magnanville",16190.39581673
"78356","Magny-les-Hameaux",23144.15964247
"78358","Maisons-Laffitte",93739.43028012
"78361","Mantes-la-Jolie",16705.78959292
"78362","Mantes-la-Ville",17429.68014981
"78364","Marcq",8370.23128635
"78366","Mareil-le-Guyon",11454.3973369
"78367","Mareil-Marly",47308.22314215
"78368","Mareil-sur-Mauldre",13099.72570933
"78372","Marly-le-Roi",51057.58490052
"78380","Maule",13217.40045333
"78381","Maulette",1491.30751799
"78382","Maurecourt",45978.81431582
"78383","Maurepas",18260.59876879
"78384","Medan",31554.83619956
"78385","Menerville",9959.3710038
"78389","Mere",8222.57315029
"78391","Mericourt",11304.73510827
"78396","Le Mesnil-le-Roi",77521.22272517
"78397","Le Mesnil-Saint-Denis",18849.17200447
"78398","Les Mesnuls",9205.72034884
"78401","Meulan-en-Yvelines",23434.36743094
"78402","Mezieres-sur-Seine",18416.17479406
"78403","Mezy-sur-Seine",20441.90271255
"78404","Millemont",2964.85684308
"78406","Milon-la-Chapelle",20694.61273248
"78407","Mittainville",801.89343309
"78410","Moisson",9682.75637946
"78413","Mondreville",3360.84168198
"78415","Montainville",10965.23806302
"78416","Montalet-le-Bois",14246.58366092
