"ID","NAMES","agriculteurs_AsTheCowRolls_ACC_0.05"
"75101","Paris 1er Arrondissement",4.88903510189908
"75102","Paris 2e  Arrondissement",5.04211336868689
"75103","Paris 3e  Arrondissement",5.1693329458299
"75104","Paris 4e  Arrondissement",5.32554382193597
"75105","Paris 5e  Arrondissement",5.30340363876605
"75106","Paris 6e  Arrondissement",5.07362771370958
"75107","Paris 7e  Arrondissement",5.105391708825
"75108","Paris 8e  Arrondissement",3.9447901883428
"75109","Paris 9e  Arrondissement",4.26262711733582
"75110","Paris 10e  Arrondissement",4.40965457386478
"75111","Paris 11e  Arrondissement",5.91104050706766
"75112","Paris 12e  Arrondissement",6.67029072770853
"75113","Paris 13e  Arrondissement",6.00686401597178
"75114","Paris 14e  Arrondissement",5.59914070265248
"75115","Paris 15e  Arrondissement",5.4650964357648
"75116","Paris 16e  Arrondissement",5.05129929860726
"75117","Paris 17e  Arrondissement",4.49267909963061
"75118","Paris 18e  Arrondissement",5.56814986897866
"75119","Paris 19e  Arrondissement",6.48429330442412
"75120","Paris 20e  Arrondissement",6.55283909706637
"77001","Acheres-la-Foret",20.8861176436926
"77002","Amillis",19.6360935955601
"77003","Amponville",22.3438669173506
"77004","Andrezel",21.2587746195523
"77005","Annet-sur-Marne",19.0160448648242
"77006","Arbonne-la-Foret",20.3940629758681
"77007","Argentieres",21.3410164378666
"77008","Armentieres-en-Brie",24.3029073835642
"77009","Arville",27.1173008745464
"77010","Aubepierre-Ozouer-le-Repos",21.005449093008
"77011","Aufferville",23.936224470521
"77012","Augers-en-Brie",21.9530100148501
"77013","Aulnoy",20.7628853546127
"77014","Avon",20.7378585611607
"77015","Baby",30.1674570356674
"77016","Bagneaux-sur-Loing",21.9889487596083
"77018","Bailly-Romainvilliers",18.0001824757604
"77019","Balloy",25.2542559803034
"77020","Bannost-Villegagnon",19.5102760628436
"77021","Barbey",25.5937589415013
"77022","Barbizon",20.6319337908315
"77023","Barcy",22.4118750021247
"77024","Bassevelle",27.1787686598157
"77025","Bazoches-les-Bray",25.4719244332888
"77026","Beauchery-Saint-Martin",25.6260941572045
"77027","Beaumont-du-Gatinais",30.6165766581867
"77028","Beautheil",20.4328485889183
"77029","Beauvoir",20.7893690286486
"77030","Bellot",25.1176571322319
"77031","Bernay-Vilbert",18.6575721601531
"77032","Beton-Bazoches",18.4619292830507
"77033","Bezalles",20.2964197031546
"77034","Blandy",21.5106684481008
"77035","Blennes",31.2269492752609
"77036","Boisdon",19.5276899786292
"77037","Bois-le-Roi",21.6613952039292
"77038","Boissettes",21.6918698384179
"77039","Boissise-la-Bertrand",21.5562986136635
"77040","Boissise-le-Roi",20.0997015085197
"77041","Boissy-aux-Cailles",23.3747298060292
"77042","Boissy-le-Chatel",20.8415408337627
"77043","Boitron",26.3756931525969
"77044","Bombon",24.0542511664051
"77045","Bougligny",25.8138395806186
"77046","Boulancourt",25.3986603565965
"77047","Bouleurs",18.9900953993768
"77048","Bourron-Marlotte",22.5642245767914
"77049","Boutigny",20.3179921499847
"77050","Bransles",26.3909698581796
"77051","Bray-sur-Seine",25.7915557785918
"77052","Breau",22.0292412360997
"77053","Brie-Comte-Robert",17.3026034362947
"77054","La Brosse-Montceaux",25.6646084211242
"77055","Brou-sur-Chantereine",17.0998999040173
"77056","Burcy",24.742847128619
"77057","Bussieres",24.2727853866889
"77058","Bussy-Saint-Georges",16.0233179685387
"77059","Bussy-Saint-Martin",16.8508449628083
"77060","Buthiers",22.9041480687856
"77061","Cannes-Ecluse",24.2177836555463
"77062","Carnetin",20.075585173053
"77063","La Celle-sur-Morin",19.8480110859787
"77065","Cely",18.2249884536836
"77066","Cerneux",21.1720154342946
"77067","Cesson",20.0643234444538
"77068","Cessoy-en-Montois",23.951001812018
"77069","Chailly-en-Biere",19.3310447371778
"77070","Chailly-en-Brie",18.0622557495836
"77071","Chaintreaux",24.2134504233081
"77072","Chalautre-la-Grande",30.9966821564008
"77073","Chalautre-la-Petite",22.7410931221608
"77075","Chalifert",19.2765376538753
"77076","Chalmaison",24.7125398395301
"77077","Chambry",21.6952065898843
"77078","Chamigny",23.4327465958663
"77079","Champagne-sur-Seine",23.2154578142016
"77080","Champcenest",20.8462339930565
"77081","Champdeuil",20.0368623217957
"77082","Champeaux",22.003965599632
"77083","Champs-sur-Marne",15.1453574589531
"77084","Changis-sur-Marne",20.9611043547586
"77085","Chanteloup-en-Brie",17.7634979863223
"77086","La Chapelle-Gauthier",21.8775453649073
"77087","La Chapelle-Iger",20.8466697174693
"77088","La Chapelle-la-Reine",19.521629126885
"77089","La Chapelle-Rablais",23.7055626616122
"77090","La Chapelle-Saint-Sulpice",21.4106756109733
"77091","Les Chapelles-Bourbon",18.939910837959
"77093","La Chapelle-Moutils",26.5554892026659
"77094","Charmentray",21.0636328125325
"77095","Charny",21.2830152943926
"77096","Chartrettes",23.2937589504131
"77097","Chartronges",21.1078569709679
"77098","Chateaubleau",21.6853469563524
"77099","Chateau-Landon",27.3444796684717
"77100","Le Chatelet-en-Brie",22.3483563227797
"77101","Chatenay-sur-Seine",25.3285386684375
"77102","Chatenoy",23.0412049601852
"77103","Chatillon-la-Borde",22.4311842739188
"77104","Chatres",18.4407213010141
"77106","Chauffry",22.4749750528211
"77107","Chaumes-en-Brie",18.9571921445184
"77108","Chelles",15.9082770568487
"77109","Chenoise",19.5201774597749
"77110","Chenou",27.9883595565824
"77111","Chessy",18.5657263255972
"77112","Chevrainvilliers",22.708732331373
"77113","Chevru",19.4677930725317
"77114","Chevry-Cossigny",17.6465665854945
"77115","Chevry-en-Sereine",27.4926206243693
"77116","Choisy-en-Brie",19.6054921847777
"77117","Citry",27.7808376138887
"77118","Claye-Souilly",17.1866697903769
"77119","Clos-Fontaine",21.5665429438006
"77120","Cocherel",25.0085638058812
"77121","Collegien",15.4507780452711
"77122","Combs-la-Ville",19.2150808358752
"77123","Compans",18.3100169712412
"77124","Conches-sur-Gondoire",17.8775312132655
"77125","Conde-Sainte-Libiaire",20.0155499816685
"77126","Congis-sur-Therouanne",25.9331852415515
"77127","Coubert",18.5344118877323
"77128","Couilly-Pont-aux-Dames",17.1879230674241
"77129","Coulombs-en-Valois",29.3768945506718
"77130","Coulommes",19.7096485503969
"77131","Coulommiers",18.1680728266597
"77132","Coupvray",19.5440988535418
"77133","Courcelles-en-Bassee",25.8416103796934
"77134","Courchamp",20.9776458423115
"77135","Courpalay",19.5827139573826
"77136","Courquetaine",21.2003928891422
"77137","Courtacon",18.5784473909859
"77138","Courtomer",21.3195330695712
"77139","Courtry",17.0092176297863
"77140","Coutencon",25.1984569276722
"77141","Coutevroult",17.1032210273457
"77142","Crecy-la-Chapelle",18.7630802513878
"77143","Cregy-les-Meaux",20.3499905335268
"77144","Crevecoeur-en-Brie",19.3048455914886
"77145","Crisenoy",20.2337345596859
"77146","Croissy-Beaubourg",15.3863045575002
"77147","La Croix-en-Brie",22.0893399009892
"77148","Crouy-sur-Ourcq",31.9830283799608
"77149","Cucharmoy",21.3489930903308
"77150","Cuisy",24.0310439984041
"77151","Dagny",18.34697624038
"77152","Dammarie-les-Lys",20.2307880670142
"77153","Dammartin-en-Goele",21.1107907116112
"77154","Dammartin-sur-Tigeaux",19.3594128514145
"77155","Dampmart",20.1538412831226
"77156","Darvault",19.5736638120355
"77157","Dhuisy",25.0477899756658
"77158","Diant",28.176782754974
"77159","Donnemarie-Dontilly",23.3571307764668
"77161","Dormelles",25.1102236124977
"77162","Doue",22.7138169751485
"77163","Douy-la-Ramee",28.0847403669168
"77164","Echouboulains",25.117757150316
"77165","Les Ecrennes",23.1086649831298
"77166","Ecuelles",22.832057400153
"77167","Egligny",26.1333340636817
"77168","Egreville",24.9578334642012
"77169","Emerainville",15.0898959302065
"77170","Episy",21.636506632362
"77171","Esbly",19.5738897973599
"77172","Esmans",24.0420679263819
"77173","Etrepilly",25.0146563102247
"77174","Everly",24.985817959248
"77175","Evry-Gregy-sur-Yerre",18.8015336301852
"77176","Faremoutiers",18.8796322848157
"77177","Favieres",18.5862132021708
"77178","Fay-les-Nemours",23.2500355827346
"77179","Fericy",24.0628590963709
"77180","Ferolles-Attilly",17.3582243733257
"77181","Ferrieres-en-Brie",15.4255026006169
"77182","La Ferte-Gaucher",21.0271793107237
