"ID","NAMES","population_AsTheCrowFlies_ACC_0.05"
"77142","Crecy-la-Chapelle",20554.4128809458
"77143","Cregy-les-Meaux",19912.4757386477
"77144","Crevecoeur-en-Brie",20610.2165670257
"77145","Crisenoy",18337.5395658399
"77146","Croissy-Beaubourg",9256.80306045787
"77147","La Croix-en-Brie",30341.0127872448
"77148","Crouy-sur-Ourcq",32195.9286944783
"77149","Cucharmoy",34922.2204625827
"77150","Cuisy",17794.8615414556
"77151","Dagny",31902.1820402945
"77152","Dammarie-les-Lys",18385.0205966331
"77153","Dammartin-en-Goele",16300.8952022139
"77154","Dammartin-sur-Tigeaux",19641.769317682
"77155","Dampmart",12805.9952659632
"77156","Darvault",34807.3488909021
"77157","Dhuisy",34052.457592412
"77158","Diant",40656.3535832252
"77159","Donnemarie-Dontilly",35792.7480009364
"77161","Dormelles",36014.5889990885
"77162","Doue",31354.1641474879
"77163","Douy-la-Ramee",23437.9700027028
"77164","Echouboulains",29424.3961482631
"77165","Les Ecrennes",26279.0448608976
"77166","Ecuelles",31795.2591633729
"77167","Egligny",37560.8076025876
"77168","Egreville",44305.4565540194
"77169","Emerainville",7613.66572351109
"77170","Episy",32529.334332018
"77171","Esbly",15573.9106099238
"77172","Esmans",36650.7456796391
"77173","Etrepilly",24435.3671338111
"77174","Everly",42332.1059900631
"77175","Evry-Gregy-sur-Yerre",13384.7347994389
"77176","Faremoutiers",24030.257896411
"77177","Favieres",14625.4768927049
"77178","Fay-les-Nemours",37316.3641893687
"77179","Fericy",25330.537164511
"77180","Ferolles-Attilly",11065.7585637992
"77181","Ferrieres-en-Brie",11276.971272859
"77182","La Ferte-Gaucher",37646.2690944621
"77183","La Ferte-sous-Jouarre",30463.2297748134
"77184","Flagy",37047.635940333
"77185","Fleury-en-Biere",20849.6751921958
"77186","Fontainebleau",25320.8098125979
"77187","Fontaine-Fourches",49392.2570125423
"77188","Fontaine-le-Port",23361.1045752583
"77190","Fontains",30055.10737622
"77191","Fontenailles",26760.805362061
"77192","Fontenay-Tresigny",20183.1403592303
"77193","Forfry",21851.5114215891
"77194","Forges",31951.293728294
"77195","Fouju",19557.3132285406
"77196","Fresnes-sur-Marne",13431.4658652548
"77197","Fretoy",33616.2073073551
"77198","Fromont",34105.8064814815
"77199","Fublaines",21678.0995197431
"77200","Garentreville",35796.3515659208
"77201","Gastins",27625.5915439595
"77202","La Genevraye",32696.8760610391
"77203","Germigny-l'Eveque",23597.5968900138
"77204","Germigny-sous-Coulombs",34868.9272241939
"77205","Gesvres-le-Chapitre",20811.9348688287
"77206","Giremoutiers",25094.9136159544
"77207","Gironville",40911.5772934687
"77208","Gouaix",43121.7043333821
"77209","Gouvernes",10475.2179121196
"77210","La Grande-Paroisse",31827.4191828601
"77211","Grandpuits-Bailly-Carrois",27042.0409919403
"77212","Gravon",39770.8093463043
"77214","Gressy",11594.4277172259
"77215","Gretz-Armainvilliers",13706.7579324304
"77216","Grez-sur-Loing",31813.2334069481
"77217","Grisy-Suisnes",13755.4285284146
"77218","Grisy-sur-Seine",45273.1045524864
"77219","Guerard",21517.4808822575
"77220","Guercheville",33882.0959374059
"77221","Guermantes",11189.4020848279
"77222","Guignes",19401.2290251477
"77223","Gurcy-le-Chatel",34095.7386271013
"77224","Hautefeuille",22742.0950985055
"77225","La Haute-Maison",23848.1145298206
"77226","Hericy",25991.3166102324
"77227","Herme",44923.3701148833
"77228","Hondevilliers",38329.8692425048
"77229","La Houssaye-en-Brie",19040.57706682
"77230","Ichy",37774.1943686104
"77231","Isles-les-Meldeuses",26278.6675786838
"77232","Isles-les-Villenoy",16547.2615850657
"77233","Iverny",17285.3900672911
"77234","Jablines",13454.0372728353
"77235","Jaignes",28728.3480574047
"77236","Jaulnes",44499.112305137
"77237","Jossigny",13482.8277083888
"77238","Jouarre",28979.1048318416
"77239","Jouy-le-Chatel",31370.0426533457
"77240","Jouy-sur-Morin",36078.7101165253
"77241","Juilly",15465.8886014592
"77242","Jutigny",39633.8130173735
"77243","Lagny-sur-Marne",11107.7386094406
"77244","Larchant",32588.4680705498
"77245","Laval-en-Brie",31347.3164047507
"77246","Lechelle",44436.6090174352
"77247","Lescherolles",39932.950936656
"77248","Lesches",15037.573829955
"77249","Lesigny",9881.78864674121
"77250","Leudon-en-Brie",36286.3616825335
"77251","Lieusaint",11565.2172721397
"77252","Limoges-Fourches",15168.4061948858
"77253","Lissy",16412.4490377404
"77254","Liverdy-en-Brie",17188.7603546903
"77255","Livry-sur-Seine",20275.7149647487
"77256","Lizines",35979.0773938194
"77257","Lizy-sur-Ourcq",27809.7489091472
"77258","Lognes",8168.55766622959
"77259","Longperrier",15484.2228601592
"77260","Longueville",39460.1950044704
"77261","Lorrez-le-Bocage-Preaux",40818.0937001022
"77262","Louan-Villegruis-Fontaine",48067.2233193861
"77263","Luisetaines",39076.3623082742
"77264","Lumigny-Nesles-Ormeaux",23131.2858491511
"77265","Luzancy",33347.3273675954
"77266","Machault",27397.7016730982
"77267","La Madeleine-sur-Loing",39405.9296321422
"77268","Magny-le-Hongre",15477.0286936511
"77269","Maincy",18746.8716843873
"77270","Maisoncelles-en-Brie",23228.0278991777
"77271","Maisoncelles-en-Gatinais",40104.263267575
"77272","Maison-Rouge",34652.1289742289
"77273","Marchemoret",18441.9357695757
"77274","Marcilly",22342.1194788326
"77275","Les Marets",39230.1481110043
"77276","Mareuil-les-Meaux",18322.1533124673
"77277","Marles-en-Brie",20524.944256978
"77278","Marolles-en-Brie",31086.0036591935
"77279","Marolles-sur-Seine",36599.129314901
"77280","Mary-sur-Marne",27771.6215129347
"77281","Mauperthuis",25757.6239961714
"77282","Mauregard",11860.4340672957
"77283","May-en-Multien",29302.0416237004
"77284","Meaux",20379.1737220946
"77285","Le Mee-sur-Seine",17244.2400604873
"77286","Meigneux",33684.1749827608
"77287","Meilleray",42889.8716795789
"77288","Melun",17791.3484162466
"77289","Melz-sur-Seine",46510.8619585373
"77290","Mery-sur-Marne",34350.4127411382
"77291","Le Mesnil-Amelot",11821.9148972644
"77292","Messy",12941.8257660371
"77293","Misy-sur-Yonne",39752.2147677142
"77294","Mitry-Mory",10443.5829313997
"77295","Moisenay",19498.3950681877
"77296","Moissy-Cramayel",12796.5251545998
"77297","Mondreville",42202.4400777518
"77298","Mons-en-Montois",36145.7131379042
"77299","Montarlot",32932.9858585209
"77300","Montceaux-les-Meaux",24142.6526247461
"77301","Montceaux-les-Provins",44844.129852483
"77302","Montcourt-Fromonville",32961.4587220545
"77303","Montdauphin",43050.4148247745
"77304","Montenils",45771.2840705772
"77305","Montereau-Fault-Yonne",33916.6047139721
"77306","Montereau-sur-le-Jard",16155.3737583598
"77307","Montevrain",12797.8019495869
"77308","Montge-en-Goele",17075.0241719686
"77309","Monthyon",19373.018435045
"77310","Montigny-le-Guesdier",44806.0698116904
"77311","Montigny-Lencoup",34200.5664326416
"77312","Montigny-sur-Loing",30870.3055128323
"77313","Montmachoux",38635.4715215917
"77314","Montolivet",43526.4934658401
"77315","Montry",15878.1816183134
"77316","Moret-sur-Loing",30845.4668789432
"77317","Mormant",23259.4327312045
"77318","Mortcerf",20128.9257601045
"77319","Mortery",37799.88939429
"77320","Mouroux",25845.4387839667
"77321","Mousseaux-les-Bray",43366.0550258939
"77322","Moussy-le-Neuf",15311.8276258976
"77323","Moussy-le-Vieux",14396.1505517821
"77325","Mouy-sur-Seine",42638.3504839873
"77326","Nandy",13177.0804686406
"77327","Nangis",29011.7001040795
"77328","Nanteau-sur-Essonne",29218.2505621165
"77329","Nanteau-sur-Lunain",37980.1604589394
"77330","Nanteuil-les-Meaux",19734.2958372254
"77331","Nanteuil-sur-Marne",35350.6925798165
"77332","Nantouillet",14349.011150854
"77333","Nemours",35678.565125343
"77335","Chauconin-Neufmontiers",17960.8293312691
"77336","Neufmoutiers-en-Brie",17059.2032438114
"77337","Noisiel",7661.45405282025
"77338","Noisy-Rudignon",35936.4879817024
"77339","Noisy-sur-Ecole",25197.6983469137
"77340","Nonville",34905.5132238626
"77341","Noyen-sur-Seine",45822.4957913034
"77342","Obsonville",37176.9218878371
"77343","Ocquerre",29483.7485392703
"77344","Oissery",21508.7376487659
"77345","Orly-sur-Morin",34310.8645132176
"77347","Les Ormes-sur-Voulzie",40725.2863436566
"77348","Ormesson",35952.5088086579
"77349","Othis",17310.7418864482
"77350","Ozoir-la-Ferriere",11563.3089905686
"77352","Ozouer-le-Voulgis",17832.0196657853
"77353","Paley",39788.4625235189
"77354","Pamfou",27058.1975586462
"77355","Paroy",38997.8929734821
"77356","Passy-sur-Seine",46786.8874209583
"77357","Pecy",29271.9613970914
"77358","Penchard",19658.8229796544
"77359","Perthes",18806.8741535018
"77360","Pezarches",24116.7472248684
"77361","Pierre-Levee",25429.3974275124
"77363","Le Pin",8562.60223731186
"77364","Le Plessis-aux-Bois",16680.3948831152
"77365","Le Plessis-Feu-Aussoux",26586.0076356087
"77366","Le Plessis-l'Eveque",17876.7587319637
"77367","Le Plessis-Placy",27077.1969304337
"77368","Poigny",40239.0515750175
"77369","Poincy",21791.4871521462
"77370","Poligny",38255.6424914097
"77371","Pommeuse",23892.0063885743
"77372","Pomponne",9914.62798010367
"77373","Pontault-Combault",8516.74633793074
"77374","Pontcarre",11765.6925535566
"77376","Precy-sur-Marne",14296.2992304226
"77377","Presles-en-Brie",15190.2041964726
"77378","Pringy",16577.0979383659
"77379","Provins",40205.1121879237
"77380","Puisieux",24874.0288605802
"77381","Quiers",25684.6616554357
"77382","Quincy-Voisins",18308.9162706856
"77383","Rampillon",31894.6038091277
"77384","Reau",14272.2388283229
"77385","Rebais",34292.9450896292
"77386","Recloses",29004.6088834607
"77387","Remauville",40495.7817344103
"77388","Reuil-en-Brie",32184.8018631036
"77389","La Rochette",19498.2466084611
"77390","Roissy-en-Brie",10183.8241272073
"77391","Rouilly",39554.5146990924
"77392","Rouvres",18016.5337208898
"77393","Rozay-en-Brie",24227.0520280186
"77394","Rubelles",17643.5722607053
"77395","Rumont",32857.8533011849
"77396","Rupereux",40223.0366403367
"77397","Saacy-sur-Marne",34555.7171089488
"77398","Sablonnieres",37279.7555388853
"77399","Saint-Ange-le-Viel",38953.7198045598
"77400","Saint-Augustin",25198.8392897488
"77401","Sainte-Aulde",33634.0169318823
"77402","Saint-Barthelemy",40398.7562176389
"77403","Saint-Brice",42003.6770890973
"77404","Sainte-Colombe",39769.5782624269
"77405","Saint-Cyr-sur-Morin",32018.8677392015
"77406","Saint-Denis-les-Rebais",32726.163392331
"77407","Saint-Fargeau-Ponthierry",15016.7201273383
"77408","Saint-Fiacre",22023.905613626
"77409","Saint-Germain-Laval",34107.8485975706
"77410","Saint-Germain-Laxis",17675.6346838212
"77411","Saint-Germain-sous-Doue",29966.6071638139
"77412","Saint-Germain-sur-Ecole",18734.6216333917
"77413","Saint-Germain-sur-Morin",16552.5781190213
"77414","Saint-Hilliers",37447.2024568086
"77415","Saint-Jean-les-Deux-Jumeaux",25545.1585487264
"77416","Saint-Just-en-Brie",31943.2793460386
"77417","Saint-Leger",36021.1931371868
"77418","Saint-Loup-de-Naud",37926.7841587292
"77419","Saint-Mammes",29842.1368374702
"77420","Saint-Mard",16013.4577159242
"77421","Saint-Mars-Vieux-Maisons",38591.1040103993
"77423","Saint-Martin-des-Champs",38982.8486461935
"77424","Saint-Martin-du-Boschet",43710.7114586774
"77425","Saint-Martin-en-Biere",21925.4051782986
"77426","Saint-Mery",22577.4433041761
"77427","Saint-Mesmes",14091.9743423952
"77428","Saint-Ouen-en-Brie",25492.2034291395
"77429","Saint-Ouen-sur-Morin",33209.5658193345
"77430","Saint-Pathus",20695.2668972439
"77431","Saint-Pierre-les-Nemours",34680.8938326909
"77432","Saint-Remy-la-Vanne",34682.0190348477
"77433","Saints",26704.2196267031
"77434","Saint-Sauveur-les-Bray",40711.2278042457
"77435","Saint-Sauveur-sur-Ecole",17460.6536045956
"77436","Saint-Simeon",32528.9453359086
"77437","Saint-Soupplets",19404.2686124148
"77438","Saint-Thibault-des-Vignes",9743.54759600772
"77439","Salins",33928.8436691299
"77440","Sammeron",27907.7975496144
"77441","Samois-sur-Seine",24347.3527462105
"77442","Samoreau",26602.5965011132
"77443","Sancy",21829.0639714573
"77444","Sancy-les-Provins",42306.7718505436
"77445","Savigny-le-Temple",13521.6787572548
"77446","Savins",38151.803679497
"77447","Seine-Port",14876.8855312707
"77448","Sept-Sorts",29204.2866427163
"77449","Serris",14417.6963604231
"77450","Servon",10274.3961522073
"77451","Signy-Signets",26912.2380747257
"77452","Sigy",37800.2724343224
"77453","Sivry-Courtry",21133.4200864087
"77454","Sognolles-en-Montois",35744.3882191038
"77455","Soignolles-en-Brie",15863.6486288502
"77456","Soisy-Bouy",42259.2498679687
"77457","Solers",16126.3697508089
"77458","Souppes-sur-Loing",41363.9405345547
"77459","Sourdun",44124.8648871635
"77460","Tancrou",29446.9236971039
"77461","Thenisy",37730.3817114516
"77462","Thieux",13486.7158493076
"77463","Thomery",27788.8189344044
"77464","Thorigny-sur-Marne",11383.0037640822
"77465","Thoury-Ferottes",38376.3376394651
"77466","Tigeaux",19216.4129555175
"77467","La Tombe",38637.0090011417
"77468","Torcy",8686.57879837024
"77469","Touquin",25853.1590431738
"77470","Tournan-en-Brie",15941.8279172137
"77471","Tousson",27555.9255071541
"77472","La Tretoire",35112.9009852078
"77473","Treuzy-Levelay",36313.3432570122
"77474","Trilbardou",16124.7232268918
"77475","Trilport",23230.6239401946
"77476","Trocy-en-Multien",25689.9978137008
"77477","Ury",28394.3070646675
"77478","Ussy-sur-Marne",28582.8310466221
"77479","Vaires-sur-Marne",8168.27998743991
"77480","Valence-en-Brie",28948.0577332823
"77481","Vanville",33169.4026668693
"77482","Varennes-sur-Seine",34048.8998043882
"77483","Varreddes",22999.0691934853
"77484","Vaucourtois",21791.2924778032
"77485","Le Vaudoue",27409.5087997554
"77486","Vaudoy-en-Brie",28601.957615843
"77487","Vaux-le-Penil",19727.3539883763
"77489","Vaux-sur-Lunain",43730.4121777657
"77490","Vendrest",31798.9946522025
"77491","Veneux-les-Sablons",29498.690827789
"77492","Verdelot",40630.6930183555
"77493","Verneuil-l'Etang",20511.71818965
"77494","Vernou-la-Celle-sur-Seine",29758.5683038256
"77495","Vert-Saint-Denis",15745.9173398479
"77496","Vieux-Champagne",33210.0392147669
"77498","Vignely",16211.8453218691
"77500","Villebeon",43817.9175332447
"77501","Villecerf",34027.27522242
"77504","Villemarechal",38103.0784403878
"77505","Villemareuil",23297.8544028071
"77506","Villemer",35087.5070571221
"77507","Villenauxe-la-Petite",46502.6628104682
"77508","Villeneuve-le-Comte",16877.8961922424
"77509","Villeneuve-les-Bordes",31831.1042141307
"77510","Villeneuve-Saint-Denis",15084.0175712038
"77511","Villeneuve-sous-Dammartin",13672.918692281
"77512","Villeneuve-sur-Bellot",39076.8835678332
"77513","Villenoy",17947.4607521684
"77514","Villeparisis",9033.34869791175
"77515","Villeroy",16380.2213634992
"77516","Ville-Saint-Jacques",34455.3609842536
"77517","Villevaude",9869.62712588087
"77518","Villiers-en-Biere",18718.9524198793
"77519","Villiers-Saint-Georges",43695.114494947
"77520","Villiers-sous-Grez",30734.4893259155
"77521","Villiers-sur-Morin",17826.7071999642
"77522","Villiers-sur-Seine",47443.6000815166
"77523","Villuis",48181.1287280153
"77524","Vimpelles",38999.562147391
"77525","Vinantes",15702.7314153412
"77526","Vincy-Manoeuvre",26901.0172327677
"77527","Voinsles",26300.1034049582
"77528","Voisenon",16881.9149817388
"77529","Voulangis",18697.5244221935
"77530","Voulton",41339.7577387077
"77531","Voulx",40041.3681839911
"77532","Vulaines-les-Provins",37274.6274946357
"77533","Vulaines-sur-Seine",25961.4373689061
"77534","Yebles",18219.1031186483
"78003","Ablis",27149.4036566608
"78005","Acheres",8454.69670663661
"78006","Adainville",26808.6188281368
"78007","Aigremont",10304.092252662
"78009","Allainville",28638.2526437818
"78010","Les Alluets-le-Roi",13486.2682553101
"78013","Andelu",17258.2286013427
"78015","Andresy",9676.77358922955
"78020","Arnouville-les-Mantes",21032.5110661803
"78029","Aubergenville",16083.7475384801
"78030","Auffargis",18276.0297765249
"78031","Auffreville-Brasseuil",22112.2941690848
"78033","Aulnay-sur-Mauldre",16082.3360750434
"78034","Auteuil",17448.0099900428
"78036","Autouillet",18177.6315505319
"78043","Bailly",8117.35975064086
"78048","Bazainville",24447.4348255654
"78049","Bazemont",15009.1523413018
"78050","Bazoches-sur-Guyonne",17471.0576338891
"78053","Behoust",21418.1196548347
"78057","Bennecourt",30343.5511592296
"78062","Beynes",15300.6373569283
"78068","Blaru",34489.7265209909
"78070","Boinville-en-Mantois",19884.8166855491
"78071","Boinville-le-Gaillard",28117.3910403822
"78072","Boinvilliers",23780.1669310116
"78073","Bois-d'Arcy",10383.8853311707
"78076","Boissets",27620.87391948
"78077","La Boissiere-Ecole",27582.702983673
"78082","Boissy-Mauvoisin",28190.7600276102
"78084","Boissy-sans-Avoir",18508.9497812929
"78087","Bonnelles",17143.8365379715
"78089","Bonnieres-sur-Seine",29745.6344749362
"78090","Bouafle",14401.7472736109
"78092","Bougival",6241.75038811833
"78096","Bourdonne",26208.8710538212
"78104","Breuil-Bois-Robert",21499.0765614095
"78107","Breval",30096.8765873802
"78108","Les Breviaires",20372.7229070804
"78113","Brueil-en-Vexin",18817.2132068423
"78117","Buc",8349.33950226564
"78118","Buchelay",23969.880288123
"78120","Bullion",18146.1423952849
"78123","Carrieres-sous-Poissy",10072.7842240282
"78124","Carrieres-sur-Seine",5256.9942373228
"78125","La Celle-les-Bordes",18558.5951442943
"78126","La Celle-Saint-Cloud",6400.42695513299
"78128","Cernay-la-Ville",16881.137930534
"78133","Chambourcy",9741.46702533448
"78138","Chanteloup-les-Vignes",10160.5344815118
"78140","Chapet",13064.2772029808
"78143","Chateaufort",10242.974987876
"78146","Chatou",5778.65225492824
"78147","Chaufour-les-Bonnieres",33698.5720811349
"78152","Chavenay",11170.9672602222
"78158","Le Chesnay",6826.12848209385
"78160","Chevreuse",12979.8213579293
"78162","Choisel",15084.3023568331
"78163","Civry-la-Foret",26082.796949214
"78164","Clairefontaine-en-Yvelines",20994.1461729969
"78165","Les Clayes-sous-Bois",11364.2658928007
"78168","Coignieres",15607.706788857
"78171","Conde-sur-Vesgre",25935.9073305479
"78172","Conflans-Sainte-Honorine",8821.13556184369
"78185","Courgent",23900.1864165147
"78188","Cravent",33287.0079068046
"78189","Crespieres",13263.7028528612
"78190","Croissy-sur-Seine",6300.42204165224
"78192","Dammartin-en-Serve",25945.3901511642
"78193","Dampierre-en-Yvelines",15114.8663031649
"78194","Dannemarie",28036.7597135286
"78196","Davron",12491.6283401049
"78202","Drocourt",21543.3769871668
"78206","Ecquevilly",13477.9066518926
"78208","Elancourt",13076.8234367554
"78209","Emance",28474.3711851469
"78217","Epone",17362.4770413757
"78220","Les Essarts-le-Roi",17508.0984061423
"78224","L'Etang-la-Ville",8670.16774822535
"78227","Evecquemont",13990.8025668818
"78230","La Falaise",16722.7805904356
"78231","Favrieux",25077.0755827071
"78233","Feucherolles",11275.6523660464
"78234","Flacourt",24925.276914585
"78236","Flexanville",20326.0928894114
"78237","Flins-Neuve-Eglise",27986.0195468063
"78238","Flins-sur-Seine",15337.0243253154
"78239","Follainville-Dennemont",23267.9903090527
"78242","Fontenay-le-Fleury",9273.28757907093
"78245","Fontenay-Mauvoisin",24981.149673948
"78246","Fontenay-Saint-Pere",21337.2508104565
"78251","Fourqueux",8893.14789672525
"78255","Freneuse",28558.6367165552
"78261","Gaillon-sur-Montcient",15841.5090045546
"78262","Galluis",19265.6597246784
"78263","Gambais",24638.9135012834
"78264","Gambaiseuil",23061.6418684802
"78265","Garancieres",20158.6097158655
"78267","Gargenville",18082.9722933973
"78269","Gazeran",25158.6544170678
"78276","Gommecourt",30044.9254729288
"78278","Goupillieres",19043.0953855958
"78281","Goussonville",19017.2988286251
"78283","Grandchamp",28900.0604017854
"78285","Gressey",27080.3524704975
"78289","Grosrouvre",21054.6804621379
"78290","Guernes",26151.0681986593
"78291","Guerville",20433.8159750398
"78296","Guitrancourt",19784.2941561188
"78297","Guyancourt",9490.85960281658
"78299","Hardricourt",15644.8512243863
"78300","Hargeville",19965.6312223684
"78302","La Hauteville",28753.3726495118
"78305","Herbeville",14310.5470637604
"78307","Hermeray",27904.002045349
"78310","Houdan",27904.6458130785
"78311","Houilles",5264.21783454253
"78314","Issou",18823.8752241707
"78317","Jambville",18247.041818644
"78320","Jeufosse",31641.9540603259
"78321","Jouars-Pontchartrain",14927.1771850433
"78322","Jouy-en-Josas",7740.62152822896
"78324","Jouy-Mauvoisin",25204.8858353529
"78325","Jumeauville",18255.7022847717
"78327","Juziers",17096.102313937
"78329","Lainville-en-Vexin",20067.4313300569
"78334","Levis-Saint-Nom",15525.2767787029
"78335","Limay",21138.7547515593
"78337","Limetz-Villez",31646.3727249764
"78343","Les Loges-en-Josas",8310.29403347689
"78344","Lommoye",31874.6407399511
"78346","Longnes",27920.7025890404
"78349","Longvilliers",20167.1660308768
"78350","Louveciennes",7090.23235755373
