"ID","NAMES","population_AsTheCowRolls_ACC_0.005"
"75101","Paris 1er Arrondissement",0.30694193060165
"75102","Paris 2e  Arrondissement",0.264053942773943
"75103","Paris 3e  Arrondissement",0.134573979637827
"75104","Paris 4e  Arrondissement",0.194078574416393
"75105","Paris 5e  Arrondissement",0
"75106","Paris 6e  Arrondissement",0.111359245069947
"75107","Paris 7e  Arrondissement",0.0135195523784056
"75108","Paris 8e  Arrondissement",0.1273174022414
"75109","Paris 9e  Arrondissement",0
"75110","Paris 10e  Arrondissement",0
"75111","Paris 11e  Arrondissement",0
"75112","Paris 12e  Arrondissement",0
"75113","Paris 13e  Arrondissement",0
"75114","Paris 14e  Arrondissement",0
"75115","Paris 15e  Arrondissement",0
"75116","Paris 16e  Arrondissement",0
"75117","Paris 17e  Arrondissement",0
"75118","Paris 18e  Arrondissement",0
"75119","Paris 19e  Arrondissement",0
"75120","Paris 20e  Arrondissement",0
"77001","Acheres-la-Foret",14.9259392361192
"77002","Amillis",17.9453821058496
"77003","Amponville",17.251714773157
"77004","Andrezel",13.5410534615418
"77005","Annet-sur-Marne",7.67525283231915
"77006","Arbonne-la-Foret",11.8273124154189
"77007","Argentieres",15.4472087960631
"77008","Armentieres-en-Brie",14.3209479675806
"77009","Arville",23.3088156618115
"77010","Aubepierre-Ozouer-le-Repos",15.6825362580012
"77011","Aufferville",19.4714486803693
"77012","Augers-en-Brie",24.4927198764794
"77013","Aulnoy",15.4982186069854
"77014","Avon",9.93290666843828
"77015","Baby",26.9762499087063
"77016","Bagneaux-sur-Loing",16.2306554607062
"77018","Bailly-Romainvilliers",8.00322617805248
"77019","Balloy",20.1440039072308
"77020","Bannost-Villegagnon",20.2457696581518
"77021","Barbey",17.9464799557636
"77022","Barbizon",10.7335805861706
"77023","Barcy",9.83351746418277
"77024","Bassevelle",21.5251890995308
"77025","Bazoches-les-Bray",20.7408454669852
"77026","Beauchery-Saint-Martin",28.8462552599117
"77027","Beaumont-du-Gatinais",27.2300638546828
"77028","Beautheil",17.8634519928303
"77029","Beauvoir",15.0738295976071
"77030","Bellot",23.012554543953
"77031","Bernay-Vilbert",15.6679996183568
"77032","Beton-Bazoches",20.155535157014
"77033","Bezalles",21.5506118749276
"77034","Blandy",11.2381606808992
"77035","Blennes",24.4989511847618
"77036","Boisdon",20.5712664632043
"77037","Bois-le-Roi",8.42725280816643
"77038","Boissettes",7.91436347142543
"77039","Boissise-la-Bertrand",7.90003591471778
"77040","Boissise-le-Roi",8.25139902468992
"77041","Boissy-aux-Cailles",18.5030455386496
"77042","Boissy-le-Chatel",16.3508207763942
"77043","Boitron",21.5702746448514
"77044","Bombon",15.8539928776943
"77045","Bougligny",20.5910038714914
"77046","Boulancourt",22.5890818181162
"77047","Bouleurs",10.2446652303623
"77048","Bourron-Marlotte",13.2075956198769
"77049","Boutigny",10.6431619245877
"77050","Bransles",21.1729453523096
"77051","Bray-sur-Seine",22.4144570030335
"77052","Breau",14.4183007562683
"77053","Brie-Comte-Robert",6.82324219097726
"77054","La Brosse-Montceaux",16.9576927461837
"77055","Brou-sur-Chantereine",5.14258955270398
"77056","Burcy",21.0654732586596
"77057","Bussieres",18.5394175631405
"77058","Bussy-Saint-Georges",5.13000074297235
"77059","Bussy-Saint-Martin",4.68498013572209
"77060","Buthiers",20.3601577296943
"77061","Cannes-Ecluse",15.4796129543064
"77062","Carnetin",7.04460731740678
"77063","La Celle-sur-Morin",14.1495116525585
"77065","Cely",10.5604172711657
"77066","Cerneux",23.4100439992743
"77067","Cesson",5.76793269765697
"77068","Cessoy-en-Montois",22.0928829219863
"77069","Chailly-en-Biere",8.57198106151164
"77070","Chailly-en-Brie",14.9732277753301
"77071","Chaintreaux",19.4912026640742
"77072","Chalautre-la-Grande",32.3013666601437
"77073","Chalautre-la-Petite",25.0213866719219
"77075","Chalifert",6.92078525987304
"77076","Chalmaison",24.2629866831117
"77077","Chambry",9.0395897319497
"77078","Chamigny",16.776705934909
"77079","Champagne-sur-Seine",11.2527176309118
"77080","Champcenest",23.0193130293627
"77081","Champdeuil",10.7016392207036
"77082","Champeaux",12.5773577730878
"77083","Champs-sur-Marne",1.76675221001817
"77084","Changis-sur-Marne",11.7886178307096
"77085","Chanteloup-en-Brie",5.86987230418041
"77086","La Chapelle-Gauthier",14.1443600795091
"77087","La Chapelle-Iger",17.3658635872611
"77088","La Chapelle-la-Reine",13.6700177699568
"77089","La Chapelle-Rablais",17.9857732757101
"77090","La Chapelle-Saint-Sulpice",21.0452610375083
"77091","Les Chapelles-Bourbon",12.094483842728
"77093","La Chapelle-Moutils",27.0526550401094
"77094","Charmentray",10.1304515468042
"77095","Charny",10.4523522487422
"77096","Chartrettes",9.86620959005568
"77097","Chartronges",21.9550419961742
"77098","Chateaubleau",21.0693067586907
"77099","Chateau-Landon",22.6153611834236
"77100","Le Chatelet-en-Brie",10.9670626199871
"77101","Chatenay-sur-Seine",20.130946009654
"77102","Chatenoy",18.0906278557971
"77103","Chatillon-la-Borde",12.6468397866742
"77104","Chatres",11.1904055875263
"77106","Chauffry",19.4268303066269
"77107","Chaumes-en-Brie",12.8012061606047
"77108","Chelles",0.76103736950461
"77109","Chenoise",20.4137049814628
"77110","Chenou",23.8658728329133
"77111","Chessy",6.29163323259323
"77112","Chevrainvilliers",17.9822111955356
"77113","Chevru",19.8114702446895
"77114","Chevry-Cossigny",7.88990796980874
"77115","Chevry-en-Sereine",21.2256363009823
"77116","Choisy-en-Brie",19.3901432054235
"77117","Citry",21.4685561875469
"77118","Claye-Souilly",6.17132242811297
"77119","Clos-Fontaine",19.4523145861418
"77120","Cocherel",17.0229741017387
