"ID","NAMES","employe_AsTheCrowFlies_POT_5000"
"77238","Jouarre",1823.06913968
"77239","Jouy-le-Chatel",526.42155649
"77240","Jouy-sur-Morin",1408.30285041
"77241","Juilly",3273.05285279
"77242","Jutigny",1305.32373246
"77243","Lagny-sur-Marne",16843.28863858
"77244","Larchant",1021.51860709
"77245","Laval-en-Brie",936.77054727
"77246","Lechelle",595.4574927
"77247","Lescherolles",743.2146446
"77248","Lesches",6192.56654912
"77249","Lesigny",14145.63316752
"77250","Leudon-en-Brie",568.49991444
"77251","Lieusaint",16739.60922962
"77252","Limoges-Fourches",3532.87782139
"77253","Lissy",1914.40488814
"77254","Liverdy-en-Brie",2498.11345333
"77255","Livry-sur-Seine",9934.70401682
"77256","Lizines",864.16244047
"77257","Lizy-sur-Ourcq",1530.26649624
"77258","Lognes",34108.79134126
"77259","Longperrier",4166.56037473
"77260","Longueville",1734.02791307
"77261","Lorrez-le-Bocage-Preaux",634.70313767
"77262","Louan-Villegruis-Fontaine",121.58899876
"77263","Luisetaines",908.50637597
"77264","Lumigny-Nesles-Ormeaux",1032.83211271
"77265","Luzancy",2144.56379283
"77266","Machault",2159.21768497
"77267","La Madeleine-sur-Loing",1936.17287197
"77268","Magny-le-Hongre",9833.27996469
"77269","Maincy",9534.23872168
"77270","Maisoncelles-en-Brie",1479.55289349
"77271","Maisoncelles-en-Gatinais",429.95830876
"77272","Maison-Rouge",567.56899221
"77273","Marchemoret",3136.74719219
"77274","Marcilly",1627.68974522
"77275","Les Marets",223.27225734
"77276","Mareuil-les-Meaux",10685.65886596
"77277","Marles-en-Brie",1452.47253081
"77278","Marolles-en-Brie",1387.03810132
"77279","Marolles-sur-Seine",2221.59037066
"77280","Mary-sur-Marne",1659.60580873
"77281","Mauperthuis",2181.01933923
"77282","Mauregard",6104.30005415
"77283","May-en-Multien",998.143351
"77284","Meaux",12959.52615257
"77285","Le Mee-sur-Seine",17498.37372739
"77286","Meigneux",798.00016251
"77287","Meilleray",267.75668318
"77288","Melun",16494.9448281
"77289","Melz-sur-Seine",398.96254735
"77290","Mery-sur-Marne",1658.71094812
"77291","Le Mesnil-Amelot",7016.14048821
"77292","Messy",4192.28655098
"77293","Misy-sur-Yonne",439.94682494
"77294","Mitry-Mory",14613.74524903
"77295","Moisenay",3301.75224667
"77296","Moissy-Cramayel",12769.77786724
"77297","Mondreville",239.43417144
"77298","Mons-en-Montois",900.59181609
"77299","Montarlot",2280.12299519
"77300","Montceaux-les-Meaux",3259.23826223
"77301","Montceaux-les-Provins",184.72876507
"77302","Montcourt-Fromonville",2759.35576209
"77303","Montdauphin",191.87303053
"77304","Montenils",76.63979465
"77305","Montereau-Fault-Yonne",3937.74177582
"77306","Montereau-sur-le-Jard",5992.24470308
"77307","Montevrain",14638.90291211
"77308","Montge-en-Goele",2983.90515976
"77309","Monthyon",3151.86650502
"77310","Montigny-le-Guesdier",551.19676969
"77311","Montigny-Lencoup",856.59295653
"77312","Montigny-sur-Loing",1819.70744007
"77313","Montmachoux",1045.77694644
"77314","Montolivet",187.40004275
"77315","Montry",8638.04545735
"77316","Moret-sur-Loing",3450.87323248
"77317","Mormant",1606.22250771
"77318","Mortcerf",1205.23398242
"77319","Mortery",1662.57069709
"77320","Mouroux",3654.09365658
"77321","Mousseaux-les-Bray",721.73293768
"77322","Moussy-le-Neuf",3301.63245592
"77323","Moussy-le-Vieux",3806.41429984
"77325","Mouy-sur-Seine",959.96956696
"77326","Nandy",14643.69960215
"77327","Nangis",1722.54442366
"77328","Nanteau-sur-Essonne",309.86687699
"77329","Nanteau-sur-Lunain",771.93568524
"77330","Nanteuil-les-Meaux",11743.0138618
"77331","Nanteuil-sur-Marne",1148.15834174
"77332","Nantouillet",3079.39418373
"77333","Nemours",3428.21377972
"77335","Chauconin-Neufmontiers",6974.88951182
"77336","Neufmoutiers-en-Brie",1724.63911383
"77337","Noisiel",40045.47229513
"77338","Noisy-Rudignon",1918.86600906
"77339","Noisy-sur-Ecole",971.08845423
"77340","Nonville",1627.10127527
"77341","Noyen-sur-Seine",515.37138005
"77342","Obsonville",261.35768128
"77343","Ocquerre",1356.45962054
"77344","Oissery",2014.31040678
"77345","Orly-sur-Morin",1123.79926541
"77347","Les Ormes-sur-Voulzie",1023.62886071
"77348","Ormesson",2277.12117367
"77349","Othis",3174.04644383
"77350","Ozoir-la-Ferriere",11407.03669349
"77352","Ozouer-le-Voulgis",2405.86207558
"77353","Paley",628.39234274
"77354","Pamfou",1031.99247073
"77355","Paroy",1076.69550107
"77356","Passy-sur-Seine",391.0579606
"77357","Pecy",498.8863539
"77358","Penchard",7558.36087361
"77359","Perthes",2377.56348809
"77360","Pezarches",1126.07141377
"77361","Pierre-Levee",959.86612202
"77363","Le Pin",23698.93749617
"77364","Le Plessis-aux-Bois",2123.29713285
"77365","Le Plessis-Feu-Aussoux",723.79168145
"77366","Le Plessis-l'Eveque",2330.02551082
"77367","Le Plessis-Placy",1220.36885568
"77368","Poigny",2776.89875402
"77369","Poincy",11513.45378756
"77370","Poligny",2261.72277323
"77371","Pommeuse",2611.4485332
"77372","Pomponne",19108.29911168
"77373","Pontault-Combault",25955.94475556
"77374","Pontcarre",11919.21884687
"77376","Precy-sur-Marne",4071.70292733
"77377","Presles-en-Brie",3528.8477803
"77378","Pringy",6121.55443026
"77379","Provins",2594.97749982
"77380","Puisieux",570.95997036
"77381","Quiers",1023.73899119
"77382","Quincy-Voisins",7138.2628202
"77383","Rampillon",1083.96213383
"77384","Reau",10662.34077064
"77385","Rebais",1160.66727202
"77386","Recloses",939.64896769
"77387","Remauville",698.42816209
"77388","Reuil-en-Brie",2866.2990112
"77389","La Rochette",12756.66556756
"77390","Roissy-en-Brie",18322.02597947
"77391","Rouilly",1953.97633353
"77392","Rouvres",3493.94085749
"77393","Rozay-en-Brie",1062.2654958
"77394","Rubelles",11915.61435572
"77395","Rumont",340.10296276
"77396","Rupereux",261.91759674
"77397","Saacy-sur-Marne",1536.01154862
"77398","Sablonnieres",836.40886061
"77399","Saint-Ange-le-Viel",782.23577962
"77400","Saint-Augustin",2984.17413205
"77401","Sainte-Aulde",1278.2276018
"77402","Saint-Barthelemy",678.17871607
"77403","Saint-Brice",1961.78426229
"77404","Sainte-Colombe",2540.26364938
"77405","Saint-Cyr-sur-Morin",1870.43239215
"77406","Saint-Denis-les-Rebais",1396.85997816
"77407","Saint-Fargeau-Ponthierry",6903.88236107
"77408","Saint-Fiacre",6503.16748612
"77409","Saint-Germain-Laval",3167.14346571
"77410","Saint-Germain-Laxis",4389.53029082
"77411","Saint-Germain-sous-Doue",2286.75104983
"77412","Saint-Germain-sur-Ecole",1579.82267003
"77413","Saint-Germain-sur-Morin",8034.41430112
"77414","Saint-Hilliers",509.92400978
"77415","Saint-Jean-les-Deux-Jumeaux",1752.8810444
"77416","Saint-Just-en-Brie",465.32291661
"77417","Saint-Leger",1168.45383744
"77418","Saint-Loup-de-Naud",1695.72562042
"77419","Saint-Mammes",4371.05401087
"77420","Saint-Mard",3782.78801416
"77421","Saint-Mars-Vieux-Maisons",563.37571954
"77423","Saint-Martin-des-Champs",1165.51743655
"77424","Saint-Martin-du-Boschet",146.08505681
"77425","Saint-Martin-en-Biere",801.52698538
"77426","Saint-Mery",1264.36838825
"77427","Saint-Mesmes",2741.62306818
"77428","Saint-Ouen-en-Brie",1341.22439184
"77429","Saint-Ouen-sur-Morin",1349.16250174
"77430","Saint-Pathus",2100.60122614
"77431","Saint-Pierre-les-Nemours",3019.08705201
"77432","Saint-Remy-la-Vanne",1358.50396976
"77433","Saints",2044.99955371
"77434","Saint-Sauveur-les-Bray",897.11176765
"77435","Saint-Sauveur-sur-Ecole",3427.43191192
"77436","Saint-Simeon",1435.83645732
"77437","Saint-Soupplets",2491.57496472
"77438","Saint-Thibault-des-Vignes",23122.41267593
"77439","Salins",1584.12117991
"77440","Sammeron",2468.37131388
"77441","Samois-sur-Seine",3202.83494975
"77442","Samoreau",5241.334792
"77443","Sancy",1748.28293248
"77444","Sancy-les-Provins",205.70737158
"77445","Savigny-le-Temple",14410.20216664
"77446","Savins",1258.83569983
"77447","Seine-Port",11390.74065568
"77448","Sept-Sorts",2900.0583816
"77449","Serris",10898.8717597
"77450","Servon",11326.58679704
"77451","Signy-Signets",1686.60603883
"77452","Sigy",938.79490475
"77453","Sivry-Courtry",2934.54686778
"77454","Sognolles-en-Montois",856.45263141
"77455","Soignolles-en-Brie",1979.15211634
"77456","Soisy-Bouy",1703.61949695
"77457","Solers",2098.43334828
"77458","Souppes-sur-Loing",1432.60500227
"77459","Sourdun",1091.1608105
"77460","Tancrou",1535.17013625
"77461","Thenisy",1037.32256374
"77462","Thieux",4524.97230059
"77463","Thomery",5495.32671038
"77464","Thorigny-sur-Marne",13014.47756517
"77465","Thoury-Ferottes",901.90132923
"77466","Tigeaux",2326.42530839
"77467","La Tombe",596.84297869
"77468","Torcy",29147.66581463
"77469","Touquin",960.32502893
"77470","Tournan-en-Brie",3162.44954033
"77471","Tousson",580.68348947
"77472","La Tretoire",1073.33787664
"77473","Treuzy-Levelay",1125.25204544
"77474","Trilbardou",4302.55762478
"77475","Trilport",7355.21327248
"77476","Trocy-en-Multien",1300.03956523
"77477","Ury",863.82511197
"77478","Ussy-sur-Marne",2454.48455716
"77479","Vaires-sur-Marne",32671.73775072
"77480","Valence-en-Brie",1066.56692887
"77481","Vanville",581.54183523
"77482","Varennes-sur-Seine",3503.32289176
"77483","Varreddes",5142.90135251
"77484","Vaucourtois",2778.0420007
"77485","Le Vaudoue",842.41882605
"77486","Vaudoy-en-Brie",538.06786692
"77487","Vaux-le-Penil",11503.02830203
"77489","Vaux-sur-Lunain",361.2009066
"77490","Vendrest",770.85375021
"77491","Veneux-les-Sablons",4581.84372396
"77492","Verdelot",389.25031691
"77493","Verneuil-l'Etang",2485.02007861
"77494","Vernou-la-Celle-sur-Seine",3384.46343636
"77495","Vert-Saint-Denis",15985.78066462
"77496","Vieux-Champagne",459.01322714
"77498","Vignely",5942.75835696
"77500","Villebeon",481.05034742
"77501","Villecerf",1392.21743114
"77504","Villemarechal",685.3344252
"77505","Villemareuil",2671.38402747
"77506","Villemer",902.35071252
"77507","Villenauxe-la-Petite",407.86477684
"77508","Villeneuve-le-Comte",3387.02487259
"77509","Villeneuve-les-Bordes",768.75279574
"77510","Villeneuve-Saint-Denis",5663.66215738
"77511","Villeneuve-sous-Dammartin",4390.19097151
"77512","Villeneuve-sur-Bellot",570.96028434
"77513","Villenoy",10729.19657625
"77514","Villeparisis",21427.65878244
"77515","Villeroy",2148.39570435
"77516","Ville-Saint-Jacques",1896.78157692
"77517","Villevaude",15377.59708249
"77518","Villiers-en-Biere",7382.14651074
"77519","Villiers-Saint-Georges",284.16374598
"77520","Villiers-sous-Grez",1323.53202181
"77521","Villiers-sur-Morin",5165.04560766
"77522","Villiers-sur-Seine",305.14301572
"77523","Villuis",250.81357168
"77524","Vimpelles",781.27543536
"77525","Vinantes",2257.29473576
"77526","Vincy-Manoeuvre",541.43829429
"77527","Voinsles",791.90505875
"77528","Voisenon",12895.68309878
"77529","Voulangis",3369.852431
"77530","Voulton",658.76570149
"77531","Voulx",727.80851696
"77532","Vulaines-les-Provins",1692.79988228
"77533","Vulaines-sur-Seine",4675.58785255
"77534","Yebles",2292.68099073
"78003","Ablis",818.47398468
"78005","Acheres",23506.31966278
"78006","Adainville",442.94968616
"78007","Aigremont",9719.91731579
"78009","Allainville",382.1534556
"78010","Les Alluets-le-Roi",2960.18546415
"78013","Andelu",2136.8379645
"78015","Andresy",23374.26284932
"78020","Arnouville-les-Mantes",1875.01255084
"78029","Aubergenville",8184.21709868
"78030","Auffargis",2533.68670985
"78031","Auffreville-Brasseuil",9668.55905303
"78033","Aulnay-sur-Mauldre",4624.68695546
"78034","Auteuil",2329.65851326
"78036","Autouillet",1887.36103327
"78043","Bailly",21967.62577913
"78048","Bazainville",1421.42050827
"78049","Bazemont",5002.53040574
"78050","Bazoches-sur-Guyonne",3712.65999332
"78053","Behoust",1397.88921465
"78057","Bennecourt",2402.56526983
"78062","Beynes",3221.36372937
"78068","Blaru",622.76548522
"78070","Boinville-en-Mantois",3891.26378342
"78071","Boinville-le-Gaillard",668.48660181
"78072","Boinvilliers",1984.92237758
"78073","Bois-d'Arcy",25299.13145302
"78076","Boissets",642.91402579
"78077","La Boissiere-Ecole",362.04470982
"78082","Boissy-Mauvoisin",1927.31937455
"78084","Boissy-sans-Avoir",1841.88119322
"78087","Bonnelles",1607.60575616
"78089","Bonnieres-sur-Seine",2718.11751048
"78090","Bouafle",9695.33382236
"78092","Bougival",35283.09644269
"78096","Bourdonne",810.07840743
"78104","Breuil-Bois-Robert",7193.85587552
"78107","Breval",1128.87345655
"78108","Les Breviaires",1842.1522542
"78113","Brueil-en-Vexin",3908.13065188
"78117","Buc",19027.58447181
"78118","Buchelay",12073.29025023
"78120","Bullion",974.73190441
"78123","Carrieres-sous-Poissy",17281.01704151
"78124","Carrieres-sur-Seine",68783.56774595
"78125","La Celle-les-Bordes",764.60759351
"78126","La Celle-Saint-Cloud",33021.65510402
"78128","Cernay-la-Ville",931.35231633
"78133","Chambourcy",10969.25877534
"78138","Chanteloup-les-Vignes",20693.2737499
"78140","Chapet",11770.64156652
"78143","Chateaufort",9871.05640667
"78146","Chatou",50140.44618978
"78147","Chaufour-les-Bonnieres",733.84259474
"78152","Chavenay",10014.24752312
"78158","Le Chesnay",30372.13321262
"78160","Chevreuse",4058.57567524
"78162","Choisel",1652.21279681
"78163","Civry-la-Foret",871.82051425
"78164","Clairefontaine-en-Yvelines",1190.2046836
"78165","Les Clayes-sous-Bois",20098.24260387
"78168","Coignieres",9894.38462679
"78171","Conde-sur-Vesgre",545.427449
"78172","Conflans-Sainte-Honorine",27929.71112423
"78185","Courgent",1039.28909694
"78188","Cravent",619.07070988
"78189","Crespieres",2391.61571298
"78190","Croissy-sur-Seine",36070.62414264
"78192","Dammartin-en-Serve",1032.80955243
"78193","Dampierre-en-Yvelines",2747.16470729
"78194","Dannemarie",816.88394264
"78196","Davron",5016.9399974
"78202","Drocourt",2023.32661036
"78206","Ecquevilly",7685.53437137
"78208","Elancourt",22249.17028013
"78209","Emance",372.25898318
"78217","Epone",6111.95313316
"78220","Les Essarts-le-Roi",3784.72268602
"78224","L'Etang-la-Ville",12671.64371711
"78227","Evecquemont",11419.89362297
"78230","La Falaise",5209.77269824
"78231","Favrieux",3624.57998994
"78233","Feucherolles",4979.22869284
"78234","Flacourt",2327.13201607
"78236","Flexanville",1281.91703142
"78237","Flins-Neuve-Eglise",729.99732499
"78238","Flins-sur-Seine",9716.66533449
"78239","Follainville-Dennemont",9850.14151482
"78242","Fontenay-le-Fleury",22770.44853701
"78245","Fontenay-Mauvoisin",6613.79282187
"78246","Fontenay-Saint-Pere",6643.73195681
"78251","Fourqueux",12407.89011697
"78255","Freneuse",2596.75935006
"78261","Gaillon-sur-Montcient",6594.27119323
"78262","Galluis",1505.6253043
"78263","Gambais",1069.38408365
"78264","Gambaiseuil",737.75591954
"78265","Garancieres",1461.33661132
"78267","Gargenville",7569.59756303
"78269","Gazeran",2712.05483437
"78276","Gommecourt",1708.25717613
"78278","Goupillieres",1289.20150586
"78281","Goussonville",3267.32841063
"78283","Grandchamp",294.96521566
"78285","Gressey",1002.36276244
"78289","Grosrouvre",1154.05129386
"78290","Guernes",7306.80064586
"78291","Guerville",8885.62020554
"78296","Guitrancourt",7991.14318453
"78297","Guyancourt",22071.12646264
"78299","Hardricourt",9109.43382879
"78300","Hargeville",1284.85101392
"78302","La Hauteville",291.88515839
"78305","Herbeville",2509.90662404
"78307","Hermeray",360.73340219
"78310","Houdan",995.09187976
"78311","Houilles",71920.92162003
"78314","Issou",8902.12641749
"78317","Jambville",2110.70349077
"78320","Jeufosse",1992.94745179
"78321","Jouars-Pontchartrain",13357.61946496
"78322","Jouy-en-Josas",17126.3095599
"78324","Jouy-Mauvoisin",8226.84973975
"78325","Jumeauville",2240.45446267
"78327","Juziers",7846.56017842
"78329","Lainville-en-Vexin",1143.04776124
"78334","Levis-Saint-Nom",6791.75683072
"78335","Limay",13102.55650445
"78337","Limetz-Villez",1751.52989035
"78343","Les Loges-en-Josas",15063.60382742
"78344","Lommoye",1290.5921669
"78346","Longnes",1035.69339251
"78349","Longvilliers",2007.78516741
"78350","Louveciennes",25960.20094907
"78354","Magnanville",11472.12482883
"78356","Magny-les-Hameaux",12281.17512293
"78358","Maisons-Laffitte",38143.28808867
"78361","Mantes-la-Jolie",12984.98562279
"78362","Mantes-la-Ville",13324.85192255
"78364","Marcq",2314.5835484
"78366","Mareil-le-Guyon",3760.89925893
"78367","Mareil-Marly",15284.64577937
"78368","Mareil-sur-Mauldre",2477.01532327
"78372","Marly-le-Roi",18984.12367833
"78380","Maule",3053.71599722
"78381","Maulette",1115.82367733
"78382","Maurecourt",27508.25557776
"78383","Maurepas",15042.81151071
"78384","Medan",14017.99893167
"78385","Menerville",2007.94207848
"78389","Mere",1945.54297087
"78391","Mericourt",3717.47136697
"78396","Le Mesnil-le-Roi",30216.37682894
"78397","Le Mesnil-Saint-Denis",12286.85132306
"78398","Les Mesnuls",2184.70704499
"78401","Meulan-en-Yvelines",10635.36079517
"78402","Mezieres-sur-Seine",7303.58191793
"78403","Mezy-sur-Seine",9235.57892982
"78404","Millemont",1404.15654309
"78406","Milon-la-Chapelle",8560.47379467
"78407","Mittainville",223.62926429
"78410","Moisson",1521.44937659
"78413","Mondreville",761.10833978
"78415","Montainville",2545.88925924
"78416","Montalet-le-Bois",1837.65364761
"78417","Montchauvet",927.68820138
"78418","Montesson",40000.26776203
"78420","Montfort-l'Amaury",1394.4294312
"78423","Montigny-le-Bretonneux",25117.91646082
"78431","Morainvilliers",7066.65513468
"78437","Mousseaux-sur-Seine",2929.41662689
"78439","Mulcent",1014.43678417
"78440","Les Mureaux",11586.51605708
"78442","Neauphle-le-Chateau",10799.92986276
