"ID","NAMES","agriculteurs_AsTheCrowFlies_ACC_0.05"
"77040","Boissise-le-Roi",16177.4680263186
"77041","Boissy-aux-Cailles",16927.4623275796
"77042","Boissy-le-Chatel",14054.5017990687
"77043","Boitron",16837.8907422953
"77044","Bombon",16714.380552646
"77045","Bougligny",18966.9523128808
"77046","Boulancourt",18588.9445152675
"77047","Bouleurs",15024.1230433655
"77048","Bourron-Marlotte",16717.7357071861
"77049","Boutigny",15184.331872054
"77050","Bransles",23814.9309317461
"77051","Bray-sur-Seine",19748.3455773195
"77052","Breau",16809.6938249293
"77053","Brie-Comte-Robert",14087.2906687308
"77054","La Brosse-Montceaux",19680.1981416282
"77055","Brou-sur-Chantereine",13411.0583987375
"77056","Burcy",18873.8916426102
"77057","Bussieres",17160.9286131402
"77058","Bussy-Saint-Georges",14766.3857526521
"77059","Bussy-Saint-Martin",14070.4074466962
"77060","Buthiers",17757.727566897
"77061","Cannes-Ecluse",18716.5743344864
"77062","Carnetin",14956.1041875021
"77063","La Celle-sur-Morin",14085.7212877878
"77065","Cely",16012.5045124473
"77066","Cerneux",16006.9820199818
"77067","Cesson",15732.8641586089
"77068","Cessoy-en-Montois",15434.1084145413
"77069","Chailly-en-Biere",16949.48833622
"77070","Chailly-en-Brie",13846.4986703514
"77071","Chaintreaux",20711.6341980061
"77072","Chalautre-la-Grande",20906.8398929539
"77073","Chalautre-la-Petite",16355.5065441138
"77075","Chalifert",15596.1311143934
"77076","Chalmaison",16319.5730973061
"77077","Chambry",17593.4400063683
"77078","Chamigny",17638.159604082
"77079","Champagne-sur-Seine",17856.3885829372
"77080","Champcenest",14602.6073807599
"77081","Champdeuil",15956.6269365624
"77082","Champeaux",16512.6744886456
"77083","Champs-sur-Marne",11819.9440979524
"77084","Changis-sur-Marne",15787.4430376122
"77085","Chanteloup-en-Brie",15108.3545974951
"77086","La Chapelle-Gauthier",17275.1722227555
"77087","La Chapelle-Iger",14764.3834080714
"77088","La Chapelle-la-Reine",16628.9075899043
"77089","La Chapelle-Rablais",16928.5503294215
"77090","La Chapelle-Saint-Sulpice",14396.2006416137
"77091","Les Chapelles-Bourbon",14843.0350712056
"77093","La Chapelle-Moutils",17987.2556916565
"77094","Charmentray",16490.9278615363
"77095","Charny",16816.8958565807
"77096","Chartrettes",17669.5844089959
"77097","Chartronges",14549.0286099695
"77098","Chateaubleau",14558.0129603219
"77099","Chateau-Landon",22329.5006539131
"77100","Le Chatelet-en-Brie",17757.0191215532
"77101","Chatenay-sur-Seine",17813.3444027112
"77102","Chatenoy",17818.3349239883
"77103","Chatillon-la-Borde",17321.5751904948
"77104","Chatres",15058.6000915992
"77106","Chauffry",14169.2942793034
"77107","Chaumes-en-Brie",15386.388983396
"77108","Chelles",12134.1673714602
"77109","Chenoise",14005.1868665133
"77110","Chenou",21243.0241919945
"77111","Chessy",15389.8873815303
"77112","Chevrainvilliers",17560.4046755818
"77113","Chevru",13943.4272041679
"77114","Chevry-Cossigny",14421.6854777485
"77115","Chevry-en-Sereine",21782.0724509917
"77116","Choisy-en-Brie",14048.9503123342
"77117","Citry",18711.0742276063
"77118","Claye-Souilly",15071.0536989149
"77119","Clos-Fontaine",15170.8486712516
"77120","Cocherel",19004.0173633864
"77121","Collegien",13981.663254817
"77122","Combs-la-Ville",14229.7476200413
"77123","Compans",15716.0248480623
"77124","Conches-sur-Gondoire",14869.438765855
"77125","Conde-Sainte-Libiaire",15628.0425358275
"77126","Congis-sur-Therouanne",17814.436711231
"77127","Coubert",15187.6563436497
"77128","Couilly-Pont-aux-Dames",15322.1369218648
"77129","Coulombs-en-Valois",23498.0234784479
"77130","Coulommes",14982.155839243
"77131","Coulommiers",13933.7513114226
"77132","Coupvray",15561.5721903696
"77133","Courcelles-en-Bassee",17890.6975175171
"77134","Courchamp",14685.5205991843
"77135","Courpalay",15151.8742422769
"77136","Courquetaine",15312.8975691039
"77137","Courtacon",14893.8084246478
"77138","Courtomer",15296.9473115296
"77139","Courtry",12802.5202156282
"77140","Coutencon",17042.7386684605
"77141","Coutevroult",15191.9693643787
"77142","Crecy-la-Chapelle",14658.5432292448
"77143","Cregy-les-Meaux",16983.3435313532
"77144","Crevecoeur-en-Brie",14424.2629837561
"77145","Crisenoy",16285.1346282396
"77146","Croissy-Beaubourg",13492.0294139443
"77147","La Croix-en-Brie",14758.5148882237
"77148","Crouy-sur-Ourcq",23441.3828412291
"77149","Cucharmoy",14126.9282549562
"77150","Cuisy",18554.645991185
"77151","Dagny",13848.2547765999
"77152","Dammarie-les-Lys",16797.9198083833
"77153","Dammartin-en-Goele",18589.0133843809
"77154","Dammartin-sur-Tigeaux",14512.8219862805
"77155","Dampmart",15413.9215827661
"77156","Darvault",16676.9374721833
"77157","Dhuisy",21132.628993336
"77158","Diant",21015.0525119583
"77159","Donnemarie-Dontilly",16206.0916985655
"77161","Dormelles",18524.5726823253
"77162","Doue",14813.1248204917
"77163","Douy-la-Ramee",20684.8454689829
"77164","Echouboulains",17594.9280508354
"77165","Les Ecrennes",17600.5427114527
"77166","Ecuelles",17732.8926418708
"77167","Egligny",17313.3650670712
"77168","Egreville",23054.745162529
"77169","Emerainville",12323.3069747161
"77170","Episy",17264.4999156459
"77171","Esbly",15711.9183901733
"77172","Esmans",18995.2908543586
"77173","Etrepilly",19534.9420324664
"77174","Everly",17790.0599999927
"77175","Evry-Gregy-sur-Yerre",15000.2243061866
"77176","Faremoutiers",13967.7821556101
"77177","Favieres",14928.7952930151
"77178","Fay-les-Nemours",17649.5839958141
"77179","Fericy",17936.7468253314
"77180","Ferolles-Attilly",13766.6228993835
"77181","Ferrieres-en-Brie",14511.9600261939
"77182","La Ferte-Gaucher",15592.1071064664
"77183","La Ferte-sous-Jouarre",16087.1376626774
"77184","Flagy",19013.5214025404
"77185","Fleury-en-Biere",16206.9196125679
"77186","Fontainebleau",17295.1259989799
"77187","Fontaine-Fourches",24513.7804303827
"77188","Fontaine-le-Port",17861.7881111855
"77190","Fontains",16321.3262073541
"77191","Fontenailles",16856.4087125813
"77192","Fontenay-Tresigny",15038.3787372856
"77193","Forfry",20270.5276737806
"77194","Forges",17854.7230055391
"77195","Fouju",16587.6924927716
"77196","Fresnes-sur-Marne",15991.2039047758
"77197","Fretoy",14015.8199246897
"77198","Fromont",18271.3171467334
"77199","Fublaines",15472.5777079985
"77200","Garentreville",18428.9133142734
"77201","Gastins",14824.0652236889
"77202","La Genevraye",16836.4199078088
"77203","Germigny-l'Eveque",16657.5738078476
"77204","Germigny-sous-Coulombs",23117.6320357004
"77205","Gesvres-le-Chapitre",19408.1119577976
"77206","Giremoutiers",14219.6792299812
"77207","Gironville",22765.2833579761
"77208","Gouaix",17785.1071064146
"77209","Gouvernes",14448.4527617827
"77210","La Grande-Paroisse",18062.6320739676
"77211","Grandpuits-Bailly-Carrois",15781.1918383181
"77212","Gravon",19094.4618778827
"77214","Gressy",15286.039960482
"77215","Gretz-Armainvilliers",14713.694585788
"77216","Grez-sur-Loing",16513.60344939
"77217","Grisy-Suisnes",14915.3264144136
"77218","Grisy-sur-Seine",20290.5372297505
"77219","Guerard",14276.0574687493
"77220","Guercheville",17601.1343422251
"77221","Guermantes",14726.0947797773
"77222","Guignes",15861.865247874
"77223","Gurcy-le-Chatel",16252.993109703
"77224","Hautefeuille",14101.8378451628
"77225","La Haute-Maison",14504.6874141385
"77226","Hericy",17930.0484290284
"77227","Herme",18840.0264277969
"77228","Hondevilliers",18585.5965656754
"77229","La Houssaye-en-Brie",14658.2930985266
"77230","Ichy",20013.97458901
"77231","Isles-les-Meldeuses",17068.3327366927
"77232","Isles-les-Villenoy",15875.2910292532
"77233","Iverny",17834.1491266376
"77234","Jablines",15715.0175573274
"77235","Jaignes",16860.8368037041
"77236","Jaulnes",20499.51430199
"77237","Jossigny",15112.0942444982
"77238","Jouarre",14846.6303199358
"77239","Jouy-le-Chatel",13923.815129588
"77240","Jouy-sur-Morin",14970.523910231
"77241","Juilly",17828.7122414468
"77242","Jutigny",15826.7658539724
"77243","Lagny-sur-Marne",14828.5035847653
"77244","Larchant",16803.7541972237
"77245","Laval-en-Brie",17417.4725616032
"77246","Lechelle",17892.3127289669
"77247","Lescherolles",16586.8302471894
"77248","Lesches",15888.8720046322
"77249","Lesigny",13154.9259726021
"77250","Leudon-en-Brie",14600.5833502007
"77251","Lieusaint",14541.6660999258
"77252","Limoges-Fourches",15537.1042127434
"77253","Lissy",15866.4274309358
"77254","Liverdy-en-Brie",15211.5678778159
"77255","Livry-sur-Seine",17444.9723827431
"77256","Lizines",14895.6970219279
"77257","Lizy-sur-Ourcq",19229.9431069388
"77258","Lognes",12971.4769882239
"77259","Longperrier",18010.5203294388
"77260","Longueville",15312.0691205618
"77261","Lorrez-le-Bocage-Preaux",20547.3705044787
"77262","Louan-Villegruis-Fontaine",21837.9173539193
"77263","Luisetaines",16782.8156686821
"77264","Lumigny-Nesles-Ormeaux",14382.4801819375
"77265","Luzancy",17955.50264748
"77266","Machault",17948.0748720046
"77267","La Madeleine-sur-Loing",18538.6203250264
"77268","Magny-le-Hongre",15404.1076624864
"77269","Maincy",16905.0416933502
"77270","Maisoncelles-en-Brie",14361.9125400623
"77271","Maisoncelles-en-Gatinais",20354.4419741832
"77272","Maison-Rouge",14560.2697393736
"77273","Marchemoret",19718.6996233413
"77274","Marcilly",19389.9368164619
"77275","Les Marets",15228.296002382
"77276","Mareuil-les-Meaux",15760.9600912152
"77277","Marles-en-Brie",14690.8632209428
"77278","Marolles-en-Brie",13827.216126413
"77279","Marolles-sur-Seine",18491.9723063127
"77280","Mary-sur-Marne",18094.5296512795
"77281","Mauperthuis",13878.1007019727
"77282","Mauregard",15199.3294919959
"77283","May-en-Multien",21631.9711182373
"77284","Meaux",16175.4359504456
"77285","Le Mee-sur-Seine",16452.5052609388
"77286","Meigneux",15606.8545859346
"77287","Meilleray",19834.9374955662
"77288","Melun",16668.0580685184
"77289","Melz-sur-Seine",20119.7386795979
"77290","Mery-sur-Marne",18340.9035200404
"77291","Le Mesnil-Amelot",15268.6649192278
"77292","Messy",15993.9154955332
"77293","Misy-sur-Yonne",19599.5694171975
"77294","Mitry-Mory",14367.1983235189
"77295","Moisenay",16903.5966988155
"77296","Moissy-Cramayel",14907.8985889571
"77297","Mondreville",22781.414979654
"77298","Mons-en-Montois",15794.3913414492
"77299","Montarlot",17942.1371284546
"77300","Montceaux-les-Meaux",15249.2533139912
"77301","Montceaux-les-Provins",19526.4738481821
"77302","Montcourt-Fromonville",16568.3272382575
"77303","Montdauphin",21301.6899237511
"77304","Montenils",23515.0596359464
"77305","Montereau-Fault-Yonne",18181.0761259189
"77306","Montereau-sur-le-Jard",15972.4500306458
"77307","Montevrain",15242.3698405763
"77308","Montge-en-Goele",18605.947085452
"77309","Monthyon",18315.9724337147
"77310","Montigny-le-Guesdier",21621.0856418704
"77311","Montigny-Lencoup",16997.3747245632
"77312","Montigny-sur-Loing",17004.6594734721
"77313","Montmachoux",19881.9735594825
"77314","Montolivet",21159.5659242921
"77315","Montry",15545.1528027682
"77316","Moret-sur-Loing",17627.2067924332
"77317","Mormant",16181.6086856287
"77318","Mortcerf",14410.1383175314
"77319","Mortery",14272.5458423502
"77320","Mouroux",14034.9290307994
"77321","Mousseaux-les-Bray",20409.2128071526
"77322","Moussy-le-Neuf",17850.984644268
"77323","Moussy-le-Vieux",17210.0893265681
"77325","Mouy-sur-Seine",18860.4842626323
"77326","Nandy",15139.2042870555
"77327","Nangis",15865.9250419247
"77328","Nanteau-sur-Essonne",17076.27431147
"77329","Nanteau-sur-Lunain",18048.1519868085
"77330","Nanteuil-les-Meaux",15618.5501354446
"77331","Nanteuil-sur-Marne",19041.4597731451
"77332","Nantouillet",17028.1390289083
"77333","Nemours",16780.518574937
"77335","Chauconin-Neufmontiers",17062.7826490261
"77336","Neufmoutiers-en-Brie",14868.9888494512
"77337","Noisiel",12650.9045318635
"77338","Noisy-Rudignon",18768.8462310351
"77339","Noisy-sur-Ecole",16148.6906389171
"77340","Nonville",16993.6361234252
"77341","Noyen-sur-Seine",20411.1022092141
"77342","Obsonville",19099.2399614621
"77343","Ocquerre",19446.3311888635
"77344","Oissery",20984.6492778816
"77345","Orly-sur-Morin",16158.4013856873
"77347","Les Ormes-sur-Voulzie",17201.5164762814
"77348","Ormesson",17210.8541129424
"77349","Othis",19433.2920867474
"77350","Ozoir-la-Ferriere",14108.0599578173
"77352","Ozouer-le-Voulgis",15509.3200555844
"77353","Paley",19389.5944562378
"77354","Pamfou",17827.6135900753
"77355","Paroy",16104.6391549435
"77356","Passy-sur-Seine",21794.3864042231
"77357","Pecy",14208.2912080574
"77358","Penchard",17556.368928221
"77359","Perthes",16210.4021966325
"77360","Pezarches",14066.2404508016
"77361","Pierre-Levee",14557.9025203655
"77363","Le Pin",13404.4100071359
"77364","Le Plessis-aux-Bois",17948.484220828
"77365","Le Plessis-Feu-Aussoux",13991.1616671983
"77366","Le Plessis-l'Eveque",18194.2271164817
"77367","Le Plessis-Placy",20268.7110142021
"77368","Poigny",15119.9065621076
"77369","Poincy",16443.7440150433
"77370","Poligny",17681.8930860202
"77371","Pommeuse",14063.1723690797
"77372","Pomponne",14226.229041884
"77373","Pontault-Combault",12682.6645751164
"77374","Pontcarre",14457.7520271879
"77376","Precy-sur-Marne",16059.18801279
"77377","Presles-en-Brie",15006.3342666802
"77378","Pringy",15920.9683556386
"77379","Provins",15001.498561972
"77380","Puisieux",20898.1079540847
"77381","Quiers",15455.1130254406
"77382","Quincy-Voisins",15411.7336459314
"77383","Rampillon",15422.6880627481
"77384","Reau",15400.7464213858
"77385","Rebais",15262.0987520532
"77386","Recloses",16604.4334433134
"77387","Remauville",19471.8570577676
"77388","Reuil-en-Brie",16704.7597231819
"77389","La Rochette",17194.9156752804
"77390","Roissy-en-Brie",13662.4594335515
"77391","Rouilly",14739.8303281362
"77392","Rouvres",19760.9956249164
"77393","Rozay-en-Brie",14635.2055792125
"77394","Rubelles",16539.3645212705
"77395","Rumont",17869.1858421627
"77396","Rupereux",15356.7926572819
"77397","Saacy-sur-Marne",17571.6310386898
"77398","Sablonnieres",17141.2677488443
"77399","Saint-Ange-le-Viel",19664.3340563375
"77400","Saint-Augustin",13916.3721186381
"77401","Sainte-Aulde",19220.0648515826
"77402","Saint-Barthelemy",18163.240663948
"77403","Saint-Brice",15957.4936754164
"77404","Sainte-Colombe",15066.6608607956
"77405","Saint-Cyr-sur-Morin",15588.2114706407
"77406","Saint-Denis-les-Rebais",14596.4901636337
"77407","Saint-Fargeau-Ponthierry",15496.601660101
"77408","Saint-Fiacre",15159.7981525928
"77409","Saint-Germain-Laval",17932.0444620869
"77410","Saint-Germain-Laxis",16374.7695403933
"77411","Saint-Germain-sous-Doue",14317.0434596872
"77412","Saint-Germain-sur-Ecole",15821.9246575126
"77413","Saint-Germain-sur-Morin",15395.3434972361
"77414","Saint-Hilliers",14296.1478721138
"77415","Saint-Jean-les-Deux-Jumeaux",15099.6533698637
"77416","Saint-Just-en-Brie",14222.7382788452
"77417","Saint-Leger",15713.4281884362
"77418","Saint-Loup-de-Naud",14694.1547361106
"77419","Saint-Mammes",17787.0990892011
"77420","Saint-Mard",18287.9493045999
"77421","Saint-Mars-Vieux-Maisons",15552.6033358152
"77423","Saint-Martin-des-Champs",16453.0885103426
"77424","Saint-Martin-du-Boschet",19157.2347485823
"77425","Saint-Martin-en-Biere",16579.4863705729
"77426","Saint-Mery",16795.4467301176
"77427","Saint-Mesmes",16740.490117587
"77428","Saint-Ouen-en-Brie",16445.6014891038
"77429","Saint-Ouen-sur-Morin",15863.2472174686
"77430","Saint-Pathus",20948.9681709884
"77431","Saint-Pierre-les-Nemours",16716.7288728319
"77432","Saint-Remy-la-Vanne",14636.7519209609
"77433","Saints",13837.4296391288
"77434","Saint-Sauveur-les-Bray",17935.7422241246
"77435","Saint-Sauveur-sur-Ecole",15920.2879312437
"77436","Saint-Simeon",14092.5892618113
"77437","Saint-Soupplets",19387.0171543207
"77438","Saint-Thibault-des-Vignes",14081.3630341808
"77439","Salins",17544.8219817997
"77440","Sammeron",15289.5973452486
"77441","Samois-sur-Seine",17881.0719027294
"77442","Samoreau",17799.7197839236
"77443","Sancy",14666.3063535206
"77444","Sancy-les-Provins",17539.0515436769
"77445","Savigny-le-Temple",15231.5396923565
"77446","Savins",15199.7051888227
"77447","Seine-Port",15567.2862364245
"77448","Sept-Sorts",15469.4142593167
"77449","Serris",15256.9212400348
"77450","Servon",13363.389688059
"77451","Signy-Signets",14814.2126934795
"77452","Sigy",16277.1487344287
"77453","Sivry-Courtry",17468.9278238551
"77454","Sognolles-en-Montois",15134.311530245
"77455","Soignolles-en-Brie",15552.6996079955
"77456","Soisy-Bouy",16532.1175810339
"77457","Solers",15469.1729118638
"77458","Souppes-sur-Loing",19829.8253528761
"77459","Sourdun",17645.0354009665
"77460","Tancrou",17809.6644369723
"77461","Thenisy",15708.4460242752
"77462","Thieux",16502.3823358511
"77463","Thomery",17733.7945032562
"77464","Thorigny-sur-Marne",15038.7269460378
"77465","Thoury-Ferottes",19689.5030626371
"77466","Tigeaux",14651.3419500906
"77467","La Tombe",18831.020168987
"77468","Torcy",13456.5863381077
"77469","Touquin",13959.3948722663
"77470","Tournan-en-Brie",14961.4767035604
"77471","Tousson",16484.6983137239
"77472","La Tretoire",15992.4602459643
"77473","Treuzy-Levelay",17389.0808560459
"77474","Trilbardou",16499.7829465323
"77475","Trilport",15727.3837917684
"77476","Trocy-en-Multien",19529.748314663
"77477","Ury",16545.7670821956
"77478","Ussy-sur-Marne",16047.7076017211
"77479","Vaires-sur-Marne",13149.1949739415
"77480","Valence-en-Brie",17851.2838341246
"77481","Vanville",14838.5074865971
"77482","Varennes-sur-Seine",18328.7823529794
"77483","Varreddes",17674.2174420005
"77484","Vaucourtois",14857.5958051069
"77485","Le Vaudoue",16420.1454120462
"77486","Vaudoy-en-Brie",13891.5873712431
"77487","Vaux-le-Penil",17294.3920420188
"77489","Vaux-sur-Lunain",23120.5791425454
"77490","Vendrest",20583.4937325614
"77491","Veneux-les-Sablons",17636.4713697514
"77492","Verdelot",19813.6720689031
"77493","Verneuil-l'Etang",15788.606130209
"77494","Vernou-la-Celle-sur-Seine",17956.6112308198
"77495","Vert-Saint-Denis",15941.2189990069
"77496","Vieux-Champagne",14310.7871604716
"77498","Vignely",16161.9867763781
"77500","Villebeon",23007.4648786253
"77501","Villecerf",17844.1742433342
"77504","Villemarechal",18850.6728201869
"77505","Villemareuil",14930.5700412432
"77506","Villemer",17644.8786177767
"77507","Villenauxe-la-Petite",22335.6676552294
"77508","Villeneuve-le-Comte",14967.1202016405
"77509","Villeneuve-les-Bordes",16469.676835887
"77510","Villeneuve-Saint-Denis",15084.2467978782
"77511","Villeneuve-sous-Dammartin",16650.2774452482
"77512","Villeneuve-sur-Bellot",18395.526738559
"77513","Villenoy",16187.9178708223
"77514","Villeparisis",13585.6505566823
"77515","Villeroy",17411.798132089
"77516","Ville-Saint-Jacques",18324.4263106738
"77517","Villevaude",14208.8530138084
"77518","Villiers-en-Biere",16671.6035892648
"77519","Villiers-Saint-Georges",17907.7752875952
"77520","Villiers-sous-Grez",16523.7108957266
"77521","Villiers-sur-Morin",15048.7491054788
"77522","Villiers-sur-Seine",21692.3523183641
"77523","Villuis",23557.70426337
"77524","Vimpelles",17386.6751914591
"77525","Vinantes",17701.2716280033
"77526","Vincy-Manoeuvre",21661.4634074543
"77527","Voinsles",14294.7360196082
"77528","Voisenon",16306.1370605861
"77529","Voulangis",14832.0154001353
"77530","Voulton",15728.3163694284
"77531","Voulx",20600.7193988151
"77532","Vulaines-les-Provins",14331.778978554
"77533","Vulaines-sur-Seine",17856.9364219078
"77534","Yebles",15836.8081389375
"78003","Ablis",21992.9923059477
"78005","Acheres",10368.7071823374
"78006","Adainville",21671.5173874659
"78007","Aigremont",10579.4726216338
"78009","Allainville",21689.8435930323
"78010","Les Alluets-le-Roi",12690.6528819273
"78013","Andelu",13977.7819024575
"78015","Andresy",11252.3996419417
"78020","Arnouville-les-Mantes",15083.4631977485
"78029","Aubergenville",13766.8943481841
"78030","Auffargis",16941.0691551708
"78031","Auffreville-Brasseuil",15493.9011520426
"78033","Aulnay-sur-Mauldre",13654.7116840724
"78034","Auteuil",14422.5144716275
"78036","Autouillet",14660.0421807261
"78043","Bailly",8792.90821110931
"78048","Bazainville",18350.5588917479
"78049","Bazemont",13281.5159903329
"78050","Bazoches-sur-Guyonne",15427.6259689365
"78053","Behoust",16146.2109771075
"78057","Bennecourt",22606.9473576298
"78062","Beynes",13504.2059468299
"78068","Blaru",26842.390028426
"78070","Boinville-en-Mantois",14623.7428170079
"78071","Boinville-le-Gaillard",22124.7074006124
"78072","Boinvilliers",16424.3165321852
"78073","Bois-d'Arcy",11336.7554804372
"78076","Boissets",19996.3052428816
"78077","La Boissiere-Ecole",22676.4882243014
"78082","Boissy-Mauvoisin",20005.9258067872
"78084","Boissy-sans-Avoir",15119.1778182531
"78087","Bonnelles",16204.4851775607
"78089","Bonnieres-sur-Seine",21711.2556891794
"78090","Bouafle",13160.6753760975
"78092","Bougival",6704.59075410026
"78096","Bourdonne",20647.3213031155
"78104","Breuil-Bois-Robert",15226.0627381236
"78107","Breval",21800.3341291278
"78108","Les Breviaires",17638.0191979527
"78113","Brueil-en-Vexin",15176.1981539021
"78117","Buc",9767.45328147423
"78118","Buchelay",16677.8712367925
"78120","Bullion",16827.5932665106
"78123","Carrieres-sous-Poissy",10878.5630994698
"78124","Carrieres-sur-Seine",6109.22132676666
"78125","La Celle-les-Bordes",17163.8925763849
"78126","La Celle-Saint-Cloud",6962.25957362932
"78128","Cernay-la-Ville",16236.3765700691
"78133","Chambourcy",10153.2315870133
"78138","Chanteloup-les-Vignes",11422.6324971616
"78140","Chapet",12680.4844600102
"78143","Chateaufort",11546.0812948039
"78146","Chatou",6464.23518874649
"78147","Chaufour-les-Bonnieres",25870.1430473929
"78152","Chavenay",11481.6301055647
"78158","Le Chesnay",7644.34698078042
"78160","Chevreuse",13836.0983331495
"78162","Choisel",15277.2930589965
"78163","Civry-la-Foret",18666.2389001877
"78164","Clairefontaine-en-Yvelines",18392.2060763565
"78165","Les Clayes-sous-Bois",11952.6120204241
"78168","Coignieres",15078.922219691
"78171","Conde-sur-Vesgre",20831.6668287822
"78172","Conflans-Sainte-Honorine",10968.149913087
"78185","Courgent",16691.497948126
"78188","Cravent",25328.972771243
"78189","Crespieres",12598.8333170524
"78190","Croissy-sur-Seine",6825.75060550574
"78192","Dammartin-en-Serve",18083.6210033219
"78193","Dampierre-en-Yvelines",15219.1526952665
"78194","Dannemarie",21887.6705627734
"78196","Davron",12180.0671774104
"78202","Drocourt",16591.9178145206
"78206","Ecquevilly",12759.190278811
"78208","Elancourt",13360.5135501293
"78209","Emance",23942.0846282728
"78217","Epone",14032.7872989998
"78220","Les Essarts-le-Roi",16229.5287521759
"78224","L'Etang-la-Ville",9133.85715266656
"78227","Evecquemont",13338.2909683819
"78230","La Falaise",13848.0246306622
"78231","Favrieux",17223.9859425985
"78233","Feucherolles",11340.000998475
"78234","Flacourt",17124.8659113183
"78236","Flexanville",15301.1370127898
"78237","Flins-Neuve-Eglise",20021.0027170707
"78238","Flins-sur-Seine",13523.8649762807
"78239","Follainville-Dennemont",16783.9910221605
"78242","Fontenay-le-Fleury",10321.1555058036
"78245","Fontenay-Mauvoisin",17165.7389000244
"78246","Fontenay-Saint-Pere",16034.6063060835
"78251","Fourqueux",9355.02690307251
"78255","Freneuse",20983.8484042562
"78261","Gaillon-sur-Montcient",14168.0180245364
"78262","Galluis",15775.0849080838
"78263","Gambais",18995.3227573346
"78264","Gambaiseuil",18457.7892385688
"78265","Garancieres",15684.1387723946
"78267","Gargenville",14547.0150779907
"78269","Gazeran",21216.7509931262
"78276","Gommecourt",22604.9248757053
"78278","Goupillieres",14566.3433220452
"78281","Goussonville",14397.3815707319
"78283","Grandchamp",23348.5784870409
"78285","Gressey",19916.1719829336
"78289","Grosrouvre",16931.0224438834
"78290","Guernes",18513.9325320562
"78291","Guerville",14878.2715296579
"78296","Guitrancourt",15181.1256330657
"78297","Guyancourt",10805.913240751
"78299","Hardricourt",13910.9881950088
"78300","Hargeville",14744.0942848038
"78302","La Hauteville",23442.1223758022
"78305","Herbeville",13008.6654520027
"78307","Hermeray",23279.8585459709
"78310","Houdan",21137.6503841379
"78311","Houilles",6322.45117705261
"78314","Issou",14699.1537321435
"78317","Jambville",15324.6406004097
"78320","Jeufosse",23801.29582049
"78321","Jouars-Pontchartrain",14059.5713389318
"78322","Jouy-en-Josas",9073.85498717838
"78324","Jouy-Mauvoisin",17414.7454650203
"78325","Jumeauville",14208.5276709945
"78327","Juziers",14309.4976508662
"78329","Lainville-en-Vexin",16214.7587535489
"78334","Levis-Saint-Nom",15283.0802674313
"78335","Limay",15474.2616170692
"78337","Limetz-Villez",24051.6400877259
"78343","Les Loges-en-Josas",9804.69462866823
"78344","Lommoye",23801.2270172565
"78346","Longnes",19762.1595002435
"78349","Longvilliers",17401.271337669
