"ID","NAMES","intermediaires_AsTheCrowFlies_ACC_0.05"
"77071","Chaintreaux",42062.4551581394
"77072","Chalautre-la-Grande",47437.1070483263
"77073","Chalautre-la-Petite",42232.2336976953
"77075","Chalifert",13362.5007693622
"77076","Chalmaison",40826.4840510426
"77077","Chambry",20946.201622072
"77078","Chamigny",31419.549565225
"77079","Champagne-sur-Seine",27912.2207489006
"77080","Champcenest",37298.4189249006
"77081","Champdeuil",16882.5254943418
"77082","Champeaux",20510.9933971386
"77083","Champs-sur-Marne",6603.60804554523
"77084","Changis-sur-Marne",25608.1480016182
"77085","Chanteloup-en-Brie",11860.7877916569
"77086","La Chapelle-Gauthier",24196.646514672
"77087","La Chapelle-Iger",25591.88708311
"77088","La Chapelle-la-Reine",29479.6629319877
"77089","La Chapelle-Rablais",28539.3346336724
"77090","La Chapelle-Saint-Sulpice",35538.2934342177
"77091","Les Chapelles-Bourbon",17648.3725878435
"77093","La Chapelle-Moutils",41098.3339022929
"77094","Charmentray",14872.1170946065
"77095","Charny",14669.7818210223
"77096","Chartrettes",20920.6293574711
"77097","Chartronges",35623.8902771894
"77098","Chateaubleau",31864.0802309575
"77099","Chateau-Landon",43167.3033814142
"77100","Le Chatelet-en-Brie",23296.4827096039
"77101","Chatenay-sur-Seine",37067.729676414
"77102","Chatenoy",36276.2580613033
"77103","Chatillon-la-Borde",22768.6744674921
"77104","Chatres",17622.8184018995
"77106","Chauffry",31456.842104918
"77107","Chaumes-en-Brie",19793.6456340404
"77108","Chelles",6886.40180672458
"77109","Chenoise",34442.5127797971
"77110","Chenou",41374.1464077002
"77111","Chessy",13092.0810900933
"77112","Chevrainvilliers",34988.2680360617
"77113","Chevru",32757.5138713577
"77114","Chevry-Cossigny",12455.7372954451
"77115","Chevry-en-Sereine",41753.1046616085
"77116","Choisy-en-Brie",33223.013430337
"77117","Citry",35756.0255020887
"77118","Claye-Souilly",11020.3828656365
"77119","Clos-Fontaine",27620.8799013263
"77120","Cocherel",30711.6550939086
"77121","Collegien",9548.07820653193
"77122","Combs-la-Ville",11042.1326930448
"77123","Compans",12473.062091295
"77124","Conches-sur-Gondoire",10975.9081908801
"77125","Conde-Sainte-Libiaire",15984.7104859703
"77126","Congis-sur-Therouanne",25022.1377991138
"77127","Coubert",14668.5295516797
"77128","Couilly-Pont-aux-Dames",17109.8822760565
"77129","Coulombs-en-Valois",33590.8823195919
"77130","Coulommes",20022.2841063725
"77131","Coulommiers",27380.6091771433
"77132","Coupvray",14086.9843626444
"77133","Courcelles-en-Bassee",35823.0616017136
"77134","Courchamp",38332.398281737
"77135","Courpalay",24310.561851124
"77136","Courquetaine",15913.957873646
"77137","Courtacon",37495.1919211864
"77138","Courtomer",21841.2031690138
"77139","Courtry",7797.29727280327
"77140","Coutencon",31154.4063365522
"77141","Coutevroult",16278.8782615242
"77142","Crecy-la-Chapelle",20045.1096809545
"77143","Cregy-les-Meaux",19417.8710759113
"77144","Crevecoeur-en-Brie",20137.1157151812
"77145","Crisenoy",17903.2629622201
"77146","Croissy-Beaubourg",8862.36473958932
"77147","La Croix-en-Brie",30088.3961483002
"77148","Crouy-sur-Ourcq",31936.3433679477
"77149","Cucharmoy",34680.1346043564
"77150","Cuisy",17604.6859134622
"77151","Dagny",31589.6069422413
"77152","Dammarie-les-Lys",17872.0609759567
"77153","Dammartin-en-Goele",16330.2198872061
"77154","Dammartin-sur-Tigeaux",19003.9596384455
"77155","Dampmart",12366.5645721595
"77156","Darvault",34484.3627546535
"77157","Dhuisy",33781.6994186966
"77158","Diant",40520.5397887721
"77159","Donnemarie-Dontilly",35623.2996562703
"77161","Dormelles",35812.3739675854
"77162","Doue",31001.7467406013
"77163","Douy-la-Ramee",23210.6911055997
"77164","Echouboulains",29116.3983532113
"77165","Les Ecrennes",25918.9542235245
"77166","Ecuelles",31509.6415479047
"77167","Egligny",37399.9062375525
"77168","Egreville",44112.457036021
"77169","Emerainville",7360.29493255235
"77170","Episy",32218.4334107875
"77171","Esbly",15098.793433166
"77172","Esmans",36466.5148713767
"77173","Etrepilly",24106.5006076702
"77174","Everly",42196.7714302325
"77175","Evry-Gregy-sur-Yerre",13045.0274122011
"77176","Faremoutiers",23536.619846464
"77177","Favieres",14036.949919416
"77178","Fay-les-Nemours",36985.7451831254
"77179","Fericy",24975.8224713297
"77180","Ferolles-Attilly",10774.5007960625
"77181","Ferrieres-en-Brie",10799.9552533184
"77182","La Ferte-Gaucher",37419.7423764443
"77183","La Ferte-sous-Jouarre",30143.4968758347
"77184","Flagy",36838.222325037
"77185","Fleury-en-Biere",20339.2380424447
"77186","Fontainebleau",24918.2749452453
"77187","Fontaine-Fourches",49308.6580878582
"77188","Fontaine-le-Port",22939.817992082
"77190","Fontains",29754.4700764785
"77191","Fontenailles",26393.3068061954
"77192","Fontenay-Tresigny",19676.5460066899
"77193","Forfry",21602.469659739
"77194","Forges",31696.3947112542
"77195","Fouju",19037.0127410926
"77196","Fresnes-sur-Marne",13117.1094511604
"77197","Fretoy",33360.6729369431
"77198","Fromont",33726.7426408237
"77199","Fublaines",21154.5794110158
"77200","Garentreville",35473.2283681929
"77201","Gastins",27267.5878322335
"77202","La Genevraye",32415.9537426723
"77203","Germigny-l'Eveque",23196.2385736574
"77204","Germigny-sous-Coulombs",34598.6673880952
"77205","Gesvres-le-Chapitre",20566.8713072446
"77206","Giremoutiers",24554.0802682383
"77207","Gironville",40611.5676874076
"77208","Gouaix",43010.9078251524
"77209","Gouvernes",10085.4186677672
"77210","La Grande-Paroisse",31564.3428453835
"77211","Grandpuits-Bailly-Carrois",26665.5042933805
"77212","Gravon",39624.2128417912
"77214","Gressy",11541.0558321095
"77215","Gretz-Armainvilliers",13281.1731757742
"77216","Grez-sur-Loing",31459.4843074893
"77217","Grisy-Suisnes",13402.1431578708
"77218","Grisy-sur-Seine",45180.9440982174
"77219","Guerard",20955.2970955684
"77220","Guercheville",33523.2380113134
"77221","Guermantes",10719.1830770845
"77222","Guignes",18910.3284233449
"77223","Gurcy-le-Chatel",33887.2782415123
"77224","Hautefeuille",22230.5790311265
"77225","La Haute-Maison",23339.2493205845
"77226","Hericy",25623.6108147003
"77227","Herme",44799.7846128122
"77228","Hondevilliers",38100.8170140098
"77229","La Houssaye-en-Brie",18495.149803831
"77230","Ichy",37467.9337975064
"77231","Isles-les-Meldeuses",25903.0813355793
"77232","Isles-les-Villenoy",16015.5239717608
"77233","Iverny",16941.0866606474
"77234","Jablines",13042.7722290564
"77235","Jaignes",28371.4875919099
"77236","Jaulnes",44389.9516245884
"77237","Jossigny",12962.8958653111
"77238","Jouarre",28573.1288962715
"77239","Jouy-le-Chatel",31086.7048778294
"77240","Jouy-sur-Morin",35830.4558802302
"77241","Juilly",15402.1281091163
"77242","Jutigny",39473.621926899
"77243","Lagny-sur-Marne",10679.5518374126
"77244","Larchant",32208.8465384972
"77245","Laval-en-Brie",31101.8684879734
"77246","Lechelle",44302.4795816762
"77247","Lescherolles",39705.2568835509
"77248","Lesches",14475.8880957825
"77249","Lesigny",9566.21479890128
"77250","Leudon-en-Brie",36053.8807414598
"77251","Lieusaint",11187.5441081366
"77252","Limoges-Fourches",14733.6946457885
"77253","Lissy",15962.0280220707
"77254","Liverdy-en-Brie",16683.1489778434
"77255","Livry-sur-Seine",19757.6407780032
"77256","Lizines",35799.0549764079
"77257","Lizy-sur-Ourcq",27532.1475151846
"77258","Lognes",7889.22595190925
"77259","Longperrier",15552.6372483995
"77260","Longueville",39297.6008416982
"77261","Lorrez-le-Bocage-Preaux",40641.1892393017
"77262","Louan-Villegruis-Fontaine",47963.8243221795
"77263","Luisetaines",38927.7665549133
"77264","Lumigny-Nesles-Ormeaux",22704.718193832
"77265","Luzancy",33062.2040259787
"77266","Machault",27007.9586683132
"77267","La Madeleine-sur-Loing",39116.5896895369
"77268","Magny-le-Hongre",14965.4384623798
"77269","Maincy",18247.104341411
"77270","Maisoncelles-en-Brie",22747.3710687159
"77271","Maisoncelles-en-Gatinais",39798.1286807654
"77272","Maison-Rouge",34422.8073889947
"77273","Marchemoret",18340.2992941658
"77274","Marcilly",22005.0725469664
"77275","Les Marets",39035.8425009219
"77276","Mareuil-les-Meaux",17834.888243614
"77277","Marles-en-Brie",20077.0124500242
"77278","Marolles-en-Brie",30766.4915919538
"77279","Marolles-sur-Seine",36428.259960468
"77280","Mary-sur-Marne",27460.7165619062
"77281","Mauperthuis",25350.2307026164
"77282","Mauregard",12216.617687276
"77283","May-en-Multien",29024.3972562843
"77284","Meaux",19949.9890281548
"77285","Le Mee-sur-Seine",16655.1983841076
"77286","Meigneux",33475.2119971953
"77287","Meilleray",42727.8852907277
"77288","Melun",17275.1436661904
"77289","Melz-sur-Seine",46405.7448898012
"77290","Mery-sur-Marne",34041.6426173262
"77291","Le Mesnil-Amelot",12098.5843362072
"77292","Messy",12793.003218356
"77293","Misy-sur-Yonne",39604.6455476251
"77294","Mitry-Mory",10586.4260001959
"77295","Moisenay",18964.6361114007
"77296","Moissy-Cramayel",12452.4334391266
"77297","Mondreville",41887.4899539919
"77298","Mons-en-Montois",35971.3000596133
"77299","Montarlot",32710.6102543185
"77300","Montceaux-les-Meaux",23654.5832091885
"77301","Montceaux-les-Provins",44683.9580843442
"77302","Montcourt-Fromonville",32678.7799117817
"77303","Montdauphin",42880.7014539801
"77304","Montenils",45623.3643491702
"77305","Montereau-Fault-Yonne",33708.5565340636
"77306","Montereau-sur-le-Jard",15698.3993253751
"77307","Montevrain",12295.0316437602
"77308","Montge-en-Goele",16920.7868576201
"77309","Monthyon",19031.7037608194
"77310","Montigny-le-Guesdier",44698.0209479796
"77311","Montigny-Lencoup",33994.7244076366
"77312","Montigny-sur-Loing",30572.261559759
"77313","Montmachoux",38480.6755924848
"77314","Montolivet",43356.7848852464
"77315","Montry",15359.8615519663
"77316","Moret-sur-Loing",30572.6582828309
"77317","Mormant",22864.015551598
"77318","Mortcerf",19523.4798856337
"77319","Mortery",37634.9240194546
"77320","Mouroux",25414.8009285634
"77321","Mousseaux-les-Bray",43264.9456088797
"77322","Moussy-le-Neuf",15460.2379942496
"77323","Moussy-le-Vieux",14572.1912317837
"77325","Mouy-sur-Seine",42534.9949535721
"77326","Nandy",12757.4007003037
"77327","Nangis",28705.7173818312
"77328","Nanteau-sur-Essonne",28758.3405624478
"77329","Nanteau-sur-Lunain",37766.4437408003
"77330","Nanteuil-les-Meaux",19142.5959020044
"77331","Nanteuil-sur-Marne",35104.9722464611
"77332","Nantouillet",14242.4775607663
"77333","Nemours",35406.9037128915
"77335","Chauconin-Neufmontiers",17599.48142292
"77336","Neufmoutiers-en-Brie",16452.9762040557
"77337","Noisiel",7423.46032447372
"77338","Noisy-Rudignon",35751.7470640818
"77339","Noisy-sur-Ecole",24711.0504390623
"77340","Nonville",34601.7874569607
"77341","Noyen-sur-Seine",45727.5923571096
"77342","Obsonville",36819.407650545
"77343","Ocquerre",29148.0632843121
"77344","Oissery",21339.1758679097
"77345","Orly-sur-Morin",33991.0814600818
"77347","Les Ormes-sur-Voulzie",40601.4297637019
"77348","Ormesson",35653.1007770957
"77349","Othis",17422.6499078159
"77350","Ozoir-la-Ferriere",11174.3724407801
"77352","Ozouer-le-Voulgis",17421.9928406147
"77353","Paley",39556.8318739743
"77354","Pamfou",26679.4493599569
"77355","Paroy",38846.2995524953
"77356","Passy-sur-Seine",46690.69654336
"77357","Pecy",28941.1127767414
"77358","Penchard",19226.4516477348
"77359","Perthes",18261.998053106
"77360","Pezarches",23638.1965811253
"77361","Pierre-Levee",25011.538013209
"77363","Le Pin",8495.80771390222
"77364","Le Plessis-aux-Bois",16427.5786931153
"77365","Le Plessis-Feu-Aussoux",26179.6149084938
"77366","Le Plessis-l'Eveque",17633.6072895562
"77367","Le Plessis-Placy",26757.1481628061
"77368","Poigny",40101.9759368008
"77369","Poincy",21319.7608904415
"77370","Poligny",38013.3004615225
"77371","Pommeuse",23387.0042288697
"77372","Pomponne",9530.90149172767
"77373","Pontault-Combault",8275.75909398675
"77374","Pontcarre",11272.3789768334
"77376","Precy-sur-Marne",13855.8671194256
"77377","Presles-en-Brie",14759.7805569397
"77378","Pringy",16030.9410691931
"77379","Provins",40064.8941859823
"77380","Puisieux",24582.8618217972
"77381","Quiers",25332.6532807979
"77382","Quincy-Voisins",17792.1717252818
"77383","Rampillon",31633.2969079397
"77384","Reau",13806.3854645532
"77385","Rebais",33977.8242049576
"77386","Recloses",28616.9279737465
"77387","Remauville",40295.1728842
"77388","Reuil-en-Brie",31817.3162516325
"77389","La Rochette",18921.7329757168
"77390","Roissy-en-Brie",9825.07629082767
"77391","Rouilly",39374.5295927563
"77392","Rouvres",17986.1102038145
"77393","Rozay-en-Brie",23775.8360280855
"77394","Rubelles",17103.2491548366
"77395","Rumont",32508.2658028543
"77396","Rupereux",40068.8295502097
"77397","Saacy-sur-Marne",34234.4991313589
"77398","Sablonnieres",36993.3850170224
"77399","Saint-Ange-le-Viel",38762.1036415604
"77400","Saint-Augustin",24720.7008997621
"77401","Sainte-Aulde",33353.8047270753
"77402","Saint-Barthelemy",40210.4188890308
"77403","Saint-Brice",41850.0809465702
"77404","Sainte-Colombe",39599.2600687765
"77405","Saint-Cyr-sur-Morin",31646.5390143487
"77406","Saint-Denis-les-Rebais",32421.5479525385
"77407","Saint-Fargeau-Ponthierry",14459.1311915785
"77408","Saint-Fiacre",21457.6457862117
"77409","Saint-Germain-Laval",33902.3197402653
"77410","Saint-Germain-Laxis",17170.6899503896
"77411","Saint-Germain-sous-Doue",29526.0670525677
"77412","Saint-Germain-sur-Ecole",18195.6367464915
"77413","Saint-Germain-sur-Morin",15964.6867415692
"77414","Saint-Hilliers",37225.8742855687
"77415","Saint-Jean-les-Deux-Jumeaux",25141.378756649
"77416","Saint-Just-en-Brie",31665.8735546981
"77417","Saint-Leger",35763.0224777142
"77418","Saint-Loup-de-Naud",37771.6718970899
"77419","Saint-Mammes",29502.1038541875
"77420","Saint-Mard",15988.7836390859
"77421","Saint-Mars-Vieux-Maisons",38387.9390165902
"77423","Saint-Martin-des-Champs",38762.9090145322
"77424","Saint-Martin-du-Boschet",43554.7624344885
"77425","Saint-Martin-en-Biere",21376.8243740317
"77426","Saint-Mery",22090.6237096412
"77427","Saint-Mesmes",13922.3040956974
"77428","Saint-Ouen-en-Brie",25150.1255789894
"77429","Saint-Ouen-sur-Morin",32913.535923116
"77430","Saint-Pathus",20581.6355504132
"77431","Saint-Pierre-les-Nemours",34335.3976738583
"77432","Saint-Remy-la-Vanne",34368.6482856051
"77433","Saints",26268.0980687231
"77434","Saint-Sauveur-les-Bray",40590.7134988307
"77435","Saint-Sauveur-sur-Ecole",16863.4441114917
"77436","Saint-Simeon",32170.3349515828
"77437","Saint-Soupplets",19168.9181138336
"77438","Saint-Thibault-des-Vignes",9304.52291421727
"77439","Salins",33726.4897128141
"77440","Sammeron",27547.5891811122
"77441","Samois-sur-Seine",23889.5366410955
"77442","Samoreau",26214.3890404605
"77443","Sancy",21243.081094314
"77444","Sancy-les-Provins",42121.4414361427
"77445","Savigny-le-Temple",13083.8530377279
"77446","Savins",38000.412651483
"77447","Seine-Port",14317.2235613687
"77448","Sept-Sorts",28800.4824901171
"77449","Serris",13805.5634031966
"77450","Servon",10064.9337347686
"77451","Signy-Signets",26438.7392255095
"77452","Sigy",37657.4218102886
"77453","Sivry-Courtry",20662.8582943591
"77454","Sognolles-en-Montois",35567.9382599735
"77455","Soignolles-en-Brie",15475.3211855129
"77456","Soisy-Bouy",42115.4376919401
"77457","Solers",15724.5598626021
"77458","Souppes-sur-Loing",41116.8235443014
"77459","Sourdun",43999.0472257111
"77460","Tancrou",29079.1182296664
"77461","Thenisy",37584.5036275416
"77462","Thieux",13506.5454871789
"77463","Thomery",27475.235478986
"77464","Thorigny-sur-Marne",10978.1763087649
"77465","Thoury-Ferottes",38207.8647959952
"77466","Tigeaux",18605.2954093986
"77467","La Tombe",38498.3952364232
"77468","Torcy",8363.44594300398
"77469","Touquin",25458.7718208122
"77470","Tournan-en-Brie",15491.6752737946
"77471","Tousson",27060.9535025458
"77472","La Tretoire",34813.2972451164
"77473","Treuzy-Levelay",36063.2929608689
"77474","Trilbardou",15705.1640118518
"77475","Trilport",22807.8694003369
"77476","Trocy-en-Multien",25408.047144211
"77477","Ury",28008.9417232592
"77478","Ussy-sur-Marne",28215.5972647448
"77479","Vaires-sur-Marne",7944.44471686763
"77480","Valence-en-Brie",28644.1621159637
"77481","Vanville",32957.6875826307
"77482","Varennes-sur-Seine",33831.8133750927
"77483","Varreddes",22663.0545423873
"77484","Vaucourtois",21218.0424976412
"77485","Le Vaudoue",26923.0080581439
"77486","Vaudoy-en-Brie",28266.3999923079
"77487","Vaux-le-Penil",19150.7203802791
"77489","Vaux-sur-Lunain",43575.4001520111
"77490","Vendrest",31501.2689659825
"77491","Veneux-les-Sablons",29157.8268942464
"77492","Verdelot",40433.5079064122
"77493","Verneuil-l'Etang",20102.0986239018
"77494","Vernou-la-Celle-sur-Seine",29431.7112994582
"77495","Vert-Saint-Denis",15288.7202437355
"77496","Vieux-Champagne",32991.4954604395
"77498","Vignely",15742.5352862281
"77500","Villebeon",43650.8818928779
"77501","Villecerf",33779.3841883678
"77504","Villemarechal",37910.6936790117
"77505","Villemareuil",22834.1882841602
"77506","Villemer",34834.4089953102
"77507","Villenauxe-la-Petite",46411.1622092489
"77508","Villeneuve-le-Comte",16252.5880591706
"77509","Villeneuve-les-Bordes",31577.6937419397
"77510","Villeneuve-Saint-Denis",14440.3870815527
"77511","Villeneuve-sous-Dammartin",13785.4041718919
"77512","Villeneuve-sur-Bellot",38840.3575131985
"77513","Villenoy",17516.9843915838
"77514","Villeparisis",9112.7202849625
"77515","Villeroy",16057.5105542327
"77516","Ville-Saint-Jacques",34220.6695313677
"77517","Villevaude",9632.10740568821
"77518","Villiers-en-Biere",18178.716787056
"77519","Villiers-Saint-Georges",43553.1985295304
"77520","Villiers-sous-Grez",30395.6949017845
"77521","Villiers-sur-Morin",17239.4206733671
"77522","Villiers-sur-Seine",47339.3031661055
"77523","Villuis",48102.5138270477
"77524","Vimpelles",38854.4768617774
"77525","Vinantes",15531.8470499211
"77526","Vincy-Manoeuvre",26635.3826431692
"77527","Voinsles",25915.3775957059
"77528","Voisenon",16344.3352725476
"77529","Voulangis",18124.064600236
"77530","Voulton",41184.9161270335
"77531","Voulx",39870.6288975041
"77532","Vulaines-les-Provins",37072.2786396087
"77533","Vulaines-sur-Seine",25589.4570356749
"77534","Yebles",17807.670012136
"78003","Ablis",26770.8600476707
"78005","Acheres",8298.96384392389
"78006","Adainville",26511.951821802
"78007","Aigremont",10315.9220053429
"78009","Allainville",28273.4895047078
"78010","Les Alluets-le-Roi",13335.634401075
"78013","Andelu",16990.0448224103
"78015","Andresy",9382.58930942031
"78020","Arnouville-les-Mantes",20747.1276802265
"78029","Aubergenville",15821.3072080834
"78030","Auffargis",18012.9945093074
"78031","Auffreville-Brasseuil",21748.4093149653
"78033","Aulnay-sur-Mauldre",15856.5678984395
"78034","Auteuil",17158.8101693887
"78036","Autouillet",17936.9627019605
"78043","Bailly",8225.98909305517
"78048","Bazainville",24138.0554499476
"78049","Bazemont",14764.1374466266
"78050","Bazoches-sur-Guyonne",17140.8869822526
"78053","Behoust",21130.6316400246
"78057","Bennecourt",30033.1844262513
"78062","Beynes",15117.1973869076
"78068","Blaru",34152.811301828
"78070","Boinville-en-Mantois",19549.4124094826
"78071","Boinville-le-Gaillard",27793.3056194955
"78072","Boinvilliers",23468.6603052839
"78073","Bois-d'Arcy",10319.6836429998
"78076","Boissets",27321.9383682241
"78077","La Boissiere-Ecole",27286.6859859406
"78082","Boissy-Mauvoisin",27887.7601541629
"78084","Boissy-sans-Avoir",18250.0173047876
"78087","Bonnelles",16817.1593123436
"78089","Bonnieres-sur-Seine",29363.644238547
"78090","Bouafle",14134.6015142633
"78092","Bougival",6439.66699290339
"78096","Bourdonne",25932.8605362394
"78104","Breuil-Bois-Robert",21174.2925532902
"78107","Breval",29763.5676704003
"78108","Les Breviaires",20123.3123949157
"78113","Brueil-en-Vexin",18426.1052074991
"78117","Buc",8397.32477451072
"78118","Buchelay",23611.5690375228
"78120","Bullion",17879.7909926199
"78123","Carrieres-sous-Poissy",9999.28123172592
"78124","Carrieres-sur-Seine",5332.21920044484
"78125","La Celle-les-Bordes",18276.896387528
"78126","La Celle-Saint-Cloud",6619.64804390763
"78128","Cernay-la-Ville",16587.9579660975
"78133","Chambourcy",9798.85374938868
"78138","Chanteloup-les-Vignes",9941.77470736617
"78140","Chapet",12839.9961303982
"78143","Chateaufort",10222.0986502499
"78146","Chatou",5899.17183386355
"78147","Chaufour-les-Bonnieres",33392.097662485
"78152","Chavenay",11105.5832236035
"78158","Le Chesnay",7042.00099182159
"78160","Chevreuse",12850.2889550778
"78162","Choisel",14856.7989473167
"78163","Civry-la-Foret",25796.9214560154
"78164","Clairefontaine-en-Yvelines",20695.6967835041
"78165","Les Clayes-sous-Bois",11243.4076269745
"78168","Coignieres",15379.3662364347
"78171","Conde-sur-Vesgre",25669.3866191308
"78172","Conflans-Sainte-Honorine",8512.30471237746
"78185","Courgent",23594.2447598659
"78188","Cravent",32998.5427216636
"78189","Crespieres",13134.646114302
"78190","Croissy-sur-Seine",6477.04797326872
"78192","Dammartin-en-Serve",25649.6778936049
"78193","Dampierre-en-Yvelines",14886.3940715693
"78194","Dannemarie",27786.4792018385
"78196","Davron",12360.0721340373
"78202","Drocourt",21118.3566252772
"78206","Ecquevilly",13286.0584638429
"78208","Elancourt",12901.7864277345
"78209","Emance",28192.8461527949
"78217","Epone",17053.8538905235
"78220","Les Essarts-le-Roi",17166.7468774572
"78224","L'Etang-la-Ville",8778.93073904002
"78227","Evecquemont",13567.7180411582
"78230","La Falaise",16459.7989153376
"78231","Favrieux",24721.5268028416
"78233","Feucherolles",11234.5393697048
"78234","Flacourt",24556.8717687754
"78236","Flexanville",20078.9618817135
"78237","Flins-Neuve-Eglise",27714.6082509088
"78238","Flins-sur-Seine",15097.2811621251
"78239","Follainville-Dennemont",22911.4143010054
"78242","Fontenay-le-Fleury",9286.32448112578
"78245","Fontenay-Mauvoisin",24591.2301004135
"78246","Fontenay-Saint-Pere",20944.7376080179
"78251","Fourqueux",8991.7901603649
"78255","Freneuse",28208.600054625
"78261","Gaillon-sur-Montcient",15449.3273691885
"78262","Galluis",18968.3991995235
"78263","Gambais",24323.3257390134
"78264","Gambaiseuil",22803.5654936977
"78265","Garancieres",19887.7615660293
"78267","Gargenville",17774.2094133126
"78269","Gazeran",24865.6923342454
"78276","Gommecourt",29644.2325151933
"78278","Goupillieres",18769.2462404538
"78281","Goussonville",18731.219061946
"78283","Grandchamp",28625.8390743402
"78285","Gressey",26766.1526461634
"78289","Grosrouvre",20778.2476508614
"78290","Guernes",25796.218821985
"78291","Guerville",20149.6715261971
"78296","Guitrancourt",19366.6388320513
"78297","Guyancourt",9489.36626833146
"78299","Hardricourt",15305.1826757984
"78300","Hargeville",19644.2236895339
"78302","La Hauteville",28483.4951742294
"78305","Herbeville",14122.5973837478
"78307","Hermeray",27655.8283777418
"78310","Houdan",27654.3784559779
"78311","Houilles",5319.36274518878
"78314","Issou",18487.6841656925
"78317","Jambville",17849.0027654467
"78320","Jeufosse",31297.5663312381
"78321","Jouars-Pontchartrain",14640.0325792883
"78322","Jouy-en-Josas",7784.00266409852
"78324","Jouy-Mauvoisin",24869.6290161264
"78325","Jumeauville",18011.7008721989
"78327","Juziers",16716.0682970952
"78329","Lainville-en-Vexin",19586.9493928757
"78334","Levis-Saint-Nom",15303.5822707118
"78335","Limay",20787.9963694112
"78337","Limetz-Villez",31293.7947563544
"78343","Les Loges-en-Josas",8351.73082283793
"78344","Lommoye",31535.6024065832
"78346","Longnes",27641.7186380887
"78349","Longvilliers",19820.8445970899
