"ID","NAMES","employe_AsTheCowRolls_POT_0"
"77126","Congis-sur-Therouanne",232
"77127","Coubert",302
"77128","Couilly-Pont-aux-Dames",299
"77129","Coulombs-en-Valois",76
"77130","Coulommes",57
"77131","Coulommiers",2513
"77132","Coupvray",417
"77133","Courcelles-en-Bassee",27
"77134","Courchamp",20
"77135","Courpalay",190
"77136","Courquetaine",20
"77137","Courtacon",31
"77138","Courtomer",78
"77139","Courtry",843
"77140","Coutencon",53
"77141","Coutevroult",151
"77142","Crecy-la-Chapelle",640
"77143","Cregy-les-Meaux",848
"77144","Crevecoeur-en-Brie",36
"77145","Crisenoy",99
"77146","Croissy-Beaubourg",241
"77147","La Croix-en-Brie",103
"77148","Crouy-sur-Ourcq",263
"77149","Cucharmoy",29
"77150","Cuisy",76
"77151","Dagny",61
"77152","Dammarie-les-Lys",3170
"77153","Dammartin-en-Goele",1305
"77154","Dammartin-sur-Tigeaux",160
"77155","Dampmart",424
"77156","Darvault",117
"77157","Dhuisy",24
"77158","Diant",29
"77159","Donnemarie-Dontilly",421
"77161","Dormelles",67
"77162","Doue",152
"77163","Douy-la-Ramee",46
"77164","Echouboulains",55
"77165","Les Ecrennes",145
"77166","Ecuelles",360
"77167","Egligny",60
"77168","Egreville",333
"77169","Emerainville",1209
"77170","Episy",69
"77171","Esbly",979
"77172","Esmans",173
"77173","Etrepilly",148
"77174","Everly",108
"77175","Evry-Gregy-sur-Yerre",313
"77176","Faremoutiers",419
"77177","Favieres",112
"77178","Fay-les-Nemours",50
"77179","Fericy",59
"77180","Ferolles-Attilly",173
"77181","Ferrieres-en-Brie",267
"77182","La Ferte-Gaucher",680
"77183","La Ferte-sous-Jouarre",1707
"77184","Flagy",81
"77185","Fleury-en-Biere",68
"77186","Fontainebleau",1642
"77187","Fontaine-Fourches",92
"77188","Fontaine-le-Port",84
"77190","Fontains",25
"77191","Fontenailles",140
"77192","Fontenay-Tresigny",820
"77193","Forfry",40
"77194","Forges",70
"77195","Fouju",113
"77196","Fresnes-sur-Marne",92
"77197","Fretoy",32
"77198","Fromont",16
"77199","Fublaines",191
"77200","Garentreville",19
"77201","Gastins",149
"77202","La Genevraye",68
"77203","Germigny-l'Eveque",176
"77204","Germigny-sous-Coulombs",8
"77205","Gesvres-le-Chapitre",33
"77206","Giremoutiers",12
"77207","Gironville",30
"77208","Gouaix",251
"77209","Gouvernes",103
"77210","La Grande-Paroisse",402
"77211","Grandpuits-Bailly-Carrois",156
"77212","Gravon",8
"77214","Gressy",139
"77215","Gretz-Armainvilliers",1218
"77216","Grez-sur-Loing",236
"77217","Grisy-Suisnes",328
"77218","Grisy-sur-Seine",11
"77219","Guerard",233
"77220","Guercheville",36
"77221","Guermantes",150
"77222","Guignes",673
"77223","Gurcy-le-Chatel",60
"77224","Hautefeuille",32
"77225","La Haute-Maison",69
"77226","Hericy",287
"77227","Herme",97
"77228","Hondevilliers",48
"77229","La Houssaye-en-Brie",215
"77230","Ichy",11
"77231","Isles-les-Meldeuses",151
"77232","Isles-les-Villenoy",129
"77233","Iverny",120
"77234","Jablines",95
"77235","Jaignes",42
"77236","Jaulnes",36
"77237","Jossigny",88
"77238","Jouarre",680
"77239","Jouy-le-Chatel",241
"77240","Jouy-sur-Morin",320
"77241","Juilly",382
"77242","Jutigny",78
"77243","Lagny-sur-Marne",2930
"77244","Larchant",92
"77245","Laval-en-Brie",49
"77246","Lechelle",44
"77247","Lescherolles",52
"77248","Lesches",73
"77249","Lesigny",949
"77250","Leudon-en-Brie",36
"77251","Lieusaint",1987
"77252","Limoges-Fourches",79
"77253","Lissy",29
"77254","Liverdy-en-Brie",155
"77255","Livry-sur-Seine",236
"77256","Lizines",31
"77257","Lizy-sur-Ourcq",614
"77258","Lognes",3043
"77259","Longperrier",490
"77260","Longueville",257
"77261","Lorrez-le-Bocage-Preaux",195
"77262","Louan-Villegruis-Fontaine",61
"77263","Luisetaines",4
"77264","Lumigny-Nesles-Ormeaux",232
"77265","Luzancy",252
"77266","Machault",125
"77267","La Madeleine-sur-Loing",35
"77268","Magny-le-Hongre",1332
"77269","Maincy",179
"77270","Maisoncelles-en-Brie",68
"77271","Maisoncelles-en-Gatinais",13
"77272","Maison-Rouge",107
"77273","Marchemoret",80
"77274","Marcilly",50
"77275","Les Marets",16
"77276","Mareuil-les-Meaux",274
"77277","Marles-en-Brie",148
"77278","Marolles-en-Brie",63
"77279","Marolles-sur-Seine",255
"77280","Mary-sur-Marne",175
"77281","Mauperthuis",47
"77282","Mauregard",65
"77283","May-en-Multien",152
"77284","Meaux",9329
"77285","Le Mee-sur-Seine",3642
"77286","Meigneux",35
"77287","Meilleray",72
"77288","Melun",7060
"77289","Melz-sur-Seine",53
"77290","Mery-sur-Marne",105
"77291","Le Mesnil-Amelot",152
"77292","Messy",185
"77293","Misy-sur-Yonne",113
"77294","Mitry-Mory",3035
"77295","Moisenay",168
"77296","Moissy-Cramayel",3282
"77297","Mondreville",76
"77298","Mons-en-Montois",53
"77299","Montarlot",19
"77300","Montceaux-les-Meaux",76
"77301","Montceaux-les-Provins",70
"77302","Montcourt-Fromonville",343
"77303","Montdauphin",24
"77304","Montenils",9
"77305","Montereau-Fault-Yonne",2317
"77306","Montereau-sur-le-Jard",63
"77307","Montevrain",1820
"77308","Montge-en-Goele",97
"77309","Monthyon",296
"77310","Montigny-le-Guesdier",55
"77311","Montigny-Lencoup",176
"77312","Montigny-sur-Loing",359
"77313","Montmachoux",36
"77314","Montolivet",40
"77315","Montry",404
"77316","Moret-sur-Loing",607
"77317","Mormant",752
"77318","Mortcerf",266
"77319","Mortery",26
"77320","Mouroux",752
"77321","Mousseaux-les-Bray",96
"77322","Moussy-le-Neuf",403
"77323","Moussy-le-Vieux",172
"77325","Mouy-sur-Seine",67
"77326","Nandy",1022
"77327","Nangis",1348
"77328","Nanteau-sur-Essonne",46
"77329","Nanteau-sur-Lunain",57
"77330","Nanteuil-les-Meaux",873
"77331","Nanteuil-sur-Marne",89
"77332","Nantouillet",24
"77333","Nemours",1929
"77335","Chauconin-Neufmontiers",307
"77336","Neufmoutiers-en-Brie",189
"77337","Noisiel",2563
"77338","Noisy-Rudignon",94
"77339","Noisy-sur-Ecole",170
"77340","Nonville",93
"77341","Noyen-sur-Seine",58
"77342","Obsonville",21
"77343","Ocquerre",63
"77344","Oissery",387
"77345","Orly-sur-Morin",88
"77347","Les Ormes-sur-Voulzie",137
"77348","Ormesson",36
"77349","Othis",920
"77350","Ozoir-la-Ferriere",2669
"77352","Ozouer-le-Voulgis",332
"77353","Paley",64
"77354","Pamfou",122
"77355","Paroy",28
"77356","Passy-sur-Seine",7
"77357","Pecy",120
"77358","Penchard",126
"77359","Perthes",204
"77360","Pezarches",55
"77361","Pierre-Levee",91
"77363","Le Pin",188
"77364","Le Plessis-aux-Bois",42
"77365","Le Plessis-Feu-Aussoux",100
"77366","Le Plessis-l'Eveque",41
"77367","Le Plessis-Placy",35
"77368","Poigny",72
"77369","Poincy",113
"77370","Poligny",115
"77371","Pommeuse",380
"77372","Pomponne",568
"77373","Pontault-Combault",6040
"77374","Pontcarre",306
"77376","Precy-sur-Marne",132
"77377","Presles-en-Brie",390
"77378","Pringy",352
"77379","Provins",1859
"77380","Puisieux",40
"77381","Quiers",103
"77382","Quincy-Voisins",762
"77383","Rampillon",144
"77384","Reau",164
"77385","Rebais",380
"77386","Recloses",96
"77387","Remauville",55
"77388","Reuil-en-Brie",123
"77389","La Rochette",412
"77390","Roissy-en-Brie",3852
"77391","Rouilly",72
"77392","Rouvres",72
"77393","Rozay-en-Brie",413
"77394","Rubelles",200
"77395","Rumont",20
"77396","Rupereux",8
"77397","Saacy-sur-Marne",298
"77398","Sablonnieres",109
"77399","Saint-Ange-le-Viel",44
"77400","Saint-Augustin",204
"77401","Sainte-Aulde",106
"77402","Saint-Barthelemy",57
"77403","Saint-Brice",88
"77404","Sainte-Colombe",298
"77405","Saint-Cyr-sur-Morin",253
"77406","Saint-Denis-les-Rebais",162
"77407","Saint-Fargeau-Ponthierry",1774
"77408","Saint-Fiacre",39
"77409","Saint-Germain-Laval",436
"77410","Saint-Germain-Laxis",85
"77411","Saint-Germain-sous-Doue",56
"77412","Saint-Germain-sur-Ecole",57
"77413","Saint-Germain-sur-Morin",546
"77414","Saint-Hilliers",59
"77415","Saint-Jean-les-Deux-Jumeaux",186
"77416","Saint-Just-en-Brie",44
"77417","Saint-Leger",24
"77418","Saint-Loup-de-Naud",156
"77419","Saint-Mammes",456
"77420","Saint-Mard",679
"77421","Saint-Mars-Vieux-Maisons",32
"77423","Saint-Martin-des-Champs",109
"77424","Saint-Martin-du-Boschet",25
"77425","Saint-Martin-en-Biere",95
"77426","Saint-Mery",45
"77427","Saint-Mesmes",99
"77428","Saint-Ouen-en-Brie",112
"77429","Saint-Ouen-sur-Morin",64
"77430","Saint-Pathus",932
"77431","Saint-Pierre-les-Nemours",768
"77432","Saint-Remy-la-Vanne",154
"77433","Saints",194
"77434","Saint-Sauveur-les-Bray",55
"77435","Saint-Sauveur-sur-Ecole",85
"77436","Saint-Simeon",110
"77437","Saint-Soupplets",680
"77438","Saint-Thibault-des-Vignes",982
"77439","Salins",160
"77440","Sammeron",169
"77441","Samois-sur-Seine",163
"77442","Samoreau",293
"77443","Sancy",56
"77444","Sancy-les-Provins",36
"77445","Savigny-le-Temple",5186
"77446","Savins",107
"77447","Seine-Port",240
"77448","Sept-Sorts",76
"77449","Serris",1725
"77450","Servon",419
"77451","Signy-Signets",72
"77452","Sigy",4
"77453","Sivry-Courtry",156
"77454","Sognolles-en-Montois",50
"77455","Soignolles-en-Brie",345
"77456","Soisy-Bouy",133
"77457","Solers",217
"77458","Souppes-sur-Loing",840
"77459","Sourdun",283
"77460","Tancrou",40
"77461","Thenisy",52
"77462","Thieux",126
"77463","Thomery",329
"77464","Thorigny-sur-Marne",1436
"77465","Thoury-Ferottes",118
"77466","Tigeaux",48
"77467","La Tombe",31
"77468","Torcy",4108
"77469","Touquin",152
"77470","Tournan-en-Brie",1300
"77471","Tousson",51
"77472","La Tretoire",76
"77473","Treuzy-Levelay",89
"77474","Trilbardou",85
"77475","Trilport",801
"77476","Trocy-en-Multien",39
"77477","Ury",74
"77478","Ussy-sur-Marne",128
"77479","Vaires-sur-Marne",1738
"77480","Valence-en-Brie",85
"77481","Vanville",16
"77482","Varennes-sur-Seine",487
"77483","Varreddes",236
"77484","Vaucourtois",39
"77485","Le Vaudoue",110
"77486","Vaudoy-en-Brie",96
"77487","Vaux-le-Penil",1473
"77489","Vaux-sur-Lunain",16
"77490","Vendrest",126
"77491","Veneux-les-Sablons",526
"77492","Verdelot",66
"77493","Verneuil-l'Etang",660
"77494","Vernou-la-Celle-sur-Seine",425
"77495","Vert-Saint-Denis",924
"77496","Vieux-Champagne",16
"77498","Vignely",36
"77500","Villebeon",60
"77501","Villecerf",124
"77504","Villemarechal",140
"77505","Villemareuil",61
"77506","Villemer",92
"77507","Villenauxe-la-Petite",72
"77508","Villeneuve-le-Comte",210
"77509","Villeneuve-les-Bordes",87
"77510","Villeneuve-Saint-Denis",84
"77511","Villeneuve-sous-Dammartin",110
"77512","Villeneuve-sur-Bellot",164
"77513","Villenoy",655
"77514","Villeparisis",4110
"77515","Villeroy",106
"77516","Ville-Saint-Jacques",104
"77517","Villevaude",237
"77518","Villiers-en-Biere",20
"77519","Villiers-Saint-Georges",183
"77520","Villiers-sous-Grez",72
"77521","Villiers-sur-Morin",183
"77522","Villiers-sur-Seine",44
"77523","Villuis",23
"77524","Vimpelles",88
"77525","Vinantes",56
"77526","Vincy-Manoeuvre",47
"77527","Voinsles",85
"77528","Voisenon",138
"77529","Voulangis",210
"77530","Voulton",56
"77531","Voulx",293
"77532","Vulaines-les-Provins",19
"77533","Vulaines-sur-Seine",288
"77534","Yebles",81
"78003","Ablis",494
"78005","Acheres",3394
"78006","Adainville",78
"78007","Aigremont",40
"78009","Allainville",36
"78010","Les Alluets-le-Roi",107
"78013","Andelu",61
"78015","Andresy",1388
"78020","Arnouville-les-Mantes",88
"78029","Aubergenville",1930
"78030","Auffargis",160
"78031","Auffreville-Brasseuil",40
"78033","Aulnay-sur-Mauldre",144
"78034","Auteuil",91
"78036","Autouillet",29
"78043","Bailly",217
"78048","Bazainville",161
"78049","Bazemont",100
"78050","Bazoches-sur-Guyonne",37
"78053","Behoust",32
"78057","Bennecourt",288
"78062","Beynes",1192
"78068","Blaru",104
"78070","Boinville-en-Mantois",40
"78071","Boinville-le-Gaillard",56
"78072","Boinvilliers",35
"78073","Bois-d'Arcy",1951
"78076","Boissets",38
"78077","La Boissiere-Ecole",67
"78082","Boissy-Mauvoisin",68
"78084","Boissy-sans-Avoir",72
"78087","Bonnelles",265
"78089","Bonnieres-sur-Seine",742
"78090","Bouafle",288
"78092","Bougival",953
"78096","Bourdonne",56
"78104","Breuil-Bois-Robert",87
"78107","Breval",307
"78108","Les Breviaires",164
"78113","Brueil-en-Vexin",97
"78117","Buc",420
"78118","Buchelay",300
"78120","Bullion",180
"78123","Carrieres-sous-Poissy",2590
"78124","Carrieres-sur-Seine",1709
"78125","La Celle-les-Bordes",93
"78126","La Celle-Saint-Cloud",2399
"78128","Cernay-la-Ville",116
"78133","Chambourcy",552
"78138","Chanteloup-les-Vignes",1523
"78140","Chapet",66
"78143","Chateaufort",77
"78146","Chatou",2982
"78147","Chaufour-les-Bonnieres",66
"78152","Chavenay",73
"78158","Le Chesnay",2964
"78160","Chevreuse",609
"78162","Choisel",49
"78163","Civry-la-Foret",36
"78164","Clairefontaine-en-Yvelines",80
"78165","Les Clayes-sous-Bois",2852
"78168","Coignieres",814
"78171","Conde-sur-Vesgre",125
"78172","Conflans-Sainte-Honorine",4843
"78185","Courgent",55
"78188","Cravent",34
"78189","Crespieres",92
"78190","Croissy-sur-Seine",744
"78192","Dammartin-en-Serve",152
"78193","Dampierre-en-Yvelines",122
"78194","Dannemarie",28
"78196","Davron",35
"78202","Drocourt",62
"78206","Ecquevilly",412
"78208","Elancourt",4040
"78209","Emance",90
"78217","Epone",846
"78220","Les Essarts-le-Roi",837
"78224","L'Etang-la-Ville",238
"78227","Evecquemont",32
"78230","La Falaise",71
"78231","Favrieux",16
"78233","Feucherolles",144
"78234","Flacourt",16
"78236","Flexanville",80
"78237","Flins-Neuve-Eglise",20
"78238","Flins-sur-Seine",353
"78239","Follainville-Dennemont",232
"78242","Fontenay-le-Fleury",1899
"78245","Fontenay-Mauvoisin",36
"78246","Fontenay-Saint-Pere",107
"78251","Fourqueux",197
"78255","Freneuse",622
"78261","Gaillon-sur-Montcient",75
"78262","Galluis",116
"78263","Gambais",346
"78264","Gambaiseuil",4
"78265","Garancieres",280
"78267","Gargenville",904
"78269","Gazeran",122
"78276","Gommecourt",92
"78278","Goupillieres",48
"78281","Goussonville",96
"78283","Grandchamp",20
"78285","Gressey",48
"78289","Grosrouvre",65
"78290","Guernes",132
"78291","Guerville",300
"78296","Guitrancourt",93
"78297","Guyancourt",4327
"78299","Hardricourt",258
"78300","Hargeville",48
"78302","La Hauteville",12
"78305","Herbeville",32
"78307","Hermeray",94
"78310","Houdan",497
"78311","Houilles",4165
"78314","Issou",814
"78317","Jambville",83
"78320","Jeufosse",60
"78321","Jouars-Pontchartrain",469
"78322","Jouy-en-Josas",512
"78324","Jouy-Mauvoisin",72
"78325","Jumeauville",63
"78327","Juziers",537
"78329","Lainville-en-Vexin",92
"78334","Levis-Saint-Nom",100
"78335","Limay",2571
"78337","Limetz-Villez",322
"78343","Les Loges-en-Josas",96
"78344","Lommoye",104
"78346","Longnes",202
"78349","Longvilliers",37
"78350","Louveciennes",649
"78354","Magnanville",892
"78356","Magny-les-Hameaux",1280
"78358","Maisons-Laffitte",1810
"78361","Mantes-la-Jolie",6017
"78362","Mantes-la-Ville",3028
"78364","Marcq",97
"78366","Mareil-le-Guyon",46
"78367","Mareil-Marly",124
"78368","Mareil-sur-Mauldre",131
"78372","Marly-le-Roi",1699
"78380","Maule",544
"78381","Maulette",110
"78382","Maurecourt",565
"78383","Maurepas",2656
"78384","Medan",138
"78385","Menerville",28
"78389","Mere",174
"78391","Mericourt",83
"78396","Le Mesnil-le-Roi",564
"78397","Le Mesnil-Saint-Denis",457
"78398","Les Mesnuls",49
"78401","Meulan-en-Yvelines",1420
"78402","Mezieres-sur-Seine",468
"78403","Mezy-sur-Seine",254
"78404","Millemont",29
"78406","Milon-la-Chapelle",17
"78407","Mittainville",37
"78410","Moisson",80
"78413","Mondreville",84
"78415","Montainville",74
"78416","Montalet-le-Bois",55
"78417","Montchauvet",29
"78418","Montesson",1501
"78420","Montfort-l'Amaury",277
"78423","Montigny-le-Bretonneux",4304
"78431","Morainvilliers",238
"78437","Mousseaux-sur-Seine",68
"78439","Mulcent",22
"78440","Les Mureaux",4835
"78442","Neauphle-le-Chateau",314
"78443","Neauphle-le-Vieux",81
"78444","Neauphlette",144
"78451","Nezel",164
"78455","Noisy-le-Roi",641
"78460","Oinville-sur-Montcient",120
"78464","Orcemont",72
"78465","Orgerus",312
"78466","Orgeval",412
"78470","Orphin",120
"78472","Orsonville",32
"78474","Orvilliers",83
"78475","Osmoy",35
"78478","Paray-Douaville",36
"78481","Le Pecq",2072
"78484","Perdreauville",67
"78486","Le Perray-en-Yvelines",780
"78490","Plaisir",4916
"78497","Poigny-la-Foret",92
"78498","Poissy",5303
"78499","Ponthevrard",72
"78501","Porcheville",458
"78502","Le Port-Marly",662
"78503","Port-Villez",24
"78505","Prunay-le-Temple",35
"78506","Prunay-en-Yvelines",84
"78513","La Queue-les-Yvelines",239
"78516","Raizeux",65
"78517","Rambouillet",3570
"78518","Rennemoulin",8
"78520","Richebourg",132
"78522","Rochefort-en-Yvelines",67
"78524","Rocquencourt",270
"78528","Rolleboise",69
"78530","Rosay",28
"78531","Rosny-sur-Seine",717
"78536","Sailly",32
"78537","Saint-Arnoult-en-Yvelines",748
"78545","Saint-Cyr-l'Ecole",2508
"78548","Saint-Forget",23
"78550","Saint-Germain-de-la-Grange",135
"78551","Saint-Germain-en-Laye",4501
"78557","Saint-Hilarion",96
"78558","Saint-Illiers-la-Ville",40
"78559","Saint-Illiers-le-Bois",73
"78561","Saint-Lambert",17
"78562","Saint-Leger-en-Yvelines",129
"78564","Saint-Martin-de-Brethencourt",84
"78565","Saint-Martin-des-Champs",32
"78567","Saint-Martin-la-Garenne",103
"78569","Sainte-Mesme",99
"78571","Saint-Nom-la-Breteche",248
"78575","Saint-Remy-les-Chevreuse",580
"78576","Saint-Remy-l'Honore",104
"78586","Sartrouville",8143
"78588","Saulx-Marchais",118
"78590","Senlisse",20
"78591","Septeuil",204
"78597","Soindres",98
"78601","Sonchamp",157
"78605","Tacoignieres",140
"78606","Le Tartre-Gaudran",0
"78608","Le Tertre-Saint-Denis",20
"78609","Tessancourt-sur-Aubette",100
"78615","Thiverval-Grignon",100
"78616","Thoiry",110
"78618","Tilly",84
"78620","Toussus-le-Noble",109
"78621","Trappes",5179
"78623","Le Tremblay-sur-Mauldre",86
"78624","Triel-sur-Seine",1336
"78638","Vaux-sur-Seine",503
"78640","Velizy-Villacoublay",3319
"78642","Verneuil-sur-Seine",1898
"78643","Vernouillet",1016
"78644","La Verriere",986
"78646","Versailles",9729
"78647","Vert",75
"78650","Le Vesinet",1054
"78653","Vicq",20
"78655","Vieille-Eglise-en-Yvelines",87
"78668","La Villeneuve-en-Chevrie",72
"78672","Villennes-sur-Seine",322
"78674","Villepreux",1372
"78677","Villette",40
"78681","Villiers-le-Mahieu",64
"78683","Villiers-Saint-Frederic",336
"78686","Viroflay",1038
"78688","Voisins-le-Bretonneux",879
"91001","Abbeville-la-Riviere",28
"91016","Angerville",668
"91017","Angervilliers",188
"91021","Arpajon",1580
"91022","Arrancourt",16
"91027","Athis-Mons",4948
"91035","Authon-la-Plaine",64
"91037","Auvernaux",59
"91038","Auvers-Saint-Georges",133
"91041","Avrainville",63
"91044","Ballainvilliers",388
"91045","Ballancourt-sur-Essonne",1206
"91047","Baulne",204
"91064","Bievres",448
"91067","Blandy",25
"91069","Boigneville",53
"91075","Bois-Herpin",4
"91079","Boissy-la-Riviere",63
"91080","Boissy-le-Cutte",181
"91081","Boissy-le-Sec",101
"91085","Boissy-sous-Saint-Yon",526
"91086","Bondoufle",1375
"91093","Boullay-les-Troux",53
"91095","Bouray-sur-Juine",272
"91097","Boussy-Saint-Antoine",975
"91098","Boutervilliers",72
"91099","Boutigny-sur-Essonne",365
"91100","Bouville",93
"91103","Bretigny-sur-Orge",3666
"91105","Breuillet",1155
"91106","Breux-Jouy",159
"91109","Brieres-les-Scelles",180
"91111","Briis-sous-Forges",367
"91112","Brouy",19
"91114","Brunoy",3129
"91115","Bruyeres-le-Chatel",453
"91121","Buno-Bonnevaux",52
"91122","Bures-sur-Yvette",608
"91129","Cerny",489
"91130","Chalo-Saint-Mars",99
"91131","Chalou-Moulineux",48
"91132","Chamarande",169
"91135","Champcueil",357
"91136","Champlan",362
"91137","Champmotteux",56
"91145","Chatignonville",8
"91148","Chauffour-les-Etrechy",16
"91156","Cheptainville",201
"91159","Chevannes",234
"91161","Chilly-Mazarin",2955
"91174","Corbeil-Essonnes",6700
"91175","Corbreuse",231
"91179","Le Coudray-Montceaux",646
"91180","Courances",40
"91182","Courcouronnes",2237
"91184","Courdimanche-sur-Essonne",28
"91186","Courson-Monteloup",47
"91191","Crosne",1292
"91195","Dannemois",124
"91198","D'Huison-Longueville",205
"91200","Dourdan",1522
"91201","Draveil",4045
"91204","Echarcon",104
"91207","Egly",785
"91215","Epinay-sous-Senart",2369
"91216","Epinay-sur-Orge",1184
"91222","Estouches",40
"91223","Etampes",3971
"91225","Etiolles",309
"91226","Etrechy",701
"91228","Evry",8954
"91232","La Ferte-Alais",632
"91235","Fleury-Merogis",1594
"91240","Fontaine-la-Riviere",40
"91243","Fontenay-les-Briis",204
"91244","Fontenay-le-Vicomte",152
"91247","La Foret-le-Roi",76
"91248","La Foret-Sainte-Croix",32
"91249","Forges-les-Bains",460
"91272","Gif-sur-Yvette",1549
"91273","Gironville-sur-Essonne",98
"91274","Gometz-la-Ville",153
"91275","Gometz-le-Chatel",211
"91284","Les Granges-le-Roi",105
"91286","Grigny",4424
"91292","Guibeville",104
"91293","Guigneville-sur-Essonne",130
"91294","Guillerval",104
"91312","Igny",1006
"91315","Itteville",959
"91318","Janville-sur-Juine",225
"91319","Janvry",83
"91326","Juvisy-sur-Orge",2134
"91330","Lardy",700
"91332","Leudeville",209
"91333","Leuville-sur-Orge",629
"91338","Limours",668
"91339","Linas",938
"91340","Lisses",1143
"91345","Longjumeau",3107
"91347","Longpont-sur-Orge",696
"91359","Maisse",462
"91363","Marcoussis",828
"91374","Marolles-en-Beauce",25
"91376","Marolles-en-Hurepoix",708
"91377","Massy",6212
"91378","Mauchamps",25
"91386","Mennecy",1610
"91390","Mereville",502
"91393","Merobert",110
"91399","Mespuits",44
"91405","Milly-la-Foret",617
"91408","Moigny-sur-Ecole",144
"91411","Les Molieres",147
"91412","Mondeville",96
"91414","Monnerville",52
"91421","Montgeron",2994
"91425","Montlhery",999
"91432","Morangis",1723
"91433","Morigny-Champigny",500
"91434","Morsang-sur-Orge",2874
"91435","Morsang-sur-Seine",49
"91441","Nainville-les-Roches",62
"91457","La Norville",492
