"ID","NAMES","total_AsTheCrowFlies_ACC_0.05"
"78335","Limay",21343.0267565744
"78337","Limetz-Villez",31847.0814983582
"78343","Les Loges-en-Josas",8352.44158133802
"78344","Lommoye",32087.2957732033
"78346","Longnes",28105.5492145407
"78349","Longvilliers",20225.9281824054
"78350","Louveciennes",7193.39285195575
"78354","Magnanville",23383.5712468983
"78356","Magny-les-Hameaux",11220.9209476727
"78358","Maisons-Laffitte",6725.51230130246
"78361","Mantes-la-Jolie",23564.1565591868
"78362","Mantes-la-Ville",22321.3310503225
"78364","Marcq",17048.2694791521
"78366","Mareil-le-Guyon",17144.7753829789
"78367","Mareil-Marly",8303.93617720059
"78368","Mareil-sur-Mauldre",15031.9362883135
"78372","Marly-le-Roi",7872.46573858916
"78380","Maule",16216.6236668901
"78381","Maulette",27478.8807751004
"78382","Maurecourt",10026.4661160336
"78383","Maurepas",14853.6951538023
"78384","Medan",11398.1253328764
"78385","Menerville",27630.4067693536
"78389","Mere",18245.3120578426
"78391","Mericourt",27825.0765278126
"78396","Le Mesnil-le-Roi",7176.6256375403
"78397","Le Mesnil-Saint-Denis",13999.5859764968
"78398","Les Mesnuls",18666.8233699161
"78401","Meulan-en-Yvelines",14823.6909793134
"78402","Mezieres-sur-Seine",18757.4634420658
"78403","Mezy-sur-Seine",16203.0662553834
"78404","Millemont",21989.6021402705
"78406","Milon-la-Chapelle",11911.2422922049
"78407","Mittainville",29908.9873436063
"78410","Moisson",26907.0462868237
"78413","Mondreville",29094.1584785065
"78415","Montainville",15811.0731440033
"78416","Montalet-le-Bois",19112.2136884652
"78417","Montchauvet",25699.5592396888
"78418","Montesson",6433.66695021503
"78420","Montfort-l'Amaury",19277.1938050193
"78423","Montigny-le-Bretonneux",10647.0454437626
"78431","Morainvilliers",12731.1985533645
"78437","Mousseaux-sur-Seine",26988.2923835745
"78439","Mulcent",24533.2980162186
"78440","Les Mureaux",14370.2119932914
"78442","Neauphle-le-Chateau",14657.9421510152
"78443","Neauphle-le-Vieux",16304.6386450503
"78444","Neauphlette",30084.9950183811
"78451","Nezel",16380.5166767839
"78455","Noisy-le-Roi",8915.2021225977
"78460","Oinville-sur-Montcient",17735.2243401511
"78464","Orcemont",25486.3249853463
"78465","Orgerus",22817.820247743
"78466","Orgeval",11836.2628146926
"78470","Orphin",27440.7718464573
"78472","Orsonville",30564.4490995836
"78474","Orvilliers",25174.7720032634
"78475","Osmoy",21531.6923131396
"78478","Paray-Douaville",30395.5063330001
"78481","Le Pecq",7557.28805821007
"78484","Perdreauville",26928.626941966
"78486","Le Perray-en-Yvelines",20231.7555194427
"78490","Plaisir",12997.6321620357
"78497","Poigny-la-Foret",24245.5624658915
"78498","Poissy",10141.3650784826
"78499","Ponthevrard",24208.3022954309
"78501","Porcheville",19789.9698273824
"78502","Le Port-Marly",7377.07617619018
"78503","Port-Villez",33384.4534798024
"78505","Prunay-le-Temple",23692.6869555757
"78506","Prunay-en-Yvelines",28814.1954889276
"78513","La Queue-les-Yvelines",20296.7542823873
"78516","Raizeux",28582.7472239464
"78517","Rambouillet",22551.3064361743
"78518","Rennemoulin",9374.30488791281
"78520","Richebourg",25833.603577006
"78522","Rochefort-en-Yvelines",19925.5563893638
"78524","Rocquencourt",7657.88488205003
"78528","Rolleboise",28376.4535008786
"78530","Rosay",22975.7000444565
"78531","Rosny-sur-Seine",27657.0617368697
"78536","Sailly",20381.6886888801
"78537","Saint-Arnoult-en-Yvelines",22291.4056751821
"78545","Saint-Cyr-l'Ecole",8940.8758898397
"78548","Saint-Forget",13943.8507346949
"78550","Saint-Germain-de-la-Grange",14417.2558104041
"78551","Saint-Germain-en-Laye",7984.90787204209
"78557","Saint-Hilarion",27593.411660354
"78558","Saint-Illiers-la-Ville",30413.550829641
"78559","Saint-Illiers-le-Bois",31813.5524162946
"78561","Saint-Lambert",12907.8274687478
"78562","Saint-Leger-en-Yvelines",22557.8355989117
"78564","Saint-Martin-de-Brethencourt",25769.5680303559
"78565","Saint-Martin-des-Champs",21336.5576750236
"78567","Saint-Martin-la-Garenne",25315.0920110441
"78569","Sainte-Mesme",23891.3830213496
"78571","Saint-Nom-la-Breteche",10144.4361602071
"78575","Saint-Remy-les-Chevreuse",12122.5609027198
"78576","Saint-Remy-l'Honore",17284.6650130001
"78586","Sartrouville",5850.05061318951
"78588","Saulx-Marchais",16736.7655869283
"78590","Senlisse",15853.9377722394
"78591","Septeuil",22943.6865383706
"78597","Soindres",23845.5665220474
"78601","Sonchamp",23684.3935353591
"78605","Tacoignieres",24289.4140441048
"78606","Le Tartre-Gaudran",30199.7846789494
"78608","Le Tertre-Saint-Denis",26823.1586381164
"78609","Tessancourt-sur-Aubette",15174.3163881716
"78615","Thiverval-Grignon",13097.1917174747
"78616","Thoiry",17998.7798438289
"78618","Tilly",28267.1428194408
"78620","Toussus-le-Noble",9433.43403378357
"78621","Trappes",12064.8495459147
"78623","Le Tremblay-sur-Mauldre",16194.4346066729
"78624","Triel-sur-Seine",10901.6220453867
"78638","Vaux-sur-Seine",12807.8759701442
"78640","Velizy-Villacoublay",6225.7779678899
"78642","Verneuil-sur-Seine",12712.0721685248
"78643","Vernouillet",11940.3000475985
"78644","La Verriere",14111.0872917206
"78646","Versailles",7793.23259558009
"78647","Vert",23171.1401528235
"78650","Le Vesinet",6567.7873925435
"78653","Vicq",17500.0258029221
"78655","Vieille-Eglise-en-Yvelines",20070.8842660975
"78668","La Villeneuve-en-Chevrie",31725.0551410518
"78672","Villennes-sur-Seine",11044.4681831924
"78674","Villepreux",10350.2460681991
"78677","Villette",22624.597849951
"78681","Villiers-le-Mahieu",19156.376138049
"78683","Villiers-Saint-Frederic",15372.4646660388
"78686","Viroflay",6269.66030827639
"78688","Voisins-le-Bretonneux",10707.1627240608
"91001","Abbeville-la-Riviere",30058.6713451204
"91016","Angerville",35680.9071812366
"91017","Angervilliers",17738.975261603
"91021","Arpajon",13134.4969163202
"91022","Arrancourt",31786.1330712887
"91027","Athis-Mons",6855.37701393153
"91035","Authon-la-Plaine",28011.8642873135
"91037","Auvernaux",15290.6978187907
"91038","Auvers-Saint-Georges",20413.7472972165
"91041","Avrainville",15077.2158179095
"91044","Ballainvilliers",8469.7016071201
"91045","Ballancourt-sur-Essonne",15533.374653922
"91047","Baulne",17416.1106686437
"91064","Bievres",7080.19595636909
"91067","Blandy",30469.9012557977
"91069","Boigneville",29130.2491403034
"91075","Bois-Herpin",27352.8111993882
"91079","Boissy-la-Riviere",27760.1618044761
"91080","Boissy-le-Cutte",20027.7891140353
"91081","Boissy-le-Sec",22754.5115415464
"91085","Boissy-sous-Saint-Yon",16085.0083522559
"91086","Bondoufle",10045.5439955406
"91093","Boullay-les-Troux",14058.6653582621
"91095","Bouray-sur-Juine",17014.0979936845
"91097","Boussy-Saint-Antoine",9548.94794314063
"91098","Boutervilliers",25457.545574675
"91099","Boutigny-sur-Essonne",21342.2184923373
"91100","Bouville",22679.3984685227
"91103","Bretigny-sur-Orge",11334.1252557643
"91105","Breuillet",15953.9307412432
"91106","Breux-Jouy",17045.9737487108
"91109","Brieres-les-Scelles",22902.3548094304
"91111","Briis-sous-Forges",14117.5811911528
"91112","Brouy",29976.7635936248
"91114","Brunoy",8619.03850267551
"91115","Bruyeres-le-Chatel",13974.4391761262
"91121","Buno-Bonnevaux",26884.4301116991
"91122","Bures-sur-Yvette",10652.9956808882
"91129","Cerny",18560.15689306
"91130","Chalo-Saint-Mars",27876.9885291491
"91131","Chalou-Moulineux",30724.9767047666
"91132","Chamarande",18015.8259120025
"91135","Champcueil",16468.3507184156
"91136","Champlan",7601.17147815675
"91137","Champmotteux",28406.8159514596
"91145","Chatignonville",27833.3052604312
"91148","Chauffour-les-Etrechy",19608.0705992743
"91156","Cheptainville",15173.5205713439
"91159","Chevannes",14749.6176375202
"91161","Chilly-Mazarin",7157.33228590621
"91174","Corbeil-Essonnes",11049.468643162
"91175","Corbreuse",25545.3361432237
"91179","Le Coudray-Montceaux",13508.9901710848
"91180","Courances",21141.6790770731
"91182","Courcouronnes",9740.12376243077
"91184","Courdimanche-sur-Essonne",22825.4254207964
"91186","Courson-Monteloup",15288.3966102324
"91191","Crosne",7308.031461868
"91195","Dannemois",19691.7856695817
"91198","D'Huison-Longueville",20485.326736235
"91200","Dourdan",22374.666881312
"91201","Draveil",7836.7681383747
"91204","Echarcon",12153.0060020925
"91207","Egly",14361.8600341689
"91215","Epinay-sous-Senart",9141.281940714
"91216","Epinay-sur-Orge",8070.54312412247
"91222","Estouches",33419.5745330138
"91223","Etampes",25722.7085897186
"91225","Etiolles",9461.25699518679
"91226","Etrechy",20334.0105815351
"91228","Evry",9606.40481081009
"91232","La Ferte-Alais",18379.9867025766
"91235","Fleury-Merogis",9117.91041205908
"91240","Fontaine-la-Riviere",29303.506808854
"91243","Fontenay-les-Briis",14023.2821861508
"91244","Fontenay-le-Vicomte",13854.8009227955
"91247","La Foret-le-Roi",24338.2697996581
"91248","La Foret-Sainte-Croix",26633.1703065367
"91249","Forges-les-Bains",15676.8783171146
"91272","Gif-sur-Yvette",11096.9222581302
"91273","Gironville-sur-Essonne",26557.8540752001
"91274","Gometz-la-Ville",12737.9184671105
"91275","Gometz-le-Chatel",11769.7903063623
"91284","Les Granges-le-Roi",23927.903774055
"91286","Grigny",8215.28072704
"91292","Guibeville",13904.852786748
"91293","Guigneville-sur-Essonne",19585.3117532409
"91294","Guillerval",30447.2988147952
"91312","Igny",7588.17967874647
"91315","Itteville",16294.5806124038
"91318","Janville-sur-Juine",18348.4107408753
"91319","Janvry",12722.7688499808
"91326","Juvisy-sur-Orge",7341.89156953659
"91330","Lardy",16407.6904389205
"91332","Leudeville",12855.7292744443
"91333","Leuville-sur-Orge",11357.1690662427
"91338","Limours",14531.1614865654
"91339","Linas",11142.7048194476
"91340","Lisses",10983.3438709644
"91345","Longjumeau",7763.95356107695
"91347","Longpont-sur-Orge",9811.88424775894
"91359","Maisse",24312.1615544247
"91363","Marcoussis",11297.3632398638
"91374","Marolles-en-Beauce",28061.3275870566
"91376","Marolles-en-Hurepoix",13568.6280761743
"91377","Massy",6885.90755990095
"91378","Mauchamps",17820.4440221691
"91386","Mennecy",13168.3202489103
"91390","Mereville",33720.0461108077
"91393","Merobert",29216.7721896416
"91399","Mespuits",27844.8844515171
"91405","Milly-la-Foret",23508.4020238337
"91408","Moigny-sur-Ecole",21167.0826848387
"91411","Les Molieres",13588.881804409
"91412","Mondeville",17547.0590415051
"91414","Monnerville",32627.9978551535
"91421","Montgeron",7923.86642685464
"91425","Montlhery",10096.3471829761
"91432","Morangis",7108.19999882655
"91433","Morigny-Champigny",23139.1942527428
"91434","Morsang-sur-Orge",8321.51249404434
"91435","Morsang-sur-Seine",12758.7370351068
"91441","Nainville-les-Roches",16873.7919552494
"91457","La Norville",13194.2643668881
"91458","Nozay",10039.7890594155
"91461","Ollainville",12918.0928873935
"91463","Oncy-sur-Ecole",25060.5338774109
"91468","Ormoy",12500.7415890653
"91469","Ormoy-la-Riviere",26598.4824692966
"91471","Orsay",9757.21732844599
"91473","Orveau",21246.167551703
"91477","Palaiseau",8198.09531913629
"91479","Paray-Vieille-Poste",6356.1658801529
"91482","Pecqueuse",15585.9802314215
"91494","Le Plessis-Pate",10567.0415460913
"91495","Plessis-Saint-Benoist",27318.1699954033
"91507","Prunay-sur-Essonne",27525.1022059086
"91508","Puiselet-le-Marais",25179.7758395914
"91511","Pussay",33279.5463984488
"91514","Quincy-sous-Senart",9988.52986357986
"91519","Richarville",25969.7898630412
"91521","Ris-Orangis",8674.67504097856
"91525","Roinville",21742.1403193417
"91526","Roinvilliers",29265.2414555739
"91533","Saclas",30373.0443625746
"91534","Saclay",8720.5844554483
"91538","Saint-Aubin",10254.479437048
"91540","Saint-Cheron",18138.2928549735
"91544","Saint-Cyr-la-Riviere",30472.816080634
"91546","Saint-Cyr-sous-Dourdan",19565.5914796493
"91547","Saint-Escobille",29860.3228136277
"91549","Sainte-Genevieve-des-Bois",9072.10682129928
"91552","Saint-Germain-les-Arpajon",12344.3904131036
"91553","Saint-Germain-les-Corbeil",10458.4133293089
"91556","Saint-Hilaire",25493.7838368214
"91560","Saint-Jean-de-Beauregard",11400.1414556885
"91568","Saint-Maurice-Montcouronne",16707.5850651323
"91570","Saint-Michel-sur-Orge",9767.36141528831
"91573","Saint-Pierre-du-Perray",11676.3645294147
"91577","Saintry-sur-Seine",11874.1587412184
"91578","Saint-Sulpice-de-Favieres",17684.6387377792
"91579","Saint-Vrain",15074.6879632937
"91581","Saint-Yon",15915.2796544872
"91587","Saulx-les-Chartreux",8416.9180077891
"91589","Savigny-sur-Orge",7595.72778069645
"91593","Sermaise",20127.482055963
"91599","Soisy-sur-Ecole",18455.016363648
"91600","Soisy-sur-Seine",8764.44989796004
"91602","Souzy-la-Briche",18722.0579749391
"91613","Congerville-Thionville",31376.7413823966
"91617","Tigery",10401.8525303006
"91619","Torfou",16744.1250699316
"91629","Valpuiseaux",25189.7350328892
"91630","Le Val-Saint-Germain",18263.6773390994
"91631","Varennes-Jarcy",10496.0719453539
"91634","Vaugrigneuse",15968.7790458613
"91635","Vauhallan",8212.16775892893
"91639","Vayres-sur-Essonne",22012.091187316
"91645","Verrieres-le-Buisson",6281.7292521113
"91648","Vert-le-Grand",11704.5697791548
"91649","Vert-le-Petit",13661.0593141107
"91654","Videlles",19050.3029944732
"91657","Vigneux-sur-Seine",7321.86207709738
"91659","Villabe",11751.5002972226
"91661","Villebon-sur-Yvette",8713.66257970211
"91662","Villeconin",20808.9713188486
"91665","La Ville-du-Bois",9330.60285496928
"91666","Villejust",9743.44248532582
"91667","Villemoisson-sur-Orge",8301.95973000271
"91671","Villeneuve-sur-Auvers",20618.127272581
"91679","Villiers-le-Bacle",10109.8534156617
"91685","Villiers-sur-Orge",8776.78021350125
"91687","Viry-Chatillon",7874.37516725942
"91689","Wissous",6248.23756151517
"91691","Yerres",7900.41483228898
"91692","Les Ulis",10520.6411473441
"92002","Antony",5676.72495806477
"92004","Asnieres-sur-Seine",3239.86425844479
"92007","Bagneux",3530.26948837976
"92009","Bois-Colombes",3335.75675431643
"92012","Boulogne-Billancourt",3649.88014714939
"92014","Bourg-la-Reine",4244.17227636398
"92019","Chatenay-Malabry",5404.41742216221
"92020","Chatillon",3530.32447847494
"92022","Chaville",5613.34740009565
"92023","Clamart",4322.61647779466
"92024","Clichy",2840.08386463535
"92025","Colombes",3832.37060350579
"92026","Courbevoie",3217.30806783556
"92032","Fontenay-aux-Roses",4016.00103930905
"92033","Garches",5110.77868285874
"92035","La Garenne-Colombes",3480.63365223079
"92036","Gennevilliers",3881.37250514155
"92040","Issy-les-Moulineaux",3319.27410334712
"92044","Levallois-Perret",2799.85220024146
"92046","Malakoff",3005.1011614825
"92047","Marnes-la-Coquette",5760.7500749932
"92048","Meudon",4882.27831328475
"92049","Montrouge",2980.69518160705
"92050","Nanterre",4257.82055636125
"92051","Neuilly-sur-Seine",3032.30092769078
"92060","Le Plessis-Robinson",5007.42582717133
"92062","Puteaux",3444.55727647858
"92063","Rueil-Malmaison",5189.04210598374
"92064","Saint-Cloud",4419.1264520888
"92071","Sceaux",4561.93495675169
"92072","Sevres",4824.88759457607
"92073","Suresnes",3902.32163736027
"92075","Vanves",2979.58787962231
"92076","Vaucresson",5785.37170428334
"92077","Ville-d'Avray",5637.09432972437
"92078","Villeneuve-la-Garenne",3907.51615722071
"93001","Aubervilliers",3280.95499579571
"93005","Aulnay-sous-Bois",5941.13624839642
"93006","Bagnolet",2833.0975298176
"93007","Le Blanc-Mesnil",5353.1022159425
"93008","Bobigny",3874.41119369919
"93010","Bondy",4652.22885124729
"93013","Le Bourget",4888.71262601558
"93014","Clichy-sous-Bois",5932.35814854218
"93015","Coubron",7068.50511349731
"93027","La Courneuve",4225.42966258854
"93029","Drancy",4578.81290947152
"93030","Dugny",5292.11372972503
"93031","Epinay-sur-Seine",4763.60941188204
"93032","Gagny",5566.42208759371
"93033","Gournay-sur-Marne",6154.48905764859
"93039","L'Ile-Saint-Denis",4044.55833193461
"93045","Les Lilas",2958.80462351673
"93046","Livry-Gargan",5909.96456303397
"93047","Montfermeil",6326.54506114811
"93048","Montreuil",3325.1998067296
"93049","Neuilly-Plaisance",4790.91258413705
"93050","Neuilly-sur-Marne",5335.33999431238
"93051","Noisy-le-Grand",5962.12505220307
"93053","Noisy-le-Sec",3882.06850587523
"93055","Pantin",3159.72527311503
"93057","Les Pavillons-sous-Bois",5119.57517415261
"93059","Pierrefitte-sur-Seine",5188.00668669595
"93061","Le Pre-Saint-Gervais",2747.12611986116
"93062","Le Raincy",5252.45030233047
"93063","Romainville",3375.83723959885
"93064","Rosny-sous-Bois",4272.45442849824
"93066","Saint-Denis",3737.44670180722
"93070","Saint-Ouen",3015.36688399102
"93071","Sevran",6441.90222593311
"93072","Stains",5184.94756144149
"93073","Tremblay-en-France",8857.87583786247
"93074","Vaujours",7702.02923833172
"93077","Villemomble",4977.45402218173
"93078","Villepinte",7584.0043413459
"93079","Villetaneuse",5016.11348442746
"94001","Ablon-sur-Seine",6618.72328115806
"94002","Alfortville",4005.17400852884
"94003","Arcueil",3224.66673912144
"94004","Boissy-Saint-Leger",7547.90519781788
"94011","Bonneuil-sur-Marne",5732.52436813762
"94015","Bry-sur-Marne",5102.33659393321
"94016","Cachan",3712.41035269439
"94017","Champigny-sur-Marne",5225.35515527155
"94018","Charenton-le-Pont",3180.84076763686
"94019","Chennevieres-sur-Marne",6105.95312453857
"94021","Chevilly-Larue",4984.6136006509
"94022","Choisy-le-Roi",5257.70661229591
"94028","Creteil",5022.01367061486
"94033","Fontenay-sous-Bois",3866.36489585329
"94034","Fresnes",5321.42484380308
"94037","Gentilly",2987.62545845273
"94038","L'Hay-les-Roses",4399.90914682098
"94041","Ivry-sur-Seine",3262.45135550066
"94042","Joinville-le-Pont",4195.22148302337
"94043","Le Kremlin-Bicetre",3149.07856206685
"94044","Limeil-Brevannes",6782.30531102637
"94046","Maisons-Alfort",3931.97641080246
"94047","Mandres-les-Roses",9410.94633457944
"94048","Marolles-en-Brie",8398.30895742237
"94052","Nogent-sur-Marne",4155.88875040052
"94053","Noiseau",7299.36334487188
"94054","Orly",5851.5871130421
"94055","Ormesson-sur-Marne",6421.78409360715
"94056","Perigny",10105.3102837601
"94058","Le Perreux-sur-Marne",4622.14818229807
"94059","Le Plessis-Trevise",6845.390118528
"94060","La Queue-en-Brie",7927.6394186455
"94065","Rungis",5551.36083838372
"94067","Saint-Mande",2919.65165952769
"94068","Saint-Maur-des-Fosses",5168.66054681235
"94069","Saint-Maurice",3601.38761800066
"94070","Santeny",9110.96904667514
"94071","Sucy-en-Brie",6991.46474528264
"94073","Thiais",5247.88833545279
"94074","Valenton",6009.62606794456
"94075","Villecresnes",8485.04922974239
"94076","Villejuif",3722.93482128786
"94077","Villeneuve-le-Roi",6276.94981878872
"94078","Villeneuve-Saint-Georges",6276.14638996128
"94079","Villiers-sur-Marne",5633.7683958553
"94080","Vincennes",3103.2568767311
"94081","Vitry-sur-Seine",4064.39314907694
"95002","Ableiges",16102.7205091828
"95008","Aincourt",22396.7587242996
"95011","Ambleville",29012.5496282459
"95012","Amenucourt",29075.2737314809
"95014","Andilly",7218.23258568851
"95018","Argenteuil",4961.61290646502
"95019","Arnouville",6714.36747349516
"95023","Arronville",19168.0606224579
"95024","Arthies",22442.4104139259
"95026","Asnieres-sur-Oise",16207.1083433116
"95028","Attainville",10566.2742399164
"95039","Auvers-sur-Oise",12063.1007344821
"95040","Avernes",19469.895393578
"95042","Baillet-en-France",10262.6897611832
"95046","Banthelu",23263.7099750188
"95051","Beauchamp",8097.31676496874
"95052","Beaumont-sur-Oise",15760.2232701738
"95054","Le Bellay-en-Vexin",22634.9631346984
"95055","Bellefontaine",13947.0130167404
"95056","Belloy-en-France",12830.1644747609
"95058","Bernes-sur-Oise",17679.1962393875
"95059","Berville",21084.2711529187
"95060","Bessancourt",9153.54329183
"95061","Bethemont-la-Foret",10026.4485295395
"95063","Bezons",4627.43584335128
"95074","Boisemont",12129.6181607146
"95078","Boissy-l'Aillerie",14472.5175717508
"95088","Bonneuil-en-France",5908.2304780994
"95091","Bouffemont",9119.34168517618
"95094","Bouqueval",8906.67622467252
"95101","Bray-et-Lu",29854.3226134971
"95102","Breancon",18937.9107069461
"95110","Brignancourt",20228.7719563771
"95116","Bruyeres-sur-Oise",17487.8965096865
"95119","Buhy",30808.3665349459
"95120","Butry-sur-Oise",12001.7334542935
"95127","Cergy",11618.154889166
"95134","Champagne-sur-Oise",15946.5462392941
"95139","La Chapelle-en-Vexin",29456.2127458104
"95141","Charmont",24832.9403538867
"95142","Chars",21624.1688271449
"95144","Chatenay-en-France",12107.1815207342
"95149","Chaumontel",15963.548098381
"95150","Chaussy",26957.4997473171
"95151","Chauvry",9923.15124269266
"95154","Chennevieres-les-Louvres",12299.7148050266
"95157","Cherence",26998.4929176678
"95166","Clery-en-Vexin",22567.7898465743
"95169","Commeny",20932.1352334955
"95170","Condecourt",15042.1509345123
"95176","Cormeilles-en-Parisis",6079.04798600471
"95177","Cormeilles-en-Vexin",16641.4624838795
"95181","Courcelles-sur-Viosne",14905.8082353553
"95183","Courdimanche",13108.5622389093
"95197","Deuil-la-Barre",5387.11386941836
"95199","Domont",8431.17052632921
"95203","Eaubonne",6197.90414541477
"95205","Ecouen",8626.00390478724
"95210","Enghien-les-Bains",5325.22831858137
"95211","Ennery",12608.909058217
"95212","Epiais-les-Louvres",11531.8439910161
"95213","Epiais-Rhus",16191.4148651355
"95214","Epinay-Champlatreux",12994.5094639333
"95218","Eragny",9565.58359346765
"95219","Ermont",6174.07381374452
"95229","Ezanville",9248.8758316743
"95241","Fontenay-en-Parisis",10834.7588456782
"95250","Fosses",15067.6463401855
"95252","Franconville",6514.07430113793
"95253","Fremainville",18368.3150726177
"95254","Fremecourt",17938.4268661657
"95256","Frepillon",9920.69066187792
"95257","La Frette-sur-Seine",6714.09578253212
"95258","Frouville",17641.6451804543
"95259","Gadancourt",20366.6969751491
"95268","Garges-les-Gonesse",5798.51487906616
"95270","Genainville",25123.6763313535
"95271","Genicourt",14562.0053712221
"95277","Gonesse",7369.0370717756
"95280","Goussainville",9627.965211887
"95282","Gouzangrez",19644.6768154995
"95287","Grisy-les-Platres",17417.941425024
"95288","Groslay",5993.79835605798
"95295","Guiry-en-Vexin",21338.1927081841
"95298","Haravilliers",20481.764099588
"95301","Haute-Isle",27542.0994857013
"95303","Le Heaulme",20631.5350958207
"95304","Hedouville",17467.8672333518
"95306","Herblay",8018.56451075075
"95308","Herouville",14014.2494262694
"95309","Hodent",26021.4580404351
"95313","L'Isle-Adam",13382.8998106528
"95316","Jagny-sous-Bois",12899.6546066621
"95323","Jouy-le-Moutier",10853.4293862
"95328","Labbeville",15962.2614184368
"95331","Lassy",13643.2007562385
"95341","Livilliers",14231.6729315314
"95348","Longuesse",16283.2155498262
"95351","Louvres",11285.1669957069
"95352","Luzarches",15170.9954568315
"95353","Maffliers",11857.1851866492
"95355","Magny-en-Vexin",25292.0533660941
"95365","Mareil-en-France",11769.5183374985
"95369","Margency",6760.42829021871
"95370","Marines",19788.257651243
"95371","Marly-la-Ville",13889.4978515581
"95379","Maudetour-en-Vexin",23811.2654366437
"95387","Menouville",17777.5487845455
"95388","Menucourt",13333.9732340892
"95392","Meriel",11411.6257146758
"95394","Mery-sur-Oise",10326.3081695571
"95395","Le Mesnil-Aubry",10465.2750251429
"95409","Moisselles",9592.88123722547
"95422","Montgeroult",15543.9025793811
"95424","Montigny-les-Cormeilles",7224.88293906855
"95426","Montlignon",7587.80395926967
"95427","Montmagny",5390.7251646163
"95428","Montmorency",6225.02708600021
"95429","Montreuil-sur-Epte",30358.1599327452
"95430","Montsoult",10995.3392889181
"95436","Mours",15108.4979642141
"95438","Moussy",20833.2609394322
"95445","Nerville-la-Foret",12293.6932634947
"95446","Nesles-la-Vallee",15122.4015064553
"95447","Neuilly-en-Vexin",21527.9194632402
"95450","Neuville-sur-Oise",10290.2161823675
"95452","Nointel",15050.9529755953
"95456","Noisy-sur-Oise",15499.9042231963
"95459","Nucourt",23830.4182998125
"95462","Omerville",27624.363039422
"95476","Osny",12838.8631588738
"95480","Parmain",14676.0297308586
"95483","Le Perchay",19207.2484113386
"95487","Persan",16400.6644831384
"95488","Pierrelaye",8570.04386976151
"95489","Piscop",7817.26929326267
"95491","Le Plessis-Bouchard",7234.67208204285
"95492","Le Plessis-Gassot",9655.95152858797
"95493","Le Plessis-Luzarches",13936.6921172584
"95500","Pontoise",11160.1958286036
"95504","Presles",13692.9605095674
"95509","Puiseux-en-France",12686.8968017805
"95510","Puiseux-Pontoise",13757.7356264586
"95523","La Roche-Guyon",28882.040733796
"95527","Roissy-en-France",9421.64444208561
"95529","Ronquerolles",17882.0863093928
"95535","Sagy",14641.4485188458
"95539","Saint-Brice-sous-Foret",6996.99892831692
"95541","Saint-Clair-sur-Epte",31962.9505510681
"95543","Saint-Cyr-en-Arthies",23132.0267742367
"95554","Saint-Gervais",27445.8678951956
"95555","Saint-Gratien",5290.11902135979
"95563","Saint-Leu-la-Foret",7994.96483725297
"95566","Saint-Martin-du-Tertre",13315.3698619577
"95572","Saint-Ouen-l'Aumone",10246.8883887697
"95574","Saint-Prix",7935.85147802339
"95580","Saint-Witz",15161.970922839
"95582","Sannois",5525.80801341855
"95584","Santeuil",19174.2084013146
"95585","Sarcelles",6548.54450979842
"95592","Seraincourt",17103.752802945
"95594","Seugy",15195.0994201536
"95598","Soisy-sous-Montmorency",6035.4231125093
"95604","Survilliers",16172.9291631434
"95607","Taverny",8447.35915017825
"95610","Themericourt",18382.4426365549
"95611","Theuville",18570.0941799373
"95612","Le Thillay",8397.89140925032
"95625","Us",17737.6380719644
"95627","Vallangoujard",16391.7308971011
"95628","Valmondois",12992.3275791095
"95633","Vaudherland",8478.06152046459
"95637","Vaureal",11877.4406501441
"95641","Vemars",13950.6836702854
"95651","Vetheuil",24839.1254959731
"95652","Viarmes",15078.6426095888
"95656","Vienne-en-Arthies",24255.2261381112
"95658","Vigny",17154.8927428391
"95660","Villaines-sous-Bois",11509.9722430109
"95675","Villeron",13113.1977939296
"95676","Villers-en-Arthies",24730.1265599513
"95678","Villiers-Adam",10900.3808675914
"95680","Villiers-le-Bel",7870.26648555393
"95682","Villiers-le-Sec",11710.5623498178
"95690","Wy-dit-Joli-Village",21352.7581517999
