"ID","NAMES","agriculteurs_AsTheCowRolls_POT_15"
"77068","Cessoy-en-Montois",165.34494977
"77069","Chailly-en-Biere",202.99770149
"77070","Chailly-en-Brie",258.99265953
"77071","Chaintreaux",175.1170362
"77072","Chalautre-la-Grande",67.52810047
"77073","Chalautre-la-Petite",174.6583003
"77075","Chalifert",171.16343744
"77076","Chalmaison",168.63565604
"77077","Chambry",157.06741422
"77078","Chamigny",151.34879346
"77079","Champagne-sur-Seine",108.20439366
"77080","Champcenest",209.52698404
"77081","Champdeuil",179.8819637
"77082","Champeaux",120.11055114
"77083","Champs-sur-Marne",372.10138913
"77084","Changis-sur-Marne",169.54736111
"77085","Chanteloup-en-Brie",193.8593721
"77086","La Chapelle-Gauthier",125.84617989
"77087","La Chapelle-Iger",178.3012994
"77088","La Chapelle-la-Reine",210.75465141
"77089","La Chapelle-Rablais",113.60915834
"77090","La Chapelle-Saint-Sulpice",195.31306388
"77091","Les Chapelles-Bourbon",213.69407594
"77093","La Chapelle-Moutils",120.47664423
"77094","Charmentray",143.48665816
"77095","Charny",143.40757876
"77096","Chartrettes",104.97556391
"77097","Chartronges",204.50405172
"77098","Chateaubleau",158.14249535
"77099","Chateau-Landon",136.09626615
"77100","Le Chatelet-en-Brie",110.14871654
"77101","Chatenay-sur-Seine",128.85338287
"77102","Chatenoy",184.79100489
"77103","Chatillon-la-Borde",104.6789858
"77104","Chatres",229.23558088
"77106","Chauffry",136.46673039
"77107","Chaumes-en-Brie",224.20443609
"77108","Chelles",301.27384166
"77109","Chenoise",212.48247166
"77110","Chenou",142.99197228
"77111","Chessy",186.01621665
"77112","Chevrainvilliers",184.35403549
"77113","Chevru",222.31885309
"77114","Chevry-Cossigny",238.3326524
"77115","Chevry-en-Sereine",148.67733705
"77116","Choisy-en-Brie",217.59932497
"77117","Citry",89.45112035
"77118","Claye-Souilly",229.09882165
"77119","Clos-Fontaine",155.44754509
"77120","Cocherel",150.00040975
"77121","Collegien",339.3537378
"77122","Combs-la-Ville",196.67753372
"77123","Compans",171.11170248
"77124","Conches-sur-Gondoire",189.19088226
"77125","Conde-Sainte-Libiaire",175.06125674
"77126","Congis-sur-Therouanne",111.92246302
"77127","Coubert",222.32627877
"77128","Couilly-Pont-aux-Dames",258.74961589
"77129","Coulombs-en-Valois",102.72916394
"77130","Coulommes",199.48233549
"77131","Coulommiers",255.29639975
"77132","Coupvray",174.75446769
"77133","Courcelles-en-Bassee",111.46343939
"77134","Courchamp",203.95441475
"77135","Courpalay",214.64908185
"77136","Courquetaine",153.31979744
"77137","Courtacon",272.09902067
"77138","Courtomer",156.57179401
"77139","Courtry",217.47018048
"77140","Coutencon",106.47998972
"77141","Coutevroult",270.67134999
"77142","Crecy-la-Chapelle",220.30374196
"77143","Cregy-les-Meaux",188.83513148
"77144","Crevecoeur-en-Brie",213.74319391
"77145","Crisenoy",162.70084017
"77146","Croissy-Beaubourg",344.29611625
"77147","La Croix-en-Brie",152.28034113
"77148","Crouy-sur-Ourcq",84.18678386
"77149","Cucharmoy",169.60492291
"77150","Cuisy",114.60649956
"77151","Dagny",252.3997785
"77152","Dammarie-les-Lys",179.47331265
"77153","Dammartin-en-Goele",110.20149272
"77154","Dammartin-sur-Tigeaux",213.34070678
"77155","Dampmart",130.81991503
"77156","Darvault",229.92286897
"77157","Dhuisy",142.99221131
"77158","Diant",127.30662314
"77159","Donnemarie-Dontilly",172.92603691
"77161","Dormelles",155.87561536
"77162","Doue",139.24660864
"77163","Douy-la-Ramee",55.68987885
"77164","Echouboulains",91.49570533
"77165","Les Ecrennes",101.33784103
"77166","Ecuelles",140.87424993
"77167","Egligny",127.15818412
"77168","Egreville",150.51430357
"77169","Emerainville",378.09743897
"77170","Episy",159.9557854
"77171","Esbly",190.66270291
"77172","Esmans",153.35275786
"77173","Etrepilly",122.38133466
"77174","Everly",171.92086987
"77175","Evry-Gregy-sur-Yerre",210.1373187
"77176","Faremoutiers",244.85396805
"77177","Favieres",199.44815962
"77178","Fay-les-Nemours",175.51949875
"77179","Fericy",76.94681649
"77180","Ferolles-Attilly",225.84228715
"77181","Ferrieres-en-Brie",341.43532257
"77182","La Ferte-Gaucher",209.12201756
"77183","La Ferte-sous-Jouarre",207.85914068
"77184","Flagy",146.66129567
"77185","Fleury-en-Biere",215.60372039
"77186","Fontainebleau",188.80840023
"77187","Fontaine-Fourches",79.0540875
"77188","Fontaine-le-Port",88.37151367
"77190","Fontains",115.83281207
"77191","Fontenailles",145.10692476
"77192","Fontenay-Tresigny",234.00604669
"77193","Forfry",74.27963077
"77194","Forges",133.37465716
"77195","Fouju",129.36051472
"77196","Fresnes-sur-Marne",157.10447581
"77197","Fretoy",219.43676506
"77198","Fromont",157.16571753
"77199","Fublaines",156.37249136
"77200","Garentreville",165.45494352
"77201","Gastins",179.35897361
"77202","La Genevraye",149.2574843
"77203","Germigny-l'Eveque",128.13322635
"77204","Germigny-sous-Coulombs",88.29704681
"77205","Gesvres-le-Chapitre",93.78595657
"77206","Giremoutiers",208.06980115
"77207","Gironville",150.62205301
"77208","Gouaix",145.24367944
"77209","Gouvernes",221.83857651
"77210","La Grande-Paroisse",101.26835453
"77211","Grandpuits-Bailly-Carrois",157.8538272
"77212","Gravon",100.81719013
"77214","Gressy",170.57012425
"77215","Gretz-Armainvilliers",262.81364372
"77216","Grez-sur-Loing",173.06376449
"77217","Grisy-Suisnes",232.30927666
"77218","Grisy-sur-Seine",119.5591029
"77219","Guerard",215.15792328
"77220","Guercheville",151.38825616
"77221","Guermantes",222.94233152
"77222","Guignes",212.97692184
"77223","Gurcy-le-Chatel",147.41108219
"77224","Hautefeuille",210.24180521
"77225","La Haute-Maison",183.4406698
"77226","Hericy",99.05877724
"77227","Herme",174.00690274
"77228","Hondevilliers",115.69594517
"77229","La Houssaye-en-Brie",232.39583751
"77230","Ichy",160.97859307
"77231","Isles-les-Meldeuses",142.93535821
"77232","Isles-les-Villenoy",168.30928727
"77233","Iverny",147.09920295
"77234","Jablines",111.1012859
"77235","Jaignes",150.48901505
"77236","Jaulnes",135.73764116
"77237","Jossigny",258.32236391
"77238","Jouarre",180.82984843
"77239","Jouy-le-Chatel",275.38298436
"77240","Jouy-sur-Morin",174.45134929
"77241","Juilly",120.69598511
"77242","Jutigny",201.41732129
"77243","Lagny-sur-Marne",218.92012429
"77244","Larchant",182.82395385
"77245","Laval-en-Brie",135.56298384
"77246","Lechelle",139.76997915
"77247","Lescherolles",149.27831678
"77248","Lesches",143.1294999
"77249","Lesigny",277.98143285
"77250","Leudon-en-Brie",221.85103523
"77251","Lieusaint",216.41544384
"77252","Limoges-Fourches",216.60853464
"77253","Lissy",212.44186163
"77254","Liverdy-en-Brie",184.01322318
"77255","Livry-sur-Seine",128.45754413
"77256","Lizines",178.03300254
"77257","Lizy-sur-Ourcq",152.64883419
"77258","Lognes",404.24488688
"77259","Longperrier",103.51091113
"77260","Longueville",200.71174107
"77261","Lorrez-le-Bocage-Preaux",180.32630114
"77262","Louan-Villegruis-Fontaine",60.83444345
"77263","Luisetaines",171.93962438
"77264","Lumigny-Nesles-Ormeaux",258.68822562
"77265","Luzancy",135.45385825
"77266","Machault",86.98105672
"77267","La Madeleine-sur-Loing",153.32727038
"77268","Magny-le-Hongre",189.68778592
"77269","Maincy",168.81012774
"77270","Maisoncelles-en-Brie",191.84510948
"77271","Maisoncelles-en-Gatinais",150.89743843
"77272","Maison-Rouge",207.39724703
"77273","Marchemoret",104.29321845
"77274","Marcilly",119.59453642
"77275","Les Marets",182.19555259
"77276","Mareuil-les-Meaux",182.27809864
"77277","Marles-en-Brie",243.29649939
"77278","Marolles-en-Brie",181.60834077
"77279","Marolles-sur-Seine",142.32818574
"77280","Mary-sur-Marne",152.04319036
"77281","Mauperthuis",244.06547485
"77282","Mauregard",167.28671347
"77283","May-en-Multien",97.12502375
"77284","Meaux",226.39960941
"77285","Le Mee-sur-Seine",182.41348455
"77286","Meigneux",154.27188246
"77287","Meilleray",91.70066325
"77288","Melun",215.16747269
"77289","Melz-sur-Seine",125.23572886
"77290","Mery-sur-Marne",127.03322039
"77291","Le Mesnil-Amelot",180.28655068
"77292","Messy",176.36391884
"77293","Misy-sur-Yonne",112.24806568
"77294","Mitry-Mory",198.73277057
"77295","Moisenay",138.75739203
"77296","Moissy-Cramayel",202.53920636
"77297","Mondreville",115.23631656
"77298","Mons-en-Montois",157.55808496
"77299","Montarlot",147.70834156
"77300","Montceaux-les-Meaux",203.10638174
"77301","Montceaux-les-Provins",155.24796175
"77302","Montcourt-Fromonville",168.54752814
"77303","Montdauphin",84.82946057
"77304","Montenils",60.90456633
"77305","Montereau-Fault-Yonne",169.69406531
"77306","Montereau-sur-le-Jard",187.87454097
"77307","Montevrain",187.18227878
"77308","Montge-en-Goele",111.74685237
"77309","Monthyon",141.78482143
"77310","Montigny-le-Guesdier",89.72567039
"77311","Montigny-Lencoup",166.17103593
"77312","Montigny-sur-Loing",119.42063561
"77313","Montmachoux",119.59902205
"77314","Montolivet",92.13329191
"77315","Montry",200.54727023
"77316","Moret-sur-Loing",130.07167148
"77317","Mormant",153.67918039
"77318","Mortcerf",231.30994788
"77319","Mortery",169.05773161
"77320","Mouroux",214.07840091
"77321","Mousseaux-les-Bray",141.5287682
"77322","Moussy-le-Neuf",100.7156367
"77323","Moussy-le-Vieux",89.52307212
"77325","Mouy-sur-Seine",155.72561847
"77326","Nandy",168.84593714
"77327","Nangis",166.18071972
"77328","Nanteau-sur-Essonne",142.58268779
"77329","Nanteau-sur-Lunain",179.4810986
"77330","Nanteuil-les-Meaux",190.87301264
"77331","Nanteuil-sur-Marne",101.6962097
"77332","Nantouillet",116.59648033
"77333","Nemours",259.59297917
"77335","Chauconin-Neufmontiers",177.25680242
"77336","Neufmoutiers-en-Brie",159.68330585
"77337","Noisiel",365.99748403
"77338","Noisy-Rudignon",145.64143216
"77339","Noisy-sur-Ecole",162.49867871
"77340","Nonville",189.19202535
"77341","Noyen-sur-Seine",143.34882488
"77342","Obsonville",167.60170075
"77343","Ocquerre",136.27005858
"77344","Oissery",65.5073014
"77345","Orly-sur-Morin",112.20406237
"77347","Les Ormes-sur-Voulzie",199.53394103
"77348","Ormesson",202.36444016
"77349","Othis",62.96078012
"77350","Ozoir-la-Ferriere",247.88177618
"77352","Ozouer-le-Voulgis",195.67019204
"77353","Paley",174.70448042
"77354","Pamfou",105.42986035
"77355","Paroy",198.54418698
"77356","Passy-sur-Seine",94.92571973
"77357","Pecy",216.1031418
"77358","Penchard",168.63694807
"77359","Perthes",248.60701974
"77360","Pezarches",268.86964725
"77361","Pierre-Levee",227.64928624
"77363","Le Pin",221.20764461
"77364","Le Plessis-aux-Bois",128.25420702
"77365","Le Plessis-Feu-Aussoux",238.90931776
"77366","Le Plessis-l'Eveque",138.52969961
"77367","Le Plessis-Placy",104.83323638
"77368","Poigny",189.54741783
"77369","Poincy",164.68048962
"77370","Poligny",162.7188041
"77371","Pommeuse",228.09595726
"77372","Pomponne",203.81181547
"77373","Pontault-Combault",306.18008442
"77374","Pontcarre",277.85611041
"77376","Precy-sur-Marne",119.42289867
"77377","Presles-en-Brie",181.25925054
"77378","Pringy",157.5204269
"77379","Provins",237.49080967
"77380","Puisieux",73.71746214
"77381","Quiers",163.83951858
"77382","Quincy-Voisins",237.63489913
"77383","Rampillon",154.60575114
"77384","Reau",215.55568083
"77385","Rebais",203.28195965
"77386","Recloses",129.44418398
"77387","Remauville",178.65752065
"77388","Reuil-en-Brie",177.38568582
"77389","La Rochette",155.47731298
"77390","Roissy-en-Brie",241.14709419
"77391","Rouilly",172.12142505
"77392","Rouvres",91.02482149
"77393","Rozay-en-Brie",287.16656157
"77394","Rubelles",190.35435686
"77395","Rumont",144.26689762
"77396","Rupereux",159.72064614
"77397","Saacy-sur-Marne",122.96055951
"77398","Sablonnieres",127.3802611
"77399","Saint-Ange-le-Viel",161.10113502
"77400","Saint-Augustin",207.28996876
"77401","Sainte-Aulde",129.95904087
"77402","Saint-Barthelemy",146.50706053
"77403","Saint-Brice",194.29432113
"77404","Sainte-Colombe",208.79681443
"77405","Saint-Cyr-sur-Morin",143.16945931
"77406","Saint-Denis-les-Rebais",181.53090461
"77407","Saint-Fargeau-Ponthierry",185.36393041
"77408","Saint-Fiacre",172.27430983
"77409","Saint-Germain-Laval",159.60979676
"77410","Saint-Germain-Laxis",182.98384027
"77411","Saint-Germain-sous-Doue",121.2999609
"77412","Saint-Germain-sur-Ecole",211.27318788
"77413","Saint-Germain-sur-Morin",229.79614869
"77414","Saint-Hilliers",184.94615555
"77415","Saint-Jean-les-Deux-Jumeaux",210.27614133
"77416","Saint-Just-en-Brie",122.27830068
"77417","Saint-Leger",134.83145453
"77418","Saint-Loup-de-Naud",189.40296417
"77419","Saint-Mammes",126.91624146
"77420","Saint-Mard",123.98655078
"77421","Saint-Mars-Vieux-Maisons",189.22979154
"77423","Saint-Martin-des-Champs",161.56282312
"77424","Saint-Martin-du-Boschet",111.12090256
"77425","Saint-Martin-en-Biere",162.69630253
"77426","Saint-Mery",102.57063815
"77427","Saint-Mesmes",122.34663129
"77428","Saint-Ouen-en-Brie",119.92396281
"77429","Saint-Ouen-sur-Morin",141.46888563
"77430","Saint-Pathus",68.99658116
"77431","Saint-Pierre-les-Nemours",238.66290009
"77432","Saint-Remy-la-Vanne",205.45827887
"77433","Saints",216.893077
"77434","Saint-Sauveur-les-Bray",144.81056512
"77435","Saint-Sauveur-sur-Ecole",177.14045304
"77436","Saint-Simeon",217.76548424
"77437","Saint-Soupplets",126.95988766
"77438","Saint-Thibault-des-Vignes",243.32286504
"77439","Salins",153.28133493
"77440","Sammeron",236.35450949
"77441","Samois-sur-Seine",85.0778799
"77442","Samoreau",124.41416078
"77443","Sancy",187.54172312
"77444","Sancy-les-Provins",180.30218412
"77445","Savigny-le-Temple",179.65688991
"77446","Savins",190.41891489
"77447","Seine-Port",162.21297446
"77448","Sept-Sorts",202.9192677
"77449","Serris",223.31279162
"77450","Servon",286.26291617
"77451","Signy-Signets",182.01428487
"77452","Sigy",187.68270561
"77453","Sivry-Courtry",122.49768723
"77454","Sognolles-en-Montois",170.69965977
"77455","Soignolles-en-Brie",198.09635948
"77456","Soisy-Bouy",156.69192908
"77457","Solers",199.11549511
"77458","Souppes-sur-Loing",181.99328714
"77459","Sourdun",214.61991389
"77460","Tancrou",144.0489562
"77461","Thenisy",186.03978308
"77462","Thieux",135.39280354
"77463","Thomery",107.16231277
"77464","Thorigny-sur-Marne",160.35933906
"77465","Thoury-Ferottes",163.25655011
"77466","Tigeaux",217.8026533
"77467","La Tombe",143.93416076
"77468","Torcy",315.73911309
"77469","Touquin",269.93236372
"77470","Tournan-en-Brie",252.52427506
"77471","Tousson",181.15394411
"77472","La Tretoire",142.86876419
"77473","Treuzy-Levelay",179.09471862
"77474","Trilbardou",173.53664334
"77475","Trilport",199.57054663
"77476","Trocy-en-Multien",121.14733392
"77477","Ury",216.09479563
"77478","Ussy-sur-Marne",213.26148864
"77479","Vaires-sur-Marne",214.02606449
"77480","Valence-en-Brie",112.25138283
"77481","Vanville",179.0643874
"77482","Varennes-sur-Seine",160.46654799
"77483","Varreddes",159.51146642
"77484","Vaucourtois",184.80883683
"77485","Le Vaudoue",171.78075069
"77486","Vaudoy-en-Brie",285.78699983
"77487","Vaux-le-Penil",141.47981928
"77489","Vaux-sur-Lunain",134.64080344
"77490","Vendrest",112.81127563
"77491","Veneux-les-Sablons",119.73653291
"77492","Verdelot",96.32233814
"77493","Verneuil-l'Etang",182.23687766
"77494","Vernou-la-Celle-sur-Seine",86.00608498
"77495","Vert-Saint-Denis",207.38538163
"77496","Vieux-Champagne",152.35324705
"77498","Vignely",163.57455735
"77500","Villebeon",135.21363507
"77501","Villecerf",193.45141076
"77504","Villemarechal",178.04855689
"77505","Villemareuil",190.64392724
"77506","Villemer",199.69414019
"77507","Villenauxe-la-Petite",111.10106146
"77508","Villeneuve-le-Comte",263.21021
"77509","Villeneuve-les-Bordes",156.16239598
"77510","Villeneuve-Saint-Denis",233.95365981
"77511","Villeneuve-sous-Dammartin",119.83175299
"77512","Villeneuve-sur-Bellot",85.88535719
"77513","Villenoy",211.65287018
"77514","Villeparisis",272.45437328
"77515","Villeroy",153.06475218
"77516","Ville-Saint-Jacques",173.76311375
"77517","Villevaude",206.4821255
"77518","Villiers-en-Biere",178.66341152
"77519","Villiers-Saint-Georges",144.52987623
"77520","Villiers-sous-Grez",166.96736586
"77521","Villiers-sur-Morin",243.20453311
"77522","Villiers-sur-Seine",129.81845859
"77523","Villuis",93.54862682
"77524","Vimpelles",144.43062345
"77525","Vinantes",108.15470903
"77526","Vincy-Manoeuvre",52.52001533
"77527","Voinsles",228.70040562
"77528","Voisenon",195.64941113
"77529","Voulangis",221.26984784
"77530","Voulton",150.47554451
"77531","Voulx",154.07993475
"77532","Vulaines-les-Provins",206.99161153
"77533","Vulaines-sur-Seine",116.38923212
"77534","Yebles",192.78709671
"78003","Ablis",128.80119429
"78005","Acheres",350.83138367
"78006","Adainville",69.72123399
"78007","Aigremont",568.29675658
"78009","Allainville",150.94459346
"78010","Les Alluets-le-Roi",258.45851325
"78013","Andelu",191.44616097
"78015","Andresy",307.06928413
"78020","Arnouville-les-Mantes",156.76331913
"78029","Aubergenville",306.31381583
"78030","Auffargis",145.59322939
"78031","Auffreville-Brasseuil",211.62358809
"78033","Aulnay-sur-Mauldre",234.45066722
"78034","Auteuil",164.39934187
"78036","Autouillet",143.01985418
"78043","Bailly",747.47381381
"78048","Bazainville",133.19744278
"78049","Bazemont",201.63375547
"78050","Bazoches-sur-Guyonne",190.41753916
"78053","Behoust",132.16295017
"78057","Bennecourt",99.6818603
"78062","Beynes",228.56544843
"78068","Blaru",57.65123713
"78070","Boinville-en-Mantois",153.73588261
"78071","Boinville-le-Gaillard",127.44746046
"78072","Boinvilliers",162.07287758
"78073","Bois-d'Arcy",613.86108425
"78076","Boissets",96.01820883
"78077","La Boissiere-Ecole",51.06244525
"78082","Boissy-Mauvoisin",132.36269081
"78084","Boissy-sans-Avoir",155.57715539
"78087","Bonnelles",173.30950349
"78089","Bonnieres-sur-Seine",90.59737787
"78090","Bouafle",324.20263425
"78092","Bougival",951.90079235
"78096","Bourdonne",101.03622673
"78104","Breuil-Bois-Robert",189.3640602
"78107","Breval",130.40975656
"78108","Les Breviaires",117.86901821
"78113","Brueil-en-Vexin",175.20006147
"78117","Buc",418.20182671
"78118","Buchelay",214.94424904
"78120","Bullion",153.38764331
"78123","Carrieres-sous-Poissy",465.38032657
"78124","Carrieres-sur-Seine",985.51937107
"78125","La Celle-les-Bordes",119.44706977
"78126","La Celle-Saint-Cloud",1036.41454811
"78128","Cernay-la-Ville",153.70987957
"78133","Chambourcy",581.23677019
"78138","Chanteloup-les-Vignes",310.93213318
"78140","Chapet",286.26663461
"78143","Chateaufort",301.79310932
"78146","Chatou",1052.28354641
"78147","Chaufour-les-Bonnieres",102.57723186
"78152","Chavenay",365.94274563
"78158","Le Chesnay",946.63160878
"78160","Chevreuse",155.12210322
"78162","Choisel",149.87600225
"78163","Civry-la-Foret",114.32672837
"78164","Clairefontaine-en-Yvelines",135.23258662
"78165","Les Clayes-sous-Bois",338.65576991
"78168","Coignieres",185.04172373
"78171","Conde-sur-Vesgre",89.37573478
"78172","Conflans-Sainte-Honorine",392.05821867
"78185","Courgent",172.98165219
"78188","Cravent",79.35111075
"78189","Crespieres",297.73534206
"78190","Croissy-sur-Seine",851.48711427
"78192","Dammartin-en-Serve",153.77363823
"78193","Dampierre-en-Yvelines",142.11860417
"78194","Dannemarie",69.15777182
"78196","Davron",296.43739193
"78202","Drocourt",148.26912589
"78206","Ecquevilly",307.65959231
"78208","Elancourt",242.55369448
"78209","Emance",56.05399918
"78217","Epone",293.86218289
"78220","Les Essarts-le-Roi",169.79681178
"78224","L'Etang-la-Ville",582.91164977
"78227","Evecquemont",246.10707211
"78230","La Falaise",262.6705927
"78231","Favrieux",189.90581601
"78233","Feucherolles",400.44593371
"78234","Flacourt",156.88947625
"78236","Flexanville",139.27136764
"78237","Flins-Neuve-Eglise",120.74633471
"78238","Flins-sur-Seine",342.47877034
"78239","Follainville-Dennemont",104.6839005
"78242","Fontenay-le-Fleury",485.3115696
"78245","Fontenay-Mauvoisin",176.24406276
"78246","Fontenay-Saint-Pere",132.10107941
"78251","Fourqueux",536.98114731
"78255","Freneuse",87.41256456
"78261","Gaillon-sur-Montcient",235.12292796
"78262","Galluis",198.18177737
"78263","Gambais",117.92382935
"78264","Gambaiseuil",107.11831942
"78265","Garancieres",135.803988
"78267","Gargenville",248.15864217
"78269","Gazeran",87.50366747
"78276","Gommecourt",39.8009089
"78278","Goupillieres",153.5329541
"78281","Goussonville",151.38952055
"78283","Grandchamp",46.4428907
"78285","Gressey",85.82996986
"78289","Grosrouvre",105.87959231
"78290","Guernes",36.45842515
"78291","Guerville",152.68848944
"78296","Guitrancourt",161.84289697
"78297","Guyancourt",365.83122009
"78299","Hardricourt",282.3414643
"78300","Hargeville",156.41448654
"78302","La Hauteville",46.44677753
"78305","Herbeville",208.97746573
"78307","Hermeray",56.5871391
"78310","Houdan",102.16071458
"78311","Houilles",1009.47976283
"78314","Issou",244.80170757
"78317","Jambville",141.71282299
"78320","Jeufosse",120.8908811
"78321","Jouars-Pontchartrain",301.05633
"78322","Jouy-en-Josas",603.18184258
"78324","Jouy-Mauvoisin",187.43313926
"78325","Jumeauville",154.49761162
"78327","Juziers",222.21506353
"78329","Lainville-en-Vexin",141.00572935
"78334","Levis-Saint-Nom",103.8833091
"78335","Limay",203.36033582
"78337","Limetz-Villez",54.55181045
"78343","Les Loges-en-Josas",427.31738037
"78344","Lommoye",74.90868089
"78346","Longnes",162.46064945
"78349","Longvilliers",195.83382983
"78350","Louveciennes",952.50661884
"78354","Magnanville",245.82064934
"78356","Magny-les-Hameaux",172.92333532
"78358","Maisons-Laffitte",613.82095184
"78361","Mantes-la-Jolie",254.58048573
"78362","Mantes-la-Ville",254.06741892
"78364","Marcq",179.09558353
"78366","Mareil-le-Guyon",209.44486849
"78367","Mareil-Marly",577.04525378
"78368","Mareil-sur-Mauldre",267.26479495
"78372","Marly-le-Roi",817.75247769
"78380","Maule",256.75378442
"78381","Maulette",121.1844079
"78382","Maurecourt",307.68930948
"78383","Maurepas",261.10202949
"78384","Medan",321.62855896
"78385","Menerville",147.69129556
"78389","Mere",176.82479822
"78391","Mericourt",84.23085696
"78396","Le Mesnil-le-Roi",597.70736889
"78397","Le Mesnil-Saint-Denis",169.51146048
"78398","Les Mesnuls",172.87037498
"78401","Meulan-en-Yvelines",308.04413756
"78402","Mezieres-sur-Seine",272.93098899
"78403","Mezy-sur-Seine",213.85898258
"78404","Millemont",130.894958
"78406","Milon-la-Chapelle",161.92715441
"78407","Mittainville",51.61339931
"78410","Moisson",34.99747403
"78413","Mondreville",123.77196092
"78415","Montainville",188.82109838
"78416","Montalet-le-Bois",149.51287253
"78417","Montchauvet",146.53705191
"78418","Montesson",925.65051875
"78420","Montfort-l'Amaury",182.79319694
"78423","Montigny-le-Bretonneux",430.49310801
"78431","Morainvilliers",315.05159741
"78437","Mousseaux-sur-Seine",53.41331372
"78439","Mulcent",153.80455821
"78440","Les Mureaux",338.19200548
"78442","Neauphle-le-Chateau",261.29056991
"78443","Neauphle-le-Vieux",229.62559057
"78444","Neauphlette",102.00508105
"78451","Nezel",285.13032704
"78455","Noisy-le-Roi",650.99136538
"78460","Oinville-sur-Montcient",187.3584718
"78464","Orcemont",90.55482064
"78465","Orgerus",119.41801014
"78466","Orgeval",384.82129043
"78470","Orphin",89.69776552
"78472","Orsonville",124.28042805
"78474","Orvilliers",143.85932126
"78475","Osmoy",135.08750089
"78478","Paray-Douaville",145.43831476
"78481","Le Pecq",761.35634146
"78484","Perdreauville",170.45258749
"78486","Le Perray-en-Yvelines",148.6669978
"78490","Plaisir",305.59670674
"78497","Poigny-la-Foret",89.78588184
"78498","Poissy",561.51435229
"78499","Ponthevrard",115.94916105
"78501","Porcheville",218.43910811
"78502","Le Port-Marly",864.31694545
"78503","Port-Villez",71.01019794
"78505","Prunay-le-Temple",117.2400362
"78506","Prunay-en-Yvelines",86.47055741
"78513","La Queue-les-Yvelines",152.76803721
"78516","Raizeux",55.80551394
