"ID","NAMES","intermediaires_AsTheCowRolls_POT_15"
"77057","Bussieres",3840.54675872
"77058","Bussy-Saint-Georges",128661.83064042
"77059","Bussy-Saint-Martin",115842.708523
"77060","Buthiers",2162.67131709
"77061","Cannes-Ecluse",6682.03888785
"77062","Carnetin",63555.69197188
"77063","La Celle-sur-Morin",9683.3550232
"77065","Cely",30131.78472331
"77066","Cerneux",1522.65333465
"77067","Cesson",50670.9594394
"77068","Cessoy-en-Montois",2489.43583119
"77069","Chailly-en-Biere",31206.26167242
"77070","Chailly-en-Brie",7644.38056802
"77071","Chaintreaux",3652.74834692
"77072","Chalautre-la-Grande",716.58984841
"77073","Chalautre-la-Petite",2830.16374562
"77075","Chalifert",56641.53331754
"77076","Chalmaison",2778.34729744
"77077","Chambry",20065.52089242
"77078","Chamigny",4924.20110357
"77079","Champagne-sur-Seine",12648.83376325
"77080","Champcenest",1857.43447231
"77081","Champdeuil",26443.33707363
"77082","Champeaux",13373.61687459
"77083","Champs-sur-Marne",218830.3477568
"77084","Changis-sur-Marne",13126.19671245
"77085","Chanteloup-en-Brie",82058.9447683
"77086","La Chapelle-Gauthier",9443.7571881
"77087","La Chapelle-Iger",4362.72232444
"77088","La Chapelle-la-Reine",9185.14652791
"77089","La Chapelle-Rablais",4052.51620305
"77090","La Chapelle-Saint-Sulpice",3475.96886568
"77091","Les Chapelles-Bourbon",16080.12236326
"77093","La Chapelle-Moutils",1197.3783206
"77094","Charmentray",31120.17927998
"77095","Charny",29247.70359953
"77096","Chartrettes",20602.18587901
"77097","Chartronges",2220.3147112
"77098","Chateaubleau",2583.16818587
"77099","Chateau-Landon",2417.07951078
"77100","Le Chatelet-en-Brie",18687.70918217
"77101","Chatenay-sur-Seine",3316.67315281
"77102","Chatenoy",4274.71598075
"77103","Chatillon-la-Borde",13307.59781623
"77104","Chatres",20496.76757533
"77106","Chauffry",4344.8690569
"77107","Chaumes-en-Brie",12443.67430518
"77108","Chelles",191524.1338132
"77109","Chenoise",2845.82779362
"77110","Chenou",2179.9824182
"77111","Chessy",66612.20986761
"77112","Chevrainvilliers",4358.38875694
"77113","Chevru",3191.54706652
"77114","Chevry-Cossigny",58698.81744661
"77115","Chevry-en-Sereine",2506.13444003
"77116","Choisy-en-Brie",3842.68752635
"77117","Citry",2384.36226378
"77118","Claye-Souilly",100989.67064651
"77119","Clos-Fontaine",3646.92440162
"77120","Cocherel",4704.55210213
"77121","Collegien",168979.0659293
"77122","Combs-la-Ville",75603.51312321
"77123","Compans",66614.47018657
"77124","Conches-sur-Gondoire",89093.24919751
"77125","Conde-Sainte-Libiaire",32985.58526789
"77126","Congis-sur-Therouanne",8719.68440641
"77127","Coubert",42206.26647734
"77128","Couilly-Pont-aux-Dames",49319.15357211
"77129","Coulombs-en-Valois",1929.6502894
"77130","Coulommes",22741.8595776
"77131","Coulommiers",9198.51840543
"77132","Coupvray",48875.42616819
"77133","Courcelles-en-Bassee",3736.14004448
"77134","Courchamp",2182.98725107
"77135","Courpalay",5997.0941602
"77136","Courquetaine",16575.19366197
"77137","Courtacon",2458.60041155
"77138","Courtomer",5454.14715768
"77139","Courtry",136924.64882511
"77140","Coutencon",3556.65809756
"77141","Coutevroult",39282.06300622
"77142","Crecy-la-Chapelle",23978.45604533
"77143","Cregy-les-Meaux",26944.28026152
"77144","Crevecoeur-en-Brie",12155.4253538
"77145","Crisenoy",28767.91718261
"77146","Croissy-Beaubourg",184370.47433405
"77147","La Croix-en-Brie",2826.58216608
"77148","Crouy-sur-Ourcq",1957.79426858
"77149","Cucharmoy",2628.04030282
"77150","Cuisy",14679.55654433
"77151","Dagny",3790.69362939
"77152","Dammarie-les-Lys",33474.69613769
"77153","Dammartin-en-Goele",26290.59891939
"77154","Dammartin-sur-Tigeaux",14317.54677993
"77155","Dampmart",62552.10506149
"77156","Darvault",7801.63882728
"77157","Dhuisy",3956.15628995
"77158","Diant",2618.1824957
"77159","Donnemarie-Dontilly",3129.16056015
"77161","Dormelles",5426.09973774
"77162","Doue",4728.03407383
"77163","Douy-la-Ramee",6231.32726116
"77164","Echouboulains",4601.82711214
"77165","Les Ecrennes",10196.51302822
"77166","Ecuelles",11276.80726332
"77167","Egligny",2588.36030018
"77168","Egreville",3195.41259209
"77169","Emerainville",194814.07365261
"77170","Episy",11546.87666287
"77171","Esbly",42322.03659685
"77172","Esmans",6943.28723326
"77173","Etrepilly",11509.42482656
"77174","Everly",2693.31540126
"77175","Evry-Gregy-sur-Yerre",60307.14568784
"77176","Faremoutiers",9888.20934445
"77177","Favieres",34497.30354437
"77178","Fay-les-Nemours",4603.36546732
"77179","Fericy",11700.80465726
"77180","Ferolles-Attilly",82464.34536299
"77181","Ferrieres-en-Brie",152458.29705866
"77182","La Ferte-Gaucher",2958.90283006
"77183","La Ferte-sous-Jouarre",8511.53192803
"77184","Flagy",4625.88475662
"77185","Fleury-en-Biere",27539.7499788
"77186","Fontainebleau",19312.57803459
"77187","Fontaine-Fourches",983.47656085
"77188","Fontaine-le-Port",16195.56007431
"77190","Fontains",3311.85781376
"77191","Fontenailles",6080.73771402
"77192","Fontenay-Tresigny",13091.85250604
"77193","Forfry",8620.02924554
"77194","Forges",7104.57801832
"77195","Fouju",17231.32623015
"77196","Fresnes-sur-Marne",58303.36529744
"77197","Fretoy",2412.67977906
"77198","Fromont",2328.79785519
"77199","Fublaines",16218.82660682
"77200","Garentreville",2506.09791144
"77201","Gastins",3929.13766814
"77202","La Genevraye",9391.41286248
"77203","Germigny-l'Eveque",12206.9072537
"77204","Germigny-sous-Coulombs",1501.84269209
"77205","Gesvres-le-Chapitre",10579.10446776
"77206","Giremoutiers",10056.71304304
"77207","Gironville",1818.28678755
"77208","Gouaix",2244.95812424
"77209","Gouvernes",116111.57538695
"77210","La Grande-Paroisse",7219.82961515
"77211","Grandpuits-Bailly-Carrois",5275.88899112
"77212","Gravon",2917.35220774
"77214","Gressy",73662.06441406
"77215","Gretz-Armainvilliers",56441.68313045
"77216","Grez-sur-Loing",9996.18533887
"77217","Grisy-Suisnes",49487.97020991
"77218","Grisy-sur-Seine",1730.63826236
"77219","Guerard",13636.56254
"77220","Guercheville",3140.23553576
"77221","Guermantes",105893.99204826
"77222","Guignes",19423.46209751
"77223","Gurcy-le-Chatel",3034.22911547
"77224","Hautefeuille",6916.5141575
"77225","La Haute-Maison",12104.25945099
"77226","Hericy",15207.63477583
"77227","Herme",2683.38003637
"77228","Hondevilliers",2530.18655764
"77229","La Houssaye-en-Brie",15549.46687257
"77230","Ichy",2000.57037018
"77231","Isles-les-Meldeuses",10153.4034935
"77232","Isles-les-Villenoy",32574.82269033
"77233","Iverny",23540.7720091
"77234","Jablines",35139.32638569
"77235","Jaignes",6840.58546607
"77236","Jaulnes",2220.78716912
"77237","Jossigny",93643.59839901
"77238","Jouarre",7724.97272359
"77239","Jouy-le-Chatel",4118.97107944
"77240","Jouy-sur-Morin",3069.95240148
"77241","Juilly",22957.33088238
"77242","Jutigny",3482.59752656
"77243","Lagny-sur-Marne",107414.54621841
"77244","Larchant",5773.93781611
"77245","Laval-en-Brie",5757.40834307
"77246","Lechelle",2023.72710792
"77247","Lescherolles",1760.82816259
"77248","Lesches",39900.82574973
"77249","Lesigny",116265.0108208
"77250","Leudon-en-Brie",2037.96453284
"77251","Lieusaint",81996.31520518
"77252","Limoges-Fourches",50344.2349089
"77253","Lissy",39546.75741377
"77254","Liverdy-en-Brie",17685.08385584
"77255","Livry-sur-Seine",27944.64500434
"77256","Lizines",2932.80765591
"77257","Lizy-sur-Ourcq",8525.21067639
"77258","Lognes",208782.01566898
"77259","Longperrier",24722.30485935
"77260","Longueville",3438.37868478
"77261","Lorrez-le-Bocage-Preaux",3457.39515068
"77262","Louan-Villegruis-Fontaine",487.30820261
"77263","Luisetaines",2764.86825913
"77264","Lumigny-Nesles-Ormeaux",9832.56878524
"77265","Luzancy",4275.42612329
"77266","Machault",10948.86416944
"77267","La Madeleine-sur-Loing",3957.47318499
"77268","Magny-le-Hongre",46969.92823507
"77269","Maincy",34356.84633691
"77270","Maisoncelles-en-Brie",12619.24020607
"77271","Maisoncelles-en-Gatinais",2408.4974931
"77272","Maison-Rouge",3790.31852649
"77273","Marchemoret",16811.09263447
"77274","Marcilly",13447.50144881
"77275","Les Marets",1470.23813639
"77276","Mareuil-les-Meaux",27248.14710381
"77277","Marles-en-Brie",12403.7586549
"77278","Marolles-en-Brie",5213.07557382
"77279","Marolles-sur-Seine",5666.28519832
"77280","Mary-sur-Marne",8171.54851238
"77281","Mauperthuis",7622.63238055
"77282","Mauregard",46542.70260456
"77283","May-en-Multien",5731.48590532
"77284","Meaux",29680.24512223
"77285","Le Mee-sur-Seine",40960.51257282
"77286","Meigneux",2569.91118598
"77287","Meilleray",759.75316186
"77288","Melun",43883.22919826
"77289","Melz-sur-Seine",1829.86298305
"77290","Mery-sur-Marne",3742.35342388
"77291","Le Mesnil-Amelot",57990.05186691
"77292","Messy",67237.79855285
"77293","Misy-sur-Yonne",3719.59902082
"77294","Mitry-Mory",103993.36166077
"77295","Moisenay",23968.22564193
"77296","Moissy-Cramayel",63868.6819983
"77297","Mondreville",1297.50122701
"77298","Mons-en-Montois",2409.42668709
"77299","Montarlot",9906.05225674
"77300","Montceaux-les-Meaux",20309.22888972
"77301","Montceaux-les-Provins",975.57020133
"77302","Montcourt-Fromonville",8678.66248456
"77303","Montdauphin",649.66481884
"77304","Montenils",409.709185
"77305","Montereau-Fault-Yonne",8808.78629396
"77306","Montereau-sur-le-Jard",45497.07153059
"77307","Montevrain",76792.24018056
"77308","Montge-en-Goele",15523.76961365
"77309","Monthyon",18591.83948596
"77310","Montigny-le-Guesdier",1529.32537342
"77311","Montigny-Lencoup",4645.97441285
"77312","Montigny-sur-Loing",10046.18298376
"77313","Montmachoux",4003.71341561
"77314","Montolivet",749.85374481
"77315","Montry",43393.33765259
"77316","Moret-sur-Loing",11711.86942777
"77317","Mormant",7949.9133095
"77318","Mortcerf",14409.53803767
"77319","Mortery",2493.33892502
"77320","Mouroux",9471.99681456
"77321","Mousseaux-les-Bray",2538.12418893
"77322","Moussy-le-Neuf",21456.24433458
"77323","Moussy-le-Vieux",16463.43743164
"77325","Mouy-sur-Seine",2758.72517617
"77326","Nandy",59291.26902559
"77327","Nangis",4762.29275618
"77328","Nanteau-sur-Essonne",2381.55203454
"77329","Nanteau-sur-Lunain",4756.72275043
"77330","Nanteuil-les-Meaux",25302.28422187
"77331","Nanteuil-sur-Marne",2874.40574265
"77332","Nantouillet",26510.44374112
"77333","Nemours",8588.33930467
"77335","Chauconin-Neufmontiers",27105.09982137
"77336","Neufmoutiers-en-Brie",19564.86894263
"77337","Noisiel",202742.23978423
"77338","Noisy-Rudignon",6727.10836227
"77339","Noisy-sur-Ecole",5643.99380996
"77340","Nonville",6687.59218755
"77341","Noyen-sur-Seine",2101.73412353
"77342","Obsonville",2364.11205643
"77343","Ocquerre",5178.2115887
"77344","Oissery",8597.00896265
"77345","Orly-sur-Morin",2602.12424349
"77347","Les Ormes-sur-Voulzie",3254.03536047
"77348","Ormesson",5669.00480816
"77349","Othis",12282.80716488
"77350","Ozoir-la-Ferriere",79767.37837617
"77352","Ozouer-le-Voulgis",16458.18882914
"77353","Paley",3710.61100714
"77354","Pamfou",10415.08287078
"77355","Paroy",3339.47546618
"77356","Passy-sur-Seine",1236.50274951
"77357","Pecy",3443.26342132
"77358","Penchard",23891.7034289
"77359","Perthes",39477.3440308
"77360","Pezarches",8498.51169676
"77361","Pierre-Levee",16068.60397166
"77363","Le Pin",125461.01617937
"77364","Le Plessis-aux-Bois",17887.13683392
"77365","Le Plessis-Feu-Aussoux",5069.40581199
"77366","Le Plessis-l'Eveque",21114.98886337
"77367","Le Plessis-Placy",7252.81222554
"77368","Poigny",3124.02482799
"77369","Poincy",17931.31495461
"77370","Poligny",4401.86077444
"77371","Pommeuse",10377.27112368
"77372","Pomponne",105233.05110224
"77373","Pontault-Combault",154873.1845794
"77374","Pontcarre",115576.10364895
"77376","Precy-sur-Marne",32638.80907239
"77377","Presles-en-Brie",30304.44447988
"77378","Pringy",33895.43436947
"77379","Provins",3376.37610159
"77380","Puisieux",7408.88790481
"77381","Quiers",4682.81961819
"77382","Quincy-Voisins",36164.15608426
"77383","Rampillon",3308.10077576
"77384","Reau",61397.53782265
"77385","Rebais",5149.1344629
"77386","Recloses",8404.35331833
"77387","Remauville",3770.70145256
"77388","Reuil-en-Brie",7055.30413857
"77389","La Rochette",30932.03371418
"77390","Roissy-en-Brie",103369.63784014
"77391","Rouilly",2505.82224622
"77392","Rouvres",22288.48297614
"77393","Rozay-en-Brie",9230.225332
"77394","Rubelles",38382.55730784
"77395","Rumont",2035.15286264
"77396","Rupereux",1542.74756385
"77397","Saacy-sur-Marne",3437.59058913
"77398","Sablonnieres",2623.72029897
"77399","Saint-Ange-le-Viel",3379.49230235
"77400","Saint-Augustin",7093.34340255
"77401","Sainte-Aulde",4038.88537838
"77402","Saint-Barthelemy",1566.72756125
"77403","Saint-Brice",2888.32683284
"77404","Sainte-Colombe",3458.65747791
"77405","Saint-Cyr-sur-Morin",4158.38732142
"77406","Saint-Denis-les-Rebais",5277.02929595
"77407","Saint-Fargeau-Ponthierry",51687.64430696
"77408","Saint-Fiacre",17903.28584183
"77409","Saint-Germain-Laval",7067.54723234
"77410","Saint-Germain-Laxis",34546.43712943
"77411","Saint-Germain-sous-Doue",4674.33844768
"77412","Saint-Germain-sur-Ecole",21819.51715357
"77413","Saint-Germain-sur-Morin",42081.87513971
"77414","Saint-Hilliers",2006.81379726
"77415","Saint-Jean-les-Deux-Jumeaux",16416.47940168
"77416","Saint-Just-en-Brie",1725.22793901
"77417","Saint-Leger",2925.47112478
"77418","Saint-Loup-de-Naud",3260.23960775
"77419","Saint-Mammes",12821.07460141
"77420","Saint-Mard",35121.3727597
"77421","Saint-Mars-Vieux-Maisons",1886.0717173
"77423","Saint-Martin-des-Champs",2022.21820995
"77424","Saint-Martin-du-Boschet",852.99612597
"77425","Saint-Martin-en-Biere",18339.34230316
"77426","Saint-Mery",9905.63109011
"77427","Saint-Mesmes",37741.30848317
"77428","Saint-Ouen-en-Brie",6626.26017413
"77429","Saint-Ouen-sur-Morin",3951.7374742
"77430","Saint-Pathus",10108.47579732
"77431","Saint-Pierre-les-Nemours",7868.87018847
"77432","Saint-Remy-la-Vanne",4568.79656844
"77433","Saints",6635.92341909
"77434","Saint-Sauveur-les-Bray",2337.51105158
"77435","Saint-Sauveur-sur-Ecole",26209.47864095
"77436","Saint-Simeon",5246.18259929
"77437","Saint-Soupplets",16879.63572267
"77438","Saint-Thibault-des-Vignes",128741.55903155
"77439","Salins",5672.00749049
"77440","Sammeron",15294.78362565
"77441","Samois-sur-Seine",14245.52505385
"77442","Samoreau",17691.96667629
"77443","Sancy",16492.43527544
"77444","Sancy-les-Provins",1152.76264342
"77445","Savigny-le-Temple",61463.05716366
"77446","Savins",3210.76786851
"77447","Seine-Port",43253.53905233
"77448","Sept-Sorts",10228.55861904
"77449","Serris",63292.30363548
"77450","Servon",120135.87523668
"77451","Signy-Signets",9031.60126076
"77452","Sigy",3125.67917529
"77453","Sivry-Courtry",23901.65899645
"77454","Sognolles-en-Montois",2683.93677274
"77455","Soignolles-en-Brie",34767.32378908
"77456","Soisy-Bouy",2580.91484419
"77457","Solers",29424.94043431
"77458","Souppes-sur-Loing",4356.33584044
"77459","Sourdun",3111.26915361
"77460","Tancrou",6293.39041634
"77461","Thenisy",3050.21009441
"77462","Thieux",41171.39885013
"77463","Thomery",12592.45732745
"77464","Thorigny-sur-Marne",78235.08487322
"77465","Thoury-Ferottes",4202.88093754
"77466","Tigeaux",19941.5120479
"77467","La Tombe",4719.55421015
"77468","Torcy",170868.29302211
"77469","Touquin",7542.48314467
"77470","Tournan-en-Brie",39938.53264461
"77471","Tousson",4344.61060345
"77472","La Tretoire",3345.26141377
"77473","Treuzy-Levelay",5534.05259495
"77474","Trilbardou",39903.70915447
"77475","Trilport",19067.58991582
"77476","Trocy-en-Multien",9413.64472971
"77477","Ury",12839.22686108
"77478","Ussy-sur-Marne",13476.14362114
"77479","Vaires-sur-Marne",128780.24485945
"77480","Valence-en-Brie",9405.80738811
"77481","Vanville",3566.26212066
"77482","Varennes-sur-Seine",9877.16759253
"77483","Varreddes",16714.85691622
"77484","Vaucourtois",17590.87526596
"77485","Le Vaudoue",5455.5331266
"77486","Vaudoy-en-Brie",5535.56780558
"77487","Vaux-le-Penil",29759.08388104
"77489","Vaux-sur-Lunain",2030.66228351
"77490","Vendrest",2743.88033829
"77491","Veneux-les-Sablons",11710.37466622
"77492","Verdelot",1326.00660699
"77493","Verneuil-l'Etang",11157.75164888
"77494","Vernou-la-Celle-sur-Seine",9708.22015505
"77495","Vert-Saint-Denis",56489.65489076
"77496","Vieux-Champagne",2446.22460065
"77498","Vignely",35598.02053469
"77500","Villebeon",2102.74054718
"77501","Villecerf",9875.82370002
"77504","Villemarechal",4314.88902214
"77505","Villemareuil",17979.92072119
"77506","Villemer",8451.1929417
"77507","Villenauxe-la-Petite",1674.7597514
"77508","Villeneuve-le-Comte",56093.19464643
"77509","Villeneuve-les-Bordes",3916.29686635
"77510","Villeneuve-Saint-Denis",60792.12502104
"77511","Villeneuve-sous-Dammartin",25325.02913068
"77512","Villeneuve-sur-Bellot",1236.77466527
"77513","Villenoy",34487.39099973
"77514","Villeparisis",151734.50447982
"77515","Villeroy",26697.52342833
"77516","Ville-Saint-Jacques",8870.12465746
"77517","Villevaude",108065.86558388
"77518","Villiers-en-Biere",28945.45039284
"77519","Villiers-Saint-Georges",1293.63997372
"77520","Villiers-sous-Grez",8095.47973729
"77521","Villiers-sur-Morin",39839.45401302
"77522","Villiers-sur-Seine",1786.96098931
"77523","Villuis",1273.51447914
"77524","Vimpelles",2421.21485295
"77525","Vinantes",13971.45974842
"77526","Vincy-Manoeuvre",3388.58145603
"77527","Voinsles",5128.3029595
"77528","Voisenon",45082.69711546
"77529","Voulangis",25927.73010151
"77530","Voulton",1812.92783014
"77531","Voulx",3392.43514052
"77532","Vulaines-les-Provins",3514.45622834
"77533","Vulaines-sur-Seine",16524.37361675
"77534","Yebles",18547.33829511
"78003","Ablis",8245.47216303
"78005","Acheres",99971.3025263
"78006","Adainville",2674.81174743
"78007","Aigremont",126883.71520054
"78009","Allainville",6422.99068349
"78010","Les Alluets-le-Roi",39917.28448833
"78013","Andelu",15555.45603297
"78015","Andresy",87608.84949421
"78020","Arnouville-les-Mantes",14695.69554179
"78029","Aubergenville",50061.45006207
"78030","Auffargis",26520.14968585
"78031","Auffreville-Brasseuil",25141.13260361
"78033","Aulnay-sur-Mauldre",29785.97753226
"78034","Auteuil",17353.94534625
"78036","Autouillet",12221.28262747
"78043","Bailly",175441.7305474
"78048","Bazainville",10577.75482103
"78049","Bazemont",23906.46042981
"78050","Bazoches-sur-Guyonne",38251.26200921
"78053","Behoust",8607.54496084
"78057","Bennecourt",12392.80844494
"78062","Beynes",29486.06016718
"78068","Blaru",5519.46939761
"78070","Boinville-en-Mantois",17651.48526071
"78071","Boinville-le-Gaillard",6127.76601875
"78072","Boinvilliers",14018.67865448
"78073","Bois-d'Arcy",156453.10992222
"78076","Boissets",3591.75578995
"78077","La Boissiere-Ecole",2237.01268209
"78082","Boissy-Mauvoisin",10559.20583925
"78084","Boissy-sans-Avoir",19259.04998272
"78087","Bonnelles",21709.40627672
"78089","Bonnieres-sur-Seine",11249.59852609
"78090","Bouafle",59066.36796189
"78092","Bougival",244436.29491246
"78096","Bourdonne",5287.83655761
"78104","Breuil-Bois-Robert",22049.84063023
"78107","Breval",6631.9075578
"78108","Les Breviaires",14524.41404081
"78113","Brueil-en-Vexin",26765.04249238
"78117","Buc",132784.03666297
"78118","Buchelay",26203.88963672
"78120","Bullion",17205.8820722
"78123","Carrieres-sous-Poissy",114078.82580905
"78124","Carrieres-sur-Seine",268714.09697597
"78125","La Celle-les-Bordes",13702.56942922
"78126","La Celle-Saint-Cloud",267899.697452
"78128","Cernay-la-Ville",22221.88819977
"78133","Chambourcy",129617.52447352
"78138","Chanteloup-les-Vignes",85023.82493888
"78140","Chapet",57657.41771643
"78143","Chateaufort",97619.80856013
"78146","Chatou",271243.33748823
"78147","Chaufour-les-Bonnieres",11198.13752251
"78152","Chavenay",73058.31107664
"78158","Le Chesnay",238543.96528295
"78160","Chevreuse",34923.98073435
"78162","Choisel",25952.68169391
"78163","Civry-la-Foret",5844.80222963
"78164","Clairefontaine-en-Yvelines",15699.24947853
"78165","Les Clayes-sous-Bois",80428.13140202
"78168","Coignieres",49185.5719849
"78171","Conde-sur-Vesgre",4177.97658723
"78172","Conflans-Sainte-Honorine",128633.16747082
"78185","Courgent",13170.81853823
"78188","Cravent",6138.11299595
"78189","Crespieres",46349.35258589
"78190","Croissy-sur-Seine",211484.80125727
"78192","Dammartin-en-Serve",8669.24778054
"78193","Dampierre-en-Yvelines",33082.59203922
"78194","Dannemarie",3834.27539059
"78196","Davron",51831.0022228
"78202","Drocourt",19878.16956651
"78206","Ecquevilly",58203.52923594
"78208","Elancourt",65378.3326252
"78209","Emance",3412.99484366
"78217","Epone",42563.10881983
"78220","Les Essarts-le-Roi",36887.08854746
"78224","L'Etang-la-Ville",134922.47536052
"78227","Evecquemont",54444.52346525
"78230","La Falaise",36294.51951008
"78231","Favrieux",19412.82490788
"78233","Feucherolles",79136.29803996
"78234","Flacourt",12727.2065888
"78236","Flexanville",7811.93352282
"78237","Flins-Neuve-Eglise",6139.86112005
"78238","Flins-sur-Seine",58799.35789508
"78239","Follainville-Dennemont",16865.21995294
"78242","Fontenay-le-Fleury",125573.92519992
"78245","Fontenay-Mauvoisin",19290.86521239
"78246","Fontenay-Saint-Pere",19708.26608798
"78251","Fourqueux",124363.31811365
"78255","Freneuse",10902.80839824
"78261","Gaillon-sur-Montcient",40888.65968202
"78262","Galluis",30412.50839158
"78263","Gambais",7673.80220735
"78264","Gambaiseuil",6635.16810903
"78265","Garancieres",12731.41413456
"78267","Gargenville",37923.9370802
"78269","Gazeran",8656.73035681
"78276","Gommecourt",4454.88029101
"78278","Goupillieres",10420.25076296
"78281","Goussonville",15908.22880165
"78283","Grandchamp",1639.26437823
"78285","Gressey",3873.34115239
"78289","Grosrouvre",9683.73425384
"78290","Guernes",9487.32760049
"78291","Guerville",18102.07856137
"78296","Guitrancourt",23812.14169698
"78297","Guyancourt",113897.1040329
"78299","Hardricourt",51104.88364196
"78300","Hargeville",12140.45177227
"78302","La Hauteville",1573.67784346
"78305","Herbeville",23642.12927304
"78307","Hermeray",3090.04689133
"78310","Houdan",6531.8620106
"78311","Houilles",285044.05250099
"78314","Issou",36306.37415293
"78317","Jambville",19492.96899099
"78320","Jeufosse",14689.2338769
"78321","Jouars-Pontchartrain",64079.73326968
"78322","Jouy-en-Josas",202940.53285263
"78324","Jouy-Mauvoisin",22105.25217049
"78325","Jumeauville",14500.11548427
"78327","Juziers",36240.89646011
"78329","Lainville-en-Vexin",17964.04163376
"78334","Levis-Saint-Nom",26871.36504447
"78335","Limay",26751.06162651
"78337","Limetz-Villez",6575.22028472
"78343","Les Loges-en-Josas",144619.40588821
"78344","Lommoye",4551.71177321
"78346","Longnes",11614.62763938
"78349","Longvilliers",24109.78534302
"78350","Louveciennes",242278.08350235
"78354","Magnanville",28668.68057745
"78356","Magny-les-Hameaux",53082.99277427
"78358","Maisons-Laffitte",174881.83844464
"78361","Mantes-la-Jolie",31299.35017745
"78362","Mantes-la-Ville",31036.38287357
"78364","Marcq",16129.2649075
"78366","Mareil-le-Guyon",34656.15479609
"78367","Mareil-Marly",134988.25055918
"78368","Mareil-sur-Mauldre",33602.72354008
"78372","Marly-le-Roi",203010.97718288
"78380","Maule",30283.04070698
"78381","Maulette",8560.62247981
"78382","Maurecourt",94389.31367705
"78383","Maurepas",70298.95731192
"78384","Medan",78370.63723152
"78385","Menerville",13982.16294675
"78389","Mere",26072.30473988
"78391","Mericourt",10845.24241934
"78396","Le Mesnil-le-Roi",159600.54399376
"78397","Le Mesnil-Saint-Denis",47661.10062491
"78398","Les Mesnuls",27205.43101265
"78401","Meulan-en-Yvelines",56299.55311746
"78402","Mezieres-sur-Seine",40184.97245013
"78403","Mezy-sur-Seine",39450.13449324
"78404","Millemont",14760.18626805
"78406","Milon-la-Chapelle",43496.39393883
"78407","Mittainville",2355.4799389
"78410","Moisson",4288.31035958
"78413","Mondreville",7614.10683424
"78415","Montainville",18827.39550418
"78416","Montalet-le-Bois",20933.8749651
