"ID","NAMES","cadres_AsTheCowRolls_POT_5"
"75101","Paris 1er Arrondissement",174822.19986931
"75102","Paris 2e  Arrondissement",173602.13652919
"75103","Paris 3e  Arrondissement",208240.88862523
"75104","Paris 4e  Arrondissement",200216.89567679
"75105","Paris 5e  Arrondissement",190374.84927335
"75106","Paris 6e  Arrondissement",182441.22847766
"75107","Paris 7e  Arrondissement",151605.99491598
"75108","Paris 8e  Arrondissement",182315.91299152
"75109","Paris 9e  Arrondissement",211654.2284961
"75110","Paris 10e  Arrondissement",241106.34436884
"75111","Paris 11e  Arrondissement",195012.32242571
"75112","Paris 12e  Arrondissement",148234.5302388
"75113","Paris 13e  Arrondissement",176712.46627123
"75114","Paris 14e  Arrondissement",176937.88491435
"75115","Paris 15e  Arrondissement",152218.05619268
"75116","Paris 16e  Arrondissement",96559.78119704
"75117","Paris 17e  Arrondissement",176218.06177955
"75118","Paris 18e  Arrondissement",157274.01803096
"75119","Paris 19e  Arrondissement",126509.44353122
"75120","Paris 20e  Arrondissement",156828.30826215
"77001","Acheres-la-Foret",245.23122771
"77002","Amillis",76.56648539
"77003","Amponville",130.47918311
"77004","Andrezel",183.06413483
"77005","Annet-sur-Marne",1003.43057072
"77006","Arbonne-la-Foret",216.14105411
"77007","Argentieres",359.8683401
"77008","Armentieres-en-Brie",98.63330283
"77009","Arville",20.73960634
"77010","Aubepierre-Ozouer-le-Repos",311.1481206
"77011","Aufferville",86.547916
"77012","Augers-en-Brie",42.90158691
"77013","Aulnoy",248.30052722
"77014","Avon",3421.10549549
"77015","Baby",29.53760788
"77016","Bagneaux-sur-Loing",410.8549651
"77018","Bailly-Romainvilliers",2444.11620553
"77019","Balloy",53.30627788
"77020","Bannost-Villegagnon",54.80474933
"77021","Barbey",86.03880841
"77022","Barbizon",397.33757667
"77023","Barcy",403.26320735
"77024","Bassevelle",52.95396816
"77025","Bazoches-les-Bray",73.24631627
"77026","Beauchery-Saint-Martin",38.57107621
"77027","Beaumont-du-Gatinais",40.1482396
"77028","Beautheil",159.46815837
"77029","Beauvoir",436.9634406
"77030","Bellot",125.1752694
"77031","Bernay-Vilbert",254.69699311
"77032","Beton-Bazoches",65.01432717
"77033","Bezalles",45.09426953
"77034","Blandy",241.57378394
"77035","Blennes",82.01225692
"77036","Boisdon",68.04205189
"77037","Bois-le-Roi",1430.46332466
"77038","Boissettes",863.73327858
"77039","Boissise-la-Bertrand",864.03998773
"77040","Boissise-le-Roi",980.29923823
"77041","Boissy-aux-Cailles",64.22133792
"77042","Boissy-le-Chatel",345.53264174
"77043","Boitron",61.57354645
"77044","Bombon",180.92717422
"77045","Bougligny",83.60675491
"77046","Boulancourt",44.13146932
"77047","Bouleurs",503.96125981
"77048","Bourron-Marlotte",372.42585094
"77049","Boutigny",401.42327022
"77050","Bransles",88.14598917
"77051","Bray-sur-Seine",97.55373677
"77052","Breau",234.01091492
"77053","Brie-Comte-Robert",1617.23902524
