"ID","NAMES","total_AsTheCrowFlies_POT_7500"
"78404","Millemont",12711.6804158
"78406","Milon-la-Chapelle",100981.52842654
"78407","Mittainville",2652.30155257
"78410","Moisson",20964.68935178
"78413","Mondreville",6419.26513993
"78415","Montainville",29169.60971941
"78416","Montalet-le-Bois",28855.59397812
"78417","Montchauvet",11288.53438216
"78418","Montesson",400963.20992565
"78420","Montfort-l'Amaury",24071.24575766
"78423","Montigny-le-Bretonneux",164787.2977807
"78431","Morainvilliers",78461.66633166
"78437","Mousseaux-sur-Seine",28699.30329428
"78439","Mulcent",11444.83673936
"78440","Les Mureaux",77277.59111136
"78442","Neauphle-le-Chateau",78809.04534627
"78443","Neauphle-le-Vieux",48087.97319648
"78444","Neauphlette",8073.3083761
"78451","Nezel",48607.58833187
"78455","Noisy-le-Roi",189361.62374784
"78460","Oinville-sur-Montcient",44958.30830637
"78464","Orcemont",13414.10219886
"78465","Orgerus",11994.02444709
"78466","Orgeval",80600.55921469
"78470","Orphin",7810.75298559
"78472","Orsonville",2934.60401716
"78474","Orvilliers",9890.36096031
"78475","Osmoy",13689.58028899
"78478","Paray-Douaville",2893.80328904
"78481","Le Pecq",290966.42519286
"78484","Perdreauville",33819.60206596
"78486","Le Perray-en-Yvelines",26754.50989491
"78490","Plaisir",110025.84755131
"78497","Poigny-la-Foret",15290.74797882
"78498","Poissy",131420.42511707
"78499","Ponthevrard",11863.04317031
"78501","Porcheville",60470.69166267
"78502","Le Port-Marly",307850.66886657
"78503","Port-Villez",7529.09847677
"78505","Prunay-le-Temple",11205.56631546
"78506","Prunay-en-Yvelines",4425.62072223
"78513","La Queue-les-Yvelines",15615.74980997
"78516","Raizeux",5219.08194201
"78517","Rambouillet",21116.1912399
"78518","Rennemoulin",180602.73566993
"78520","Richebourg",9382.46963228
"78522","Rochefort-en-Yvelines",15059.95226987
"78524","Rocquencourt",279895.26986097
"78528","Rolleboise",29165.85493649
"78530","Rosay",24711.44359277
"78531","Rosny-sur-Seine",34479.53688751
"78536","Sailly",33440.30121807
"78537","Saint-Arnoult-en-Yvelines",13243.29951815
"78545","Saint-Cyr-l'Ecole",203835.89806014
"78548","Saint-Forget",67826.48607044
"78550","Saint-Germain-de-la-Grange",66035.34902065
"78551","Saint-Germain-en-Laye",248345.30318652
"78557","Saint-Hilarion",9036.81307519
"78558","Saint-Illiers-la-Ville",13549.49972985
"78559","Saint-Illiers-le-Bois",7658.76158054
"78561","Saint-Lambert",101017.09556046
"78562","Saint-Leger-en-Yvelines",12706.70437509
"78564","Saint-Martin-de-Brethencourt",10408.81175599
"78565","Saint-Martin-des-Champs",15623.44361629
"78567","Saint-Martin-la-Garenne",40989.2889067
"78569","Sainte-Mesme",12846.11715291
"78571","Saint-Nom-la-Breteche",130945.86383547
"78575","Saint-Remy-les-Chevreuse",74655.74530899
"78576","Saint-Remy-l'Honore",51994.88222764
"78586","Sartrouville",488478.71033374
"78588","Saulx-Marchais",29448.11312487
"78590","Senlisse",33242.48613872
"78591","Septeuil",15500.46630524
"78597","Soindres",45179.76541001
"78601","Sonchamp",13712.89380767
"78605","Tacoignieres",10820.75521685
"78606","Le Tartre-Gaudran",2485.91977347
"78608","Le Tertre-Saint-Denis",23397.35567846
"78609","Tessancourt-sur-Aubette",68941.43217689
"78615","Thiverval-Grignon",77686.85138753
"78616","Thoiry",21378.7670161
"78618","Tilly",6323.04505203
"78620","Toussus-le-Noble",155648.77859111
"78621","Trappes",143110.71919673
"78623","Le Tremblay-sur-Mauldre",64353.35253163
"78624","Triel-sur-Seine",147623.79983108
"78638","Vaux-sur-Seine",119431.4058592
"78640","Velizy-Villacoublay",450311.26777874
"78642","Verneuil-sur-Seine",111597.25478703
"78643","Vernouillet",114793.70416769
"78644","La Verriere",101703.17395678
"78646","Versailles",264898.32668546
"78647","Vert",41201.64175145
"78650","Le Vesinet",385992.54640655
"78653","Vicq",31462.40615664
"78655","Vieille-Eglise-en-Yvelines",24803.66811165
"78668","La Villeneuve-en-Chevrie",12092.74499855
"78672","Villennes-sur-Seine",110277.6107542
"78674","Villepreux",152077.89631925
"78677","Villette",34759.05354367
"78681","Villiers-le-Mahieu",17583.94335753
"78683","Villiers-Saint-Frederic",60672.71780685
"78686","Viroflay",432767.84260689
"78688","Voisins-le-Bretonneux",147410.14019907
"91001","Abbeville-la-Riviere",6145.22611027
"91016","Angerville",4849.24382292
"91017","Angervilliers",21519.66827685
"91021","Arpajon",84737.8869276
"91022","Arrancourt",5500.46111453
"91027","Athis-Mons",352755.4631986
"91035","Authon-la-Plaine",5180.78573526
"91037","Auvernaux",55844.17348764
"91038","Auvers-Saint-Georges",21218.81536028
"91041","Avrainville",57888.62723634
"91044","Ballainvilliers",230272.65229879
"91045","Ballancourt-sur-Essonne",41042.51028281
"91047","Baulne",28005.54981924
"91064","Bievres",337109.24458282
"91067","Blandy",1935.48794626
"91069","Boigneville",3291.71013002
"91075","Bois-Herpin",6812.01555006
"91079","Boissy-la-Riviere",14246.46505321
"91080","Boissy-le-Cutte",20404.87471756
"91081","Boissy-le-Sec",15835.61279069
"91085","Boissy-sous-Saint-Yon",45511.49672799
"91086","Bondoufle",185642.12716219
"91093","Boullay-les-Troux",41091.52988794
"91095","Bouray-sur-Juine",34199.03252212
"91097","Boussy-Saint-Antoine",161163.59672775
"91098","Boutervilliers",12114.61007519
"91099","Boutigny-sur-Essonne",14369.7208946
"91100","Bouville",13246.15594201
"91103","Bretigny-sur-Orge",131498.39609188
"91105","Breuillet",40662.92029679
"91106","Breux-Jouy",33595.53246444
"91109","Brieres-les-Scelles",19637.3799719
"91111","Briis-sous-Forges",50235.34074113
"91112","Brouy",2090.0381674
"91114","Brunoy",206241.4705074
"91115","Bruyeres-le-Chatel",63206.98827858
"91121","Buno-Bonnevaux",6329.32079038
"91122","Bures-sur-Yvette",103624.65235429
"91129","Cerny",24876.69791964
"91130","Chalo-Saint-Mars",12071.58621722
"91131","Chalou-Moulineux",8144.64468004
"91132","Chamarande",30992.51568479
"91135","Champcueil",34875.70975217
"91136","Champlan",286525.40640646
"91137","Champmotteux",3225.68835276
"91145","Chatignonville",5945.21628843
"91148","Chauffour-les-Etrechy",23139.79138548
"91156","Cheptainville",55026.68914623
"91159","Chevannes",55254.37663814
"91161","Chilly-Mazarin",324399.593025
"91174","Corbeil-Essonnes",141625.52740996
"91175","Corbreuse",9883.23909495
"91179","Le Coudray-Montceaux",87678.14570361
"91180","Courances",12623.43082473
"91182","Courcouronnes",192426.87921198
"91184","Courdimanche-sur-Essonne",11437.53042395
"91186","Courson-Monteloup",41840.99035627
"91191","Crosne",312175.49412849
"91195","Dannemois",16887.96921043
"91198","D'Huison-Longueville",17877.20476643
"91200","Dourdan",14142.30196774
"91201","Draveil",270789.54672043
"91204","Echarcon",110796.26701771
"91207","Egly",64504.71825686
"91215","Epinay-sous-Senart",181664.90066786
"91216","Epinay-sur-Orge",254911.67265531
"91222","Estouches",4098.47330985
"91223","Etampes",17871.39949095
"91225","Etiolles",191847.54312082
"91226","Etrechy",21888.74144948
"91228","Evry",192911.24305413
"91232","La Ferte-Alais",24027.20075903
"91235","Fleury-Merogis",217562.60811643
"91240","Fontaine-la-Riviere",10686.64722638
"91243","Fontenay-les-Briis",58054.84212984
"91244","Fontenay-le-Vicomte",66478.94360831
"91247","La Foret-le-Roi",11899.332197
"91248","La Foret-Sainte-Croix",9773.97612429
"91249","Forges-les-Bains",29936.67127004
"91272","Gif-sur-Yvette",89269.61132956
"91273","Gironville-sur-Essonne",5389.07566337
"91274","Gometz-la-Ville",61861.88430733
"91275","Gometz-le-Chatel",80107.83340587
"91284","Les Granges-le-Roi",11279.1211276
"91286","Grigny",252414.69443884
"91292","Guibeville",72553.31068406
"91293","Guigneville-sur-Essonne",19927.52269984
"91294","Guillerval",11711.05585953
"91312","Igny",286342.2340938
"91315","Itteville",35613.2286488
"91318","Janville-sur-Juine",27872.77280051
"91319","Janvry",73021.96130231
"91326","Juvisy-sur-Orge",308752.24880325
"91330","Lardy",41127.56036718
"91332","Leudeville",91701.37690657
"91333","Leuville-sur-Orge",126863.93118015
"91338","Limours",38370.6134089
"91339","Linas",130046.70734956
"91340","Lisses",145132.81885967
"91345","Longjumeau",273363.7537934
"91347","Longpont-sur-Orge",181698.95967071
"91359","Maisse",8845.2682629
"91363","Marcoussis",112439.6694745
"91374","Marolles-en-Beauce",9657.35004949
"91376","Marolles-en-Hurepoix",76863.22206841
"91377","Massy",349737.22553253
"91378","Mauchamps",32147.93265734
"91386","Mennecy",85012.80755541
"91390","Mereville",6148.5034687
"91393","Merobert",5608.1630517
"91399","Mespuits",3985.60331543
"91405","Milly-la-Foret",9587.80280611
"91408","Moigny-sur-Ecole",13585.93848547
"91411","Les Molieres",46736.17550435
"91412","Mondeville",27028.94659866
"91414","Monnerville",7457.70199776
"91421","Montgeron",258650.0288498
"91425","Montlhery",168315.7753819
"91432","Morangis",327928.15761682
"91433","Morigny-Champigny",18467.89788696
"91434","Morsang-sur-Orge",246047.34785268
"91435","Morsang-sur-Seine",106658.77936519
"91441","Nainville-les-Roches",36765.39693721
"91457","La Norville",84911.73267327
"91458","Nozay",160516.37259762
"91461","Ollainville",85696.06218275
"91463","Oncy-sur-Ecole",8354.08800196
"91468","Ormoy",104787.01842006
"91469","Ormoy-la-Riviere",16559.85076095
"91471","Orsay",139857.0686462
"91473","Orveau",16068.45467436
"91477","Palaiseau",225010.00062771
"91479","Paray-Vieille-Poste",418676.4758948
"91482","Pecqueuse",26046.10497935
"91494","Le Plessis-Pate",162419.85312392
"91495","Plessis-Saint-Benoist",7004.97413231
"91507","Prunay-sur-Essonne",4752.80441285
"91508","Puiselet-le-Marais",9192.15087306
"91511","Pussay",5537.70440721
"91514","Quincy-sous-Senart",156597.6781773
"91519","Richarville",8242.03210101
"91521","Ris-Orangis",232236.95588005
"91525","Roinville",14620.02991209
"91526","Roinvilliers",3841.91368276
"91533","Saclas",11536.45592464
"91534","Saclay",181164.3118202
"91538","Saint-Aubin",115786.2301944
"91540","Saint-Cheron",25239.66268936
"91544","Saint-Cyr-la-Riviere",9794.47899845
"91546","Saint-Cyr-sous-Dourdan",18460.75088385
"91547","Saint-Escobille",3468.58779646
"91549","Sainte-Genevieve-des-Bois",214428.25243412
"91552","Saint-Germain-les-Arpajon",103595.02636802
"91553","Saint-Germain-les-Corbeil",159680.71450299
"91556","Saint-Hilaire",16000.08546317
"91560","Saint-Jean-de-Beauregard",94747.94578908
"91568","Saint-Maurice-Montcouronne",30093.56557333
"91570","Saint-Michel-sur-Orge",187637.05249207
"91573","Saint-Pierre-du-Perray",128199.00257925
"91577","Saintry-sur-Seine",123524.03337327
"91578","Saint-Sulpice-de-Favieres",32138.32238443
"91579","Saint-Vrain",50886.36351189
"91581","Saint-Yon",44964.48827139
"91587","Saulx-les-Chartreux",225558.10147042
"91589","Savigny-sur-Orge",289317.04991037
"91593","Sermaise",18314.78910452
"91599","Soisy-sur-Ecole",22400.24508093
"91600","Soisy-sur-Seine",220002.99318152
"91602","Souzy-la-Briche",25052.66398499
"91613","Congerville-Thionville",5134.86014957
"91617","Tigery",154474.96505593
"91619","Torfou",40236.53184665
"91629","Valpuiseaux",7033.315211
"91630","Le Val-Saint-Germain",22194.69416216
"91631","Varennes-Jarcy",123851.82059701
"91634","Vaugrigneuse",31354.92684003
"91635","Vauhallan",219147.50767664
"91639","Vayres-sur-Essonne",13308.84444154
"91645","Verrieres-le-Buisson",425807.25675839
"91648","Vert-le-Grand",124756.08513621
"91649","Vert-le-Petit",70223.96170183
"91654","Videlles",20172.54019854
"91657","Vigneux-sur-Seine",311099.63969661
"91659","Villabe",122115.90059122
"91661","Villebon-sur-Yvette",197966.6687685
"91662","Villeconin",18962.46632227
"91665","La Ville-du-Bois",191501.49793436
"91666","Villejust",159203.21931859
"91667","Villemoisson-sur-Orge",244762.47253625
"91671","Villeneuve-sur-Auvers",19542.7036879
"91679","Villiers-le-Bacle",126510.31753703
"91685","Villiers-sur-Orge",219897.86347128
"91687","Viry-Chatillon",269750.65773639
"91689","Wissous",433389.69493769
"91691","Yerres",256070.8766055
"91692","Les Ulis",116958.03406805
"92002","Antony",539255.42828787
"92004","Asnieres-sur-Seine",1225369.34984096
"92007","Bagneux",1106454.24351747
"92009","Bois-Colombes",1124115.50638078
"92012","Boulogne-Billancourt",1062179.8566812
"92014","Bourg-la-Reine",887775.38023189
"92019","Chatenay-Malabry",597985.52971611
"92020","Chatillon",1079031.23459291
"92022","Chaville",560749.02915333
"92023","Clamart",830371.51405273
"92024","Clichy",1419775.60853894
"92025","Colombes",946655.56993111
"92026","Courbevoie",1189105.3441881
"92032","Fontenay-aux-Roses",914742.71025678
"92033","Garches",691999.00521757
"92035","La Garenne-Colombes",1055193.45904631
"92036","Gennevilliers",1026084.20351229
"92040","Issy-les-Moulineaux",1152808.08065767
"92044","Levallois-Perret",1413389.40420739
"92046","Malakoff",1283429.78026857
"92047","Marnes-la-Coquette",517336.1803829
"92048","Meudon",735097.05698763
"92049","Montrouge",1347313.0156811
"92050","Nanterre",840130.57342205
"92051","Neuilly-sur-Seine",1345201.64274601
"92060","Le Plessis-Robinson",703851.56339884
"92062","Puteaux",1131269.7802447
"92063","Rueil-Malmaison",663390.86168973
"92064","Saint-Cloud",849687.08737291
"92071","Sceaux",794577.45022509
"92072","Sevres",753207.9221122
"92073","Suresnes",997640.53217752
"92075","Vanves",1281721.92119051
"92076","Vaucresson",512946.6611929
"92077","Ville-d'Avray",547059.61781437
"92078","Villeneuve-la-Garenne",1054351.23284896
"93001","Aubervilliers",1286828.9610373
"93005","Aulnay-sous-Bois",461619.76957882
"93006","Bagnolet",1395291.53841915
"93007","Le Blanc-Mesnil",630617.99362393
"93008","Bobigny",1055701.66932788
"93010","Bondy",803164.63350727
"93013","Le Bourget",809925.0940107
"93014","Clichy-sous-Bois",456863.35436234
"93015","Coubron",329948.2805383
"93027","La Courneuve",976674.71865738
"93029","Drancy",864765.47814841
"93030","Dugny",669667.93792502
"93031","Epinay-sur-Seine",803366.22784359
"93032","Gagny",531310.59767163
"93033","Gournay-sur-Marne",420772.02474742
"93039","L'Ile-Saint-Denis",1008622.67072574
"93045","Les Lilas",1367829.00654918
"93046","Livry-Gargan",453001.20162883
"93047","Montfermeil",405870.84778627
"93048","Montreuil",1219454.55561771
"93049","Neuilly-Plaisance",754187.12650389
"93050","Neuilly-sur-Marne",578273.368356
"93051","Noisy-le-Grand",448214.8290307
"93053","Noisy-le-Sec",1041031.67170083
"93055","Pantin",1318216.24856527
"93057","Les Pavillons-sous-Bois",653102.12199318
"93059","Pierrefitte-sur-Seine",697356.31157703
"93061","Le Pre-Saint-Gervais",1438460.67180499
"93062","Le Raincy",617368.33791108
"93063","Romainville",1229121.80077059
"93064","Rosny-sous-Bois",909565.05763335
"93066","Saint-Denis",1129330.52359421
"93070","Saint-Ouen",1403789.70014209
"93071","Sevran",383350.34992485
"93072","Stains",705150.11086222
"93073","Tremblay-en-France",192947.7525446
"93074","Vaujours",278487.88757643
"93077","Villemomble",724085.1764576
"93078","Villepinte",288958.20257621
"93079","Villetaneuse",768029.35186174
"94001","Ablon-sur-Seine",380342.68796463
"94002","Alfortville",970642.54927206
"94003","Arcueil",1268481.8858199
"94004","Boissy-Saint-Leger",292557.62082804
"94011","Bonneuil-sur-Marne",507556.28247833
"94015","Bry-sur-Marne",649452.0382656
"94016","Cachan",1070054.17855679
"94017","Champigny-sur-Marne",615409.34657417
"94018","Charenton-le-Pont",1327121.18748057
"94019","Chennevieres-sur-Marne",434559.75635099
"94021","Chevilly-Larue",766064.27572833
"94022","Choisy-le-Roi",646024.17765304
"94028","Creteil",702901.04589649
"94033","Fontenay-sous-Bois",1013926.8376068
"94034","Fresnes",645239.4637751
"94037","Gentilly",1378464.66748683
"94038","L'Hay-les-Roses",875149.39759853
"94041","Ivry-sur-Seine",1307934.70845296
"94042","Joinville-le-Pont",904940.24002195
"94043","Le Kremlin-Bicetre",1326873.24419089
"94044","Limeil-Brevannes",359479.91377038
"94046","Maisons-Alfort",996191.35418176
"94047","Mandres-les-Roses",160650.80045485
"94048","Marolles-en-Brie",214747.36242637
"94052","Nogent-sur-Marne",916577.3851504
"94053","Noiseau",313647.1402039
"94054","Orly",512865.94781373
"94055","Ormesson-sur-Marne",397625.71574648
"94056","Perigny",135297.50492297
"94058","Le Perreux-sur-Marne",777593.69282884
"94059","Le Plessis-Trevise",348385.35485533
"94060","La Queue-en-Brie",255405.58518835
"94065","Rungis",589891.55695537
"94067","Saint-Mande",1392488.7722166
"94068","Saint-Maur-des-Fosses",640596.71982189
"94069","Saint-Maurice",1112684.86280162
"94070","Santeny",171980.41370102
"94071","Sucy-en-Brie",341011.94974747
"94073","Thiais",674666.45483118
"94074","Valenton",458713.22377059
"94075","Villecresnes",208739.23759201
"94076","Villejuif",1099999.20745869
"94077","Villeneuve-le-Roi",430058.28699265
"94078","Villeneuve-Saint-Georges",420562.40357444
"94079","Villiers-sur-Marne",508363.90262736
"94080","Vincennes",1279239.19950731
"94081","Vitry-sur-Seine",975017.9630071
"95002","Ableiges",51430.02469396
"95008","Aincourt",17174.86154131
"95011","Ambleville",4633.33176953
"95012","Amenucourt",6529.12728007
"95014","Andilly",319340.71991747
"95018","Argenteuil",681372.37270897
"95019","Arnouville",369395.61487655
"95023","Arronville",8167.77452005
"95024","Arthies",10306.8483669
"95026","Asnieres-sur-Oise",24878.58930429
"95028","Attainville",101990.11913417
"95039","Auvers-sur-Oise",97751.04876604
"95040","Avernes",14591.40022023
"95042","Baillet-en-France",118553.88248291
"95046","Banthelu",8056.97584707
"95051","Beauchamp",243712.99383665
"95052","Beaumont-sur-Oise",34398.92802394
"95054","Le Bellay-en-Vexin",7865.28237689
"95055","Bellefontaine",39256.44364754
"95056","Belloy-en-France",50179.93877046
"95058","Bernes-sur-Oise",25792.59998729
"95059","Berville",3893.97567974
"95060","Bessancourt",180610.55887585
"95061","Bethemont-la-Foret",136955.66109233
"95063","Bezons",727085.83577814
"95074","Boisemont",139263.17640018
"95078","Boissy-l'Aillerie",83486.09756197
"95088","Bonneuil-en-France",494958.02247057
"95091","Bouffemont",171124.65592671
"95094","Bouqueval",176522.05979086
"95101","Bray-et-Lu",3989.76992168
"95102","Breancon",12746.67023363
"95110","Brignancourt",10340.24143764
"95116","Bruyeres-sur-Oise",25299.29349684
"95119","Buhy",3284.40671695
"95120","Butry-sur-Oise",85159.15540987
"95127","Cergy",147254.64005512
"95134","Champagne-sur-Oise",33360.87972345
"95139","La Chapelle-en-Vexin",4429.20425478
"95141","Charmont",7274.68022192
"95142","Chars",7692.11132
"95144","Chatenay-en-France",66333.27317468
"95149","Chaumontel",22905.75272544
"95150","Chaussy",7196.69779928
"95151","Chauvry",139094.66611396
"95154","Chennevieres-les-Louvres",64823.70278743
"95157","Cherence",11579.89310569
"95166","Clery-en-Vexin",8297.41100703
"95169","Commeny",9649.43043526
"95170","Condecourt",73196.32521616
"95176","Cormeilles-en-Parisis",443378.61751146
"95177","Cormeilles-en-Vexin",39250.43989989
"95181","Courcelles-sur-Viosne",78655.0933679
"95183","Courdimanche",117858.26050955
"95197","Deuil-la-Barre",613960.4452077
"95199","Domont",210956.35051649
"95203","Eaubonne",425484.37333741
"95205","Ecouen",194311.70795839
"95210","Enghien-les-Bains",625083.71322577
"95211","Ennery",105980.99504306
"95212","Epiais-les-Louvres",80371.5073939
"95213","Epiais-Rhus",36523.59163155
"95214","Epinay-Champlatreux",48886.95331037
"95218","Eragny",192184.10808389
"95219","Ermont",425618.43480363
"95229","Ezanville",161643.32081625
"95241","Fontenay-en-Parisis",95715.50284847
"95250","Fosses",31012.08865483
"95252","Franconville",382892.59328882
"95253","Fremainville",23795.31328822
"95254","Fremecourt",23478.20393356
"95256","Frepillon",148697.19469717
"95257","La Frette-sur-Seine",366964.03013415
"95258","Frouville",17166.36071705
"95259","Gadancourt",11518.61119007
"95268","Garges-les-Gonesse",516272.50250503
"95270","Genainville",7786.71351564
"95271","Genicourt",74723.65852716
"95277","Gonesse",308411.43824137
"95280","Goussainville",143973.99924552
"95282","Gouzangrez",12640.86427979
"95287","Grisy-les-Platres",24702.23918975
"95288","Groslay",461408.82743672
"95295","Guiry-en-Vexin",9452.64842816
"95298","Haravilliers",6294.29470147
"95301","Haute-Isle",14093.33912932
"95303","Le Heaulme",7380.49812265
"95304","Hedouville",21135.36269564
"95306","Herblay",252877.71136608
"95308","Herouville",62595.21120809
"95309","Hodent",6796.84710824
"95313","L'Isle-Adam",54140.45518517
"95316","Jagny-sous-Bois",52781.64356501
"95323","Jouy-le-Moutier",164702.74285231
"95328","Labbeville",30041.73892223
"95331","Lassy",41461.45171228
"95341","Livilliers",69998.51446042
"95348","Longuesse",47042.05509767
"95351","Louvres",81931.0545686
"95352","Luzarches",28484.88906781
"95353","Maffliers",69258.59574405
"95355","Magny-en-Vexin",6418.84664165
"95365","Mareil-en-France",72091.73051598
"95369","Margency",359711.27570774
"95370","Marines",10775.87613201
"95371","Marly-la-Ville",39746.74513527
"95379","Maudetour-en-Vexin",8561.04069105
"95387","Menouville",15248.1879333
"95388","Menucourt",110279.80908968
"95392","Meriel",93117.44435021
"95394","Mery-sur-Oise",141444.04734844
"95395","Le Mesnil-Aubry",109184.92615551
"95409","Moisselles",146548.68291183
"95422","Montgeroult",62375.39295493
"95424","Montigny-les-Cormeilles",318621.7735378
"95426","Montlignon",287984.1510411
"95427","Montmagny",614860.50655733
"95428","Montmorency",425271.97835458
"95429","Montreuil-sur-Epte",3623.85837065
"95430","Montsoult",90018.89543617
"95436","Mours",39612.73317807
"95438","Moussy",9540.63818387
"95445","Nerville-la-Foret",67471.21396001
"95446","Nesles-la-Vallee",38460.9904924
"95447","Neuilly-en-Vexin",6243.9426243
"95450","Neuville-sur-Oise",177792.18859327
"95452","Nointel",39024.21368293
"95456","Noisy-sur-Oise",33706.65121304
"95459","Nucourt",6907.34075998
"95462","Omerville",5884.38240504
"95476","Osny",116124.19627403
"95480","Parmain",42069.58056983
"95483","Le Perchay",14248.72914745
"95487","Persan",32060.33249946
"95488","Pierrelaye",217990.66648031
"95489","Piscop",261735.52382768
"95491","Le Plessis-Bouchard",316932.43701848
"95492","Le Plessis-Gassot",144052.52006056
"95493","Le Plessis-Luzarches",38975.91036929
"95500","Pontoise",147875.77622039
"95504","Presles",48041.29536315
"95509","Puiseux-en-France",56035.09590903
"95510","Puiseux-Pontoise",101438.43538854
"95523","La Roche-Guyon",11039.93628929
"95527","Roissy-en-France",158659.49075051
"95529","Ronquerolles",22481.04176009
"95535","Sagy",83413.73616221
"95539","Saint-Brice-sous-Foret",337001.09246834
"95541","Saint-Clair-sur-Epte",2266.53306015
"95543","Saint-Cyr-en-Arthies",27156.72044005
"95554","Saint-Gervais",5818.0654116
"95555","Saint-Gratien",620596.85800656
"95563","Saint-Leu-la-Foret",248485.91424789
"95566","Saint-Martin-du-Tertre",46419.90730856
"95572","Saint-Ouen-l'Aumone",164167.40433411
"95574","Saint-Prix",253073.49630217
"95580","Saint-Witz",30690.83203937
"95582","Sannois",543003.65965062
"95584","Santeuil",14171.09194522
"95585","Sarcelles",384382.56347284
"95592","Seraincourt",40928.81720126
"95594","Seugy",28712.29184783
"95598","Soisy-sous-Montmorency",454798.04889173
"95604","Survilliers",23743.17718996
"95607","Taverny",215862.62840044
"95610","Themericourt",19619.2613454
"95611","Theuville",11663.25001182
"95612","Le Thillay",211019.73591898
"95625","Us",26746.34265102
"95627","Vallangoujard",28082.50052743
"95628","Valmondois",67291.81825599
"95633","Vaudherland",207364.17100016
"95637","Vaureal",144786.7637191
"95641","Vemars",40126.18879889
"95651","Vetheuil",26506.55123806
"95652","Viarmes",30771.53758812
"95656","Vienne-en-Arthies",23510.76680556
"95658","Vigny",33712.88282456
"95660","Villaines-sous-Bois",72961.49035294
"95675","Villeron",49197.50687871
"95676","Villers-en-Arthies",13501.3748186
"95678","Villiers-Adam",102554.54549392
"95680","Villiers-le-Bel",253917.47432527
"95682","Villiers-le-Sec",70553.05662765
"95690","Wy-dit-Joli-Village",10586.52797504
