"ID","NAMES","total_AsTheCowRolls_POT_15"
"77227","Herme",11836.77707512
"77228","Hondevilliers",10310.13943563
"77229","La Houssaye-en-Brie",53559.80456049
"77230","Ichy",8530.63346353
"77231","Isles-les-Meldeuses",38497.1097548
"77232","Isles-les-Villenoy",113150.59834307
"77233","Iverny",83334.20230052
"77234","Jablines",121552.78781987
"77235","Jaignes",26045.22101154
"77236","Jaulnes",9404.4698912
"77237","Jossigny",333756.79849311
"77238","Jouarre",29268.88879013
"77239","Jouy-le-Chatel",16426.71300641
"77240","Jouy-sur-Morin",13085.62917674
"77241","Juilly",81681.94249347
"77242","Jutigny",14925.1673838
"77243","Lagny-sur-Marne",385133.78789222
"77244","Larchant",22588.27543941
"77245","Laval-en-Brie",21552.8559258
"77246","Lechelle",8935.11444586
"77247","Lescherolles",7986.06153658
"77248","Lesches",137581.72292443
"77249","Lesigny",415961.58061656
"77250","Leudon-en-Brie",9181.44558287
"77251","Lieusaint",288452.63237674
"77252","Limoges-Fourches",176842.28399456
"77253","Lissy",138969.88666572
"77254","Liverdy-en-Brie",61403.77319465
"77255","Livry-sur-Seine",98558.63482134
"77256","Lizines",12395.39948405
"77257","Lizy-sur-Ourcq",32731.98214546
"77258","Lognes",774072.08582125
"77259","Longperrier",89576.36195167
"77260","Longueville",14822.26916784
"77261","Lorrez-le-Bocage-Preaux",13497.33108368
"77262","Louan-Villegruis-Fontaine",2117.51392205
"77263","Luisetaines",11489.21263459
"77264","Lumigny-Nesles-Ormeaux",34433.03082154
"77265","Luzancy",16552.81274129
"77266","Machault",38284.1843291
"77267","La Madeleine-sur-Loing",16783.67535987
"77268","Magny-le-Hongre",163216.43283853
"77269","Maincy",120781.18708543
"77270","Maisoncelles-en-Brie",44326.68315359
"77271","Maisoncelles-en-Gatinais",10644.24116032
"77272","Maison-Rouge",15860.16782222
"77273","Marchemoret",59583.70641253
"77274","Marcilly",48714.60872474
"77275","Les Marets",6708.11284036
"77276","Mareuil-les-Meaux",96045.23715365
"77277","Marles-en-Brie",43187.15374118
"77278","Marolles-en-Brie",20383.10820292
"77279","Marolles-sur-Seine",21399.19534198
"77280","Mary-sur-Marne",31230.25692508
"77281","Mauperthuis",27621.14083883
"77282","Mauregard",179414.8267513
"77283","May-en-Multien",22320.37046436
"77284","Meaux",105269.44559569
"77285","Le Mee-sur-Seine",143505.77897724
"77286","Meigneux",10213.82913102
"77287","Meilleray",3698.12910102
"77288","Melun",153739.54338275
"77289","Melz-sur-Seine",8156.10461443
"77290","Mery-sur-Marne",14541.51675317
"77291","Le Mesnil-Amelot",225632.18279425
"77292","Messy",249333.22751349
"77293","Misy-sur-Yonne",14343.36716602
"77294","Mitry-Mory",404212.67288371
"77295","Moisenay",84623.81629203
"77296","Moissy-Cramayel",224572.92752629
"77297","Mondreville",5886.45961032
"77298","Mons-en-Montois",9785.73196541
"77299","Montarlot",36242.04774912
"77300","Montceaux-les-Meaux",73458.36508202
"77301","Montceaux-les-Provins",4428.3411083
"77302","Montcourt-Fromonville",33059.92005418
"77303","Montdauphin",3112.04207025
"77304","Montenils",2040.59418567
"77305","Montereau-Fault-Yonne",32100.33224469
"77306","Montereau-sur-le-Jard",160154.10542959
"77307","Montevrain",270841.85874096
"77308","Montge-en-Goele",54360.15793688
"77309","Monthyon",65866.98677426
"77310","Montigny-le-Guesdier",6439.01105204
"77311","Montigny-Lencoup",17973.38612453
"77312","Montigny-sur-Loing",36507.30069794
"77313","Montmachoux",15216.86745715
"77314","Montolivet",3615.87957208
"77315","Montry",150245.41129989
"77316","Moret-sur-Loing",42184.5304938
"77317","Mormant",28338.44909382
"77318","Mortcerf",49696.57969873
"77319","Mortery",10965.84888824
"77320","Mouroux",33864.22897657
"77321","Mousseaux-les-Bray",10645.12442524
"77322","Moussy-le-Neuf",79332.90676091
"77323","Moussy-le-Vieux",57965.48840077
"77325","Mouy-sur-Seine",11609.53553833
"77326","Nandy",208116.92558127
"77327","Nangis",17497.95706439
"77328","Nanteau-sur-Essonne",8667.2390755
"77329","Nanteau-sur-Lunain",18583.00609705
"77330","Nanteuil-les-Meaux",89527.51810652
"77331","Nanteuil-sur-Marne",11303.41577194
"77332","Nantouillet",94038.25953287
"77333","Nemours",33374.93483518
"77335","Chauconin-Neufmontiers",96110.52610536
"77336","Neufmoutiers-en-Brie",67305.51028087
"77337","Noisiel",752368.6296872
"77338","Noisy-Rudignon",25038.7373083
"77339","Noisy-sur-Ecole",20058.69652201
"77340","Nonville",25755.59779376
"77341","Noyen-sur-Seine",9264.97924324
"77342","Obsonville",9974.39083768
"77343","Ocquerre",19795.84111973
"77344","Oissery",30115.06879971
"77345","Orly-sur-Morin",10190.25160186
"77347","Les Ormes-sur-Voulzie",13884.90723642
"77348","Ormesson",22718.64265704
"77349","Othis",42012.65205278
"77350","Ozoir-la-Ferriere",283532.91362096
"77352","Ozouer-le-Voulgis",57322.99235619
"77353","Paley",14622.4201622
"77354","Pamfou",37037.11476131
"77355","Paroy",14043.89981297
"77356","Passy-sur-Seine",5509.85423003
"77357","Pecy",13533.16660911
"77358","Penchard",84503.12402675
"77359","Perthes",139751.5074952
"77360","Pezarches",30379.22539969
"77361","Pierre-Levee",57814.45104947
"77363","Le Pin",468641.59384859
"77364","Le Plessis-aux-Bois",62717.74183494
"77365","Le Plessis-Feu-Aussoux",18590.59747175
"77366","Le Plessis-l'Eveque",74565.16310556
"77367","Le Plessis-Placy",28072.66572146
"77368","Poigny",13627.29761179
"77369","Poincy",65178.38862801
"77370","Poligny",18413.48369133
"77371","Pommeuse",36498.35213816
"77372","Pomponne",377919.4384015
"77373","Pontault-Combault",566555.51297844
"77374","Pontcarre",416162.60431482
"77376","Precy-sur-Marne",117273.38044329
"77377","Presles-en-Brie",105857.72726224
"77378","Pringy",118951.65305643
"77379","Provins",14746.10338022
"77380","Puisieux",27577.28939151
"77381","Quiers",17276.23868341
"77382","Quincy-Voisins",126629.58266108
"77383","Rampillon",12943.54547893
"77384","Reau",215602.60974694
"77385","Rebais",20481.51607824
"77386","Recloses",30898.06228964
"77387","Remauville",15596.51884019
"77388","Reuil-en-Brie",26961.77957956
"77389","La Rochette",109253.35168228
"77390","Roissy-en-Brie",370974.9712437
"77391","Rouilly",11055.39453423
"77392","Rouvres",81062.66585012
"77393","Rozay-en-Brie",33135.4289431
"77394","Rubelles",134899.85225021
"77395","Rumont",7826.69349783
"77396","Rupereux",6935.85546542
"77397","Saacy-sur-Marne",13393.54316616
"77398","Sablonnieres",10679.12092097
"77399","Saint-Ange-le-Viel",12738.89731929
"77400","Saint-Augustin",25369.95587659
"77401","Sainte-Aulde",15636.07668547
"77402","Saint-Barthelemy",7232.14303882
"77403","Saint-Brice",12666.25882043
"77404","Sainte-Colombe",14998.59337093
"77405","Saint-Cyr-sur-Morin",16096.49987005
"77406","Saint-Denis-les-Rebais",20664.75336473
"77407","Saint-Fargeau-Ponthierry",180953.39915727
"77408","Saint-Fiacre",63995.82608722
"77409","Saint-Germain-Laval",26150.0459858
"77410","Saint-Germain-Laxis",121825.30955368
"77411","Saint-Germain-sous-Doue",17617.06133597
"77412","Saint-Germain-sur-Ecole",76538.68313983
"77413","Saint-Germain-sur-Morin",146537.12837432
"77414","Saint-Hilliers",8958.52874231
"77415","Saint-Jean-les-Deux-Jumeaux",60541.75476379
"77416","Saint-Just-en-Brie",7219.71025506
"77417","Saint-Leger",11867.63333607
"77418","Saint-Loup-de-Naud",14020.70354025
"77419","Saint-Mammes",45626.67068247
"77420","Saint-Mard",131450.64560753
"77421","Saint-Mars-Vieux-Maisons",8597.36190068
"77423","Saint-Martin-des-Champs",9106.13376792
"77424","Saint-Martin-du-Boschet",4054.90934584
"77425","Saint-Martin-en-Biere",65412.11355649
"77426","Saint-Mery",35052.74911861
"77427","Saint-Mesmes",136779.05227504
"77428","Saint-Ouen-en-Brie",23647.90620505
"77429","Saint-Ouen-sur-Morin",15361.87231936
"77430","Saint-Pathus",35436.04962313
"77431","Saint-Pierre-les-Nemours",30710.23182637
"77432","Saint-Remy-la-Vanne",18638.0634302
"77433","Saints",24144.25477317
"77434","Saint-Sauveur-les-Bray",9791.12396106
"77435","Saint-Sauveur-sur-Ecole",92433.77953656
"77436","Saint-Simeon",20991.33022267
"77437","Saint-Soupplets",59720.96046822
"77438","Saint-Thibault-des-Vignes",466343.03499949
"77439","Salins",21533.81559075
"77440","Sammeron",56576.24249588
"77441","Samois-sur-Seine",50142.42039785
"77442","Samoreau",63015.81802101
"77443","Sancy",58146.96806028
"77444","Sancy-les-Provins",5246.35328706
"77445","Savigny-le-Temple",216290.61249885
"77446","Savins",13651.1462107
"77447","Seine-Port",150842.56485035
"77448","Sept-Sorts",38469.1691542
"77449","Serris",222747.28813992
"77450","Servon",429017.97428441
"77451","Signy-Signets",33654.11854723
"77452","Sigy",12970.42133595
"77453","Sivry-Courtry",84073.10970546
"77454","Sognolles-en-Montois",11242.03921829
"77455","Soignolles-en-Brie",121532.38450266
"77456","Soisy-Bouy",11253.85436466
"77457","Solers",102571.27842833
"77458","Souppes-sur-Loing",18406.62974524
"77459","Sourdun",13699.5758994
"77460","Tancrou",23981.52453299
"77461","Thenisy",12653.32176017
"77462","Thieux",153551.96797866
"77463","Thomery",44549.90547954
"77464","Thorigny-sur-Marne",276702.19791791
"77465","Thoury-Ferottes",16127.23912603
"77466","Tigeaux",68977.60680061
"77467","La Tombe",18324.75000134
"77468","Torcy",625623.48363656
"77469","Touquin",27189.98148676
"77470","Tournan-en-Brie",139804.33983965
"77471","Tousson",15500.52666558
"77472","La Tretoire",13370.78227656
"77473","Treuzy-Levelay",21351.82386064
"77474","Trilbardou",142144.8443171
"77475","Trilport",69387.43742104
"77476","Trocy-en-Multien",35863.48586539
"77477","Ury",47166.63397995
"77478","Ussy-sur-Marne",49805.09109047
"77479","Vaires-sur-Marne",471036.87351558
"77480","Valence-en-Brie",33617.37220776
"77481","Vanville",14412.51723153
"77482","Varennes-sur-Seine",36023.52093942
"77483","Varreddes",61172.13598012
"77484","Vaucourtois",61880.23977002
"77485","Le Vaudoue",19932.35568659
"77486","Vaudoy-en-Brie",20899.99480991
"77487","Vaux-le-Penil",104771.81109824
"77489","Vaux-sur-Lunain",7853.71417571
"77490","Vendrest",10494.84758121
"77491","Veneux-les-Sablons",42026.87835608
"77492","Verdelot",5771.75282873
"77493","Verneuil-l'Etang",39470.58400246
"77494","Vernou-la-Celle-sur-Seine",34637.47595875
"77495","Vert-Saint-Denis",198275.06068168
"77496","Vieux-Champagne",10371.33470579
"77498","Vignely",124836.45774505
"77500","Villebeon",8354.97059323
"77501","Villecerf",36750.77179078
"77504","Villemarechal",16204.67775259
"77505","Villemareuil",64817.03689016
"77506","Villemer",32010.53518791
"77507","Villenauxe-la-Petite",7174.34770646
"77508","Villeneuve-le-Comte",197153.63569761
"77509","Villeneuve-les-Bordes",14993.99367139
"77510","Villeneuve-Saint-Denis",213932.7027431
"77511","Villeneuve-sous-Dammartin",93065.07706808
"77512","Villeneuve-sur-Bellot",5349.23326949
"77513","Villenoy",121509.84725009
"77514","Villeparisis",586931.40524274
"77515","Villeroy",95111.11737142
"77516","Ville-Saint-Jacques",32967.7328535
"77517","Villevaude",395894.66311572
"77518","Villiers-en-Biere",102733.43255555
"77519","Villiers-Saint-Georges",5751.63570289
"77520","Villiers-sous-Grez",30694.6530305
"77521","Villiers-sur-Morin",138999.44408374
"77522","Villiers-sur-Seine",7941.91497376
"77523","Villuis",5567.40604388
"77524","Vimpelles",9794.05501739
"77525","Vinantes",48731.29709084
"77526","Vincy-Manoeuvre",13133.18364436
"77527","Voinsles",18809.74786736
"77528","Voisenon",158317.31261517
"77529","Voulangis",89812.97198985
"77530","Voulton",8056.42723556
"77531","Voulx",13116.27062706
"77532","Vulaines-les-Provins",15107.11747155
"77533","Vulaines-sur-Seine",58666.98220035
"77534","Yebles",65117.35436575
"78003","Ablis",28152.32130894
"78005","Acheres",368656.1405714
"78006","Adainville",9512.26215772
"78007","Aigremont",494864.15266496
"78009","Allainville",22543.37849856
"78010","Les Alluets-le-Roi",147635.46228136
"78013","Andelu",54457.96173262
"78015","Andresy",317542.7857186
"78020","Arnouville-les-Mantes",52295.43571259
"78029","Aubergenville",184478.16640677
"78030","Auffargis",93223.97027553
"78031","Auffreville-Brasseuil",91118.0585362
"78033","Aulnay-sur-Mauldre",107644.38970953
"78034","Auteuil",60403.14877171
"78036","Autouillet",41844.48069919
"78043","Bailly",699037.88554042
"78048","Bazainville",36847.26408704
"78049","Bazemont",86364.70410169
"78050","Bazoches-sur-Guyonne",136983.64356562
"78053","Behoust",29530.81834795
"78057","Bennecourt",45223.8458233
"78062","Beynes",104302.21652353
"78068","Blaru",20246.88078501
"78070","Boinville-en-Mantois",63738.6582424
"78071","Boinville-le-Gaillard",21160.90039052
"78072","Boinvilliers",50406.88702773
"78073","Bois-d'Arcy",608153.103828
"78076","Boissets",12371.14915588
"78077","La Boissiere-Ecole",7867.49872472
"78082","Boissy-Mauvoisin",38314.39111509
"78084","Boissy-sans-Avoir",67816.58433936
"78087","Bonnelles",76496.48201225
"78089","Bonnieres-sur-Seine",41204.43426216
"78090","Bouafle",219636.2648285
"78092","Bougival",983070.97841135
"78096","Bourdonne",18502.94337137
"78104","Breuil-Bois-Robert",79837.3939056
"78107","Breval",23625.07591752
"78108","Les Breviaires",49934.63220854
"78113","Brueil-en-Vexin",95810.12073728
"78117","Buc",507178.17543563
"78118","Buchelay",95252.09052665
"78120","Bullion",60342.74290251
"78123","Carrieres-sous-Poissy",430825.10924662
"78124","Carrieres-sur-Seine",1090027.10178596
"78125","La Celle-les-Bordes",47759.95614358
"78126","La Celle-Saint-Cloud",1079821.23476451
"78128","Cernay-la-Ville",78428.80601016
"78133","Chambourcy",507964.84613631
"78138","Chanteloup-les-Vignes",308319.19879958
"78140","Chapet",215646.28071923
"78143","Chateaufort",363945.47758021
"78146","Chatou",1102129.73334352
"78147","Chaufour-les-Bonnieres",41023.34514062
"78152","Chavenay",276950.50133522
"78158","Le Chesnay",960531.43317702
"78160","Chevreuse",126731.90487456
"78162","Choisel",93094.90181267
"78163","Civry-la-Foret",20486.25002414
"78164","Clairefontaine-en-Yvelines",54051.83064092
"78165","Les Clayes-sous-Bois",304464.65485018
"78168","Coignieres",179026.32963065
"78171","Conde-sur-Vesgre",14697.57554827
"78172","Conflans-Sainte-Honorine",473983.18119988
"78185","Courgent",47016.46504427
"78188","Cravent",22388.96225198
"78189","Crespieres",172223.22832087
"78190","Croissy-sur-Seine",851521.28530413
"78192","Dammartin-en-Serve",30609.31810958
"78193","Dampierre-en-Yvelines",118672.24926306
"78194","Dannemarie",13413.92900662
"78196","Davron",194246.75327695
"78202","Drocourt",71678.85357601
"78206","Ecquevilly",217890.98814422
"78208","Elancourt",241574.21584605
"78209","Emance",11519.46594974
"78217","Epone",155659.73570393
"78220","Les Essarts-le-Roi",131684.20571747
"78224","L'Etang-la-Ville",529488.95345277
"78227","Evecquemont",193511.70385841
"78230","La Falaise",131863.06674653
"78231","Favrieux",70578.32072528
"78233","Feucherolles",300289.22886973
"78234","Flacourt",45866.55451273
"78236","Flexanville",26405.84911529
"78237","Flins-Neuve-Eglise",21807.59666357
"78238","Flins-sur-Seine",218045.68446626
"78239","Follainville-Dennemont",61135.34320618
"78242","Fontenay-le-Fleury",483046.00570155
"78245","Fontenay-Mauvoisin",70181.54239561
"78246","Fontenay-Saint-Pere",71340.98929484
"78251","Fourqueux",483262.64587758
"78255","Freneuse",39892.44830033
"78261","Gaillon-sur-Montcient",146177.88816156
"78262","Galluis",108799.08181481
"78263","Gambais",26748.27289138
"78264","Gambaiseuil",23131.77934665
"78265","Garancieres",44296.40171829
"78267","Gargenville",137853.05528447
"78269","Gazeran",29588.0473474
"78276","Gommecourt",15743.1578795
"78278","Goupillieres",35631.19701974
"78281","Goussonville",56995.80754737
"78283","Grandchamp",5921.71105212
"78285","Gressey",13498.40586213
"78289","Grosrouvre",33686.60250216
"78290","Guernes",35118.21137165
"78291","Guerville",65586.28247531
"78296","Guitrancourt",86095.80146082
"78297","Guyancourt",431689.81390683
"78299","Hardricourt",184057.34662059
"78300","Hargeville",42371.45661843
"78302","La Hauteville",5654.06567676
"78305","Herbeville",85533.93091943
"78307","Hermeray",10623.88819353
"78310","Houdan",22719.51159995
"78311","Houilles",1157005.43693433
"78314","Issou",131855.77178272
"78317","Jambville",69148.69672193
"78320","Jeufosse",53619.83140555
"78321","Jouars-Pontchartrain",235940.97481066
"78322","Jouy-en-Josas",781328.36150047
"78324","Jouy-Mauvoisin",80442.39445772
"78325","Jumeauville",51459.88432506
"78327","Juziers",130153.95322671
"78329","Lainville-en-Vexin",64028.41821711
"78334","Levis-Saint-Nom",96001.92304308
"78335","Limay",96626.04928096
"78337","Limetz-Villez",23876.03277468
"78343","Les Loges-en-Josas",552136.97109938
"78344","Lommoye",16464.17893075
"78346","Longnes",42035.33381931
"78349","Longvilliers",83908.26684306
"78350","Louveciennes",968690.42402163
"78354","Magnanville",104076.42367027
"78356","Magny-les-Hameaux",195912.62171021
"78358","Maisons-Laffitte",685437.29386795
"78361","Mantes-la-Jolie",113328.74926026
"78362","Mantes-la-Ville",112585.21918403
"78364","Marcq",55564.97510776
"78366","Mareil-le-Guyon",122968.39003974
"78367","Mareil-Marly",525646.67887269
"78368","Mareil-sur-Mauldre",122226.88893649
"78372","Marly-le-Roi",805234.93947752
"78380","Maule",109338.96160342
"78381","Maulette",29806.8586238
"78382","Maurecourt",339268.27937228
"78383","Maurepas",261214.96143429
"78384","Medan",294429.35813462
"78385","Menerville",50910.02070012
"78389","Mere",92415.6460889
"78391","Mericourt",39954.24020759
"78396","Le Mesnil-le-Roi",619680.0096965
"78397","Le Mesnil-Saint-Denis",173746.00907659
"78398","Les Mesnuls",94679.79189604
"78401","Meulan-en-Yvelines",203422.52196074
"78402","Mezieres-sur-Seine",146977.59279923
"78403","Mezy-sur-Seine",141835.7009636
"78404","Millemont",51857.51133995
"78406","Milon-la-Chapelle",159548.68547441
"78407","Mittainville",8254.06722608
"78410","Moisson",15726.79241829
"78413","Mondreville",27506.42776986
"78415","Montainville",66535.71833962
