"ID","NAMES","agriculteurs_AsTheCrowFlies_POT_10000"
"77079","Champagne-sur-Seine",92.49308331
"77080","Champcenest",206.23979878
"77081","Champdeuil",150.81896242
"77082","Champeaux",118.589598
"77083","Champs-sur-Marne",250.14480382
"77084","Changis-sur-Marne",177.93286147
"77085","Chanteloup-en-Brie",132.33322566
"77086","La Chapelle-Gauthier",87.93503172
"77087","La Chapelle-Iger",187.18639534
"77088","La Chapelle-la-Reine",159.64172539
"77089","La Chapelle-Rablais",115.00588229
"77090","La Chapelle-Saint-Sulpice",204.26811558
"77091","Les Chapelles-Bourbon",174.576687
"77093","La Chapelle-Moutils",153.68050498
"77094","Charmentray",149.99640446
"77095","Charny",141.16414476
"77096","Chartrettes",111.88857685
"77097","Chartronges",209.93218525
"77098","Chateaubleau",181.80616236
"77099","Chateau-Landon",111.8530151
"77100","Le Chatelet-en-Brie",81.86410458
"77101","Chatenay-sur-Seine",139.24223387
"77102","Chatenoy",186.38709963
"77103","Chatillon-la-Borde",89.15564503
"77104","Chatres",178.75748061
"77106","Chauffry",188.59620499
"77107","Chaumes-en-Brie",179.06316591
"77108","Chelles",226.09958513
"77109","Chenoise",201.49084813
"77110","Chenou",142.52401863
"77111","Chessy",141.81932767
"77112","Chevrainvilliers",187.02660165
"77113","Chevru",208.99629821
"77114","Chevry-Cossigny",174.69405059
"77115","Chevry-en-Sereine",128.21981639
"77116","Choisy-en-Brie",201.51239521
"77117","Citry",120.589241
"77118","Claye-Souilly",137.9726332
"77119","Clos-Fontaine",163.9838448
"77120","Cocherel",158.62919029
"77121","Collegien",150.83018383
"77122","Combs-la-Ville",193.73410843
"77123","Compans",127.15778808
"77124","Conches-sur-Gondoire",132.94327105
"77125","Conde-Sainte-Libiaire",164.05199437
"77126","Congis-sur-Therouanne",138.11865887
"77127","Coubert",171.44213744
"77128","Couilly-Pont-aux-Dames",168.40148815
"77129","Coulombs-en-Valois",102.6164616
"77130","Coulommes",179.16673753
"77131","Coulommiers",194.90891228
"77132","Coupvray",151.96052393
"77133","Courcelles-en-Bassee",131.7540425
"77134","Courchamp",200.54324615
"77135","Courpalay",176.93022916
"77136","Courquetaine",169.15139696
"77137","Courtacon",210.10214973
"77138","Courtomer",181.47901841
"77139","Courtry",182.8094242
"77140","Coutencon",131.95122495
"77141","Coutevroult",163.96704092
"77142","Crecy-la-Chapelle",184.03460608
"77143","Cregy-les-Meaux",146.26938002
"77144","Crevecoeur-en-Brie",203.68930235
"77145","Crisenoy",139.02532035
"77146","Croissy-Beaubourg",171.33029875
"77147","La Croix-en-Brie",173.2263555
"77148","Crouy-sur-Ourcq",100.69169026
"77149","Cucharmoy",200.58211562
"77150","Cuisy",118.16699
"77151","Dagny",208.21405016
"77152","Dammarie-les-Lys",142.71528309
"77153","Dammartin-en-Goele",98.94764179
"77154","Dammartin-sur-Tigeaux",189.83709163
"77155","Dampmart",142.37849017
"77156","Darvault",146.99830713
"77157","Dhuisy",126.82013902
"77158","Diant",110.91875383
"77159","Donnemarie-Dontilly",184.06489437
"77161","Dormelles",164.27186458
"77162","Doue",182.28918194
"77163","Douy-la-Ramee",78.66229491
"77164","Echouboulains",103.71967578
"77165","Les Ecrennes",85.96483641
"77166","Ecuelles",124.72126332
"77167","Egligny",158.22947328
"77168","Egreville",106.17708276
"77169","Emerainville",230.84592117
"77170","Episy",129.00324959
"77171","Esbly",159.3746423
"77172","Esmans",139.14413106
"77173","Etrepilly",101.56154922
"77174","Everly",167.52888768
"77175","Evry-Gregy-sur-Yerre",181.39511729
"77176","Faremoutiers",211.70560878
"77177","Favieres",143.04361945
"77178","Fay-les-Nemours",179.68381761
"77179","Fericy",80.31925239
"77180","Ferolles-Attilly",187.51915209
"77181","Ferrieres-en-Brie",134.38410438
"77182","La Ferte-Gaucher",193.17819296
"77183","La Ferte-sous-Jouarre",183.44865867
"77184","Flagy",162.90933841
"77185","Fleury-en-Biere",148.82374426
"77186","Fontainebleau",98.83711457
"77187","Fontaine-Fourches",61.2374411
"77188","Fontaine-le-Port",88.23257136
"77190","Fontains",140.35490266
"77191","Fontenailles",103.72763645
"77192","Fontenay-Tresigny",192.48836731
"77193","Forfry",87.74153561
"77194","Forges",120.05825859
"77195","Fouju",125.89850039
"77196","Fresnes-sur-Marne",145.2045773
"77197","Fretoy",211.58652521
"77198","Fromont",156.54059184
"77199","Fublaines",173.78926202
"77200","Garentreville",178.31469026
"77201","Gastins",176.15527867
"77202","La Genevraye",128.15945288
"77203","Germigny-l'Eveque",153.10829565
"77204","Germigny-sous-Coulombs",104.1988952
"77205","Gesvres-le-Chapitre",105.11846009
"77206","Giremoutiers",204.45796798
"77207","Gironville",123.81108499
"77208","Gouaix",169.27002946
"77209","Gouvernes",140.32229735
"77210","La Grande-Paroisse",126.20877307
"77211","Grandpuits-Bailly-Carrois",139.7732081
"77212","Gravon",108.79361111
"77214","Gressy",132.22729416
"77215","Gretz-Armainvilliers",155.58316313
"77216","Grez-sur-Loing",135.03146267
"77217","Grisy-Suisnes",178.18325104
"77218","Grisy-sur-Seine",124.39218343
"77219","Guerard",200.44673116
"77220","Guercheville",179.58407209
"77221","Guermantes",133.43445023
"77222","Guignes",151.68882678
"77223","Gurcy-le-Chatel",176.59608141
"77224","Hautefeuille",217.64341413
"77225","La Haute-Maison",199.15204137
"77226","Hericy",83.40027354
"77227","Herme",151.44772463
"77228","Hondevilliers",129.1118796
"77229","La Houssaye-en-Brie",184.11599442
"77230","Ichy",160.23967987
"77231","Isles-les-Meldeuses",158.05237
"77232","Isles-les-Villenoy",162.83134163
"77233","Iverny",132.54977593
"77234","Jablines",148.31101081
"77235","Jaignes",175.34880313
"77236","Jaulnes",111.80687795
"77237","Jossigny",133.091966
"77238","Jouarre",190.68643912
"77239","Jouy-le-Chatel",196.24258257
"77240","Jouy-sur-Morin",195.87940698
"77241","Juilly",117.55799388
"77242","Jutigny",197.06168093
"77243","Lagny-sur-Marne",137.22391766
"77244","Larchant",175.14726168
"77245","Laval-en-Brie",121.08281217
"77246","Lechelle",154.96303687
"77247","Lescherolles",180.27373475
"77248","Lesches",156.22073019
"77249","Lesigny",203.04460358
"77250","Leudon-en-Brie",214.61171206
"77251","Lieusaint",177.37789216
"77252","Limoges-Fourches",164.06042372
"77253","Lissy",154.41366826
"77254","Liverdy-en-Brie",173.75779401
"77255","Livry-sur-Seine",124.76207856
"77256","Lizines",203.85540792
"77257","Lizy-sur-Ourcq",134.87098566
"77258","Lognes",195.70717129
"77259","Longperrier",103.33013783
"77260","Longueville",202.23769433
"77261","Lorrez-le-Bocage-Preaux",154.4187674
"77262","Louan-Villegruis-Fontaine",72.74389178
"77263","Luisetaines",177.56142908
"77264","Lumigny-Nesles-Ormeaux",216.77053741
"77265","Luzancy",154.97309326
"77266","Machault",86.85537605
"77267","La Madeleine-sur-Loing",164.48569576
"77268","Magny-le-Hongre",154.91500378
"77269","Maincy",126.8560796
"77270","Maisoncelles-en-Brie",198.9548569
"77271","Maisoncelles-en-Gatinais",163.93301942
"77272","Maison-Rouge",198.69270956
"77273","Marchemoret",94.11190183
"77274","Marcilly",103.36107477
"77275","Les Marets",194.87139803
"77276","Mareuil-les-Meaux",166.23629589
"77277","Marles-en-Brie",199.63262897
"77278","Marolles-en-Brie",194.09479877
"77279","Marolles-sur-Seine",121.6908875
"77280","Mary-sur-Marne",152.69653929
"77281","Mauperthuis",203.5007203
"77282","Mauregard",132.80396796
"77283","May-en-Multien",108.64429494
"77284","Meaux",158.90702043
"77285","Le Mee-sur-Seine",143.98616584
"77286","Meigneux",186.59555089
"77287","Meilleray",122.11016756
"77288","Melun",137.5968595
"77289","Melz-sur-Seine",129.66274863
"77290","Mery-sur-Marne",141.5151152
"77291","Le Mesnil-Amelot",129.1548385
"77292","Messy",134.75185157
"77293","Misy-sur-Yonne",95.98183956
"77294","Mitry-Mory",134.17827013
"77295","Moisenay",121.05755269
"77296","Moissy-Cramayel",176.05711971
"77297","Mondreville",132.02864403
"77298","Mons-en-Montois",193.06197086
"77299","Montarlot",137.6535857
"77300","Montceaux-les-Meaux",183.6162504
"77301","Montceaux-les-Provins",92.91793583
"77302","Montcourt-Fromonville",134.58122954
"77303","Montdauphin",105.35088349
"77304","Montenils",65.76881016
"77305","Montereau-Fault-Yonne",131.66338668
"77306","Montereau-sur-le-Jard",149.03607744
"77307","Montevrain",135.91712249
"77308","Montge-en-Goele",112.28068234
"77309","Monthyon",125.64559462
"77310","Montigny-le-Guesdier",80.26483228
"77311","Montigny-Lencoup",153.79636162
"77312","Montigny-sur-Loing",110.24312597
"77313","Montmachoux",126.50812049
"77314","Montolivet",104.74263745
"77315","Montry",160.21075205
"77316","Moret-sur-Loing",113.53883392
"77317","Mormant",122.01957455
"77318","Mortcerf",197.78239666
"77319","Mortery",203.12085546
"77320","Mouroux",202.21316023
"77321","Mousseaux-les-Bray",101.16960938
"77322","Moussy-le-Neuf",99.05354539
"77323","Moussy-le-Vieux",109.78875242
"77325","Mouy-sur-Seine",141.79373527
"77326","Nandy",156.81194128
"77327","Nangis",144.84215053
"77328","Nanteau-sur-Essonne",145.27775476
"77329","Nanteau-sur-Lunain",162.8409198
"77330","Nanteuil-les-Meaux",168.7075029
"77331","Nanteuil-sur-Marne",124.90261706
"77332","Nantouillet",125.77482552
"77333","Nemours",157.69006521
"77335","Chauconin-Neufmontiers",146.97494033
"77336","Neufmoutiers-en-Brie",161.37101635
"77337","Noisiel",211.7954213
"77338","Noisy-Rudignon",151.13083218
"77339","Noisy-sur-Ecole",156.47193701
"77340","Nonville",147.85761309
"77341","Noyen-sur-Seine",125.09884655
"77342","Obsonville",176.32975187
"77343","Ocquerre",147.21250662
"77344","Oissery",71.79830679
"77345","Orly-sur-Morin",166.7482669
"77347","Les Ormes-sur-Voulzie",174.13494742
"77348","Ormesson",180.78712975
"77349","Othis",79.06960283
"77350","Ozoir-la-Ferriere",161.5281245
"77352","Ozouer-le-Voulgis",166.72873783
"77353","Paley",161.59290648
"77354","Pamfou",85.38717452
"77355","Paroy",191.59073827
"77356","Passy-sur-Seine",98.93920307
"77357","Pecy",186.73096125
"77358","Penchard",138.28240256
"77359","Perthes",153.22889114
"77360","Pezarches",218.2856733
"77361","Pierre-Levee",200.79435295
"77363","Le Pin",163.30504721
"77364","Le Plessis-aux-Bois",127.40355091
"77365","Le Plessis-Feu-Aussoux",210.20293775
"77366","Le Plessis-l'Eveque",126.51302315
"77367","Le Plessis-Placy",107.50848092
"77368","Poigny",196.41137959
"77369","Poincy",154.4780973
"77370","Poligny",157.43427874
"77371","Pommeuse",204.98725212
"77372","Pomponne",149.4458541
"77373","Pontault-Combault",216.66397197
"77374","Pontcarre",138.98508378
"77376","Precy-sur-Marne",151.21024159
"77377","Presles-en-Brie",168.4395289
"77378","Pringy",159.10284943
"77379","Provins",194.34946608
"77380","Puisieux",76.9912871
"77381","Quiers",155.55116218
"77382","Quincy-Voisins",169.92809163
"77383","Rampillon",174.49830778
"77384","Reau",160.82020571
"77385","Rebais",183.70993959
"77386","Recloses",123.95653736
"77387","Remauville",149.87224435
"77388","Reuil-en-Brie",172.40576035
"77389","La Rochette",133.81661167
"77390","Roissy-en-Brie",167.82466094
"77391","Rouilly",196.43144102
"77392","Rouvres",87.92979832
"77393","Rozay-en-Brie",204.71117093
"77394","Rubelles",136.00495322
"77395","Rumont",152.20645943
"77396","Rupereux",187.86860006
"77397","Saacy-sur-Marne",146.0431962
"77398","Sablonnieres",161.06493781
"77399","Saint-Ange-le-Viel",168.11012972
"77400","Saint-Augustin",203.80091888
"77401","Sainte-Aulde",144.26196076
"77402","Saint-Barthelemy",156.76713359
"77403","Saint-Brice",182.4055813
"77404","Sainte-Colombe",200.48275953
"77405","Saint-Cyr-sur-Morin",177.28018645
"77406","Saint-Denis-les-Rebais",186.31902167
"77407","Saint-Fargeau-Ponthierry",160.07239496
"77408","Saint-Fiacre",180.95241259
"77409","Saint-Germain-Laval",127.74644635
"77410","Saint-Germain-Laxis",138.79152724
"77411","Saint-Germain-sous-Doue",188.73376753
"77412","Saint-Germain-sur-Ecole",160.28951548
"77413","Saint-Germain-sur-Morin",163.1659999
"77414","Saint-Hilliers",204.28414023
"77415","Saint-Jean-les-Deux-Jumeaux",189.51083167
"77416","Saint-Just-en-Brie",184.32141025
"77417","Saint-Leger",185.2511429
"77418","Saint-Loup-de-Naud",206.72004557
"77419","Saint-Mammes",104.79008788
"77420","Saint-Mard",108.36128415
"77421","Saint-Mars-Vieux-Maisons",201.21527727
"77423","Saint-Martin-des-Champs",182.38587792
"77424","Saint-Martin-du-Boschet",109.95383247
"77425","Saint-Martin-en-Biere",137.00925305
"77426","Saint-Mery",101.92157595
"77427","Saint-Mesmes",131.4185504
"77428","Saint-Ouen-en-Brie",109.95219671
"77429","Saint-Ouen-sur-Morin",171.39247329
"77430","Saint-Pathus",71.0564977
"77431","Saint-Pierre-les-Nemours",167.53680841
"77432","Saint-Remy-la-Vanne",193.01901511
"77433","Saints",199.7650165
"77434","Saint-Sauveur-les-Bray",154.92738277
"77435","Saint-Sauveur-sur-Ecole",160.63314152
"77436","Saint-Simeon",190.80960787
"77437","Saint-Soupplets",105.12479955
"77438","Saint-Thibault-des-Vignes",150.67024862
"77439","Salins",134.0008638
"77440","Sammeron",190.13779988
"77441","Samois-sur-Seine",89.65217237
"77442","Samoreau",85.45032916
"77443","Sancy",188.35291922
"77444","Sancy-les-Provins",142.60963661
"77445","Savigny-le-Temple",156.68949769
"77446","Savins",204.19354075
"77447","Seine-Port",155.52791143
"77448","Sept-Sorts",188.65520069
"77449","Serris",142.0503351
"77450","Servon",205.89385842
"77451","Signy-Signets",196.02880258
"77452","Sigy",185.89000204
"77453","Sivry-Courtry",102.98865141
"77454","Sognolles-en-Montois",201.20285872
"77455","Soignolles-en-Brie",163.82503143
"77456","Soisy-Bouy",184.65554717
"77457","Solers",165.33063693
"77458","Souppes-sur-Loing",139.69002158
"77459","Sourdun",163.86732168
"77460","Tancrou",167.803564
"77461","Thenisy",196.69445862
"77462","Thieux",122.63316237
"77463","Thomery",88.36398531
"77464","Thorigny-sur-Marne",140.04109846
"77465","Thoury-Ferottes",156.65355605
"77466","Tigeaux",183.0680906
"77467","La Tombe",112.2535082
"77468","Torcy",172.05171021
"77469","Touquin",211.76755471
"77470","Tournan-en-Brie",162.15012827
"77471","Tousson",156.56094045
"77472","La Tretoire",173.15653071
"77473","Treuzy-Levelay",158.43230324
"77474","Trilbardou",153.78213552
"77475","Trilport",171.22491339
"77476","Trocy-en-Multien",108.5504935
"77477","Ury",139.09478307
"77478","Ussy-sur-Marne",183.35151508
"77479","Vaires-sur-Marne",183.59539303
"77480","Valence-en-Brie",98.405184
"77481","Vanville",188.09761595
"77482","Varennes-sur-Seine",140.4407317
"77483","Varreddes",132.93397775
"77484","Vaucourtois",185.63297647
"77485","Le Vaudoue",153.7041782
"77486","Vaudoy-en-Brie",204.30330036
"77487","Vaux-le-Penil",123.57527014
"77489","Vaux-sur-Lunain",108.02623703
"77490","Vendrest",140.90573212
"77491","Veneux-les-Sablons",99.69867216
"77492","Verdelot",122.93812718
"77493","Verneuil-l'Etang",154.45659898
"77494","Vernou-la-Celle-sur-Seine",106.78874776
"77495","Vert-Saint-Denis",146.78898696
"77496","Vieux-Champagne",189.87052933
"77498","Vignely",158.91338727
"77500","Villebeon",112.29386475
"77501","Villecerf",149.32311286
"77504","Villemarechal",172.48298677
"77505","Villemareuil",189.15808897
"77506","Villemer",157.37276298
"77507","Villenauxe-la-Petite",82.75775021
"77508","Villeneuve-le-Comte",161.56525188
"77509","Villeneuve-les-Bordes",153.46285914
"77510","Villeneuve-Saint-Denis",143.32375635
"77511","Villeneuve-sous-Dammartin",117.55864962
"77512","Villeneuve-sur-Bellot",144.8637118
"77513","Villenoy",160.04384173
"77514","Villeparisis",149.58130099
"77515","Villeroy",138.86765433
"77516","Ville-Saint-Jacques",149.57058791
"77517","Villevaude",148.75599439
"77518","Villiers-en-Biere",145.3452316
"77519","Villiers-Saint-Georges",128.05498141
"77520","Villiers-sous-Grez",142.08941136
"77521","Villiers-sur-Morin",169.74213801
"77522","Villiers-sur-Seine",106.2931867
"77523","Villuis",69.75806681
"77524","Vimpelles",162.01334869
"77525","Vinantes",126.47915729
"77526","Vincy-Manoeuvre",77.01948551
"77527","Voinsles",203.18525287
"77528","Voisenon",140.64525396
"77529","Voulangis",176.59031746
"77530","Voulton",182.01176264
"77531","Voulx",136.5847682
"77532","Vulaines-les-Provins",205.79956858
"77533","Vulaines-sur-Seine",85.10079116
"77534","Yebles",153.45822567
"78003","Ablis",86.97763618
"78005","Acheres",344.55992574
"78006","Adainville",82.4223436
"78007","Aigremont",335.076603
"78009","Allainville",88.19113487
"78010","Les Alluets-le-Roi",244.48096418
"78013","Andelu",207.69968894
"78015","Andresy",272.88550469
"78020","Arnouville-les-Mantes",205.22166685
"78029","Aubergenville",206.60153392
"78030","Auffargis",106.51167057
"78031","Auffreville-Brasseuil",188.32739069
"78033","Aulnay-sur-Mauldre",214.98629621
"78034","Auteuil",184.63627113
"78036","Autouillet",184.07300051
"78043","Bailly",501.32073026
"78048","Bazainville",125.8495083
"78049","Bazemont",224.68442755
"78050","Bazoches-sur-Guyonne",143.06625198
"78053","Behoust",163.39639302
"78057","Bennecourt",92.8186284
"78062","Beynes",208.94818015
"78068","Blaru",64.03205486
"78070","Boinville-en-Mantois",205.38984025
"78071","Boinville-le-Gaillard",88.35501448
"78072","Boinvilliers",194.05182954
"78073","Bois-d'Arcy",278.75011641
"78076","Boissets",124.34830659
"78077","La Boissiere-Ecole",74.65579665
"78082","Boissy-Mauvoisin",156.82912883
"78084","Boissy-sans-Avoir",168.32456949
"78087","Bonnelles",128.32406604
"78089","Bonnieres-sur-Seine",120.45992865
"78090","Bouafle",223.08662307
"78092","Bougival",880.95963813
"78096","Bourdonne",90.28130978
"78104","Breuil-Bois-Robert",196.33226536
"78107","Breval",135.73956563
"78108","Les Breviaires",120.33200129
"78113","Brueil-en-Vexin",160.77160916
"78117","Buc",410.63059023
"78118","Buchelay",162.51399543
"78120","Bullion",107.28318957
"78123","Carrieres-sous-Poissy",304.39712467
"78124","Carrieres-sur-Seine",1045.63396853
"78125","La Celle-les-Bordes",97.50359807
"78126","La Celle-Saint-Cloud",830.05836811
"78128","Cernay-la-Ville",111.78564341
"78133","Chambourcy",372.70838119
"78138","Chanteloup-les-Vignes",264.93215124
"78140","Chapet",231.92703233
"78143","Chateaufort",250.05460897
"78146","Chatou",956.77727643
"78147","Chaufour-les-Bonnieres",79.94465481
"78152","Chavenay",281.07648349
"78158","Le Chesnay",721.28466334
"78160","Chevreuse",163.16930994
"78162","Choisel",136.96823711
"78163","Civry-la-Foret",146.63823205
"78164","Clairefontaine-en-Yvelines",85.06453809
"78165","Les Clayes-sous-Bois",252.46233676
"78168","Coignieres",140.10526823
"78171","Conde-sur-Vesgre",92.33392697
"78172","Conflans-Sainte-Honorine",291.72639385
"78185","Courgent",187.52117132
"78188","Cravent",89.58382057
"78189","Crespieres",246.43432099
"78190","Croissy-sur-Seine",864.73004251
"78192","Dammartin-en-Serve",175.12050575
"78193","Dampierre-en-Yvelines",130.63633789
"78194","Dannemarie",70.18695542
"78196","Davron",255.71907565
"78202","Drocourt",126.23384067
"78206","Ecquevilly",236.23218071
"78208","Elancourt",181.77985522
"78209","Emance",60.48536592
"78217","Epone",203.89598233
"78220","Les Essarts-le-Roi",120.11568075
"78224","L'Etang-la-Ville",459.9889722
"78227","Evecquemont",216.73476507
"78230","La Falaise",209.70090168
"78231","Favrieux",182.96414975
"78233","Feucherolles",291.23136019
"78234","Flacourt",186.53218304
"78236","Flexanville",183.00961131
"78237","Flins-Neuve-Eglise",141.58281664
"78238","Flins-sur-Seine",212.60681108
"78239","Follainville-Dennemont",129.36600051
"78242","Fontenay-le-Fleury",355.45585327
"78245","Fontenay-Mauvoisin",176.66532753
"78246","Fontenay-Saint-Pere",135.27859014
"78251","Fourqueux",440.18901331
"78255","Freneuse",96.69325531
"78261","Gaillon-sur-Montcient",200.73179601
"78262","Galluis",151.3932019
"78263","Gambais",113.08830615
"78264","Gambaiseuil",120.77471138
"78265","Garancieres",164.69870875
"78267","Gargenville",178.32042214
"78269","Gazeran",86.84279896
"78276","Gommecourt",73.11760988
"78278","Goupillieres",200.40148417
"78281","Goussonville",207.15899788
"78283","Grandchamp",57.12783652
"78285","Gressey",112.58516444
"78289","Grosrouvre",137.55633737
"78290","Guernes",134.39510147
"78291","Guerville",193.22420616
"78296","Guitrancourt",157.56744277
"78297","Guyancourt",303.87550622
"78299","Hardricourt",202.02331856
"78300","Hargeville",204.14675782
"78302","La Hauteville",59.86000554
"78305","Herbeville",234.67333833
"78307","Hermeray",69.45053137
"78310","Houdan",83.47769792
"78311","Houilles",989.26764305
"78314","Issou",175.36212783
"78317","Jambville",170.69359338
"78320","Jeufosse",94.33270643
"78321","Jouars-Pontchartrain",167.75458333
"78322","Jouy-en-Josas",494.16780947
"78324","Jouy-Mauvoisin",168.13958206
"78325","Jumeauville",208.34470124
"78327","Juziers",186.55967199
"78329","Lainville-en-Vexin",147.57997235
"78334","Levis-Saint-Nom",131.45278628
"78335","Limay",158.00506289
"78337","Limetz-Villez",76.51162568
"78343","Les Loges-en-Josas",407.23838044
"78344","Lommoye",109.31816999
"78346","Longnes",156.04795766
"78349","Longvilliers",108.50199958
"78350","Louveciennes",712.54957738
"78354","Magnanville",175.89464513
"78356","Magny-les-Hameaux",205.82331859
"78358","Maisons-Laffitte",608.77164447
"78361","Mantes-la-Jolie",150.34498048
"78362","Mantes-la-Ville",172.44793237
"78364","Marcq",200.90128594
"78366","Mareil-le-Guyon",153.77368656
"78367","Mareil-Marly",521.10403139
"78368","Mareil-sur-Mauldre",226.71173693
"78372","Marly-le-Roi",590.56427862
"78380","Maule",216.49807711
"78381","Maulette",85.06008965
"78382","Maurecourt",254.0725049
"78383","Maurepas",156.69842788
"78384","Medan",257.81930455
"78385","Menerville",164.8955992
"78389","Mere",152.75245333
"78391","Mericourt",111.32795715
"78396","Le Mesnil-le-Roi",626.60533661
"78397","Le Mesnil-Saint-Denis",149.44289525
"78398","Les Mesnuls",132.01332383
"78401","Meulan-en-Yvelines",212.02567414
"78402","Mezieres-sur-Seine",196.58421526
"78403","Mezy-sur-Seine",197.39813278
"78404","Millemont",147.27885248
"78406","Milon-la-Chapelle",186.19390058
"78407","Mittainville",52.19107825
"78410","Moisson",85.0390161
"78413","Mondreville",134.07007786
"78415","Montainville",215.7908482
"78416","Montalet-le-Bois",160.11909813
"78417","Montchauvet",171.53706345
"78418","Montesson",766.98594355
"78420","Montfort-l'Amaury",137.80321289
"78423","Montigny-le-Bretonneux",247.28795501
"78431","Morainvilliers",251.12649309
"78437","Mousseaux-sur-Seine",98.31957654
"78439","Mulcent",174.57079617
"78440","Les Mureaux",217.40002394
"78442","Neauphle-le-Chateau",187.2040261
"78443","Neauphle-le-Vieux",174.0501094
"78444","Neauphlette",133.69753726
"78451","Nezel",211.32975108
"78455","Noisy-le-Roi",425.41225485
"78460","Oinville-sur-Montcient",178.01164842
"78464","Orcemont",77.75877192
"78465","Orgerus",159.15009427
"78466","Orgeval",273.72765957
"78470","Orphin",70.13379969
"78472","Orsonville",70.80222241
"78474","Orvilliers",151.78963228
"78475","Osmoy",183.7793332
"78478","Paray-Douaville",75.4943858
"78481","Le Pecq",645.24501307
"78484","Perdreauville",165.43265986
"78486","Le Perray-en-Yvelines",112.50250912
"78490","Plaisir",210.70193932
"78497","Poigny-la-Foret",104.05088824
"78498","Poissy",332.36207091
"78499","Ponthevrard",90.5861728
"78501","Porcheville",178.6091093
"78502","Le Port-Marly",687.77708416
"78503","Port-Villez",67.97412401
"78505","Prunay-le-Temple",167.23129618
"78506","Prunay-en-Yvelines",74.9467456
"78513","La Queue-les-Yvelines",152.16115989
"78516","Raizeux",62.74073888
