"ID","NAMES","agriculteurs_AsTheCrowFlies_POT_0"
"91463","Oncy-sur-Ecole",0
"91468","Ormoy",0
"91469","Ormoy-la-Riviere",12
"91471","Orsay",0
"91473","Orveau",12
"91477","Palaiseau",13
"91479","Paray-Vieille-Poste",16
"91482","Pecqueuse",8
"91494","Le Plessis-Pate",0
"91495","Plessis-Saint-Benoist",4
"91507","Prunay-sur-Essonne",4
"91508","Puiselet-le-Marais",0
"91511","Pussay",4
"91514","Quincy-sous-Senart",0
"91519","Richarville",0
"91521","Ris-Orangis",5
"91525","Roinville",8
"91526","Roinvilliers",0
"91533","Saclas",4
"91534","Saclay",0
"91538","Saint-Aubin",0
"91540","Saint-Cheron",8
"91544","Saint-Cyr-la-Riviere",4
"91546","Saint-Cyr-sous-Dourdan",0
"91547","Saint-Escobille",8
"91549","Sainte-Genevieve-des-Bois",3
"91552","Saint-Germain-les-Arpajon",0
"91553","Saint-Germain-les-Corbeil",0
"91556","Saint-Hilaire",4
"91560","Saint-Jean-de-Beauregard",0
"91568","Saint-Maurice-Montcouronne",8
"91570","Saint-Michel-sur-Orge",7
"91573","Saint-Pierre-du-Perray",8
"91577","Saintry-sur-Seine",8
"91578","Saint-Sulpice-de-Favieres",0
"91579","Saint-Vrain",0
"91581","Saint-Yon",0
"91587","Saulx-les-Chartreux",8
"91589","Savigny-sur-Orge",6
"91593","Sermaise",8
"91599","Soisy-sur-Ecole",4
"91600","Soisy-sur-Seine",0
"91602","Souzy-la-Briche",0
"91613","Congerville-Thionville",0
"91617","Tigery",4
"91619","Torfou",4
"91629","Valpuiseaux",0
"91630","Le Val-Saint-Germain",4
"91631","Varennes-Jarcy",0
"91634","Vaugrigneuse",4
"91635","Vauhallan",4
"91639","Vayres-sur-Essonne",8
"91645","Verrieres-le-Buisson",18
"91648","Vert-le-Grand",12
"91649","Vert-le-Petit",4
"91654","Videlles",8
"91657","Vigneux-sur-Seine",0
"91659","Villabe",0
"91661","Villebon-sur-Yvette",12
"91662","Villeconin",16
"91665","La Ville-du-Bois",4
"91666","Villejust",4
"91667","Villemoisson-sur-Orge",0
"91671","Villeneuve-sur-Auvers",16
"91679","Villiers-le-Bacle",0
"91685","Villiers-sur-Orge",0
"91687","Viry-Chatillon",4
"91689","Wissous",0
"91691","Yerres",0
"91692","Les Ulis",1
"92002","Antony",11
"92004","Asnieres-sur-Seine",46
"92007","Bagneux",3
"92009","Bois-Colombes",6
"92012","Boulogne-Billancourt",56
"92014","Bourg-la-Reine",0
"92019","Chatenay-Malabry",4
"92020","Chatillon",6
"92022","Chaville",1
"92023","Clamart",20
"92024","Clichy",8
"92025","Colombes",24
"92026","Courbevoie",35
"92032","Fontenay-aux-Roses",4
"92033","Garches",16
"92035","La Garenne-Colombes",16
"92036","Gennevilliers",7
"92040","Issy-les-Moulineaux",4
"92044","Levallois-Perret",30
"92046","Malakoff",0
"92047","Marnes-la-Coquette",0
"92048","Meudon",22
"92049","Montrouge",14
"92050","Nanterre",6
"92051","Neuilly-sur-Seine",122
"92060","Le Plessis-Robinson",2
"92062","Puteaux",17
"92063","Rueil-Malmaison",37
"92064","Saint-Cloud",34
"92071","Sceaux",1
"92072","Sevres",14
"92073","Suresnes",10
"92075","Vanves",24
"92076","Vaucresson",8
"92077","Ville-d'Avray",1
"92078","Villeneuve-la-Garenne",4
"93001","Aubervilliers",18
"93005","Aulnay-sous-Bois",3
"93006","Bagnolet",4
"93007","Le Blanc-Mesnil",0
"93008","Bobigny",5
"93010","Bondy",9
"93013","Le Bourget",5
"93014","Clichy-sous-Bois",3
"93015","Coubron",0
"93027","La Courneuve",8
"93029","Drancy",11
"93030","Dugny",0
"93031","Epinay-sur-Seine",13
"93032","Gagny",8
"93033","Gournay-sur-Marne",0
"93039","L'Ile-Saint-Denis",0
"93045","Les Lilas",5
"93046","Livry-Gargan",5
"93047","Montfermeil",7
"93048","Montreuil",17
"93049","Neuilly-Plaisance",1
"93050","Neuilly-sur-Marne",4
"93051","Noisy-le-Grand",13
"93053","Noisy-le-Sec",3
"93055","Pantin",1
"93057","Les Pavillons-sous-Bois",3
"93059","Pierrefitte-sur-Seine",0
"93061","Le Pre-Saint-Gervais",6
"93062","Le Raincy",0
"93063","Romainville",5
"93064","Rosny-sous-Bois",7
"93066","Saint-Denis",9
"93070","Saint-Ouen",5
"93071","Sevran",1
"93072","Stains",15
"93073","Tremblay-en-France",3
"93074","Vaujours",0
"93077","Villemomble",0
"93078","Villepinte",3
"93079","Villetaneuse",0
"94001","Ablon-sur-Seine",0
"94002","Alfortville",2
"94003","Arcueil",0
"94004","Boissy-Saint-Leger",3
"94011","Bonneuil-sur-Marne",0
"94015","Bry-sur-Marne",6
"94016","Cachan",0
"94017","Champigny-sur-Marne",14
"94018","Charenton-le-Pont",7
"94019","Chennevieres-sur-Marne",0
"94021","Chevilly-Larue",3
"94022","Choisy-le-Roi",0
"94028","Creteil",8
"94033","Fontenay-sous-Bois",9
"94034","Fresnes",0
"94037","Gentilly",3
"94038","L'Hay-les-Roses",0
"94041","Ivry-sur-Seine",16
"94042","Joinville-le-Pont",13
"94043","Le Kremlin-Bicetre",0
"94044","Limeil-Brevannes",9
"94046","Maisons-Alfort",5
"94047","Mandres-les-Roses",24
"94048","Marolles-en-Brie",0
"94052","Nogent-sur-Marne",18
"94053","Noiseau",0
"94054","Orly",0
"94055","Ormesson-sur-Marne",0
"94056","Perigny",0
"94058","Le Perreux-sur-Marne",24
"94059","Le Plessis-Trevise",0
"94060","La Queue-en-Brie",0
"94065","Rungis",0
"94067","Saint-Mande",6
"94068","Saint-Maur-des-Fosses",20
"94069","Saint-Maurice",3
"94070","Santeny",16
"94071","Sucy-en-Brie",11
"94073","Thiais",5
"94074","Valenton",3
"94075","Villecresnes",8
"94076","Villejuif",15
"94077","Villeneuve-le-Roi",0
"94078","Villeneuve-Saint-Georges",2
"94079","Villiers-sur-Marne",7
"94080","Vincennes",11
"94081","Vitry-sur-Seine",0
"95002","Ableiges",8
"95008","Aincourt",4
"95011","Ambleville",0
"95012","Amenucourt",0
"95014","Andilly",0
"95018","Argenteuil",62
"95019","Arnouville",5
"95023","Arronville",4
"95024","Arthies",4
"95026","Asnieres-sur-Oise",4
"95028","Attainville",12
"95039","Auvers-sur-Oise",4
"95040","Avernes",8
"95042","Baillet-en-France",8
"95046","Banthelu",0
"95051","Beauchamp",0
"95052","Beaumont-sur-Oise",8
"95054","Le Bellay-en-Vexin",0
"95055","Bellefontaine",4
"95056","Belloy-en-France",12
"95058","Bernes-sur-Oise",12
"95059","Berville",8
"95060","Bessancourt",0
"95061","Bethemont-la-Foret",0
"95063","Bezons",1
"95074","Boisemont",0
"95078","Boissy-l'Aillerie",0
"95088","Bonneuil-en-France",0
"95091","Bouffemont",0
"95094","Bouqueval",0
"95101","Bray-et-Lu",0
"95102","Breancon",8
"95110","Brignancourt",0
"95116","Bruyeres-sur-Oise",0
"95119","Buhy",4
"95120","Butry-sur-Oise",12
"95127","Cergy",12
"95134","Champagne-sur-Oise",12
"95139","La Chapelle-en-Vexin",4
"95141","Charmont",0
"95142","Chars",4
"95144","Chatenay-en-France",0
"95149","Chaumontel",4
"95150","Chaussy",0
"95151","Chauvry",0
"95154","Chennevieres-les-Louvres",0
"95157","Cherence",4
"95166","Clery-en-Vexin",0
"95169","Commeny",4
"95170","Condecourt",8
"95176","Cormeilles-en-Parisis",6
"95177","Cormeilles-en-Vexin",24
"95181","Courcelles-sur-Viosne",0
"95183","Courdimanche",8
"95197","Deuil-la-Barre",3
"95199","Domont",19
"95203","Eaubonne",0
"95205","Ecouen",0
"95210","Enghien-les-Bains",0
"95211","Ennery",0
"95212","Epiais-les-Louvres",0
"95213","Epiais-Rhus",0
"95214","Epinay-Champlatreux",0
"95218","Eragny",5
"95219","Ermont",9
"95229","Ezanville",0
"95241","Fontenay-en-Parisis",8
"95250","Fosses",0
"95252","Franconville",4
"95253","Fremainville",0
"95254","Fremecourt",0
"95256","Frepillon",4
"95257","La Frette-sur-Seine",0
"95258","Frouville",0
"95259","Gadancourt",0
"95268","Garges-les-Gonesse",4
"95270","Genainville",4
"95271","Genicourt",8
"95277","Gonesse",10
"95280","Goussainville",7
"95282","Gouzangrez",0
"95287","Grisy-les-Platres",0
"95288","Groslay",0
"95295","Guiry-en-Vexin",7
"95298","Haravilliers",4
"95301","Haute-Isle",0
"95303","Le Heaulme",0
"95304","Hedouville",0
"95306","Herblay",13
"95308","Herouville",4
"95309","Hodent",4
"95313","L'Isle-Adam",6
"95316","Jagny-sous-Bois",4
"95323","Jouy-le-Moutier",8
"95328","Labbeville",4
"95331","Lassy",4
"95341","Livilliers",4
"95348","Longuesse",8
"95351","Louvres",16
"95352","Luzarches",12
"95353","Maffliers",0
"95355","Magny-en-Vexin",8
"95365","Mareil-en-France",0
"95369","Margency",0
"95370","Marines",4
"95371","Marly-la-Ville",12
"95379","Maudetour-en-Vexin",0
"95387","Menouville",0
"95388","Menucourt",0
"95392","Meriel",17
"95394","Mery-sur-Oise",12
"95395","Le Mesnil-Aubry",8
"95409","Moisselles",0
"95422","Montgeroult",0
"95424","Montigny-les-Cormeilles",0
"95426","Montlignon",0
"95427","Montmagny",3
"95428","Montmorency",10
"95429","Montreuil-sur-Epte",0
"95430","Montsoult",0
"95436","Mours",4
"95438","Moussy",0
"95445","Nerville-la-Foret",0
"95446","Nesles-la-Vallee",4
"95447","Neuilly-en-Vexin",0
"95450","Neuville-sur-Oise",10
"95452","Nointel",0
"95456","Noisy-sur-Oise",0
"95459","Nucourt",4
"95462","Omerville",0
"95476","Osny",5
"95480","Parmain",8
"95483","Le Perchay",8
"95487","Persan",20
"95488","Pierrelaye",4
"95489","Piscop",4
"95491","Le Plessis-Bouchard",12
"95492","Le Plessis-Gassot",4
"95493","Le Plessis-Luzarches",0
"95500","Pontoise",5
"95504","Presles",0
"95509","Puiseux-en-France",4
"95510","Puiseux-Pontoise",0
"95523","La Roche-Guyon",0
"95527","Roissy-en-France",0
"95529","Ronquerolles",0
"95535","Sagy",8
"95539","Saint-Brice-sous-Foret",1
"95541","Saint-Clair-sur-Epte",0
"95543","Saint-Cyr-en-Arthies",0
"95554","Saint-Gervais",12
"95555","Saint-Gratien",0
"95563","Saint-Leu-la-Foret",0
"95566","Saint-Martin-du-Tertre",0
"95572","Saint-Ouen-l'Aumone",11
"95574","Saint-Prix",0
"95580","Saint-Witz",0
"95582","Sannois",4
"95584","Santeuil",0
"95585","Sarcelles",13
"95592","Seraincourt",8
"95594","Seugy",0
"95598","Soisy-sous-Montmorency",4
"95604","Survilliers",0
"95607","Taverny",9
"95610","Themericourt",0
"95611","Theuville",0
"95612","Le Thillay",4
"95625","Us",12
"95627","Vallangoujard",0
"95628","Valmondois",0
"95633","Vaudherland",0
"95637","Vaureal",0
"95641","Vemars",4
"95651","Vetheuil",0
"95652","Viarmes",4
"95656","Vienne-en-Arthies",0
"95658","Vigny",16
"95660","Villaines-sous-Bois",0
"95675","Villeron",0
"95676","Villers-en-Arthies",0
"95678","Villiers-Adam",0
"95680","Villiers-le-Bel",3
"95682","Villiers-le-Sec",4
"95690","Wy-dit-Joli-Village",8
