"ID","NAMES","cadres_AsTheCrowFlies_POT_7500"
"77116","Choisy-en-Brie",693.7515857
"77117","Citry",707.45732012
"77118","Claye-Souilly",13318.55952047
"77119","Clos-Fontaine",763.01643261
"77120","Cocherel",1034.05301443
"77121","Collegien",31252.91258612
"77122","Combs-la-Ville",18415.74639825
"77123","Compans",7562.63576002
"77124","Conches-sur-Gondoire",23225.97352819
"77125","Conde-Sainte-Libiaire",10615.65522776
"77126","Congis-sur-Therouanne",2476.46439073
"77127","Coubert",4717.82643177
"77128","Couilly-Pont-aux-Dames",9136.66913403
"77129","Coulombs-en-Valois",331.0586336
"77130","Coulommes",5744.34073316
"77131","Coulommiers",1925.96651248
"77132","Coupvray",14066.34615593
"77133","Courcelles-en-Bassee",815.54166265
"77134","Courchamp",389.75311546
"77135","Courpalay",1159.59420138
"77136","Courquetaine",3321.7832869
"77137","Courtacon",265.57215605
"77138","Courtomer",1650.06619554
"77139","Courtry",38783.57486342
"77140","Coutencon",722.13869047
"77141","Coutevroult",9622.94409641
"77142","Crecy-la-Chapelle",4351.97499508
"77143","Cregy-les-Meaux",5515.86240339
"77144","Crevecoeur-en-Brie",1899.24248003
"77145","Crisenoy",3367.26577028
"77146","Croissy-Beaubourg",36322.34812462
"77147","La Croix-en-Brie",570.68075454
"77148","Crouy-sur-Ourcq",364.3729504
"77149","Cucharmoy",561.11149807
"77150","Cuisy",2650.20019444
"77151","Dagny",543.40915413
"77152","Dammarie-les-Lys",10859.96926569
"77153","Dammartin-en-Goele",3069.65952938
"77154","Dammartin-sur-Tigeaux",3612.70197647
"77155","Dampmart",16725.87579817
"77156","Darvault",1926.78212355
"77157","Dhuisy",580.12469891
"77158","Diant",469.80637835
"77159","Donnemarie-Dontilly",588.32890481
"77161","Dormelles",1449.65398433
"77162","Doue",1259.19253836
"77163","Douy-la-Ramee",1298.25424745
"77164","Echouboulains",1015.43289985
"77165","Les Ecrennes",1349.34821477
"77166","Ecuelles",3721.46101493
"77167","Egligny",556.12460199
"77168","Egreville",343.48686617
"77169","Emerainville",58157.16352529
"77170","Episy",3226.70659739
"77171","Esbly",11780.48289876
"77172","Esmans",1214.04198126
"77173","Etrepilly",1749.79352733
"77174","Everly",519.23888282
"77175","Evry-Gregy-sur-Yerre",9382.51792975
"77176","Faremoutiers",2021.24688376
"77177","Favieres",9674.10070124
"77178","Fay-les-Nemours",1313.41284371
"77179","Fericy",4506.74089431
"77180","Ferolles-Attilly",17695.46102621
"77181","Ferrieres-en-Brie",23562.85209283
"77182","La Ferte-Gaucher",475.25777925
"77183","La Ferte-sous-Jouarre",1479.58515698
"77184","Flagy",1140.09862459
"77185","Fleury-en-Biere",2996.31171493
"77186","Fontainebleau",5638.52681457
"77187","Fontaine-Fourches",102.55506951
"77188","Fontaine-le-Port",5644.24720768
"77190","Fontains",745.95094365
"77191","Fontenailles",938.54604465
"77192","Fontenay-Tresigny",2014.25700774
"77193","Forfry",1685.66977202
"77194","Forges",1382.87781029
"77195","Fouju",3124.99257059
"77196","Fresnes-sur-Marne",8734.12227924
"77197","Fretoy",415.61270933
"77198","Fromont",412.16566301
"77199","Fublaines",5668.72827933
"77200","Garentreville",541.59228164
"77201","Gastins",734.88773755
"77202","La Genevraye",2752.53550842
"77203","Germigny-l'Eveque",4125.14337848
"77204","Germigny-sous-Coulombs",327.99394861
"77205","Gesvres-le-Chapitre",2326.36109294
"77206","Giremoutiers",2088.81529015
"77207","Gironville",126.57074215
"77208","Gouaix",567.82667938
"77209","Gouvernes",27627.36951622
"77210","La Grande-Paroisse",2614.26300213
"77211","Grandpuits-Bailly-Carrois",925.11183207
"77212","Gravon",381.15938688
"77214","Gressy",10131.64507389
"77215","Gretz-Armainvilliers",9102.76992159
"77216","Grez-sur-Loing",2208.85241389
"77217","Grisy-Suisnes",7174.01499739
"77218","Grisy-sur-Seine",305.57584884
"77219","Guerard",2826.03771274
"77220","Guercheville",745.60594289
"77221","Guermantes",24464.50900475
"77222","Guignes",1894.71254732
"77223","Gurcy-le-Chatel",618.74300924
"77224","Hautefeuille",1862.879816
"77225","La Haute-Maison",2390.47019228
"77226","Hericy",5831.67420409
"77227","Herme",462.41189657
"77228","Hondevilliers",442.58634648
"77229","La Houssaye-en-Brie",2318.41669973
"77230","Ichy",272.18896044
"77231","Isles-les-Meldeuses",2243.33280556
"77232","Isles-les-Villenoy",9829.28813163
"77233","Iverny",3434.24521899
"77234","Jablines",12808.69706512
"77235","Jaignes",1570.60916153
"77236","Jaulnes",288.27150178
"77237","Jossigny",16704.2738704
"77238","Jouarre",1448.2830612
"77239","Jouy-le-Chatel",428.45018611
"77240","Jouy-sur-Morin",597.63735942
"77241","Juilly",3520.41203946
"77242","Jutigny",759.52893699
"77243","Lagny-sur-Marne",23639.86755202
"77244","Larchant",1297.72883388
"77245","Laval-en-Brie",870.62565059
"77246","Lechelle",516.81879745
"77247","Lescherolles",297.18955554
"77248","Lesches",11232.20171965
"77249","Lesigny",27229.60987491
"77250","Leudon-en-Brie",374.22742781
"77251","Lieusaint",19471.91488338
"77252","Limoges-Fourches",7072.68725732
"77253","Lissy",5047.36241045
"77254","Liverdy-en-Brie",3069.13316608
"77255","Livry-sur-Seine",9397.10897291
"77256","Lizines",682.56862431
"77257","Lizy-sur-Ourcq",1127.23723082
"77258","Lognes",47358.71281501
"77259","Longperrier",3523.2060657
"77260","Longueville",907.20579386
"77261","Lorrez-le-Bocage-Preaux",571.35274359
"77262","Louan-Villegruis-Fontaine",105.64699158
"77263","Luisetaines",576.68789658
"77264","Lumigny-Nesles-Ormeaux",1430.46988437
"77265","Luzancy",1116.98269089
"77266","Machault",3628.23955154
"77267","La Madeleine-sur-Loing",1145.24990582
"77268","Magny-le-Hongre",12908.23263515
"77269","Maincy",8365.02382129
"77270","Maisoncelles-en-Brie",2503.91484545
"77271","Maisoncelles-en-Gatinais",498.17093043
"77272","Maison-Rouge",584.88064909
"77273","Marchemoret",2435.00991748
"77274","Marcilly",2319.29583232
"77275","Les Marets",224.97076099
"77276","Mareuil-les-Meaux",8298.08751997
"77277","Marles-en-Brie",1829.9548663
"77278","Marolles-en-Brie",1152.33094766
"77279","Marolles-sur-Seine",953.91315331
"77280","Mary-sur-Marne",1454.60629036
"77281","Mauperthuis",1866.9089097
"77282","Mauregard",7606.83238896
"77283","May-en-Multien",567.63419175
"77284","Meaux",6187.8803893
"77285","Le Mee-sur-Seine",12106.16699951
"77286","Meigneux",643.22348862
"77287","Meilleray",191.52132885
"77288","Melun",11131.27888955
"77289","Melz-sur-Seine",312.90463594
"77290","Mery-sur-Marne",974.16593631
"77291","Le Mesnil-Amelot",8076.29133398
"77292","Messy",6946.40090816
"77293","Misy-sur-Yonne",414.44799301
"77294","Mitry-Mory",13567.20265124
"77295","Moisenay",5549.34864872
"77296","Moissy-Cramayel",13925.83446549
"77297","Mondreville",218.52120921
"77298","Mons-en-Montois",608.85230504
"77299","Montarlot",2962.92442819
"77300","Montceaux-les-Meaux",3587.13465904
"77301","Montceaux-les-Provins",114.74706574
"77302","Montcourt-Fromonville",2249.74963713
"77303","Montdauphin",181.82283927
"77304","Montenils",60.2169517
"77305","Montereau-Fault-Yonne",1448.31580576
"77306","Montereau-sur-le-Jard",8593.64825386
"77307","Montevrain",18953.8119782
"77308","Montge-en-Goele",2775.40931754
"77309","Monthyon",3409.72791541
"77310","Montigny-le-Guesdier",200.62045807
"77311","Montigny-Lencoup",681.91671858
"77312","Montigny-sur-Loing",4079.01017003
"77313","Montmachoux",800.98069424
"77314","Montolivet",158.08349797
"77315","Montry",11875.4763322
"77316","Moret-sur-Loing",4442.09853872
"77317","Mormant",1338.1968732
"77318","Mortcerf",2502.64504471
"77319","Mortery",804.71237626
"77320","Mouroux",2145.92457282
"77321","Mousseaux-les-Bray",265.7237299
"77322","Moussy-le-Neuf",3802.49604195
"77323","Moussy-le-Vieux",4389.83447507
"77325","Mouy-sur-Seine",399.05707659
"77326","Nandy",16119.25688446
"77327","Nangis",765.47814861
"77328","Nanteau-sur-Essonne",678.23619072
"77329","Nanteau-sur-Lunain",1088.29037223
"77330","Nanteuil-les-Meaux",7219.41948508
"77331","Nanteuil-sur-Marne",785.33069292
"77332","Nantouillet",4410.04669575
"77333","Nemours",1735.14579161
"77335","Chauconin-Neufmontiers",5533.79441121
"77336","Neufmoutiers-en-Brie",4555.36923244
"77337","Noisiel",54204.19881021
"77338","Noisy-Rudignon",1456.62886781
"77339","Noisy-sur-Ecole",1658.33461163
"77340","Nonville",1958.6046954
"77341","Noyen-sur-Seine",285.86190473
"77342","Obsonville",456.53123465
"77343","Ocquerre",956.0329537
"77344","Oissery",1448.00648937
"77345","Orly-sur-Morin",925.09680554
"77347","Les Ormes-sur-Voulzie",555.20711628
"77348","Ormesson",1407.27875236
"77349","Othis",2717.65768833
"77350","Ozoir-la-Ferriere",16735.47451901
"77352","Ozouer-le-Voulgis",2429.29445437
"77353","Paley",701.1585411
"77354","Pamfou",2105.88862566
"77355","Paroy",658.84532754
"77356","Passy-sur-Seine",212.65262601
"77357","Pecy",536.06183001
"77358","Penchard",4757.26338525
"77359","Perthes",5338.46466006
"77360","Pezarches",1532.71230333
"77361","Pierre-Levee",1865.44739629
"77363","Le Pin",31672.20146832
"77364","Le Plessis-aux-Bois",3056.35506647
"77365","Le Plessis-Feu-Aussoux",1014.65737304
"77366","Le Plessis-l'Eveque",3052.49695208
"77367","Le Plessis-Placy",926.50966894
"77368","Poigny",996.79351438
"77369","Poincy",5284.40440949
"77370","Poligny",1336.39422109
"77371","Pommeuse",2370.88893475
"77372","Pomponne",28046.77002136
"77373","Pontault-Combault",43243.92355818
"77374","Pontcarre",19617.07457194
"77376","Precy-sur-Marne",9514.72770043
"77377","Presles-en-Brie",5199.22683213
"77378","Pringy",9576.59527392
"77379","Provins",942.29208722
"77380","Puisieux",1000.63097903
"77381","Quiers",1039.01447334
"77382","Quincy-Voisins",8566.22772649
"77383","Rampillon",672.22348566
"77384","Reau",11671.65189981
"77385","Rebais",867.27036523
"77386","Recloses",2494.51312966
"77387","Remauville",739.21058063
"77388","Reuil-en-Brie",1342.94181506
"77389","La Rochette",10128.70890976
"77390","Roissy-en-Brie",27607.80256018
"77391","Rouilly",818.00513691
"77392","Rouvres",2597.5853072
"77393","Rozay-en-Brie",1208.00824836
"77394","Rubelles",9632.94159969
"77395","Rumont",476.96111184
"77396","Rupereux",344.25271462
"77397","Saacy-sur-Marne",1005.75080375
"77398","Sablonnieres",576.48062735
"77399","Saint-Ange-le-Viel",748.04962633
"77400","Saint-Augustin",2130.12911216
"77401","Sainte-Aulde",912.69602045
"77402","Saint-Barthelemy",364.64262729
"77403","Saint-Brice",825.96387852
"77404","Sainte-Colombe",1000.17748806
"77405","Saint-Cyr-sur-Morin",1289.29977196
"77406","Saint-Denis-les-Rebais",1085.7880703
"77407","Saint-Fargeau-Ponthierry",11723.33424534
"77408","Saint-Fiacre",5174.71126097
"77409","Saint-Germain-Laval",1138.42371759
"77410","Saint-Germain-Laxis",6681.52981691
"77411","Saint-Germain-sous-Doue",1527.08025866
"77412","Saint-Germain-sur-Ecole",4185.89558636
"77413","Saint-Germain-sur-Morin",10779.96751301
"77414","Saint-Hilliers",507.63258105
"77415","Saint-Jean-les-Deux-Jumeaux",2445.24868856
"77416","Saint-Just-en-Brie",424.20055458
"77417","Saint-Leger",704.44989415
"77418","Saint-Loup-de-Naud",915.92143678
"77419","Saint-Mammes",4932.03401888
"77420","Saint-Mard",3212.72090693
"77421","Saint-Mars-Vieux-Maisons",309.44621387
"77423","Saint-Martin-des-Champs",395.9081989
"77424","Saint-Martin-du-Boschet",128.77345219
"77425","Saint-Martin-en-Biere",3205.48720498
"77426","Saint-Mery",1498.73012069
"77427","Saint-Mesmes",4754.37423557
"77428","Saint-Ouen-en-Brie",1076.03266959
"77429","Saint-Ouen-sur-Morin",1112.56047516
"77430","Saint-Pathus",1688.69159799
"77431","Saint-Pierre-les-Nemours",1690.28047077
"77432","Saint-Remy-la-Vanne",787.09485113
"77433","Saints",1723.71674003
"77434","Saint-Sauveur-les-Bray",473.45484932
"77435","Saint-Sauveur-sur-Ecole",6904.56846395
"77436","Saint-Simeon",1087.39941022
"77437","Saint-Soupplets",2243.74800093
"77438","Saint-Thibault-des-Vignes",31564.10241468
"77439","Salins",902.81614597
"77440","Sammeron",1678.34940633
"77441","Samois-sur-Seine",6769.87837337
"77442","Samoreau",6699.0393727
"77443","Sancy",3774.43530686
"77444","Sancy-les-Provins",165.95625227
"77445","Savigny-le-Temple",15108.22083067
"77446","Savins",803.42218691
"77447","Seine-Port",13475.73693039
"77448","Sept-Sorts",1543.36368576
"77449","Serris",14999.45048686
"77450","Servon",23585.07957667
"77451","Signy-Signets",1648.96961966
"77452","Sigy",602.47116451
"77453","Sivry-Courtry",5696.2863284
"77454","Sognolles-en-Montois",647.03639293
"77455","Soignolles-en-Brie",3931.14690062
"77456","Soisy-Bouy",846.68328544
"77457","Solers",3295.1285054
"77458","Souppes-sur-Loing",805.45271161
"77459","Sourdun",691.85297221
"77460","Tancrou",1335.84965022
"77461","Thenisy",662.56189448
"77462","Thieux",5446.25892413
"77463","Thomery",6391.12087658
"77464","Thorigny-sur-Marne",20581.83729057
"77465","Thoury-Ferottes",846.0224238
"77466","Tigeaux",4668.85766861
"77467","La Tombe",521.90059644
"77468","Torcy",39973.53469097
"77469","Touquin",1283.3525317
"77470","Tournan-en-Brie",4681.2903449
"77471","Tousson",1164.82480966
"77472","La Tretoire",786.43518868
"77473","Treuzy-Levelay",1505.90785035
"77474","Trilbardou",7185.94245961
"77475","Trilport",4575.29316048
"77476","Trocy-en-Multien",1425.58022313
"77477","Ury",1786.94421833
"77478","Ussy-sur-Marne",1656.86569191
"77479","Vaires-sur-Marne",43484.94307188
"77480","Valence-en-Brie",1913.43778407
"77481","Vanville",564.72057843
"77482","Varennes-sur-Seine",1869.20755692
"77483","Varreddes",3808.46140645
"77484","Vaucourtois",4533.63654831
"77485","Le Vaudoue",1336.79895882
"77486","Vaudoy-en-Brie",716.23212372
"77487","Vaux-le-Penil",9298.36333464
"77489","Vaux-sur-Lunain",345.8420469
"77490","Vendrest",714.85623158
"77491","Veneux-les-Sablons",5474.89495094
"77492","Verdelot",308.48515377
"77493","Verneuil-l'Etang",1789.10270488
"77494","Vernou-la-Celle-sur-Seine",3946.31658549
"77495","Vert-Saint-Denis",12503.78831356
"77496","Vieux-Champagne",458.17501732
"77498","Vignely",8807.78237048
"77500","Villebeon",358.79930751
"77501","Villecerf",2372.0915726
"77504","Villemarechal",877.13647836
"77505","Villemareuil",3739.44278363
"77506","Villemer",1867.39417674
"77507","Villenauxe-la-Petite",197.21343902
"77508","Villeneuve-le-Comte",7273.46505853
"77509","Villeneuve-les-Bordes",688.48632114
"77510","Villeneuve-Saint-Denis",11505.11189978
"77511","Villeneuve-sous-Dammartin",5110.32591155
"77512","Villeneuve-sur-Bellot",426.76088202
"77513","Villenoy",7685.75814939
"77514","Villeparisis",23853.83748863
"77515","Villeroy",4060.78609034
"77516","Ville-Saint-Jacques",2082.96022002
"77517","Villevaude",24143.5520593
"77518","Villiers-en-Biere",8797.3315368
"77519","Villiers-Saint-Georges",175.88908554
"77520","Villiers-sous-Grez",1926.19410896
"77521","Villiers-sur-Morin",7816.09436885
"77522","Villiers-sur-Seine",189.55772773
"77523","Villuis",142.10722229
"77524","Vimpelles",526.17621871
"77525","Vinantes",3339.32507764
"77526","Vincy-Manoeuvre",585.53292178
"77527","Voinsles",899.75647517
"77528","Voisenon",10490.42720558
"77529","Voulangis",5969.71758104
"77530","Voulton",570.18324644
"77531","Voulx",599.69024833
"77532","Vulaines-les-Provins",878.67065392
"77533","Vulaines-sur-Seine",6645.3492709
"77534","Yebles",2141.7301252
"78003","Ablis",1532.36995792
"78005","Acheres",57567.32778693
"78006","Adainville",1458.67071181
"78007","Aigremont",38245.78219147
"78009","Allainville",862.68437926
"78010","Les Alluets-le-Roi",14507.34813292
"78013","Andelu",6146.27748895
"78015","Andresy",45552.75857261
"78020","Arnouville-les-Mantes",4854.10004571
"78029","Aubergenville",10174.85635937
"78030","Auffargis",7985.3225345
"78031","Auffreville-Brasseuil",6941.70629451
"78033","Aulnay-sur-Mauldre",8520.16671063
"78034","Auteuil",7312.01906998
"78036","Autouillet",5908.38329656
"78043","Bailly",88869.10120179
"78048","Bazainville",2774.70843846
"78049","Bazemont",10982.34502097
"78050","Bazoches-sur-Guyonne",11949.1413514
"78053","Behoust",3644.90089981
"78057","Bennecourt",1951.6171721
"78062","Beynes",10681.90651695
"78068","Blaru",727.64420908
"78070","Boinville-en-Mantois",6501.73086332
"78071","Boinville-le-Gaillard",1157.55532193
"78072","Boinvilliers",4050.92516249
"78073","Bois-d'Arcy",53399.94650975
"78076","Boissets",1522.07684092
"78077","La Boissiere-Ecole",1312.47028767
"78082","Boissy-Mauvoisin",3028.57679457
"78084","Boissy-sans-Avoir",6240.26769423
"78087","Bonnelles",5941.14066414
"78089","Bonnieres-sur-Seine",2599.83760317
"78090","Bouafle",14604.45988914
"78092","Bougival",166005.81358149
"78096","Bourdonne",1902.65691535
"78104","Breuil-Bois-Robert",6698.60295254
"78107","Breval",1579.78924289
"78108","Les Breviaires",6447.40899103
"78113","Brueil-en-Vexin",6360.42952316
"78117","Buc",81326.67292952
"78118","Buchelay",6688.84427912
"78120","Bullion",4698.72011548
"78123","Carrieres-sous-Poissy",42294.05222648
"78124","Carrieres-sur-Seine",206316.48593804
"78125","La Celle-les-Bordes",5081.27353989
"78126","La Celle-Saint-Cloud",159524.74824734
"78128","Cernay-la-Ville",7292.4024916
"78133","Chambourcy",47103.40327632
"78138","Chanteloup-les-Vignes",41916.74245574
"78140","Chapet",21075.13306812
"78143","Chateaufort",48170.39836233
"78146","Chatou",179167.11260674
"78147","Chaufour-les-Bonnieres",908.56010544
"78152","Chavenay",33691.86872346
"78158","Le Chesnay",139711.94742572
"78160","Chevreuse",23444.40855118
"78162","Choisel",11344.42045144
"78163","Civry-la-Foret",1962.90082422
"78164","Clairefontaine-en-Yvelines",4570.74657314
"78165","Les Clayes-sous-Bois",39890.44942417
"78168","Coignieres",18890.44806401
"78171","Conde-sur-Vesgre",1744.43850721
"78172","Conflans-Sainte-Honorine",49371.17237897
"78185","Courgent",2895.74547138
"78188","Cravent",904.38687667
"78189","Crespieres",15029.35155128
"78190","Croissy-sur-Seine",156829.19173243
"78192","Dammartin-en-Serve",2486.09698555
"78193","Dampierre-en-Yvelines",14947.4956367
"78194","Dannemarie",1532.31274456
"78196","Davron",21485.63291046
"78202","Drocourt",4224.69996632
"78206","Ecquevilly",17244.29497222
"78208","Elancourt",33281.96599767
"78209","Emance",1599.2667054
"78217","Epone",8298.73474243
"78220","Les Essarts-le-Roi",11143.90298266
"78224","L'Etang-la-Ville",69709.73025562
"78227","Evecquemont",18728.33071367
"78230","La Falaise",8233.25114522
"78231","Favrieux",4724.30087875
"78233","Feucherolles",27388.09222823
"78234","Flacourt",4117.53556962
"78236","Flexanville",4000.51422378
"78237","Flins-Neuve-Eglise",1364.27873665
"78238","Flins-sur-Seine",12030.07953152
"78239","Follainville-Dennemont",6334.77389362
"78242","Fontenay-le-Fleury",65845.73902779
"78245","Fontenay-Mauvoisin",5593.57749221
"78246","Fontenay-Saint-Pere",6235.40190001
"78251","Fourqueux",62457.15453378
"78255","Freneuse",2824.88015991
"78261","Gaillon-sur-Montcient",10635.39604953
"78262","Galluis",5784.62579712
"78263","Gambais",2614.59988682
"78264","Gambaiseuil",2897.96338293
"78265","Garancieres",4427.6840433
"78267","Gargenville",8474.59499082
"78269","Gazeran",4364.16211025
"78276","Gommecourt",1639.08834437
"78278","Goupillieres",4811.60019811
"78281","Goussonville",6479.44270644
"78283","Grandchamp",1006.7802096
"78285","Gressey",1830.69538174
"78289","Grosrouvre",3974.67641196
"78290","Guernes",5369.77648461
"78291","Guerville",7605.85339753
"78296","Guitrancourt",7589.1178889
"78297","Guyancourt",62500.68306775
"78299","Hardricourt",11423.14565288
"78300","Hargeville",4673.54019481
"78302","La Hauteville",969.39439686
"78305","Herbeville",11033.87386592
"78307","Hermeray",1638.32202712
"78310","Houdan",1646.80129547
"78311","Houilles",191394.38311938
"78314","Issou",8444.93157096
"78317","Jambville",5187.65424827
"78320","Jeufosse",1530.77774855
"78321","Jouars-Pontchartrain",21714.90047571
"78322","Jouy-en-Josas",102270.59925617
"78324","Jouy-Mauvoisin",5867.92676282
"78325","Jumeauville",5950.27830551
"78327","Juziers",8946.8145879
"78329","Lainville-en-Vexin",3468.16101424
"78334","Levis-Saint-Nom",17121.69691268
"78335","Limay",7817.33476775
"78337","Limetz-Villez",1314.25049074
"78343","Les Loges-en-Josas",81251.89079611
"78344","Lommoye",1403.57714975
"78346","Longnes",1844.21773207
"78349","Longvilliers",3982.57992381
"78350","Louveciennes",125946.3569024
"78354","Magnanville",6826.01338101
"78356","Magny-les-Hameaux",40964.96281632
"78358","Maisons-Laffitte",101203.21131459
"78361","Mantes-la-Jolie",6942.18212081
"78362","Mantes-la-Ville",7491.28209433
"78364","Marcq",6792.68017661
"78366","Mareil-le-Guyon",12231.54190264
"78367","Mareil-Marly",79923.26471148
"78368","Mareil-sur-Mauldre",9471.42545087
"78372","Marly-le-Roi",97624.36072349
"78380","Maule",7567.01698982
"78381","Maulette",1845.0108809
"78382","Maurecourt",42764.70172602
"78383","Maurepas",23831.51096048
"78384","Medan",30558.04800598
"78385","Menerville",3392.35940442
"78389","Mere",8271.48355699
"78391","Mericourt",3835.23039434
"78396","Le Mesnil-le-Roi",102026.86669625
"78397","Le Mesnil-Saint-Denis",25859.47605343
"78398","Les Mesnuls",8796.4862554
"78401","Meulan-en-Yvelines",14982.16571946
"78402","Mezieres-sur-Seine",8117.99829874
"78403","Mezy-sur-Seine",10416.01231413
"78404","Millemont",3621.78676345
"78406","Milon-la-Chapelle",33993.7424468
"78407","Mittainville",779.61440966
"78410","Moisson",2801.1196912
"78413","Mondreville",1165.6357657
"78415","Montainville",7949.8196047
"78416","Montalet-le-Bois",4655.80317195
"78417","Montchauvet",2224.02257151
"78418","Montesson",131337.13179959
"78420","Montfort-l'Amaury",6771.11271666
"78423","Montigny-le-Bretonneux",52028.10455615
"78431","Morainvilliers",20553.39298667
"78437","Mousseaux-sur-Seine",3696.40400523
"78439","Mulcent",2491.08611444
"78440","Les Mureaux",16225.00895609
"78442","Neauphle-le-Chateau",20094.02246531
