"ID","NAMES","total_AsTheCrowFlies_ACC_0.005"
"77036","Boisdon",16443.9900294563
"77037","Bois-le-Roi",6476.44796272543
"77038","Boissettes",3576.47399163807
"77039","Boissise-la-Bertrand",4038.31672996505
"77040","Boissise-le-Roi",5332.09121271835
"77041","Boissy-aux-Cailles",15222.9332223363
"77042","Boissy-le-Chatel",11569.0929355497
"77043","Boitron",15396.7061415104
"77044","Bombon",11036.2416891851
"77045","Bougligny",16897.956267005
"77046","Boulancourt",18200.1779703042
"77047","Bouleurs",6642.42511122587
"77048","Bourron-Marlotte",9807.73297855207
"77049","Boutigny",5949.80781630885
"77050","Bransles",20693.6573084856
"77051","Bray-sur-Seine",19919.070499053
"77052","Breau",11303.6385286445
"77053","Brie-Comte-Robert",5051.00886524353
"77054","La Brosse-Montceaux",14989.3927894699
"77055","Brou-sur-Chantereine",3061.30766008569
"77056","Burcy",17987.7841314747
"77057","Bussieres",15032.2168571522
"77058","Bussy-Saint-Georges",3529.34275375709
"77059","Bussy-Saint-Martin",3046.33710820508
"77060","Buthiers",16997.4374970074
"77061","Cannes-Ecluse",13048.0916723745
"77062","Carnetin",4221.19772504547
"77063","La Celle-sur-Morin",10091.993659237
"77065","Cely",8512.20053225253
"77066","Cerneux",19652.9085679278
"77067","Cesson",3716.33330439955
"77068","Cessoy-en-Montois",15402.552351634
"77069","Chailly-en-Biere",6796.84938058392
"77070","Chailly-en-Brie",12257.9577324418
"77071","Chaintreaux",17199.1941974545
"77072","Chalautre-la-Grande",25642.5039354872
"77073","Chalautre-la-Petite",20375.944526653
"77075","Chalifert",4648.08056015498
"77076","Chalmaison",18565.2174795405
"77077","Chambry",6198.9412677622
"77078","Chamigny",13029.3501737261
"77079","Champagne-sur-Seine",8019.51898050765
"77080","Champcenest",17682.0301651414
"77081","Champdeuil",8003.76302388327
"77082","Champeaux",9740.21061470951
"77083","Champs-sur-Marne",1494.15090071342
"77084","Changis-sur-Marne",8654.47087409751
"77085","Chanteloup-en-Brie",3428.67539517895
"77086","La Chapelle-Gauthier",10765.4564391068
"77087","La Chapelle-Iger",13415.7681607092
"77088","La Chapelle-la-Reine",13339.6223870223
"77089","La Chapelle-Rablais",12670.7803546818
"77090","La Chapelle-Saint-Sulpice",16177.8031088885
"77091","Les Chapelles-Bourbon",8833.64525172956
"77093","La Chapelle-Moutils",20840.798111881
"77094","Charmentray",6569.17942971855
"77095","Charny",7277.4928779359
"77096","Chartrettes",6138.22532239032
"77097","Chartronges",16378.9833439264
"77098","Chateaubleau",15365.7743234272
"77099","Chateau-Landon",20489.4101728196
"77100","Le Chatelet-en-Brie",8861.14845144264
"77101","Chatenay-sur-Seine",15161.7981787171
"77102","Chatenoy",15556.1393333997
"77103","Chatillon-la-Borde",9857.03923158479
"77104","Chatres",8985.22031757022
"77106","Chauffry",12547.1344251064
"77107","Chaumes-en-Brie",10432.011226534
"77108","Chelles",916.656222142372
"77109","Chenoise",16298.4313069691
"77110","Chenou",19692.5178580795
"77111","Chessy",3921.04472284646
"77112","Chevrainvilliers",15326.3333808768
"77113","Chevru",15015.151906978
"77114","Chevry-Cossigny",5640.66351119429
"77115","Chevry-en-Sereine",16803.9223109994
"77116","Choisy-en-Brie",14702.266603943
"77117","Citry",16237.6083607069
"77118","Claye-Souilly",5101.98391459919
"77119","Clos-Fontaine",14246.1865677274
"77120","Cocherel",12963.9875892931
"77121","Collegien",3300.10780345317
"77122","Combs-la-Ville",3806.71928520731
"77123","Compans",5591.72704574355
"77124","Conches-sur-Gondoire",3156.73213060848
"77125","Conde-Sainte-Libiaire",5338.62119475956
"77126","Congis-sur-Therouanne",8695.37667385733
"77127","Coubert",7554.69795657004
"77128","Couilly-Pont-aux-Dames",5705.21259517953
"77129","Coulombs-en-Valois",16998.7988118715
"77130","Coulommes",6752.59206415536
"77131","Coulommiers",11148.2905577131
"77132","Coupvray",4564.35998427141
"77133","Courcelles-en-Bassee",14136.2247318054
"77134","Courchamp",18277.9550078998
"77135","Courpalay",12873.8121357896
"77136","Courquetaine",8159.03420853268
"77137","Courtacon",17787.4727377104
"77138","Courtomer",11556.8185980231
"77139","Courtry",2866.56086904666
"77140","Coutencon",12861.0041086687
"77141","Coutevroult",5783.54078563881
"77142","Crecy-la-Chapelle",7962.20839910522
"77143","Cregy-les-Meaux",4824.09640224511
"77144","Crevecoeur-en-Brie",10132.5910397922
"77145","Crisenoy",8010.40023703524
"77146","Croissy-Beaubourg",3143.01825210508
"77147","La Croix-en-Brie",15049.496912881
"77148","Crouy-sur-Ourcq",16048.5543249041
"77149","Cucharmoy",16194.4961768871
"77150","Cuisy",8364.83464646315
"77151","Dagny",14851.2927399513
"77152","Dammarie-les-Lys",3785.57160266123
"77153","Dammartin-en-Goele",8168.56998181003
"77154","Dammartin-sur-Tigeaux",8581.38016987859
"77155","Dampmart",4297.44595205248
"77156","Darvault",11673.3181168302
"77157","Dhuisy",15919.907856919
"77158","Diant",16167.4164429789
"77159","Donnemarie-Dontilly",15108.2216182792
"77161","Dormelles",11629.1200905156
"77162","Doue",11866.1436865336
"77163","Douy-la-Ramee",10577.8573840332
"77164","Echouboulains",11223.4339175329
"77165","Les Ecrennes",10724.921155274
"77166","Ecuelles",9183.88704181127
"77167","Egligny",15545.7101617176
"77168","Egreville",19035.692252949
"77169","Emerainville",2663.3732487429
"77170","Episy",9689.31463322145
"77171","Esbly",5263.36393260209
"77172","Esmans",12865.7179491725
"77173","Etrepilly",9618.73981538511
"77174","Everly",19416.9003600765
"77175","Evry-Gregy-sur-Yerre",5535.62352953918
"77176","Faremoutiers",10754.6142251897
"77177","Favieres",6145.50447139443
"77178","Fay-les-Nemours",15071.9690935631
"77179","Fericy",8554.45232226153
"77180","Ferolles-Attilly",4910.44802661533
"77181","Ferrieres-en-Brie",3580.05131873239
"77182","La Ferte-Gaucher",17490.5465248598
"77183","La Ferte-sous-Jouarre",11747.1035897089
"77184","Flagy",12482.5172977023
"77185","Fleury-en-Biere",9009.69988907064
"77186","Fontainebleau",8530.0408823913
"77187","Fontaine-Fourches",26514.5649436532
"77188","Fontaine-le-Port",7798.42032613005
"77190","Fontains",13684.4864922831
"77191","Fontenailles",12367.1968900765
"77192","Fontenay-Tresigny",10363.2330032554
"77193","Forfry",9972.25576116058
"77194","Forges",11105.807861495
"77195","Fouju",8269.74186146613
"77196","Fresnes-sur-Marne",6133.18930464395
"77197","Fretoy",15605.0098176024
"77198","Fromont",17446.4009764785
"77199","Fublaines",5109.74326919962
"77200","Garentreville",17067.4620787308
"77201","Gastins",14174.2963479776
"77202","La Genevraye",10095.8942109884
"77203","Germigny-l'Eveque",6651.16665430473
"77204","Germigny-sous-Coulombs",17398.0856604727
"77205","Gesvres-le-Chapitre",8860.42418217116
"77206","Giremoutiers",9700.24375344246
"77207","Gironville",22116.1249743208
"77208","Gouaix",20432.9339606883
"77209","Gouvernes",3087.99895744558
"77210","La Grande-Paroisse",9580.16420836147
"77211","Grandpuits-Bailly-Carrois",13576.2642130108
"77212","Gravon",16721.4770662973
"77214","Gressy",5189.27696249156
"77215","Gretz-Armainvilliers",5782.13669222455
"77216","Grez-sur-Loing",11088.6674632137
"77217","Grisy-Suisnes",6500.5460680368
"77218","Grisy-sur-Seine",22235.2147778209
"77219","Guerard",9168.69366621771
"77220","Guercheville",15787.362097083
"77221","Guermantes",3143.35383277372
"77222","Guignes",9806.78001943359
"77223","Gurcy-le-Chatel",14491.2759195171
"77224","Hautefeuille",10614.6572013391
"77225","La Haute-Maison",8793.59967854429
"77226","Hericy",7979.06091617386
"77227","Herme",22394.4901139293
"77228","Hondevilliers",17845.6484935353
"77229","La Houssaye-en-Brie",9277.83290077762
"77230","Ichy",19090.779301495
"77231","Isles-les-Meldeuses",9015.35272851002
"77232","Isles-les-Villenoy",5421.72054801679
"77233","Iverny",7744.53308524909
"77234","Jablines",5325.1187227298
"77235","Jaignes",10661.8309384646
"77236","Jaulnes",21175.6084585728
"77237","Jossigny",4392.27464148867
"77238","Jouarre",10749.633145753
"77239","Jouy-le-Chatel",15212.2711105015
"77240","Jouy-sur-Morin",16055.4747659842
"77241","Juilly",7718.68613966703
"77242","Jutigny",17553.5853703497
"77243","Lagny-sur-Marne",3177.49229327744
"77244","Larchant",13711.3407844101
"77245","Laval-en-Brie",12148.0752813093
"77246","Lechelle",22749.3914173196
"77247","Lescherolles",19535.3765654214
"77248","Lesches",5555.04157821924
"77249","Lesigny",3919.78751324611
"77250","Leudon-en-Brie",16835.0488885023
"77251","Lieusaint",3705.45796702736
"77252","Limoges-Fourches",6310.81664035139
"77253","Lissy",7119.86298288548
"77254","Liverdy-en-Brie",8485.93607431891
"77255","Livry-sur-Seine",4738.02920630782
"77256","Lizines",15853.861404859
"77257","Lizy-sur-Ourcq",11090.5455807097
"77258","Lognes",2596.09163460101
"77259","Longperrier",7726.11961648278
"77260","Longueville",17741.5921105895
"77261","Lorrez-le-Bocage-Preaux",15441.676717473
"77262","Louan-Villegruis-Fontaine",26634.7002286119
"77263","Luisetaines",16738.2672288958
"77264","Lumigny-Nesles-Ormeaux",11582.0806366406
"77265","Luzancy",14210.1243331355
"77266","Machault",9086.61379355158
"77267","La Madeleine-sur-Loing",16015.218072258
"77268","Magny-le-Hongre",4762.35517863653
"77269","Maincy",5012.51336016609
"77270","Maisoncelles-en-Brie",8963.23749599563
"77271","Maisoncelles-en-Gatinais",18845.9588023046
"77272","Maison-Rouge",15731.3085991522
"77273","Marchemoret",9383.30872497234
"77274","Marcilly",8881.12981353188
"77275","Les Marets",18826.6954621743
"77276","Mareuil-les-Meaux",4753.55347224352
"77277","Marles-en-Brie",10403.5383881911
"77278","Marolles-en-Brie",13171.7562649971
"77279","Marolles-sur-Seine",13985.73112897
"77280","Mary-sur-Marne",10417.2128470102
"77281","Mauperthuis",11441.1786434154
"77282","Mauregard",5560.52578801338
"77283","May-en-Multien",13471.0170654778
"77284","Meaux",3206.18688382156
"77285","Le Mee-sur-Seine",2759.98389879633
"77286","Meigneux",14890.5009511926
"77287","Meilleray",22464.5819001601
"77288","Melun",2663.22032460901
"77289","Melz-sur-Seine",24260.3138499269
"77290","Mery-sur-Marne",15078.7569163176
"77291","Le Mesnil-Amelot",5429.40376637036
"77292","Messy",6177.04078705506
"77293","Misy-sur-Yonne",16479.6024125166
"77294","Mitry-Mory",3935.0050230444
"77295","Moisenay",6942.28606477833
"77296","Moissy-Cramayel",4188.2675725198
"77297","Mondreville",21636.7626040247
"77298","Mons-en-Montois",15420.9242625029
"77299","Montarlot",9688.56615941904
"77300","Montceaux-les-Meaux",7551.48291826263
"77301","Montceaux-les-Provins",23817.9913755851
"77302","Montcourt-Fromonville",10901.9965424493
"77303","Montdauphin",22740.1758641975
"77304","Montenils",25534.5781499857
"77305","Montereau-Fault-Yonne",11579.5186053447
"77306","Montereau-sur-le-Jard",5708.9798055614
"77307","Montevrain",3595.15548437324
"77308","Montge-en-Goele",8388.68039488175
"77309","Monthyon",7644.13705479822
"77310","Montigny-le-Guesdier",21263.252377413
"77311","Montigny-Lencoup",13878.4490261418
"77312","Montigny-sur-Loing",9227.4670012153
"77313","Montmachoux",14511.2012599581
"77314","Montolivet",23173.1168796033
"77315","Montry",5106.79966368974
"77316","Moret-sur-Loing",8789.46059162235
"77317","Mormant",11469.9731795794
"77318","Mortcerf",9357.83740047723
"77319","Mortery",17649.3779006474
"77320","Mouroux",10378.9307662694
"77321","Mousseaux-les-Bray",20004.6697837717
"77322","Moussy-le-Neuf",7605.71452763722
"77323","Moussy-le-Vieux",6951.77529946135
"77325","Mouy-sur-Seine",19443.0515546836
"77326","Nandy",3704.3062626114
"77327","Nangis",14062.0315929682
"77328","Nanteau-sur-Essonne",15818.7001134025
"77329","Nanteau-sur-Lunain",12995.7830964064
"77330","Nanteuil-les-Meaux",4516.75698748408
"77331","Nanteuil-sur-Marne",15925.2257748271
"77332","Nantouillet",7161.39254000777
"77333","Nemours",12669.1454432695
"77335","Chauconin-Neufmontiers",6071.24269747466
"77336","Neufmoutiers-en-Brie",7906.25372339593
"77337","Noisiel",1952.33889872401
"77338","Noisy-Rudignon",11877.7226315086
"77339","Noisy-sur-Ecole",12364.9157318227
"77340","Nonville",11119.6928549316
"77341","Noyen-sur-Seine",22980.0694213003
"77342","Obsonville",17837.9213384435
"77343","Ocquerre",12179.5982938481
"77344","Oissery",10801.3355692279
"77345","Orly-sur-Morin",14003.2555976508
"77347","Les Ormes-sur-Voulzie",17993.9478562078
"77348","Ormesson",14326.9808979946
"77349","Othis",8883.88981201842
"77350","Ozoir-la-Ferriere",4172.78052277239
"77352","Ozouer-le-Voulgis",8975.09246283714
"77353","Paley",14387.3351962095
"77354","Pamfou",10089.0890561787
"77355","Paroy",16902.0918636481
"77356","Passy-sur-Seine",23765.3723323718
"77357","Pecy",14721.530706001
"77358","Penchard",6153.28515628903
"77359","Perthes",7375.73413033468
"77360","Pezarches",11504.6869767168
"77361","Pierre-Levee",9237.47708858932
"77363","Le Pin",3284.82044191119
"77364","Le Plessis-aux-Bois",7990.70951674395
"77365","Le Plessis-Feu-Aussoux",12974.312955212
"77366","Le Plessis-l'Eveque",7976.99799898725
"77367","Le Plessis-Placy",11419.7525923073
"77368","Poigny",18753.8937921384
"77369","Poincy",4629.41434575287
"77370","Poligny",13811.2023844607
"77371","Pommeuse",10052.2198297861
"77372","Pomponne",3390.54015011857
"77373","Pontault-Combault",2673.20805506914
"77374","Pontcarre",4260.15967152333
"77376","Precy-sur-Marne",6017.85631899791
"77377","Presles-en-Brie",7335.6839860237
"77378","Pringy",5560.05228197027
"77379","Provins",18950.1795961876
"77380","Puisieux",11089.8177202105
"77381","Quiers",13219.5508697999
"77382","Quincy-Voisins",5566.40566841958
"77383","Rampillon",14832.3822901907
"77384","Reau",4798.55223175639
"77385","Rebais",13838.4118328916
"77386","Recloses",10847.4062170471
"77387","Remauville",15210.67122156
"77388","Reuil-en-Brie",13030.2592787464
"77389","La Rochette",4153.58268154526
"77390","Roissy-en-Brie",3251.32947649919
"77391","Rouilly",18726.9692514036
"77392","Rouvres",9308.75729704251
"77393","Rozay-en-Brie",12558.0276187725
"77394","Rubelles",4368.89421888218
"77395","Rumont",16899.4791854697
"77396","Rupereux",19449.4072636399
"77397","Saacy-sur-Marne",14863.4659632048
"77398","Sablonnieres",16580.0627862611
"77399","Saint-Ange-le-Viel",13866.3581163055
"77400","Saint-Augustin",10838.1373531605
"77401","Sainte-Aulde",14929.058054029
"77402","Saint-Barthelemy",19996.0421808598
"77403","Saint-Brice",20520.7085213172
"77404","Sainte-Colombe",18243.1077741139
"77405","Saint-Cyr-sur-Morin",12519.3354563189
"77406","Saint-Denis-les-Rebais",12742.5007935783
"77407","Saint-Fargeau-Ponthierry",5295.30208251063
"77408","Saint-Fiacre",6316.99500784314
"77409","Saint-Germain-Laval",12556.4309341919
"77410","Saint-Germain-Laxis",6295.13233473482
"77411","Saint-Germain-sous-Doue",11253.712936145
"77412","Saint-Germain-sur-Ecole",8062.6853824907
"77413","Saint-Germain-sur-Morin",5303.50804456188
"77414","Saint-Hilliers",17602.8446102715
"77415","Saint-Jean-les-Deux-Jumeaux",8668.89406841563
"77416","Saint-Just-en-Brie",15464.2556655925
"77417","Saint-Leger",15491.2953713946
"77418","Saint-Loup-de-Naud",17035.5711703192
"77419","Saint-Mammes",8352.2425403837
"77420","Saint-Mard",7976.05959902053
"77421","Saint-Mars-Vieux-Maisons",18455.0777570648
"77423","Saint-Martin-des-Champs",18683.6380344634
"77424","Saint-Martin-du-Boschet",22995.8599229912
"77425","Saint-Martin-en-Biere",9046.37646561783
"77426","Saint-Mery",10324.6340200618
"77427","Saint-Mesmes",7108.75219856762
"77428","Saint-Ouen-en-Brie",12479.5549438444
"77429","Saint-Ouen-sur-Morin",13224.0615449311
"77430","Saint-Pathus",10743.822110392
"77431","Saint-Pierre-les-Nemours",13015.2249513067
"77432","Saint-Remy-la-Vanne",14627.117854332
"77433","Saints",11904.4188831139
"77434","Saint-Sauveur-les-Bray",17813.597492781
"77435","Saint-Sauveur-sur-Ecole",6529.67100130361
"77436","Saint-Simeon",13181.4810304664
"77437","Saint-Soupplets",8996.26857550048
"77438","Saint-Thibault-des-Vignes",2939.43785712849
"77439","Salins",13109.3215982986
"77440","Sammeron",10145.6568318328
"77441","Samois-sur-Seine",7532.38703140104
"77442","Samoreau",7569.81786107474
"77443","Sancy",7995.34258351727
"77444","Sancy-les-Provins",21484.1272704036
"77445","Savigny-le-Temple",3601.50378163823
"77446","Savins",16751.0250074933
"77447","Seine-Port",4420.87068167825
"77448","Sept-Sorts",10905.897326546
"77449","Serris",4432.2615408185
"77450","Servon",4284.84990302783
"77451","Signy-Signets",9741.43206981819
"77452","Sigy",16006.5569571752
"77453","Sivry-Courtry",7172.22697164049
"77454","Sognolles-en-Montois",15622.1338686445
"77455","Soignolles-en-Brie",7718.17224888458
"77456","Soisy-Bouy",20057.8115625203
"77457","Solers",8041.89965526417
"77458","Souppes-sur-Loing",17185.3217733435
"77459","Sourdun",22185.7282808012
"77460","Tancrou",11378.9536134918
"77461","Thenisy",16174.3638221731
"77462","Thieux",6335.17352433504
"77463","Thomery",7655.92629056606
"77464","Thorigny-sur-Marne",3772.80481268325
"77465","Thoury-Ferottes",13664.4753785453
"77466","Tigeaux",8035.21671909478
"77467","La Tombe",15815.7988817843
"77468","Torcy",2581.17175921846
"77469","Touquin",12398.7712542062
"77470","Tournan-en-Brie",7664.70534881822
"77471","Tousson",14426.9572842943
"77472","La Tretoire",14515.4345780552
"77473","Treuzy-Levelay",11891.137048146
"77474","Trilbardou",6225.32110548719
"77475","Trilport",6274.27934213805
"77476","Trocy-en-Multien",10193.6664448428
"77477","Ury",11799.2753589696
"77478","Ussy-sur-Marne",10503.2098270545
"77479","Vaires-sur-Marne",2613.0532553871
"77480","Valence-en-Brie",10147.7221131516
"77481","Vanville",15330.9956379824
"77482","Varennes-sur-Seine",10821.1869971934
"77483","Varreddes",7017.96627230626
"77484","Vaucourtois",7309.30646476424
"77485","Le Vaudoue",13221.1146855838
"77486","Vaudoy-en-Brie",13931.3322259391
"77487","Vaux-le-Penil",4392.1765293606
"77489","Vaux-sur-Lunain",18529.1727032534
"77490","Vendrest",14182.1636853037
"77491","Veneux-les-Sablons",8180.63815620291
"77492","Verdelot",20209.0625742401
"77493","Verneuil-l'Etang",10420.5748039896
"77494","Vernou-la-Celle-sur-Seine",8708.63167011291
"77495","Vert-Saint-Denis",3805.56755576148
"77496","Vieux-Champagne",15660.9970492924
"77498","Vignely",5752.85407787191
"77500","Villebeon",18514.347594689
"77501","Villecerf",10383.4663694219
"77504","Villemarechal",13048.2120140681
"77505","Villemareuil",7609.14295793709
"77506","Villemer",10997.7309702556
"77507","Villenauxe-la-Petite",23227.6526321186
"77508","Villeneuve-le-Comte",7021.66582325484
"77509","Villeneuve-les-Bordes",13745.0556662744
"77510","Villeneuve-Saint-Denis",5801.46304350815
"77511","Villeneuve-sous-Dammartin",6428.41768132081
"77512","Villeneuve-sur-Bellot",18506.614869084
"77513","Villenoy",4804.1439960185
"77514","Villeparisis",3185.93626047893
"77515","Villeroy",7524.30071328828
"77516","Ville-Saint-Jacques",10617.2072743247
"77517","Villevaude",3884.75667586541
"77518","Villiers-en-Biere",5481.61685771875
"77519","Villiers-Saint-Georges",22549.1803901782
"77520","Villiers-sous-Grez",11640.3515518236
"77521","Villiers-sur-Morin",6482.04391975057
"77522","Villiers-sur-Seine",24759.383620787
"77523","Villuis",25148.6443721919
"77524","Vimpelles",16543.0829703195
"77525","Vinantes",7840.56056286252
"77526","Vincy-Manoeuvre",12498.7461692225
"77527","Voinsles",13330.3186846679
"77528","Voisenon",4187.76335357931
"77529","Voulangis",7464.99336609384
"77530","Voulton",20253.4029540166
"77531","Voulx",15249.4615113925
"77532","Vulaines-les-Provins",17035.8745991643
"77533","Vulaines-sur-Seine",7622.08524960053
"77534","Yebles",8940.95204008432
"78003","Ablis",14230.0741807882
"78005","Acheres",2889.85617916209
"78006","Adainville",13629.0966226354
"78007","Aigremont",3994.5915859489
"78009","Allainville",15313.1385717272
"78010","Les Alluets-le-Roi",5996.66510081127
"78013","Andelu",7843.56158128412
"78015","Andresy",2955.41305320666
"78020","Arnouville-les-Mantes",7620.2041262096
"78029","Aubergenville",5163.4462906885
"78030","Auffargis",7579.95993602691
"78031","Auffreville-Brasseuil",4842.05723295562
"78033","Aulnay-sur-Mauldre",6226.91016806397
"78034","Auteuil",7817.56495071203
"78036","Autouillet",8341.91560990512
"78043","Bailly",3027.70705105682
"78048","Bazainville",12308.6648478989
"78049","Bazemont",5873.35212091331
"78050","Bazoches-sur-Guyonne",6187.11944279558
"78053","Behoust",10271.3925736769
"78057","Bennecourt",10227.6773907152
"78062","Beynes",6650.98193514107
"78068","Blaru",14758.2613883689
"78070","Boinville-en-Mantois",6462.212434171
"78071","Boinville-le-Gaillard",15194.6270970335
"78072","Boinvilliers",7876.8659412783
"78073","Bois-d'Arcy",2711.11906149985
"78076","Boissets",12854.5646031467
"78077","La Boissiere-Ecole",14049.7247848245
"78082","Boissy-Mauvoisin",8648.42088065943
"78084","Boissy-sans-Avoir",8254.43769963014
"78087","Bonnelles",8471.34056877948
"78089","Bonnieres-sur-Seine",9166.1110134322
"78090","Bouafle",4652.54959601331
"78092","Bougival",1916.71582603607
"78096","Bourdonne",13461.94649382
"78104","Breuil-Bois-Robert",5633.59707969236
"78107","Breval",10952.7322494804
"78108","Les Breviaires",8115.56483423748
"78113","Brueil-en-Vexin",6352.4499945931
"78117","Buc",3103.17500565123
"78118","Buchelay",3929.87323153569
"78120","Bullion",9012.93218401711
"78123","Carrieres-sous-Poissy",2996.71629926245
"78124","Carrieres-sur-Seine",989.257729377359
"78125","La Celle-les-Bordes",8782.40690248727
"78126","La Celle-Saint-Cloud",2221.83911906148
"78128","Cernay-la-Ville",7899.23305058536
"78133","Chambourcy",3790.84298769667
"78138","Chanteloup-les-Vignes",3041.48063619011
"78140","Chapet",3966.28256656637
"78143","Chateaufort",4046.32568288296
"78146","Chatou",1319.26264780441
"78147","Chaufour-les-Bonnieres",13883.7560706705
"78152","Chavenay",4379.51779593696
"78158","Le Chesnay",1617.20313321198
"78160","Chevreuse",5510.80500201944
"78162","Choisel",7271.34095111449
"78163","Civry-la-Foret",11673.3206511021
"78164","Clairefontaine-en-Yvelines",9755.33784390811
"78165","Les Clayes-sous-Bois",2998.1060640923
"78168","Coignieres",4461.07045464182
"78171","Conde-sur-Vesgre",13004.5808227141
"78172","Conflans-Sainte-Honorine",2587.68777672794
"78185","Courgent",9212.03905625923
"78188","Cravent",13701.5866359768
"78189","Crespieres",6183.8038367808
"78190","Croissy-sur-Seine",1800.4664285406
"78192","Dammartin-en-Serve",9501.2575048963
"78193","Dampierre-en-Yvelines",6135.84731461811
"78194","Dannemarie",15162.4297019472
"78196","Davron",5467.7160914323
"78202","Drocourt",7513.21673265818
"78206","Ecquevilly",5048.50219495993
"78208","Elancourt",2632.35930127455
"78209","Emance",15013.6980998996
"78217","Epone",5725.69212333718
"78220","Les Essarts-le-Roi",6346.25137538328
"78224","L'Etang-la-Ville",3415.01815164263
"78227","Evecquemont",4215.83809116733
"78230","La Falaise",6025.5907647319
"78231","Favrieux",7008.29580568354
"78233","Feucherolles",5276.71203647835
"78234","Flacourt",7684.66305030336
"78236","Flexanville",9410.54482228583
"78237","Flins-Neuve-Eglise",11723.2538644867
"78238","Flins-sur-Seine",4711.09995175179
"78239","Follainville-Dennemont",4854.32336431821
"78242","Fontenay-le-Fleury",2844.65880595317
"78245","Fontenay-Mauvoisin",5993.29814280333
"78246","Fontenay-Saint-Pere",5825.18952028622
"78251","Fourqueux",3567.51631468205
"78255","Freneuse",8731.36565091755
"78261","Gaillon-sur-Montcient",5536.32790038686
"78262","Galluis",8426.23232080102
"78263","Gambais",12482.544519893
"78264","Gambaiseuil",10802.0060090399
"78265","Garancieres",9461.47783803111
"78267","Gargenville",5349.36647323819
"78269","Gazeran",11603.5925366898
"78276","Gommecourt",10661.41934435
"78278","Goupillieres",8391.1276772705
"78281","Goussonville",6690.77931869493
"78283","Grandchamp",15697.0471517889
"78285","Gressey",13354.5429628835
"78289","Grosrouvre",9674.04624502712
"78290","Guernes",5843.9747211682
"78291","Guerville",5073.03808667596
"78296","Guitrancourt",5324.39070459997
"78297","Guyancourt",2731.53816505042
"78299","Hardricourt",4920.4498433884
"78300","Hargeville",8125.01660386785
"78302","La Hauteville",15474.7377988495
"78305","Herbeville",6548.90819223179
"78307","Hermeray",14254.0016853351
"78310","Houdan",14783.9832093897
"78311","Houilles",690.681287757713
"78314","Issou",5046.94480444854
"78317","Jambville",7395.31938969284
"78320","Jeufosse",11435.9150994406
"78321","Jouars-Pontchartrain",3833.10545354843
"78322","Jouy-en-Josas",3292.49835152189
"78324","Jouy-Mauvoisin",5440.14334076754
"78325","Jumeauville",7524.10160218488
"78327","Juziers",5308.87475134349
"78329","Lainville-en-Vexin",8170.62244459753
"78334","Levis-Saint-Nom",5301.59517610821
"78335","Limay",3913.34950305082
"78337","Limetz-Villez",11822.7828125128
"78343","Les Loges-en-Josas",3469.86513704366
"78344","Lommoye",11852.0828382127
"78346","Longnes",10361.2705830852
"78349","Longvilliers",10038.1668414787
"78350","Louveciennes",2589.74162017792
"78354","Magnanville",4250.26316351425
"78356","Magny-les-Hameaux",3673.18914768449
"78358","Maisons-Laffitte",2282.08989771822
